Total time for computation
0 days 00:33:37.919460
0 days 00:00:00.004588
0 days 00:00:00.003713
0 days 00:05:01.760809
0 days 00:15:58.914117
0 days 00:13:25.945404
0 days 00:12:45.777943
0 days 00:12:46.342908
0 days 00:04:19.977355
0 days 00:20:08.059007
0 days 00:20:46.174622
0 days 00:02:21.909170
0 days 00:00:04.500180
0 days 00:00:01.485941
0 days 00:00:07.124202
0 days 00:00:19.011253
0 days 00:00:04.783666
0 days 00:11:30.343475
0 days 00:05:33.097059
0 days 00:00:01.370667
0 days 00:00:01.312757
0 days 00:00:01.587688
0 days 00:11:28.675794
0 days 00:05:20.648301
0 days 00:00:01.597146
0 days 00:00:01.750261
0 days 00:21:08.353298
0 days 00:07:24.435844
0 days 00:00:09.747024
0 days 00:00:19.695133
0 days 00:00:17.203669
0 days 00:21:33.234245
0 days 00:07:54.746529
0 days 00:11:12.078466
0 days 00:11:01.453407
0 days 00:15:55.188906
0 days 00:23:47.482161
0 days 00:00:01.262380
0 days 00:00:01.290421
0 days 00:00:01.594440
