OBJECTID,HL_DATE,HL_TYPE,SHAPEAREA,SHAPELEN
1,2000/03/31 00:00:00+00,1,582.845721875,289.674036872311
2,2019/10/15 00:00:00+00,1,155.2711453125,167.220734009375
3,2022/04/05 00:00:00+00,3,12772.5465289063,562.814540706441
4,2022/04/05 00:00:00+00,4,7074.4203921875,404.296521532134
5,2022/04/05 00:00:00+00,1,21347.2853445313,551.329369745738
6,2022/04/05 00:00:00+00,4,6391.94994296875,387.576050880101
7,2022/04/05 00:00:00+00,4,3643.7391046875,301.667329450008
8,2022/04/05 00:00:00+00,4,496.44478359375,93.1453643832466
9,2022/04/05 00:00:00+00,4,1311.3333921875,150.146014431193
10,2000/03/31 00:00:00+00,1,20475.75645625,767.531070334668
11,2019/10/15 00:00:00+00,1,7268.0217203125,346.339577870751
12,2022/04/05 00:00:00+00,3,1510144.47438203,93668.3174280419
13,2022/04/05 00:00:00+00,3,730833.85690625,35606.1117683483
14,2022/04/05 00:00:00+00,1,9665.99508046875,448.817792143119
15,2000/03/31 00:00:00+00,1,890.4735375,126.75079411133
16,2000/03/31 00:00:00+00,1,3791.19760625,273.499626856957
17,2022/04/05 00:00:00+00,1,1638.2274,154.838222757337
18,2000/03/31 00:00:00+00,1,1142.8598375,157.82266460877
19,2000/03/31 00:00:00+00,1,73666.7369851563,1696.31172681853
20,2022/04/05 00:00:00+00,3,46548.3484867188,2696.46323615797
21,2000/03/31 00:00:00+00,4,4162.72561328125,428.85348796803
22,2000/03/31 00:00:00+00,4,47678.3581140625,1117.34047625689
23,2000/03/31 00:00:00+00,4,5219.91771796875,276.139710178022
24,2000/03/31 00:00:00+00,4,3268.295325,255.698454414051
25,2009/04/04 00:00:00+00,1,1886.28810078125,180.446729286834
26,2022/04/05 00:00:00+00,1,8697.1849078125,355.642068696418
27,2022/04/05 00:00:00+00,1,8364.3808234375,353.98986877905
28,2022/04/05 00:00:00+00,3,7703.1061,2047.73191209342
29,2017/07/06 00:00:00+00,1,15390.0726390625,522.358322927028
30,2017/07/06 00:00:00+00,4,1440.29329296875,142.146742920014
31,2022/04/05 00:00:00+00,1,246664.342128906,3321.55642437257
32,2022/04/05 00:00:00+00,1,56789.751834375,1153.21903250028
33,2022/04/05 00:00:00+00,1,3241.7320328125,234.876116038409
34,2019/10/15 00:00:00+00,1,8258.05389375,340.483120762051
35,2022/04/05 00:00:00+00,1,590589.476610156,6853.97963955706
36,2022/04/05 00:00:00+00,3,35983.320003125,3431.61202090798
37,2022/04/05 00:00:00+00,3,69770.7582421875,1283.20268551226
38,2019/10/15 00:00:00+00,4,1172.02323203125,183.776976682905
39,2019/10/15 00:00:00+00,4,1477.5973546875,215.168285427811
40,2022/04/05 00:00:00+00,4,2089.29024609375,258.479857825374
41,2019/10/15 00:00:00+00,4,1133.90223515625,124.601599767032
42,2022/04/05 00:00:00+00,4,16001.8852914063,1046.94714073298
43,2022/04/05 00:00:00+00,4,26107.0678648437,1213.94893433441
44,2022/04/05 00:00:00+00,1,1260.0946640625,179.150884242115
45,2022/04/05 00:00:00+00,4,25509.1818257812,1333.09045115458
46,2022/04/05 00:00:00+00,1,25267.17693125,615.164202416218
47,2022/04/05 00:00:00+00,4,61614.7161617188,1395.68439179753
48,2022/04/05 00:00:00+00,4,8643.09353359375,598.793481392584
49,2022/04/05 00:00:00+00,4,45906.8472703125,1361.06516686348
50,2022/04/05 00:00:00+00,1,8535.9173375,357.069784416921
51,2000/03/31 00:00:00+00,1,1544.32945625,173.069818743879
52,2000/03/31 00:00:00+00,1,492.3946875,80.0191151875249
53,2022/04/05 00:00:00+00,1,15677.9687984375,772.579917431664
54,2022/04/05 00:00:00+00,1,48238.3086578125,1559.58634586942
55,2000/03/31 00:00:00+00,1,678.7433125,99.2752690020045
56,2022/04/05 00:00:00+00,1,41864.3731703125,822.371702744928
57,2022/04/05 00:00:00+00,1,10276.452884375,397.956102159307
58,2022/04/05 00:00:00+00,3,15716.0000140625,2752.61380759157
59,2000/03/31 00:00:00+00,3,44783.7592320313,9390.82131166012
60,2022/04/05 00:00:00+00,3,26954.0399046875,3442.12888904869
61,2000/03/31 00:00:00+00,3,4640.23413046875,683.606712920707
62,2022/04/05 00:00:00+00,3,23140.1919820313,6023.0855176241
63,2000/03/31 00:00:00+00,3,23582.10716875,5339.95519811414
64,2000/03/31 00:00:00+00,3,14952.3102265625,3377.75082964685
65,2022/04/05 00:00:00+00,3,12331.0796617188,2128.05459953747
66,2022/04/05 00:00:00+00,4,3628.74958515625,253.9639748853
67,2009/04/04 00:00:00+00,1,13396.1536820313,1155.49000173444
68,2022/04/05 00:00:00+00,1,13546.6497351563,527.193967876569
69,2012/04/06 00:00:00+00,1,3455.810778125,240.50073474426
70,2012/04/06 00:00:00+00,1,10372.42689375,415.063232129205
71,2022/04/05 00:00:00+00,1,1369.69121640625,139.933858502735
72,2022/04/05 00:00:00+00,1,7591.797778125,353.855428842337
73,2022/04/05 00:00:00+00,1,7901.634040625,360.934642508638
74,2022/04/05 00:00:00+00,1,7778.28446875,353.735841108218
75,2022/04/05 00:00:00+00,3,1974.36661640625,401.443735786539
76,2022/04/05 00:00:00+00,1,62775.8301375,949.481423658321
77,2019/10/15 00:00:00+00,1,37178.9990695313,725.683583597318
78,2019/10/15 00:00:00+00,1,78901.9280617187,1311.87397456037
79,2019/10/15 00:00:00+00,1,10075.1108585938,449.141705912726
80,2019/10/15 00:00:00+00,1,11691.5141539063,1104.39248609166
81,2022/04/05 00:00:00+00,1,57926.3124945313,1492.96473884126
82,2022/04/05 00:00:00+00,1,781.70197109375,108.026191994265
83,2019/10/15 00:00:00+00,1,17150.7837148438,581.244569710978
84,2019/10/15 00:00:00+00,1,581.7668984375,93.1261985730338
85,2019/10/15 00:00:00+00,1,2076.26277265625,226.498417868605
86,2019/10/15 00:00:00+00,1,3349.54820703125,291.599694721367
87,2022/04/05 00:00:00+00,3,17662.7608203125,2683.41670068335
88,2019/10/15 00:00:00+00,3,15061.4480835938,3449.2678353416
89,2022/04/05 00:00:00+00,3,12801.3521648438,2469.9179872329
90,2022/04/05 00:00:00+00,3,15195.7653867187,2159.29183933263
91,2022/04/05 00:00:00+00,3,78368.6956953125,7404.99222807667
92,2019/10/15 00:00:00+00,3,43895.529196875,3413.29968693087
93,2019/10/15 00:00:00+00,3,8366.71921484375,1383.23585454569
94,2019/10/15 00:00:00+00,4,15682.4974078125,572.879024874572
95,2019/10/15 00:00:00+00,4,22126.675346875,1062.30535880826
96,2019/10/15 00:00:00+00,4,2392.26840546875,236.23249885787
97,2019/10/15 00:00:00+00,4,914.7699046875,144.138864170983
98,2019/10/15 00:00:00+00,4,2247.5271953125,253.923053719291
99,2022/04/05 00:00:00+00,4,2201.67615546875,219.266649188383
100,2019/10/15 00:00:00+00,4,79350.6864007813,2377.88088149529
101,2019/10/15 00:00:00+00,4,21504.9420570313,614.438812833822
102,2022/04/05 00:00:00+00,4,49356.5052640625,1401.11733291833
103,2022/04/05 00:00:00+00,4,130046.6235,3768.29981505708
104,2022/04/05 00:00:00+00,4,4697.53064375,299.698668397521
105,2022/04/05 00:00:00+00,4,4759.30089609375,332.81367977859
106,2019/10/15 00:00:00+00,4,2004.4692109375,188.878892834548
107,2022/04/05 00:00:00+00,4,3132.8557265625,362.441453067309
108,2019/10/15 00:00:00+00,4,5009.2477921875,300.842657287223
109,2022/04/05 00:00:00+00,4,10614.3556773438,418.49938200835
110,2022/04/05 00:00:00+00,1,3302.10227578125,291.416259934483
111,2022/04/05 00:00:00+00,1,1122.924021875,190.77600207265
112,2022/04/05 00:00:00+00,4,3568.44581875,322.997832874258
113,2022/04/05 00:00:00+00,4,18495.2919976563,778.577132804343
114,2022/04/05 00:00:00+00,1,404.1668125,76.2100020620775
115,2022/04/05 00:00:00+00,4,10028.211671875,574.685900174261
116,2022/04/05 00:00:00+00,4,12402.9589820313,574.066349231533
117,2022/04/05 00:00:00+00,4,24481.2821898438,957.63823152532
118,2000/03/31 00:00:00+00,1,254.8028125,58.3161101395557
119,2022/04/05 00:00:00+00,3,9712.540275,4086.47010678698
120,2000/03/31 00:00:00+00,3,10133.6425304687,1546.86362475577
121,2022/04/05 00:00:00+00,3,2552.08139375,449.050533605909
122,2000/03/31 00:00:00+00,3,13250.11156875,2689.09344476763
123,2000/03/31 00:00:00+00,3,3393.427559375,652.356151546009
124,2000/03/31 00:00:00+00,3,3564.8661796875,675.971494305427
125,2000/03/31 00:00:00+00,3,2677.61206875,700.250090265958
126,2000/03/31 00:00:00+00,3,996.788875,257.2189413973
127,2000/03/31 00:00:00+00,4,4976.0162234375,379.642139181979
128,2017/07/06 00:00:00+00,3,5926.2426953125,1172.38482515615
129,2019/10/15 00:00:00+00,1,128.7499171875,52.5396846605016
130,2022/04/05 00:00:00+00,1,13261.9832234375,431.588723921767
131,2022/04/05 00:00:00+00,1,119424.618072656,1603.00875336581
132,2019/10/15 00:00:00+00,1,800.85371953125,134.835914309707
133,2022/04/05 00:00:00+00,3,11495.34001875,1624.79702198331
134,2019/10/15 00:00:00+00,3,3362.69840234375,632.959851994245
135,2019/10/15 00:00:00+00,3,4536.3765625,962.457293863132
136,2022/04/05 00:00:00+00,3,54621.4461492187,7980.55681641096
137,2019/10/15 00:00:00+00,3,16347.0365929688,4383.65015555878
138,2022/04/05 00:00:00+00,1,11910.7481257813,520.470406439224
139,2022/04/05 00:00:00+00,1,15887.5348898438,496.496810015948
140,2022/04/05 00:00:00+00,1,9666.50543984375,393.516883605642
141,2022/04/05 00:00:00+00,1,1847.18734296875,160.37875149236
142,2022/04/05 00:00:00+00,1,56010.4079132813,1142.88294105789
143,2000/03/31 00:00:00+00,1,67.06414609375,81.363437705922
144,2000/03/31 00:00:00+00,3,282.86653125,128.79081070445
145,2022/04/05 00:00:00+00,3,4992.2904015625,1328.56713249314
146,2000/03/31 00:00:00+00,3,3235.1283796875,1117.64876485811
147,2000/03/31 00:00:00+00,3,2953.57270625,578.44061641275
148,2009/04/04 00:00:00+00,1,381.85326484375,106.733234811955
149,2022/04/05 00:00:00+00,3,9428.174290625,1027.17415086291
150,2022/04/05 00:00:00+00,1,2967.30933828125,297.668188605117
151,2019/10/15 00:00:00+00,1,241445.19985625,5522.42397589049
152,2019/10/15 00:00:00+00,1,22400.8380132813,842.837686691046
153,2022/04/05 00:00:00+00,3,9297.5375046875,2266.55616388165
154,2022/04/05 00:00:00+00,3,3226.13798671875,857.026173927908
155,2022/04/05 00:00:00+00,3,17231.75999375,2419.83734277157
156,2022/04/05 00:00:00+00,3,14182.1278453125,2330.14273308722
157,2022/04/05 00:00:00+00,3,27382.4509328125,4749.38850018433
158,2022/04/05 00:00:00+00,3,11515.8256765625,1707.42148055729
159,2022/04/05 00:00:00+00,4,14312.9868523438,589.893527275015
160,2022/04/05 00:00:00+00,1,11172.90046875,587.449553505982
161,2022/04/05 00:00:00+00,4,5284.0868296875,423.642429851616
162,2022/04/05 00:00:00+00,4,10853.8768015625,494.366356570931
163,2022/04/05 00:00:00+00,4,36199.5944875,952.286333792708
164,2022/04/05 00:00:00+00,4,19170.3703882813,597.224092279047
165,2022/04/05 00:00:00+00,4,83160.2070929688,1746.40885407394
166,2022/04/05 00:00:00+00,1,88331.5338367188,1330.58092965134
167,2000/03/31 00:00:00+00,1,11929.8464367187,578.409821858759
168,2022/04/05 00:00:00+00,1,83018.7459601562,1656.88012337203
169,2000/03/31 00:00:00+00,1,22711.7578171875,731.560260066009
170,2000/03/31 00:00:00+00,3,8813.5879515625,3694.62429803682
171,2022/04/05 00:00:00+00,1,163933.15276875,1717.2808602634
172,2022/04/05 00:00:00+00,1,99500.038715625,1250.69446095946
173,2022/04/05 00:00:00+00,1,10400.5210164063,623.921012905234
174,2019/10/15 00:00:00+00,1,18010.042840625,833.887709992578
175,2019/10/15 00:00:00+00,4,4321.64875859375,324.127784511331
176,2022/04/05 00:00:00+00,6,1575922.96807109,6536.66353396417
177,2022/04/05 00:00:00+00,4,10339.3255757813,488.530763890699
178,2022/04/05 00:00:00+00,4,18837.5268257813,571.039187752797
179,2022/04/05 00:00:00+00,4,45894.294915625,941.847540038253
180,2022/04/05 00:00:00+00,4,9470.02837734375,805.288396441412
181,2009/04/04 00:00:00+00,7,17871.4342453125,1669.21934233549
182,2022/04/05 00:00:00+00,7,148346.736447656,20297.1027545091
183,2019/10/15 00:00:00+00,4,8159.66251328125,424.630892562471
184,2019/10/15 00:00:00+00,4,6720.09516015625,325.885938253258
185,2019/10/15 00:00:00+00,4,14832.0984164063,501.121980969228
186,2019/10/15 00:00:00+00,6,44039.0127375,1330.51944925767
187,2019/10/15 00:00:00+00,6,16469.4527515625,618.324808851057
188,2019/10/15 00:00:00+00,7,11073.342278125,911.558822356313
189,2022/04/05 00:00:00+00,6,848925.811035938,3798.58146501294
190,2019/10/15 00:00:00+00,1,2246.35981328125,253.422731435207
191,2019/10/15 00:00:00+00,1,2090.37175,221.985038958816
192,2022/04/05 00:00:00+00,6,5918.4454,963.523529672792
193,2022/04/05 00:00:00+00,6,537206.794034375,5467.17258536349
194,2022/04/05 00:00:00+00,1,9375.73023984375,467.814151707995
195,2022/04/05 00:00:00+00,1,4573.02084609375,258.473338300272
196,2022/04/05 00:00:00+00,1,6503.19243125,332.622025156039
197,2009/04/04 00:00:00+00,1,8100.2844625,376.556733257778
198,2012/04/06 00:00:00+00,1,788.8021109375,120.313045294202
199,2017/07/06 00:00:00+00,1,7776.05833203125,350.56054020499
200,2019/10/15 00:00:00+00,1,101419.398522656,1447.53382775701
201,2019/10/15 00:00:00+00,1,7517.74074140625,328.5389868979
202,2022/04/05 00:00:00+00,1,75635.8556125,1079.5354252707
203,2019/10/15 00:00:00+00,1,22520.3561148438,956.66089055632
204,2022/04/05 00:00:00+00,1,831024.265116406,3620.44672504957
205,2022/04/05 00:00:00+00,1,483369.541175,2711.03350902712
206,2022/04/05 00:00:00+00,1,39899.2663804687,1099.16501858528
207,2022/04/05 00:00:00+00,3,34154.7727632813,5539.47174362817
208,2019/10/15 00:00:00+00,4,3689.4152984375,237.982806340694
209,2022/04/05 00:00:00+00,4,4021.2098515625,352.782428664331
210,2022/04/05 00:00:00+00,4,1410.71792265625,188.338639897456
211,2022/04/05 00:00:00+00,4,16125.9205179688,515.960961813704
212,2000/03/31 00:00:00+00,1,1436.40369375,177.920102854767
213,2000/03/31 00:00:00+00,4,3221.684025,224.221593387021
214,2000/03/31 00:00:00+00,4,67799.9969765625,1308.39727130764
215,2000/03/31 00:00:00+00,6,618.5061390625,91.1726082412741
216,2009/04/04 00:00:00+00,1,2392.75139140625,182.91674127037
217,2009/04/04 00:00:00+00,6,1283.99064140625,154.504921783253
218,2012/04/06 00:00:00+00,1,3276.73820859375,303.799602758861
219,2012/04/06 00:00:00+00,1,8949.8505421875,335.37852921678
220,2012/04/06 00:00:00+00,1,2515.68639375,308.433051400058
221,2012/04/06 00:00:00+00,1,8949.83609296875,335.378163777243
222,2012/04/06 00:00:00+00,1,8949.85673359375,335.378829819295
223,2012/04/06 00:00:00+00,1,8949.80432421875,335.377498036372
224,2012/04/06 00:00:00+00,1,8949.80186640625,335.37750354589
225,2012/04/06 00:00:00+00,1,8949.2602828125,335.367621618317
226,2012/04/06 00:00:00+00,1,8881.79561484375,334.187021346255
227,2012/04/06 00:00:00+00,1,8891.5672875,334.370781813282
228,2012/04/06 00:00:00+00,1,8949.8385828125,335.378166179153
229,2012/04/06 00:00:00+00,1,8951.574078125,335.419882568339
230,2012/04/06 00:00:00+00,1,8966.2583765625,335.772412311901
231,2012/04/06 00:00:00+00,1,8870.30153828125,333.970770022216
232,2012/04/06 00:00:00+00,1,3017.1626,219.776243303843
233,2012/04/06 00:00:00+00,1,8949.824734375,335.378146199236
234,2012/04/06 00:00:00+00,1,8949.78458828125,335.377223280358
235,2012/04/06 00:00:00+00,1,8960.899515625,335.671966118846
236,2012/04/06 00:00:00+00,1,8733.30620625,331.381977517301
237,2012/04/06 00:00:00+00,1,79294.8604507813,1126.74489628936
238,2012/04/06 00:00:00+00,1,8949.85290078125,335.378572298685
239,2012/04/06 00:00:00+00,1,8949.78101640625,335.377146901946
240,2012/04/06 00:00:00+00,1,8852.68185703125,333.638938057418
241,2012/04/06 00:00:00+00,1,9042.77985,337.201968540378
242,2012/04/06 00:00:00+00,1,34287.5486632813,944.649443093203
243,2017/07/06 00:00:00+00,1,281914.590870312,2752.78283779341
244,2017/07/06 00:00:00+00,1,403.55559765625,76.5350536982012
245,2017/07/06 00:00:00+00,1,1500.1402875,210.798025777162
246,2022/04/05 00:00:00+00,1,39805.1749023438,1825.07078712359
247,2017/07/06 00:00:00+00,1,3485.65159140625,283.778329044078
248,2017/07/06 00:00:00+00,1,21613.818653125,1351.95837997884
249,2017/07/06 00:00:00+00,1,1192.5181640625,127.006298271226
250,2022/04/05 00:00:00+00,4,31499.0683601562,767.605458033369
251,2017/07/06 00:00:00+00,4,10126.7553835938,578.376369572107
252,2019/10/15 00:00:00+00,1,33348.5096859375,1280.70796448397
253,2019/10/15 00:00:00+00,1,23898.4362992188,606.080875538028
254,2019/10/15 00:00:00+00,1,266690.990488281,2232.98488521356
255,2019/10/15 00:00:00+00,1,23962.6763664063,637.040848583189
256,2022/04/05 00:00:00+00,1,8751.3098765625,784.548355925018
257,2022/04/05 00:00:00+00,1,905.51350078125,116.791635738365
258,2019/10/15 00:00:00+00,1,528.81496796875,94.4470242790052
259,2019/10/15 00:00:00+00,1,3187.0583390625,227.061133867621
260,2019/10/15 00:00:00+00,1,799.37224765625,122.727568480104
261,2019/10/15 00:00:00+00,1,1288.804846875,154.129657151269
262,2019/10/15 00:00:00+00,4,21023.4244226563,759.418762758814
263,2022/04/05 00:00:00+00,1,3068.66663515625,278.164803111234
264,2022/04/05 00:00:00+00,1,4248.20857421875,341.735753710677
265,2022/04/05 00:00:00+00,4,33782.4548609375,715.976314853433
266,2022/04/05 00:00:00+00,6,1859.8213546875,248.575524561929
267,2022/04/05 00:00:00+00,1,3982.0820078125,247.240727556853
268,2022/04/05 00:00:00+00,1,8390.455434375,503.754429966366
269,2022/04/05 00:00:00+00,3,8194.30009921875,1125.21237728812
270,2022/04/05 00:00:00+00,1,113640.386817969,2180.47827164178
271,2022/04/05 00:00:00+00,1,2618.9773828125,360.297774915354
272,2022/04/05 00:00:00+00,1,2451.7185328125,402.49069091855
273,2022/04/05 00:00:00+00,4,828.91647109375,114.836003957297
274,2022/04/05 00:00:00+00,1,6121.623521875,447.853662852912
275,2022/04/05 00:00:00+00,1,296463.941140625,2123.74027746254
276,2022/04/05 00:00:00+00,4,6575.59724375,309.418168957797
277,2022/04/05 00:00:00+00,1,5181.78780859375,467.934764531417
278,2022/04/05 00:00:00+00,4,8380.2239953125,440.666532053954
279,2022/04/05 00:00:00+00,4,0.00941484375,2.27935300191854
280,2022/04/05 00:00:00+00,4,9304.5557,688.893863576481
281,2022/04/05 00:00:00+00,1,1901.25846015625,198.830161248065
282,2019/10/15 00:00:00+00,1,3806.3984375,276.491941303555
283,2019/10/15 00:00:00+00,1,2250.0769421875,171.150886071387
284,2019/10/15 00:00:00+00,1,1659.732115625,157.697243102656
285,2019/10/15 00:00:00+00,1,7639.97603359375,354.889175306486
286,2022/04/05 00:00:00+00,1,9621.727378125,868.072170937727
287,2022/04/05 00:00:00+00,1,11318.2680632812,429.118171490368
288,2022/04/05 00:00:00+00,1,7357.0789265625,395.040265447803
289,2022/04/05 00:00:00+00,1,3171.4503671875,226.48048187681
290,2022/04/05 00:00:00+00,1,3494.1914125,397.98309592243
291,2022/04/05 00:00:00+00,4,4448.79033984375,289.608264965976
292,2022/04/05 00:00:00+00,1,1215.76719296875,222.722035676438
293,2022/04/05 00:00:00+00,6,476.89531796875,104.671758481103
294,2022/04/05 00:00:00+00,6,343.8180640625,89.7317505091913
295,2022/04/05 00:00:00+00,1,751.4154109375,104.661422315793
296,2022/04/05 00:00:00+00,1,4698.40967421875,562.612207088847
297,2022/04/05 00:00:00+00,1,267.4487359375,65.9606786561224
298,2022/04/05 00:00:00+00,1,2901.48055078125,410.179291455135
299,2022/04/05 00:00:00+00,1,7977.32072265625,947.938686338171
300,2022/04/05 00:00:00+00,4,28537.4083265625,1033.96159103016
301,2022/04/05 00:00:00+00,1,38545.2646210938,786.373789288903
302,2022/04/05 00:00:00+00,2,236252386.367978,304693.629927673
303,2022/04/05 00:00:00+00,3,1222936.55707812,31992.0568956621
304,2022/04/05 00:00:00+00,4,902.4137484375,136.286164575149
305,2022/04/05 00:00:00+00,4,301902.5369625,7880.3534206714
306,2022/04/05 00:00:00+00,4,914893.278186719,20757.3106524985
307,2022/04/05 00:00:00+00,3,127400.544017187,11239.9972223371
308,2022/04/05 00:00:00+00,7,456706.050095313,18972.1145259599
309,2022/04/05 00:00:00+00,2,174159371.932659,214034.563003002
310,2022/04/05 00:00:00+00,6,8725704.30826797,29763.5170395681
311,2022/04/05 00:00:00+00,1,734398.098690625,4493.31212812493
312,2022/04/05 00:00:00+00,1,76196.4749828125,2101.68724237013
313,2022/04/05 00:00:00+00,1,12023.1383367188,1035.1803819809
314,2022/04/05 00:00:00+00,4,4166480.91160625,34050.8034254805
315,2022/04/05 00:00:00+00,4,12.5815140625,88.2681730953662
316,2000/03/31 00:00:00+00,1,2707.823325,221.06337823911
317,2000/03/31 00:00:00+00,1,5325.81317578125,274.247510481982
318,2000/03/31 00:00:00+00,1,1624.07601875,162.99824501028
319,2000/03/31 00:00:00+00,1,1644.22489453125,229.739908193133
320,2000/03/31 00:00:00+00,1,5156.0775375,300.292311324702
321,2022/04/05 00:00:00+00,1,1862.25052109375,165.547622456863
322,2000/03/31 00:00:00+00,1,26140.640375,658.945547945676
323,2000/03/31 00:00:00+00,1,16804.7138125,492.104764366697
324,2000/03/31 00:00:00+00,1,29002.806175,695.074888961012
325,2000/03/31 00:00:00+00,1,26726.28535,760.412165632101
326,2000/03/31 00:00:00+00,1,3884.09606953125,250.403687241388
327,2000/03/31 00:00:00+00,1,7306.277875,332.669744023402
328,2000/03/31 00:00:00+00,1,5389.91665,273.873010176551
329,2000/03/31 00:00:00+00,1,7540.718575,342.3449091037
330,2022/04/05 00:00:00+00,3,57333.8986921875,5471.62335201669
331,2000/03/31 00:00:00+00,4,5290.46505625,467.086376790827
332,2000/03/31 00:00:00+00,4,13268.5762625,903.529907727454
333,2022/04/05 00:00:00+00,4,188143.606579688,1811.37897440142
334,2000/03/31 00:00:00+00,4,11616.4240554688,420.771181762142
335,2022/04/05 00:00:00+00,4,14345.0148132813,566.395646109719
336,2000/03/31 00:00:00+00,4,17245.6109679688,1399.60926233222
337,2000/03/31 00:00:00+00,4,11613.5671,439.369922647669
338,2000/03/31 00:00:00+00,4,7585.05118046875,660.256680409854
339,2000/03/31 00:00:00+00,4,95564.9520101563,2546.94026788584
340,2022/04/05 00:00:00+00,1,14099.0039976562,481.932221567953
341,2022/04/05 00:00:00+00,1,5417.3106796875,511.155928732774
342,2019/10/16 00:00:00+00,1,113567.757690625,1288.34610181183
343,2019/10/16 00:00:00+00,1,10006.233209375,379.373944294412
344,2022/04/05 00:00:00+00,1,253480.350951562,6861.90699822832
345,2019/10/16 00:00:00+00,1,6068.348403125,487.057518160994
346,2019/10/16 00:00:00+00,1,1252.45339453125,291.463402782542
347,2019/10/16 00:00:00+00,1,2628.3687859375,533.626349922224
348,2022/04/05 00:00:00+00,1,1333.40256015625,136.344072846342
349,2019/10/16 00:00:00+00,1,2823.3817609375,227.19802839938
350,2019/10/16 00:00:00+00,1,24937.2995867187,1088.66763991328
351,2022/04/05 00:00:00+00,1,74187.714246875,2046.69079342822
352,2019/10/16 00:00:00+00,1,37865.2714039062,1965.41263373021
353,2022/04/05 00:00:00+00,1,6414.4785015625,432.990102779116
354,2019/10/16 00:00:00+00,1,1445.7059734375,165.441426648547
355,2019/10/16 00:00:00+00,1,2488.194240625,227.49201714717
356,2019/10/16 00:00:00+00,1,5566.9989828125,302.291559571937
357,2019/10/16 00:00:00+00,1,18024.5567023438,2829.67552879485
358,2019/10/16 00:00:00+00,3,14061.5690367188,5036.71732416647
359,2019/10/16 00:00:00+00,3,7873.76519609375,2019.89437851991
360,2019/10/16 00:00:00+00,3,9978.090278125,2534.86953436396
361,2022/04/05 00:00:00+00,3,30329.2488164062,2834.02685544178
362,2022/04/05 00:00:00+00,3,850656.764291406,51544.5105540603
363,2022/04/05 00:00:00+00,4,11807.3019992187,470.518017592745
364,2022/04/05 00:00:00+00,4,215222.178871094,3745.48498856609
365,2019/10/16 00:00:00+00,1,28384.7553859375,1033.34589706732
366,2022/04/05 00:00:00+00,1,2971.7486984375,257.671608008054
367,2022/04/05 00:00:00+00,1,1204.3524546875,131.685592347178
368,2022/04/05 00:00:00+00,1,2592.6627234375,194.980308561505
369,2022/04/05 00:00:00+00,3,20641.9445453125,4403.28631741685
370,2022/04/05 00:00:00+00,3,75424.8753421875,7961.5888917222
371,2022/04/05 00:00:00+00,3,505585.891470312,55757.8579401793
372,2000/03/31 00:00:00+00,3,25837.76289375,5588.76583331288
373,2022/04/05 00:00:00+00,3,22281.9026492188,3758.44702875442
374,2022/04/05 00:00:00+00,1,64214.440140625,1550.73695935949
375,2017/07/14 00:00:00+00,1,1661.29607421875,172.319239954697
376,2017/07/14 00:00:00+00,4,28713.4600453125,1075.3931577193
377,2019/10/16 00:00:00+00,1,17969.7494523438,520.375289745233
378,2022/04/05 00:00:00+00,1,5582.72981328125,302.740996924189
379,2022/04/05 00:00:00+00,1,66624.15029375,1943.84039874125
380,2019/10/16 00:00:00+00,1,18431.4668679688,555.657321560025
381,2022/04/05 00:00:00+00,3,1253.79787578125,164.140046897141
382,2022/04/05 00:00:00+00,3,40346.7642515625,8195.77825939248
383,2022/04/05 00:00:00+00,4,2006.20753515625,277.008961051445
384,2019/10/16 00:00:00+00,4,5144.66736328125,306.264963520071
385,2022/04/05 00:00:00+00,4,7879.48725,463.00765592734
386,2022/04/05 00:00:00+00,3,8040.4478796875,1245.92469512217
387,2000/03/31 00:00:00+00,1,6002.03506875,343.251321913196
388,2000/03/31 00:00:00+00,3,9378.6374125,1886.84225658547
389,2000/03/31 00:00:00+00,3,4108.21605,951.853132036442
390,2000/03/31 00:00:00+00,3,4349.59823125,1075.80313886113
391,2000/03/31 00:00:00+00,3,20563.3772375,3919.4418821855
392,2022/04/05 00:00:00+00,3,27803.9879875,4014.04280034665
393,2022/04/05 00:00:00+00,3,24391.6641015625,4930.05972909414
394,2022/04/05 00:00:00+00,1,103539.417263281,1455.99825388149
395,2017/07/14 00:00:00+00,1,265.25255625,63.1782383047583
396,2017/07/14 00:00:00+00,3,903.14397109375,459.817476260693
397,2019/10/16 00:00:00+00,1,6252.98035546875,325.95901963144
398,2019/10/16 00:00:00+00,3,12872.66020625,2834.39993151886
399,2019/10/16 00:00:00+00,3,16260.76689375,3578.3011961956
400,2019/10/16 00:00:00+00,3,13580.4407140625,2126.919516151
401,2019/10/16 00:00:00+00,3,2914.36313203125,661.906531142834
402,2022/04/05 00:00:00+00,1,15447.7959375,729.742731423505
403,2022/04/05 00:00:00+00,4,6361.14361484375,309.818793064106
404,2000/03/31 00:00:00+00,1,6508.3920875,289.74704788453
405,2000/03/31 00:00:00+00,1,10253.5285945312,381.639040479429
406,2000/03/31 00:00:00+00,1,21935.91256875,575.461641985101
407,2000/03/31 00:00:00+00,1,21920.29640625,648.822674487492
408,2022/04/05 00:00:00+00,1,47802.1030757812,1023.41907607518
409,2000/03/31 00:00:00+00,1,99838.31440625,1804.93746234707
410,2000/03/31 00:00:00+00,1,18742.4161242188,505.143201290942
411,2022/04/05 00:00:00+00,1,9478.7244046875,390.312242768922
412,2009/04/04 00:00:00+00,1,21550.7891835938,625.021576184164
