Incident_Date,Incident_Postal_Code,Number_of_Leave_Behind_Naloxone,ObjectId
5/24/2022,21217,2,991
5/26/2022,21217,1,992
5/26/2022,21217,1,993
5/27/2022,21215,1,994
6/1/2022,21234,1,995
6/1/2022,21215,1,996
6/2/2022,21223,1,997
6/3/2022,21206,1,998
6/3/2022,21215,1,999
6/3/2022,21215,1,1000
1/22/2022,21223,3,1001
6/16/2021,21224,1,1002
6/16/2021,21224,1,1003
6/18/2021,21223,1,1004
6/18/2021,21223,1,1005
6/19/2021,21215,1,1006
6/19/2021,21215,1,1007
6/20/2021,21225,1,1008
6/20/2021,21225,1,1009
6/21/2021,21206,1,1010
6/21/2021,21206,1,1011
6/23/2021,21217,1,1012
6/23/2021,21217,1,1013
6/24/2021,21216,1,1014
6/24/2021,21216,1,1015
6/25/2021,21229,1,1016
6/25/2021,21217,1,1017
6/25/2021,21229,1,1018
6/25/2021,21229,1,1019
6/25/2021,21217,1,1020
6/25/2021,21229,1,1021
6/26/2021,21217,1,1022
6/26/2021,21217,1,1023
6/26/2021,21206,1,1024
6/26/2021,21217,1,1025
6/26/2021,21217,1,1026
6/26/2021,21206,1,1027
6/27/2021,21217,1,1028
6/27/2021,21217,1,1029
6/27/2021,21202,1,1030
6/27/2021,21205,1,1031
6/27/2021,21217,1,1032
6/27/2021,21217,1,1033
6/27/2021,21202,1,1034
6/27/2021,21205,1,1035
7/2/2021,21215,1,1036
7/2/2021,21230,1,1037
7/3/2021,21217,1,1038
7/3/2021,21223,1,1039
7/4/2021,21201,1,1040
7/7/2021,21229,1,1041
7/7/2021,21216,2,1042
7/7/2021,21229,1,1043
7/10/2021,21215,1,1044
7/12/2021,21213,1,1045
7/13/2021,21224,1,1046
7/14/2021,21207,2,1047
7/15/2021,21213,1,1048
7/15/2021,21217,1,1049
7/15/2021,21230,1,1050
7/18/2021,21223,1,1051
10/19/2021,21218,1,1052
10/19/2021,21201,1,1053
10/19/2021,21230,1,1054
10/21/2021,21215,1,1055
10/21/2021,21212,1,1056
10/23/2021,21213,1,1057
10/26/2021,21217,1,1058
10/30/2021,21234,2,1059
11/5/2021,21218,1,1060
11/5/2021,21229,1,1061
11/7/2021,21215,1,1062
11/9/2021,21230,1,1063
11/9/2021,21223,2,1064
11/9/2021,21230,1,1065
11/10/2021,21205,1,1066
11/13/2021,21229,1,1067
11/17/2021,21217,1,1068
11/17/2021,21217,1,1069
11/17/2021,21212,1,1070
11/18/2021,21218,1,1071
11/19/2021,21217,1,1072
11/19/2021,21216,1,1073
11/20/2021,21229,1,1074
11/22/2021,21223,1,1075
11/23/2021,21202,1,1076
11/23/2021,21213,1,1077
11/27/2021,21217,1,1078
12/1/2021,21206,1,1079
12/4/2021,21216,1,1080
12/5/2021,21223,1,1081
12/6/2021,21224,1,1082
12/13/2021,21223,1,1083
12/17/2021,21217,1,1084
12/18/2021,21213,1,1085
12/19/2021,21218,1,1086
12/20/2021,21217,1,1087
12/22/2021,21201,1,1088
12/28/2021,21218,2,1089
12/29/2021,21217,2,1090
1/7/2022,21217,1,1091
1/8/2022,21217,1,1092
1/10/2022,21223,1,1093
1/13/2022,21217,1,1094
1/13/2022,21225,1,1095
1/16/2022,21223,1,1096
1/17/2022,21218,2,1097
1/18/2022,21231,1,1098
1/18/2022,21231,1,1099
1/19/2022,21216,1,1100
1/21/2022,21207,3,1101
1/26/2022,21201,1,1102
1/27/2022,21230,1,1103
1/27/2022,21213,1,1104
1/28/2022,21206,1,1105
1/28/2022,21223,1,1106
1/30/2022,21217,1,1107
1/31/2022,21217,2,1108
1/31/2022,21216,1,1109
1/31/2022,21215,1,1110
2/3/2022,21213,1,1111
2/4/2022,21215,1,1112
2/6/2022,21213,2,1113
2/8/2022,21223,1,1114
2/11/2022,21216,1,1115
2/12/2022,21201,1,1116
2/13/2022,21217,1,1117
2/13/2022,21218,2,1118
2/14/2022,21217,1,1119
2/17/2022,21217,1,1120
2/17/2022,21205,1,1121
2/19/2022,21214,1,1122
2/19/2022,21216,1,1123
2/20/2022,21215,1,1124
2/22/2022,21217,2,1125
2/22/2022,21213,1,1126
2/23/2022,21231,1,1127
2/23/2022,21217,3,1128
2/24/2022,21212,1,1129
3/1/2022,21213,1,1130
3/1/2022,21230,1,1131
3/4/2022,21231,1,1132
3/4/2022,21231,1,1133
3/5/2022,21205,1,1134
3/6/2022,21202,1,1135
3/9/2022,21218,1,1136
3/9/2022,21206,1,1137
3/15/2022,21216,1,1138
3/15/2022,21223,1,1139
3/16/2022,21215,1,1140
3/16/2022,21216,1,1141
3/17/2022,21217,1,1142
3/18/2022,21217,1,1143
3/18/2022,21223,1,1144
3/19/2022,21215,1,1145
3/19/2022,21223,1,1146
3/20/2022,21239,1,1147
3/21/2022,21231,1,1148
3/21/2022,21217,1,1149
3/22/2022,21217,1,1150
4/7/2021,21217,1,1151
4/9/2021,21206,1,1152
4/10/2021,21218,1,1153
4/10/2021,21215,1,1154
4/10/2021,21201,1,1155
4/13/2021,21213,1,1156
4/13/2021,21224,1,1157
4/14/2021,21213,1,1158
4/16/2021,21215,1,1159
4/16/2021,21215,1,1160
4/17/2021,21224,2,1161
4/17/2021,21239,1,1162
4/18/2021,21216,1,1163
4/18/2021,21217,1,1164
4/20/2021,21217,1,1165
4/21/2021,21215,1,1166
4/21/2021,21230,1,1167
4/23/2021,21218,1,1168
4/24/2021,21205,1,1169
4/24/2021,21213,1,1170
4/26/2021,21215,1,1171
4/26/2021,21215,1,1172
4/27/2021,21224,1,1173
4/27/2021,21217,1,1174
4/27/2021,21217,1,1175
4/29/2021,21223,1,1176
4/30/2021,21217,1,1177
5/2/2021,21207,1,1178
5/2/2021,21215,1,1179
5/3/2021,21217,1,1180
5/3/2021,21215,1,1181
5/3/2021,21215,1,1182
5/6/2021,21225,2,1183
5/7/2021,21215,1,1184
5/10/2021,21205,1,1185
5/10/2021,21213,1,1186
5/13/2021,21218,2,1187
5/13/2021,21223,1,1188
5/14/2021,21223,1,1189
5/14/2021,21213,1,1190
5/15/2021,21212,1,1191
5/16/2021,21218,1,1192
5/17/2021,21215,1,1193
5/18/2021,21211,1,1194
5/18/2021,21218,1,1195
5/20/2021,21215,1,1196
5/21/2021,21217,1,1197
5/22/2021,21217,1,1198
5/24/2021,21224,1,1199
5/24/2021,21216,2,1200
7/17/2023,21218,2,1201
7/19/2023,21202,1,1202
7/20/2023,21206,3,1203
7/25/2023,21216,1,1204
7/25/2023,21223,1,1205
7/26/2023,21218,1,1206
7/26/2023,21218,1,1207
7/28/2023,21223,1,1208
7/30/2023,21205,1,1209
8/1/2023,21217,1,1210
8/2/2023,21201,1,1211
8/4/2023,21202,3,1212
8/5/2023,21217,1,1213
8/7/2023,21206,1,1214
8/7/2023,21218,1,1215
8/8/2023,21201,1,1216
8/8/2023,21223,1,1217
8/10/2023,21201,1,1218
8/11/2023,21218,1,1219
8/17/2023,21217,1,1220
8/17/2023,21217,2,1221
8/18/2023,21216,1,1222
8/19/2023,21207,1,1223
8/21/2023,21224,1,1224
8/23/2023,21201,1,1225
8/24/2023,21217,1,1226
8/25/2023,21214,1,1227
8/26/2023,21213,2,1228
8/29/2023,21217,1,1229
8/30/2023,21215,2,1230
9/4/2023,21215,1,1231
9/5/2023,21215,1,1232
9/7/2023,21231,1,1233
9/9/2023,21215,1,1234
9/13/2023,21223,1,1235
9/15/2023,21230,1,1236
9/17/2023,21217,2,1237
9/17/2023,21205,1,1238
9/21/2023,21218,1,1239
9/22/2023,21218,1,1240
9/23/2023,21218,3,1241
9/25/2023,21217,1,1242
9/26/2023,21213,1,1243
9/27/2023,21216,1,1244
9/27/2023,21223,1,1245
9/30/2023,21218,3,1246
9/30/2023,21218,1,1247
11/2/2022,21202,1,1248
11/8/2022,21224,1,1249
11/10/2022,21205,1,1250
11/13/2022,21217,1,1251
11/16/2022,21215,3,1252
11/17/2022,21217,2,1253
11/19/2022,21224,1,1254
11/20/2022,21217,1,1255
11/22/2022,21223,1,1256
11/23/2022,21212,1,1257
11/24/2022,21223,1,1258
11/27/2022,21215,1,1259
11/27/2022,21207,1,1260
11/27/2022,21212,1,1261
12/1/2022,21205,2,1262
12/2/2022,21217,1,1263
12/3/2022,21217,1,1264
12/4/2022,21223,1,1265
12/4/2022,21223,2,1266
12/4/2022,21217,1,1267
12/5/2022,21215,1,1268
12/11/2022,21213,1,1269
12/13/2022,21215,1,1270
12/18/2022,21202,3,1271
12/20/2022,21216,2,1272
12/24/2022,21213,1,1273
12/26/2022,21216,1,1274
12/28/2022,21202,1,1275
12/31/2022,21217,1,1276
1/3/2023,21229,1,1277
1/8/2023,21213,1,1278
1/11/2023,21226,1,1279
1/14/2023,21217,1,1280
1/16/2023,21234,1,1281
1/24/2023,21215,1,1282
1/25/2023,21202,1,1283
1/27/2023,21218,1,1284
1/27/2023,21216,1,1285
1/28/2023,21215,1,1286
1/28/2023,21215,1,1287
1/29/2023,21217,1,1288
1/31/2023,21201,1,1289
1/31/2023,21216,1,1290
2/4/2023,21226,1,1291
2/5/2023,21215,1,1292
2/11/2023,21202,1,1293
2/14/2023,21205,1,1294
2/19/2023,21217,1,1295
2/19/2023,21202,2,1296
2/20/2023,21217,1,1297
2/22/2023,21207,1,1298
2/23/2023,21212,2,1299
2/24/2023,21217,1,1300
2/27/2023,21234,1,1301
2/28/2023,21230,1,1302
3/2/2023,21216,1,1303
3/4/2023,21239,1,1304
3/7/2023,21224,1,1305
3/8/2023,21202,1,1306
3/9/2023,21216,1,1307
3/9/2023,21215,1,1308
3/10/2023,21223,1,1309
3/10/2023,21212,1,1310
3/11/2023,21216,1,1311
3/12/2023,21206,1,1312
3/16/2023,21229,2,1313
3/20/2023,21223,1,1314
3/23/2023,21216,1,1315
3/27/2023,21218,1,1316
3/31/2023,21211,1,1317
4/4/2023,21224,2,1318
4/4/2023,21218,1,1319
4/4/2023,21206,1,1320
4/4/2023,21206,1,1321
4/5/2023,21212,1,1322
4/5/2023,21202,1,1323
4/7/2023,21218,1,1324
4/7/2023,21217,1,1325
4/8/2023,21217,1,1326
4/10/2023,21224,1,1327
4/10/2023,21213,1,1328
4/10/2023,21215,1,1329
4/13/2023,21216,1,1330
4/13/2023,21217,1,1331
4/13/2023,21230,1,1332
4/17/2023,21202,1,1333
4/18/2023,21202,1,1334
4/20/2023,21213,1,1335
4/29/2023,21216,1,1336
4/29/2023,21214,3,1337
5/1/2023,21229,1,1338
5/2/2023,21217,1,1339
5/5/2023,21214,3,1340
5/7/2023,21202,1,1341
5/9/2023,21218,1,1342
5/10/2023,21230,1,1343
5/10/2023,21201,2,1344
5/12/2023,21215,2,1345
5/12/2023,21201,1,1346
5/14/2023,21217,1,1347
5/15/2023,21215,2,1348
5/16/2023,21231,1,1349
5/17/2023,21218,1,1350
5/17/2023,21213,1,1351
5/19/2023,21218,3,1352
5/19/2023,21224,1,1353
5/19/2023,21218,1,1354
5/20/2023,21217,1,1355
5/21/2023,21213,1,1356
5/25/2023,21215,2,1357
5/26/2023,21223,1,1358
5/26/2023,21217,1,1359
5/27/2023,21201,3,1360
5/27/2023,21218,1,1361
5/29/2023,21205,1,1362
5/29/2023,21201,1,1363
5/31/2023,21213,1,1364
6/1/2023,21206,1,1365
6/1/2023,21202,1,1366
6/2/2023,21218,2,1367
6/7/2023,21222,1,1368
6/9/2023,21211,1,1369
6/9/2023,21214,1,1370
6/9/2023,21202,2,1371
6/9/2023,21217,1,1372
6/11/2023,21231,1,1373
6/11/2023,21202,1,1374
6/12/2023,21217,1,1375
6/14/2023,21217,1,1376
6/14/2023,21201,1,1377
6/15/2023,21215,1,1378
6/17/2023,21206,1,1379
6/18/2023,21218,1,1380
6/20/2023,21215,1,1381
6/20/2023,21206,1,1382
6/21/2023,21218,1,1383
6/25/2023,21217,1,1384
6/26/2023,21217,1,1385
6/27/2023,21230,1,1386
6/27/2023,21223,1,1387
6/28/2023,21213,1,1388
6/28/2023,21217,2,1389
6/29/2023,21207,1,1390
7/3/2023,21218,1,1391
7/4/2023,21215,1,1392
7/6/2023,21201,1,1393
7/7/2023,21225,1,1394
7/7/2023,21223,2,1395
7/9/2023,21214,1,1396
7/9/2023,21215,1,1397
7/11/2023,21215,1,1398
7/12/2023,21215,1,1399
7/13/2023,21217,1,1400
7/14/2023,21205,1,1401
7/14/2023,21223,1,1402
7/14/2023,21217,1,1403
6/4/2022,21215,1,1404
6/5/2022,21213,1,1405
6/6/2022,21215,1,1406
6/7/2022,21217,1,1407
6/8/2022,21229,1,1408
6/9/2022,21215,2,1409
6/9/2022,21212,2,1410
6/9/2022,21212,1,1411
6/10/2022,21229,2,1412
6/10/2022,21231,1,1413
6/10/2022,21205,1,1414
6/11/2022,21223,1,1415
6/12/2022,21213,1,1416
6/13/2022,21216,1,1417
6/14/2022,21217,3,1418
6/14/2022,21215,1,1419
6/14/2022,21224,1,1420
6/15/2022,21231,1,1421
6/15/2022,21223,2,1422
6/16/2022,21217,1,1423
6/17/2022,21206,1,1424
6/17/2022,21217,1,1425
6/19/2022,21205,1,1426
6/19/2022,21205,1,1427
6/19/2022,21223,2,1428
6/23/2022,21217,1,1429
6/27/2022,21215,1,1430
6/30/2022,21212,1,1431
6/30/2022,21215,1,1432
7/1/2022,21217,3,1433
7/1/2022,21215,1,1434
7/2/2022,21225,1,1435
7/2/2022,21213,2,1436
7/3/2022,21223,2,1437
7/6/2022,21207,1,1438
7/7/2022,21224,1,1439
7/7/2022,21225,1,1440
7/7/2022,21202,2,1441
7/8/2022,21201,2,1442
7/10/2022,21216,2,1443
7/11/2022,21211,1,1444
7/14/2022,21213,1,1445
7/16/2022,21201,1,1446
7/16/2022,21223,1,1447
7/17/2022,21217,1,1448
7/17/2022,21223,2,1449
7/18/2022,21226,1,1450
7/20/2022,21214,2,1451
7/20/2022,21216,1,1452
7/20/2022,21223,1,1453
7/25/2022,21215,1,1454
7/27/2022,21218,1,1455
7/29/2022,21223,1,1456
7/29/2022,21230,1,1457
7/30/2022,21217,2,1458
7/31/2022,21217,1,1459
8/1/2022,21213,1,1460
8/4/2022,21218,2,1461
8/5/2022,21225,1,1462
8/6/2022,21217,1,1463
8/10/2022,21215,1,1464
8/11/2022,21215,1,1465
8/13/2022,21212,1,1466
8/13/2022,21202,1,1467
8/13/2022,21211,1,1468
8/15/2022,21218,2,1469
8/18/2022,21223,2,1470
8/19/2022,21223,2,1471
8/24/2022,21206,1,1472
8/25/2022,21201,1,1473
8/26/2022,21218,2,1474
8/26/2022,21216,1,1475
8/26/2022,21216,1,1476
8/27/2022,21218,1,1477
8/28/2022,21211,1,1478
8/30/2022,21215,1,1479
8/31/2022,21217,1,1480
8/31/2022,21215,1,1481
9/2/2022,21201,1,1482
9/2/2022,21217,1,1483
9/5/2022,21213,1,1484
9/10/2022,21213,2,1485
9/11/2022,21216,1,1486
9/11/2022,21214,1,1487
9/12/2022,21217,1,1488
9/14/2022,21213,1,1489
9/14/2022,21218,2,1490
9/16/2022,21206,2,1491
9/27/2022,21211,1,1492
9/29/2022,21225,1,1493
10/1/2022,21217,1,1494
10/5/2022,21217,1,1495
10/7/2022,21218,1,1496
10/8/2022,21218,1,1497
10/8/2022,21218,3,1498
10/11/2022,21216,2,1499
10/12/2022,21216,1,1500
10/14/2022,21215,1,1501
10/16/2022,21201,1,1502
10/21/2022,21215,2,1503
10/21/2022,21201,1,1504
10/25/2022,21224,1,1505
10/26/2022,21229,1,1506
10/27/2022,21216,2,1507
