region,region_code,period,students_trained_period,students_trained_cumul,students_trained_target,students_enroll,students_enroll_trained
South Carolina,SC,2013-09,1.0,165.0,0.0,0.0,0.0
South Dakota,SD,2010-09,0.0,0.0,0.0,1.0,1.0
South Dakota,SD,2010-12,0.0,0.0,0.0,12.0,9.0
South Dakota,SD,2011-03,2.0,2.0,0.0,27.0,20.0
South Dakota,SD,2011-06,58.0,60.0,0.0,128.0,95.0
South Dakota,SD,2011-09,21.0,81.0,0.0,65.0,55.0
South Dakota,SD,2011-12,84.0,165.0,0.0,41.0,32.0
South Dakota,SD,2012-03,153.0,318.0,0.0,121.0,107.0
South Dakota,SD,2012-06,0.0,318.0,0.0,0.0,0.0
South Dakota,SD,2012-09,1.0,319.0,0.0,0.0,0.0
South Dakota,SD,2012-12,0.0,319.0,0.0,0.0,0.0
South Dakota,SD,2013-03,0.0,319.0,0.0,0.0,0.0
South Dakota,SD,2013-06,0.0,319.0,0.0,0.0,0.0
South Dakota,SD,2013-09,0.0,319.0,0.0,0.0,0.0
Tennessee,TN,2010-09,0.0,0.0,0.0,25.0,14.0
Tennessee,TN,2010-12,0.0,0.0,0.0,31.0,15.0
Tennessee,TN,2011-03,13.0,13.0,0.0,14.0,9.0
Tennessee,TN,2011-06,20.0,33.0,0.0,173.0,54.0
Tennessee,TN,2011-09,36.0,69.0,0.0,324.0,111.0
Tennessee,TN,2011-12,38.0,107.0,0.0,86.0,24.0
Tennessee,TN,2012-03,83.0,190.0,0.0,70.0,21.0
Tennessee,TN,2012-06,24.0,214.0,0.0,67.0,20.0
Tennessee,TN,2012-09,18.0,232.0,0.0,109.0,22.0
Tennessee,TN,2012-12,18.0,250.0,0.0,68.0,21.0
Tennessee,TN,2013-03,49.0,299.0,0.0,17.0,5.0
Tennessee,TN,2013-06,6.0,305.0,0.0,24.0,14.0
Tennessee,TN,2013-09,25.0,330.0,0.0,1.0,0.0
Texas,TX,2010-09,0.0,0.0,0.0,124.0,76.0
Texas,TX,2010-12,4.0,4.0,0.0,119.0,40.0
Texas,TX,2011-03,72.0,76.0,0.0,187.0,105.0
Texas,TX,2011-06,58.0,134.0,0.0,107.0,51.0
Texas,TX,2011-09,100.0,234.0,0.0,337.0,169.0
Texas,TX,2011-12,109.0,343.0,0.0,266.0,147.0
Texas,TX,2012-03,86.0,429.0,0.0,159.0,80.0
Texas,TX,2012-06,161.0,590.0,0.0,160.0,77.0
Texas,TX,2012-09,64.0,654.0,0.0,126.0,46.0
Texas,TX,2012-12,88.0,742.0,0.0,114.0,71.0
Texas,TX,2013-03,114.0,856.0,0.0,62.0,37.0
Texas,TX,2013-06,9.0,865.0,0.0,12.0,7.0
Texas,TX,2013-09,41.0,906.0,0.0,0.0,0.0
Utah,UT,2010-09,0.0,0.0,0.0,2.0,1.0
Utah,UT,2010-12,0.0,0.0,0.0,9.0,5.0
Utah,UT,2011-03,0.0,0.0,0.0,79.0,45.0
Utah,UT,2011-06,13.0,13.0,0.0,59.0,42.0
Utah,UT,2011-09,20.0,33.0,0.0,43.0,34.0
Utah,UT,2011-12,196.0,229.0,0.0,153.0,146.0
Utah,UT,2012-03,87.0,316.0,0.0,44.0,44.0
Utah,UT,2012-06,0.0,316.0,0.0,0.0,0.0
Utah,UT,2012-09,0.0,316.0,0.0,1.0,1.0
Utah,UT,2012-12,1.0,317.0,0.0,0.0,0.0
Utah,UT,2013-03,1.0,318.0,0.0,0.0,0.0
Utah,UT,2013-06,0.0,318.0,0.0,0.0,0.0
Utah,UT,2013-09,0.0,318.0,0.0,0.0,0.0
Virginia,VA,2010-09,0.0,0.0,0.0,147.0,108.0
Virginia,VA,2010-12,0.0,0.0,0.0,6.0,1.0
Virginia,VA,2011-03,106.0,106.0,0.0,228.0,150.0
Virginia,VA,2011-06,15.0,121.0,0.0,40.0,17.0
Virginia,VA,2011-09,121.0,242.0,0.0,226.0,170.0
Virginia,VA,2011-12,52.0,294.0,0.0,3.0,1.0
Virginia,VA,2012-03,156.0,450.0,0.0,245.0,176.0
Virginia,VA,2012-06,9.0,459.0,0.0,8.0,4.0
Virginia,VA,2012-09,135.0,594.0,0.0,153.0,110.0
Virginia,VA,2012-12,33.0,627.0,0.0,10.0,4.0
Virginia,VA,2013-03,146.0,773.0,0.0,42.0,37.0
Virginia,VA,2013-06,2.0,775.0,0.0,50.0,41.0
Virginia,VA,2013-09,45.0,820.0,0.0,1.0,1.0
Virgin Islands,VI,2010-09,0.0,0.0,0.0,0.0,0.0
Virgin Islands,VI,2010-12,0.0,0.0,0.0,0.0,0.0
Virgin Islands,VI,2011-03,0.0,0.0,0.0,1.0,1.0
Virgin Islands,VI,2011-06,1.0,1.0,0.0,0.0,0.0
Virgin Islands,VI,2011-09,0.0,1.0,0.0,0.0,0.0
Virgin Islands,VI,2011-12,0.0,1.0,0.0,1.0,1.0
Virgin Islands,VI,2012-03,0.0,1.0,0.0,0.0,0.0
Virgin Islands,VI,2012-06,1.0,2.0,0.0,0.0,0.0
Virgin Islands,VI,2012-09,0.0,2.0,0.0,0.0,0.0
Virgin Islands,VI,2012-12,0.0,2.0,0.0,0.0,0.0
Virgin Islands,VI,2013-03,0.0,2.0,0.0,0.0,0.0
Virgin Islands,VI,2013-06,0.0,2.0,0.0,0.0,0.0
Virgin Islands,VI,2013-09,0.0,2.0,0.0,0.0,0.0
Vermont,VT,2010-09,0.0,0.0,0.0,21.0,8.0
Vermont,VT,2010-12,0.0,0.0,0.0,0.0,0.0
Vermont,VT,2011-03,9.0,9.0,0.0,28.0,13.0
Vermont,VT,2011-06,0.0,9.0,0.0,1.0,1.0
Vermont,VT,2011-09,13.0,22.0,0.0,42.0,27.0
Vermont,VT,2011-12,1.0,23.0,0.0,0.0,0.0
Vermont,VT,2012-03,26.0,49.0,0.0,1.0,0.0
Vermont,VT,2012-06,0.0,49.0,0.0,1.0,0.0
Vermont,VT,2012-09,0.0,49.0,0.0,2.0,2.0
Vermont,VT,2012-12,0.0,49.0,0.0,0.0,0.0
Vermont,VT,2013-03,2.0,51.0,0.0,0.0,0.0
Vermont,VT,2013-06,0.0,51.0,0.0,0.0,0.0
Vermont,VT,2013-09,0.0,51.0,0.0,0.0,0.0
Washington,WA,2010-09,0.0,0.0,0.0,23.0,13.0
Washington,WA,2010-12,1.0,1.0,0.0,27.0,21.0
Washington,WA,2011-03,40.0,41.0,0.0,102.0,62.0
Washington,WA,2011-06,122.0,163.0,0.0,199.0,144.0
Washington,WA,2011-09,101.0,264.0,0.0,185.0,123.0
Washington,WA,2011-12,116.0,380.0,0.0,43.0,42.0
Washington,WA,2012-03,71.0,451.0,0.0,57.0,48.0
Washington,WA,2012-06,1.0,452.0,0.0,0.0,0.0
Washington,WA,2012-09,1.0,453.0,0.0,1.0,0.0
Washington,WA,2012-12,76.0,529.0,0.0,77.0,76.0
Washington,WA,2013-03,0.0,529.0,0.0,0.0,0.0
Washington,WA,2013-06,0.0,529.0,0.0,0.0,0.0
Washington,WA,2013-09,0.0,529.0,0.0,0.0,0.0
Wisconsin,WI,2010-09,0.0,0.0,0.0,40.0,37.0
Wisconsin,WI,2010-12,0.0,0.0,0.0,52.0,37.0
Wisconsin,WI,2011-03,0.0,0.0,0.0,120.0,89.0
Wisconsin,WI,2011-06,88.0,88.0,0.0,84.0,59.0
Wisconsin,WI,2011-09,73.0,161.0,0.0,211.0,137.0
Wisconsin,WI,2011-12,55.0,216.0,0.0,119.0,63.0
Wisconsin,WI,2012-03,107.0,323.0,0.0,35.0,28.0
Wisconsin,WI,2012-06,108.0,431.0,0.0,33.0,21.0
Wisconsin,WI,2012-09,19.0,450.0,0.0,14.0,10.0
Wisconsin,WI,2012-12,23.0,473.0,0.0,3.0,2.0
Wisconsin,WI,2013-03,10.0,483.0,0.0,0.0,0.0
Wisconsin,WI,2013-06,0.0,483.0,0.0,0.0,0.0
Wisconsin,WI,2013-09,0.0,483.0,0.0,0.0,0.0
West Virginia,WV,2010-09,0.0,0.0,0.0,15.0,11.0
West Virginia,WV,2010-12,0.0,0.0,0.0,1.0,0.0
West Virginia,WV,2011-03,9.0,9.0,0.0,1.0,0.0
West Virginia,WV,2011-06,0.0,9.0,0.0,28.0,19.0
West Virginia,WV,2011-09,20.0,29.0,0.0,31.0,19.0
West Virginia,WV,2011-12,8.0,37.0,0.0,0.0,0.0
West Virginia,WV,2012-03,18.0,55.0,0.0,6.0,6.0
West Virginia,WV,2012-06,0.0,55.0,0.0,0.0,0.0
West Virginia,WV,2012-09,0.0,55.0,0.0,15.0,11.0
West Virginia,WV,2012-12,11.0,66.0,0.0,1.0,0.0
West Virginia,WV,2013-03,7.0,73.0,0.0,8.0,7.0
West Virginia,WV,2013-06,0.0,73.0,0.0,0.0,0.0
West Virginia,WV,2013-09,0.0,73.0,0.0,0.0,0.0
Wyoming,WY,2010-09,0.0,0.0,0.0,0.0,0.0
Wyoming,WY,2010-12,2.0,2.0,0.0,2.0,2.0
Wyoming,WY,2011-03,0.0,2.0,0.0,3.0,3.0
Wyoming,WY,2011-06,1.0,3.0,0.0,6.0,3.0
Wyoming,WY,2011-09,4.0,7.0,0.0,6.0,5.0
Wyoming,WY,2011-12,4.0,11.0,0.0,14.0,6.0
Wyoming,WY,2012-03,25.0,36.0,0.0,19.0,17.0
Wyoming,WY,2012-06,0.0,36.0,0.0,0.0,0.0
Wyoming,WY,2012-09,0.0,36.0,0.0,0.0,0.0
Wyoming,WY,2012-12,0.0,36.0,0.0,0.0,0.0
Wyoming,WY,2013-03,0.0,36.0,0.0,0.0,0.0
Wyoming,WY,2013-06,0.0,36.0,0.0,0.0,0.0
Wyoming,WY,2013-09,0.0,36.0,0.0,0.0,0.0
