OBJECTID,TYPE,QUPOLY_CD,QUATGEOL,SHAPE_Length,SHAPE_Area
221,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,7587.85082452506,4053944.99652736
222,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6608.66231610279,2559106.61131482
223,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1787.56216721733,249449.90820353
224,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3669.23406899074,824394.879125958
225,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4885.72380857225,847941.532662145
226,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,7212.31630004087,3768452.22949137
227,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,8890.90334533521,4098121.34585452
228,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1921.45692179046,280915.849306005
229,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5641.95132011056,2518594.58433448
230,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4490.7432585296,882449.165065228
231,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3077.33970335062,738757.80744471
232,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,5594.64623475369,1555079.53839214
233,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1745.43795193727,229535.893489969
234,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7168.9334105232,2880452.09682093
235,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4484.1466630029,899301.233861365
236,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,11994.7058404202,8824255.09870166
237,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,20910.8581067501,30624995.8472112
238,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,8422.55726209996,3855681.05005748
239,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5051.55476947394,1879387.4580269
240,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3247.36404368903,824856.583335495
241,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3636.63071336185,1038478.70854718
242,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7834.87987576952,3366274.27708209
243,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1627.5702375552,50963.3724582291
244,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,11502.1998987632,7812346.34647519
245,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7324.57215847788,2974262.13940012
246,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9306.23130079419,5619985.8485076
247,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,7095.43102122937,3276472.83970922
248,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2819.60289303764,618100.661312619
249,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5267.03189909731,1432501.8410149
250,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,93010.8995445617,157045161.970901
251,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9147.81166902305,4464627.00206656
252,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2873.47089068364,308126.954870355
253,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,6366.95059108379,2957428.66396029
254,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,8393.56025014224,4446079.55396695
255,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,6181.39484988289,3025661.41490537
256,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,27762.8068939955,37265372.4755929
257,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6304.67148822681,1981709.55733827
258,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2529.66934141318,508243.479631453
259,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7501.95703639119,3336227.10972334
260,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2122.07450032748,341809.071949698
261,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,9631.80904276654,6818810.81092246
262,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6038.88745932583,2391725.67052309
263,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6504.97073370332,2421009.26305749
264,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4400.44261586466,1539365.25796091
265,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1850.68908989999,266426.619122891
266,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9105.43976864703,4965145.58697094
267,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3529.50244085058,775393.640194395
268,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4610.28889377498,1690431.65881754
269,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4356.57626567394,1494093.28301212
270,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9232.27542104576,4953259.52311458
271,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1577.00511509341,184260.814439402
272,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4748.17235890603,1144178.54651191
273,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1564.69861383171,193177.475766438
274,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,6217.5904823629,2668289.24898218
275,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9312.19800498862,4382672.86383109
276,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2788.51541010659,490212.739840318
277,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1332.61598769958,140314.081712461
278,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1488.68172507475,175423.71301326
279,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2962.17427571882,535427.15362845
280,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6693.77617002334,2324138.2587845
281,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1079.36715497959,91754.1943617437
282,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,5513.32742105062,1482393.66492965
283,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,11242.8375082681,7916581.88148557
284,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3358.62071335541,896688.064089306
285,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2261.05687292661,405113.638898847
286,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,15073.4766754319,5616093.67380528
287,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7328.17616670498,3295604.04580374
288,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1752.94715646247,243527.460286858
289,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1771.45292326324,248634.501099935
290,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2508.42078942387,303338.907093357
291,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,43030.7070835416,80429273.5681251
292,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3856.15855106908,851663.439653364
293,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4381.42920585225,1177976.64716356
294,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4721.82358453671,1384057.52009877
295,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1025.83988656418,82759.3297685715
296,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3156.84341583811,501067.366423136
297,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1185.25110906083,110855.939938084
298,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1619.76142572243,207823.476530216
299,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4068.7198516272,1119453.18845745
300,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4519.06756795732,1624200.64580727
301,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2210.70820602615,332949.45802778
302,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1403.43040490178,155117.677249425
303,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3437.49164017421,739407.500966382
304,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,5645.96759925976,2010580.90234077
305,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1275.39437584187,128556.21026655
306,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3063.45070969961,598927.223561205
307,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5281.49639164619,2218847.684212
308,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2530.69013185044,508662.508283788
309,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,971.179832604359,73908.1570133948
310,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1929.19960732968,222348.598062284
311,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6105.61347636381,2386159.11650105
312,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7562.70879816,3074961.34400034
313,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1036.23327077995,85437.2645149953
314,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1854.83919304716,200758.33741017
315,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1880.76030089576,280531.272871668
316,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2429.60618154698,218887.54878774
317,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2429.71790178785,469761.62711651
318,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1005.39075228699,79447.3340610121
319,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,945.063418338413,70110.6664589498
320,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1204.50049152087,76317.8443912397
321,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2703.57170453115,438656.804578422
322,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2164.93815851845,310184.917643713
323,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,8573.37431898554,4159565.18577724
324,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2402.50244904,307199.849415372
325,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1663.32220634218,211165.156689788
326,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,644.897952264181,32161.6612318491
327,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,6096.26555285517,1760718.77823452
328,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2764.79637857276,607382.929754997
329,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2154.17449651972,368371.505713078
330,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,9814.00575531559,6023202.86063398
331,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1751.2830717563,243148.520422855
332,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,7050.4969084773,2688883.34241823
333,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1923.78384604351,293597.262035868
334,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1401.64560054172,155576.63594688
335,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,3559.7070433926,839404.450056256
336,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,10579.9048957491,7343281.01037237
337,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,564.147997422634,24620.5584376238
338,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1618.70411831348,165202.960701386
339,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2697.36096885795,578223.203664096
340,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,8643.76660687913,5182835.04847689
341,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4254.51725534934,1384963.02812942
342,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,8956.91161658044,5231998.27722797
343,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1576.15733250512,196779.601266237
344,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,16761.7199334241,6812249.47844839
345,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1635.41714888642,211919.594787539
346,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4465.19570062659,1282795.43858501
347,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1672.49699005809,221726.283652042
348,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1695.52349176245,150002.700720172
349,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1745.29489140951,242382.259201629
350,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,1815.95765150393,221441.886924144
351,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1445.29226163001,165348.828447078
352,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,5661.37464648034,1579936.353195
353,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,14782.5513868738,11898697.7058765
354,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3664.74471866921,851310.857387003
355,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1420.1946167791,118866.042967487
356,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,465.544333086929,16275.6316425664
357,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1604.65987073405,188022.967314988
358,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,563.960758669253,24460.718973438
359,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1300.77912477878,109043.618288249
360,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,646.185655201433,32213.2885264886
361,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1246.62516611459,96161.3491778959
362,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,983.059252277909,72617.070819909
363,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,603.835916835744,27818.2367287301
364,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1144.33766127049,81512.1358931305
365,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,162.757396242397,1202.29670968523
366,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1471.45591842593,154024.076337424
367,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2232.5586114176,333235.4928358
368,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,486.431904055072,17603.6101546365
369,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,284.772675407217,5519.0616631212
370,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,513.572749453347,12884.2630185448
371,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2313.98585923228,297642.453091259
372,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2365.17173870871,296754.122253562
373,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,406.920817996101,12203.5726391077
374,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,855.646753352984,57384.7927341337
375,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3023.25136894301,641924.669213793
376,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,649.444363087417,32518.3665414897
377,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,614.991462626308,29271.8747623111
378,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,359.950587319291,9169.90721807836
379,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,775.002354398594,46666.4724170603
380,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1341.30903101968,134029.39451123
381,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,511.432345039778,19939.068987607
382,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2476.44408323186,392737.68086653
383,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5707.66223078194,1974235.85414439
384,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,423.737347148772,13099.9083287653
385,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,13528.8834839381,6704950.32801137
386,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2425.21113772166,333953.244957448
387,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,203.67878224229,2592.42845599326
388,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,753.946753436165,44285.5542864315
389,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,217.800663984791,2933.3699618799
390,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,538.393372766992,21947.6954845394
391,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,166.255841982812,1232.42279756792
392,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1069.17523933483,67906.2299937014
393,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2351.72877499746,247340.041339916
394,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,349.448915958681,8392.81869347911
395,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3556.75543068621,771428.284784758
396,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2274.9598241702,331413.08191551
397,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,284.20127399937,5613.52265132436
398,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2374.29345048371,355923.396749274
399,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,737.006529890284,42366.793293787
400,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,206.841126186113,2671.0129439723
401,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,226.213818848635,3117.4641808428
402,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,237.933180724569,3352.8321495806
403,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,37235.0845187995,23276146.9022848
404,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,235.146957037037,3298.70360370567
405,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3500.16758522533,593735.82043036
406,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4853.55060849745,1281670.35407036
407,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,628.431729693229,30540.781594928
408,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,19359.9270303873,12691919.8341597
409,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1177.5807359742,87976.1895989062
410,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,344.24067805264,8493.77442443045
411,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1364.68324061681,123901.389553745
412,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1135.64624567472,101770.928398318
413,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1157.03713672103,92626.5818476501
414,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,395.589096786125,11580.8752537785
415,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1477.99116138434,171506.988088532
416,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,2395.55299999829,256622.386384221
417,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,5761.65475061547,1574963.36120088
418,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1730.85880804591,214292.130005123
419,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1844.24808339245,189424.240075768
420,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,283.932111827824,5490.87197492053
421,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,852.962844073084,53146.2136111595
422,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,333.485430394987,8010.28373678549
423,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2826.65535319633,580921.018669372
424,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,6167.16218230855,2369862.06738663
425,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,4416.45712728201,1062340.2054568
426,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,513.723936881348,20111.0206100878
427,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,543.013669826154,22284.8867024521
428,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2818.50686658424,485788.334016351
429,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,3278.87988495221,422240.476639426
430,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,692.804934431979,37268.5030299648
431,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1762.61465745079,222490.726051142
432,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,4836.98440222363,1585981.78388972
433,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,7013.40034786232,2596853.32677109
434,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,574.045479291265,25315.8002286094
435,tail,Clf-d,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Distal Facies,14138.6635146809,3990182.67852252
436,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1058.81281548342,66875.9217792161
437,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,595.916776048026,27158.0281926877
438,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1716.37410363043,204413.071348624
439,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,11049.7060856268,6190853.75305383
440,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,1411.82688753193,101272.628102954
441,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2167.13057636431,335650.332245525
442,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,8712.87874049729,4242217.04867218
443,head,Clf-p,Glacial Lake Connecticut Submerged Lacustrine Fan Deposits Proximal Facies,2768.74681435588,353488.564864703
