OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,SHAPE_Length,SHAPE_Area
13523,VA059,3,1A,2250238,1527.65513349987,-59306.7205600186
13524,VA059,3,39D,2250350,3028.4946925098,-474722.908525318
13525,VA059,3,105C,2250557,9251.03354556645,-848007.72853227
13526,VA059,3,105B,2250556,2977.7663755023,-227505.219323866
13527,VA059,3,85B,2250509,974.50389126914,-42267.9649956549
13528,VA059,3,81C,2250502,1416.74249510191,-80963.9094861249
13529,VA059,3,39B,2250348,12204.9393854156,-1792562.22951474
13530,VA059,3,25B,2250306,1132.59256080646,-79337.1672059955
13531,VA059,3,25B,2250306,2840.83989514153,-199276.62023469
13532,VA059,3,105B,2250556,3194.92731274788,-275833.034584337
13533,VA059,3,21A,2250291,1666.34928164527,-104075.139197792
13534,VA059,3,107B,2250560,2347.82221314069,-169743.215501003
13535,VA059,3,14B,2250272,1051.38230686129,-63882.1067573204
13536,VA059,3,25C,2250307,2263.89031066075,-144762.559938322
13537,VA059,3,39B,2250348,9168.20126498952,-934851.087091461
13538,VA059,3,39C,2250349,21726.9053058397,-2970606.49600286
13539,VA059,3,39D,2250350,5559.44934353643,-804444.320978605
