OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,SHAPE_Length,SHAPE_Area
4878,VA059,3,56B,2250412,1424.2734304263,-86782.9377392879
4879,VA059,3,35A,2250333,707.247969796091,-24723.3469116813
4880,VA059,3,85B,2250509,412.500970558875,-10004.3235237567
4881,VA059,3,95,2250540,1730.54622401317,-150037.808083953
4882,VA059,3,30A,2250319,490.895057490909,-10529.1326559318
4883,VA059,3,39C,2250349,1274.21523304289,-59593.1775321458
4884,VA059,3,39C,2250349,772.268396897984,-28043.6322405872
4885,VA059,3,30A,2250319,1852.84945519445,-95926.914840251
4886,VA059,3,102,2250547,3270.60577786751,-243912.765467842
4887,VA059,3,39B,2250348,952.717182683246,-50555.7892060673
4888,VA059,3,81C,2250502,687.448328741262,-20911.7920216389
4889,VA059,3,81B,2250501,1249.71841838458,-41199.4528726901
4890,VA059,3,105C,2250557,3163.56824833078,-206364.41735557
4891,VA059,3,102,2250547,1485.36402188455,-49845.321186849
4892,VA059,3,108B,2250561,9252.84558032038,-475651.819769303
4893,VA059,3,34A,2250328,1898.0984035477,-81673.736784885
4894,VA059,3,85C,2250510,1342.60068605267,-47886.2517770494
4895,VA059,3,102,2250547,915.219107857662,-33013.9930361145
4896,VA059,3,54B,2250401,1814.25502510503,-164606.370548056
4897,VA059,3,54B,2250401,1465.97071285161,-59808.4830937353
4898,VA059,3,94B,2250538,9365.70848646701,-1232159.32220846
4899,VA059,3,75B,2250477,812.298268595766,-34659.9052625639
4900,VA059,3,82B,2250503,2778.36792018146,-231638.996952449
4901,VA059,3,30A,2250319,2651.52432276192,-108930.16138932
4902,VA059,3,78B,2250491,1291.84548440642,-43216.3709220794
4903,VA059,3,39B,2250348,1733.3059833195,-147665.52458746
4904,VA059,3,55B,2250407,1273.24372226407,-100931.748143579
4905,VA059,3,105C,2250557,1123.47280436977,-64317.2681884939
4906,VA059,3,101,2250546,8063.45033144504,-905638.500438575
4907,VA059,3,54C,2250403,846.093888411491,-40694.0857140323
4908,VA059,3,7B,2250257,1189.2075415193,-72604.2027583131
4909,VA059,3,39B,2250348,1915.65968208288,-101853.23349912
4910,VA059,3,94B,2250538,7239.00481976572,-1170795.90899571
4911,VA059,3,25B,2250306,2060.72029524875,-279205.652662858
4912,VA059,3,1A,2250238,4548.79148109975,-245122.702264144
4913,VA059,3,105C,2250557,7825.67944932125,-461781.859092751
4914,VA059,3,104B,2250549,4781.30005671182,-692857.853640546
4915,VA059,3,34A,2250328,1716.32407727656,-102165.702180795
4916,VA059,3,39C,2250349,1661.626944151,-50492.3996244381
4917,VA059,3,84B,2250507,5224.54920215676,-662987.004279186
4918,VA059,3,105B,2250556,6141.9949381105,-1320332.28317069
4919,VA059,3,25B,2250306,1735.10126664491,-113794.570601046
4920,VA059,3,39B,2250348,2012.72816831445,-95989.7470511678
4921,VA059,3,59C,2250419,1680.99251339207,-169767.05869357
4922,VA059,3,104C,2250551,2373.23051463423,-232629.713539361
4923,VA059,3,39C,2250349,1318.93443470504,-79825.8321004369
4924,VA059,3,14B,2250272,11494.6109237906,-1976063.51690287
4925,VA059,3,65B,2250444,2135.63894533143,-101361.579508549
4926,VA059,3,93B,2250537,2077.87288095773,-164278.165399832
4927,VA059,3,64C,2250439,684.238096263755,-34282.41034857
4928,VA059,3,67B,2250450,2357.31962921558,-278494.809059013
4929,VA059,3,25B,2250306,818.589839057339,-35102.9824953041
4930,VA059,3,102,2250547,783.607813698259,-18086.2890029054
4931,VA059,3,67B,2250450,1300.01090668074,-52040.4280614784
4932,VA059,3,102,2250547,1428.43037940998,-151335.431698384
4933,VA059,3,105C,2250557,1782.70248502406,-93667.8614526591
4934,VA059,3,105B,2250556,2755.15192908544,-209316.970291392
4935,VA059,3,102,2250547,1358.08793141076,-111363.944195971
4936,VA059,3,105B,2250556,2556.162571681,-48915.1504785438
4937,VA059,3,103A,2250548,797.794041594634,-29902.5792020431
4938,VA059,3,25C,2250307,537.29979579939,-15483.0468684845
4939,VA059,3,54C,2250403,2797.20890237767,-198075.709698612
4940,VA059,3,105B,2250556,59916.0860755568,13864301.1545797
4941,VA059,3,39C,2250349,2133.65532965615,-111706.350299493
4942,VA059,3,63B,2250432,2572.35021801694,-170169.47431603
4943,VA059,3,39C,2250349,1374.79746981598,-83339.96858678
4944,VA059,3,107B,2250560,3134.28560607038,-351161.249685541
4945,VA059,3,22B,2250297,798.160471106099,-37378.6720937149
4946,VA059,3,27B,2250310,1898.98794174124,-161214.36378693
4947,VA059,3,95,2250540,957.599914470755,-51891.7260979664
4948,VA059,3,40,2250352,892.881244546389,-59613.5177229777
4949,VA059,3,107B,2250560,558.252501036262,-14828.3954196125
4950,VA059,3,102,2250547,1341.54837009231,-33489.3719143482
4951,VA059,3,11C,2250266,2010.06675226983,-91774.0801577677
4952,VA059,3,63C,2250433,1470.45105076682,-48372.373249416
4953,VA059,3,105B,2250556,5943.92937009513,-1460281.166109
4954,VA059,3,101,2250546,7587.03884113656,1765933.07662635
4955,VA059,3,65B,2250444,1997.62825602887,-200294.401114873
4956,VA059,3,105B,2250556,1129.84189651518,-8013.97199699044
4957,VA059,3,13A,2250270,4133.56038851715,-333014.299219413
4958,VA059,3,39C,2250349,697.982393160665,-27585.7306972156
4959,VA059,3,105B,2250556,1253.93710955463,-64421.0537326983
4960,VA059,3,13A,2250270,1519.25207033903,-87608.4797972908
4961,VA059,3,85C,2250510,1509.59067056921,-98381.9153339854
4962,VA059,3,94B,2250538,12789.8229132666,-1567986.99730357
4963,VA059,3,102,2250547,1432.67787233537,-55666.3468683933
4964,VA059,3,94B,2250538,764.865952564299,-8420.53098529759
4965,VA059,3,102,2250547,743.191720667306,-20398.2929506955
4966,VA059,3,21B,2250292,1343.33092466231,-90911.2447124322
4967,VA059,3,105D,2250558,1703.65530659438,-109792.830525616
4968,VA059,3,85C,2250510,1690.88294670516,-106581.211978395
4969,VA059,3,2B,2250241,5715.58959920534,-432842.0023457
4970,VA059,3,105B,2250556,4721.58316382938,-518045.66848598
4971,VA059,3,25C,2250307,2179.96362914859,-132882.57972903
4972,VA059,3,39C,2250349,1016.97558918949,-39501.5561740736
4973,VA059,3,29A,2250315,1208.72475181629,-101074.870604523
4974,VA059,3,11B,2250265,1157.8965084786,-41061.6311386553
4975,VA059,3,105B,2250556,2953.71452019219,-231831.921047245
4976,VA059,3,107B,2250560,600.593327232041,-4634.42513547921
4977,VA059,3,2B,2250241,1436.23893677188,-59502.4676681758
4978,VA059,3,105C,2250557,9107.66523119407,-797201.217676999
4979,VA059,3,105C,2250557,1302.60137647545,-37193.3785338858
4980,VA059,3,29A,2250315,3049.11061126242,-291168.357800758
4981,VA059,3,25B,2250306,3066.1861358714,-218142.482185847
4982,VA059,3,54C,2250403,1962.94700685954,-179753.523767791
4983,VA059,3,105D,2250558,1886.27922687812,-158662.303236771
4984,VA059,3,59B,2250417,1548.53927662434,-128330.895487004
4985,VA059,3,39C,2250349,1719.95248634856,-95521.7640438373
4986,VA059,3,75B,2250477,2106.89693698691,-81069.7192614521
4987,VA059,3,85B,2250509,2667.02225999772,-94135.4668754324
4988,VA059,3,W,2250944,203.620426967337,-2851.98377851676
4989,VA059,3,75B,2250477,528.320851352015,-18779.7946800238
4990,VA059,3,105B,2250556,2295.51376762487,-221998.019891531
4991,VA059,3,102,2250547,989.011862362797,-29533.3907579906
4992,VA059,3,103A,2250548,600.436618904381,-14447.0041260304
4993,VA059,3,2B,2250241,2317.01182232256,-70532.43321319
4994,VA059,3,105C,2250557,9124.72348864489,-950986.10297563
4995,VA059,3,105C,2250557,1865.59104671507,-77784.1134175167
4996,VA059,3,85B,2250509,17908.704969403,-2229039.52881975
4997,VA059,3,102,2250547,999.221881005031,-56208.8268019919
4998,VA059,3,18B,2250278,905.536265680907,-36082.2143281904
4999,VA059,3,105B,2250556,546.045363936187,-20085.1039642942
5000,VA059,3,39C,2250349,1741.1220808453,-89737.0148448989
5001,VA059,3,75B,2250477,2001.1709690326,-126420.404563102
5002,VA059,3,105C,2250557,1846.06708395311,-129324.003403014
5003,VA059,3,51A,2250391,1139.33715607984,-6760.92375851229
5004,VA059,3,34B,2250330,5767.36412613627,-574735.143630791
5005,VA059,3,105C,2250557,1848.97025026706,-64189.2436933139
5006,VA059,3,93B,2250537,590.634969136655,-21117.2367926394
5007,VA059,3,96,2250541,13320.3330587481,2818328.54762066
5008,VA059,3,100,2250545,1101.47223913921,-75823.4725798608
5009,VA059,3,25B,2250306,687.551771709501,-30292.1289332996
5010,VA059,3,81C,2250502,3204.50233684071,-266390.981051418
5011,VA059,3,89A,2250522,67433.7663098132,8998149.07707161
5012,VA059,3,35A,2250333,1491.3873266367,-93956.7212413227
5013,VA059,3,30A,2250319,30864.791955047,-4152657.66214458
5014,VA059,3,W,2250944,1267.96160024121,-47796.4455817531
5015,VA059,3,72B,2250469,7913.10515792585,-912993.020463735
5016,VA059,3,108B,2250561,2897.79261270503,-116979.462095551
5017,VA059,3,105C,2250557,1387.3585740717,-69659.773889074
5018,VA059,3,82B,2250503,756.674147512889,-24707.1628378987
5019,VA059,3,105B,2250556,1557.74511090749,-143117.61647158
5020,VA059,3,2B,2250241,1374.91316246629,-101015.452248159
5021,VA059,3,105B,2250556,513.599798819585,-16259.7927670613
5022,VA059,3,64C,2250439,6502.93502761193,-844266.365981111
5023,VA059,3,39B,2250348,1474.34293158799,-89397.4757343299
5024,VA059,3,102,2250547,1009.55969834397,-26272.4478244903
5025,VA059,3,94B,2250538,2378.35684665565,-295253.06348432
5026,VA059,3,34A,2250328,356.975779659153,-8091.84887748817
5027,VA059,3,104C,2250551,1633.22750894466,-116625.168205498
5028,VA059,3,83C,2250505,2486.77856721556,-140127.529896536
5029,VA059,3,34A,2250328,353.620574200672,-7715.45130619141
5030,VA059,3,78B,2250491,1112.71277357346,-79584.8227440678
5031,VA059,3,102,2250547,1240.81262943385,-50387.7610035108
5032,VA059,3,56B,2250412,930.310945100435,-4361.92883713136
5033,VA059,3,102,2250547,2929.18948568869,-159324.336850959
5034,VA059,3,100,2250545,1899.3116455719,-69280.1581967098
5035,VA059,3,64C,2250439,1132.01565655314,-63091.5750434931
5036,VA059,3,102,2250547,1413.18263707185,-135073.153007055
5037,VA059,3,102,2250547,1362.87790199662,-136795.561223812
5038,VA059,3,95,2250540,746.266540245306,-37362.80018603
5039,VA059,3,75B,2250477,2169.9703893748,-135037.575944317
5040,VA059,3,39B,2250348,6003.30095360802,-699583.670849012
5041,VA059,3,78B,2250491,1729.25766140571,-98601.4678917931
5042,VA059,3,105C,2250557,2039.03559691324,-94516.5807204736
5043,VA059,3,39C,2250349,563.440695656754,-15589.7046362431
5044,VA059,3,39B,2250348,1341.56413358414,-86136.0668182689
5045,VA059,3,105C,2250557,5445.31107989496,-595944.930402273
5046,VA059,3,30A,2250319,8024.53131602213,-901055.342537075
5047,VA059,3,81C,2250502,1243.20814786195,-33041.6947958732
5048,VA059,3,2B,2250241,2377.543478291,-109237.837740863
5049,VA059,3,39C,2250349,1329.16338214479,-102582.42708688
5050,VA059,3,38B,2250342,3094.25654706203,-315367.567339366
5051,VA059,3,105C,2250557,12529.2411235068,-1758159.39006724
5052,VA059,3,107B,2250560,348.946335276434,-3766.86822978245
5053,VA059,3,98,2250543,2045.54310956823,-262998.407438364
5054,VA059,3,50,2250388,7187.21234145927,287194.837504593
5055,VA059,3,107B,2250560,1134.9865477523,-62523.3277705321
5056,VA059,3,102,2250547,794.993668465476,-20825.8630463825
5057,VA059,3,39C,2250349,893.335286181715,-29621.9654810381
5058,VA059,3,67B,2250450,953.450469032246,-55316.7459414821
5059,VA059,3,105C,2250557,1020.20351015972,-29911.0791610193
5060,VA059,3,105B,2250556,4651.74493392199,-533185.851254464
5061,VA059,3,39B,2250348,8175.59753387902,-941625.299280233
5062,VA059,3,105B,2250556,6398.27297180555,-1156424.42710707
5063,VA059,3,30A,2250319,356.901709497312,-9052.52256544628
5064,VA059,3,85C,2250510,2187.11705001936,-110952.562052284
5065,VA059,3,105D,2250558,1932.43511577019,-157459.638767196
5066,VA059,3,107B,2250560,788.147405008888,-36608.2063490577
5067,VA059,3,75B,2250477,1111.99953080126,-65860.4453757168
5068,VA059,3,39C,2250349,3663.40936103043,-275831.015323198
5069,VA059,3,105C,2250557,4088.16597351833,-213163.281225418
5070,VA059,3,105C,2250557,1031.18506411783,-60509.2929142124
5071,VA059,3,21A,2250291,7385.0848960764,424454.880980435
5072,VA059,3,95,2250540,3155.54262542021,-448296.317153946
5073,VA059,3,93B,2250537,4793.02726849952,-370583.863970846
5074,VA059,3,7B,2250257,2025.56008417253,-117033.70367327
5075,VA059,3,39B,2250348,851.246607563563,-38141.5249411573
5076,VA059,3,50,2250388,2383.5572578125,-308259.640031171
5077,VA059,3,105C,2250557,2106.23968171842,-144651.986676066
5078,VA059,3,67B,2250450,3183.33487866103,-397179.697634808
5079,VA059,3,29A,2250315,26168.5804639508,-4336000.79522097
5080,VA059,3,2B,2250241,1760.69804074031,-166924.439714414
5081,VA059,3,39C,2250349,1256.63637033011,-74718.129862592
5082,VA059,3,39C,2250349,1942.94081255296,-112931.376305406
5083,VA059,3,94B,2250538,11463.471105109,-1643031.74246452
5084,VA059,3,39C,2250349,693.242503272057,-23520.9383945153
5085,VA059,3,78B,2250491,1018.97413981975,-23382.2591200235
5086,VA059,3,39C,2250349,750.741936691786,-36830.1174978318
5087,VA059,3,105C,2250557,1082.00605105116,-29882.8163353707
5088,VA059,3,W,2250944,2147.01578433889,-126703.356423586
5089,VA059,3,7B,2250257,2466.1442538519,-182198.402809261
5090,VA059,3,39C,2250349,2444.65984034507,-94566.3993785036
5091,VA059,3,30A,2250319,3898.74203916948,-203114.639210522
5092,VA059,3,39B,2250348,5137.42013688538,-570860.229447602
5093,VA059,3,104B,2250549,2148.01210062875,-245325.694203443
5094,VA059,3,2B,2250241,3771.2863394872,-190716.636923173
5095,VA059,3,82B,2250503,707.979641188383,-29692.2768390332
5096,VA059,3,108B,2250561,7694.02759257639,-376018.139844908
5097,VA059,3,105B,2250556,2192.0875215847,-206793.323152229
5098,VA059,3,101,2250546,3987.88731582094,-845656.689546434
5099,VA059,3,39C,2250349,5574.99202302359,-481522.626896105
5100,VA059,3,38C,2250344,2181.51485243684,-132209.553329781
5101,VA059,3,30A,2250319,4117.33462886793,-454917.888178193
5102,VA059,3,105B,2250556,14293.3981571435,-3020998.94585669
5103,VA059,3,39B,2250348,2587.14134984432,-151780.301498784
5104,VA059,3,39B,2250348,2289.17642002475,-225661.596314506
5105,VA059,3,105C,2250557,1877.90586396529,-106744.960658974
5106,VA059,3,25B,2250306,817.943449473044,-36283.1763668935
5107,VA059,3,104C,2250551,1665.46451017572,-101135.616230421
5108,VA059,3,39C,2250349,659.75610107799,-24963.8201686872
5109,VA059,3,49A,2250382,5992.0263190338,-999360.508553986
5110,VA059,3,85B,2250509,1255.74436295928,-46373.1620898571
5111,VA059,3,21B,2250292,1343.59659182438,-91903.7492332823
5112,VA059,3,14B,2250272,2264.85455464499,-292394.164063928
5113,VA059,3,75B,2250477,7775.730613672,593189.516060723
5114,VA059,3,105B,2250556,1439.46951666205,-104306.625025008
5115,VA059,3,102,2250547,1740.54218152444,-88468.8346075418
5116,VA059,3,38B,2250342,1138.30444462204,-66909.5734533727
5117,VA059,3,105C,2250557,1231.70430635083,-61111.1905031035
5118,VA059,3,49A,2250382,8782.85433107272,-1566022.85009696
5119,VA059,3,108B,2250561,1066.69052441174,-50591.4583094081
5120,VA059,3,105B,2250556,906.684321984217,-51272.0538503662
5121,VA059,3,39C,2250349,1065.16096364118,-60895.4863704041
5122,VA059,3,W,2250944,1772.08793276325,-136561.565763533
5123,VA059,3,39C,2250349,1088.09647963266,-35535.1470988396
5124,VA059,3,39C,2250349,3422.03136651454,-173002.066223302
5125,VA059,3,100,2250545,782.850803309221,-32096.363524554
5126,VA059,3,102,2250547,1533.29425735528,-52037.1865073187
5127,VA059,3,39B,2250348,1577.54691047447,-58676.8929169517
5128,VA059,3,85C,2250510,4152.42624285824,-492706.168692209
5129,VA059,3,39B,2250348,3764.36449412456,-261534.676762448
5130,VA059,3,105C,2250557,823.038979211169,-17488.5451978709
5131,VA059,3,23C,2250301,1443.3849970215,-72919.6112774322
5132,VA059,3,75B,2250477,1875.3994624007,-114809.410624574
5133,VA059,3,11C,2250266,1646.7207447011,-144602.796470208
5134,VA059,3,W,2250944,1195.9874096958,-74973.5034955495
5135,VA059,3,W,2250944,861.643881354878,-42581.3533252913
5136,VA059,3,108B,2250561,3428.45617822645,-375539.018851909
5137,VA059,3,3,2250242,5191.92183688412,-297397.875951634
5138,VA059,3,39C,2250349,872.889956709484,-23195.6764501481
5139,VA059,3,39B,2250348,1433.33000071754,-87066.571824323
5140,VA059,3,39C,2250349,1657.46468683851,-117239.646287054
5141,VA059,3,81B,2250501,466.328034512553,-12468.3427416243
5142,VA059,3,105C,2250557,619.688376864671,-19902.3119973808
5143,VA059,3,105B,2250556,984.266259301824,-48203.7902125583
5144,VA059,3,38C,2250344,782.564785149235,-32822.063486706
5145,VA059,3,39B,2250348,3070.80057558524,-164711.774719991
5146,VA059,3,39B,2250348,817.430621306978,-37103.835739272
5147,VA059,3,85B,2250509,1736.67919568518,-82285.0397858686
5148,VA059,3,W,2250944,405.6148288078,-9788.04885603904
5149,VA059,3,39C,2250349,1679.49820242394,-130341.003392664
5150,VA059,3,105B,2250556,813.018682902097,-27414.1611610717
5151,VA059,3,101,2250546,4531.64978603857,-1124216.98480685
5152,VA059,3,102,2250547,1934.88306402994,-267780.244073356
5153,VA059,3,39C,2250349,2476.20002307587,-156593.155539494
5154,VA059,3,105C,2250557,8241.71708544206,-1690501.06246651
5155,VA059,3,107B,2250560,645.852831899415,-23364.3469491568
5156,VA059,3,39C,2250349,988.341175936005,-36619.2703835687
5157,VA059,3,39B,2250348,3122.04818575382,-199734.655433061
5158,VA059,3,50,2250388,1550.05278051431,-93586.7255835933
5159,VA059,3,95,2250540,2572.37295161345,-227989.618165469
5160,VA059,3,W,2250944,1236.8804363697,-74759.6028627619
5161,VA059,3,38C,2250344,1605.12032033853,-103059.709881197
5162,VA059,3,95,2250540,8511.59927269359,-1048192.34256599
5163,VA059,3,105B,2250556,18555.1736012952,-1863655.9710488
5164,VA059,3,105B,2250556,3780.60340136826,-293344.887250533
5165,VA059,3,105C,2250557,3189.80984012419,-265326.566163256
5166,VA059,3,W,2250944,529.807517093678,-18289.6516664487
5167,VA059,3,28B,2250312,1941.80119835815,-136333.909459154
5168,VA059,3,105C,2250557,5538.19052020339,-347313.92733886
5169,VA059,3,78B,2250491,1291.51603588624,-59948.4652460916
5170,VA059,3,105C,2250557,3206.36284953802,-238495.792991569
5171,VA059,3,102,2250547,2178.29632770671,-167297.834951427
5172,VA059,3,107B,2250560,2555.63486691049,-162978.390643883
5173,VA059,3,85B,2250509,886.02305665919,-48758.9034278282
5174,VA059,3,93B,2250537,12044.3219106676,-752983.473482413
5175,VA059,3,81C,2250502,813.415581616818,-40435.5049476691
5176,VA059,3,39B,2250348,2734.77119113956,-174879.051415964
5177,VA059,3,105C,2250557,4585.71779577256,-652781.301307663
5178,VA059,3,35A,2250333,8131.7990652267,-587128.707735365
5179,VA059,3,39C,2250349,2535.35964810443,-250100.409800146
5180,VA059,3,105B,2250556,3978.52666488875,-404886.175793627
5181,VA059,3,101,2250546,1545.93767469465,-114519.764010837
5182,VA059,3,103A,2250548,1001.69366955598,-38634.3854681499
5183,VA059,3,107B,2250560,1017.19671532609,-54373.8765087885
5184,VA059,3,50,2250388,615.249315706501,-22324.3998797156
5185,VA059,3,95,2250540,1764.95818461395,-105800.26223965
5186,VA059,3,39C,2250349,4336.96228693225,-291217.338911268
5187,VA059,3,85C,2250510,2532.39657682235,-157080.238946666
5188,VA059,3,85B,2250509,1876.27192574899,-194951.618365594
5189,VA059,3,105B,2250556,12630.9020148363,-2482090.44774307
5190,VA059,3,14B,2250272,5027.58041649103,-333238.683069146
5191,VA059,3,95,2250540,1750.20520400972,-163412.868910383
5192,VA059,3,39B,2250348,1654.86746404363,-142535.139866099
5193,VA059,3,39B,2250348,3485.17718602268,-157428.643486128
5194,VA059,3,1A,2250238,900.139662121843,-46649.6338606904
5195,VA059,3,101,2250546,1151.35278696332,-80494.2803432379
5196,VA059,3,39C,2250349,2338.72593554575,-88776.403528102
5197,VA059,3,39C,2250349,6579.47608193751,-439012.892464355
5198,VA059,3,104B,2250549,4307.01711581362,-554707.076472637
5199,VA059,3,105B,2250556,1457.23810597771,-106350.987110996
5200,VA059,3,102,2250547,1350.58881295391,-107612.54586923
5201,VA059,3,107B,2250560,2925.96849240975,-290191.830204245
5202,VA059,3,108B,2250561,4744.66995385863,-351807.62268743
5203,VA059,3,65B,2250444,1680.27935689288,-110489.688066365
5204,VA059,3,66,2250447,2462.15883390113,-155907.470857594
5205,VA059,3,102,2250547,2316.93912309418,-91424.5858120921
5206,VA059,3,25B,2250306,1921.73961525739,-95300.7981174296
5207,VA059,3,85C,2250510,3440.49587030367,-263401.218221932
5208,VA059,3,105C,2250557,2033.8355015244,-151338.831838319
5209,VA059,3,102,2250547,2958.90773050566,-197471.058262622
5210,VA059,3,50,2250388,761.130163835374,-27792.3069536159
5211,VA059,3,93B,2250537,1825.21643332726,-114169.553250181
5212,VA059,3,39C,2250349,1025.90254336688,-43877.1897562202
5213,VA059,3,14B,2250272,5281.25644497929,-672651.189774821
5214,VA059,3,85C,2250510,10339.7273224722,-736474.024927002
5215,VA059,3,63B,2250432,2236.62892888043,-117607.551492299
5216,VA059,3,49A,2250382,3759.96181568474,-240581.11735807
5217,VA059,3,34A,2250328,1849.98179888802,-115410.281595577
5218,VA059,3,103A,2250548,5075.99710700027,-527233.021338232
5219,VA059,3,3,2250242,5778.4449128133,-737808.947227808
5220,VA059,3,39B,2250348,1723.72277530292,-116256.630583568
5221,VA059,3,102,2250547,7941.9566742743,-296590.314229944
5222,VA059,3,39C,2250349,1089.2138288816,-34366.504616257
5223,VA059,3,39C,2250349,4740.21419876369,-306013.401967417
5224,VA059,3,39C,2250349,1942.47856270476,-79807.6793932594
5225,VA059,3,39B,2250348,7443.00429891799,-409317.590702629
5226,VA059,3,39C,2250349,1828.07455033813,-122391.596181185
5227,VA059,3,34A,2250328,967.555562606981,-32837.4582303885
5228,VA059,3,105C,2250557,16640.1913107341,-2382129.17255189
5229,VA059,3,67B,2250450,4229.31904647725,-912220.076222091
5230,VA059,3,38B,2250342,2938.04151351392,-312176.652471615
5231,VA059,3,W,2250944,1359.53692612345,-85371.4239692954
5232,VA059,3,78B,2250491,2720.63158107454,-114110.946031786
5233,VA059,3,W,2250944,493.34860942688,-11833.3794137468
5234,VA059,3,81C,2250502,2681.01117865241,-197967.846775594
5235,VA059,3,95,2250540,1810.47094999448,-132627.853018957
5236,VA059,3,39C,2250349,559.062503925004,-17683.3013995271
5237,VA059,3,101,2250546,2115.69304198732,-216939.892869343
5238,VA059,3,30A,2250319,1588.27930027049,-89723.4282325928
5239,VA059,3,105C,2250557,1770.36495857043,-93775.8140117123
5240,VA059,3,102,2250547,1558.29688126434,-125908.637494533
5241,VA059,3,78B,2250491,2189.10268630232,-110125.878744328
5242,VA059,3,85B,2250509,2870.6865267166,-139706.392501569
5243,VA059,3,30A,2250319,14000.4370218913,-995812.378628439
5244,VA059,3,107B,2250560,2386.13981217006,-252895.242802936
5245,VA059,3,21A,2250291,3644.17787703878,-342289.4277718
5246,VA059,3,105C,2250557,2267.9141585211,-126814.627473281
5247,VA059,3,39B,2250348,1569.67408509512,-53517.8359321889
5248,VA059,3,94B,2250538,5825.29382109665,-1256711.63895667
5249,VA059,3,49A,2250382,2347.26837499454,-168162.627141414
5250,VA059,3,39B,2250348,776.254807445983,-37745.932157466
5251,VA059,3,14B,2250272,1946.03839840084,-143736.796586995
5252,VA059,3,39C,2250349,442.139864007608,-13243.7652932907
5253,VA059,3,102,2250547,2377.49188640431,-125600.590240935
5254,VA059,3,106A,2250559,1403.4584784879,-37088.2751384328
5255,VA059,3,104C,2250551,6174.51269745727,-576305.328155489
5256,VA059,3,95,2250540,783.538046826388,-39427.7630940895
5257,VA059,3,39C,2250349,1394.88985344671,-82695.9245617178
5258,VA059,3,54C,2250403,853.380091625539,-32143.0817854461
5259,VA059,3,105C,2250557,1102.19487827652,-73612.7216270942
5260,VA059,3,39B,2250348,1885.56960617798,-94612.4707805471
5261,VA059,3,104B,2250549,2464.43272758521,-214350.857538853
5262,VA059,3,93B,2250537,1015.02014671877,-55636.4449612501
5263,VA059,3,11B,2250265,9353.33173929153,-788703.952385698
5264,VA059,3,93B,2250537,602.425291853851,-19427.0324181858
5265,VA059,3,105C,2250557,5236.15127475452,-388477.2006102
5266,VA059,3,99,2250544,2460.32083839547,-24419.5795511953
5267,VA059,3,W,2250944,674.38147597817,-28851.0528640598
5268,VA059,3,79C,2250495,1510.16220975131,-86097.6116946371
5269,VA059,3,102,2250547,2486.67292487502,-251308.346818612
5270,VA059,3,81B,2250501,9511.36258608716,-1986006.02772517
5271,VA059,3,2B,2250241,2976.30190543431,-219003.139640613
5272,VA059,3,49A,2250382,2308.83082147576,-163851.648986407
5273,VA059,3,78B,2250491,996.800454345881,-44995.056740657
5274,VA059,3,25C,2250307,5874.65466076732,-479764.349388199
5275,VA059,3,25B,2250306,2352.04358598097,-233649.373815605
5276,VA059,3,79B,2250493,2280.39003551321,-187460.537376911
5277,VA059,3,39D,2250350,1468.42545018682,-85461.0392058879
5278,VA059,3,105B,2250556,3757.05473814258,-392732.19236422
5279,VA059,3,85C,2250510,2163.23942812821,-84715.1495912316
5280,VA059,3,78B,2250491,1855.9129199606,-99484.1049099023
5281,VA059,3,52C,2250396,710.074813690935,-23889.5260111976
5282,VA059,3,W,2250944,2006.25556784988,-153551.102902034
5283,VA059,3,39C,2250349,732.805341821388,-30626.8803419066
5284,VA059,3,105B,2250556,3689.60059134507,-454024.744448381
5285,VA059,3,108B,2250561,2479.69578847533,-172115.82811427
5286,VA059,3,104B,2250549,11074.537873508,-859255.836796909
5287,VA059,3,103A,2250548,2077.52447426471,-130263.526680169
5288,VA059,3,105C,2250557,3439.67336954883,-422631.861299752
5289,VA059,3,107B,2250560,1793.99321893333,-108623.031303958
5290,VA059,3,105D,2250558,1601.14600399099,-63913.3812215937
5291,VA059,3,93B,2250537,1926.2421020456,-126829.428404469
5292,VA059,3,39C,2250349,2340.31820045807,-124964.717563675
5293,VA059,3,102,2250547,2498.22278261829,-190328.297088697
5294,VA059,3,85B,2250509,1482.46903283831,-119007.166896553
5295,VA059,3,105C,2250557,7627.13299829044,-505122.811707485
5296,VA059,3,78B,2250491,558.651010041004,-17052.9992936591
5297,VA059,3,95,2250540,1207.03526655522,-92166.1409266138
5298,VA059,3,106A,2250559,3508.07263355469,-217779.96496527
5299,VA059,3,95,2250540,1387.1850650976,-103411.49585103
5300,VA059,3,30A,2250319,2489.18348445529,-190635.050470844
5301,VA059,3,72B,2250469,7135.99305195144,-2243482.00863614
5302,VA059,3,102,2250547,2774.57592885033,-118480.567251368
5303,VA059,3,25B,2250306,1211.39100751138,-36144.2283751946
5304,VA059,3,97,2250542,3321.49192713761,-336942.283756752
5305,VA059,3,101,2250546,2698.13289037701,-386499.7381193
5306,VA059,3,11C,2250266,2231.95944193273,-116023.343074652
5307,VA059,3,105B,2250556,5251.58709072749,-930049.643137751
5308,VA059,3,39B,2250348,2507.66515933495,-191824.66584495
5309,VA059,3,1A,2250238,1179.33140193849,-49034.5732032604
5310,VA059,3,34B,2250330,16571.4833672452,1553629.17305628
5311,VA059,3,39C,2250349,589.452462288091,-19948.8572588263
5312,VA059,3,63B,2250432,5322.60480433619,-961663.457029611
