OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,GLOBALID,SHAPEAREA,SHAPELEN
105961,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7265A183-F8BB-4739-97AE-16632F10FAD0},193920.087066406,1964.04703031361
106269,R5,RES SINGLE FAMILY,RESIDENTIAL,{CDF418DA-11E7-4136-8B2F-21F375AC9A22},4487661.47356641,10098.4033174555
106279,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{B5B3F6CF-CB09-4A07-8FE5-46A0DC9C8C35},273073.748991406,3195.51730764971
106280,M2,INDUSTRIAL,INDUSTRIAL,{A8C8B5B4-992A-4E8F-A650-34E6CDD7396A},53305.5687,927.992204734949
106593,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{81AFD781-E277-46B2-A90D-45FA11884EE5},484720.117142969,5070.80176646937
106594,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,{F80C0C44-D131-427F-976D-7D670B79B41B},16453.1118296875,594.757632848274
106600,R5,RES SINGLE FAMILY,RESIDENTIAL,{AC949A25-A19B-441A-A487-4C8163AF0D00},5118376.73971328,11528.9855727475
106604,OR1,OFFICE/RES,OFFICE,{522ECFF0-3120-445F-BE11-536C27DA4F30},8917.3417734375,465.891727502187
106608,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{82835954-C286-41AD-B552-6884BE6620D1},516457.007671094,4317.34260970559
106611,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{A269CD90-6B11-4664-A297-73DAE59433DA},453950.188379687,4433.32432136319
106613,R6,RES MULTI-FAMILY,RESIDENTIAL,{607975E4-EB5E-49BC-B655-724A508090B3},59681.4806195313,1047.55710342848
106939,M2,INDUSTRIAL,INDUSTRIAL,{22EAD9E7-A700-4B93-82FA-C1D28664A1A3},53291.3081726563,947.552521604199
106946,M2,INDUSTRIAL,INDUSTRIAL,{6E433281-70D2-40DD-9A3A-3761C17941C0},42189.9639117188,1421.93640376918
106973,M3,INDUSTRIAL,INDUSTRIAL,{405510FB-CA66-43F2-BAA8-C77BAEA4D662},152632.428380469,1725.95183461448
107017,OR3,OFFICE/RES,OFFICE,{6DB6803F-90DE-491E-9333-53795253176F},236153.596263281,2077.3830399069
107243,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F7EE2165-E11D-44AA-928A-CC0DE2891E6A},49658.624028125,941.086415104811
107251,R6,RES MULTI-FAMILY,RESIDENTIAL,{C78A2847-B1A5-4EE5-9ACD-5587E3345078},354679.681357031,2614.12116246697
107272,OR1,OFFICE/RES,OFFICE,{3E1670F0-B49E-4525-A5B7-7476DD0C5B0C},35121.988240625,784.963386823171
107273,R5A,RES MULTI FAMILY,RESIDENTIAL,{75FD5CB6-E093-45E7-AD69-6B13AB4BD90A},578238.926913281,4295.05523688208
107560,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{3405B50E-18DB-4352-ACF4-D375419313F9},383514.363800781,3622.26037534422
107570,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F9F1B66A-8BEA-4D31-AE2B-79E644B148D8},1546817.80817891,9732.30178870924
107572,R4,RES SINGLE FAMILY,RESIDENTIAL,{5FC471FF-D35C-4DB8-82C8-9550BCC1B380},14718.4300023438,527.82615259491
107580,OR3,OFFICE/RES,OFFICE,{67BB8483-1D63-48E0-970C-3DAD7EFFA291},100600.08501875,1391.00063145199
107584,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9BA155BC-A50A-42DE-8E36-159A7C2B0774},786846.442700781,5381.03213065017
107594,R5,RES SINGLE FAMILY,RESIDENTIAL,{F552C0BA-9E8E-498B-811F-90415EBE13DC},263872.573663281,2453.08685635528
107657,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,{8276161F-8EBB-4225-9037-C5412636A73D},47612.6954484375,876.755583631498
107869,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{57160062-BD86-4033-903D-2A049A63DFDC},42955.9901039063,849.131700648897
108200,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{1E0898C2-DBE0-4447-A34C-423CAF31C18A},9405.5912453125,392.086612275669
108204,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{446406A7-4F8E-40E7-B896-F620B73E9252},18267.7057773437,555.121542176095
108207,OR3,OFFICE/RES,OFFICE,{F41C0780-DB29-441C-A383-A3373B7F04A1},23044.10420625,673.884125251219
108230,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{5C837389-609C-495E-BD9F-480A00DB3B8A},201972.549464063,2096.9310635891
108529,R7,RES MULTI-FAMILY,RESIDENTIAL,{BAF3529E-9E0B-4BCF-A104-A6EE73E1D7D7},458554.437796094,3478.96497710285
108533,R6,RES MULTI-FAMILY,RESIDENTIAL,{4B78CF70-70B7-4D18-A830-074F96BEB99F},519128.238778125,6678.06708274491
108550,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{90F17CB2-7B30-472C-B25A-F5028C96DBAB},19511.9159867188,584.486207091245
108564,R5,RES SINGLE FAMILY,RESIDENTIAL,{95BE6D6C-DAF0-4BC9-B317-A2A61BD9305A},870753.647302344,3915.04774706984
108831,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E3A63D45-9023-490F-8483-18EEFC208E30},327856.87595625,2380.45876619734
108833,R5A,RES MULTI FAMILY,RESIDENTIAL,{B767161F-32A7-4D82-AF80-0BF2362C9974},987899.242539062,5175.84614340498
108835,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{01EBCBDB-DAE0-44A1-B803-4BFA67BFCB20},468486.245908594,2811.51400002919
109192,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C49C1186-9B95-4725-8DB5-9058AC9FD4F0},52941.2722773437,974.224418432068
109199,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1612528A-FB73-496E-A5B1-2A825626A252},3125481.37112109,12739.5937977109
109200,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1D91875A-1F9A-46D9-8CEC-FCB0089EB50D},81293.9701867188,1322.75354404579
109487,PD,PLANNED DEVELOPMENT,SPECIAL,{1E0D09D4-44C7-44D8-A23B-3339890E52EE},4891955.51928203,13527.4494602564
109820,R6,RES MULTI FAMILY,RESIDENTIAL,{F1993B58-5892-4EB9-BB2E-CEEA0FAEE1E2},98158.5067851563,1512.46938908338
109831,OR2,OFFICE/RES,OFFICE,{9D2D65A3-D909-4A65-AA9D-D74F72EF23AC},624.4755078125,101.36140477852
109833,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{54E1F119-F976-4177-B5F9-84A3AAFC7258},142554.25956875,2401.83078497482
110110,R4,RES SINGLE FAMILY,RESIDENTIAL,{923F7439-2761-42B1-B91D-D7446162D89C},6292.9601875,435.929329148351
110114,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0FFEC27B-35E3-4002-BCA9-1AD73639CCE5},790135.238217187,4615.12397184415
110120,R5A,RES MULTI FAMILY,RESIDENTIAL,{46AD68DB-5901-402C-8A72-50EE93E1B752},2848232.29466641,11913.0813635113
110121,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C762015B-FA73-4A3E-9743-D75316394837},17917.9970304687,644.175393164275
110429,R5,RES SINGLE FAMILY,RESIDENTIAL,{60472B98-FCE9-4C4C-BD1E-B352F31C5DCB},2732989.23721563,10077.3627467418
110438,M2,INDUSTRIAL,INDUSTRIAL,{965570DA-1241-4C15-A3B5-DBC5FD8DCD11},53294.3049226563,1261.62222054537
110446,M3,INDUSTRIAL,INDUSTRIAL,{7FD7A463-BAD6-419F-806D-8318E15351C7},146620.743685156,1596.9651285107
110510,R7,RES MULTI-FAMILY,RESIDENTIAL,{B769EA44-4EA0-4328-BEA7-87C9746FB7C7},829987.959321875,3850.98713721629
110517,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{380B7A68-B5B9-4CD5-86D9-3D6512D005F5},29781.4620679688,674.877029526507
110528,R7,RES MULTI-FAMILY,RESIDENTIAL,{8A9022DF-F95E-4515-822F-14461B66993B},148338.177428125,2064.09156390882
110534,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EABAB958-79E3-4A3E-AC6D-56F78B4E097F},426860.911238281,3484.11308461917
110546,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,{3E528189-7379-477B-97A8-D2C786083BD8},7079.8361734375,610.955432017065
110761,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,{BD2FF3FE-31F4-4A1D-8B33-A9C15FD2D577},73011.113834375,1073.30724321087
110777,R5A,RES MULTI FAMILY,RESIDENTIAL,{C4C11A5B-3E44-473B-ADF1-1C99C283133C},506438.772035938,4287.48655659954
111388,R4,RES SINGLE FAMILY,RESIDENTIAL,{469FB5E7-7644-4B17-B67C-2B3C4E89861C},88209.5321070313,1213.08071695999
111389,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{480935AC-08E1-4BD9-BFDB-A4BBA3F1FD1A},1512767.24792109,7252.64941465728
111395,OR3,OFFICE/RES,OFFICE,{03C699A5-2FB5-4CC3-BCC1-757FF2BEB262},63378.2953882813,1255.74484732484
111406,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EF6CC328-6108-42C1-86F8-B8A0A8CB7778},1893221.47417031,9653.02625223259
111413,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F9CB59DA-D77A-48E8-9684-78F710E14713},325848.729122656,3290.28642078883
111414,OR3,OFFICE/RES,OFFICE,{2E3B2794-57F5-40E4-AF65-2DF1C50DFA2A},27799.9020257813,674.542779597008
111729,R7,RES MULTI-FAMILY,RESIDENTIAL,{1000483D-5236-4BD5-9673-F0C47D0E3F8D},2866899.96919844,10471.9382609049
111733,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{72A4F080-3076-4DFB-BFB5-0CAB751BF7DE},46496.7096828125,869.266734490349
112042,R4,RES SINGLE FAMILY,RESIDENTIAL,{2DC0B254-6639-4462-BDCE-9374C8879484},4253896.92551562,9904.59355811357
112356,M1,INDUSTRIAL,INDUSTRIAL,{38AB5A62-AE38-4800-A464-793040261E8D},871048.737535938,5809.04281372047
112361,M2,INDUSTRIAL,INDUSTRIAL,{D3F84638-BA96-46E2-A641-B5889588137B},46016.6284757813,1867.39164562059
112363,M2,INDUSTRIAL,INDUSTRIAL,{C202673D-64A2-4A61-84A9-7C1A2C090899},2594.30113359375,302.78030518462
112368,R4,RES SINGLE FAMILY,RESIDENTIAL,{694F59BE-647A-4C3E-8505-1DBD6909DB3E},3190.618653125,311.175915733785
112394,M2,INDUSTRIAL,INDUSTRIAL,{184FF5D8-22F9-41E1-BDB3-F12BC9853A2D},119349.043257031,1442.48596249444
112460,R7,RES MULTI-FAMILY,RESIDENTIAL,{1BD62D9E-9D12-4AA6-AD3D-57775F02DE25},385358.240799219,3346.9745348389
112716,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{22F20226-97A0-4DC1-BDCF-A5C03E1673DB},416019.71194375,3814.90580626723
112718,R7,RES MULTI-FAMILY,RESIDENTIAL,{964747CE-4DA9-430B-A503-C9C67B340D11},1196177.62713828,4729.87781774874
112732,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6BE9BB01-C836-4D1E-82B1-F2E30B1AA019},529517.037025781,4376.84300479683
112737,R6,RES MULTI-FAMILY,RESIDENTIAL,{09ED660B-1D0A-4A12-805C-52B0751E079D},4845110.39952734,11186.4383913508
112740,R7,RES MULTI-FAMILY,RESIDENTIAL,{7008F2D2-7C0D-4FFD-B10B-CD5FB35D8D73},908204.388339844,4794.15438659892
113076,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9942D42E-CA14-4F4D-9DC2-0E0424979F6D},560655.708182031,3864.39319878267
113200,R6,RES MULTI-FAMILY,RESIDENTIAL,{6B103C09-67E0-480F-8456-023357446014},990437.227188281,6000.63305875023
113400,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{96EBB383-1D4D-47D6-AE93-1659F6414816},222412.723554687,2093.3979623374
113409,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6EA5C874-B2DB-47AE-AFF4-CCC684CBAF37},3653912.71667031,11376.0263644259
113413,M1,INDUSTRIAL,INDUSTRIAL,{BC16F983-37F0-4892-A5EB-97D5ECC24B6D},616980.960142969,6411.9135271771
113628,R7,RES MULTI-FAMILY,RESIDENTIAL,{CC63D8CC-EC15-4365-8910-5FA081CE8233},252304.08538125,2600.88784230826
113650,OR3,OFFICE/RES,OFFICE,{2EE1A78E-9A44-41AB-AB30-BEF89BD3B9EB},3215312.23198984,13023.4174299255
113953,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{70A19F92-00F8-48E9-AAC9-4286097AD578},24239.3294859375,694.531003228486
113954,R6,RES MULTI FAMILY,RESIDENTIAL,{FBD35323-AA88-4506-B52B-37161122F1B9},848045.66668125,4115.17094903944
113956,R4,RES SINGLE FAMILY,RESIDENTIAL,{51276001-78DC-44D9-B24B-93555A24068B},1018071.90259609,4856.40730218852
113957,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{2D14983E-2797-400C-BF46-11878FD783C7},322852.59813125,2842.22163318277
113961,OR3,OFFICE/RES,OFFICE,{495DB05C-D52E-4056-9570-BF34505F8E85},121702.973172656,2084.58902959169
113981,R4,RES SINGLE FAMILY,RESIDENTIAL,{69251545-F44B-44A2-BF11-85E05FF8376B},5457.23770703125,386.948713296866
113985,R4,RES SINGLE FAMILY,RESIDENTIAL,{673F245E-1404-44BB-BD9D-72B623B68C4F},1220.0720546875,139.804222314014
113988,OR,OFFICE/RESIDENTIAL,OFFICE,{4A6973FA-E816-439D-87A1-1DDB3948F670},62710.4846515625,1101.99608876042
114002,R4,RES SINGLE FAMILY,RESIDENTIAL,{261B3ACD-FFFE-4915-9B20-4CEF663B441A},53614.531759375,1022.98253282934
114025,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D2B2F453-44C9-48CD-A030-9041E5B5FED3},150901.073098438,1909.59383675589
114293,M2,INDUSTRIAL,INDUSTRIAL,{351059F4-4CD1-400D-9338-36E40FD5E729},2300790.92697656,8850.17765012807
114296,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{ADE234DE-6433-4D46-9609-2BE0E4DD0AB0},503599.82339375,3544.91136994803
114608,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{B44DC8F6-3222-4A7E-B58C-C2F6ABDC2E4E},592146.729851563,3797.82912866439
114617,(R5),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{7FB1D802-C377-4652-B782-E0102F2A1FCA},827521.1697625,4502.92289703636
114654,RR,RURAL RESIDENTIAL,RESIDENTIAL,{89CF8CD1-1C0F-41C6-B992-E5460E45C3AE},3830996.93052891,20541.7859567703
114660,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{E8CBCDFD-E48A-4D99-BD9F-A534D04751AE},12965471.6789359,19827.1042577461
114669,R4,RES SINGLE FAMILY,RESIDENTIAL,{ABC21629-2FF7-45AF-BF69-EF5B88CB3B1F},2597359.14796563,10178.4765782264
114699,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6EA88AB8-DE4D-4C46-8550-93350A2A4297},119122.291014844,1524.97448119116
114714,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2DA26C09-E6C2-49A9-8520-76B444CCE307},64588.698875,1070.96862196133
114910,R6,RES MULTI FAMILY,RESIDENTIAL,{BAF9B5DB-CA27-4D6B-89F8-1752FFDD9BC7},1020951.58066094,4157.30054178688
115868,M2,INDUSTRIAL,INDUSTRIAL,{C1A79521-20A8-46A5-A1F5-C95883615809},17326.6375640625,610.28359637996
116190,M2,INDUSTRIAL,INDUSTRIAL,{4C68305E-7377-49C2-8E40-80D735B43C02},141313.334438281,1947.61540957818
116193,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{31328D28-4ADA-414D-9D03-C4399C33854F},1080907.08285391,8987.03397417771
116882,R6,RES MULTI-FAMILY,RESIDENTIAL,{7E4871F4-3C40-447B-BA47-B5879245507C},298225.426415625,2272.66260361638
116897,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{BA1CAC30-53CE-4995-8006-3256E67A5F7F},516073.340046094,4176.08295387494
116929,R6,RES MULTI-FAMILY,RESIDENTIAL,{378FE32E-6B75-4BEF-B352-98B1DB433725},13922710.7720148,55033.0659993093
116936,OR3,OFFICE/RES,OFFICE,{CC8B8110-7569-4FA8-9727-5E974597E6ED},95409.5854679688,2035.1785616468
116990,R6,RES MULTI-FAMILY,RESIDENTIAL,{0F6A8376-60B5-4A7D-A100-4481E4D7ED4E},73385.9097007813,1310.00974582949
116995,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{BF8A0B0E-3649-4767-A73E-75368649BA31},549998.711567969,5128.27379531796
116996,R4,RES SINGLE FAMILY,RESIDENTIAL,{02394926-C41B-42E4-BDF3-C9233D2A52B4},40130.734840625,971.459736712758
117010,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6F089609-117E-4F84-A562-6AD7104067CF},1741526.23845156,7841.01422395249
117169,R7,RES MULTI-FAMILY,RESIDENTIAL,{DCCD5E3C-B83C-4ED1-B35A-5FF609F307DF},1128175.86147578,4680.80713683412
117194,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,{0D79D52A-8F9A-4BBA-8FBB-92579B2CD995},1204072.73896484,5112.22447509246
117210,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C8A81956-97C0-407A-ABF8-FE4E486D048D},458368.372096875,2925.94466992042
117212,R4,RES SINGLE FAMILY,RESIDENTIAL,{414F6F64-B2EF-4D02-A94A-96E612E84945},1739915.62685391,9354.28654898716
117222,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,{FCAB5233-6DD6-447F-92D7-C50984F2B383},608443.322401562,4913.89097787304
117229,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{93E217FF-4241-4D49-974F-FBE86E91C7F5},32801.5273007813,755.031732104683
117250,OTF,OFFICE/TOURIST FACILITY,OFFICE,{56524F3F-038D-4507-A3F3-8CFA3AF0C4A7},150573.252753125,2258.18660746172
117278,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{8D85D6AD-56E7-4076-9032-13553EBCE3B6},9732.87080078125,411.508478060775
117287,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{45B619D8-E7F4-44A9-934A-324F2DF2AA1D},71616.1900859375,1731.31772890121
117291,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{482E8485-2E74-4055-A45B-9F442451AB93},25223.9885015625,637.472405996447
117294,M2,INDUSTRIAL,INDUSTRIAL,{B4249ED4-BBFC-4756-9219-A0057BFCD0A0},122780.641685156,1482.40449633387
117296,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D2E6C9D7-F323-46E6-965E-F0AD623941FE},9629.05625,401.499691001299
117297,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{46B8B1F2-700B-4C3A-9CCE-5698D486FD89},7552.6988203125,353.319132718715
117298,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{DBDC0F3E-E016-4A95-B5FB-8C0582501EEA},8517.43143359375,382.948842700242
117301,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{211C4B1F-0F95-42D0-A790-65EBB2E68773},10769.3458398438,419.69195101393
117303,M2,INDUSTRIAL,INDUSTRIAL,{DEAC80EC-7E11-42F3-B64D-12431080D77A},7181.4126796875,359.942939448449
117305,M2,INDUSTRIAL,INDUSTRIAL,{019E18CC-998D-4666-9B2D-01518944C72C},1326.9350421875,181.965965689126
117309,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,{EE610F1E-D13B-4655-BAE4-053CD663FB95},4867.43599609375,435.579311877382
117311,M3,INDUSTRIAL,INDUSTRIAL,{FC841C98-F753-43C4-B4D2-F9A7F4BA452F},37463.14180625,882.643079405821
117315,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{E456930A-4370-47D8-A74D-D9B3186C5ED1},15639.2433945313,652.849863621706
117317,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{5984E5F5-47B5-45DC-B62C-D66C3052BA21},12890.71768125,459.031235405104
117321,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{B3C11102-C33A-4A44-8272-A7FCC301CCD4},7192.074965625,345.232744739804
117322,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{85A34E4B-FCCA-4DD7-A550-4D93DBFBB2D1},19270.8035929687,563.306615158815
117327,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{E279B5C2-15EA-44D8-B56C-E3A7243C9DE4},7790.17709140625,436.316161186613
117332,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{E5104D68-56EB-43C0-957C-62F8F60DB48B},6607.170778125,368.717126303921
117335,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{A49D8234-8548-4400-9F99-53D3E76FEE43},10216.8417320312,550.548002109243
117336,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{57B5D739-3045-495E-B366-A630CC459F28},3516.319284375,243.168125074681
117470,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{12943C8B-DEB9-458B-B8A2-69DD7D16881E},24664.7633328125,693.241031963764
117472,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{107977C2-8224-4A57-A760-D66F951CA004},21254.1864960937,650.268033123913
117482,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{59CAA3DE-1909-42F7-BC0C-9386D351B427},10829.4427984375,483.99135510247
117488,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{E6920B04-0F9A-4685-972D-6508044351DC},5325.3719953125,385.308490028562
117495,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{FCEEED22-3F3C-4CE9-8E9F-38A82EEDF941},13213.7862226563,565.754120437198
117499,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{0E89C187-0ED6-4D6C-A1E1-847FE6E6541A},11169.6868554688,450.152549480251
117522,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{4B5A910D-F0EB-419B-9E34-3289A77C2448},14176.9495320313,568.948216440294
117534,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{92BC415B-31E3-4743-BA4F-3D70E1766480},570921.329192188,5838.07254373644
117844,R4,RES SINGLE FAMILY,RESIDENTIAL,{6CE56F35-CDDE-40C7-A451-EC422567B003},71025.954015625,1226.70782627786
117845,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{9F2C0218-09A9-49F1-B867-FD03FE272F3B},55809.669121875,1029.96962540983
118157,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{664880FD-6271-4976-AD98-F189340D14EA},37431.9006914062,842.073865858205
118179,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{62909535-B0DC-4A88-93C9-7AB0B9B9C173},82740.62309375,1245.54151299574
118189,M2,INDUSTRIAL,INDUSTRIAL,{38E8A66D-C3D3-4B61-B9D7-F1336A000E64},2466884.28592969,9969.94538817928
118195,M2,INDUSTRIAL,INDUSTRIAL,{03086CB8-2EE2-4954-B13C-2EF09A419884},432194.584780469,3015.47482283311
118520,R5,RES SINGLE FAMILY,RESIDENTIAL,{9C68739D-B7F8-46E8-9A4C-336A6918CF2A},1359199.5390875,4726.6029108308
118522,R4,RES SINGLE FAMILY,RESIDENTIAL,{D41D2744-4999-4055-A95F-5E54B1C56BB1},3196073.61707266,7921.43583313373
118535,R4,RES SINGLE FAMILY,RESIDENTIAL,{CFFED8D8-9A3F-4335-A250-4EAEF47A2702},11509367.1844336,22311.6773989693
118540,R1,RES SINGLE FAMILY,RESIDENTIAL,{4E6EDFA9-E928-4296-8B17-6AD6E7D3FB44},24361203.7659703,27296.1417328275
118546,(R1),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{DAA3D9E8-6409-4343-9482-00B5C774A430},5340667.47304297,13015.5956081648
118556,R1,RES SINGLE FAMILY,RESIDENTIAL,{66901694-FC66-4666-AFA1-64F0E4D1B483},2416580.85479063,6229.66619361059
118558,(W2),WATERFRONT OVERLAY,SPECIAL,{BC95762C-4BC1-4C0B-ABE1-801A9FFAFBF9},13045651.2287961,20807.9807713496
118564,M3,INDUSTRIAL,INDUSTRIAL,{8A505B1C-C13E-4B20-9612-F02FD01DBDC1},1564442.90283203,7556.88421137918
118569,M3,INDUSTRIAL,INDUSTRIAL,{9DAEAED4-48C5-4A7A-835F-EA13519F7B59},547111.02351875,3477.28018095247
118590,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{FB3226FF-E100-4B1C-AF82-AF90776219F6},133294.414085938,1681.52915155328
118594,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,{6C46D24B-373B-4700-AE1C-C5BE1DA8CAEF},563518.501822656,4185.18294771915
118613,R5,RES SINGLE FAMILY,RESIDENTIAL,{5811A941-1259-47EA-9987-F5B58138C215},8363324.35545234,19599.5127174199
118623,M3,INDUSTRIAL,INDUSTRIAL,{7E3BA8E5-84B3-4467-B799-49FA3567C142},56346693.7246719,38942.2294815635
118704,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{8ADAB020-829A-4F20-B191-0536F6BAD90B},1231985.93107344,6539.23122188082
118706,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{83E7FF1F-9346-4824-A082-EDACDEA3CFE4},13537676.0569531,20656.3855846395
118720,R4,RES SINGLE FAMILY,RESIDENTIAL,{82BE7402-1F7C-469B-A81C-4C65690D1336},1063621.53823125,4938.57150588371
118724,M3,INDUSTRIAL,INDUSTRIAL,{E817116B-F4C0-4D5F-92BD-87B3C8AB35A9},205717.344074219,1844.38992191777
118725,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{3EF6F0CE-F98E-4388-96F0-B2F8E259F9F0},575097.548625,5775.86446382608
118727,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DE8A43BF-ECC6-4673-B703-8A9F76EF865D},278168.598597656,2185.38153396279
118731,M2,INDUSTRIAL,INDUSTRIAL,{30E9128F-B54B-4920-9178-229F3445C926},618598.923484375,3594.82701877415
118767,R4,RES SINGLE FAMILY,RESIDENTIAL,{DB31E2A8-2471-407B-9539-66015A076D85},1915042.64717969,6520.61974663559
118785,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{47230C32-C6C0-47DF-9E2A-1D25AAB82708},9998369.90757656,32061.5433652122
118787,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D80A7C7C-B4DC-4744-8D9E-8993D6B732DE},23421.1386,712.885312029893
118792,R5,RES SINGLE FAMILY,RESIDENTIAL,{D9FAB2D7-761F-486B-AF50-016651B3377A},347199.806550781,3142.34840432201
118794,R4,RES SINGLE FAMILY,RESIDENTIAL,{65BD724E-7CFA-4DE2-80E8-9062AD464325},2046910.42800547,6710.46718467222
118800,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{39499E51-8046-4807-B7FD-4B727038DDED},123878.476080469,1627.09893289276
118806,OR3,OFFICE/RES,OFFICE,{5F4F5134-B79F-4662-B732-F2056953EDA6},374327.381996094,3695.10631340972
118811,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1817C0EF-1398-42F2-A9B0-6D770B9A77FC},224794.442135156,3014.79173708584
