business_id,date,score,description,type,ObjectId
55272,20180913,97,,ROUTINE,2542
51860,20211208,89,,ROUTINE,2543
52375,20191025,97,,ROUTINE,2544
54481,20211025,0,,COMPLAINT,2545
53396,20220916,97,,ROUTINE,2546
56317,20191205,96,,ROUTINE,2547
55272,20180813,0,,COMPLAINT,2548
51980,20220503,99,,ROUTINE,2549
52375,20200820,95,,ROUTINE,2550
54481,20220503,0,,COMPLAINT,2551
53396,20230309,100,,ROUTINE,2552
56317,20200827,95,,ROUTINE,2553
55272,20190128,98,,ROUTINE,2554
51980,20230407,98,,ROUTINE,2555
52375,20210827,97,,ROUTINE,2556
54481,20220510,0,,FOLLOWUP,2557
53396,20180912,98,,ROUTINE,2558
56317,20210616,95,,ROUTINE,2559
55272,20190521,98,,ROUTINE,2560
51980,20221109,98,,ROUTINE,2561
52375,20220412,98,,ROUTINE,2562
54481,20220524,0,,FOLLOWUP,2563
53396,20190312,100,,ROUTINE,2564
56317,20211223,93,,ROUTINE,2565
55272,20191021,96,,ROUTINE,2566
51980,20181010,98,,ROUTINE,2567
52417,20230503,100,,ROUTINE,2568
54481,20220531,0,,FOLLOWUP,2569
53396,20190924,100,,ROUTINE,2570
56317,20220614,94,,ROUTINE,2571
55272,20200611,98,,ROUTINE,2572
51980,20190328,100,,ROUTINE,2573
52417,20221115,100,,ROUTINE,2574
54481,20220510,99,,FOLLOWUP,2575
53396,20200225,100,,ROUTINE,2576
56317,20220927,92,,ROUTINE,2577
55272,20210205,97,,ROUTINE,2578
51980,20190829,99,,ROUTINE,2579
52417,20180919,100,,ROUTINE,2580
54791,20221010,100,,ROUTINE,2581
53396,20210728,100,,ROUTINE,2582
56421,20221017,94,,ROUTINE,2583
55272,20210730,98,,ROUTINE,2584
51980,20210120,99,,ROUTINE,2585
51980,20200210,100,,ROUTINE,2586
51980,20211101,99,,ROUTINE,2587
52118,20230327,0,,COMPLAINT,2588
52118,20230327,94,,ROUTINE,2589
52118,20230403,100,,FOLLOWUP,2590
52118,20181101,97,,ROUTINE,2591
52118,20190501,98,,ROUTINE,2592
52118,20191203,97,,ROUTINE,2593
52118,20210329,98,,ROUTINE,2594
52118,20220411,100,,ROUTINE,2595
52118,20211108,98,,ROUTINE,2596
52118,20220912,99,,ROUTINE,2597
52124,20221206,92,,ROUTINE,2598
52124,20230616,92,,ROUTINE,2599
52124,20190326,96,,ROUTINE,2600
52124,20190918,95,,ROUTINE,2601
52124,20210611,90,,ROUTINE,2602
52124,20210617,99,,FOLLOWUP,2603
52124,20210611,0,,COMPLAINT,2604
52124,20220608,93,,ROUTINE,2605
52126,20221019,99,,ROUTINE,2606
52126,20230323,99,,ROUTINE,2607
52126,20190128,100,,ROUTINE,2608
52126,20190716,97,,ROUTINE,2609
52126,20200106,100,,ROUTINE,2610
52126,20210127,100,,ROUTINE,2611
50277,20180810,93,,SURVEY,2612
54791,20230502,100,,ROUTINE,2613
56421,20230327,97,,ROUTINE,2614
55272,20220110,99,,FOLLOWUP,2615
53396,20220309,100,,ROUTINE,2616
50277,20190722,99,,ROUTINE,2617
54791,20181002,100,,ROUTINE,2618
52417,20190321,100,,ROUTINE,2619
56421,20230327,0,,COMPLAINT,2620
55272,20220103,88,,ROUTINE,2621
53397,20230316,98,,ROUTINE,2622
50277,20190114,100,,ROUTINE,2623
54791,20190408,100,,ROUTINE,2624
52417,20191003,100,,ROUTINE,2625
56421,20230411,0,,FOLLOWUP,2626
55445,20221214,100,,ROUTINE,2627
53397,20190208,95,,ROUTINE,2628
50277,20191125,99,,ROUTINE,2629
54791,20191004,100,,ROUTINE,2630
52417,20210722,100,,ROUTINE,2631
56421,20190226,97,,ROUTINE,2632
55445,20230522,99,,ROUTINE,2633
53397,20190829,100,,ROUTINE,2634
50277,20200909,94,,ROUTINE,2635
54791,20210804,100,,ROUTINE,2636
52417,20220330,100,,ROUTINE,2637
56421,20190829,98,,ROUTINE,2638
55445,20180926,98,,ROUTINE,2639
53397,20200305,100,,ROUTINE,2640
50277,20210730,94,,ROUTINE,2641
54791,20220427,100,,ROUTINE,2642
52594,20221013,98,,ROUTINE,2643
56421,20200128,98,,ROUTINE,2644
55445,20181011,0,,COMPLAINT,2645
53397,20210504,100,,ROUTINE,2646
50277,20220125,98,,FOLLOWUP,2647
54796,20221129,98,,ROUTINE,2648
52594,20230501,97,,ROUTINE,2649
56421,20210528,96,,ROUTINE,2650
55445,20190225,100,,ROUTINE,2651
53397,20211111,100,,ROUTINE,2652
50277,20220118,89,,ROUTINE,2653
54796,20230524,98,,ROUTINE,2654
52594,20181127,79,,ROUTINE,2655
56421,20211220,95,,ROUTINE,2656
55445,20190724,100,,ROUTINE,2657
53397,20220805,98,,ROUTINE,2658
51009,20230519,100,,ROUTINE,2659
54796,20181112,100,,ROUTINE,2660
52594,20181203,97,,ROUTINE,2661
56580,20221122,99,,ROUTINE,2662
55445,20200113,100,,ROUTINE,2663
53576,20220701,95,,ROUTINE,2664
51009,20180913,100,,ROUTINE,2665
54796,20190627,100,,ROUTINE,2666
52594,20190604,94,,ROUTINE,2667
56580,20230517,97,,ROUTINE,2668
55445,20200923,100,,ROUTINE,2669
53576,20221213,96,,ROUTINE,2670
51009,20190409,100,,ROUTINE,2671
54796,20191218,100,,ROUTINE,2672
52594,20190722,0,,COMPLAINT,2673
56580,20190123,97,,ROUTINE,2674
55445,20210804,99,,ROUTINE,2675
53576,20230530,96,,ROUTINE,2676
51009,20190919,100,,ROUTINE,2677
54796,20210714,100,,ROUTINE,2678
52594,20191223,95,,ROUTINE,2679
56580,20190626,0,,COMPLAINT,2680
55445,20220121,100,,ROUTINE,2681
53576,20190226,99,,ROUTINE,2682
51009,20210603,99,,ROUTINE,2683
54796,20220524,99,,ROUTINE,2684
52594,20210524,95,,ROUTINE,2685
56580,20190709,0,,FOLLOWUP,2686
55445,20220628,100,,ROUTINE,2687
53576,20190829,99,,ROUTINE,2688
51009,20220429,100,,ROUTINE,2689
54797,20220823,98,,ROUTINE,2690
52594,20220124,97,,ROUTINE,2691
56580,20190715,0,,FOLLOWUP,2692
55705,20221208,95,,ROUTINE,2693
53576,20200217,96,,ROUTINE,2694
51013,20221117,99,,ROUTINE,2695
51013,20230607,100,,ROUTINE,2696
51013,20230607,100,,ROUTINE,2697
51013,20181009,98,,FOLLOWUP,2698
51013,20181003,77,,ROUTINE,2699
51013,20190507,0,,COMPLAINT,2700
51013,20190605,0,,COMPLAINT,2701
51013,20190404,95,,ROUTINE,2702
51013,20191218,97,,ROUTINE,2703
51013,20190605,0,,COMPLAINT,2704
51013,20211117,94,,ROUTINE,2705
51013,20211117,0,,COMPLAINT,2706
51013,20211202,0,,FOLLOWUP,2707
51013,20220517,93,,ROUTINE,2708
51020,20221219,100,,ROUTINE,2709
51020,20230713,100,,ROUTINE,2710
51020,20190103,100,,ROUTINE,2711
51020,20190626,100,,ROUTINE,2712
51020,20200117,100,,ROUTINE,2713
51020,20210527,99,,ROUTINE,2714
51020,20220318,100,,ROUTINE,2715
51213,20220624,99,,ROUTINE,2716
51213,20221115,100,,ROUTINE,2717
51213,20230503,100,,ROUTINE,2718
51213,20181116,97,,ROUTINE,2719
51213,20190405,99,,ROUTINE,2720
51213,20190829,99,,ROUTINE,2721
51213,20200313,99,,ROUTINE,2722
51213,20201023,99,,ROUTINE,2723
51213,20211001,99,,ROUTINE,2724
51482,20221011,97,,ROUTINE,2725
51482,20230307,98,,ROUTINE,2726
51482,20180813,98,,ROUTINE,2727
51482,20190212,95,,ROUTINE,2728
51482,20190815,96,,ROUTINE,2729
51482,20200306,99,,ROUTINE,2730
52797,20230420,99,,ROUTINE,2731
56580,20190626,96,,ROUTINE,2732
53576,20200928,97,,ROUTINE,2733
55705,20230724,97,,ROUTINE,2734
52797,20221123,99,,ROUTINE,2735
54797,20230307,94,,ROUTINE,2736
56580,20200207,97,,ROUTINE,2737
53576,20210601,96,,ROUTINE,2738
55705,20181128,0,,FOLLOWUP,2739
52797,20181119,86,,ROUTINE,2740
54797,20230314,100,,ROUTINE,2741
56580,20210513,95,,ROUTINE,2742
53576,20211223,94,,ROUTINE,2743
55705,20180820,0,,COMPLAINT,2744
52797,20181127,100,,FOLLOWUP,2745
54797,20181129,98,,ROUTINE,2746
56580,20220419,100,,FOLLOWUP,2747
53827,20220505,99,,ROUTINE,2748
55705,20180813,95,,ROUTINE,2749
52797,20190522,97,,ROUTINE,2750
54797,20190723,99,,ROUTINE,2751
56580,20220412,91,,ROUTINE,2752
53827,20221011,98,,ROUTINE,2753
55705,20181120,0,,COMPLAINT,2754
52797,20190301,0,,COMPLAINT,2755
54797,20200929,98,,ROUTINE,2756
56899,20220728,91,,ROUTINE,2757
53827,20230221,95,,ROUTINE,2758
55705,20181120,0,,COMPLAINT,2759
52797,20191126,100,,ROUTINE,2760
54797,20211217,96,,ROUTINE,2761
56899,20230119,97,,ROUTINE,2762
53827,20230626,98,,ROUTINE,2763
55705,20181128,0,,FOLLOWUP,2764
52797,20210412,98,,ROUTINE,2765
55139,20220712,98,,ROUTINE,2766
56899,20230802,96,,ROUTINE,2767
53827,20181026,98,,ROUTINE,2768
55705,20190301,96,,ROUTINE,2769
52797,20211215,98,,ROUTINE,2770
55139,20221229,96,,ROUTINE,2771
56899,20181217,93,,ROUTINE,2772
53827,20190425,97,,ROUTINE,2773
55705,20191113,0,,COMPLAINT,2774
52797,20220616,98,,ROUTINE,2775
55139,20230628,96,,ROUTINE,2776
56899,20190116,0,,COMPLAINT,2777
53827,20191016,99,,ROUTINE,2778
55705,20191021,95,,ROUTINE,2779
52942,20221020,99,,ROUTINE,2780
55139,20190130,98,,ROUTINE,2781
56899,20190619,92,,ROUTINE,2782
53827,20200608,99,,ROUTINE,2783
55705,20210205,91,,ROUTINE,2784
52942,20230419,98,,ROUTINE,2785
55139,20191002,98,,ROUTINE,2786
56899,20190917,0,,COMPLAINT,2787
53827,20210304,97,,ROUTINE,2788
55705,20211208,99,,FOLLOWUP,2789
52942,20181127,97,,ROUTINE,2790
55139,20210504,96,,ROUTINE,2791
56899,20200103,99,,ROUTINE,2792
53827,20211111,99,,ROUTINE,2793
55705,20211208,99,,FOLLOWUP,2794
52942,20190528,99,,ROUTINE,2795
55139,20220113,0,,COMPLAINT,2796
54075,20220707,97,,ROUTINE,2797
55705,20211201,87,,ROUTINE,2798
55139,20220118,0,,FOLLOWUP,2799
55139,20220113,95,,ROUTINE,2800
59771,20190117,100,,ROUTINE,2801
60993,20190628,99,,ROUTINE,2802
60993,20191018,100,,ROUTINE,2803
59771,20200109,100,,ROUTINE,2804
60993,20200811,100,,ROUTINE,2805
60707,20190308,95,,ROUTINE,2806
57286,20211201,0,,COMPLAINT,2807
59771,20220316,100,,ROUTINE,2808
60993,20211008,100,,ROUTINE,2809
60707,20191219,97,,ROUTINE,2810
57286,20211207,0,,FOLLOWUP,2811
60986,20191018,100,,ROUTINE,2812
59771,20220823,100,,ROUTINE,2813
60994,20220614,99,,ROUTINE,2814
60707,20200810,98,,ROUTINE,2815
57286,20220607,96,,ROUTINE,2816
60986,20200811,100,,ROUTINE,2817
60012,20221220,95,,ROUTINE,2818
60994,20220916,99,,ROUTINE,2819
60707,20210421,98,,ROUTINE,2820
57758,20230220,98,,ROUTINE,2821
60986,20211008,100,,ROUTINE,2822
60012,20230629,99,,ROUTINE,2823
60994,20230717,98,,ROUTINE,2824
60707,20211105,96,,ROUTINE,2825
57758,20190122,99,,ROUTINE,2826
60988,20220614,99,,ROUTINE,2827
60012,20181022,0,,COMPLAINT,2828
60994,20181004,98,,ROUTINE,2829
60707,20220525,97,,ROUTINE,2830
57758,20190723,99,,ROUTINE,2831
60988,20220916,100,,ROUTINE,2832
60012,20181227,93,,ROUTINE,2833
60994,20190628,97,,ROUTINE,2834
60876,20221121,100,,ROUTINE,2835
57758,20190410,98,,SURVEY,2836
60988,20230717,98,,ROUTINE,2837
60012,20190729,92,,ROUTINE,2838
60994,20191018,99,,ROUTINE,2839
60876,20230614,100,,ROUTINE,2840
57758,20200123,99,,ROUTINE,2841
60988,20181004,98,,ROUTINE,2842
60012,20200117,92,,ROUTINE,2843
60994,20191018,99,,ROUTINE,2844
60876,20190110,95,,ROUTINE,2845
57758,20210709,97,,ROUTINE,2846
60988,20190628,98,,ROUTINE,2847
60012,20200124,100,,FOLLOWUP,2848
60994,20200811,99,,ROUTINE,2849
60876,20190912,94,,ROUTINE,2850
57758,20220209,98,,ROUTINE,2851
60988,20191018,98,,ROUTINE,2852
60012,20210519,92,,ROUTINE,2853
60994,20211008,99,,ROUTINE,2854
61472,20190403,99,,ROUTINE,2855
60876,20200303,94,,ROUTINE,2856
57758,20220831,98,,ROUTINE,2857
60988,20200811,100,,ROUTINE,2858
60012,20211122,93,,ROUTINE,2859
61009,20220614,100,,ROUTINE,2860
61472,20191117,98,,ROUTINE,2861
60876,20220418,91,,ROUTINE,2862
57935,20221130,100,,ROUTINE,2863
60988,20211008,100,,ROUTINE,2864
60012,20220614,93,,ROUTINE,2865
61009,20220916,99,,ROUTINE,2866
61472,20220323,99,,ROUTINE,2867
60876,20211111,95,,ROUTINE,2868
57935,20230801,94,,ROUTINE,2869
60989,20220916,100,,ROUTINE,2870
60208,20230313,98,,ROUTINE,2871
58857,20190416,97,,ROUTINE,2872
61009,20230717,98,,ROUTINE,2873
61687,20221020,98,,ROUTINE,2874
60880,20221028,100,,ROUTINE,2875
56899,20210222,97,,ROUTINE,2876
57935,20230601,99,,ROUTINE,2877
60989,20230717,99,,ROUTINE,2878
60208,20181219,95,,ROUTINE,2879
58857,20191030,96,,ROUTINE,2880
61009,20181004,98,,ROUTINE,2881
61687,20230508,98,,ROUTINE,2882
60880,20230329,100,,ROUTINE,2883
56899,20211230,96,,ROUTINE,2884
57935,20190726,97,,ROUTINE,2885
60989,20181004,99,,ROUTINE,2886
60208,20181203,0,,COMPLAINT,2887
58857,20201001,99,,ROUTINE,2888
61009,20190628,100,,ROUTINE,2889
61687,20190702,99,,ROUTINE,2890
60880,20181210,100,,ROUTINE,2891
57012,20230503,99,,ROUTINE,2892
57935,20190604,97,,ROUTINE,2893
60989,20181004,0,,COMPLAINT,2894
60208,20190617,98,,ROUTINE,2895
58857,20211006,96,,ROUTINE,2896
61009,20190628,100,,ROUTINE,2897
61687,20190124,98,,ROUTINE,2898
60880,20190621,100,,ROUTINE,2899
57012,20221117,99,,ROUTINE,2900
57935,20200707,98,,ROUTINE,2901
60989,20181012,0,,FOLLOWUP,2902
60208,20200102,96,,ROUTINE,2903
58857,20220512,98,,ROUTINE,2904
61009,20191018,98,,ROUTINE,2905
61687,20200116,98,,ROUTINE,2906
60880,20200113,100,,ROUTINE,2907
57012,20180926,0,,COMPLAINT,2908
57935,20210713,100,,ROUTINE,2909
60989,20181018,0,,FOLLOWUP,2910
60208,20210601,97,,ROUTINE,2911
58859,20230227,100,,ROUTINE,2912
61009,20200811,100,,ROUTINE,2913
61687,20210611,99,,ROUTINE,2914
60880,20210713,99,,ROUTINE,2915
57012,20181119,95,,ROUTINE,2916
57935,20220607,100,,FOLLOWUP,2917
57935,20220601,93,,ROUTINE,2918
57936,20220715,95,,ROUTINE,2919
57936,20221220,98,,ROUTINE,2920
57936,20230608,97,,ROUTINE,2921
57936,20181101,94,,ROUTINE,2922
57936,20190320,96,,ROUTINE,2923
57936,20191030,94,,ROUTINE,2924
57936,20210408,95,,ROUTINE,2925
57936,20220119,82,,ROUTINE,2926
57936,20220125,100,,FOLLOWUP,2927
58849,20230224,99,,ROUTINE,2928
58849,20181214,100,,ROUTINE,2929
58849,20190607,100,,ROUTINE,2930
58849,20191206,96,,ROUTINE,2931
58849,20201009,100,,ROUTINE,2932
58849,20220325,97,,ROUTINE,2933
58849,20210924,100,,ROUTINE,2934
58849,20220913,99,,ROUTINE,2935
58852,20230224,99,,ROUTINE,2936
58852,20181214,99,,ROUTINE,2937
58852,20190607,99,,ROUTINE,2938
58852,20191206,95,,ROUTINE,2939
58852,20191213,100,,FOLLOWUP,2940
58852,20201009,100,,ROUTINE,2941
58852,20220325,100,,ROUTINE,2942
58852,20210924,100,,ROUTINE,2943
58852,20220913,98,,ROUTINE,2944
58857,20221104,97,,ROUTINE,2945
58857,20230518,98,,ROUTINE,2946
58857,20181203,0,,COMPLAINT,2947
58857,20181016,98,,ROUTINE,2948
61009,20211008,99,,ROUTINE,2949
60208,20220310,95,,ROUTINE,2950
58859,20180907,95,,ROUTINE,2951
60989,20190628,99,,ROUTINE,2952
60880,20220321,100,,ROUTINE,2953
57012,20190510,93,,ROUTINE,2954
61012,20220614,99,,ROUTINE,2955
60208,20220919,98,,ROUTINE,2956
61687,20220221,97,,ROUTINE,2957
58859,20190311,97,,ROUTINE,2958
60989,20191021,100,,ROUTINE,2959
60962,20221104,95,,ROUTINE,2960
57012,20191031,94,,ROUTINE,2961
61012,20220916,100,,ROUTINE,2962
60210,20221019,99,,ROUTINE,2963
61832,20220818,92,,ROUTINE,2964
58859,20191113,100,,ROUTINE,2965
60989,20200811,100,,ROUTINE,2966
60962,20230714,95,,ROUTINE,2967
57012,20210115,95,,ROUTINE,2968
61012,20230717,99,,ROUTINE,2969
60210,20230420,97,,ROUTINE,2970
61832,20230209,84,,ROUTINE,2971
58859,20200219,96,,ROUTINE,2972
60989,20211008,100,,ROUTINE,2973
60962,20181130,96,,ROUTINE,2974
57012,20210921,95,,ROUTINE,2975
61012,20181004,98,,ROUTINE,2976
60210,20230331,0,,COMPLAINT,2977
61832,20230215,97,,FOLLOWUP,2978
58859,20210927,100,,ROUTINE,2979
60989,20220729,98,,ROUTINE,2980
60962,20190405,96,,ROUTINE,2981
57012,20220425,96,,ROUTINE,2982
61012,20190628,98,,ROUTINE,2983
60210,20181015,98,,ROUTINE,2984
61832,20181114,95,,ROUTINE,2985
58859,20220321,97,,ROUTINE,2986
60990,20220614,100,,ROUTINE,2987
60962,20190809,98,,ROUTINE,2988
57205,20220504,94,,FOLLOWUP,2989
61012,20191018,100,,ROUTINE,2990
60210,20190424,100,,FOLLOWUP,2991
61832,20190529,96,,ROUTINE,2992
58859,20220912,100,,ROUTINE,2993
60990,20220916,98,,ROUTINE,2994
60962,20200131,97,,ROUTINE,2995
57205,20221004,94,,FOLLOWUP,2996
61012,20200811,100,,ROUTINE,2997
60210,20190417,90,,ROUTINE,2998
61832,20191210,99,,ROUTINE,2999
59008,20221003,94,,ROUTINE,3000
60990,20230717,98,,ROUTINE,3001
60962,20201009,98,,ROUTINE,3002
60210,20191017,99,,ROUTINE,3003
57205,20230503,92,,ROUTINE,3004
61012,20211008,99,,ROUTINE,3005
61832,20210401,98,,ROUTINE,3006
59008,20230308,95,,ROUTINE,3007
60990,20181004,100,,ROUTINE,3008
60962,20210813,98,,ROUTINE,3009
60210,20200813,0,,COMPLAINT,3010
57205,20221102,95,,ROUTINE,3011
61832,20211229,91,,ROUTINE,3012
61128,20220614,99,,ROUTINE,3013
59008,20181219,95,,ROUTINE,3014
60990,20190628,99,,ROUTINE,3015
60210,20200827,0,,FOLLOWUP,3016
60962,20220408,96,,ROUTINE,3017
57205,20221102,0,,COMPLAINT,3018
61835,20221019,93,,ROUTINE,3019
61128,20220916,100,,ROUTINE,3020
59008,20190612,96,,ROUTINE,3021
60990,20191018,99,,ROUTINE,3022
60210,20200813,97,,ROUTINE,3023
60974,20220614,98,,ROUTINE,3024
57205,20221103,0,,FOLLOWUP,3025
61835,20230310,95,,ROUTINE,3026
61835,20230802,95,,ROUTINE,3027
61835,20181009,100,,FOLLOWUP,3028
61835,20181002,86,,ROUTINE,3029
61835,20190404,94,,ROUTINE,3030
61835,20190528,0,,COMPLAINT,3031
61835,20190610,0,,COMPLAINT,3032
61835,20191021,97,,ROUTINE,3033
61835,20200929,98,,ROUTINE,3034
61835,20210928,100,,ROUTINE,3035
61835,20220512,98,,ROUTINE,3036
61839,20230417,97,,ROUTINE,3037
61839,20221024,0,,COMPLAINT,3038
61839,20221031,0,,FOLLOWUP,3039
61839,20221024,95,,ROUTINE,3040
61839,20181119,98,,ROUTINE,3041
61839,20181226,0,,COMPLAINT,3042
61839,20190520,99,,ROUTINE,3043
61839,20190114,0,,FOLLOWUP,3044
61839,20190103,0,,FOLLOWUP,3045
61839,20191001,0,,COMPLAINT,3046
61839,20191101,100,,ROUTINE,3047
61839,20200626,97,,ROUTINE,3048
61839,20210316,99,,ROUTINE,3049
61839,20211129,97,,ROUTINE,3050
61839,20220517,97,,ROUTINE,3051
62104,20220701,98,,ROUTINE,3052
62104,20230511,100,,ROUTINE,3053
62104,20190422,95,,ROUTINE,3054
62104,20190603,100,,ROUTINE,3055
62284,20230306,94,,ROUTINE,3056
61128,20230717,100,,ROUTINE,3057
60990,20200811,100,,ROUTINE,3058
57205,20221104,0,,FOLLOWUP,3059
60974,20220916,99,,ROUTINE,3060
59008,20200109,91,,ROUTINE,3061
60210,20210812,99,,ROUTINE,3062
61128,20181004,100,,ROUTINE,3063
60990,20211008,100,,ROUTINE,3064
57205,20221107,0,,FOLLOWUP,3065
60974,20230717,96,,ROUTINE,3066
59008,20210428,92,,ROUTINE,3067
60210,20220324,99,,ROUTINE,3068
61128,20190628,100,,ROUTINE,3069
60991,20220729,100,,ROUTINE,3070
57205,20181231,91,,ROUTINE,3071
60974,20181004,100,,ROUTINE,3072
59008,20220408,90,,ROUTINE,3073
60449,20220927,94,,ROUTINE,3074
61128,20191018,99,,ROUTINE,3075
60991,20220916,100,,ROUTINE,3076
57205,20190628,92,,ROUTINE,3077
60974,20190628,100,,ROUTINE,3078
59263,20230320,100,,ROUTINE,3079
60449,20230213,0,,COMPLAINT,3080
61128,20200811,99,,ROUTINE,3081
60991,20230717,100,,ROUTINE,3082
57205,20200129,94,,FOLLOWUP,3083
60974,20191018,100,,ROUTINE,3084
59263,20190107,96,,ROUTINE,3085
60449,20230213,93,,ROUTINE,3086
61128,20211008,100,,ROUTINE,3087
60991,20181004,100,,ROUTINE,3088
57205,20200122,84,,ROUTINE,3089
60974,20200811,100,,ROUTINE,3090
59263,20190614,86,,ROUTINE,3091
60449,20230628,92,,ROUTINE,3092
61244,20220809,100,,ROUTINE,3093
60991,20190628,99,,ROUTINE,3094
57205,20200810,92,,ROUTINE,3095
60974,20211008,100,,ROUTINE,3096
59263,20190621,98,,FOLLOWUP,3097
60449,20180919,98,,ROUTINE,3098
61244,20221212,100,,ROUTINE,3099
60991,20191018,100,,ROUTINE,3100
57205,20210405,88,,ROUTINE,3101
60981,20220614,100,,ROUTINE,3102
59263,20191213,98,,ROUTINE,3103
60449,20190325,96,,ROUTINE,3104
61244,20230512,100,,ROUTINE,3105
60991,20200811,100,,ROUTINE,3106
57205,20210412,94,,FOLLOWUP,3107
60981,20220916,99,,ROUTINE,3108
59263,20200921,100,,ROUTINE,3109
60449,20191016,96,,ROUTINE,3110
61244,20181011,100,,ROUTINE,3111
60991,20211008,100,,ROUTINE,3112
57205,20220427,90,,ROUTINE,3113
60981,20230717,100,,ROUTINE,3114
59263,20210928,94,,ROUTINE,3115
60449,20200623,97,,ROUTINE,3116
61244,20190409,100,,ROUTINE,3117
60992,20220614,99,,ROUTINE,3118
57205,20211026,95,,ROUTINE,3119
60981,20181005,95,,ROUTINE,3120
59263,20220323,97,,ROUTINE,3121
60449,20210818,93,,ROUTINE,3122
61244,20190925,100,,ROUTINE,3123
60992,20220916,100,,ROUTINE,3124
57205,20220926,87,,COMPLAINT,3125
60981,20190628,99,,ROUTINE,3126
59263,20220909,100,,ROUTINE,3127
60449,20220321,95,,ROUTINE,3128
61244,20200305,100,,ROUTINE,3129
60992,20230717,98,,ROUTINE,3130
57205,20220926,94,,FOLLOWUP,3131
60981,20191018,99,,ROUTINE,3132
59457,20230327,93,,ROUTINE,3133
60707,20221130,97,,ROUTINE,3134
61244,20210715,100,,ROUTINE,3135
61244,20220217,100,,ROUTINE,3136
61472,20221109,99,,ROUTINE,3137
61472,20230510,100,,ROUTINE,3138
61472,20181030,100,,ROUTINE,3139
60981,20200811,100,,ROUTINE,3140
60992,20181004,100,,ROUTINE,3141
60707,20230706,97,,ROUTINE,3142
57286,20221213,97,,ROUTINE,3143
59457,20181126,94,,ROUTINE,3144
60981,20211008,99,,ROUTINE,3145
60992,20190628,98,,ROUTINE,3146
60707,20181204,0,,COMPLAINT,3147
57286,20230615,96,,ROUTINE,3148
59457,20190614,96,,ROUTINE,3149
60986,20220614,100,,ROUTINE,3150
60992,20191018,99,,ROUTINE,3151
60707,20181012,97,,ROUTINE,3152
57286,20230615,0,,COMPLAINT,3153
59457,20191227,92,,ROUTINE,3154
60986,20220916,99,,ROUTINE,3155
60992,20200811,100,,ROUTINE,3156
60707,20181012,0,,COMPLAINT,3157
57286,20230623,0,,FOLLOWUP,3158
59457,20200717,92,,ROUTINE,3159
60986,20230717,98,,ROUTINE,3160
60992,20211008,98,,ROUTINE,3161
60707,20190628,99,,ROUTINE,3162
57286,20190102,97,,ROUTINE,3163
59457,20210315,97,,FOLLOWUP,3164
60986,20181004,97,,ROUTINE,3165
60993,20220614,100,,ROUTINE,3166
57286,20190111,0,,COMPLAINT,3167
59457,20210308,91,,ROUTINE,3168
60986,20190628,99,,ROUTINE,3169
60993,20220916,100,,ROUTINE,3170
57286,20190621,98,,ROUTINE,3171
59457,20220404,92,,ROUTINE,3172
60993,20230717,100,,ROUTINE,3173
57286,20190725,0,,COMPLAINT,3174
59457,20210930,95,,ROUTINE,3175
60993,20181004,100,,ROUTINE,3176
57286,20200106,99,,ROUTINE,3177
59457,20220929,94,,ROUTINE,3178
57286,20210224,0,,COMPLAINT,3179
59504,20221028,0,,COMPLAINT,3180
57286,20210225,0,,FOLLOWUP,3181
59504,20221028,94,,ROUTINE,3182
57286,20210224,93,,ROUTINE,3183
59504,20230320,96,,ROUTINE,3184
57286,20210303,98,,FOLLOWUP,3185
59504,20190125,100,,ROUTINE,3186
57286,20211201,0,,COMPLAINT,3187
59504,20200124,98,,ROUTINE,3188
57286,20211206,0,,ENFORCEMENT ACTIONS,3189
59504,20190801,98,,ROUTINE,3190
57286,20211208,0,,FOLLOWUP,3191
59504,20201028,96,,ROUTINE,3192
57286,20211208,98,,FOLLOWUP,3193
59504,20211101,100,,ROUTINE,3194
57286,20211201,88,,ROUTINE,3195
59504,20220524,100,,ROUTINE,3196
57286,20211201,0,,COMPLAINT,3197
59771,20230228,95,,ROUTINE,3198
57286,20211202,0,,FOLLOWUP,3199
59771,20190612,100,,ROUTINE,3200
63901,20220921,99,,ROUTINE,3201
63216,20221010,94,,ROUTINE,3202
63901,20230517,100,,ROUTINE,3203
63901,20190425,98,,ROUTINE,3204
63901,20191025,99,,ROUTINE,3205
63216,20230324,97,,ROUTINE,3206
64648,20211008,99,,ROUTINE,3207
63901,20200724,100,,ROUTINE,3208
63216,20190128,96,,ROUTINE,3209
64648,20220421,98,,ROUTINE,3210
63901,20200724,100,,ROUTINE,3211
63216,20190711,97,,ROUTINE,3212
64728,20220913,93,,ROUTINE,3213
63832,20201016,99,,ROUTINE,3214
63901,20210923,99,,ROUTINE,3215
63216,20200123,95,,ROUTINE,3216
64728,20230320,97,,ROUTINE,3217
63550,20220519,99,,ROUTINE,3218
63901,20210506,98,,ROUTINE,3219
63832,20220325,99,,ROUTINE,3220
63216,20200819,97,,ROUTINE,3221
64728,20180827,98,,ROUTINE,3222
63550,20221214,95,,ROUTINE,3223
63901,20220324,100,,ROUTINE,3224
63832,20210924,97,,ROUTINE,3225
63216,20210401,96,,ROUTINE,3226
64728,20190301,98,,ROUTINE,3227
63550,20230706,99,,ROUTINE,3228
64047,20221021,99,,ROUTINE,3229
63865,20220921,99,,ROUTINE,3230
63216,20211020,0,,COMPLAINT,3231
64728,20190423,0,,COMPLAINT,3232
