D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
0.5550932463340537,1.733330489374964,1.4007910528049727,2.8555442815868943,3.007454977464075,0.1481481481481481,0.1538461538461538,0.1428571428571428,0.5925925925925927,0.6153846153846154,0.5714285714285714,0.0,0.0,0.0,0.5217391304347826,0.5454545454545454,0.5,3,03_-_Maxwell's_Silver_Hammer
0.5816771095230489,4.607289676950771,2.819696255342137,7.954589556902761,3.966992702040813,0.3,0.2307692307692307,0.4285714285714285,0.4,0.3076923076923077,0.5714285714285714,0.125,0.0909090909090909,0.2,0.25,0.1818181818181818,0.4,10,10_-_Baby_It's_You
0.5167599979185826,2.8258377721488657,1.7429904890756234,9.342322054523637,4.06150693391357,0.1714285714285714,0.1764705882352941,0.1666666666666666,0.5142857142857143,0.5294117647058824,0.5,0.064516129032258,0.0666666666666666,0.0625,0.4516129032258064,0.4666666666666667,0.4375,1,01_-_Come_Together
0.6202530792244967,1.811517157951343,1.2334542786862954,2.662117409752802,3.4600213951817835,0.2857142857142856,0.3,0.2727272727272727,0.5714285714285713,0.6,0.5454545454545454,0.1176470588235294,0.125,0.1111111111111111,0.4705882352941176,0.5,0.4444444444444444,5,05_-_Another_Girl
0.5223304557459225,3.3060757213298047,3.2774440188287883,3.427546752887352,4.158392908743387,0.1290322580645161,0.1428571428571428,0.1176470588235294,0.3870967741935484,0.4285714285714285,0.3529411764705882,0.0,0.0,0.0,0.2962962962962963,0.3333333333333333,0.2666666666666666,3,03_-_Across_the_Universe
0.502001619189632,5.0033090116200185,0.5806645030977791,5.023958036934133,1.760271704473837,0.2142857142857142,0.1764705882352941,0.2727272727272727,0.5714285714285714,0.4705882352941176,0.7272727272727273,0.0833333333333333,0.0666666666666666,0.1111111111111111,0.5,0.4,0.6666666666666666,7,07_-_While_My_Guitar_Gently_Weeps
0.5888357863647751,4.431545011615598,4.751142178632069,4.611786145564162,5.039511787503741,0.2105263157894737,0.25,0.1818181818181818,0.3157894736842105,0.375,0.2727272727272727,0.0,0.0,0.0,0.1333333333333333,0.1666666666666666,0.1111111111111111,5,05_-_Little_Child
0.5711877115241565,5.238777275253497,4.923589244641249,6.131168364632273,5.516336058054179,0.2608695652173913,0.25,0.2727272727272727,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.1052631578947368,0.1,0.1111111111111111,0.2105263157894737,0.2,0.2222222222222222,6,06_-_Ask_Me_Why
0.5550932463340537,3.9558460022756208,3.521952606826808,4.0490482006321145,4.0490482006321145,0.1666666666666666,0.1538461538461538,0.1818181818181818,0.1666666666666666,0.1538461538461538,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,3,03_-_Mother_Nature's_Son
0.5711877115241565,2.4353310602281866,0.7530027230083363,4.434380285884888,2.504395964597109,0.1739130434782608,0.1666666666666666,0.1818181818181818,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.0,0.0,0.0,0.5263157894736842,0.5,0.5555555555555556,5,05_-_Your_Mother_Should_Know
0.6302218310330651,4.057088954131672,1.6810222414925562,4.738255391894349,4.057088954131672,0.25,0.2222222222222222,0.2857142857142857,0.5,0.4444444444444444,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.4,12,12_-_A_Taste_Of_Honey
0.5711877115241564,2.534593374412786,2.504253419484016,3.122286632710825,2.5649333293415566,0.2608695652173913,0.25,0.2727272727272727,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.1052631578947368,0.1,0.1111111111111111,0.5263157894736842,0.5,0.5555555555555556,12,12_-_You_Can't_Do_That
0.5711877115241565,2.12131645952978,1.9126736270695377,2.5107239221683884,2.329959291990022,0.1739130434782608,0.1666666666666666,0.1818181818181818,0.7826086956521738,0.75,0.8181818181818182,0.0,0.0,0.0,0.7368421052631577,0.7,0.7777777777777778,2,02_-_I'm_a_Loser
0.6083659238943623,3.5081273390431686,0.7210536984518399,5.174786142007379,2.6556200856647436,0.3529411764705882,0.3,0.4285714285714285,0.588235294117647,0.5,0.7142857142857143,0.1538461538461538,0.125,0.2,0.4615384615384615,0.375,0.6,1,01_-_No_Reply
0.5711877115241565,4.536502354157783,2.897490878038383,8.904997023667374,5.394712897867805,0.1739130434782608,0.1666666666666666,0.1818181818181818,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0,0.2105263157894737,0.2,0.2222222222222222,8,08_-_I've_Got_A_Feeling
0.5711877115241565,2.2479257762328686,2.2800054080013865,2.4115370460975853,2.543068684193784,0.2608695652173913,0.25,0.2727272727272727,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.1052631578947368,0.1,0.1111111111111111,0.5263157894736842,0.5,0.5555555555555556,2,02_-_I_Should_Have_Known_Better
0.5999868966455678,4.276192810994154,2.954838600000002,5.523461495190141,5.636900874418739,0.1818181818181818,0.2,0.1666666666666666,0.3636363636363636,0.4,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.25,0.2,8,08_-_Because
0.5550932463340537,2.5713593765680045,2.44090257172774,2.9531779924350943,2.6256918883641305,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,12,12_-_Piggies
0.5999868966455678,2.438563798921905,2.438563798921905,3.02392458950359,5.875228499999999,0.2,0.25,0.1666666666666666,0.5,0.625,0.4166666666666667,0.0,0.0,0.0,0.3749999999999999,0.5,0.3,10,10_-_For_No_One
0.5295766780147033,3.27121615233143,3.27121615233143,3.3319603533344946,4.6204911616083635,0.1999999999999999,0.2142857142857142,0.1875,0.3333333333333333,0.3571428571428571,0.3125,0.0769230769230769,0.0833333333333333,0.0714285714285714,0.2307692307692307,0.25,0.2142857142857142,10,10_-_Savoy_Truffle
0.5138959006151934,1.0272647142449784,3.527384308929001,2.2825264774355674,5.2042031441729755,0.2962962962962963,0.3636363636363636,0.25,0.5925925925925926,0.7272727272727273,0.5,0.1739130434782608,0.2222222222222222,0.1428571428571428,0.5217391304347826,0.6666666666666666,0.4285714285714285,8,08_-_Roll_Over_Beethoven
0.642924946040056,0.7004475644775638,0.4525104242972895,4.136561848961378,4.136561848961378,0.5,0.5,0.5,0.6,0.6,0.6,0.375,0.375,0.375,0.5,0.5,0.5,5,"05_-_Here,_There_And_Everywhere"
0.6302218310330651,5.535155289680944,4.579889269411709,6.010047160649613,5.772601225165278,0.2352941176470588,0.2222222222222222,0.25,0.2352941176470588,0.2222222222222222,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9,09_-_It's_Only_Love
0.6083659238943623,0.7147817681934061,2.441447622773624,2.1845238076069364,5.302555281071395,0.3157894736842105,0.3333333333333333,0.3,0.5263157894736842,0.5555555555555556,0.5,0.1333333333333333,0.1428571428571428,0.125,0.3999999999999999,0.4285714285714285,0.375,9,09_-_Words_of_Love
0.5888357863647751,2.8958645602193087,0.6699020511879361,3.85549929442584,1.8646310280992964,0.3157894736842105,0.2727272727272727,0.375,0.631578947368421,0.5454545454545454,0.75,0.1333333333333333,0.1111111111111111,0.1666666666666666,0.5333333333333333,0.4444444444444444,0.6666666666666666,2,02_-_All_I've_Got_To_Do
0.5403026083468738,3.8414777476040456,0.7143988930119711,4.596814099314287,4.972286425352314,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,7,07_-_Here_Comes_The_Sun
0.6083659238943623,1.4429000679220216,1.3793574040660277,3.0607317388627244,1.5064427317780158,0.2105263157894737,0.2,0.2222222222222222,0.631578947368421,0.6,0.6666666666666666,0.0,0.0,0.0,0.5333333333333333,0.5,0.5714285714285714,1,01_-_It_Won't_Be_Long
0.6116441898549713,3.4046183266267747,1.191275126637457,6.169730523613637,2.3138160118068143,0.2105263157894737,0.1818181818181818,0.25,0.5263157894736842,0.4545454545454545,0.625,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,3,03_-_If_I_Fell
0.4728949037454486,5.871106157626485,1.575477060356704,6.812353170001927,3.2978538185035404,0.125,0.0952380952380952,0.1818181818181818,0.3749999999999999,0.2857142857142857,0.5454545454545454,0.0,0.0,0.0,0.2857142857142857,0.2105263157894736,0.4444444444444444,8,08_-_Within_You_Without_You
0.5433476710871481,2.3191499151008372,1.057651852831412,3.0475230055484133,3.2887182097669125,0.2222222222222222,0.2,0.25,0.4444444444444445,0.4,0.5,0.0869565217391304,0.0769230769230769,0.1,0.3478260869565217,0.3076923076923077,0.4,1,01_-_Two_of_Us
0.6116441898549713,2.404828981316456,1.8828557354167827,2.9043214885045643,2.9247966772444727,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,7,07_-_She_Said_She_Said
0.588835786364775,4.926805585521755,3.421100888050315,5.440779649300481,5.561433450000003,0.1904761904761905,0.1818181818181818,0.2,0.380952380952381,0.3636363636363636,0.4,0.0,0.0,0.0,0.2352941176470588,0.2222222222222222,0.25,10,10_-_I'm_Looking_Through_You
0.7589013869296573,5.571571708025683,0.0193877551020398,10.071959592134831,13.933340080509058,0.3636363636363636,0.4,0.3333333333333333,0.3636363636363636,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11,11_-_Mean_Mr_Mustard
0.5496608566248,4.373693136546791,4.19753155639647,4.842666354047701,5.211717346855238,0.1481481481481481,0.1666666666666666,0.1333333333333333,0.2962962962962963,0.3333333333333333,0.2666666666666666,0.0,0.0,0.0,0.1739130434782608,0.2,0.1538461538461538,3,03_-_I'm_Only_Sleeping
