OBJECTID,SUBJ_FIRE1850,SHAPE_Length,SHAPE_Area
1,200+,8.49179997511794,0.470961119286611
2,200+,0.0509724517971769,0.0001155812980438
3,200+,0.0465809252668983,0.0001500084683999
4,100_199,0.601990457972499,0.0218257841596354
5,100_199,0.769345957863494,0.0197722259901937
6,100_199,0.709165013537109,0.0119333119356427
7,100_199,0.191693431175398,0.0019023375432454
8,200+,0.837470245696371,0.0138907131394956
9,100_199,0.312206601001255,0.0024503440872027
10,100_199,0.488299781030694,0.0076352863807759
11,100_199,0.138217090688375,0.0010407129096259
12,BURNED,4.15818170170104,0.159974436896459
13,100_199,2.77961357787246,0.104856819826156
14,BURNED,0.236555378088013,0.0022402261619997
15,BURNED,0.127623992911309,0.0008097626367773
16,BURNED,0.537388280393144,0.0051498949658195
17,BURNED,0.0312600394455259,6.69067990968373e-05
18,BURNED,0.185886431169684,0.0008893556186343
19,BURNED,0.0499787631200863,0.0001516059517433
20,100_199,1.63585299679697,0.0269886337004677
21,BURNED,0.0738639509589103,0.0002925603385044
22,50_99,1.56807723061627,0.0178931134379058
23,BURNED,0.176653969866884,0.0017420780078485
24,BURNED,0.88407227019782,0.0159644062708788
25,200+,4.01729581940603,0.0980385205104716
26,BURNED,0.0610508325571891,0.0002442426434546
27,0_49,0.279354461095298,0.0019568621098796
28,BURNED,0.247659242153193,0.0016603222118211
29,BURNED,0.0974815181042323,0.0005405679963742
30,0_49,0.156869012735838,0.0007888470037709
31,100_199,0.51379754046293,0.0122383917127935
32,BURNED,0.0977483819468963,0.0004851148769899
33,200+,1.57998343310128,0.0327281547834096
34,BURNED,0.519805800779495,0.0101060446267503
35,0_49,0.49787340656818,0.0033441749016892
36,50_99,0.313368864461034,0.0022607086253448
37,BURNED,0.248025383446284,0.0027888674311634
38,50_99,0.210394860130964,0.0017947457639103
39,BURNED,0.178590574425479,0.0009346290140715
40,BURNED,0.142183355614866,0.0007430802019539
41,0_49,0.485198346075322,0.0047297892491509
42,50_99,0.513374230480543,0.0042818792281032
43,BURNED,0.0820945255175528,0.0003740774783856
44,BURNED,0.387848180521582,0.0035252767312705
45,50_99,0.200902344652345,0.0012645307844232
46,BURNED,0.18692886487368,0.0016199230203004
47,0_49,0.282094053270808,0.0011153284740373
48,50_99,0.711943629208142,0.0069258356256595
49,0_49,0.089466992534502,0.0004298051926599
50,0_49,0.0896563578654987,0.0003493701071863
51,BURNED,0.118036779556886,0.000735809447757
52,0_49,0.173530992679313,0.0015021283731607
53,BURNED,0.0890313319304085,0.0005803778356965
54,50_99,0.0994185688005419,0.0005823896502437
55,50_99,0.2846182119037,0.0022990522199208
56,0_49,0.327873357685162,0.001833365170389
57,BURNED,6.19832399088578,0.203312994279099
58,0_49,0.156055548775704,0.0006057733379399
59,50_99,0.184887740888917,0.0008586322911113
60,0_49,0.188890531353722,0.0012492033359983
61,0_49,0.0799606858330569,0.0003389047993054
62,0_49,0.11946875006185,0.0004201412252028
63,0_49,0.0589078932201801,0.0002175820490786
64,0_49,0.166347854133479,0.0009070738604482
65,200+,1.03074206083787,0.0125428366796306
66,0_49,0.101962223094329,0.0004476903269028
67,0_49,0.236422901065694,0.0013213190963377
68,0_49,0.102308680418725,0.0004526197350263
69,200+,0.20237197009196,0.0013640742982461
70,200+,0.116655541717704,0.000697713373552
71,200+,0.374090772160284,0.00291153971612
72,BURNED,0.187148405724791,0.0009889775387248
73,BURNED,0.091273908091053,0.0003625610880434
74,200+,1.54260934467326,0.0227086519219878
75,BURNED,0.128722545565827,0.0007307021207219
76,BURNED,0.118593023757659,0.0004545635319522
77,BURNED,0.194783309804186,0.0013250282644321
78,BURNED,0.0402320401066133,9.1717884027454e-05
79,BURNED,0.0943186813133956,0.0003342887931065
80,BURNED,0.147047107511963,0.0007626018824571
81,100_199,0.441575754830485,0.0095659827054646
82,200+,0.211185822145616,0.0014827755108808
83,BURNED,0.26816712734772,0.0016497999641093
84,BURNED,0.125161173068241,0.0004412211022078
85,200+,0.955542164331319,0.0243924281077347
86,200+,0.289378840361673,0.0016533748912141
87,BURNED,0.130223554648256,0.0005669178712121
88,BURNED,0.215882802816907,0.0019148411380306
89,BURNED,0.0937053158671602,0.0005124498203966
90,BURNED,0.222509987367591,0.0013774127539104
91,BURNED,0.136078469722447,0.0008241160943163
92,200+,1.4154922186023,0.0187452061840849
93,BURNED,0.0586311759344606,0.0002005967782416
94,BURNED,0.543781113891063,0.0035903837059797
95,BURNED,0.0663406136368271,0.0002461073352314
96,BURNED,0.119755965273515,0.0005684542415292
97,BURNED,0.165335834861467,0.0008491529598758
98,BURNED,0.536214596177324,0.0077509894966649
99,200+,0.144636472166645,0.0006949789487064
100,100_199,9.14000028473783,0.142165055401437
101,BURNED,0.148069504924484,0.000712896115769
102,BURNED,0.112140031300492,0.0008152653949218
103,BURNED,0.0597043162871293,0.0001752310456286
104,200+,0.133522064189633,0.0009199113412166
105,BURNED,0.598754097105034,0.0054312756989195
106,BURNED,0.210304473045342,0.0011779329629545
107,BURNED,0.104616070740509,0.0006916461834448
108,BURNED,2.70668883528346,0.0535404378213913
109,BURNED,1.11163310891119,0.0114232817230829
110,BURNED,0.101842821707391,0.0005970793972728
111,BURNED,0.337933306278539,0.00266708902859
112,BURNED,0.113917655750884,0.0006645680246046
113,100_199,0.631760366371427,0.004969899560819
114,BURNED,0.17484320726072,0.000963369089648
115,BURNED,0.0720218023565999,0.0003220166382255
116,BURNED,0.116627908462111,0.0006778210649826
117,BURNED,0.557993649736492,0.0063602998651047
118,BURNED,0.112109119510231,0.0006652357819941
119,200+,0.232448673356997,0.0023017507267795
120,BURNED,0.223190952210886,0.0023851717523056
121,BURNED,0.361721961359135,0.0037094077573906
122,BURNED,2.73376007632604,0.0311445813755733
123,100_199,0.730781700475113,0.0090779733804628
124,100_199,0.0784301808380413,0.0004580880293165
125,100_199,0.351270319876286,0.0045301338010371
126,BURNED,0.124344693896885,0.0006547180954042
127,BURNED,0.154251891040993,0.0008749430214411
128,BURNED,0.182845993637898,0.000818907015099
129,100_199,0.186996343646486,0.0016722399683074
130,BURNED,0.438675608915876,0.0031045881994943
131,BURNED,0.379766595183726,0.0037457597792477
132,BURNED,0.194604347617232,0.0010272132733256
133,BURNED,0.092582202715725,0.0004446706851915
134,BURNED,0.0868392980448098,0.0003829729107098
135,BURNED,0.0945680175496574,0.0004301084854496
136,BURNED,0.0826806437889246,0.0003947299629893
137,BURNED,0.499098699618961,0.0036673598773068
138,BURNED,0.068566025903654,0.0003091978897064
139,BURNED,0.164712129666718,0.000990944954809
140,BURNED,0.244254589454288,0.0014607980307482
141,BURNED,0.0617058607340697,0.0002491434738052
142,BURNED,0.0707587752784996,0.0002999108182263
143,BURNED,0.890291028452614,0.0121746648509764
144,BURNED,0.263926264421584,0.0018084373667609
145,BURNED,0.0875262764124112,0.0004290201981552
146,BURNED,0.0945758718689138,0.000317938353165
147,BURNED,0.0787136881458322,0.0003412205416543
148,BURNED,0.150396973359662,0.0008355929899494
