_Vehicle_Number,Fuel_Type,Gallons_Pumped,Mileage,Prior_Mileage,Date,Station_ID,OBJECTID
1500,Unleaded,1.672,0,148591,00:00:00,3,203
1500,Unleaded,1.329,0,148591,00:00:00,3,204
1500,Unleaded,2.913,0,148591,00:00:00,3,205
1500,Unleaded,7.684,0,148591,00:00:00,3,206
1500,Unleaded,2.038,0,148591,00:00:00,3,207
1500,Unleaded,2.505,0,148591,00:00:00,3,208
1500,Unleaded,3.002,0,148591,00:00:00,3,209
1500,Unleaded,2.201,0,148591,00:00:00,3,210
1500,Unleaded,9.702,0,148591,00:00:00,3,211
1500,Unleaded,3.0,0,148591,00:00:00,3,212
1500,Unleaded,10.004,0,148591,00:00:00,3,213
1500,Unleaded,2.98,0,148591,00:00:00,3,214
1500,Unleaded,0.691,0,148591,00:00:00,3,215
1500,Unleaded,2.0,0,148591,00:00:00,3,216
1500,Unleaded,0.99,0,148591,00:00:00,3,217
1500,Unleaded,2.117,0,148591,00:00:00,3,218
1500,Unleaded,1.274,0,148591,00:00:00,3,219
1500,Unleaded,1.712,0,148591,00:00:00,3,220
1500,Unleaded,5.774,0,148591,00:00:00,3,221
1500,Unleaded,1.011,0,148591,00:00:00,3,222
1500,Unleaded,1.469,0,148591,00:00:00,3,223
1500,Unleaded,2.332,0,148591,00:00:00,3,224
1500,Unleaded,1.231,0,148591,00:00:00,3,225
1500,Unleaded,2.545,0,148591,00:00:00,3,226
1500,Unleaded,1.001,0,148591,00:00:00,3,227
1500,Unleaded,1.005,0,148591,00:00:00,3,228
1500,Unleaded,3.0,0,148591,00:00:00,3,229
1500,Unleaded,2.656,0,148591,00:00:00,3,230
1500,Unleaded,1.129,0,148591,00:00:00,3,231
1735,Unleaded,2.1,0,148591,00:00:00,5,232
1824,Unleaded,1.078,0,0,00:00:00,2,233
1824,Unleaded,1.004,0,0,00:00:00,3,234
1824,Unleaded,0.295,0,0,00:00:00,3,235
1824,Unleaded,3.289,0,0,00:00:00,2,236
1824,Unleaded,1.009,0,0,00:00:00,2,237
1824,Unleaded,0.482,0,0,00:00:00,1,238
235,Unleaded,4.032,0,0,00:00:00,6,239
235,Unleaded,2.197,0,0,00:00:00,1,240
235,Unleaded,3.37,0,0,00:00:00,6,241
235,Unleaded,4.506,0,0,00:00:00,6,242
235,Unleaded,6.067,0,0,00:00:00,6,243
235,Unleaded,4.194,0,0,00:00:00,6,244
235,Unleaded,2.646,0,0,00:00:00,6,245
235,Unleaded,1.161,0,0,00:00:00,1,246
235,Unleaded,5.583,0,0,00:00:00,1,247
235,Unleaded,6.776,0,0,00:00:00,3,248
235,Unleaded,1.07,0,0,00:00:00,6,249
235,Unleaded,2.214,0,0,00:00:00,1,250
235,Unleaded,4.338,0,0,00:00:00,3,251
235,Unleaded,1.615,0,0,00:00:00,1,252
235,Unleaded,1.414,0,0,00:00:00,1,253
235,Unleaded,3.799,0,0,00:00:00,1,254
2500,Unleaded,0.0,0,52416,00:00:00,2,255
2500,Unleaded,5.003,0,52416,00:00:00,2,256
2500,Unleaded,10.0,0,52416,00:00:00,1,257
2500,Unleaded,2.782,0,52416,00:00:00,1,258
2500,Unleaded,6.622,0,52416,00:00:00,1,259
2500,Unleaded,4.675,0,52416,00:00:00,1,260
2500,Unleaded,3.325,0,52416,00:00:00,1,261
2500,Unleaded,7.994,0,52416,00:00:00,1,262
2500,Unleaded,2.103,0,52416,00:00:00,2,263
2500,Unleaded,6.456,0,52416,00:00:00,2,264
2500,Unleaded,6.886,0,52416,00:00:00,1,265
2500,Unleaded,6.434,0,52416,00:00:00,3,266
2500,Unleaded,6.174,0,52416,00:00:00,2,267
2500,Unleaded,9.355,0,52416,00:00:00,1,268
2500,Unleaded,10.0,0,52416,00:00:00,1,269
2500,Unleaded,5.204,0,52416,00:00:00,1,270
2500,Unleaded,5.491,0,52416,00:00:00,1,271
2500,Unleaded,2.364,0,52416,00:00:00,2,272
2600,Unleaded,2.144,0,96220,00:00:00,9,273
2600,Unleaded,1.49,0,96220,00:00:00,3,274
2600,Unleaded,2.001,0,96220,00:00:00,3,275
2600,Unleaded,1.49,0,96220,00:00:00,9,276
2600,Unleaded,1.446,0,96220,00:00:00,9,277
2600,Unleaded,1.443,0,96220,00:00:00,3,278
2600,Unleaded,1.813,0,96220,00:00:00,3,279
2600,Unleaded,1.267,0,96220,00:00:00,3,280
2600,Unleaded,1.001,0,96220,00:00:00,3,281
2620,Unleaded,2.473,0,0,00:00:00,5,282
2620,Unleaded,1.21,0,0,00:00:00,3,283
2900,Unleaded,5.054,0,169108,00:00:00,5,284
2900,Unleaded,4.765,0,169108,00:00:00,5,285
2900,Unleaded,6.013,0,169108,00:00:00,5,286
2900,Unleaded,5.912,0,169108,00:00:00,5,287
2900,Unleaded,6.524,0,169108,00:00:00,5,288
2900,Unleaded,5.103,0,169108,00:00:00,5,289
2900,Unleaded,4.77,0,169108,00:00:00,5,290
2900,Unleaded,4.544,0,169108,00:00:00,5,291
2900,Unleaded,4.906,0,169108,00:00:00,5,292
2900,Unleaded,5.084,0,169108,00:00:00,5,293
2900,Unleaded,5.064,0,169108,00:00:00,5,294
2900,Unleaded,8.268,0,169108,00:00:00,5,295
2900,Unleaded,5.0,0,169108,00:00:00,5,296
2900,Unleaded,9.34,0,169108,00:00:00,5,297
2900,Unleaded,5.015,0,169108,00:00:00,5,298
2900,Unleaded,4.672,0,169108,00:00:00,5,299
2900,Unleaded,4.496,0,169108,00:00:00,5,300
2900,Unleaded,5.03,0,169108,00:00:00,5,301
300,Unleaded,2.875,0,0,00:00:00,6,302
300,Unleaded,2.952,0,0,00:00:00,3,303
300,Unleaded,6.222,0,0,00:00:00,6,304
300,Unleaded,2.527,0,0,00:00:00,6,305
3228,Unleaded,2.287,0,52580,00:00:00,2,306
3228,Unleaded,1.091,0,52580,00:00:00,2,307
3228,Unleaded,1.212,0,52580,00:00:00,2,308
3228,Unleaded,0.939,0,52580,00:00:00,2,309
3228,Unleaded,2.218,0,52580,00:00:00,2,310
3228,Unleaded,1.007,0,52580,00:00:00,2,311
3228,Unleaded,2.311,0,52580,00:00:00,2,312
3228,Unleaded,3.127,0,52580,00:00:00,2,313
3228,Unleaded,0.985,0,52580,00:00:00,2,314
3228,Unleaded,1.88,0,52580,00:00:00,2,315
3228,Unleaded,0.868,0,52580,00:00:00,2,316
3228,Unleaded,0.675,0,52580,00:00:00,2,317
3228,Unleaded,1.731,0,52580,00:00:00,2,318
3228,Unleaded,1.764,0,52580,00:00:00,2,319
3228,Unleaded,12.735,0,52580,00:00:00,2,320
3228,Unleaded,5.995,0,52580,00:00:00,2,321
3228,Unleaded,0.921,0,52580,00:00:00,2,322
3228,Unleaded,2.49,0,52580,00:00:00,2,323
3228,Unleaded,4.187,0,52580,00:00:00,2,324
3228,Unleaded,0.81,0,52580,00:00:00,2,325
3228,Unleaded,1.428,0,52580,00:00:00,2,326
3228,Unleaded,0.661,0,52580,00:00:00,2,327
3228,Unleaded,4.015,0,52580,00:00:00,2,328
3228,Unleaded,2.002,0,52580,00:00:00,2,329
3228,Unleaded,0.964,0,52580,00:00:00,2,330
3228,Unleaded,1.204,0,52580,00:00:00,2,331
3228,Unleaded,5.039,0,52580,00:00:00,2,332
3228,Unleaded,0.639,0,52580,00:00:00,2,333
3228,Unleaded,1.591,0,52580,00:00:00,2,334
3228,Unleaded,1.607,0,52580,00:00:00,2,335
3228,Unleaded,0.951,0,52580,00:00:00,2,336
3228,Unleaded,2.122,0,52580,00:00:00,2,337
3228,Unleaded,0.97,0,52580,00:00:00,2,338
3228,Unleaded,0.7,0,52580,00:00:00,2,339
3228,Unleaded,1.633,0,52580,00:00:00,2,340
3228,Unleaded,1.274,0,52580,00:00:00,2,341
3228,Unleaded,0.782,0,52580,00:00:00,2,342
3228,Unleaded,2.725,0,52580,00:00:00,2,343
3228,Unleaded,0.937,0,52580,00:00:00,2,344
3228,Unleaded,6.447,0,52580,00:00:00,2,345
3228,Unleaded,1.93,0,52580,00:00:00,2,346
3228,Unleaded,0.962,0,52580,00:00:00,2,347
3228,Unleaded,0.939,0,52580,00:00:00,2,348
3228,Unleaded,2.926,0,52580,00:00:00,2,349
3228,Unleaded,0.948,0,52580,00:00:00,2,350
3228,Unleaded,0.966,0,52580,00:00:00,2,351
3228,Unleaded,0.959,0,52580,00:00:00,2,352
3228,Unleaded,1.044,0,52580,00:00:00,2,353
3228,Unleaded,2.493,0,52580,00:00:00,2,354
3228,Unleaded,1.128,0,52580,00:00:00,2,355
3228,Unleaded,0.904,0,52580,00:00:00,2,356
3228,Unleaded,1.896,0,52580,00:00:00,2,357
3228,Unleaded,1.032,0,52580,00:00:00,2,358
3228,Unleaded,1.393,0,52580,00:00:00,2,359
3228,Unleaded,1.826,0,52580,00:00:00,2,360
3228,Unleaded,0.842,0,52580,00:00:00,2,361
3228,Unleaded,0.524,0,52580,00:00:00,2,362
3228,Unleaded,7.005,0,52580,00:00:00,2,363
3228,Unleaded,0.655,0,52580,00:00:00,2,364
3228,Unleaded,1.258,0,52580,00:00:00,2,365
3228,Unleaded,1.866,0,52580,00:00:00,2,366
3228,Unleaded,0.965,0,52580,00:00:00,2,367
3228,Unleaded,1.292,0,52580,00:00:00,2,368
3228,Unleaded,0.023,0,52580,00:00:00,2,369
3228,Unleaded,2.337,0,52580,00:00:00,2,370
3228,Unleaded,0.742,0,52580,00:00:00,2,371
3228,Unleaded,0.857,0,52580,00:00:00,2,372
3228,Unleaded,0.436,0,52580,00:00:00,2,373
3228,Unleaded,0.736,0,52580,00:00:00,2,374
3228,Unleaded,0.981,0,52580,00:00:00,2,375
3228,Unleaded,2.613,0,52580,00:00:00,2,376
3228,Unleaded,0.952,0,52580,00:00:00,2,377
3228,Unleaded,0.437,0,52580,00:00:00,2,378
3228,Unleaded,2.0,0,52580,00:00:00,2,379
3228,Unleaded,1.675,0,52580,00:00:00,2,380
3228,Unleaded,0.855,0,52580,00:00:00,2,381
3228,Unleaded,0.846,0,52580,00:00:00,2,382
3228,Unleaded,2.698,0,52580,00:00:00,2,383
3228,Unleaded,1.669,0,52580,00:00:00,2,384
3228,Unleaded,1.905,0,52580,00:00:00,2,385
3228,Unleaded,2.197,0,52580,00:00:00,2,386
3228,Unleaded,0.889,0,52580,00:00:00,2,387
3228,Unleaded,2.978,0,52580,00:00:00,2,388
3228,Unleaded,1.511,0,52580,00:00:00,2,389
3228,Unleaded,0.62,0,52580,00:00:00,2,390
3228,Unleaded,0.164,0,52580,00:00:00,2,391
3228,Unleaded,1.573,0,52580,00:00:00,2,392
3228,Unleaded,0.971,0,52580,00:00:00,2,393
3228,Unleaded,1.085,0,52580,00:00:00,2,394
3228,Unleaded,0.736,0,52580,00:00:00,2,395
3228,Unleaded,0.776,0,52580,00:00:00,2,396
3228,Unleaded,1.144,0,52580,00:00:00,2,397
3228,Unleaded,0.928,0,52580,00:00:00,2,398
3228,Unleaded,4.034,0,52580,00:00:00,2,399
3228,Unleaded,5.113,0,52580,00:00:00,2,400
3228,Unleaded,0.888,0,52580,00:00:00,2,401
3228,Unleaded,1.989,0,52580,00:00:00,2,402
3228,Unleaded,2.064,0,52580,00:00:00,2,403
3228,Unleaded,0.978,0,52580,00:00:00,2,404
3228,Unleaded,1.84,0,52580,00:00:00,2,405
3228,Unleaded,0.839,0,52580,00:00:00,2,406
3228,Unleaded,0.961,0,52580,00:00:00,2,407
3228,Unleaded,0.0,0,52580,00:00:00,2,408
3228,Unleaded,2.441,0,52580,00:00:00,2,409
3228,Unleaded,0.864,0,52580,00:00:00,2,410
3228,Unleaded,0.862,0,52580,00:00:00,2,411
3228,Unleaded,0.79,0,52580,00:00:00,2,412
3228,Unleaded,0.552,0,52580,00:00:00,2,413
3228,Unleaded,0.889,0,52580,00:00:00,2,414
3228,Unleaded,0.738,0,52580,00:00:00,2,415
3228,Unleaded,2.6,0,52580,00:00:00,2,416
3228,Unleaded,0.984,0,52580,00:00:00,2,417
3228,Unleaded,3.905,0,52580,00:00:00,2,418
3228,Unleaded,1.086,0,52580,00:00:00,2,419
3228,Unleaded,0.971,0,52580,00:00:00,2,420
3228,Unleaded,3.344,0,52580,00:00:00,2,421
3228,Unleaded,0.591,0,52580,00:00:00,2,422
3228,Unleaded,1.708,0,52580,00:00:00,2,423
3228,Unleaded,1.005,0,52580,00:00:00,2,424
3228,Unleaded,1.007,0,52580,00:00:00,2,425
3228,Unleaded,1.752,0,52580,00:00:00,2,426
3228,Unleaded,1.514,0,52580,00:00:00,2,427
3228,Unleaded,0.978,0,52580,00:00:00,2,428
3228,Unleaded,0.893,0,52580,00:00:00,2,429
3401,Unleaded,0.64,0,132384,00:00:00,5,430
3401,Unleaded,7.003,0,132384,00:00:00,5,431
3401,Unleaded,0.248,0,132384,00:00:00,5,432
3401,Unleaded,1.072,0,132384,00:00:00,5,433
3401,Unleaded,2.245,0,132384,00:00:00,5,434
3401,Unleaded,1.26,0,132384,00:00:00,5,435
3401,Unleaded,1.009,0,132384,00:00:00,5,436
3401,Unleaded,1.039,0,132384,00:00:00,5,437
3401,Unleaded,0.458,0,132384,00:00:00,5,438
3401,Unleaded,0.618,0,132384,00:00:00,5,439
3401,Unleaded,1.523,0,132384,00:00:00,5,440
3401,Unleaded,2.761,0,132384,00:00:00,5,441
3401,Unleaded,3.622,0,132384,00:00:00,5,442
3401,Unleaded,4.786,0,132384,00:00:00,5,443
3401,Unleaded,1.153,0,132384,00:00:00,5,444
3401,Unleaded,1.029,0,132384,00:00:00,5,445
3401,Unleaded,7.308,0,132384,00:00:00,5,446
3401,Unleaded,1.993,0,132384,00:00:00,5,447
3401,Unleaded,1.013,0,132384,00:00:00,5,448
3401,Unleaded,1.045,0,132384,00:00:00,5,449
3401,Unleaded,4.054,0,132384,00:00:00,5,450
3401,Unleaded,6.832,0,132384,00:00:00,5,451
3401,Unleaded,1.0,0,132384,00:00:00,5,452
3401,Unleaded,2.004,0,132384,00:00:00,5,453
3401,Unleaded,0.757,0,132384,00:00:00,5,454
3401,Unleaded,0.0,0,132384,00:00:00,5,455
3401,Unleaded,0.998,0,132384,00:00:00,5,456
3401,Unleaded,0.833,0,132384,00:00:00,5,457
3401,Unleaded,6.41,0,132384,00:00:00,5,458
3401,Unleaded,1.017,0,132384,00:00:00,5,459
3401,Unleaded,5.735,0,132384,00:00:00,5,460
3401,Unleaded,2.764,0,132384,00:00:00,5,461
3401,Unleaded,2.604,0,132384,00:00:00,5,462
3401,Unleaded,0.522,0,132384,00:00:00,5,463
3401,Unleaded,3.068,0,132384,00:00:00,2,464
3401,Unleaded,1.017,0,132384,00:00:00,1,465
3401,Unleaded,4.249,0,132384,00:00:00,5,466
3401,Unleaded,0.935,0,132384,00:00:00,5,467
3401,Unleaded,2.411,0,132384,00:00:00,5,468
3401,Unleaded,1.005,0,132384,00:00:00,5,469
3401,Unleaded,0.999,0,132384,00:00:00,5,470
3401,Unleaded,0.693,0,132384,00:00:00,5,471
3401,Unleaded,1.251,0,132384,00:00:00,5,472
3401,Unleaded,0.98,0,132384,00:00:00,5,473
3401,Unleaded,1.625,0,132384,00:00:00,5,474
3401,Unleaded,5.403,0,132384,00:00:00,5,475
3401,Unleaded,0.867,0,132384,00:00:00,5,476
3401,Unleaded,2.823,0,132384,00:00:00,2,477
3401,Unleaded,2.639,0,132384,00:00:00,5,478
3401,Unleaded,3.213,0,132384,00:00:00,5,479
3401,Unleaded,3.669,0,132384,00:00:00,5,480
3401,Unleaded,2.343,0,132384,00:00:00,2,481
3401,Unleaded,0.779,0,132384,00:00:00,2,482
3401,Unleaded,1.229,0,132384,00:00:00,2,483
3401,Unleaded,4.025,0,132384,00:00:00,2,484
3401,Unleaded,2.806,0,132384,00:00:00,2,485
3401,Unleaded,1.006,0,132384,00:00:00,5,486
3401,Unleaded,2.604,0,132384,00:00:00,5,487
3401,Unleaded,1.377,0,132384,00:00:00,5,488
3401,Unleaded,2.003,0,132384,00:00:00,5,489
3401,Unleaded,0.967,0,132384,00:00:00,5,490
3401,Unleaded,1.065,0,132384,00:00:00,5,491
3401,Unleaded,1.033,0,132384,00:00:00,5,492
3401,Unleaded,0.895,0,132384,00:00:00,5,493
3401,Unleaded,0.872,0,132384,00:00:00,5,494
