Geo_FIPS,StateFIPS,CountyFIPS,TractFIPS,BlockgroupFIPS,TotalPopEst2015_19ACS,YearOfStartDate,UnderAge1PopEst2015_19ACS,Age0to17PopEst2015_19ACS,Unique0to17WithED_Visit,Unique0to17WithED_VisitPer100,NumberED_VisitsAge0to17,ED_VisitsPer100Age0to17,NumberLowAcuityED_VisitsAge0to17,LowAcuityED_VisitsPer100Age0to17,NumberAsthmaRelatedED_Visits,AsthmaRelatedED_VisitsPer100Age0to17,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,InjuryRelatedEDVisitsPer100Age0to17,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AcuteRespiratoryTractInfectionRelatedED_VisitsPer100Age0to17
420031919002,42,3,191900,2,651,2017.0,3.8,69,32.0,46.4,53.0,76.8,23.0,33.3,16.0,23.2,3.0,,0.0,8.0,11.6
420031919002,42,3,191900,2,651,2018.0,3.8,69,36.0,52.2,54.0,78.3,22.0,31.9,6.0,8.7,7.0,,0.0,8.0,11.6
420031919002,42,3,191900,2,651,2019.0,3.8,69,41.0,59.4,68.0,98.6,41.0,59.4,8.0,11.6,15.0,3.0,4.3,8.0,11.6
420031919003,42,3,191900,3,591,2016.0,11.6,73,18.0,24.7,28.0,38.4,5.0,6.8,11.0,15.1,2.0,,0.0,5.0,6.8
420031919003,42,3,191900,3,591,2017.0,11.6,73,15.0,20.5,23.0,31.5,10.0,13.7,11.0,15.1,9.0,,0.0,4.0,5.5
420031919003,42,3,191900,3,591,2018.0,11.6,73,19.0,26.0,33.0,45.2,25.0,34.2,9.0,12.3,6.0,1.0,1.4,7.0,9.6
420031919003,42,3,191900,3,591,2019.0,11.6,73,18.0,24.7,44.0,60.3,28.0,38.4,7.0,9.6,17.0,,0.0,5.0,6.8
420031920001,42,3,192000,1,454,2016.0,0.0,8,27.0,337.5,43.0,537.5,24.0,300.0,13.0,162.5,1.0,,0.0,6.0,75.0
420031920001,42,3,192000,1,454,2017.0,0.0,8,27.0,337.5,42.0,525.0,16.0,200.0,9.0,112.5,1.0,1.0,12.5,2.0,25.0
420031920001,42,3,192000,1,454,2018.0,0.0,8,20.0,250.0,38.0,475.0,14.0,175.0,11.0,137.5,2.0,,0.0,6.0,75.0
420031920001,42,3,192000,1,454,2019.0,0.0,8,17.0,212.5,29.0,362.5,15.0,187.5,4.0,50.0,,,0.0,1.0,12.5
420031920002,42,3,192000,2,495,2016.0,0.0,55,13.0,23.6,16.0,29.1,4.0,7.3,1.0,1.8,1.0,,0.0,4.0,7.3
420031920002,42,3,192000,2,495,2017.0,0.0,55,12.0,21.8,15.0,27.3,10.0,18.2,3.0,5.5,3.0,,0.0,6.0,10.9
420031920002,42,3,192000,2,495,2018.0,0.0,55,13.0,23.6,15.0,27.3,9.0,16.4,2.0,3.6,3.0,,0.0,2.0,3.6
420031920002,42,3,192000,2,495,2019.0,0.0,55,14.0,25.5,17.0,30.9,11.0,20.0,3.0,5.5,1.0,,0.0,4.0,7.3
420031920003,42,3,192000,3,1071,2016.0,30.8,337,27.0,8.0,40.0,11.9,13.0,3.9,4.0,1.2,2.0,1.0,0.3,6.0,1.8
420031920003,42,3,192000,3,1071,2017.0,30.8,337,23.0,6.8,37.0,11.0,16.0,4.7,7.0,2.1,3.0,,0.0,1.0,0.3
420031920003,42,3,192000,3,1071,2018.0,30.8,337,22.0,6.5,33.0,9.8,23.0,6.8,3.0,0.9,2.0,1.0,0.3,3.0,0.9
420031920003,42,3,192000,3,1071,2019.0,30.8,337,17.0,5.0,23.0,6.8,14.0,4.2,,0.0,4.0,,0.0,2.0,0.6
420031920004,42,3,192000,4,771,2016.0,0.0,129,29.0,22.5,39.0,30.2,13.0,10.1,7.0,5.4,7.0,1.0,0.8,6.0,4.7
420031920004,42,3,192000,4,771,2017.0,0.0,129,25.0,19.4,40.0,31.0,12.0,9.3,10.0,7.8,6.0,,0.0,7.0,5.4
420031920004,42,3,192000,4,771,2018.0,0.0,129,37.0,28.7,54.0,41.9,39.0,30.2,5.0,3.9,7.0,,0.0,6.0,4.7
420031920004,42,3,192000,4,771,2019.0,0.0,129,39.0,30.2,64.0,49.6,34.0,26.4,12.0,9.3,2.0,,0.0,9.0,7.0
420031920005,42,3,192000,5,784,2016.0,3.0,163,34.0,20.9,51.0,31.3,16.0,9.8,9.0,5.5,2.0,,0.0,10.0,6.1
420031920005,42,3,192000,5,784,2017.0,3.0,163,19.0,11.7,38.0,23.3,19.0,11.7,3.0,1.8,3.0,,0.0,10.0,6.1
420031920005,42,3,192000,5,784,2018.0,3.0,163,26.0,16.0,37.0,22.7,13.0,8.0,2.0,1.2,5.0,,0.0,4.0,2.5
420031920005,42,3,192000,5,784,2019.0,3.0,163,19.0,11.7,28.0,17.2,16.0,9.8,,0.0,4.0,1.0,0.6,4.0,2.5
420032022001,42,3,202200,1,1669,2016.0,34.6,748,77.0,10.3,127.0,17.0,54.0,7.2,57.0,7.6,9.0,1.0,0.1,23.0,3.1
420032022001,42,3,202200,1,1669,2017.0,34.6,748,72.0,9.6,131.0,17.5,54.0,7.2,43.0,5.7,22.0,1.0,0.1,26.0,3.5
420032022001,42,3,202200,1,1669,2018.0,34.6,748,83.0,11.1,158.0,21.1,81.0,10.8,59.0,7.9,25.0,1.0,0.1,23.0,3.1
420032022001,42,3,202200,1,1669,2019.0,34.6,748,69.0,9.2,132.0,17.6,88.0,11.8,31.0,4.1,30.0,2.0,0.3,20.0,2.7
420032022002,42,3,202200,2,691,2016.0,5.8,196,58.0,29.6,104.0,53.1,45.0,23.0,25.0,12.8,23.0,1.0,0.5,21.0,10.7
420032022002,42,3,202200,2,691,2017.0,5.8,196,56.0,28.6,90.0,45.9,43.0,21.9,17.0,8.7,9.0,,0.0,14.0,7.1
420032022002,42,3,202200,2,691,2018.0,5.8,196,67.0,34.2,120.0,61.2,60.0,30.6,18.0,9.2,25.0,1.0,0.5,22.0,11.2
420032022002,42,3,202200,2,691,2019.0,5.8,196,61.0,31.1,120.0,61.2,84.0,42.9,15.0,7.7,30.0,1.0,0.5,26.0,13.3
420032022003,42,3,202200,3,742,2016.0,7.8,95,38.0,40.0,65.0,68.4,29.0,30.5,12.0,12.6,7.0,1.0,1.1,15.0,15.8
420032022003,42,3,202200,3,742,2017.0,7.8,95,44.0,46.3,67.0,70.5,28.0,29.5,15.0,15.8,9.0,1.0,1.1,12.0,12.6
420032022003,42,3,202200,3,742,2018.0,7.8,95,42.0,44.2,67.0,70.5,45.0,47.4,10.0,10.5,14.0,2.0,2.1,13.0,13.7
420032022003,42,3,202200,3,742,2019.0,7.8,95,40.0,42.1,51.0,53.7,31.0,32.6,5.0,5.3,8.0,1.0,1.1,13.0,13.7
420032023001,42,3,202300,1,948,2016.0,6.8,34,5.0,14.7,11.0,32.4,4.0,11.8,,0.0,1.0,,0.0,1.0,2.9
420032023001,42,3,202300,1,948,2017.0,6.8,34,15.0,44.1,20.0,58.8,8.0,23.5,2.0,5.9,7.0,2.0,5.9,1.0,2.9
420032023001,42,3,202300,1,948,2018.0,6.8,34,18.0,52.9,23.0,67.6,15.0,44.1,1.0,2.9,6.0,3.0,8.8,2.0,5.9
420032023001,42,3,202300,1,948,2019.0,6.8,34,18.0,52.9,23.0,67.6,11.0,32.4,3.0,8.8,3.0,,0.0,1.0,2.9
420032023002,42,3,202300,2,913,2016.0,6.4,106,19.0,17.9,30.0,28.3,6.0,5.7,2.0,1.9,1.0,1.0,0.9,3.0,2.8
420032023002,42,3,202300,2,913,2017.0,6.4,106,24.0,22.6,37.0,34.9,16.0,15.1,1.0,0.9,6.0,2.0,1.9,2.0,1.9
420032023002,42,3,202300,2,913,2018.0,6.4,106,19.0,17.9,30.0,28.3,14.0,13.2,3.0,2.8,5.0,,0.0,5.0,4.7
420032023002,42,3,202300,2,913,2019.0,6.4,106,20.0,18.9,32.0,30.2,24.0,22.6,1.0,0.9,7.0,1.0,0.9,4.0,3.8
420032023003,42,3,202300,3,715,2016.0,12.0,99,29.0,29.3,42.0,42.4,16.0,16.2,6.0,6.1,8.0,,0.0,5.0,5.1
420032023003,42,3,202300,3,715,2017.0,12.0,99,31.0,31.3,52.0,52.5,16.0,16.2,20.0,20.2,5.0,1.0,1.0,8.0,8.1
420032023003,42,3,202300,3,715,2018.0,12.0,99,18.0,18.2,31.0,31.3,16.0,16.2,8.0,8.1,2.0,1.0,1.0,1.0,1.0
420032023003,42,3,202300,3,715,2019.0,12.0,99,24.0,24.2,33.0,33.3,19.0,19.2,7.0,7.1,6.0,,0.0,3.0,3.0
420032023004,42,3,202300,4,1230,2016.0,5.6,45,24.0,53.3,39.0,86.7,15.0,33.3,5.0,11.1,9.0,,0.0,8.0,17.8
420032023004,42,3,202300,4,1230,2017.0,5.6,45,33.0,73.3,43.0,95.6,17.0,37.8,7.0,15.6,17.0,3.0,6.7,9.0,20.0
420032023004,42,3,202300,4,1230,2018.0,5.6,45,38.0,84.4,55.0,122.2,34.0,75.6,5.0,11.1,20.0,2.0,4.4,11.0,24.4
420032023004,42,3,202300,4,1230,2019.0,5.6,45,46.0,102.2,71.0,157.8,36.0,80.0,6.0,13.3,25.0,5.0,11.1,10.0,22.2
420032107001,42,3,210700,1,1400,2016.0,10.4,154,47.0,30.5,77.0,50.0,41.0,26.6,7.0,4.5,2.0,,0.0,9.0,5.8
420032107001,42,3,210700,1,1400,2017.0,10.4,154,39.0,25.3,65.0,42.2,38.0,24.7,12.0,7.8,12.0,2.0,1.3,17.0,11.0
420032107001,42,3,210700,1,1400,2018.0,10.4,154,44.0,28.6,91.0,59.1,53.0,34.4,21.0,13.6,16.0,3.0,1.9,27.0,17.5
420032107001,42,3,210700,1,1400,2019.0,10.4,154,51.0,33.1,98.0,63.6,57.0,37.0,20.0,13.0,14.0,1.0,0.6,17.0,11.0
420032107002,42,3,210700,2,823,2016.0,8.2,168,38.0,22.6,69.0,41.1,45.0,26.8,26.0,15.5,15.0,2.0,1.2,10.0,6.0
420032107002,42,3,210700,2,823,2017.0,8.2,168,42.0,25.0,56.0,33.3,32.0,19.0,14.0,8.3,3.0,,0.0,6.0,3.6
420032107002,42,3,210700,2,823,2018.0,8.2,168,35.0,20.8,52.0,31.0,38.0,22.6,13.0,7.7,7.0,2.0,1.2,12.0,7.1
420032107002,42,3,210700,2,823,2019.0,8.2,168,44.0,26.2,72.0,42.9,51.0,30.4,7.0,4.2,13.0,,0.0,14.0,8.3
420032206001,42,3,220600,1,1269,2016.0,10.2,126,16.0,12.7,19.0,15.1,7.0,5.6,1.0,0.8,4.0,,0.0,4.0,3.2
420032206001,42,3,220600,1,1269,2017.0,10.2,126,18.0,14.3,31.0,24.6,19.0,15.1,2.0,1.6,3.0,1.0,0.8,2.0,1.6
420032206001,42,3,220600,1,1269,2018.0,10.2,126,9.0,7.1,14.0,11.1,8.0,6.3,1.0,0.8,2.0,,0.0,2.0,1.6
420032206001,42,3,220600,1,1269,2019.0,10.2,126,17.0,13.5,24.0,19.0,13.0,10.3,,0.0,3.0,,0.0,2.0,1.6
420032206002,42,3,220600,2,536,2016.0,7.8,90,11.0,12.2,29.0,32.2,12.0,13.3,23.0,25.6,,,0.0,5.0,5.6
420032206002,42,3,220600,2,536,2017.0,7.8,90,21.0,23.3,41.0,45.6,18.0,20.0,25.0,27.8,11.0,,0.0,8.0,8.9
420032206002,42,3,220600,2,536,2018.0,7.8,90,18.0,20.0,33.0,36.7,17.0,18.9,18.0,20.0,3.0,,0.0,4.0,4.4
420032206002,42,3,220600,2,536,2019.0,7.8,90,19.0,21.1,34.0,37.8,18.0,20.0,22.0,24.4,,,0.0,8.0,8.9
420032406001,42,3,240600,1,1571,2016.0,24.2,178,53.0,29.8,81.0,45.5,44.0,24.7,21.0,11.8,8.0,,0.0,12.0,6.7
420032406001,42,3,240600,1,1571,2017.0,24.2,178,42.0,23.6,60.0,33.7,21.0,11.8,8.0,4.5,3.0,,0.0,13.0,7.3
420032406001,42,3,240600,1,1571,2018.0,24.2,178,41.0,23.0,61.0,34.3,28.0,15.7,8.0,4.5,7.0,2.0,1.1,7.0,3.9
420032406001,42,3,240600,1,1571,2019.0,24.2,178,48.0,27.0,86.0,48.3,53.0,29.8,14.0,7.9,14.0,,0.0,14.0,7.9
420032406002,42,3,240600,2,755,2016.0,0.0,43,49.0,114.0,88.0,204.7,35.0,81.4,27.0,62.8,12.0,,0.0,19.0,44.2
420032406002,42,3,240600,2,755,2017.0,0.0,43,47.0,109.3,100.0,232.6,58.0,134.9,36.0,83.7,19.0,2.0,4.7,13.0,30.2
420032406002,42,3,240600,2,755,2018.0,0.0,43,52.0,120.9,99.0,230.2,66.0,153.5,24.0,55.8,15.0,2.0,4.7,17.0,39.5
420032406002,42,3,240600,2,755,2019.0,0.0,43,48.0,111.6,87.0,202.3,60.0,139.5,16.0,37.2,13.0,,0.0,13.0,30.2
420032412001,42,3,241200,1,282,2016.0,1.4,52,30.0,57.7,47.0,90.4,21.0,40.4,14.0,26.9,5.0,1.0,1.9,6.0,11.5
420032412001,42,3,241200,1,282,2017.0,1.4,52,20.0,38.5,41.0,78.8,20.0,38.5,9.0,17.3,1.0,,0.0,8.0,15.4
420032412001,42,3,241200,1,282,2018.0,1.4,52,25.0,48.1,37.0,71.2,20.0,38.5,1.0,1.9,3.0,,0.0,4.0,7.7
420032412001,42,3,241200,1,282,2019.0,1.4,52,21.0,40.4,56.0,107.7,34.0,65.4,17.0,32.7,12.0,,0.0,9.0,17.3
420032412002,42,3,241200,2,439,2016.0,0.0,34,14.0,41.2,21.0,61.8,11.0,32.4,4.0,11.8,,,0.0,1.0,2.9
420032412002,42,3,241200,2,439,2017.0,0.0,34,13.0,38.2,22.0,64.7,11.0,32.4,1.0,2.9,3.0,,0.0,4.0,11.8
420032412002,42,3,241200,2,439,2018.0,0.0,34,12.0,35.3,17.0,50.0,10.0,29.4,1.0,2.9,2.0,1.0,2.9,2.0,5.9
420032412002,42,3,241200,2,439,2019.0,0.0,34,8.0,23.5,12.0,35.3,10.0,29.4,2.0,5.9,1.0,,0.0,2.0,5.9
420032503001,42,3,250300,1,1154,2016.0,19.0,211,47.0,22.3,72.0,34.1,44.0,20.9,16.0,7.6,19.0,2.0,0.9,21.0,10.0
420032503001,42,3,250300,1,1154,2017.0,19.0,211,39.0,18.5,60.0,28.4,31.0,14.7,11.0,5.2,10.0,,0.0,9.0,4.3
420032503001,42,3,250300,1,1154,2018.0,19.0,211,44.0,20.9,60.0,28.4,30.0,14.2,16.0,7.6,14.0,3.0,1.4,16.0,7.6
420032503001,42,3,250300,1,1154,2019.0,19.0,211,38.0,18.0,64.0,30.3,44.0,20.9,13.0,6.2,12.0,,0.0,16.0,7.6
420032507001,42,3,250700,1,601,2016.0,11.2,165,54.0,32.7,116.0,70.3,60.0,36.4,37.0,22.4,27.0,1.0,0.6,31.0,18.8
420032507001,42,3,250700,1,601,2017.0,11.2,165,54.0,32.7,105.0,63.6,61.0,37.0,38.0,23.0,16.0,2.0,1.2,14.0,8.5
420032507001,42,3,250700,1,601,2018.0,11.2,165,65.0,39.4,121.0,73.3,74.0,44.8,25.0,15.2,22.0,4.0,2.4,28.0,17.0
420032507001,42,3,250700,1,601,2019.0,11.2,165,61.0,37.0,103.0,62.4,72.0,43.6,14.0,8.5,9.0,,0.0,15.0,9.1
420032509001,42,3,250900,1,661,2016.0,11.4,88,47.0,53.4,83.0,94.3,32.0,36.4,23.0,26.1,13.0,2.0,2.3,10.0,11.4
420032509001,42,3,250900,1,661,2017.0,11.4,88,60.0,68.2,115.0,130.7,65.0,73.9,25.0,28.4,48.0,5.0,5.7,30.0,34.1
420032509001,42,3,250900,1,661,2018.0,11.4,88,44.0,50.0,77.0,87.5,54.0,61.4,13.0,14.8,24.0,1.0,1.1,12.0,13.6
420032509001,42,3,250900,1,661,2019.0,11.4,88,58.0,65.9,110.0,125.0,74.0,84.1,11.0,12.5,26.0,1.0,1.1,26.0,29.5
420032509002,42,3,250900,2,365,2016.0,1.6,30,6.0,20.0,6.0,20.0,2.0,6.7,1.0,3.3,1.0,,0.0,5.0,16.7
420032509002,42,3,250900,2,365,2017.0,1.6,30,11.0,36.7,13.0,43.3,2.0,6.7,2.0,6.7,2.0,,0.0,2.0,6.7
420032509002,42,3,250900,2,365,2018.0,1.6,30,10.0,33.3,16.0,53.3,12.0,40.0,1.0,3.3,3.0,,0.0,2.0,6.7
420032509002,42,3,250900,2,365,2019.0,1.6,30,12.0,40.0,20.0,66.7,14.0,46.7,6.0,20.0,2.0,,0.0,8.0,26.7
420032602001,42,3,260200,1,743,2016.0,5.6,80,15.0,18.8,28.0,35.0,10.0,12.5,8.0,10.0,2.0,,0.0,4.0,5.0
420032602001,42,3,260200,1,743,2017.0,5.6,80,11.0,13.8,28.0,35.0,20.0,25.0,11.0,13.8,7.0,1.0,1.3,13.0,16.3
420032602001,42,3,260200,1,743,2018.0,5.6,80,17.0,21.3,40.0,50.0,21.0,26.3,12.0,15.0,5.0,1.0,1.3,13.0,16.3
420032602001,42,3,260200,1,743,2019.0,5.6,80,16.0,20.0,39.0,48.8,18.0,22.5,5.0,6.3,,,0.0,9.0,11.3
420032602002,42,3,260200,2,951,2016.0,11.8,188,53.0,28.2,94.0,50.0,41.0,21.8,31.0,16.5,8.0,1.0,0.5,12.0,6.4
420032602002,42,3,260200,2,951,2017.0,11.8,188,51.0,27.1,79.0,42.0,36.0,19.1,24.0,12.8,8.0,1.0,0.5,14.0,7.4
420032602002,42,3,260200,2,951,2018.0,11.8,188,57.0,30.3,87.0,46.3,52.0,27.7,15.0,8.0,12.0,2.0,1.1,15.0,8.0
420032602002,42,3,260200,2,951,2019.0,11.8,188,51.0,27.1,87.0,46.3,48.0,25.5,18.0,9.6,14.0,2.0,1.1,15.0,8.0
420032602003,42,3,260200,3,386,2016.0,0.0,96,24.0,25.0,44.0,45.8,19.0,19.8,17.0,17.7,3.0,,0.0,5.0,5.2
420032602003,42,3,260200,3,386,2017.0,0.0,96,35.0,36.5,60.0,62.5,19.0,19.8,22.0,22.9,5.0,,0.0,5.0,5.2
420032602003,42,3,260200,3,386,2018.0,0.0,96,35.0,36.5,57.0,59.4,38.0,39.6,16.0,16.7,7.0,,0.0,10.0,10.4
420032602003,42,3,260200,3,386,2019.0,0.0,96,21.0,21.9,37.0,38.5,24.0,25.0,9.0,9.4,3.0,,0.0,4.0,4.2
420032607001,42,3,260700,1,438,2016.0,4.4,50,59.0,118.0,92.0,184.0,46.0,92.0,10.0,20.0,17.0,,0.0,18.0,36.0
420032607001,42,3,260700,1,438,2017.0,4.4,50,47.0,94.0,91.0,182.0,42.0,84.0,14.0,28.0,9.0,1.0,2.0,12.0,24.0
420032607001,42,3,260700,1,438,2018.0,4.4,50,64.0,128.0,108.0,216.0,58.0,116.0,17.0,34.0,16.0,,0.0,16.0,32.0
420032607001,42,3,260700,1,438,2019.0,4.4,50,70.0,140.0,123.0,246.0,86.0,172.0,16.0,32.0,18.0,1.0,2.0,27.0,54.0
420032607002,42,3,260700,2,1076,2016.0,21.2,241,41.0,17.0,69.0,28.6,33.0,13.7,22.0,9.1,5.0,,0.0,7.0,2.9
420032607002,42,3,260700,2,1076,2017.0,21.2,241,51.0,21.2,78.0,32.4,31.0,12.9,16.0,6.6,9.0,,0.0,8.0,3.3
420032607002,42,3,260700,2,1076,2018.0,21.2,241,62.0,25.7,93.0,38.6,51.0,21.2,19.0,7.9,18.0,,0.0,16.0,6.6
420032607002,42,3,260700,2,1076,2019.0,21.2,241,50.0,20.7,73.0,30.3,44.0,18.3,11.0,4.6,10.0,1.0,0.4,11.0,4.6
420032609001,42,3,260900,1,1698,2016.0,57.2,619,218.0,35.2,378.0,61.1,211.0,34.1,89.0,14.4,48.0,2.0,0.3,61.0,9.9
420032609001,42,3,260900,1,1698,2017.0,57.2,619,234.0,37.8,397.0,64.1,207.0,33.4,92.0,14.9,68.0,3.0,0.5,79.0,12.8
420032609001,42,3,260900,1,1698,2018.0,57.2,619,229.0,37.0,401.0,64.8,251.0,40.5,95.0,15.3,85.0,5.0,0.8,94.0,15.2
420032609001,42,3,260900,1,1698,2019.0,57.2,619,258.0,41.7,460.0,74.3,294.0,47.5,89.0,14.4,65.0,1.0,0.2,90.0,14.5
420032612001,42,3,261200,1,1019,2016.0,13.6,231,34.0,14.7,56.0,24.2,17.0,7.4,4.0,1.7,9.0,2.0,0.9,7.0,3.0
420032612001,42,3,261200,1,1019,2017.0,13.6,231,40.0,17.3,55.0,23.8,25.0,10.8,7.0,3.0,9.0,,0.0,9.0,3.9
420032612001,42,3,261200,1,1019,2018.0,13.6,231,33.0,14.3,50.0,21.6,23.0,10.0,11.0,4.8,2.0,,0.0,6.0,2.6
420032612001,42,3,261200,1,1019,2019.0,13.6,231,32.0,13.9,42.0,18.2,20.0,8.7,6.0,2.6,3.0,,0.0,4.0,1.7
420032614001,42,3,261400,1,714,2016.0,10.6,159,59.0,37.1,97.0,61.0,54.0,34.0,27.0,17.0,15.0,1.0,0.6,17.0,10.7
420032614001,42,3,261400,1,714,2017.0,10.6,159,61.0,38.4,116.0,73.0,51.0,32.1,25.0,15.7,10.0,,0.0,22.0,13.8
420032614001,42,3,261400,1,714,2018.0,10.6,159,69.0,43.4,126.0,79.2,70.0,44.0,26.0,16.4,8.0,,0.0,21.0,13.2
420032614001,42,3,261400,1,714,2019.0,10.6,159,66.0,41.5,127.0,79.9,55.0,34.6,40.0,25.2,16.0,1.0,0.6,19.0,11.9
420032614002,42,3,261400,2,329,2016.0,5.6,42,29.0,69.0,53.0,126.2,29.0,69.0,12.0,28.6,7.0,,0.0,13.0,31.0
420032614002,42,3,261400,2,329,2017.0,5.6,42,20.0,47.6,26.0,61.9,23.0,54.8,1.0,2.4,3.0,,0.0,5.0,11.9
420032614002,42,3,261400,2,329,2018.0,5.6,42,30.0,71.4,44.0,104.8,29.0,69.0,5.0,11.9,11.0,,0.0,14.0,33.3
420032614002,42,3,261400,2,329,2019.0,5.6,42,26.0,61.9,38.0,90.5,31.0,73.8,9.0,21.4,4.0,,0.0,7.0,16.7
420032614003,42,3,261400,3,511,2016.0,2.4,128,28.0,21.9,50.0,39.1,31.0,24.2,15.0,11.7,5.0,,0.0,13.0,10.2
420032614003,42,3,261400,3,511,2017.0,2.4,128,33.0,25.8,55.0,43.0,34.0,26.6,15.0,11.7,5.0,,0.0,16.0,12.5
420032614003,42,3,261400,3,511,2018.0,2.4,128,30.0,23.4,48.0,37.5,27.0,21.1,7.0,5.5,5.0,,0.0,8.0,6.3
420032614003,42,3,261400,3,511,2019.0,2.4,128,32.0,25.0,66.0,51.6,41.0,32.0,8.0,6.3,6.0,1.0,0.8,10.0,7.8
420032614004,42,3,261400,4,651,2016.0,9.0,102,40.0,39.2,76.0,74.5,39.0,38.2,25.0,24.5,7.0,,0.0,16.0,15.7
420032614004,42,3,261400,4,651,2017.0,9.0,102,38.0,37.3,60.0,58.8,25.0,24.5,18.0,17.6,13.0,2.0,2.0,7.0,6.9
420032614004,42,3,261400,4,651,2018.0,9.0,102,46.0,45.1,74.0,72.5,42.0,41.2,16.0,15.7,9.0,,0.0,5.0,4.9
420032614004,42,3,261400,4,651,2019.0,9.0,102,44.0,43.1,69.0,67.6,42.0,41.2,6.0,5.9,12.0,,0.0,9.0,8.8
420032615001,42,3,261500,1,820,2016.0,2.4,166,31.0,18.7,39.0,23.5,18.0,10.8,7.0,4.2,5.0,1.0,0.6,7.0,4.2
420032615001,42,3,261500,1,820,2017.0,2.4,166,41.0,24.7,63.0,38.0,33.0,19.9,3.0,1.8,9.0,1.0,0.6,10.0,6.0
420032615001,42,3,261500,1,820,2018.0,2.4,166,26.0,15.7,40.0,24.1,25.0,15.1,4.0,2.4,3.0,,0.0,8.0,4.8
420032615001,42,3,261500,1,820,2019.0,2.4,166,26.0,15.7,36.0,21.7,25.0,15.1,4.0,2.4,2.0,,0.0,5.0,3.0
420032615002,42,3,261500,2,924,2016.0,13.8,387,64.0,16.5,115.0,29.7,47.0,12.1,26.0,6.7,10.0,,0.0,21.0,5.4
420032615002,42,3,261500,2,924,2017.0,13.8,387,48.0,12.4,85.0,22.0,25.0,6.5,34.0,8.8,17.0,3.0,0.8,25.0,6.5
420032615002,42,3,261500,2,924,2018.0,13.8,387,59.0,15.2,101.0,26.1,58.0,15.0,44.0,11.4,17.0,,0.0,19.0,4.9
420032615002,42,3,261500,2,924,2019.0,13.8,387,58.0,15.0,107.0,27.6,62.0,16.0,43.0,11.1,7.0,,0.0,17.0,4.4
420032620001,42,3,262000,1,1184,2016.0,12.8,107,43.0,40.2,80.0,74.8,37.0,34.6,11.0,10.3,13.0,,0.0,17.0,15.9
420032620001,42,3,262000,1,1184,2017.0,12.8,107,48.0,44.9,82.0,76.6,41.0,38.3,14.0,13.1,13.0,1.0,0.9,15.0,14.0
420032620001,42,3,262000,1,1184,2018.0,12.8,107,36.0,33.6,65.0,60.7,34.0,31.8,17.0,15.9,9.0,,0.0,13.0,12.1
420032620001,42,3,262000,1,1184,2019.0,12.8,107,35.0,32.7,55.0,51.4,34.0,31.8,12.0,11.2,5.0,1.0,0.9,7.0,6.5
420032620002,42,3,262000,2,667,2016.0,19.6,144,70.0,48.6,128.0,88.9,61.0,42.4,42.0,29.2,28.0,2.0,1.4,18.0,12.5
420032620002,42,3,262000,2,667,2017.0,19.6,144,70.0,48.6,132.0,91.7,76.0,52.8,36.0,25.0,29.0,2.0,1.4,31.0,21.5
420032620002,42,3,262000,2,667,2018.0,19.6,144,72.0,50.0,132.0,91.7,88.0,61.1,34.0,23.6,26.0,5.0,3.5,19.0,13.2
420032620002,42,3,262000,2,667,2019.0,19.6,144,90.0,62.5,196.0,136.1,148.0,102.8,41.0,28.5,44.0,4.0,2.8,47.0,32.6
420032620003,42,3,262000,3,708,2016.0,14.8,178,47.0,26.4,89.0,50.0,43.0,24.2,17.0,9.6,15.0,,0.0,21.0,11.8
420032620003,42,3,262000,3,708,2017.0,14.8,178,59.0,33.1,84.0,47.2,44.0,24.7,8.0,4.5,18.0,,0.0,16.0,9.0
420032620003,42,3,262000,3,708,2018.0,14.8,178,56.0,31.5,87.0,48.9,47.0,26.4,12.0,6.7,17.0,,0.0,14.0,7.9
420032620003,42,3,262000,3,708,2019.0,14.8,178,50.0,28.1,95.0,53.4,52.0,29.2,24.0,13.5,11.0,1.0,0.6,11.0,6.2
420032701001,42,3,270100,1,1733,2016.0,20.4,458,43.0,9.4,76.0,16.6,26.0,5.7,34.0,7.4,13.0,,0.0,17.0,3.7
420032701001,42,3,270100,1,1733,2017.0,20.4,458,38.0,8.3,60.0,13.1,13.0,2.8,16.0,3.5,9.0,1.0,0.2,7.0,1.5
420032701001,42,3,270100,1,1733,2018.0,20.4,458,39.0,8.5,58.0,12.7,28.0,6.1,4.0,0.9,12.0,1.0,0.2,1.0,0.2
420032701001,42,3,270100,1,1733,2019.0,20.4,458,51.0,11.1,83.0,18.1,44.0,9.6,15.0,3.3,19.0,,0.0,11.0,2.4
420032701002,42,3,270100,2,1046,2016.0,10.2,285,47.0,16.5,69.0,24.2,37.0,13.0,9.0,3.2,16.0,2.0,0.7,16.0,5.6
420032701002,42,3,270100,2,1046,2017.0,10.2,285,51.0,17.9,91.0,31.9,50.0,17.5,22.0,7.7,6.0,,0.0,12.0,4.2
420032701002,42,3,270100,2,1046,2018.0,10.2,285,55.0,19.3,83.0,29.1,42.0,14.7,14.0,4.9,12.0,1.0,0.4,15.0,5.3
420032701002,42,3,270100,2,1046,2019.0,10.2,285,65.0,22.8,96.0,33.7,57.0,20.0,15.0,5.3,20.0,5.0,1.8,13.0,4.6
