Date,Intersection,City,State,Inspection #,Level,OOS-TR,OOS-TL,OOS-DR,Crash,Weighed,# of Violations,Total Fines,Inspector
2017-08-28,WALNUT ST & MONTVIEW DR,EDGEWOOD,PA,PAM628000439,1,,,,Y,,1.0,,INSPECTOR 4
2017-08-28,KENMAWR BR.,SWISSVALE,PA,PAM628000440,3,,,Y,,Y,5.0,18134.0,INSPECTOR 4
2017-08-25,MCKEE ST & MARGARET ST,MCKEES ROCKS,PA,PAM637000266,2,,,,,,6.0,0.0,INSPECTOR 3
2017-08-24,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000298,3,,,,,,0.0,0.0,INSPECTOR 2
2017-08-24,PEARL AVE & FREEPORT RD,HARMAR,PA,PAM615000445,2,,,,,,2.0,784.0,INSPECTOR 1
2017-08-24,PEARL AVE & FREEPORT RD,HARMAR,PA,PAM628000438,1,,,,,Y,5.0,784.0,INSPECTOR 4
2017-08-24,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000265,,,,,,,,,UNKNOWN
2017-08-23,BROWNSVILLE RD & E PARK DR,SOUTH PARK,PA,PAM584000297,1,Y,,,,,28.0,3104.0,INSPECTOR 2
2017-08-23,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000443,3,,,,,,,,INSPECTOR 1
2017-08-23,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000444,3,,,,,,,,INSPECTOR 1
2017-08-23,E INGOMAR RD & BABCOCK BLVD,MCCANDLESS,PA,PAM628000437,1,,,,,,2.0,,INSPECTOR 4
2017-08-23,CORRIGAN DR & BAPTIST RD,BETHEL PARK,PA,PAM637000264,3,,,,,,2.0,0.0,INSPECTOR 3
2017-08-22,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000441,3,,,,,,,,INSPECTOR 1
2017-08-22,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000442,3,,,,,,2.0,,INSPECTOR 1
2017-08-22,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000435,2,,,,,,2.0,,INSPECTOR 4
2017-08-22,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000436,2,,,,,,3.0,,INSPECTOR 4
2017-08-17,BAPTIST RD & HIGBEE DR,BETHEL PARK,PA,PAM584000296,3,,,Y,,,5.0,244.5,INSPECTOR 2
2017-08-16,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000295,2,Y,,Y,,,4.0,319.5,INSPECTOR 2
2017-08-16,EAST PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM637000263,3,,,Y,,,4.0,0.0,INSPECTOR 3
2017-08-15,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000293,1,,,,,,0.0,0.0,INSPECTOR 2
2017-08-15,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000294,1,,,,,,2.0,269.5,INSPECTOR 2
2017-08-15,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000439,3,,,,,,,,INSPECTOR 1
2017-08-15,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000440,2,,,,,,5.0,,INSPECTOR 1
2017-08-15,EAST PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM637000261,1,,Y,,,,2.0,154.0,INSPECTOR 3
2017-08-15,EAST PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM637000262,3,,,,,,0.0,0.0,INSPECTOR 3
2017-08-14,INGOMAR & BLAZIER,MCCANDLESS,PA,PAM615000438,2,,,,,Y,4.0,,INSPECTOR 1
2017-08-12,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000292,2,,,,,,6.0,629.0,INSPECTOR 2
2017-08-11,KEEPORT DR&CURRYHOLLOW RD,BALDWIN BORO,PA,PAM637000260,3,,,,,,1.0,0.0,INSPECTOR 3
2017-08-09,PERRY HWY & JACKSON,ROSS,PA,PAM615000437,3,,,,,,2.0,,INSPECTOR 1
2017-08-09,E INGOMAR RD & BABCOCK BLVD,MCCANDLESS,PA,PAM628000434,1,Y,,,,,4.0,,INSPECTOR 4
2017-08-08,910 & PEARCEMILL,PINE,PA,PAM615000436,3,,,,,,,,INSPECTOR 1
2017-08-08,RT 910 & PEARCEMILL RD,PINE,PA,PAM628000433,3,,,,,,,,INSPECTOR 4
2017-08-07,453 LOWRIES RUN,ROSS,PA,PAM615000435,2,Y,Y,,,,3.0,204.0,INSPECTOR 1
2017-08-07,PERRY HWY & CUMBERLAND RD,MCCANDLESS,PA,PAM628000432,1,Y,Y,,,,18.0,569.0,INSPECTOR 4
2017-08-06,NEVILLE & FIRST,NEVILLE,PA,PAM615000434,3,,,,,,2.0,,INSPECTOR 1
2017-08-06,NEVILLE RD & 1ST ST,NEVILLE,PA,PAM628000431,3,,,,,,1.0,,INSPECTOR 4
2017-08-02,BROWNSVILLE & CORRIGAN,SOUTH PARK,PA,PAM628000429,1,Y,,,,,6.0,,INSPECTOR 4
2017-08-02,1140 CLARITON BLVD,JEFFERSON HILLS PD,PA,PAM628000430,1,Y,Y,,,,11.0,,INSPECTOR 4
2017-08-02,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000259,1,,,,,,2.0,0.0,INSPECTOR 3
2017-07-30,351 MT NEBO RD,OHIO TOWNSHIP,PA,PAM628000428,2,,Y,,,,8.0,154.0,INSPECTOR 4
2017-07-27,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000431,1,,,,,,3.0,,INSPECTOR 1
2017-07-27,I79S WEIGH STATION,BRIDGEVILLE,PA,PAM615000432,1,,,,,,3.0,,INSPECTOR 1
2017-07-27,921 DARK HOLLOW RD,WHITEHALL,PA,PAM615000433,1,Y,,,Y,,10.0,,INSPECTOR 1
2017-07-27,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000425,1,,,,,,,,INSPECTOR 4
2017-07-27,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000426,1,,,,,,7.0,254.0,INSPECTOR 4
2017-07-27,79 N &WEIGH STATION,BRIDGEVILLE,PA,PAM628000427,1,,,,,,2.0,,INSPECTOR 4
2017-07-26,FREEPORT RD & I76,HARMAR,PA,PAM615000428,3,,,,,,,,INSPECTOR 1
2017-07-26,FREEPORT RD & I76,HARMAR,PA,PAM615000429,1,Y,,,,,3.0,404.0,INSPECTOR 1
2017-07-26,FREEPORT RD & I76,HARMAR,PA,PAM615000430,1,,Y,,,,10.0,254.0,INSPECTOR 1
2017-07-26,FREEPORT RD & I76,HARMAR,PA,PAM628000423,1,,Y,,,,2.0,204.0,INSPECTOR 4
2017-07-26,FREEPORT RD & I76,HARMAR,PA,PAM628000424,1,Y,,,,,4.0,204.0,INSPECTOR 4
2017-07-25,2900 INDUSTRIAL BLVD,BETHEL PARK,PA,PAM584000291,1,,,,,,11.0,373.0,INSPECTOR 2
2017-07-25,1ST & FERRY,LEETSDALE,PA,PAM615000425,3,,,,,,3.0,129.0,INSPECTOR 1
2017-07-25,1ST & FERRY,LEETSDALE,PA,PAM615000426,3,,,,,,3.0,,INSPECTOR 1
2017-07-25,1ST & FERRY,LEETSDALE,PA,PAM615000427,2,Y,,,,,2.0,,INSPECTOR 1
2017-07-25,OHIO RIVER BLVD & FERRY ST,LEETSDALE,PA,PAM628000420,3,,,,,,1.0,,INSPECTOR 4
2017-07-25,OHIO RIVER BLVD & FERRY ST,LEETSDALE,PA,PAM628000421,3,,,,,,,,INSPECTOR 4
2017-07-25,1ST STREET & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM628000422,3,,,,,,1.0,,INSPECTOR 4
2017-07-25,KEEPORT DR & CURRY HOLLOW,BALDWIN TWP,PA,PAM637000258,2,,,,,,3.0,,INSPECTOR 3
2017-07-22,800 BLOCK HORNING ROAD,ROAD,,PAM637000257,3,,,,,,0.0,0.0,INSPECTOR 3
2017-07-20,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000423,2,,Y,,,,6.0,,INSPECTOR 1
2017-07-20,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000424,1,Y,,,,,9.0,,INSPECTOR 1
2017-07-20,5300 GRAND AVE,NEVILLE,PA,PAM628000417,3,,,,,,,,INSPECTOR 4
2017-07-20,5300 GRAND AVE,NEVILLE,PA,PAM628000418,1,,,,,,3.0,,INSPECTOR 4
2017-07-20,5300 GRAND AVE,NEVILLE,PA,PAM628000419,2,,,,,,4.0,,INSPECTOR 4
2017-07-19,CURRY HOLLOW RD & KEEPORT DR,BALDWIN TWP,PA,PAM587000290,2,,,,,,1.0,0.0,INSPECTOR 2
2017-07-19,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000422,3,,,,,,1.0,,INSPECTOR 1
2017-07-18,CORRIGAN DR & HUNDRED ACRE DR,BETHEL PARK,PA,PAM584000288,3,,,,,,1.0,0.0,INSPECTOR 2
2017-07-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000289,3,,,,,,0.0,0.0,INSPECTOR 2
2017-07-18,BAIRDFORD RD,WEST DEER,PA,PAM615000421,2,,,,,,4.0,784.0,INSPECTOR 1
2017-07-18,OAK RD & 910,WEST DEER,PA,PAM628000416,1,Y,,,,Y,8.0,784.0,INSPECTOR 4
2017-07-18,CORRIGAN DR & ROUND BARN,SOUTH PARK,PA,PAM637000255,3,,,,,,1.0,0.0,INSPECTOR 3
2017-07-18,RIDGE RD & BROWNSVILLE RD,,,PAM637000256,2,,,,,,3.0,219.5,INSPECTOR 3
2017-07-17,S. BRADDOCK AVE,SWISSVALE,PA,PAM615000420,3,,,,,Y,1.0,18434.0,INSPECTOR 1
2017-07-17,KENMAWR BR,SWISSVALE,PA,PAM628000415,2,,Y,,,Y,2.0,1784.0,INSPECTOR 4
2017-07-13,CORRIGAN DR & MCCONKEY DR,SOUTH PARK,PA,PAM584000286,2,,,,,,6.0,0.0,INSPECTOR 2
2017-07-13,CORRIGAN DR & HUNDRED ACRE DR,BETHEL PARK,PA,PAM584000287,3,,,,,,,0.0,INSPECTOR 2
2017-07-11,SAW MILL RUN & COAL VALLEY,JEFFERSON HILLS,PA,PAM584000285,1,Y,,,,,7.0,0.0,INSPECTOR 2
2017-07-10,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000419,2,,Y,,,,6.0,,INSPECTOR 1
2017-07-10,E INGOMAR RD & BABCOCK BLVD,MC CANDLESS,PA,PAM628000414,3,,,,,,,,INSPECTOR 4
2017-07-06,MCCLAREN RD & ENLOW RD,FINDLAY,PA,PAM628000413,2,,,,,,,,INSPECTOR 4
2017-07-05,2527 RIDDLE RUN RD,FRAZER,PA,PAM628000412,1,Y,,,Y,,8.0,,INSPECTOR 4
2017-07-03,PERRY HIGHWAY & WALLACE RD,PINE,PA,PAM628000410,1,,,,,,9.0,254.0,INSPECTOR 4
2017-07-03,PERRY HIGHWAY & WALLACE RD,PINE,PA,PAM628000411,1,,Y,,,,5.0,404.0,INSPECTOR 4
2017-06-29,SWEENEY & CLINTON,FINDLAY,PA,PAM615000417,2,,,,,,1.0,,INSPECTOR 1
2017-06-29,SWEENEY & CLINTON,FINDLAY,PA,PAM615000418,1,,,,,,1.0,,INSPECTOR 1
2017-06-29,MAIN ST & CLIFFMINE,FINDLAY,PA,ASSIST PD,3,,,,,Y,,,INSPECTOR 1
2017-06-27,FREEPORT RD & I76,HARMAR,PA,PAM615000414,1,,,Y,,,14.0,423.0,INSPECTOR 1
2017-06-27,FREEPORT RD & I76,HARMAR,PA,PAM615000415,1,,,,,,,,INSPECTOR 1
2017-06-27,FREEPORT RD & I76,HARMAR,PA,PAM615000416,3,,,,,,,,INSPECTOR 1
2017-06-26,FREEPORT RD & I76,HARMAR,PA,PAM615000409,1,,,,,,3.0,,INSPECTOR 1
2017-06-26,FREEPORT RD & I76,HARMAR,PA,PAM615000410,1,,,,,,,,INSPECTOR 1
2017-06-26,FREEPORT RD & I76,HARMAR,PA,PAM615000411,3,,,,,,,,INSPECTOR 1
2017-06-26,FREEPORT RD & I76,HARMAR,PA,PAM615000412,3,,,,,,,,INSPECTOR 1
2017-06-26,FREEPORT RD & I76,HARMAR,PA,PAM615000413,1,,,,,,2.0,,INSPECTOR 1
2017-06-16,EAST PARK DR/BROUGHTON,BETHEL PARK,PA,PAM637000253,3,,,,,,1.0,0.0,INSPECTOR 3
2017-06-16,MILLIGAN AVE/ST LAWRENCE,SWISSVALE,PA,PAM637000254,1,,,Y,Y,,5.0,604.0,INSPECTOR 3
2017-06-08,BROUGHTON RD & EAST PARK DR,BETHEL PARK,PA,PAM584000282,1,,,,,,2.0,0.0,INSPECTOR 2
2017-06-08,BROUGHTON RD & EAST PARK DR,BETHEL PARK,PA,PAM584000283,1,Y,,Y,,,10.0,0.0,INSPECTOR 2
2017-06-08,BROUGHTON RD & EAST PARK DR,BETHEL PARK,PA,PAM584000284,2,,,,,,1.0,0.0,INSPECTOR 2
2017-06-08,E PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM628000405,1,,,,,,4.0,254.0,INSPECTOR 4
2017-06-08,E PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM628000406,3,,,,,,,,INSPECTOR 4
2017-06-08,E PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM628000407,1,,,,,,3.0,,INSPECTOR 4
2017-06-08,E PARK DR & BROUGHTON RD,BETHEL PARK,PA,PAM628000408,2,,,,,,,,INSPECTOR 4
2017-06-08,EAST PARK DR/BROUGHTON,BETHEL PARK,PA,PAM637000250,1,,Y,Y,,,9.0,1089.0,INSPECTOR 3
2017-06-08,EAST PARK DR/BROUGHTON,BETHEL PARK,PA,PAM637000251,3,,,,,,0.0,0.0,INSPECTOR 3
2017-06-08,EAST PARK DR/BROUGHTON,BETHEL PARK,PA,PAM637000252,3,,,,,,1.0,0.0,INSPECTOR 3
2017-06-06,E INGOMAR RD & BABCOCK BLVD,MC CANDLESS,PA,PAM628000404,1,Y,,,,Y,13.0,684.0,INSPECTOR 4
2017-06-05,CLINTON RD & SWEENY DR,CLINTON,PA,PAM628000399,3,,,,,,,,INSPECTOR 4
2017-06-05,CLINTON RD & SWEENY DR,CLINTON,PA,PAM628000400,2,,,,,,,,INSPECTOR 4
2017-06-05,CLINTON RD & SWEENY DR,CLINTON,PA,PAM628000401,1,,,,,,2.0,,INSPECTOR 4
2017-06-05,CLINTON RD & SWEENY DR,CLINTON,PA,PAM628000402,2,,,,,,2.0,,INSPECTOR 4
2017-06-05,CLINTON RD & SWEENY DR,CLINTON,PA,PAM628000403,3,,,,,,1.0,,INSPECTOR 4
2017-06-02,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000280,1,,,,,,6.0,269.5,INSPECTOR 2
2017-06-02,BROUGHTON RD & EAST PARK DR,BETHEL PARK,PA,PAM584000281,2,,,,,,1.0,0.0,INSPECTOR 2
2017-06-02,BROWNSVILLE RD/CORRIGAN DR,SOUTH PARK,PA,PAM637000248,1,,,,,,2.0,0.0,INSPECTOR 3
2017-06-02,EAST PARK DR/BROUGHTON,BETHEL PARK,PA,PAM637000249,3,,,,,,0.0,0.0,INSPECTOR 3
2017-05-31,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000407,2,,,,,,2.0,,INSPECTOR 1
2017-05-30,1ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000404,3,,,,,,0.0,,INSPECTOR 1
2017-05-30,1ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000405,3,,,,,,2.0,,INSPECTOR 1
2017-05-30,1ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000406,1,,,,,,2.0,,INSPECTOR 1
2017-05-30,1ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000407,2,,,,,,2.0,,INSPECTOR 1
2017-05-30,1ST AVE & LEETSDALE IND. PARK,LEETSDALE,PA,PAM628000395,3,,,,,,0.0,,INSPECTOR 4
2017-05-30,1ST AVE & LEETSDALE IND. PARK,LEETSDALE,PA,PAM628000396,3,,,,,,0.0,,INSPECTOR 4
2017-05-30,1ST AVE & LEETSDALE IND. PARK,LEETSDALE,PA,PAM628000397,1,Y,,,,,3.0,,INSPECTOR 4
2017-05-30,1ST AVE & LEETSDALE IND. PARK,LEETSDALE,PA,PAM628000398,2,,,,,,3.0,,INSPECTOR 4
2017-05-28,E INGOMAR & BABCOCK BLVD,MC CANDLESS,PA,PAM628000394,1,Y,Y,,,,9.0,459.0,INSPECTOR 4
2017-05-25,STATE ST & WATKINS AVE,WILMERDING,PA,PAM584000277,3,,,,,,2.0,784.0,INSPECTOR 2
2017-05-25,200 BLK OSBORNE ST,TURTLE CREEK,PA,PAM584000278,2,,,,,,1.0,0.0,INSPECTOR 2
2017-05-25,200 BLK OSBORNE ST,TURTLE CREEK,PA,PAM584000279,2,,,,,,7.0,894.0,INSPECTOR 2
2017-05-25,W. CARSON ST,PITTSBURGH,PA,PAM615000402,2,,,,,,1.0,154.0,INSPECTOR 1
2017-05-25,MCMASTERS & OSBOURNE,TURTLE CREEK,PA,PAM615000403,2,,,,,,1.0,,INSPECTOR 1
2017-05-25,MCMASTERS AVE & OSBORNE ST,TURTLE CREEK,PA,PAM628000392,2,,,,,,1.0,,INSPECTOR 4
2017-05-25,MCMASTERS AVE & OSBORNE ST,TURTLE CREEK,PA,PAM628000393,3,,,,,,1.0,,INSPECTOR 4
2017-05-25,WATKINS AVE & STATE STREET,WILMERDING,PA,PAM637000244,3,,,,,Y,1.0,784.0,INSPECTOR 3
2017-05-25,200B OSBORNE ST,TURTLE CREEK,PA,PAM637000245,2,,,,,,2.0,0.0,INSPECTOR 3
2017-05-25,200B OSBORNE ST,TURTLE CREEK,PA,PAM637000246,2,,,,,,3.0,0.0,INSPECTOR 3
2017-05-25,200B OSBORNE ST,TURTLE CREEK,PA,PAM637000247,3,,,,,,1.0,,INSPECTOR 3
2017-05-23,FREEPORT RD & PEARL AVE,HARMAR,PA,PAM615000399,3,,,,,,1.0,,INSPECTOR 1
2017-05-23,FREEPORT RD & PEARL AVE,HARMAR,PA,PAM615000400,1,,,,,,2.0,,INSPECTOR 1
2017-05-23,FREEPORT RD & GUYS RUN RD,HARMAR,PA,PAM615000401,3,,,,,,0.0,,INSPECTOR 1
2017-05-23,FREEPORT RD & PEARL AVE,HARMAR,PA,PAM628000389,3,,,,,,1.0,,INSPECTOR 4
2017-05-23,FREEPORT RD & PEARL AVE,HARMAR,PA,PAM628000390,1,,,,,,0.0,,INSPECTOR 4
2017-05-23,FREEPORT RD & PEARL AVE,HARMAR,PA,PAM628000391,2,,Y,,,,3.0,,INSPECTOR 4
2017-05-22,S. BRADDOCK AVE,SWISSVALE,PA,PAM615000398,2,,,,,Y,4.0,4934.0,INSPECTOR 1
2017-05-22,S. BRADDOCK AVE & KENMAWR BR,SWISSVALE,PA,PAM628000388,3,,,,,Y,1.0,1334.0,INSPECTOR 4
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000273,1,,,,,,0.0,0.0,INSPECTOR 2
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000274,1,Y,,,,,5.0,319.0,INSPECTOR 2
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000275,1,,,,,,2.0,0.0,INSPECTOR 2
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000276,2,,,,,,4.0,0.0,INSPECTOR 2
2017-05-18,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000395,1,,,,,,4.0,,INSPECTOR 1
2017-05-18,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000396,1,,,,,,3.0,,INSPECTOR 1
2017-05-18,GRAND AVE & HUBERT,NEVILLE ISLAND,PA,PAM615000397,2,,,,,,3.0,,INSPECTOR 1
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000384,2,,,,,,2.0,,INSPECTOR 4
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000385,1,Y,,,,,8.0,404.0,INSPECTOR 4
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000386,2,,,,,,2.0,,INSPECTOR 4
2017-05-18,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000387,1,,,,,,0.0,,INSPECTOR 4
2017-05-17,PEARCEMILL & RT910,PINE,PA,PAM615000384,2,,Y,,,,11.0,294.0,INSPECTOR 1
2017-05-17,PEARCEMILL & RT910,PINE,PA,PAM615000385,2,,,,,,0.0,,INSPECTOR 1
2017-05-17,I79N & CORAOPOLIS RD,CORAOPOLIS,PA,PAM615000386,2,,,,,,8.0,,INSPECTOR 1
2017-05-17,RT 910 & PEARCE MILL RD,PINE,PA,PAM628000382,3,,,,,,1.0,,INSPECTOR 4
2017-05-17,RT 910 & PEARCE MILL RD,PINE,PA,PAM628000383,1,Y,,,,,3.0,,INSPECTOR 4
2017-05-16,E. INGOMAR RD & BABCOCK BLVD,MCCANDLESS,PA,PAM628000381,2,,Y,,,,4.0,,INSPECTOR 4
2017-05-15,SAXONBURG RD & CLARK LN,HARRISON,PA,PAM615000394,2,Y,,,,,2.0,204.0,INSPECTOR 1
2017-05-11,RT65 & FERRY,LEETSDALE,PA,PAM615000391,3,,,,,,0.0,,INSPECTOR 1
2017-05-11,RT65 & FERRY,LEETSDALE,PA,PAM615000392,2,,,,,,0.0,,INSPECTOR 1
2017-05-11,RT65 & FERRY,LEETSDALE,PA,PAM615000393,3,,,,,,0.0,,INSPECTOR 1
2017-05-10,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000389,2,,,,,,5.0,,INSPECTOR 1
2017-05-10,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000390,2,,,,,,4.0,,INSPECTOR 1
2017-05-08,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000387,2,,,,,,3.0,,INSPECTOR 1
2017-05-08,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000388,3,,,,,,,,INSPECTOR 1
2017-05-03,MCKNIGHT & BABCOCK,MCCANDLESS,PA,PAM615000382,2,Y,,,,,2.0,154.0,INSPECTOR 1
2017-05-03,WILDWOOD & BABCOCK,MCCANDLESS,PA,PAM615000383,2,,,,,,4.0,,INSPECTOR 1
2017-05-01,S. BRADDOCK AVE,SWISSVALE,PA,PAM615000381,2,,,,,Y,4.0,8684.0,INSPECTOR 1
2017-05-01,S. BRADDOCK AVE & KENMAWR BR,SWISSVALE,PA,PAM628000379,3,,,,,Y,1.0,1034.0,INSPECTOR 4
2017-05-01,S. BRADDOCK AVE & KENMAWR BR,SWISSVALE,PA,PAM628000380,2,,,,,Y,3.0,5084.0,INSPECTOR 4
2017-04-28,1775 S. BRADDOCK AVE,EDGEWOOD,PA,PAM637000243,1,,,Y,Y,,11.0,604.0,INSPECTOR 3
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000270,1,,,,,,2.0,0.0,INSPECTOR 2
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000271,3,,,,,,0.0,0.0,INSPECTOR 2
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000272,2,,,,,,3.0,0.0,INSPECTOR 2
2017-04-26,RT8 & PENNVIEW,SHALER,PA,PAM615000379,2,Y,,,,,6.0,204.0,INSPECTOR 1
2017-04-26,PEARCEMILL & BABCOCK,MCCANDLESS,PA,PAM615000380,3,,,,,,2.0,0.0,INSPECTOR 1
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM637000239,3,,,,,,0.0,0.0,INSPECTOR 3
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM637000240,1,,,,,,1.0,0.0,INSPECTOR 3
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM637000241,3,,,,,,3.0,0.0,INSPECTOR 3
2017-04-26,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM637000242,3,,,,,,0.0,0.0,INSPECTOR 3
2017-04-25,E. INGOMAR & BABCOCK BLVD,MCCANDLESS,PA,PAM628000377,3,,,,,,0.0,0.0,INSPECTOR 4
2017-04-25,WILDWOOD RD & VENTURE DR,HAMPTON,PA,PAM628000378,2,Y,,,,,4.0,0.0,INSPECTOR 4
2017-04-24,S. BRADDOCK AVE,SWISSVALE,PA,PAM615000377,3,,,,,Y,3.0,5234.0,INSPECTOR 1
2017-04-24,RT28N RIDC PARK,BLAWNOX,PA,PAM615000378,2,Y,,,,,1.0,0.0,INSPECTOR 1
2017-04-24,S. BRADDOCK AVE & KENMAWR BR.,SWISSVALE,PA,PAM628000376,2,Y,,Y,,Y,12.0,3488.0,INSPECTOR 4
2017-04-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000269,1,Y,,,,,2.0,404.0,INSPECTOR 2
2017-04-20,GRAND AVE,NEVILLE ISLAND,PA,PAM615000373,3,,,,,,0.0,0.0,INSPECTOR 1
2017-04-20,GRAND AVE,NEVILLE ISLAND,PA,PAM615000374,2,,,,,,3.0,0.0,INSPECTOR 1
2017-04-20,GRAND AVE,NEVILLE ISLAND,PA,PAM615000375,3,,,,,,2.0,0.0,INSPECTOR 1
2017-04-20,GRAND AVE,NEVILLE ISLAND,PA,PAM615000376,2,,,,,,1.0,0.0,INSPECTOR 1
2017-04-20,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000372,3,,,,,,0.0,0.0,INSPECTOR 4
2017-04-20,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000373,2,Y,,,,,1.0,0.0,INSPECTOR 4
2017-04-20,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000374,1,,,,,,1.0,0.0,INSPECTOR 4
2017-04-20,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000375,3,,,,,,1.0,0.0,INSPECTOR 4
2017-04-20,BROWNSVILLE RD & CORRIGAN DR,,,PAM637000236,3,,,,,,0.0,0.0,INSPECTOR 3
2017-04-20,BROWNSVILLE RD & CORRIGAN DR,,,PAM637000237,2,,,,,,1.0,0.0,INSPECTOR 3
2017-04-20,500 BLOCK CORRIGAN DR,,,PAM637000238,3,,,,,,3.0,129.5,INSPECTOR 3
2017-04-19,I79 SB WEIGH STATION,SOUTH FAYETTE,PA,PAM584000266,1,Y,,Y,,,5.0,269.5,INSPECTOR 2
2017-04-19,I79 SB WEIGH STATION,SOUTH FAYETTE,PA,PAM584000267,2,,,,,,2.0,0.0,INSPECTOR 2
2017-04-19,I79 SB WEIGH STATION,SOUTH FAYETTE,PA,PAM584000268,1,Y,,Y,,,9.0,923.5,INSPECTOR 2
2017-04-19,I79S WEIGH STATION,BRIDGEVILLE,PA,PAM615000370,1,,,,,,8.0,0.0,INSPECTOR 1
2017-04-19,I79S WEIGH STATION,BRIDGEVILLE,PA,PAM615000371,1,Y,Y,,,,12.0,404.0,INSPECTOR 1
2017-04-19,I79S WEIGH STATION,BRIDGEVILLE,PA,PAM615000372,3,,,,,,1.0,0.0,INSPECTOR 1
2017-04-19,I79 WEIGH STATION,BRIDGEVILLE,PA,PAM628000369,1,,,,,,1.0,0.0,INSPECTOR 4
2017-04-19,I79 WEIGH STATION,BRIDGEVILLE,PA,PAM628000370,1,Y,,Y,,,10.0,884.0,INSPECTOR 4
2017-04-19,I79 WEIGH STATION,BRIDGEVILLE,PA,PAM628000371,1,Y,Y,,,,9.0,404.0,INSPECTOR 4
