Date,Intersection,City,State,Inspection #,Level,OOS-TR,OOS-TL,OOS-DR,Crash,Weighed,# of Violations,Total Fines,Inspector
2016-09-09,79S WEIGHSTATION,BRIDGEVILLE,PA,PAM637000153,2,,,,,,0.0,0.0,INSPECTOR 3
2016-09-09,79S WEIGHSTATION,BRIDGEVILLE,PA,PAM637000154,1,Y,,,,,8.0,868.5,INSPECTOR 3
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000160,2,,,,,,0.0,0.0,INSPECTOR 2
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000161,3,,,,,,2.0,0.0,INSPECTOR 2
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000162,1,Y,Y,,,,11.0,518.5,INSPECTOR 2
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000163,2,,,,,,1.0,0.0,INSPECTOR 2
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000164,2,,,,,,1.0,0.0,INSPECTOR 2
2016-09-09,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000165,2,,,,,,1.0,0.0,INSPECTOR 2
2016-09-08,2200 ROUTE 51,JEFFERSON HILLS,PA,PAM637000152,1,Y,,,,Y,3.0,3583.5,INSPECTOR 3
2016-09-08,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000199,3,,,,,,0.0,0.0,INSPECTOR 4
2016-09-08,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000200,3,,,,,,0.0,0.0,INSPECTOR 4
2016-09-08,5300 GRAND AVE,NEVILLE,PA,PAM615000181,3,,,,,,0.0,0.0,INSPECTOR 1
2016-09-08,5300 GRAND AVE,NEVILLE,PA,PAM615000182,3,,,,,,0.0,0.0,INSPECTOR 1
2016-09-08,5300 NEVILLE & GRAND AVE,NEVILLE,PA,PAM615000183,2,Y,,,,,4.0,153.5,INSPECTOR 1
2016-09-08,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000157,1,,,,,,3.0,0.0,INSPECTOR 2
2016-09-08,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000158,2,,,,,,0.0,0.0,INSPECTOR 2
2016-09-08,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000159,1,,,,,,1.0,0.0,INSPECTOR 2
2016-09-08,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000150,3,,,,,,0.0,0.0,INSPECTOR 3
2016-09-08,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000151,1,,,,,,11.0,1368.5,INSPECTOR 3
2016-09-08,STOOPS FERRY RD & SHAFFER RD,MOON,PA,PAM628000198,3,,,,,,1.0,0.0,INSPECTOR 4
2016-09-07,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000149,2,,,,,,3.0,307.0,INSPECTOR 3
2016-09-07,MCGOVERN BLVD & SPRING RUN RD,CRESCENT,PA,PAM615000180,3,,,,,,1.0,0.0,INSPECTOR 1
2016-09-06,EXIT RD PIA,FINDLAY,PA,PAM615000177,3,,,,,,0.0,0.0,INSPECTOR 1
2016-09-06,EXIT RD PIA,FINDLAY,PA,PAM615000178,1,,,,,,0.0,0.0,INSPECTOR 1
2016-09-06,EXIT RD PIA,FINDLAY,PA,PAM615000179,1,,,,,,2.0,0.0,INSPECTOR 1
2016-09-06,PIA EXIT RD & I 376,FINDLAY,PA,PAM628000196,2,,,Y,,,4.0,153.5,INSPECTOR 4
2016-09-06,PIA EXIT RD & I 376,FINDLAY,PA,PAM628000197,1,,,,,,1.0,0.0,INSPECTOR 4
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000154,2,,,,,,4.0,243.5,INSPECTOR 2
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000155,3,,,,,,2.0,403.5,INSPECTOR 2
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000156,2,,,,,,1.0,0.0,INSPECTOR 2
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM637000146,1,,,,,,3.0,153.5,INSPECTOR 3
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM637000147,2,,,,,,1.0,0.0,INSPECTOR 3
2016-09-06,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM637000148,3,,,,,,0.0,0.0,INSPECTOR 3
2016-09-05,S BRADDOCK & KENMAWR BRIDGE,SWISSVALE,PA,PAM615000176,2,,,,,Y,3.0,1863.5,INSPECTOR 1
2016-09-05,S BRADDOCK & KENMAWR BRIDGE,SWISSVALE,PA,PAM628000195,3,,,,,Y,1.0,6883.5,INSPECTOR 4
2016-09-02,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000145,1,Y,,,,,10.0,483.5,INSPECTOR 3
2016-09-01,1ST AVE & LEETSDALE INDUSTRIAL DR,LEETSDALE,PA,PAM628000191,2,,,,,,2.0,0.0,INSPECTOR 4
2016-09-01,1ST AVE & LEETSDALE INDUSTRIAL DR,LEETSDALE,PA,PAM628000192,3,,,,,,1.0,128.5,INSPECTOR 4
2016-09-01,1ST AVE & LEETSDALE INDUSTRIAL DR,LEETSDALE,PA,PAM628000193,2,,,,,,1.0,0.0,INSPECTOR 4
2016-09-01,1ST AVE & LEETSDALE INDUSTRIAL DR,LEETSDALE,PA,PAM628000194,2,,,,,,3.0,0.0,INSPECTOR 4
2016-08-31,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000151,2,,,,,,2.0,0.0,INSPECTOR 2
2016-08-31,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000152,1,,,,,,4.0,0.0,INSPECTOR 2
2016-08-31,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000153,1,,,,,,9.0,433.5,INSPECTOR 2
2016-08-31,FIFTH ST AND BORDER ST,WEST ELIZABETH,PA,PAM637000140,1,,,,,,1.0,0.0,INSPECTOR 3
2016-08-31,FIFTH ST AND BORDER ST,WEST ELIZABETH,PA,PAM637000141,2,,,,,,1.0,0.0,INSPECTOR 3
2016-08-31,FIFTH ST AND BORDER ST,WEST ELIZABETH,PA,PAM637000142,3,,,,,,0.0,0.0,INSPECTOR 3
2016-08-31,FIFTH ST AND BORDER ST,WEST ELIZABETH,PA,PAM637000143,3,,,,,,0.0,0.0,INSPECTOR 3
2016-08-31,FIFTH ST AND BORDER ST,WEST ELIZABETH,PA,PAM637000144,1,,,,,,2.0,0.0,INSPECTOR 3
2016-08-31,PITTSBURGH ST & MURTLAND AVE,SPRINGDALE,PA,PAM628000187,2,,Y,,,,1.0,128.5,INSPECTOR 4
2016-08-31,PITTSBURGH ST & MURTLAND AVE,SPRINGDALE,PA,PAM628000188,2,,,,,,1.0,0.0,INSPECTOR 4
2016-08-31,PITTSBURGH ST & MURTLAND AVE,SPRINGDALE,PA,PAM628000189,3,,,,,,,0.0,INSPECTOR 4
2016-08-31,PITTSBURGH ST & MURTLAND AVE,SPRINGDALE,PA,PAM628000190,3,,,,,,1.0,0.0,INSPECTOR 4
2016-08-30,1ST AVE & LEETSDALE IND LEETSDALE,LEETSDALE,PA,PAM628000186,3,,,,,,2.0,0.0,INSPECTOR 4
2016-08-30,1ST ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000174,3,,,,,,0.0,0.0,INSPECTOR 1
2016-08-30,1ST ST & LEETSDALE INDUSTRIAL,LEETSDALE,PA,PAM615000175,2,Y,,,,,6.0,153.5,INSPECTOR 1
2016-08-29,OAK RD & 910,WEST DEER,PA,PAM628000185,3,,,,,Y,1.0,9583.5,INSPECTOR 4
2016-08-25,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000171,1,,,,,,1.0,0.0,INSPECTOR 1
2016-08-25,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000172,3,,,,,,2.0,0.0,INSPECTOR 1
2016-08-25,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000173,1,Y,,,,,2.0,403.5,INSPECTOR 1
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000181,1,,,,,,2.0,0.0,INSPECTOR 4
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000182,1,,,,,,0.0,0.0,INSPECTOR 4
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000183,1,,,,,,2.0,0.0,INSPECTOR 4
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000184,1,,Y,,,,10.0,153.5,INSPECTOR 4
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000149,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-25,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000150,1,Y,,,,Y,9.0,1952.0,INSPECTOR 2
2016-08-24,EXIT RD,PIA,PA,PAM615000168,1,,,,,,3.0,0.0,INSPECTOR 1
2016-08-24,EXIT RD,PIA,PA,PAM615000169,1,,,,,,2.0,0.0,INSPECTOR 1
2016-08-24,EXIT RD,PIA,PA,PAM615000170,1,,,,,,0.0,0.0,INSPECTOR 1
2016-08-24,PIA & I 376,FINDLAY,PA,PAM628000177,1,,,,,,1.0,0.0,INSPECTOR 4
2016-08-24,PIA & I 376,FINDLAY,PA,PAM628000178,1,Y,,,,,8.0,403.5,INSPECTOR 4
2016-08-24,PIA & I 376,FINDLAY,PA,PAM628000179,3,,,,,,0.0,0.0,INSPECTOR 4
2016-08-24,PIA & I 376,FINDLAY,PA,PAM628000180,1,,,,,,1.0,0.0,INSPECTOR 4
2016-08-24,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000144,1,Y,,,,,8.0,0.0,INSPECTOR 2
2016-08-24,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000145,2,,,,,,0.0,0.0,INSPECTOR 2
2016-08-24,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000146,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-24,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000147,1,,,,,,2.0,0.0,INSPECTOR 2
2016-08-24,PITTSBURGH INTERNATIONAL AIRPORT,FINDLAY,PA,PAM584000148,1,,,,,,1.0,0.0,INSPECTOR 2
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM628000173,1,,Y,,,,7.0,403.5,INSPECTOR 4
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM628000174,1,,,,,,1.0,0.0,INSPECTOR 4
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM628000175,2,,,,,,2.0,0.0,INSPECTOR 4
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM628000176,3,,,,,,0.0,0.0,INSPECTOR 4
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM615000165,1,,,,,,3.0,0.0,INSPECTOR 1
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM615000166,1,,,,,,5.0,128.5,INSPECTOR 1
2016-08-23,FREEPORT RD & I76,HARMAR,PA,PAM615000167,1,,,,,,6.0,403.5,INSPECTOR 1
2016-08-23,FREEPORT RD & I-76,HARMAR,PA,PAM584000140,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-23,FREEPORT RD & I-76,HARMAR,PA,PAM584000141,1,Y,,,,,6.0,203.5,INSPECTOR 2
2016-08-23,FREEPORT RD & I-76,HARMAR,PA,PAM584000142,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-23,FREEPORT RD & I-76,HARMAR,PA,PAM584000143,1,,,,,,10.0,1483.5,INSPECTOR 2
2016-08-22,910 & OAK RD,WEST DEER,PA,PAM615000164,3,,,,,Y,1.0,3433.5,INSPECTOR 1
2016-08-22,BAKERSTOWN RD & ALTER RD,HARRISON HILLS,PA,PAM628000171,1,,,,,,3.0,0.0,INSPECTOR 4
2016-08-22,BAKERSTOWN RD & ALTER RD,HARRISON HILLS,PA,PAM628000172,1,,,,,,0.0,0.0,INSPECTOR 4
2016-08-22,RT 908 & ALTER RD,HARRISON,PA,PAM615000163,1,,,Y,,,7.0,333.5,INSPECTOR 1
2016-08-20,RAINBOW RUN RD & HAYDEN BLVD,FORWARD TWP,PA,PAM584000139,2,Y,,,,Y,8.0,788.5,INSPECTOR 2
2016-08-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000138,1,,,,,,3.0,0.0,INSPECTOR 2
2016-08-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000137,1,,,,,,4.0,0.0,INSPECTOR 3
2016-08-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000139,3,,,,,,0.0,0.0,INSPECTOR 3
2016-08-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM628000169,1,,,,,,7.0,153.5,INSPECTOR 4
2016-08-18,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM628000170,1,,,,,,2.0,0.0,INSPECTOR 4
2016-08-17,1775 S BRADDOCK AVE,PITTSBURGH,PA,PAM637000135,3,,,,,Y,3.0,4033.5,INSPECTOR 3
2016-08-17,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM584000137,3,,,,,Y,2.0,3733.5,INSPECTOR 2
2016-08-15,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000136,1,,,,,,1.0,0.0,INSPECTOR 3
2016-08-12,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000134,2,,,,,,3.0,0.0,INSPECTOR 3
2016-08-11,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000160,1,,,,,,2.0,0.0,INSPECTOR 1
2016-08-11,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000161,1,,,,,,0.0,0.0,INSPECTOR 1
2016-08-11,GRAND AVE & HUBERT,NEVILLE,PA,PAM615000162,1,,,,,,0.0,0.0,INSPECTOR 1
2016-08-11,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000166,1,,,,,,2.0,0.0,INSPECTOR 4
2016-08-11,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000167,1,Y,,,,,3.0,403.5,INSPECTOR 4
2016-08-11,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM628000168,1,,,,,,0.0,0.0,INSPECTOR 4
2016-08-10,4000 RT 837,JEFFERSON HILLS,PA,PAM637000131,1,,,,,,3.0,0.0,INSPECTOR 3
2016-08-10,4000 RT 837,JEFFERSON HILLS,PA,PAM637000132,2,,,,,,1.0,0.0,INSPECTOR 3
2016-08-10,4000 RT 837,JEFFERSON HILLS,PA,PAM637000133,3,,,,,,0.0,0.0,INSPECTOR 3
2016-08-10,RT 910 & PIERCE MILL RD,PINE,PA,PAM628000165,1,,,,,,2.0,0.0,INSPECTOR 4
2016-08-10,RT910 & PIERCE MILL,MCCANDLESS,PA,PAM615000159,1,,Y,,,,8.0,203.5,INSPECTOR 1
2016-08-10,STATE ST & FLY ASH DUMP,JEFFERSON HILLS,PA,PAM584000132,1,,,,,,2.0,0.0,INSPECTOR 2
2016-08-10,STATE ST & FLY ASH DUMP,JEFFERSON HILLS,PA,PAM584000133,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-10,STATE ST & FLY ASH DUMP,JEFFERSON HILLS,PA,PAM584000134,2,,,,,,2.0,0.0,INSPECTOR 2
2016-08-10,STATE ST & FLY ASH DUMP,JEFFERSON HILLS,PA,PAM584000135,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-10,STATE ST & FLY ASH DUMP,JEFFERSON HILLS,PA,PAM584000136,1,,Y,,,,7.0,219.0,INSPECTOR 2
2016-08-09,MCGOVERN BLVD & SPRING RUN RD,CRESCENT,PA,PAM615000158,1,,,,,,1.0,0.0,INSPECTOR 1
2016-08-09,MCGOVERN BLVD & SPRING RUN RD,CRESCENT,PA,PAM628000164,1,,,,,,9.0,153.5,INSPECTOR 4
2016-08-09,STATE ST,CLAIRTON,PA,PAM584000131,1,,,,,,,128.5,INSPECTOR 2
2016-08-08,CAMPBELLS RUN RD & 376,ROBINSON,PA,Title 67/75,TS,Y,,,,Y,11.0,1813.5,INSPECTOR 4
2016-08-08,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM628000162,3,,,,,Y,1.0,4183.5,INSPECTOR 4
2016-08-08,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM628000163,3,,,,,Y,1.0,2083.5,INSPECTOR 4
2016-08-08,S BRADDOCK & KENMAWR BRIDGE,SWISSVALE,PA,PAM615000157,2,,,,,,2.0,1162.0,INSPECTOR 1
2016-08-04,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000129,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-04,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000130,1,,,,,,1.0,0.0,INSPECTOR 2
2016-08-04,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000130,1,Y,,,,,13.0,883.5,INSPECTOR 3
2016-08-04,CORRIGAN & BROWNSVILLE,SOUTHPARK,PA,PAM615000155,3,,,,,,1.0,128.5,INSPECTOR 1
2016-08-04,CORRIGAN & BROWNSVILLE,SOUTHPARK,PA,PAM615000156,3,,,,,,,0.0,INSPECTOR 1
2016-08-03,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM584000127,3,,,,,Y,1.0,3883.5,INSPECTOR 2
2016-08-03,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM584000128,3,,,,,Y,1.0,1933.5,INSPECTOR 2
2016-08-03,PEARL AVE,HARMAR,PA,PAM615000153,3,,,,,Y,1.0,3283.5,INSPECTOR 1
2016-08-03,PEARL AVE,HARMAR,PA,PAM615000154,2,,Y,,,Y,2.0,4333.5,INSPECTOR 1
2016-08-02,3RD ST & CENTER AVE,LEETSDALE,PA,PAM615000149,2,,,,,,5.0,257.0,INSPECTOR 1
2016-08-02,3RD ST & CENTER AVE,LEETSDALE,PA,PAM615000152,2,,,,,,2.0,0.0,INSPECTOR 1
2016-08-02,400 RIVERPORT,LEETSDALE,PA,PAM615000151,3,,,,,,1.0,0.0,INSPECTOR 1
2016-08-02,5000 BLOCK LIBRARY ROAD,BETHEL PARK,PA,PAM637000127,3,,,,,,0.0,0.0,INSPECTOR 3
2016-08-02,5000 BLOCK LIBRARY ROAD,BETHEL PARK,PA,PAM637000128,1,,,,,,2.0,0.0,INSPECTOR 3
2016-08-02,5000 BLOCK LIBRARY ROAD,BETHEL PARK,PA,PAM637000129,1,,,,,,0.0,0.0,INSPECTOR 3
2016-08-02,5000 LIBRARY RD,BETHEL PARK,PA,PAM584000123,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-02,5000 LIBRARY RD,BETHEL PARK,PA,PAM584000124,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-02,5000 LIBRARY RD,BETHEL PARK,PA,PAM584000125,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-02,5000 LIBRARY RD,BETHEL PARK,PA,PAM584000126,3,,,,,,0.0,0.0,INSPECTOR 2
2016-08-02,ALPHA & FERRY,LEETSDALE,PA,PAM615000150,3,,,,,,1.0,0.0,INSPECTOR 1
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000118,1,,,,,,0.0,0.0,INSPECTOR 2
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000119,1,,,,,,2.0,0.0,INSPECTOR 2
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000120,1,,Y,,,,3.0,0.0,INSPECTOR 2
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000121,3,,,,,,3.0,128.5,INSPECTOR 2
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM584000122,3,,,,,,0.0,0.0,INSPECTOR 2
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000121,1,,,,,,2.0,0.0,INSPECTOR 3
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000122,1,,,,,,0.0,0.0,INSPECTOR 3
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000123,3,,,,,,0.0,0.0,INSPECTOR 3
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000124,3,,,,,,0.0,0.0,INSPECTOR 3
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000125,3,,,,,,0.0,0.0,INSPECTOR 3
2016-07-29,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM637000126,3,,,,,,4.0,308.5,INSPECTOR 3
2016-07-28,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM628000160,1,,,,,,2.0,0.0,INSPECTOR 4
2016-07-28,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM628000161,3,,,,,,0.0,0.0,INSPECTOR 4
2016-07-27,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM615000145,1,,,,,,0.0,0.0,INSPECTOR 1
2016-07-27,I79 & BRIDGEVILLE WEIGH STATION,BRIDGEVILLE,PA,PAM615000145,3,,,Y,,,1.0,603.5,INSPECTOR 1
2016-07-27,RT910 & PIERCE MILL,PINE,PA,PAM615000145,1,,,,,,5.0,0.0,INSPECTOR 1
2016-07-27,RT910 & PIERCE MILL,PINE,PA,PAM615000146,1,Y,Y,Y,,,12.0,1234.0,INSPECTOR 1
2016-07-27,WEXFORD RD & PEARCE MILL RD,PINE,PA,PAM628000158,1,Y,,Y,,,2.0,0.0,INSPECTOR 4
2016-07-27,WEXFORD RD & PEARCE MILL RD,PINE,PA,PAM628000159,1,,,,,,1.0,0.0,INSPECTOR 4
2016-07-26,135 ACME AVE,HARMAR,PA,PAM628000157,1,,Y,,Y,,5.0,1487.0,INSPECTOR 4
2016-07-26,GRAND AVE & NEVILLE ST,NEVILLE,PA,PAM615000144,3,,,Y,,,3.0,1103.5,INSPECTOR 1
2016-07-26,NEVILLE & GRAND AVE,NEVILLE ISLAND,PA,PAM628000156,3,,,,,,1.0,0.0,INSPECTOR 4
2016-07-26,STOOPS FERRY RD & SHAFFER RD,MOON,PA,PAM615000143,2,,,,,,3.0,0.0,INSPECTOR 1
2016-07-25,1ST ST & WPARK RD,LEETSDALE,PA,PAM615000142,1,,,,,,2.0,0.0,INSPECTOR 1
2016-07-25,FIRST ST & WEST PARK DR,LEETSDALE,PA,PAM628000154,1,Y,,,,,6.0,403.5,INSPECTOR 4
2016-07-25,FIRST ST & WEST PARK DR,LEETSDALE,PA,PAM628000155,1,,Y,,,,3.0,0.0,INSPECTOR 4
2016-07-22,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000117,1,,Y,Y,,,9.0,3099.0,INSPECTOR 2
2016-07-22,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000120,3,,,Y,,,5.0,883.5,INSPECTOR 3
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000150,3,,,,,,0.0,0.0,INSPECTOR 4
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000151,1,,,,,,1.0,0.0,INSPECTOR 4
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000152,1,,,,,,2.0,0.0,INSPECTOR 4
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM628000153,1,,,,,,7.0,253.5,INSPECTOR 4
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM615000138,3,,,,,,0.0,0.0,INSPECTOR 1
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM615000139,1,Y,,,,,11.0,868.5,INSPECTOR 1
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM615000140,1,,,,,,5.0,153.5,INSPECTOR 1
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM615000141,3,,,,,,0.0,0.0,INSPECTOR 1
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM637000118,1,Y,,,,,4.0,0.0,INSPECTOR 3
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM637000119,1,Y,,,,,6.0,1368.5,INSPECTOR 3
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000113,1,,,,,,2.0,0.0,INSPECTOR 2
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000114,1,,,,,,1.0,0.0,INSPECTOR 2
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000115,3,,,,,,1.0,0.0,INSPECTOR 2
2016-07-21,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000116,1,,,,,,2.0,0.0,INSPECTOR 2
2016-07-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000111,1,Y,,,,,8.0,403.5,INSPECTOR 2
2016-07-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM584000112,,,,,,,8.0,504.5,INSPECTOR 2
2016-07-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000115,1,,,,,,2.0,0.0,INSPECTOR 3
2016-07-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000116,3,,,,,,0.0,0.0,INSPECTOR 3
2016-07-20,BROWNSVILLE RD & CORRIGAN DR,SOUTH PARK,PA,PAM637000117,1,Y,,,,,4.0,0.0,INSPECTOR 3
2016-07-19,1121 MCPHERSON AVE,CLAIRTON,PA,PAM637000114,1,Y,Y,,Y,Y,15.0,3852.0,INSPECTOR 3
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM628000147,1,,,,,,2.0,0.0,INSPECTOR 4
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM628000148,1,Y,,,,,5.0,203.5,INSPECTOR 4
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM628000149,1,Y,,,,,10.0,768.5,INSPECTOR 4
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM615000135,1,,,,,,5.0,0.0,INSPECTOR 1
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM615000136,1,,,,,,2.0,0.0,INSPECTOR 1
2016-07-19,BOGGS RD & BUGAY LN,FINDLAY,PA,PAM615000137,1,,,,,,3.0,0.0,INSPECTOR 1
2016-07-18,KENMAWR BRIDGE & S BRADDOCK AVE,SWISSVALE,PA,PAM628000146,3,,,,,Y,1.0,14083.5,INSPECTOR 4
2016-07-18,S BRADDOCK & KENMAWR BRIDGE,SWISSVALE,PA,PAM615000134,3,,,,,Y,1.0,13483.5,INSPECTOR 1
2016-07-13,CLINTON RD & 376,FINDLAY,PA,PAM628000142,1,,,,,,0.0,0.0,INSPECTOR 4
