OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
8825,3,Subregional drainage basin divide,Subregional,Subregional,0.40685799,2148.20915890133
8826,2,Regional drainage basin divide,Regional,Regional,0.30238699,1596.60217468076
8827,4,Local drainage basin divide,Local,Local,0.22705499,1198.8482351517
8828,4,Local drainage basin divide,Local,Local,1.09938001,5804.70388484424
8829,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.529693,2796.77632562807
8830,4,Local drainage basin divide,Local,Local,0.82640302,4363.40598923646
8831,4,Local drainage basin divide,Local,Local,0.234145,1236.28574902497
8832,5,Stream reach basin divide,Stream Reach,Reach,0.17832699,941.567160180848
8833,2,Regional drainage basin divide,Regional,Regional,2.26194,11943.0411750805
8834,4,Local drainage basin divide,Local,Local,0.04545259,239.990132517751
8835,4,Local drainage basin divide,Local,Local,1.09600996,5786.91315980467
8836,4,Local drainage basin divide,Local,Local,0.60687202,3204.28332443329
8837,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.260167,1373.68361916892
8838,10,Water diversion point divide,Water Diversion,Reach,0.92169302,4866.53675707712
8839,4,Local drainage basin divide,Local,Local,0.97657698,5156.32536067506
8840,3,Subregional drainage basin divide,Subregional,Subregional,0.36067,1904.33759547689
8841,3,Subregional drainage basin divide,Subregional,Subregional,0.40810999,2154.82179308937
8842,5,Stream reach basin divide,Stream Reach,Reach,0.84034597,4437.02710524493
8843,4,Local drainage basin divide,Local,Local,0.27163898,1434.25056700135
8844,3,Subregional drainage basin divide,Subregional,Subregional,0.769795,4064.5180695896
8845,3,Subregional drainage basin divide,Subregional,Subregional,0.543455,2869.44308254177
8846,4,Local drainage basin divide,Local,Local,0.65425801,3454.48183981291
8847,2,Regional drainage basin divide,Regional,Regional,0.430617,2273.6602285728
8848,3,Subregional drainage basin divide,Subregional,Subregional,0.55589401,2935.11857452263
8849,4,Local drainage basin divide,Local,Local,0.164893,870.634292190121
8850,3,Subregional drainage basin divide,Subregional,Subregional,1.15116,6078.10647027467
8851,5,Stream reach basin divide,Stream Reach,Reach,0.58822697,3105.8394462963
8852,4,Local drainage basin divide,Local,Local,1.13390004,5986.97731221496
8853,4,Local drainage basin divide,Local,Local,1.61723995,8539.00826698072
8854,4,Local drainage basin divide,Local,Local,0.15867899,837.827716692386
8855,3,Subregional drainage basin divide,Subregional,Subregional,1.25066995,6603.5490004397
8856,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.37802299,1995.96302469873
8857,4,Local drainage basin divide,Local,Local,0.110288,582.318590505989
8858,5,Stream reach basin divide,Stream Reach,Reach,1.17921996,6226.28435490706
8859,2,Regional drainage basin divide,Regional,Regional,0.843472,4453.53139083181
8860,4,Local drainage basin divide,Local,Local,0.97394198,5142.41662196263
8861,3,Subregional drainage basin divide,Subregional,Subregional,0.77862,4111.11493623989
8862,4,Local drainage basin divide,Local,Local,0.53998899,2851.14029162816
8863,4,Local drainage basin divide,Local,Local,1.68113005,8876.38254188279
8864,5,Stream reach basin divide,Stream Reach,Reach,0.682711,3604.71537440844
8865,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.33483004,7047.92698960462
8866,4,Local drainage basin divide,Local,Local,0.473237,2498.6920342806
8867,4,Local drainage basin divide,Local,Local,0.21427899,1131.39535397785
8868,4,Local drainage basin divide,Local,Local,1.03638994,5472.1207397651
8869,3,Subregional drainage basin divide,Subregional,Subregional,0.88924002,4695.18417957317
8870,5,Stream reach basin divide,Stream Reach,Reach,0.41839399,2209.12116927851
8871,4,Local drainage basin divide,Local,Local,0.46352198,2447.39497088992
8872,4,Local drainage basin divide,Local,Local,0.17756499,937.542086652674
8873,2,Regional drainage basin divide,Regional,Regional,1.28978002,6810.04837055554
8874,3,Subregional drainage basin divide,Subregional,Subregional,0.38036501,2008.32800271648
8875,3,Subregional drainage basin divide,Subregional,Subregional,0.61081701,3225.11445953251
8876,4,Local drainage basin divide,Local,Local,0.63689398,3362.80082598818
8877,4,Local drainage basin divide,Local,Local,0.44581401,2353.89955008929
8878,4,Local drainage basin divide,Local,Local,0.53697901,2835.24592236899
8879,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.71138697,3756.12608054224
8880,4,Local drainage basin divide,Local,Local,1.34871995,7121.26645222023
8881,3,Subregional drainage basin divide,Subregional,Subregional,0.87871098,4639.59415650693
8882,5,Stream reach basin divide,Stream Reach,Reach,0.06659059,351.598550969278
8883,4,Local drainage basin divide,Local,Local,1.22035002,6443.42769602614
8884,4,Local drainage basin divide,Local,Local,0.34428599,1817.83039012809
8885,4,Local drainage basin divide,Local,Local,0.40343898,2130.15717582307
8886,4,Local drainage basin divide,Local,Local,0.29965999,1582.20433905612
8887,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.13303995,5982.43117052853
8888,4,Local drainage basin divide,Local,Local,0.33805599,1784.9354935013
8889,4,Local drainage basin divide,Local,Local,1.09153997,5763.34902612145
8890,5,Stream reach basin divide,Stream Reach,Reach,0.111464,588.5309403609
8891,3,Subregional drainage basin divide,Subregional,Subregional,1.36284005,7195.77579890869
8892,4,Local drainage basin divide,Local,Local,0.05105549,269.573009217433
8893,4,Local drainage basin divide,Local,Local,0.0847074,447.254933930365
8894,5,Stream reach basin divide,Stream Reach,Reach,1.22169005,6450.54593329427
8895,4,Local drainage basin divide,Local,Local,0.16885499,891.556893822034
8896,2,Regional drainage basin divide,Regional,Regional,0.33255299,1755.87980856227
8897,3,Subregional drainage basin divide,Subregional,Subregional,0.15455999,816.07626570611
8898,4,Local drainage basin divide,Local,Local,0.90836101,4796.14394257213
8899,1,Major drainage basin divide,Major,Major,1.29931998,6860.42462136959
8900,5,Stream reach basin divide,Stream Reach,Reach,0.10011299,528.596847106444
8901,4,Local drainage basin divide,Local,Local,0.71785598,3790.28179096364
8902,3,Subregional drainage basin divide,Subregional,Subregional,0.39956399,2109.69851482957
8903,3,Subregional drainage basin divide,Subregional,Subregional,0.217773,1149.84377219637
8904,4,Local drainage basin divide,Local,Local,0.43687,2306.67629439869
8905,5,Stream reach basin divide,Stream Reach,Reach,0.88610601,4678.63661864002
8906,2,Regional drainage basin divide,Regional,Regional,1.23163998,6503.07447985891
8907,4,Local drainage basin divide,Local,Local,1.16922998,6173.53557502156
8908,3,Subregional drainage basin divide,Subregional,Subregional,0.87853497,4638.66325941133
8909,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.28055,1481.30316226978
8910,3,Subregional drainage basin divide,Subregional,Subregional,0.61272299,3235.1745963398
8911,4,Local drainage basin divide,Local,Local,1.78384995,9418.75145667554
8912,3,Subregional drainage basin divide,Subregional,Subregional,2.02519011,10692.9768445882
8913,4,Local drainage basin divide,Local,Local,0.447631,2363.49282853296
8914,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.45268601,2390.18194330999
8915,1,Major drainage basin divide,Major,Major,0.685036,3616.99203667284
8916,4,Local drainage basin divide,Local,Local,0.64009499,3379.69960647047
8917,4,Local drainage basin divide,Local,Local,0.34593999,1826.55944776912
8918,4,Local drainage basin divide,Local,Local,3.0422399,16063.0113569837
8919,4,Local drainage basin divide,Local,Local,0.250458,1322.41785308
8920,4,Local drainage basin divide,Local,Local,0.53326702,2815.6502153783
8921,3,Subregional drainage basin divide,Subregional,Subregional,0.62722498,3311.74870869553
8922,4,Local drainage basin divide,Local,Local,0.80146497,4231.73787285552
8923,4,Local drainage basin divide,Local,Local,0.679003,3585.13705489516
8924,2,Regional drainage basin divide,Regional,Regional,0.51275199,2707.32998328316
8925,2,Regional drainage basin divide,Regional,Regional,1.34178996,7084.64475980521
8926,3,Subregional drainage basin divide,Subregional,Subregional,0.77248001,4078.69694755478
8927,1,Major drainage basin divide,Major,Major,0.46708399,2466.20526980739
8928,4,Local drainage basin divide,Local,Local,1.01557004,5362.19803990442
8929,4,Local drainage basin divide,Local,Local,0.91123098,4811.29841906924
8930,4,Local drainage basin divide,Local,Local,0.16922,893.479960878743
8931,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.90391099,4772.65178822495
8932,4,Local drainage basin divide,Local,Local,1.09154999,5763.36991769232
8933,3,Subregional drainage basin divide,Subregional,Subregional,0.102857,543.086893154036
8934,4,Local drainage basin divide,Local,Local,0.78432697,4141.24419201368
8935,4,Local drainage basin divide,Local,Local,0.22359,1180.55461055816
8936,4,Local drainage basin divide,Local,Local,2.59069991,13678.8688519825
8937,2,Regional drainage basin divide,Regional,Regional,0.247589,1307.27235403502
8938,4,Local drainage basin divide,Local,Local,0.15031699,793.675032808003
8939,4,Local drainage basin divide,Local,Local,0.13218699,697.948486222673
8940,2,Regional drainage basin divide,Regional,Regional,0.223863,1181.9984120568
8941,4,Local drainage basin divide,Local,Local,1.13943994,6016.25200965602
8942,5,Stream reach basin divide,Stream Reach,Reach,0.62293797,3289.11519331932
8943,3,Subregional drainage basin divide,Subregional,Subregional,0.211822,1118.42118931445
8944,3,Subregional drainage basin divide,Subregional,Subregional,0.27829098,1469.37562598776
8945,5,Stream reach basin divide,Stream Reach,Reach,0.38028499,2007.90689877789
8946,4,Local drainage basin divide,Local,Local,0.12793999,675.52322405844
8947,4,Local drainage basin divide,Local,Local,0.154006,813.149661104304
8948,4,Local drainage basin divide,Local,Local,0.110402,582.92318493061
8949,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.68329197,3607.78382320514
8950,2,Regional drainage basin divide,Regional,Regional,0.475212,2509.11691405636
8951,4,Local drainage basin divide,Local,Local,1.12742996,5952.81468156949
8952,1,Major drainage basin divide,Major,Major,0.37224,1965.42781849837
8953,1,Major drainage basin divide,Major,Major,0.0955213,504.352060128675
8954,2,Regional drainage basin divide,Regional,Regional,1.29730999,6849.78729362714
8955,4,Local drainage basin divide,Local,Local,0.28615,1510.87217900522
8956,4,Local drainage basin divide,Local,Local,1.03701996,5475.44554804126
8957,3,Subregional drainage basin divide,Subregional,Subregional,0.75032198,3961.70109985033
8958,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.13222002,5978.10917344005
8959,4,Local drainage basin divide,Local,Local,0.33595201,1773.82701067049
8960,4,Local drainage basin divide,Local,Local,1.46478998,7734.11315176646
8961,4,Local drainage basin divide,Local,Local,0.19576899,1033.66231074737
8962,4,Local drainage basin divide,Local,Local,0.61296099,3236.43479812262
8963,4,Local drainage basin divide,Local,Local,0.22642999,1195.5482971797
8964,4,Local drainage basin divide,Local,Local,0.336028,1774.22796889212
8965,4,Local drainage basin divide,Local,Local,0.52457702,2769.76897496983
8966,3,Subregional drainage basin divide,Subregional,Subregional,0.78790497,4160.13836946578
8967,5,Stream reach basin divide,Stream Reach,Reach,0.04033949,212.993100296175
8968,5,Stream reach basin divide,Stream Reach,Reach,0.293475,1549.54999898805
8969,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.27041,1427.7653428949
8970,4,Local drainage basin divide,Local,Local,0.65814298,3474.99651531061
8971,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.90609598,4784.18710709257
8972,5,Stream reach basin divide,Stream Reach,Reach,0.13626399,719.47466995365
8973,4,Local drainage basin divide,Local,Local,0.20951099,1106.21835530075
8974,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.427832,2258.95348049288
8975,3,Subregional drainage basin divide,Subregional,Subregional,0.93609702,4942.59127416814
8976,4,Local drainage basin divide,Local,Local,0.390331,2060.94685562426
8977,7,Stream diversion basin divide,Stream Diversion,Reach,0.80060899,4227.21780801666
8978,4,Local drainage basin divide,Local,Local,0.71684002,3784.91741965845
8979,4,Local drainage basin divide,Local,Local,0.77206397,4076.495796744
8980,4,Local drainage basin divide,Local,Local,0.55418097,2926.07439484368
8981,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.97643601,5155.58368650464
8982,3,Subregional drainage basin divide,Subregional,Subregional,0.00964292,50.9141859580074
8983,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.46419,7730.92132428888
8984,4,Local drainage basin divide,Local,Local,0.435882,2301.45896544288
8985,4,Local drainage basin divide,Local,Local,1.29051995,6813.95089614668
8986,3,Subregional drainage basin divide,Subregional,Subregional,0.71303701,3764.83506139295
8987,4,Local drainage basin divide,Local,Local,0.04799409,253.408823821718
8988,4,Local drainage basin divide,Local,Local,0.82995897,4382.18274856224
8989,4,Local drainage basin divide,Local,Local,0.30461999,1608.39245842203
8990,4,Local drainage basin divide,Local,Local,1.54179,8140.62674623642
8991,4,Local drainage basin divide,Local,Local,0.598733,3161.31072189022
8992,4,Local drainage basin divide,Local,Local,0.80741101,4263.13221214134
8993,3,Subregional drainage basin divide,Subregional,Subregional,0.14124999,745.797727027856
8994,4,Local drainage basin divide,Local,Local,0.0651732,344.114675359689
8995,3,Subregional drainage basin divide,Subregional,Subregional,1.50881004,7966.50005956911
8996,4,Local drainage basin divide,Local,Local,0.213602,1127.82098521657
8997,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.55615401,2936.49394897796
8998,3,Subregional drainage basin divide,Subregional,Subregional,0.69551002,3672.29186438827
8999,4,Local drainage basin divide,Local,Local,0.19418899,1025.32008003171
9000,4,Local drainage basin divide,Local,Local,1.21587002,6419.81615770469
9001,5,Stream reach basin divide,Stream Reach,Reach,0.42965999,2268.6081733133
9002,4,Local drainage basin divide,Local,Local,0.158344,836.056619442677
9003,4,Local drainage basin divide,Local,Local,0.72273898,3816.06402600513
9004,4,Local drainage basin divide,Local,Local,0.98348999,5192.82833832977
9005,4,Local drainage basin divide,Local,Local,0.74048602,3909.76574018871
9006,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.30780994,6905.209970313
9007,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.671799,3547.09764854713
9008,3,Subregional drainage basin divide,Subregional,Subregional,0.146053,771.157839416917
9009,4,Local drainage basin divide,Local,Local,0.979896,5173.85269012221
9010,4,Local drainage basin divide,Local,Local,0.90896499,4799.33515936351
9011,4,Local drainage basin divide,Local,Local,0.28512701,1505.46952728914
9012,4,Local drainage basin divide,Local,Local,0.42890998,2264.64561063899
9013,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.72951698,3851.84652344634
9014,3,Subregional drainage basin divide,Subregional,Subregional,0.34685799,1831.41177504306
