OBJECTID,TYPE,ESTABLISHED,PRIVATE,REFERENCE,COMMENTS,DATE_FILED,ShapeSTArea,ShapeSTLength
1,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,22197.754664322,2634.71804183008
2,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,31993.8554440049,4536.37204908408
3,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,68219.0999230151,9310.85458672103
4,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,35169.9338317746,4036.05952851425
6,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,702.303559546321,291.183974142735
7,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,603.853729920333,251.666377357105
8,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,531.764300063023,222.624036865725
9,Access,Plat,No,b69p147,,2007/06/22 00:00:00+00,603.806898217121,251.663764864063
10,General Utility,Plat,No,,,,631.879655285037,260.347142583818
11,Access,Plat,No,b69p147,,2007/06/22 00:00:00+00,812.686534637568,336.079659770726
12,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,11839.3094778215,1870.15153693792
13,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,11839.3094778215,1870.15153693792
14,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,16517.4906842251,1814.64154145333
15,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,32137.5209854336,4922.98221444121
16,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,28295.9417327186,3470.07377849757
17,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,31403.0789447147,4163.77459553715
18,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,35614.7737779871,4956.76141615958
19,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,16925.8192569466,3382.19639068804
20,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,7915.46058772424,1603.63136312349
22,Drainage,Plat,No,,,,22491.772366209,1099.7112966879
23,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,19047.2848411753,2791.59682676313
25,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,13853.6748292685,1750.21196335301
26,Drainage,Plat,No,b69p147,,2007/06/22 00:00:00+00,16686.7115031595,1866.26028240223
27,General Utility,Plat,No,b69p147,,2007/06/22 00:00:00+00,28434.1630922146,3972.45946449594
28,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,650.666635006141,270.369173792528
29,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,549.735521743771,229.993930113749
30,Sump Pump,Plat,No,b69p147,,2007/06/22 00:00:00+00,657.459129964527,273.088644098666
31,General Utility,Plat,No,b71p91,,2009/06/17 00:00:00+00,29134.4960385528,5532.86701083187
32,General Utility,Plat,No,,,,26985.1421421512,5376.95158159951
33,General Utility,Plat,No,,,,7442.49877150046,1508.4510952817
34,Sump Pump,Plat,No,,,,1064.46026919499,435.7972438753
35,Access,Plat,No,,,,1064.46026919499,435.7972438753
36,General Utility,Plat,No,,,,26888.4551750741,5357.71718263969
37,Sump Pump,Plat,No,,,,1000.02086695947,220.003021308662
38,Sump Pump,Plat,No,,,,500.040627715355,210.015348223999
39,Access,Plat,No,,,,1000.02086695947,220.003021308662
40,Access,Plat,No,,,,500.040627715355,210.015348223999
41,General Utility,Plat,No,,,,7442.27432968893,1508.45274231611
42,Drainage,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
43,Sanitary Sewer,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
44,Water Distribution,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
45,Gas Pipeline,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
46,Electric,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
47,Telecommunications,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
48,Storm Sewer,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
49,General Utility,Resolution,No,98-08,,,57367.4057550805,1846.28724846805
51,General Utility,Plat,No,,,,11230.8347107127,2265.36571447821
53,General Utility,Plat,No,,,,4841.24710013053,1566.93762013881
54,Drainage,Plat,No,,,,524.855661199772,219.998826095391
55,Access,Plat,No,,,,524.855661199772,219.998826095391
56,General Utility,Plat,No,b70p202,,2008/07/31 00:00:00+00,7503.66516562229,1521.43365989488
57,General Utility,Plat,No,b70p202,,2008/07/31 00:00:00+00,5429.49709634693,1105.74691880037
58,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9282.96901888767,1878.74139864016
59,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,6891.22931469957,1398.29880302668
60,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9701.52356693662,1963.39816392827
61,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9261.99625754161,1874.99851720125
62,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9623.44731054257,1959.36900905977
63,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,6879.22607030159,1395.85691704041
64,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,2762.79442991224,573.542088039876
65,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,11474.9443684872,1187.50236359332
66,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,600.035601836118,250.000392526647
67,Access,Plat,No,b70p96,,2008/05/08 00:00:00+00,600.035601836118,250.000392526647
68,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,16036.7669894817,3205.93425052543
70,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9228.55280136442,1863.53071699803
71,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9210.35214822761,1862.6999431205
72,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,13626.2580453947,1402.25737331628
73,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,9187.25292928898,1862.54195359118
74,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,6809.53965278929,1382.21683213035
75,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,596.718743771931,248.824023674927
76,General Utility,Plat,No,b70p96,,2008/05/08 00:00:00+00,599.941225969315,249.993602615712
77,Access,Plat,No,b70p96,,2008/05/08 00:00:00+00,596.718743771931,248.824023674927
78,Access,Plat,No,b70p96,,2008/05/08 00:00:00+00,599.941225969315,249.993602615712
79,General Utility,Plat,No,b3p58,,2009/06/01 00:00:00+00,31945.9875067809,6604.87963706874
80,Roadway,Plat,Yes,,S PROVISORE PL,,16097.3507064009,902.219601770626
81,General Utility,Plat,No,b3p58,Portion remaining after part released res #100-20,2009/06/01 00:00:00+00,14030.4126644015,3188.61206669742
82,Drainage,Plat,No,b3p58,,2009/06/01 00:00:00+00,21949.1339397554,979.877172242264
83,Drainage,Plat,No,b3p58,,2009/06/01 00:00:00+00,12678.9206955419,608.32462834635
84,Sanitary Sewer,Plat,No,b3p58,,2009/06/01 00:00:00+00,15662.2459656485,1105.96172984248
85,Sanitary Sewer,Plat,No,b3p58,,2009/06/01 00:00:00+00,7532.30530040093,501.115611007654
86,Drainage,Plat,No,b3p58,,2009/06/01 00:00:00+00,7532.30530040093,501.115611007654
87,Roadway,Plat,Yes,,,,50274.6042342605,2608.67771398371
115,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,12618.8007426466,2544.75260582396
116,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,12325.6933530779,2485.16214536758
117,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,20429.069029084,4107.2622600741
118,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,21507.950086512,4331.29088018982
119,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,7019.15655094007,1423.93226492346
120,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,7014.03695461157,1422.40207575413
121,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,6455.3081565662,1309.84458017514
122,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,6447.22053085953,1308.57805594667
123,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,4082.51775218775,836.498651248631
124,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,33542.2999747485,6726.22026460467
125,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,13050.1332020165,2630.00058628084
126,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,13050.1300199482,2630.00086967851
127,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,6373.21585632057,1292.68506495883
128,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,6371.50364966166,1292.65716147428
129,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,4082.51811116272,836.498013148988
130,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,6375.72062310964,1292.73071405532
131,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,2041.25367434733,826.497605858475
132,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,656.554064331953,273.050285673068
133,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,562.37861605649,235.124378127758
134,Access,Plat,No,b69p220,,2007/09/10 00:00:00+00,656.554064331953,273.050285673068
135,Access,Plat,No,b69p220,,2007/09/10 00:00:00+00,562.37861605649,235.124378127758
136,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,12623.840723492,2545.4214349699
137,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,525.023708580691,220.000951732853
138,Access,Plat,No,b69p220,,2007/09/10 00:00:00+00,525.023708580691,220.000951732853
139,General Utility,Plat,No,b69p220,,2007/09/10 00:00:00+00,4082.51544732083,836.5002471134
144,General Utility,Plat,No,,,,8772.40494022447,1779.6666967463
145,General Utility,Plat,No,b68p250,,2006/09/01 00:00:00+00,10064.7572236345,2034.0022565036
146,Sump Pump,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.152728804989,250.00235786423
147,Sump Pump,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.206218605995,250.023667261325
148,Sump Pump,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.180546782339,250.010670328017
149,Sump Pump,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.182187195725,250.011326199352
150,Sump Pump,Plat,No,b68p250,,2006/09/01 00:00:00+00,915.041862982058,375.925886739221
152,Access,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.152728804989,250.00235786423
153,Access,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.206218605995,250.023667261325
154,Access,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.180546782339,250.010670328017
155,Access,Plat,No,b68p250,,2006/09/01 00:00:00+00,600.182187195725,250.011326199352
158,Drainage,Resolution,No,80-10,,,2996.18485668427,298.891289715089
159,Drainage,Resolution,No,80-10,,,3014.12990446077,300.358860859825
160,Drainage,Resolution,No,80-10,,,7654.39081268775,381.403982065575
161,Drainage,Resolution,No,80-10,,,2590.74299409913,270.091880615693
162,Drainage,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
163,Drainage,Resolution,No,80-10,,,15963.1046870844,639.888948534905
164,Drainage,Resolution,No,80-10,,,17012.608822098,643.568047277473
165,Sanitary Sewer,Resolution,No,80-10,,,2996.18485668427,298.891289715089
166,Sanitary Sewer,Resolution,No,80-10,,,3014.12990446077,300.358860859825
167,Sanitary Sewer,Resolution,No,80-10,,,7654.39081268775,381.403982065575
168,Sanitary Sewer,Resolution,No,80-10,,,2590.74299409913,270.091880615693
169,Sanitary Sewer,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
170,Sanitary Sewer,Resolution,No,80-10,,,15963.1046870844,639.888948534905
171,Sanitary Sewer,Resolution,No,80-10,,,17012.608822098,643.568047277473
172,Storm Sewer,Resolution,No,80-10,,,2996.18485668427,298.891289715089
173,Storm Sewer,Resolution,No,80-10,,,3014.12990446077,300.358860859825
174,Storm Sewer,Resolution,No,80-10,,,7654.39081268775,381.403982065575
175,Telecommunications,Resolution,No,80-10,,,2590.74299409913,270.091880615693
176,Storm Sewer,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
177,Storm Sewer,Resolution,No,80-10,,,15963.1046870844,639.888948534905
178,Storm Sewer,Resolution,No,80-10,,,17012.608822098,643.568047277473
179,Water Distribution,Resolution,No,80-10,,,2996.18485668427,298.891289715089
180,Water Distribution,Resolution,No,80-10,,,3014.12990446077,300.358860859825
181,Water Distribution,Resolution,No,80-10,,,7654.39081268775,381.403982065575
182,Storm Sewer,Resolution,No,80-10,,,2590.74299409913,270.091880615693
183,Telecommunications,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
184,Water Distribution,Resolution,No,80-10,,,15963.1046870844,639.888948534905
185,Water Distribution,Resolution,No,80-10,,,17012.608822098,643.568047277473
186,General Utility,Resolution,No,80-10,,,2996.18485668427,298.891289715089
187,General Utility,Resolution,No,80-10,,,3014.12990446077,300.358860859825
188,General Utility,Resolution,No,80-10,,,7654.39081268775,381.403982065575
189,Water Distribution,Resolution,No,80-10,,,2590.74299409913,270.091880615693
190,Gas Pipeline,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
191,General Utility,Resolution,No,80-10,,,15963.1046870844,639.888948534905
192,General Utility,Resolution,No,80-10,,,17012.608822098,643.568047277473
193,Gas Pipeline,Resolution,No,80-10,,,2996.18485668427,298.891289715089
194,Gas Pipeline,Resolution,No,80-10,,,3014.12990446077,300.358860859825
195,Gas Pipeline,Resolution,No,80-10,,,7654.39081268775,381.403982065575
196,General Utility,Resolution,No,80-10,,,2590.74299409913,270.091880615693
197,General Utility,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
198,Gas Pipeline,Resolution,No,80-10,,,15963.1046870844,639.888948534905
199,Gas Pipeline,Resolution,No,80-10,,,17012.608822098,643.568047277473
200,Electric,Resolution,No,80-10,,,2996.18485668427,298.891289715089
201,Electric,Resolution,No,80-10,,,3014.12990446077,300.358860859825
202,Electric,Resolution,No,80-10,,,7654.39081268775,381.403982065575
203,Gas Pipeline,Resolution,No,80-10,,,2590.74299409913,270.091880615693
204,Electric,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
205,Electric,Resolution,No,80-10,,,15963.1046870844,639.888948534905
206,Electric,Resolution,No,80-10,,,17012.608822098,643.568047277473
207,Telecommunications,Resolution,No,80-10,,,2996.18485668427,298.891289715089
208,Telecommunications,Resolution,No,80-10,,,3014.12990446077,300.358860859825
209,Telecommunications,Resolution,No,80-10,,,7654.39081268775,381.403982065575
210,Electric,Resolution,No,80-10,,,2590.74299409913,270.091880615693
211,Water Distribution,Plat,No,80-10,portion remaining after piece released 5/7/21,,10891.9896226977,663.981985034745
212,Telecommunications,Resolution,No,80-10,,,15963.1046870844,639.888948534905
213,Telecommunications,Resolution,No,80-10,,,17012.608822098,643.568047277473
214,General Utility,Resolution,No,154-06,,,48761.652366087,1413.83310118732
215,General Utility,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
216,General Utility,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
217,Gas Pipeline,Resolution,No,154-06,,,48761.652366087,1413.83310118732
218,Gas Pipeline,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
219,Gas Pipeline,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
220,Electric,Resolution,No,154-06,,,48761.652366087,1413.83310118732
221,Electric,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
222,Electric,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
223,Telecommunications,Resolution,No,154-06,,,48761.652366087,1413.83310118732
224,Telecommunications,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
225,Telecommunications,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
226,Drainage,Resolution,No,154-06,,,48761.652366087,1413.83310118732
227,Drainage,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
228,Drainage,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
229,Sanitary Sewer,Resolution,No,154-06,,,48761.652366087,1413.83310118732
230,Sanitary Sewer,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
231,Sanitary Sewer,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
232,Storm Sewer,Resolution,No,154-06,,,48761.652366087,1413.83310118732
233,Storm Sewer,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
234,Storm Sewer,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
235,Water Distribution,Resolution,No,154-06,,,48761.652366087,1413.83310118732
236,Water Distribution,Resolution,No,154-06,,,48347.9778048666,1482.17370013873
237,Water Distribution,Plat,No,154-06,Part remaining after portion released 10/18/21,,14646.0078043095,683.107408473682
246,Drainage,Resolution,No,55-10,,,16664.4308055075,653.258525814449
247,Sanitary Sewer,Resolution,No,55-10,,,16664.4308055075,653.258525814449
248,Water Distribution,Resolution,No,55-10,,,16664.4308055075,653.258525814449
249,Gas Pipeline,Resolution,No,55-10,,,16664.4308055075,653.258525814449
250,Electric,Resolution,No,55-10,,,16664.4308055075,653.258525814449
251,Telecommunications,Resolution,No,55-10,,,16664.4308055075,653.258525814449
252,General Utility,Resolution,No,55-10,,,16664.4308055075,653.258525814449
253,Storm Sewer,Resolution,No,55-10,,,16664.4308055075,653.258525814449
254,Wetland,Plat,No,b71p215,,2009/12/07 00:00:00+00,91871.7846854659,1272.9906938857
255,Irrigation,Plat,Yes,b71p215,,2009/12/07 00:00:00+00,11221.6550367891,420.249860685139
256,Irrigation,Plat,Yes,b71p215,,2009/12/07 00:00:00+00,11247.0751779227,420.576382166869
257,General Utility,Plat,No,b71p215,,2009/12/07 00:00:00+00,3913.02270715595,803.263686966188
258,General Utility,Plat,No,,,,2040.39072864267,508.656255984108
259,Parking,Plat,Yes,,,,7018.03078571591,377.260534174803
260,Drainage,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
261,Sanitary Sewer,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
262,Storm Sewer,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
263,Water Distribution,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
264,Gas Pipeline,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
265,Electric,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
266,Telecommunications,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
267,General Utility,Resolution,No,97-10,,,8890.93450984715,1798.19632827537
268,Drainage,Resolution,No,96-10,,,4949.97354493589,365.998285842905
269,Sanitary Sewer,Resolution,No,96-10,,,4949.97354493589,365.998285842905
270,Storm Sewer,Resolution,No,96-10,,,4949.97354493589,365.998285842905
271,Water Distribution,Resolution,No,96-10,,,4949.97354493589,365.998285842905
272,Gas Pipeline,Resolution,No,96-10,,,4949.97354493589,365.998285842905
273,Electric,Resolution,No,96-10,,,4949.97354493589,365.998285842905
274,Telecommunications,Resolution,No,96-10,,,4949.97354493589,365.998285842905
275,General Utility,Resolution,No,96-10,,,4949.97354493589,365.998285842905
276,General Utility,Plat,No,,,,3199.99121009158,660.000458044317
277,General Utility,Plat,No,,,,1049.9262658516,430.004449936177
278,General Utility,Plat,No,,,,4863.7741373906,1237.1087352374
279,General Utility,Plat,No,b4p98,,2010/10/05 00:00:00+00,649.990263074165,150.000352025168
280,General Utility,Plat,No,b4p98,,2010/10/05 00:00:00+00,600.041803868853,250.002213426602
281,General Utility,Plat,No,b4p98,,2010/10/05 00:00:00+00,325.022431476406,140.001104690408
282,General Utility,Plat,No,b5p5,,2011/01/24 00:00:00+00,2599.93317947741,539.999366547058
283,General Utility,Plat,No,b5p5,,2011/01/24 00:00:00+00,1300.43737810094,530.001351819403
284,Drainage,Plat,No,b4p98,,2010/10/05 00:00:00+00,325.022431476406,140.001104690408
285,Drainage,Plat,No,b5p5,,2011/01/24 00:00:00+00,1300.43737810094,530.001351819403
286,Access,Plat,No,,,,1049.9262658516,430.004449936177
287,Access,Plat,No,b4p98,,2010/10/05 00:00:00+00,600.041803868853,250.002213426602
288,General Utility,Plat,No,,,,659.979539020921,152.001333093303
289,Storm Sewer,Plat,No,,,,2398.29790430606,279.837263642931
290,General Utility,Plat,No,,,,7325.02923167959,1491.27384973453
291,General Utility,Plat,No,,,,8401.35185184602,1701.29718579214
292,General Utility,Plat,No,,,,6012.4383071653,1224.73758871553
293,General Utility,Plat,No,,,,10853.0064833047,2190.27544166433
294,General Utility,Plat,No,,,,5445.51359465589,1109.10895289371
295,Sanitary Sewer,Agreement,No,,,,2999.93381082871,339.998898013078
296,Access,Agreement,No,b267p436,,2011/02/15 00:00:00+00,1732.10501967192,213.00403707512
297,Access,Agreement,No,b267p436,,,992.405423643516,173.09559167815
298,Access,Agreement,No,b267p436,,,2248.03568887623,267.764694603347
299,General Utility,Plat,No,,,,6250.12227104295,1270.00149078773
300,Water Distribution,Agreement,No,b267p195,,2011/01/11 00:00:00+00,176.852451429806,60.649612438899
301,Access,Agreement,No,b267p194,,2011/01/11 00:00:00+00,186.169431182962,66.2009732888708
302,Access,Agreement,No,b267p194,,2011/01/11 00:00:00+00,69.4786436031987,54.2061863878355
303,Drainage,Plat,No,,No additional filing information available,,2475.50930322496,288.806579557945
304,General Utility,Plat,No,b68p300,,2006/10/27 00:00:00+00,33473.9245787895,6711.12592300076
305,General Utility,Plat,No,,,,7109.75163419746,1441.99886853835
306,General Utility,Plat,No,,,,3991.99974144982,814.949710052944
307,General Utility,Plat,No,,,,3975.48488480078,814.152622513476
308,General Utility,Plat,No,,,,15457.933026862,3112.58773771975
309,General Utility,Plat,No,,,,9339.87030182446,1887.99838137259
310,Mutual Access,Plat,No,,,,750.03029894161,309.998393500122
311,General Utility,Plat,No,,,,24651.4394325295,4933.31626091515
312,General Utility,Plat,No,,,,12816.4454873998,2583.83001769374
313,General Utility,Plat,No,,,,1426.03807399974,305.38787211968
314,General Utility,Plat,No,,,,320.015999829567,137.999576213972
315,General Utility,Plat,No,,,,320.010564507105,138.000882450244
316,General Utility,Plat,No,,,,320.010564507105,138.000882450244
317,General Utility,Plat,No,b5p8,,2011/02/09 00:00:00+00,14341.4042938077,2889.90944854969
318,General Utility,Plat,No,b5p8,,2011/02/09 00:00:00+00,6975.83989550064,1415.1641030139
319,Drainage,Plat,No,,,,320.015999829567,137.999576213972
320,Drainage,Plat,No,,,,320.010564507105,138.000882450244
321,Drainage,Plat,No,,,,320.010564507105,138.000882450244
322,Sanitary Sewer,Plat,No,,,,2842.4136891682,324.945102326199
323,Sanitary Sewer,Plat,No,,,,4054.42379616744,446.204006344977
324,General Utility,Plat,No,,,,7187.96528942087,1457.83241215667
325,Water Distribution,Plat,No,,,,12542.2370382952,1307.80096995698
326,Sanitary Sewer,Plat,No,,,,8477.6512741375,887.725786172913
327,Sidewalk and Utility,Plat,No,,,,1046.79274152838,558.516892256586
328,General Utility,Plat,No,,,,4531.91976762497,926.442836281772
329,Mutual Access,Plat,No,,,,9454.68383294,836.457830138877
330,General Utility,Plat,No,b68p75,,2006/04/10 00:00:00+00,4689.55872372664,952.722620816479
334,Drainage,Plat,No,b68p75,,2006/04/10 00:00:00+00,9945.86924801338,2066.5349070033
336,General Utility,Plat,No,,,,599.320971298368,249.986916923482
337,General Utility,Plat,No,,,,625.975184120044,250.430789938864
338,Access,Plat,No,,,,599.320971298368,249.986916923482
339,Access,Plat,No,,,,625.975184120044,250.430789938864
341,Access,Plat,No,,,,281.884291494178,122.894495784971
343,Drainage,Plat,No,b68p75,,2006/04/10 00:00:00+00,4015.31836820831,1615.89777900663
345,General Utility,Plat,No,b68p230,,2006/08/15 00:00:00+00,6829.65092542777,1387.51040056951
346,General Utility,Plat,No,b69p86,,2007/04/27 00:00:00+00,4876.89896175201,994.847833093549
348,Roadway,Plat,Yes,b69p86,N FIR PL,2007/04/27 00:00:00+00,6997.61939880265,501.387894802893
349,Sanitary Sewer,Plat,No,b69p86,,2007/04/27 00:00:00+00,6997.61939880265,501.387894802893
350,Water Distribution,Plat,No,b69p86,,2007/04/27 00:00:00+00,6997.61939880265,501.387894802893
351,Drainage,Plat,No,b69p86,,2007/04/27 00:00:00+00,6997.61939880265,501.387894802893
352,Access,Plat,No,b69p86,,2007/04/27 00:00:00+00,6997.61939880265,501.387894802893
353,Roadway,Plat,Yes,b69p86,W OAKCREST PL,2007/04/27 00:00:00+00,4658.46230810709,342.030023500825
354,Sanitary Sewer,Plat,No,b69p86,,2007/04/27 00:00:00+00,4658.46230810709,342.030023500825
355,Water Distribution,Plat,No,b69p86,,2007/04/27 00:00:00+00,4658.46230810709,342.030023500825
356,Drainage,Plat,No,b69p86,,2007/04/27 00:00:00+00,4658.46230810709,342.030023500825
357,Access,Plat,No,b69p86,,2007/04/27 00:00:00+00,4658.46230810709,342.030023500825
359,General Utility,Plat,No,b69p299,,2007/11/15 00:00:00+00,9212.59061580795,1863.06112596651
360,General Utility,Plat,No,b69p299,,2007/11/15 00:00:00+00,6747.93583920897,1369.10642034974
361,Roadway,Plat,Yes,b69p299,"W OAKCREST PL, W BREAM PL",2007/11/15 00:00:00+00,20430.7869674485,1405.80388812573
362,Sanitary Sewer,Plat,No,b69p299,,2007/11/15 00:00:00+00,20430.7869674485,1405.80388812573
363,Water Distribution,Plat,No,b69p299,,2007/11/15 00:00:00+00,20430.7869674485,1405.80388812573
364,Drainage,Plat,No,b69p299,,2007/11/15 00:00:00+00,20430.7869674485,1405.80388812573
365,Access,Plat,No,b69p299,,2007/11/15 00:00:00+00,20430.7869674485,1405.80388812573
366,General Utility,Plat,No,b68p264,,2006/09/18 00:00:00+00,12514.2650864059,2523.78240173774
368,Roadway,Plat,Yes,b68p264,"W OAKCREST PL, N FIR PL",2006/09/18 00:00:00+00,31724.7144430362,1987.61113042244
369,Sanitary Sewer,Plat,No,b68p264,,2006/09/18 00:00:00+00,31724.7144430362,1987.61113042244
370,Water Distribution,Plat,No,b68p264,,2006/09/18 00:00:00+00,31724.7144430362,1987.61113042244
371,Drainage,Plat,No,b68p264,,2006/09/18 00:00:00+00,31724.7144430362,1987.61113042244
372,Access,Plat,No,b68p264,,2006/09/18 00:00:00+00,31724.7144430362,1987.61113042244
377,Drainage,Plat,No,b69p300,,2007/11/15 00:00:00+00,6888.62762100713,1598.18828743596
380,Access,Plat,No,b69p300,,2007/11/15 00:00:00+00,546.435913530501,228.786813754839
384,Drainage,Plat,No,b69p300,,2007/11/15 00:00:00+00,5423.65203360305,1286.87699348019
388,Access,Plat,No,b69p300,,2007/11/15 00:00:00+00,652.588930020918,271.442276006784
391,Access,Plat,No,,,,496.449211757577,206.794823951619
392,Drainage,Plat,No,b69p300,,2007/11/15 00:00:00+00,5167.58367387448,2075.96195488526
394,Access,Plat,No,b69p300,,2007/11/15 00:00:00+00,600.187488292761,249.960135373418
397,Access,Plat,No,,,,603.474673065601,250.063468870661
398,Roadway,Plat,Yes,b72p82,N REDBUD PL,2010/06/08 00:00:00+00,2869.99853320673,260.997634256835
399,Roadway,Plat,Yes,b72p95,W SOURWOOD PL,2010/06/24 00:00:00+00,3606.42856066144,313.600719735216
400,Roadway,Plat,Yes,b72p40,N REDBUD PL,2010/03/31 00:00:00+00,2799.90409424137,255.996689386729
401,Roadway,Plat,Yes,b72p18,N PEKIN PL,2010/02/22 00:00:00+00,3607.51220445074,313.680383620501
402,Roadway,Plat,Yes,b72p18,N CRAPE PL,2010/02/22 00:00:00+00,2870.02559292344,261.001824442977
