X,Y,OBJECTID,ID1,ID2,REGION
-118.414831292,42.993192147,23686,LavaPlains_32,32,LavaPlains
-118.392577725,42.993545613,23687,LavaPlains_32,32,LavaPlains
-118.498428991,42.994623555,23688,LavaPlains_292,292,LavaPlains
-118.426734775,42.995781371,23689,LavaPlains_20,20,LavaPlains
-118.506120772,42.995247078,23690,LavaPlains_292,292,LavaPlains
-118.345071648,42.997575365,23691,LavaPlains_22,22,LavaPlains
-118.450555833,42.996769905,23692,LavaPlains_20,20,LavaPlains
-118.469547733,42.997574093,23693,LavaPlains_20,20,LavaPlains
-118.364078893,42.99912139,23694,LavaPlains_22,22,LavaPlains
-118.365836771,42.999261423,23695,LavaPlains_22,22,LavaPlains
-118.491492458,42.998014678,23696,LavaPlains_20,20,LavaPlains
-118.515400938,42.998022563,23697,LavaPlains_292,292,LavaPlains
-118.439760057,42.999401748,23698,LavaPlains_20,20,LavaPlains
-118.441958533,42.999615567,23699,LavaPlains_20,20,LavaPlains
-118.389112115,43.000349764,23700,LavaPlains_32,32,LavaPlains
-118.430477847,43.00112816,23701,LavaPlains_20,20,LavaPlains
-118.413596112,43.001498944,23702,LavaPlains_32,32,LavaPlains
-118.344225237,43.004025344,23703,LavaPlains_22,22,LavaPlains
-118.47103043,43.004558553,23704,LavaPlains_20,20,LavaPlains
-118.547027486,43.004039362,23705,LavaPlains_292,292,LavaPlains
-118.460307653,43.005661894,23706,LavaPlains_20,20,LavaPlains
-118.55636958,43.004798178,23707,LavaPlains_292,292,LavaPlains
-118.44952402,43.008858002,23708,LavaPlains_20,20,LavaPlains
-118.381207489,43.009783477,23709,LavaPlains_22,22,LavaPlains
-118.519059396,43.008519552,23710,LavaPlains_292,292,LavaPlains
-118.4002156,43.011162474,23711,LavaPlains_32,32,LavaPlains
-118.495853626,43.010515754,23712,LavaPlains_20,20,LavaPlains
-118.545562413,43.011223645,23713,LavaPlains_292,292,LavaPlains
-118.429869503,43.012727784,23714,LavaPlains_32,32,LavaPlains
-118.53909865,43.011552267,23715,LavaPlains_292,292,LavaPlains
-118.432408647,43.013420529,23716,LavaPlains_32,32,LavaPlains
-118.377151801,43.014823369,23717,LavaPlains_22,22,LavaPlains
-118.412798463,43.014549821,23718,LavaPlains_32,32,LavaPlains
-118.437585508,43.01432161,23719,LavaPlains_32,32,LavaPlains
-118.500798146,43.015361505,23720,LavaPlains_20,20,LavaPlains
-118.548303369,43.015533577,23721,LavaPlains_292,292,LavaPlains
-118.525391219,43.016163305,23722,LavaPlains_292,292,LavaPlains
-118.463106656,43.01729864,23723,LavaPlains_20,20,LavaPlains
-118.422423302,43.018053088,23724,LavaPlains_16,16,LavaPlains
-118.380639985,43.018725844,23725,LavaPlains_22,22,LavaPlains
-118.447243801,43.019190864,23726,LavaPlains_20,20,LavaPlains
-118.465013182,43.019045245,23727,LavaPlains_20,20,LavaPlains
-118.484791445,43.020319814,23728,LavaPlains_20,20,LavaPlains
-118.42931092,43.021750764,23729,LavaPlains_16,16,LavaPlains
-118.418021066,43.022213225,23730,LavaPlains_16,16,LavaPlains
-118.364609833,43.023104134,23731,LavaPlains_22,22,LavaPlains
-118.406623167,43.022756401,23732,LavaPlains_16,16,LavaPlains
-118.388539609,43.023621264,23733,LavaPlains_22,22,LavaPlains
-118.376285183,43.025137808,23734,LavaPlains_22,22,LavaPlains
-118.506619423,43.024622981,23735,LavaPlains_20,20,LavaPlains
-118.486717182,43.027378791,23736,LavaPlains_20,20,LavaPlains
-118.39305813,43.029362344,23737,LavaPlains_22,22,LavaPlains
-118.396899347,43.029396016,23738,LavaPlains_22,22,LavaPlains
