X,Y,Incident_Date,Latitude,Longitude,Incident_Type,Department_Apparatus_Name,ObjectId
-8796224.59918946,4291304.45129676,2019/02/28 00:00:00+00,35.93226,-79.01783,611 - Dispatched & cancelled en route,Engine 32,5406
-8796365.97494276,4292464.84833241,2019/10/30 00:00:00+00,35.9407,-79.0191,"140 - Natural vegetation fire, other",Engine 33,5407
-8800705.20869389,4288790.22444893,2019/11/16 00:00:00+00,35.91397,-79.05808,"800 - Severe weather or natural disaster, other",Engine 31,5408
-8799935.9910125,4288107.1260207,2019/11/06 00:00:00+00,35.909,-79.05117,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5409
-8797258.75725893,4288902.93294158,2019/12/24 00:00:00+00,35.91479,-79.02712,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5410
-8799344.88451639,4288001.29770871,2019/12/11 00:00:00+00,35.90823,-79.04586,"743 - Smoke detector activation, no fire - unintentional",Engine 33,5411
-8800895.56502314,4293853.6380063,2019/11/26 00:00:00+00,35.9508,-79.05979,322 - Motor vehicle accident with injuries,Truck 74,5412
-8796450.57775577,4287564.25143254,2019/02/28 00:00:00+00,35.90505,-79.01986,554 - Assist invalid,Engine 32,5413
-8799838.02986061,4286756.17438583,2019/10/30 00:00:00+00,35.89917,-79.05029,444 - Power line down,Reserve 32,5414
-8794491.3547178,4293553.86441988,2019/02/06 00:00:00+00,35.94862,-79.00226,611 - Dispatched & cancelled en route,Engine 33,5415
-8799477.35471044,4288127.74204548,2019/11/06 00:00:00+00,35.90915,-79.04705,412 - Gas leak (natural gas or LPG),Battalion 11,5416
-8801061.43106443,4294691.12273145,2019/12/24 00:00:00+00,35.95689,-79.06128,"651 - Smoke scare, odor of smoke",Truck 74,5417
-8795753.7177434,4287264.65123871,2019/12/11 00:00:00+00,35.90287,-79.0136,"745 - Alarm system activation, no fire - unintentional",Engine 32,5418
-8799708.89925129,4292825.09157328,2019/11/26 00:00:00+00,35.94332,-79.04913,"746 - Carbon monoxide detector activation, no CO",Truck 74,5419
-8800481.45651739,4292202.23578625,2019/02/28 00:00:00+00,35.93879,-79.05607,154 - Dumpster or other outside trash receptacle fire,Engine 31,5420
-8797560.43307898,4292335.60366842,2019/10/30 00:00:00+00,35.93976,-79.02983,444 - Power line down,Engine 33,5421
-8799450.63803264,4287136.84265811,2019/11/16 00:00:00+00,35.90194,-79.04681,"745 - Alarm system activation, no fire - unintentional",Engine 32,5422
-8798073.61593153,4291062.48837897,2019/11/06 00:00:00+00,35.9305,-79.03444,"745 - Alarm system activation, no fire - unintentional",Engine 33,5423
-8798073.61593153,4291062.48837897,2019/12/25 00:00:00+00,35.9305,-79.03444,"745 - Alarm system activation, no fire - unintentional",FD14,5424
-8799856.95417404,4289423.88127604,2019/12/11 00:00:00+00,35.91858,-79.05046,"743 - Smoke detector activation, no fire - unintentional",Engine 31,5425
-8799144.50943296,4286602.26175464,2019/11/26 00:00:00+00,35.89805,-79.04406,"745 - Alarm system activation, no fire - unintentional",Engine 35,5426
-8799120.01914499,4287072.25179619,2019/02/28 00:00:00+00,35.90147,-79.04384,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5427
-8800019.4806306,4287476.29455654,2019/10/30 00:00:00+00,35.90441,-79.05192,"745 - Alarm system activation, no fire - unintentional",Engine 31,5428
-8801482.21873962,4288199.21123399,2019/11/16 00:00:00+00,35.90967,-79.06506,324 - Motor vehicle accident with no injuries.,Engine 31,5429
-8800529.32389843,4287198.68533216,2019/11/06 00:00:00+00,35.90239,-79.0565,324 - Motor vehicle accident with no injuries.,Engine 35,5430
-8799786.82289484,4289245.18906128,2019/12/25 00:00:00+00,35.91728,-79.04983,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5431
-8794268.71573622,4293661.12190875,2019/12/26 00:00:00+00,35.9494,-79.00026,611 - Dispatched & cancelled en route,Engine 33,5432
-8800118.5549774,4288122.24443505,2019/02/09 00:00:00+00,35.90911,-79.05281,324 - Motor vehicle accident with no injuries.,Engine 32,5433
-8796734.44245729,4281315.58539792,2019/12/26 00:00:00+00,35.85957,-79.02241,611 - Dispatched & cancelled en route,Engine 35,5434
-8796033.12966529,4287766.28007542,2019/12/26 00:00:00+00,35.90652,-79.01611,"652 - Steam, vapor, fog or dust thought to be smoke",Battalion 11,5435
-8801662.55631471,4294387.20044946,2019/12/26 00:00:00+00,35.95468,-79.06668,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5436
-8801046.95953062,4288354.52089764,2019/12/26 00:00:00+00,35.9108,-79.06115,622 - No incident found on arrival at dispatch address,Engine 31,5437
-8800478.11693267,4292877.34158468,2019/12/27 00:00:00+00,35.9437,-79.05604,622 - No incident found on arrival at dispatch address,Truck 74,5438
-8852506.62053963,4312003.98446169,2019/01/05 00:00:00+00,36.08268,-79.52342,"550 - Public service assistance, other",Engine 31,5439
-8794927.72712171,4289948.97847155,2019/12/27 00:00:00+00,35.9224,-79.00618,"745 - Alarm system activation, no fire - unintentional",FD14,5440
-8797602.84580497,4291674.41751362,2019/12/27 00:00:00+00,35.934951,-79.030211,553 - Public service,Engine 33,5441
-8801662.55631471,4294387.20044946,2019/12/27 00:00:00+00,35.95468,-79.06668,"745 - Alarm system activation, no fire - unintentional",FD14,5442
-8795170.40361164,4288174.47184635,2019/12/27 00:00:00+00,35.90949,-79.00836,"745 - Alarm system activation, no fire - unintentional",Engine 32,5443
-8804526.80681282,4288274.80415604,2019/12/27 00:00:00+00,35.91022,-79.09241,111 - Building fire,Battalion 11,5444
-8800438.04191598,4288710.5045132,2019/12/27 00:00:00+00,35.91339,-79.05568,"745 - Alarm system activation, no fire - unintentional",FD14,5445
-8800521.53153408,4290952.50701513,2019/12/28 00:00:00+00,35.9297,-79.05643,553 - Public service,FD14,5446
-8795371.89188998,4292426.34976111,2019/12/28 00:00:00+00,35.94042,-79.01017,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5447
-8799036.52952689,4290960.75557882,2019/12/28 00:00:00+00,35.92976,-79.04309,412 - Gas leak (natural gas or LPG),Battalion 11,5448
-8800019.4806306,4287476.29455654,2019/12/28 00:00:00+00,35.90441,-79.05192,611 - Dispatched & cancelled en route,Battalion 11,5449
-8796853.55431244,4287825.37759879,2019/12/28 00:00:00+00,35.90695,-79.02348,553 - Public service,Engine 32,5450
-8801488.89790907,4284451.83533861,2019/12/28 00:00:00+00,35.8824,-79.06512,"550 - Public service assistance, other",Engine 35,5451
-8800395.74050948,4288637.65749676,2019/12/28 00:00:00+00,35.91286,-79.0553,412 - Gas leak (natural gas or LPG),Battalion 11,5452
-8797238.71975058,4291476.30323143,2019/12/29 00:00:00+00,35.93351,-79.02694,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5453
-8795104.72511207,4287742.91602685,2019/12/29 00:00:00+00,35.90635,-79.00777,522 - Water or steam leak,Battalion 11,5454
-8795053.51814631,4288167.59980422,2019/12/30 00:00:00+00,35.90944,-79.00731,411 - Gasoline or other flammable liquid spill,Engine 32,5455
-8798702.57105451,4295428.2727312,2019/12/30 00:00:00+00,35.96225,-79.04009,611 - Dispatched & cancelled en route,FD14,5456
-8797253.19128439,4277732.60172642,2019/12/30 00:00:00+00,35.83348,-79.02707,611 - Dispatched & cancelled en route,Battalion 11,5457
-8799972.72644447,4287200.0596178,2019/12/30 00:00:00+00,35.9024,-79.0515,353 - Removal of victim(s) from stalled elevator,Engine 31,5458
-8801856.25222869,4283959.97643193,2019/12/30 00:00:00+00,35.87882,-79.06842,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5459
-8801721.55564483,4288581.30447921,2019/12/30 00:00:00+00,35.91245,-79.06721,"651 - Smoke scare, odor of smoke",Battalion 11,5460
-8800729.03106491,4289009.45728594,2019/12/30 00:00:00+00,35.915565,-79.058294,736 - CO detector activation due to malfunction,Engine 31,5461
-8800304.45852703,4291226.08771658,2019/12/31 00:00:00+00,35.93169,-79.05448,"745 - Alarm system activation, no fire - unintentional",FD14,5462
-8796853.55431244,4287825.37759879,2019/12/31 00:00:00+00,35.90695,-79.02348,553 - Public service,Engine 32,5463
-8799775.69094576,4286780.91054754,2019/12/31 00:00:00+00,35.89935,-79.04973,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5464
-8800019.4806306,4290039.70464032,2019/12/31 00:00:00+00,35.92306,-79.05192,424 - Carbon monoxide incident,Engine 31,5465
-8799816.87915736,4288893.31143928,2019/02/10 00:00:00+00,35.91472,-79.0501,611 - Dispatched & cancelled en route,Engine 31,5466
-8795656.86978641,4293021.71792249,2019/12/31 00:00:00+00,35.94475,-79.01273,324 - Motor vehicle accident with no injuries.,Engine 33,5467
-8800688.51077027,4292941.96694634,2019/02/10 00:00:00+00,35.94417,-79.05793,"140 - Natural vegetation fire, other",Engine 31,5468
-8798135.95484638,4291872.260432,2019/02/10 00:00:00+00,35.93639,-79.035,"500 - Service Call, other",Engine 33,5469
-8800736.37815131,4289359.27682867,2019/01/05 00:00:00+00,35.91811,-79.05836,"550 - Public service assistance, other",Engine 31,5470
-8795456.49470298,4291895.63335655,2019/02/10 00:00:00+00,35.93656,-79.01093,"745 - Alarm system activation, no fire - unintentional",Engine 32,5471
-8800316.70367102,4288780.60304637,2019/02/11 00:00:00+00,35.9139,-79.05459,733 - Smoke detector activation due to malfunction,Engine 31,5472
-8787514.96222979,4286482.70612431,2019/02/11 00:00:00+00,35.89718,-78.93959,611 - Dispatched & cancelled en route,Engine 32,5473
-8801183.50401803,4287920.23666704,2019/02/11 00:00:00+00,35.9076402,-79.0623766,"744 - Detector activation, no fire - unintentional",Battalion 11,5474
-8796853.55431244,4287825.37759879,2019/01/05 00:00:00+00,35.90695,-79.02348,"550 - Public service assistance, other",Engine 32,5475
-8800019.4806306,4287476.29455654,2019/02/11 00:00:00+00,35.90441,-79.05192,611 - Dispatched & cancelled en route,Engine 31,5476
-8800159.743189,4295607.06665051,2019/02/11 00:00:00+00,35.96355,-79.05318,"745 - Alarm system activation, no fire - unintentional",Engine 34,5477
-8798679.19396145,4286614.62965346,2019/02/11 00:00:00+00,35.89814,-79.03988,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5478
-8800452.51344978,4292013.8736276,2019/02/11 00:00:00+00,35.93742,-79.05581,"651 - Smoke scare, odor of smoke",Battalion 11,5479
-8800730.81217677,4288468.59932022,2019/02/11 00:00:00+00,35.91163,-79.05831,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5480
-8800316.70367102,4288780.60304637,2019/02/12 00:00:00+00,35.9139,-79.05459,611 - Dispatched & cancelled en route,Engine 32,5481
-8796384.8992562,4293897.64216474,2019/02/12 00:00:00+00,35.95112,-79.01927,"651 - Smoke scare, odor of smoke",Engine 33,5482
-8799144.50943296,4286602.26175464,2019/02/12 00:00:00+00,35.89805,-79.04406,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5483
-8799944.89657177,4287663.2037683,2019/02/12 00:00:00+00,35.90577,-79.05125,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5484
-8800292.21338304,4288214.32977636,2019/02/12 00:00:00+00,35.90978,-79.05437,611 - Dispatched & cancelled en route,Engine 32,5485
-8801532.31251048,4288636.28302945,2019/02/12 00:00:00+00,35.91285,-79.06551,"550 - Public service assistance, other",reserve 31,5486
-8795104.72511207,4291204.0910237,2019/02/12 00:00:00+00,35.93153,-79.00777,611 - Dispatched & cancelled en route,Engine 33,5487
-8795919.58378468,4288725.62376644,2019/02/12 00:00:00+00,35.9135,-79.01509,"441 - Heat from short circuit (wiring), defective/worn",Battalion 11,5488
-8798867.32390089,4286709.45067829,2019/02/12 00:00:00+00,35.89883,-79.04157,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5489
-8801615.80212857,4284179.79889407,2019/01/06 00:00:00+00,35.88042,-79.06626,412 - Gas leak (natural gas or LPG),Battalion 11,5490
-8800050.65008802,4288096.13082346,2019/02/12 00:00:00+00,35.90892,-79.0522,421 - Chemical hazard (no spill or leak),reserve 31,5491
-8799450.63803264,4287136.84265811,2019/02/12 00:00:00+00,35.90194,-79.04681,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5492
-8797978.99436436,4284733.49639892,2019/02/13 00:00:00+00,35.88445,-79.03359,611 - Dispatched & cancelled en route,Engine 32,5493
-8802411.73648775,4291160.09777149,2019/02/13 00:00:00+00,35.93121,-79.07341,322 - Motor vehicle accident with injuries,Truck 74,5494
-8801856.25222869,4283959.97643193,2019/02/13 00:00:00+00,35.87882,-79.06842,553 - Public service,Engine 35,5495
-8800768.66080364,4296250.74913318,2019/02/13 00:00:00+00,35.96823,-79.05865,"745 - Alarm system activation, no fire - unintentional",Truck 74,5496
-8794859.82223233,4293794.50769907,2019/02/13 00:00:00+00,35.95037,-79.00557,"745 - Alarm system activation, no fire - unintentional",Engine 33,5497
-8799944.89657177,4287663.2037683,2019/02/13 00:00:00+00,35.90577,-79.05125,"745 - Alarm system activation, no fire - unintentional",Engine 35,5498
-8801491.12429889,4287433.69070045,2019/02/14 00:00:00+00,35.9041,-79.06514,"441 - Heat from short circuit (wiring), defective/worn",Engine 31,5499
-8796662.08478827,4287844.61872221,2019/02/14 00:00:00+00,35.90709,-79.02176,"745 - Alarm system activation, no fire - unintentional",Engine 32,5500
-8800440.2683058,4288316.03688046,2019/02/14 00:00:00+00,35.91052,-79.0557,424 - Carbon monoxide incident,Engine 31,5501
-8801481.10554471,4289984.7189931,2019/01/06 00:00:00+00,35.92266,-79.06505,322 - Motor vehicle accident with injuries,Engine 31,5502
-8800091.83829962,4287638.46559995,2019/02/14 00:00:00+00,35.90559,-79.05257,"743 - Smoke detector activation, no fire - unintentional",Engine 31,5503
-8800114.10219777,4288366.89078923,2019/02/14 00:00:00+00,35.91089,-79.05277,"743 - Smoke detector activation, no fire - unintentional",Engine 31,5504
-8800338.96756918,4295411.76882549,2019/02/14 00:00:00+00,35.96213,-79.05479,"741 - Sprinkler activation, no fire - unintentional",Engine 33,5505
-8799477.07641171,4291836.486206,2019/02/14 00:00:00+00,35.9361298,-79.0470475,553 - Public service,Engine 33,5506
-8800126.34734176,4288872.69396302,2019/02/28 00:00:00+00,35.91457,-79.05288,322 - Motor vehicle accident with injuries,Engine 31,5507
-8799095.52885702,4287965.56370607,2019/11/16 00:00:00+00,35.90797,-79.04362,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5508
-8795328.47728857,4286462.0932174,2019/10/30 00:00:00+00,35.89703,-79.00978,111 - Building fire,Battalion 11,5509
-8801046.95953062,4288354.52089764,2019/03/01 00:00:00+00,35.9108,-79.06115,611 - Dispatched & cancelled en route,Engine 31,5510
-8801206.14640246,4288214.32977636,2019/11/16 00:00:00+00,35.90978,-79.06258,553 - Public service,Battalion 11,5511
-8799144.50943296,4286602.26175464,2019/10/30 00:00:00+00,35.89805,-79.04406,"743 - Smoke detector activation, no fire - unintentional",Engine 32,5512
-8797114.04192089,4291389.68951672,2019/03/01 00:00:00+00,35.93288,-79.02582,"745 - Alarm system activation, no fire - unintentional",Reserve 33,5513
-8791920.98767539,4293573.11568607,2019/11/26 00:00:00+00,35.94876,-78.97917,611 - Dispatched & cancelled en route,Engine 33,5514
-8800435.25892871,4288506.53409697,2019/11/16 00:00:00+00,35.911906,-79.055655,551 - Assist police or other governmental agency,Battalion 11,5515
-8799950.46254631,4288195.08799881,2019/10/30 00:00:00+00,35.90964,-79.0513,"745 - Alarm system activation, no fire - unintentional",Engine 32,5516
-8799368.26160946,4288654.15111812,2019/11/17 00:00:00+00,35.91298,-79.04607,611 - Dispatched & cancelled en route,Engine 32,5517
-8801448.82289238,4287521.6472319,2019/11/27 00:00:00+00,35.90474,-79.06476,"600 - Good intent call, other",Engine 31,5518
-8797961.18324583,4287011.78410285,2019/03/02 00:00:00+00,35.90103,-79.03343,611 - Dispatched & cancelled en route,Truck 72,5519
-8800434.70233126,4288232.19717172,2019/11/17 00:00:00+00,35.90991,-79.05565,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5520
-8806095.29843809,4294417.45477516,2019/10/30 00:00:00+00,35.9549,-79.1065,"745 - Alarm system activation, no fire - unintentional",Engine 35,5521
-8795049.06536668,4293359.97856938,2019/11/17 00:00:00+00,35.94721,-79.00727,322 - Motor vehicle accident with injuries,Engine 33,5522
-8799144.50943296,4286602.26175464,2019/11/27 00:00:00+00,35.89805,-79.04406,"743 - Smoke detector activation, no fire - unintentional",Engine 31,5523
-8797514.79208775,4291682.52913996,2019/03/02 00:00:00+00,35.93501,-79.02942,"460 - Accident, potential accident, other",Engine 31,5524
-8801612.46254385,4284171.55547161,2019/10/30 00:00:00+00,35.88036,-79.06623,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5525
-8799120.01914499,4287072.25179619,2019/11/17 00:00:00+00,35.90147,-79.04384,"745 - Alarm system activation, no fire - unintentional",Engine 32,5526
-8796013.09215695,4287727.79813982,2019/03/02 00:00:00+00,35.90624,-79.01593,"550 - Public service assistance, other",Engine 32,5527
-8801031.37480191,4288090.63322901,2019/11/27 00:00:00+00,35.90888,-79.06101,"600 - Good intent call, other",Engine 31,5528
-8800292.21338304,4291539.54542737,2019/10/31 00:00:00+00,35.93397,-79.05437,733 - Smoke detector activation due to malfunction,FD14,5529
-8800649.54894849,4288129.11644852,2019/11/17 00:00:00+00,35.90916,-79.05758,"113 - Cooking fire, confined to container",Battalion 11,5530
-8799215.75390707,4286613.25544179,2019/03/02 00:00:00+00,35.89813,-79.0447,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5531
-8795987.48867407,4292585.84473016,2019/11/27 00:00:00+00,35.94158,-79.0157,622 - No incident found on arrival at dispatch address,FD14,5532
-8796788.98900778,4291864.01117651,2019/10/31 00:00:00+00,35.93633,-79.0229,622 - No incident found on arrival at dispatch address,Engine 33,5533
-8800242.11961219,4286919.70894273,2019/11/17 00:00:00+00,35.90036,-79.05392,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5534
-8802214.70098904,4284946.46447997,2019/01/08 00:00:00+00,35.886,-79.07164,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5535
-8797906.63669534,4289368.89874331,2019/11/28 00:00:00+00,35.91818,-79.03294,"600 - Good intent call, other",Engine 31,5536
-8800615.03990634,4291986.37577534,2019/02/08 00:00:00+00,35.93722,-79.05727,322 - Motor vehicle accident with injuries,Engine 31,5537
-8801091.48732694,4288546.94302647,2019/11/17 00:00:00+00,35.9122,-79.06155,"440 - Electrical  wiring/equipment problem, other",Battalion 11,5538
-8797856.54292448,4293018.96787909,2019/10/31 00:00:00+00,35.94473,-79.03249,444 - Power line down,Engine 33,5539
-8794927.72712171,4289948.97847155,2019/11/28 00:00:00+00,35.9224,-79.00618,611 - Dispatched & cancelled en route,Engine 32,5540
-8799120.01914499,4287072.25179619,2019/03/02 00:00:00+00,35.90147,-79.04384,"743 - Smoke detector activation, no fire - unintentional",Engine 32,5541
-8799314.82825388,4287696.18808029,2019/11/17 00:00:00+00,35.90601,-79.04559,"745 - Alarm system activation, no fire - unintentional",Engine 31,5542
-8800699.64271935,4286999.41575244,2019/12/11 00:00:00+00,35.90094,-79.05803,322 - Motor vehicle accident with injuries,Reserve 35,5543
-8800529.32389843,4287198.68533216,2019/11/06 00:00:00+00,35.90239,-79.0565,611 - Dispatched & cancelled en route,Engine 32,5544
-8796003.07340278,4290574.45456406,2019/03/02 00:00:00+00,35.92695,-79.01584,"651 - Smoke scare, odor of smoke",Battalion 11,5545
-8799577.54225215,4295883.51535041,2019/02/06 00:00:00+00,35.96556,-79.04795,"550 - Public service assistance, other",Truck 74,5546
-8799880.33126711,4288775.10510586,2019/10/31 00:00:00+00,35.91386,-79.05067,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5547
-8800689.62396517,4288644.52983595,2019/02/06 00:00:00+00,35.91291,-79.05794,353 - Removal of victim(s) from stalled elevator,Engine 31,5548
-8799816.87915736,4288893.31143928,2019/12/11 00:00:00+00,35.91472,-79.0501,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5549
-8800337.85437427,4287852.86492839,2019/03/02 00:00:00+00,35.90715,-79.05478,733 - Smoke detector activation due to malfunction,Engine 31,5550
-8797737.43106934,4287044.76643936,2019/11/28 00:00:00+00,35.90127,-79.03142,"745 - Alarm system activation, no fire - unintentional",FD14,5551
-8799384.95953308,4286446.9771105,2019/11/18 00:00:00+00,35.89692,-79.04622,611 - Dispatched & cancelled en route,Battalion 11,5552
-8800347.87312844,4288600.54694017,2019/10/31 00:00:00+00,35.91259,-79.05487,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5553
-8801216.16515663,4285626.61626556,2019/11/06 00:00:00+00,35.89095,-79.06267,"745 - Alarm system activation, no fire - unintentional",Engine 32,5554
-8797514.79208775,4287014.53262707,2019/12/12 00:00:00+00,35.90105,-79.02942,"745 - Alarm system activation, no fire - unintentional",Engine 32,5555
-8796855.16844505,4287829.72059225,2019/03/02 00:00:00+00,35.9069816,-79.0234945,553 - Public service,Engine 32,5556
-8801604.6701795,4295261.85949712,2019/11/28 00:00:00+00,35.96104,-79.06616,412 - Gas leak (natural gas or LPG),Battalion 11,5557
-8800382.38217059,4295322.37310541,2019/11/18 00:00:00+00,35.96148,-79.05518,324 - Motor vehicle accident with no injuries.,Reserve 74,5558
-8798937.45518009,4287120.35133775,2019/10/31 00:00:00+00,35.90182,-79.0422,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5559
-8800475.89054285,4288335.27887203,2019/11/06 00:00:00+00,35.91066,-79.05602,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5560
-8799677.72979386,4287277.01989073,2019/12/12 00:00:00+00,35.90296,-79.04885,322 - Motor vehicle accident with injuries,Engine 31,5561
-8798867.32390089,4286709.45067829,2019/03/03 00:00:00+00,35.89883,-79.04157,"745 - Alarm system activation, no fire - unintentional",Engine 32,5562
-8800625.05866051,4286130.91786804,2019/11/28 00:00:00+00,35.89462,-79.05736,131 - Passenger vehicle fire,Engine 32,5563
-8800933.41365001,4289089.8666758,2019/02/07 00:00:00+00,35.91615,-79.06013,"746 - Carbon monoxide detector activation, no CO",Engine 31,5564
-8801010.22409866,4289689.17590394,2019/11/29 00:00:00+00,35.92051,-79.06082,522 - Water or steam leak,Engine 31,5565
-8800790.9247018,4293174.34642275,2019/11/29 00:00:00+00,35.94586,-79.05885,"441 - Heat from short circuit (wiring), defective/worn",Battalion 11,5566
-8800641.75658413,4295613.94339849,2019/02/07 00:00:00+00,35.9636,-79.05751,"251 - Excessive heat, scorch burns with no ignition",Engine 34,5567
-8801769.42302587,4287031.02378699,2019/11/30 00:00:00+00,35.90117,-79.06764,"745 - Alarm system activation, no fire - unintentional",Engine 31,5568
-8801223.95752098,4288505.70942651,2019/11/30 00:00:00+00,35.9119,-79.06274,522 - Water or steam leak,Engine 31,5569
-8796853.55431244,4287825.37759879,2019/11/30 00:00:00+00,35.90695,-79.02348,553 - Public service,Engine 32,5570
-8802015.43910052,4285160.81075747,2019/11/30 00:00:00+00,35.88756,-79.06985,"743 - Smoke detector activation, no fire - unintentional",Engine 32,5571
-8798163.78471908,4285207.5278143,2019/11/30 00:00:00+00,35.8879,-79.03525,736 - CO detector activation due to malfunction,Engine 35,5572
-8799215.75390707,4286613.25544179,2019/11/30 00:00:00+00,35.89813,-79.0447,"743 - Smoke detector activation, no fire - unintentional",Engine 32,5573
-8800385.72175531,4288995.0248943,2019/02/07 00:00:00+00,35.91546,-79.05521,"744 - Detector activation, no fire - unintentional",Engine 31,5574
-8800019.4806306,4287476.29455654,2019/12/02 00:00:00+00,35.90441,-79.05192,"745 - Alarm system activation, no fire - unintentional",FD14,5575
-8801776.10219532,4294409.20358706,2019/12/02 00:00:00+00,35.95484,-79.0677,"745 - Alarm system activation, no fire - unintentional",FD14,5576
-8804633.67352398,4288645.90430431,2019/12/02 00:00:00+00,35.91292,-79.09337,111 - Building fire,Battalion 11,5577
-8800772.00038836,4293122.09498311,2019/02/07 00:00:00+00,35.94548,-79.05868,142 - Brush or brush-and-grass mixture fire,Engine 34,5578
-8799972.72644447,4287200.0596178,2019/12/03 00:00:00+00,35.9024,-79.0515,322 - Motor vehicle accident with injuries,Engine 31,5579
-8800322.26964556,4287998.54893511,2019/12/03 00:00:00+00,35.90821,-79.05464,322 - Motor vehicle accident with injuries,Engine 31,5580
-8802437.33997063,4297512.09232485,2019/12/03 00:00:00+00,35.9774,-79.07364,553 - Public service,Battalion 11,5581
-8800050.65008802,4288096.13082346,2019/12/03 00:00:00+00,35.90892,-79.0522,"745 - Alarm system activation, no fire - unintentional",Engine 32,5582
-8795140.34734913,4293967.77416066,2019/12/03 00:00:00+00,35.95163,-79.00809,412 - Gas leak (natural gas or LPG),FD14,5583
-8797023.87313335,4291202.71623187,2019/12/03 00:00:00+00,35.93152,-79.02501,324 - Motor vehicle accident with no injuries.,Engine 33,5584
-8800019.4806306,4290039.70464032,2019/12/03 00:00:00+00,35.92306,-79.05192,412 - Gas leak (natural gas or LPG),Engine 31,5585
-8798857.30514672,4286644.86235423,2019/12/03 00:00:00+00,35.89836,-79.04148,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5586
-8800019.4806306,4287476.29455654,2019/12/04 00:00:00+00,35.90441,-79.05192,"740 - Unintentional transmission of alarm, other",Engine 31,5587
-8796884.72376986,4290898.89150374,2019/12/04 00:00:00+00,35.92931,-79.02376,444 - Power line down,Engine 33,5588
-8797147.43776813,4288324.28344411,2019/12/04 00:00:00+00,35.91058,-79.02612,324 - Motor vehicle accident with no injuries.,Truck 72,5589
-8800217.62932421,4288446.60820589,2019/12/04 00:00:00+00,35.91147,-79.0537,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,5590
-8801576.8403068,4284057.5221015,2019/12/04 00:00:00+00,35.87953,-79.06591,553 - Public service,Engine 35,5591
-8793983.73783979,4292134.8650041,2019/12/04 00:00:00+00,35.9383,-78.9977,131 - Passenger vehicle fire,FD14,5592
-8796924.79878655,4291039.11724604,2019/12/04 00:00:00+00,35.93033,-79.02412,"463 - Vehicle accident, general cleanup",Engine 33,5593
-8796941.49671016,4291694.90281891,2019/02/07 00:00:00+00,35.9351,-79.02427,"745 - Alarm system activation, no fire - unintentional",Battalion 11,5594
-8801661.4431198,4278722.64532891,2019/12/04 00:00:00+00,35.84069,-79.06667,611 - Dispatched & cancelled en route,Reserve 35,5595
-8795571.1537785,4293577.24096183,2019/12/05 00:00:00+00,35.94879,-79.01196,553 - Public service,FD14,5596
-8800636.19060959,4290228.03258957,2019/12/05 00:00:00+00,35.92443,-79.05746,322 - Motor vehicle accident with injuries,Truck 74,5597
-8800902.24419259,4288494.71382626,2019/12/05 00:00:00+00,35.91182,-79.05985,"741 - Sprinkler activation, no fire - unintentional",Battalion 11,5598
-8797737.43106934,4287044.76643936,2019/12/05 00:00:00+00,35.90127,-79.03142,"745 - Alarm system activation, no fire - unintentional",Engine 31,5599
-8795842.77333604,4286824.88608503,2019/12/05 00:00:00+00,35.89967,-79.0144,"651 - Smoke scare, odor of smoke",Truck 72,5600
-8800400.19328911,4288739.36856036,2019/02/07 00:00:00+00,35.9136,-79.05534,444 - Power line down,Engine 31,5601
-8800745.28371057,4293965.02387778,2019/12/05 00:00:00+00,35.95161,-79.05844,"745 - Alarm system activation, no fire - unintentional",Engine 31,5602
-8799017.60521346,4287208.30533528,2019/12/05 00:00:00+00,35.90246,-79.04292,353 - Removal of victim(s) from stalled elevator,Reserve 32,5603
-8800942.31920927,4288645.90430431,2019/12/05 00:00:00+00,35.91292,-79.06021,353 - Removal of victim(s) from stalled elevator,Engine 31,5604
-8794834.21874945,4292561.09535737,2019/12/06 00:00:00+00,35.9414,-79.00534,"550 - Public service assistance, other",Engine 33,5605
