X,Y,Incident_Date,Latitude,Longitude,Incident_Type,Department_Apparatus_Name,ObjectId
-8801046.95953062,4288354.52089764,2019/09/06 00:00:00+00,35.9108,-79.06115,"400 - Hazardous condition, other",Engine 32,4157
-8799802.40762355,4287261.90265129,2019/09/06 00:00:00+00,35.90285,-79.04997,353 - Removal of victim(s) from stalled elevator,Engine 35,4158
-8800259.15149428,4288717.15698203,2019/09/06 00:00:00+00,35.9134384,-79.054073,551 - Assist police or other governmental agency,Battalion 11,4159
-8800730.81217677,4288468.59932022,2019/01/27 00:00:00+00,35.91163,-79.05831,322 - Motor vehicle accident with injuries,Engine 31,4160
-8802399.49134376,4308949.27517483,2019/09/06 00:00:00+00,36.0605,-79.0733,322 - Motor vehicle accident with injuries,Engine 31,4161
-8801482.21873962,4288199.21123399,2019/09/06 00:00:00+00,35.90967,-79.06506,322 - Motor vehicle accident with injuries,Engine 31,4162
-8799450.63803264,4287136.84265811,2019/09/06 00:00:00+00,35.90194,-79.04681,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4163
-8800571.62530493,4288546.94302647,2019/09/06 00:00:00+00,35.9122,-79.05688,553 - Public service,Engine 31,4164
-8799410.56301596,4287205.55676209,2019/09/06 00:00:00+00,35.90244,-79.04645,"745 - Alarm system activation, no fire - unintentional",Engine 32,4165
-8799361.58244001,4287422.69618403,2019/09/06 00:00:00+00,35.90402,-79.04601,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4166
-8799118.90595008,4286801.5240586,2019/09/06 00:00:00+00,35.8995,-79.04383,"745 - Alarm system activation, no fire - unintentional",Engine 32,4167
-8801856.25222869,4283959.97643193,2019/09/06 00:00:00+00,35.87882,-79.06842,"743 - Smoke detector activation, no fire - unintentional",Engine 31,4168
-8796850.21472771,4288982.65428814,2019/09/06 00:00:00+00,35.91537,-79.02345,"651 - Smoke scare, odor of smoke",Engine 32,4169
-8796027.56369075,4292270.98191287,2019/09/07 00:00:00+00,35.93929,-79.01606,"745 - Alarm system activation, no fire - unintentional",Engine 32,4170
-8800297.77935758,4287719.55202847,2019/09/07 00:00:00+00,35.90618,-79.05442,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4171
-8799880.33126711,4288775.10510586,2019/09/07 00:00:00+00,35.91386,-79.05067,324 - Motor vehicle accident with no injuries.,Engine 31,4172
-8795663.54895586,4293436.9824646,2019/01/04 00:00:00+00,35.94777,-79.01279,"745 - Alarm system activation, no fire - unintentional",Engine 34,4173
-8799599.80615031,4289126.97890244,2019/07/26 00:00:00+00,35.91642,-79.04815,"651 - Smoke scare, odor of smoke",Engine 31,4174
-8801311.89991871,4293786.25698411,2019/09/07 00:00:00+00,35.95031,-79.06353,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,4175
-8796864.99795609,4287853.96442301,2019/09/07 00:00:00+00,35.907158,-79.0235828,553 - Public service,Engine 32,4176
-8799014.26562873,4287473.54591563,2019/09/07 00:00:00+00,35.90439,-79.04289,611 - Dispatched & cancelled en route,Truck 72,4177
-8795774.86844665,4287872.10610044,2019/09/07 00:00:00+00,35.90729,-79.01379,522 - Water or steam leak,Truck 72,4178
-8800412.4384331,4288340.77659016,2019/01/28 00:00:00+00,35.9107,-79.05545,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4179
-8799120.01914499,4287072.25179619,2019/09/07 00:00:00+00,35.90147,-79.04384,"743 - Smoke detector activation, no fire - unintentional",Engine 31,4180
-8797899.9575259,4287076.3746057,2019/09/08 00:00:00+00,35.9015,-79.03288,324 - Motor vehicle accident with no injuries.,Engine 32,4181
-8798938.568375,4286427.73845936,2019/09/08 00:00:00+00,35.89678,-79.04221,322 - Motor vehicle accident with injuries,Engine 32,4182
-8800632.85102487,4295276.98786759,2019/09/08 00:00:00+00,35.96115,-79.05743,"400 - Hazardous condition, other",Truck 74,4183
-8799671.05062442,4288327.03230005,2019/09/08 00:00:00+00,35.9106,-79.04879,"745 - Alarm system activation, no fire - unintentional",Engine 31,4184
-8797059.49537041,4293020.3429007,2019/09/08 00:00:00+00,35.94474,-79.02533,"600 - Good intent call, other",Engine 33,4185
-8800983.50742087,4284865.39871906,2019/09/08 00:00:00+00,35.88541,-79.06058,553 - Public service,Engine 35,4186
-8797059.49537041,4293020.3429007,2019/09/08 00:00:00+00,35.94474,-79.02533,"240 - Explosion (no fire), other",Engine 33,4187
-8800648.43575358,4293039.59322159,2019/09/08 00:00:00+00,35.94488,-79.05757,"745 - Alarm system activation, no fire - unintentional",Engine 31,4188
-8799392.75189743,4286635.24284942,2019/09/08 00:00:00+00,35.89829,-79.04629,"745 - Alarm system activation, no fire - unintentional",Engine 32,4189
-8799450.63803264,4287136.84265811,2019/09/08 00:00:00+00,35.90194,-79.04681,"745 - Alarm system activation, no fire - unintentional",Engine 32,4190
-8799358.24285529,4287698.93677747,2019/09/08 00:00:00+00,35.90603,-79.04598,"745 - Alarm system activation, no fire - unintentional",Engine 31,4191
-8799812.42637772,4295402.14155874,2019/01/28 00:00:00+00,35.96206,-79.05006,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4192
-8800283.30782378,4288443.85931972,2019/09/09 00:00:00+00,35.91145,-79.05429,735 - Alarm system sounded due to malfunction,FD14,4193
-8800425.796772,4289716.6679454,2019/09/09 00:00:00+00,35.92071,-79.05557,324 - Motor vehicle accident with no injuries.,Engine 33,4194
-8795638.55773018,4292895.53289761,2019/09/09 00:00:00+00,35.9438323,-79.0125655,621 - Wrong location,FD14,4195
-8796066.52551253,4287575.24609205,2019/09/09 00:00:00+00,35.90513,-79.01641,322 - Motor vehicle accident with injuries,Engine 32,4196
-8795011.21673981,4289570.9609178,2019/06/30 00:00:00+00,35.91965,-79.00693,"743 - Smoke detector activation, no fire - unintentional",Engine 35,4197
-8798867.32390089,4286709.45067829,2019/09/09 00:00:00+00,35.89883,-79.04157,"745 - Alarm system activation, no fire - unintentional",Engine 31,4198
-8799349.33729602,4289197.08012062,2019/09/09 00:00:00+00,35.91693,-79.0459,322 - Motor vehicle accident with injuries,Battalion 11,4199
-8800203.40269329,4290204.85570385,2019/01/28 00:00:00+00,35.9242614,-79.0535722,"463 - Vehicle accident, general cleanup",Truck 72,4200
-8801433.63891384,4288895.49689405,2019/09/09 00:00:00+00,35.9147359,-79.0646236,412 - Gas leak (natural gas or LPG),Engine 31,4201
-8799704.44647165,4288915.30345704,2019/09/09 00:00:00+00,35.91488,-79.04909,"745 - Alarm system activation, no fire - unintentional",Engine 31,4202
-8800784.24553235,4296026.55624623,2019/09/09 00:00:00+00,35.9666,-79.05879,"652 - Steam, vapor, fog or dust thought to be smoke",Battalion 11,4203
-8801200.58042791,4284289.71179029,2019/01/28 00:00:00+00,35.88122,-79.06253,"745 - Alarm system activation, no fire - unintentional",Engine 32,4204
-8799392.75189743,4286635.24284942,2019/09/10 00:00:00+00,35.89829,-79.04629,"745 - Alarm system activation, no fire - unintentional",Engine 31,4205
-8796288.05129921,4292671.09300121,2019/09/10 00:00:00+00,35.9422,-79.0184,322 - Motor vehicle accident with injuries,Engine 33,4206
-8800183.12028206,4287863.85987968,2019/09/10 00:00:00+00,35.90723,-79.05339,"745 - Alarm system activation, no fire - unintentional",Engine 31,4207
-8796853.55431244,4287825.37759879,2019/09/10 00:00:00+00,35.90695,-79.02348,553 - Public service,Truck 72,4208
-8795341.83562747,4286842.75119792,2019/09/10 00:00:00+00,35.8998,-79.0099,"600 - Good intent call, other",Battalion 11,4209
-8802998.39020423,4292477.22290215,2019/09/10 00:00:00+00,35.94079,-79.07868,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4210
-8800546.02182205,4288812.2162582,2019/09/10 00:00:00+00,35.91413,-79.05665,"745 - Alarm system activation, no fire - unintentional",Engine 31,4211
-8798867.32390089,4286709.45067829,2019/09/10 00:00:00+00,35.89883,-79.04157,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,4212
-8796486.19999282,4291609.66220522,2019/09/10 00:00:00+00,35.93448,-79.02018,"745 - Alarm system activation, no fire - unintentional",Engine 33,4213
-8799382.73314326,4287491.41209398,2019/09/11 00:00:00+00,35.90452,-79.0462,"743 - Smoke detector activation, no fire - unintentional",Engine 31,4214
-8799392.75189743,4286635.24284942,2019/01/28 00:00:00+00,35.89829,-79.04629,"745 - Alarm system activation, no fire - unintentional",Engine 32,4215
-8797088.43843801,4290414.98910928,2019/09/11 00:00:00+00,35.92579,-79.02559,671 - HazMat release investigation w/no HazMat,FD14,4216
-8799775.69094576,4286780.91054754,2019/09/11 00:00:00+00,35.89935,-79.04973,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4217
-8803208.78404183,4293258.2242592,2019/09/11 00:00:00+00,35.94647,-79.08057,412 - Gas leak (natural gas or LPG),FD14,4218
-8800108.53622323,4286956.81376425,2019/09/11 00:00:00+00,35.90063,-79.05272,"745 - Alarm system activation, no fire - unintentional",Engine 31,4219
-8798216.10487975,4291286.57885155,2019/01/29 00:00:00+00,35.93213,-79.03572,324 - Motor vehicle accident with no injuries.,Engine 33,4220
-8799694.66148841,4289228.07599942,2019/09/09 00:00:00+00,35.9171555,-79.0490021,"745 - Alarm system activation, no fire - unintentional",Engine 31,4221
-8800734.15176149,4288721.50033165,2019/09/11 00:00:00+00,35.91347,-79.05834,"651 - Smoke scare, odor of smoke",Battalion 11,4222
-8799085.51010284,4291835.13883161,2019/09/12 00:00:00+00,35.93612,-79.04353,322 - Motor vehicle accident with injuries,Engine 33,4223
-8797199.75792881,4288225.32509311,2019/09/12 00:00:00+00,35.90986,-79.02659,322 - Motor vehicle accident with injuries,Engine 32,4224
-8799470.67554099,4291858.51167633,2019/09/12 00:00:00+00,35.93629,-79.04699,442 - Overheated motor,FD14,4225
-8798010.16382178,4287069.50325738,2019/09/12 00:00:00+00,35.90145,-79.03387,412 - Gas leak (natural gas or LPG),Battalion 11,4226
-8800118.5549774,4288122.24443505,2019/09/12 00:00:00+00,35.90911,-79.05281,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4227
-8800411.32523819,4288196.46241036,2019/01/29 00:00:00+00,35.90965,-79.05544,324 - Motor vehicle accident with no injuries.,Engine 32,4228
-8800019.4806306,4287476.29455654,2019/09/12 00:00:00+00,35.90441,-79.05192,611 - Dispatched & cancelled en route,Engine 31,4229
-8801396.50273171,4290126.30759866,2019/09/12 00:00:00+00,35.92369,-79.06429,"440 - Electrical  wiring/equipment problem, other",FD14,4230
-8797699.58244247,4291270.0812359,2019/09/12 00:00:00+00,35.93201,-79.03108,"745 - Alarm system activation, no fire - unintentional",FD14,4231
-8800258.8175358,4290313.26236889,2019/09/12 00:00:00+00,35.92505,-79.05407,324 - Motor vehicle accident with no injuries.,Engine 31,4232
-8800484.79610212,4295712.96905228,2019/09/12 00:00:00+00,35.96432,-79.0561,322 - Motor vehicle accident with injuries,Squad 61,4233
-8798256.17989643,4286653.10765084,2019/09/12 00:00:00+00,35.89842,-79.03608,324 - Motor vehicle accident with no injuries.,Engine 32,4234
-8800484.79610212,4291712.77593559,2019/09/12 00:00:00+00,35.93523,-79.0561,324 - Motor vehicle accident with no injuries.,Engine 31,4235
-8799361.58244001,4287422.69618403,2019/09/12 00:00:00+00,35.90402,-79.04601,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4236
-8795525.51278728,4294108.03951075,2019/09/12 00:00:00+00,35.95265,-79.01155,"400 - Hazardous condition, other",Squad 61,4237
-8800785.35872726,4285755.78120657,2019/09/13 00:00:00+00,35.89189,-79.0588,322 - Motor vehicle accident with injuries,Truck 72,4238
-8797088.43843801,4290414.98910928,2019/09/13 00:00:00+00,35.92579,-79.02559,442 - Overheated motor,Battalion 11,4239
-8799671.05062442,4289906.36492633,2019/09/13 00:00:00+00,35.92209,-79.04879,611 - Dispatched & cancelled en route,Engine 33,4240
-8800507.06000027,4288802.59483617,2019/09/13 00:00:00+00,35.91406,-79.0563,611 - Dispatched & cancelled en route,Engine 35,4241
-8800243.23280709,4287370.47238283,2019/01/29 00:00:00+00,35.90364,-79.05393,"745 - Alarm system activation, no fire - unintentional",Engine 31,4242
-8800449.17386506,4288676.14265218,2019/09/13 00:00:00+00,35.91314,-79.05578,324 - Motor vehicle accident with no injuries.,Battalion 11,4243
-8794825.31319018,4287033.77231608,2019/09/23 00:00:00+00,35.90119,-79.00526,324 - Motor vehicle accident with no injuries.,Truck 72,4244
-8799344.88451639,4288001.29770871,2019/07/27 00:00:00+00,35.90823,-79.04586,"745 - Alarm system activation, no fire - unintentional",Engine 31,4245
-8799259.16850848,4287244.03684994,2019/01/25 00:00:00+00,35.90272,-79.04509,611 - Dispatched & cancelled en route,Engine 32,4246
-8800604.13059624,4289055.36616389,2019/01/23 00:00:00+00,35.915899,-79.057172,"550 - Public service assistance, other",Engine 34,4247
-8796027.56369075,4292270.98191287,2019/01/30 00:00:00+00,35.93929,-79.01606,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4248
-8800750.84968511,4293681.74847032,2019/08/19 00:00:00+00,35.94955,-79.05849,324 - Motor vehicle accident with no injuries.,Engine 33,4249
-8802235.85169229,4286857.86785482,2019/08/26 00:00:00+00,35.89991,-79.07183,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4250
-8795582.28572758,4288046.65257346,2019/09/23 00:00:00+00,35.90856,-79.01206,736 - CO detector activation due to malfunction,Engine 32,4251
-8794922.16114718,4293170.22129996,2019/08/08 00:00:00+00,35.94583,-79.00613,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4252
-8794947.76463006,4287982.05630808,2019/09/13 00:00:00+00,35.90809,-79.00636,611 - Dispatched & cancelled en route,Engine 32,4253
-8799860.29375876,4288153.85573298,2019/07/27 00:00:00+00,35.90934,-79.05049,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4254
-8799314.82825388,4287696.18808029,2019/02/02 00:00:00+00,35.90601,-79.04559,"745 - Alarm system activation, no fire - unintentional",Engine 32,4255
-8797138.53220887,4288118.12122905,2019/08/26 00:00:00+00,35.90908,-79.02604,622 - No incident found on arrival at dispatch address,Battalion 11,4256
-8799120.01914499,4287072.25179619,2019/07/01 00:00:00+00,35.90147,-79.04384,"745 - Alarm system activation, no fire - unintentional",Engine 32,4257
-8801351.9749354,4288643.15536777,2019/08/19 00:00:00+00,35.9129,-79.06389,553 - Public service,Engine 31,4258
-8800917.8289213,4289595.70348295,2019/08/08 00:00:00+00,35.91983,-79.05999,"745 - Alarm system activation, no fire - unintentional",Engine 31,4259
-8801021.35604774,4289525.59969459,2019/09/14 00:00:00+00,35.91932,-79.06092,611 - Dispatched & cancelled en route,Engine 31,4260
-8796058.73314817,4275231.11706508,2019/09/23 00:00:00+00,35.81526,-79.01634,"571 - Cover assignment, standby, moveup",Engine 35,4261
-8799120.01914499,4287072.25179619,2019/08/26 00:00:00+00,35.90147,-79.04384,611 - Dispatched & cancelled en route,Battalion 11,4262
-8800936.75323473,4288667.8958217,2019/07/01 00:00:00+00,35.91308,-79.06016,"550 - Public service assistance, other",Engine 31,4263
-8799114.45317045,4287220.67392323,2019/08/19 00:00:00+00,35.90255,-79.04379,"745 - Alarm system activation, no fire - unintentional",Engine 32,4264
-8800711.88786333,4288552.44085161,2019/08/08 00:00:00+00,35.91224,-79.05814,412 - Gas leak (natural gas or LPG),Battalion 11,4265
-8796102.14774958,4292896.59165222,2019/09/14 00:00:00+00,35.94384,-79.01673,"730 - System malfunction, other",Engine 32,4266
-8801856.25222869,4283959.97643193,2019/09/24 00:00:00+00,35.87882,-79.06842,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,4267
-8798679.19396145,4286614.62965346,2019/08/26 00:00:00+00,35.89814,-79.03988,"745 - Alarm system activation, no fire - unintentional",Engine 32,4268
-8800875.5275148,4288436.98710735,2019/07/01 00:00:00+00,35.9114,-79.05961,"745 - Alarm system activation, no fire - unintentional",Engine 31,4269
-8799704.44647165,4288915.30345704,2019/08/19 00:00:00+00,35.91488,-79.04909,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4270
-8801668.12228925,4284106.98221167,2019/08/08 00:00:00+00,35.87989,-79.06673,"745 - Alarm system activation, no fire - unintentional",Engine 32,4271
-8794927.72712171,4289948.97847155,2019/09/14 00:00:00+00,35.9224,-79.00618,611 - Dispatched & cancelled en route,Engine 35,4272
-8800596.11559291,4289041.75842237,2019/09/24 00:00:00+00,35.9158,-79.0571,324 - Motor vehicle accident with no injuries.,Engine 32,4273
-8801045.84633571,4295220.60041205,2019/08/26 00:00:00+00,35.96074,-79.06114,"745 - Alarm system activation, no fire - unintentional",Truck 74,4274
-8796398.25759509,4287703.05982454,2019/07/01 00:00:00+00,35.90606,-79.01939,"745 - Alarm system activation, no fire - unintentional",Engine 31,4275
-8799314.82825388,4287696.18808029,2019/08/19 00:00:00+00,35.90601,-79.04559,"745 - Alarm system activation, no fire - unintentional",Engine 31,4276
-8795925.14975922,4293119.3449143,2019/08/08 00:00:00+00,35.94546,-79.01514,553 - Public service,Reserve 33,4277
-8796941.49671016,4291694.90281891,2019/09/14 00:00:00+00,35.9351,-79.02427,322 - Motor vehicle accident with injuries,Engine 33,4278
-8800366.79744188,4287326.49463947,2019/09/24 00:00:00+00,35.90332,-79.05504,"743 - Smoke detector activation, no fire - unintentional",Engine 31,4279
-8799782.37011521,4288118.12122905,2019/08/26 00:00:00+00,35.90908,-79.04979,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4280
-8801681.48062814,4294281.31097305,2019/07/01 00:00:00+00,35.95391,-79.06685,611 - Dispatched & cancelled en route,Engine 31,4281
-8800670.69965174,4288424.61713603,2019/01/25 00:00:00+00,35.91131,-79.05777,"745 - Alarm system activation, no fire - unintentional",Engine 31,4282
-8797805.33595872,4287488.66344925,2019/08/08 00:00:00+00,35.9045,-79.03203,"744 - Detector activation, no fire - unintentional",Battalion 11,4283
-8799379.39355854,4287123.09988941,2019/09/14 00:00:00+00,35.90184,-79.04617,"745 - Alarm system activation, no fire - unintentional",Engine 32,4284
-8797672.86576468,4292625.7188382,2019/09/24 00:00:00+00,35.94187,-79.03084,412 - Gas leak (natural gas or LPG),Battalion 11,4285
-8800337.85437427,4291631.65971894,2019/08/26 00:00:00+00,35.93464,-79.05478,"745 - Alarm system activation, no fire - unintentional",Engine 31,4286
-8800161.96957881,4288145.60929857,2019/07/01 00:00:00+00,35.90928,-79.0532,324 - Motor vehicle accident with no injuries.,Engine 35,4287
-8800688.51077027,4292941.96694634,2019/08/19 00:00:00+00,35.94417,-79.05793,"140 - Natural vegetation fire, other",Truck 74,4288
-8797602.73448548,4291674.28002848,2019/08/08 00:00:00+00,35.93495,-79.03021,553 - Public service,Reserve 33,4289
-8798766.02316427,4286811.14371047,2019/08/08 00:00:00+00,35.89957,-79.04066,"745 - Alarm system activation, no fire - unintentional",Engine 32,4290
-8800784.24553235,4296026.55624623,2019/08/08 00:00:00+00,35.9666,-79.05879,131 - Passenger vehicle fire,Battalion 11,4291
-8795039.04661251,4288045.27818084,2019/08/09 00:00:00+00,35.90855,-79.00718,"463 - Vehicle accident, general cleanup",Engine 35,4292
-8796549.65210257,4291972.62687531,2019/08/09 00:00:00+00,35.93712,-79.02075,412 - Gas leak (natural gas or LPG),Battalion 11,4293
-8797899.9575259,4287076.3746057,2019/08/09 00:00:00+00,35.9015,-79.03288,322 - Motor vehicle accident with injuries,Engine 32,4294
-8802524.16917345,4287400.70718454,2019/08/09 00:00:00+00,35.90386,-79.07442,611 - Dispatched & cancelled en route,Engine 31,4295
-8799366.03521964,4288355.89532935,2019/08/09 00:00:00+00,35.91081,-79.04605,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4296
-8799361.58244001,4287422.69618403,2019/01/23 00:00:00+00,35.90402,-79.04601,"743 - Smoke detector activation, no fire - unintentional",Engine 32,4297
-8795974.13033517,4293739.50305103,2019/08/09 00:00:00+00,35.94997,-79.01558,622 - No incident found on arrival at dispatch address,Engine 33,4298
-8801389.82356226,4294678.74563984,2019/08/10 00:00:00+00,35.9568,-79.06423,"600 - Good intent call, other",Truck 74,4299
-8800481.45651739,4288298.16934735,2019/08/10 00:00:00+00,35.91039,-79.05607,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4300
-8797228.70099641,4291793.89275768,2019/08/10 00:00:00+00,35.93582,-79.02685,553 - Public service,Engine 33,4301
-8797088.43843801,4290414.98910928,2019/08/10 00:00:00+00,35.92579,-79.02559,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,4302
-8799656.57909061,4295901.39535935,2019/08/10 00:00:00+00,35.96569,-79.04866,611 - Dispatched & cancelled en route,Truck 74,4303
-8796853.55431244,4287825.37759879,2019/08/10 00:00:00+00,35.90695,-79.02348,553 - Public service,Engine 32,4304
-8800602.79476235,4285031.65287952,2019/01/24 00:00:00+00,35.88662,-79.05716,551 - Assist police or other governmental agency,Engine 35,4305
-8798679.19396145,4286614.62965346,2019/08/10 00:00:00+00,35.89814,-79.03988,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,4306
-8801253.79114451,4289871.72436105,2019/08/10 00:00:00+00,35.921838,-79.063008,553 - Public service,Engine 31,4307
-8795968.56436063,4291968.50220869,2019/08/10 00:00:00+00,35.93709,-79.01553,553 - Public service,Truck 72,4308
-8801100.3928862,4295268.73602654,2019/08/10 00:00:00+00,35.96109,-79.06163,"745 - Alarm system activation, no fire - unintentional",Truck 74,4309
-8800820.98096431,4289104.98645654,2019/08/11 00:00:00+00,35.91626,-79.05912,611 - Dispatched & cancelled en route,Engine 31,4310
-8793254.59517509,4285082.49143575,2019/08/11 00:00:00+00,35.88699,-78.99115,611 - Dispatched & cancelled en route,Engine 32,4311
-8799144.50943296,4286602.26175464,2019/08/11 00:00:00+00,35.89805,-79.04406,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4312
-8794259.81017695,4291980.87621324,2019/08/11 00:00:00+00,35.93718,-79.00018,611 - Dispatched & cancelled en route,Engine 33,4313
-8801274.05129184,4284476.5662617,2019/08/12 00:00:00+00,35.88258,-79.06319,551 - Assist police or other governmental agency,Engine 35,4314
-8800316.70367102,4288780.60304637,2019/08/12 00:00:00+00,35.9139,-79.05459,"745 - Alarm system activation, no fire - unintentional",Engine 31,4315
-8794292.09282929,4291210.96498545,2019/08/12 00:00:00+00,35.93158,-79.00047,553 - Public service,Engine 33,4316
-8797698.46924756,4290980.00225176,2019/08/12 00:00:00+00,35.9299,-79.03107,671 - HazMat release investigation w/no HazMat,Battalion 11,4317
-8798937.45518009,4287120.35133775,2019/01/24 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",Engine 32,4318
-8797808.67554344,4291041.86678848,2019/08/12 00:00:00+00,35.93035,-79.03206,"400 - Hazardous condition, other",Battalion 11,4319
-8799176.79208529,4287374.59530539,2019/08/12 00:00:00+00,35.90367,-79.04435,611 - Dispatched & cancelled en route,Engine 32,4320
-8799215.75390707,4286613.25544179,2019/08/12 00:00:00+00,35.89813,-79.0447,"745 - Alarm system activation, no fire - unintentional",Engine 32,4321
-8800159.743189,4295607.06665051,2019/08/12 00:00:00+00,35.96355,-79.05318,"600 - Good intent call, other",Engine 31,4322
-8797088.43843801,4290414.98910928,2019/08/13 00:00:00+00,35.92579,-79.02559,"745 - Alarm system activation, no fire - unintentional",Engine 31,4323
-8799179.01847511,4287826.75196362,2019/08/13 00:00:00+00,35.90696,-79.04437,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4324
-8800733.03856658,4288256.93669068,2019/08/13 00:00:00+00,35.91009,-79.05833,735 - Alarm system sounded due to malfunction,Engine 31,4325
-8802474.07540259,4288992.27586949,2019/01/24 00:00:00+00,35.91544,-79.07397,611 - Dispatched & cancelled en route,Engine 35,4326
-8795049.06536668,4293359.97856938,2019/08/13 00:00:00+00,35.94721,-79.00727,322 - Motor vehicle accident with injuries,Engine 33,4327
-8799994.99034262,4289014.26808741,2019/08/13 00:00:00+00,35.9156,-79.0517,735 - Alarm system sounded due to malfunction,Battalion 11,4328
-8800189.79945151,4287156.08256347,2019/08/13 00:00:00+00,35.90208,-79.05345,322 - Motor vehicle accident with injuries,Engine 35,4329
-8800596.11559291,4289041.75842237,2019/08/13 00:00:00+00,35.9158,-79.0571,324 - Motor vehicle accident with no injuries.,Engine 32,4330
-8797925.56100878,4285611.5013195,2019/08/13 00:00:00+00,35.89084,-79.03311,"745 - Alarm system activation, no fire - unintentional",Engine 32,4331
-8801631.38685729,4284416.11299338,2019/07/27 00:00:00+00,35.88214,-79.0664,412 - Gas leak (natural gas or LPG),Battalion 11,4332
-8801959.77935513,4290860.39847917,2019/10/02 00:00:00+00,35.92903,-79.06935,424 - Carbon monoxide incident,Engine 31,4333
-8800645.09616886,4288526.32620694,2019/08/13 00:00:00+00,35.91205,-79.05754,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4334
-8795417.5328812,4287266.02553269,2019/08/13 00:00:00+00,35.90288,-79.01058,"651 - Smoke scare, odor of smoke",Engine 32,4335
-8794768.54024988,4292420.84997634,2019/08/13 00:00:00+00,35.94038,-79.00475,522 - Water or steam leak,Engine 33,4336
-8801216.16515663,4287966.93808862,2019/01/03 00:00:00+00,35.90798,-79.06267,"600 - Good intent call, other",Engine 31,4337
-8801182.76930939,4287786.89545408,2019/08/13 00:00:00+00,35.90667,-79.06237,735 - Alarm system sounded due to malfunction,Battalion 11,4338
-8799994.99034262,4289014.26808741,2019/08/13 00:00:00+00,35.9156,-79.0517,735 - Alarm system sounded due to malfunction,Battalion 11,4339
-8798749.32524065,4285338.06183044,2019/08/14 00:00:00+00,35.88885,-79.04051,"745 - Alarm system activation, no fire - unintentional",Engine 32,4340
-8797604.72710436,4291662.99250443,2019/08/14 00:00:00+00,35.9348679,-79.0302279,553 - Public service,Engine 33,4341
-8800730.81217677,4288468.59932022,2019/08/14 00:00:00+00,35.91163,-79.05831,353 - Removal of victim(s) from stalled elevator,Engine 31,4342
-8798915.19128193,4289165.4657898,2019/08/14 00:00:00+00,35.9167,-79.042,721 - Bomb scare - no bomb,Battalion 11,4343
-8799038.75591671,4288124.99323992,2019/01/24 00:00:00+00,35.90913,-79.04311,"118 - Trash or rubbish fire, contained",Battalion 11,4344
-8800604.13059624,4289055.36616389,2019/08/14 00:00:00+00,35.915899,-79.057172,553 - Public service,Engine 31,4345
-8799590.17701435,4298044.10121714,2019/08/14 00:00:00+00,35.9812674,-79.0480635,341 - Search for person on land,FD14,4346
-8799590.17701435,4298044.10121714,2019/08/14 00:00:00+00,35.9812674,-79.0480635,341 - Search for person on land,Engine 32,4347
-8800853.26361664,4285687.07625981,2019/08/15 00:00:00+00,35.89139,-79.05941,412 - Gas leak (natural gas or LPG),Battalion 11,4348
-8796344.82423951,4281380.14210073,2019/08/15 00:00:00+00,35.86004,-79.01891,611 - Dispatched & cancelled en route,Engine 31,4349
-8801713.76328047,4284729.37447718,2019/08/15 00:00:00+00,35.88442,-79.06714,424 - Carbon monoxide incident,Engine 35,4350
-8795656.86978641,4293021.71792249,2019/08/15 00:00:00+00,35.94475,-79.01273,322 - Motor vehicle accident with injuries,Engine 33,4351
-8799215.75390707,4286613.25544179,2019/08/16 00:00:00+00,35.89813,-79.0447,"745 - Alarm system activation, no fire - unintentional",Battalion 11,4352
-8800481.45651739,4288298.16934735,2019/08/16 00:00:00+00,35.91039,-79.05607,"745 - Alarm system activation, no fire - unintentional",Engine 32,4353
-8799887.01043656,4287922.9579333,2019/08/16 00:00:00+00,35.90766,-79.05073,"745 - Alarm system activation, no fire - unintentional",Engine 32,4354
-8796450.57775577,4287564.25143254,2019/08/16 00:00:00+00,35.90505,-79.01986,353 - Removal of victim(s) from stalled elevator,Truck 72,4355
