OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
249,Unknown,ORM06,Closed,RIPARIAN,,,0.0004167968820872,1.05567848001095e-08
250,Unknown,ORM06,Closed,RIPARIAN,,,0.0005597346668917,1.98129549054653e-08
251,Unknown,ORM06,Closed,RIPARIAN,,,0.0008401895562231,4.7847009898473e-08
252,Unknown,ORM06,Closed,RIPARIAN,,,0.0008949762294439,5.03891299980157e-08
253,Unknown,ORM06,Closed,RIPARIAN,,,0.0013358058391031,1.09239684784887e-07
254,Unknown,ORM06,Closed,RIPARIAN,,,0.0001606460896336,1.70000999726817e-09
255,Unknown,ORM06,Closed,RIPARIAN,,,0.0024602807121532,2.24561650104075e-07
256,Unknown,ORM06,Closed,RIPARIAN,,,0.0011131940198512,1.55722763765655e-08
257,Unknown,ORM06,Closed,RIPARIAN,,,0.0007322188228497,3.50405107757859e-08
258,Unknown,ORM06,Closed,RIPARIAN,,,0.0017618981678915,2.18808709798974e-07
259,Unknown,ORM06,Closed,RIPARIAN,,,0.0041069302791943,5.41580349892774e-07
260,Unknown,ORM06,Closed,RIPARIAN,,,0.000986935400467,6.58916746075893e-08
261,Unknown,ORM06,Closed,RIPARIAN,,,0.0010074303953702,1.68498749965236e-08
262,Unknown,ORM06,Closed,RIPARIAN,,,0.0008443711127288,2.74400699963183e-08
263,Unknown,ORM06,Closed,RIPARIAN,,,0.0006226005730809,6.7846004976694e-09
264,Unknown,ORM06,Closed,RIPARIAN,,,0.0022095806255155,2.66190949995409e-07
265,Unknown,ORM06,Closed,RIPARIAN,,,0.0029471940168832,2.63767361732269e-07
266,Unknown,ORM06,Closed,RIPARIAN,,,0.0011781097791397,7.90928547112347e-08
267,Unknown,ORM06,Closed,RIPARIAN,,,0.0005146677148681,1.3856029895679e-08
268,Unknown,ORM06,Closed,RIPARIAN,,,0.0035162883317555,1.40558086690754e-07
269,Unknown,ORM06,Closed,RIPARIAN,,,0.0011975545459682,6.40999349889366e-08
270,Unknown,ORM06,Closed,RIPARIAN,,,0.0007391885655491,2.16556549976645e-08
271,Unknown,ORM06,Closed,RIPARIAN,,,0.0010134873469454,1.11792260920127e-08
272,Unknown,ORM06,Closed,RIPARIAN,,,0.0002655425268216,3.0551350022788804e-09
273,Unknown,ORM06,Closed,RIPARIAN,,,0.0016207520863461,4.6203793286171e-08
274,Unknown,ORM06,Closed,RIPARIAN,,,0.0003863146425992,1.20011499904563e-09
275,Unknown,ORM06,Closed,RIPARIAN,,,0.003908166867106,1.64322874885603e-07
276,Unknown,ORM06,Closed,RIPARIAN,,,0.0031553550738002,2.94498159595387e-07
277,Unknown,ORM06,Closed,RIPARIAN,,,0.0010753403294504,3.68900926037981e-08
278,Unknown,ORM06,Closed,RIPARIAN,,,0.0008152503535705,3.73265851035207e-08
279,Unknown,ORM06,Closed,RIPARIAN,,,0.0012721757529995,1.15496429887784e-07
280,Unknown,ORM06,Closed,RIPARIAN,,,0.0110004799852486,2.83507977537765e-06
281,Unknown,ORM06,Closed,RIPARIAN,,,0.0119016494793985,1.23254629260379e-06
282,Unknown,ORM06,Closed,RIPARIAN,,,0.0014380778210867,1.55175799702344e-07
283,Unknown,ORM06,Closed,RIPARIAN,,,0.0021097674350886,1.5586672020553e-07
284,Unknown,ORM06,Closed,RIPARIAN,,,0.0009852078658068,6.3450189986022e-08
285,Unknown,ORM06,Closed,RIPARIAN,,,0.0012111359024729,4.52281350943751e-08
286,Unknown,ORM06,Closed,RIPARIAN,,,0.0036164459326077,5.03992754758872e-07
287,Unknown,ORM06,Closed,RIPARIAN,,,0.0030571141786135,5.82746615395989e-07
288,Unknown,ORM06,Closed,RIPARIAN,,,0.0007428136819711,3.76499849933749e-08
289,Unknown,ORM06,Closed,RIPARIAN,,,0.0333337714759265,1.21987263071534e-05
290,Unknown,ORM06,Closed,RIPARIAN,,,0.0011159802215795,8.84000049900591e-08
291,Unknown,ORM06,Closed,RIPARIAN,,,0.0021010936297508,1.15233746477672e-07
292,Unknown,ORM06,Closed,RIPARIAN,,,0.0062968347940653,1.23643549360498e-06
293,Unknown,ORM06,Closed,RIPARIAN,,,0.0004392174259815,1.0685984994415e-08
294,Unknown,ORM06,Closed,RIPARIAN,,,0.0017076856776842,1.8726358500243e-07
295,Unknown,ORM06,Closed,RIPARIAN,,,6.65036046809418e-05,1.50024999399317e-10
296,Unknown,ORM06,Closed,RIPARIAN,,,0.0015381493324513,5.08547901985956e-08
297,Unknown,ORM06,Closed,ACEC,,,0.12562304382395,0.0004625370561017
298,Unknown,ORM06,Closed,ACEC,,,0.172840708936767,0.000791698277861
299,Unknown,ORM06,Closed,RIPARIAN,,,0.002188375679949,1.47861060377315e-07
300,Unknown,ORM06,Closed,RIPARIAN,,,0.0009567954951006,6.27481748920503e-08
301,Unknown,ORM06,Closed,RIPARIAN,,,0.0015164126658629,1.72854750001384e-07
302,Unknown,ORM06,Closed,RIPARIAN,,,0.0033620262704552,2.24438285108045e-07
303,Unknown,ORM06,Closed,RIPARIAN,,,0.0058043567200813,6.78231309542279e-07
304,Unknown,ORM06,Closed,RIPARIAN,,,0.0010162068074845,7.54641452963026e-08
305,Unknown,ORM06,Closed,RIPARIAN,,,0.0011388988720472,6.64960899908413e-08
306,Unknown,ORM06,Closed,RIPARIAN,,,0.0010446722946557,7.56999399969634e-08
307,Unknown,ORM06,Closed,RIPARIAN,,,0.0016751915750562,1.55598755302743e-07
308,Unknown,ORM06,Closed,RIPARIAN,,,0.0012498392043897,4.07487051055365e-08
309,Unknown,ORM06,Closed,RIPARIAN,,,0.0016201253744182,1.56944860308825e-07
310,Unknown,ORM06,Closed,RIPARIAN,,,0.0066197983546773,1.97726773743327e-06
311,Unknown,ORM06,Closed,RIPARIAN,,,0.0102921208327133,1.67307567982857e-06
312,Unknown,ORM06,Closed,RIPARIAN,,,0.0007776186268641,3.27368549036214e-08
313,Unknown,ORM06,Closed,RIPARIAN,,,0.0008646032156431,5.20999549880652e-08
314,Unknown,ORM06,Closed,RIPARIAN,,,0.0017897905438832,1.17721819920323e-07
315,Unknown,ORM06,Closed,RIPARIAN,,,0.0003456954877692,8.64910509818888e-09
316,Unknown,ORM06,Closed,RIPARIAN,,,0.0009316555158972,5.39361752039532e-08
317,Unknown,ORM06,Closed,RIPARIAN,,,0.0015294162686066,1.33600109995269e-07
318,Unknown,ORM06,Closed,RIPARIAN,,,0.0006439082466127,1.64002000032591e-08
319,Unknown,ORM06,Closed,RIPARIAN,,,0.0019712766846499,2.22962430000139e-07
320,Unknown,ORM06,Closed,RIPARIAN,,,0.0005226594324169,1.82020553056085e-08
321,Unknown,ORM06,Closed,RIPARIAN,,,0.0024393179661181,9.97506300735877e-08
322,Unknown,ORM06,Closed,RIPARIAN,,,0.0017765457940486,1.95649810017232e-07
323,Unknown,ORM06,Closed,RIPARIAN,,,0.0032589005664728,4.7947800013127e-07
324,Unknown,ORM06,Closed,RIPARIAN,,,0.0043785502561296,3.25037375222656e-07
325,Unknown,ORM06,Closed,RIPARIAN,,,0.0009141556076343,5.93580751943243e-08
326,Unknown,ORM06,Closed,RIPARIAN,,,0.0021382961986891,2.96045560174272e-07
327,Unknown,ORM06,Closed,RIPARIAN,,,0.0002282899785961,1.8001050009638302e-09
328,Unknown,ORM06,Closed,RIPARIAN,,,0.0008223842197499,4.56109804982334e-08
329,Unknown,ORM06,Closed,RIPARIAN,,,0.0006159047823151,2.08939754051714e-08
330,Unknown,ORM06,Closed,RIPARIAN,,,0.0019376229937424,1.18984074986867e-07
331,Unknown,ORM06,Closed,RIPARIAN,,,0.001300206684227,1.00066005189625e-07
332,Unknown,ORM06,Closed,RIPARIAN,,,0.001054034272946,6.53708599888535e-08
333,Unknown,ORM06,Closed,RIPARIAN,,,0.0021232369150003,1.68411655002821e-07
334,Unknown,ORM06,Closed,RIPARIAN,,,0.0021484722274329,2.6661662538375e-07
335,Unknown,ORM06,Closed,RIPARIAN,,,0.0003105854225542,4.6050450007992e-09
336,Unknown,ORM06,Closed,RIPARIAN,,,0.0005514409033317,2.19520800958478e-08
337,Unknown,ORM06,Closed,WSA,,,0.0430851662982418,4.81041731717688e-05
338,Unknown,ORM06,Open,BLMOPEN,,,0.0155271958907584,7.82547049857541e-06
339,Unknown,ORM06,Closed,WSA,,,0.404454720027601,0.0026291790525751
340,Unknown,ORM06,Closed,RIPARIAN,,,0.0048655680590639,3.69795409604929e-07
341,Unknown,ORM06,Closed,RIPARIAN,,,0.005253806338025,8.0783956541142e-07
342,Unknown,ORM06,Open,BLMOPEN,,,0.0698667042906095,0.0001786866314405
343,Unknown,ORM06,Closed,RIPARIAN,,,0.0002469263993314,4.041929700580791e-09
344,Unknown,ORM06,Closed,RIPARIAN,,,0.0020330652614839,2.30734570202477e-07
345,Unknown,ORM06,Closed,RIPARIAN,,,0.0002677920767849,4.949899998152461e-09
346,Unknown,ORM06,Closed,RIPARIAN,,,0.0030865887683663,1.85912045081549e-07
347,Unknown,ORM06,Closed,RIPARIAN,,,0.0005727207115215,1.9901035104663e-08
348,Unknown,ORM06,Closed,RIPARIAN,,,0.0010830954020235,8.66217947025352e-08
349,Unknown,ORM06,Closed,RIPARIAN,,,0.0010676331760315,8.66399750020773e-08
350,Unknown,ORM06,Closed,RIPARIAN,,,0.0015161059954201,1.6588964010668e-07
351,Unknown,ORM06,Closed,RIPARIAN,,,0.0046071356843037,5.38363585208383e-07
352,Unknown,ORM06,Closed,RIPARIAN,,,0.0012049779054845,9.78503600141097e-08
353,Unknown,ORM06,Closed,RIPARIAN,,,0.0016948584069044,1.36110134604084e-07
354,Unknown,ORM06,Closed,RIPARIAN,,,0.0013683273523913,1.1950031500375e-07
355,Unknown,ORM06,Closed,RIPARIAN,,,0.0011836904671139,6.13460799006054e-08
356,Unknown,ORM06,Closed,RIPARIAN,,,0.0005893048492856,8.35298499974812e-09
357,Unknown,ORM06,Closed,RIPARIAN,,,0.0017985534583305,1.49757214699851e-07
358,Unknown,ORM06,Closed,RIPARIAN,,,0.0003030571235412,3.7010048020994e-09
359,Unknown,ORM06,Closed,RIPARIAN,,,0.0020874924341107,2.26899925210333e-07
360,Unknown,ORM06,Closed,RIPARIAN,,,0.0002945060362397,5.098980101240941e-09
361,Unknown,ORM06,Closed,RIPARIAN,,,0.0009991042791232,3.80530898989981e-08
362,Unknown,ORM06,Closed,RIPARIAN,,,0.0015090473991479,1.3545530489371e-07
363,Unknown,ORM06,Closed,RIPARIAN,,,0.0043789416382047,8.81123324793591e-07
364,Unknown,ORM06,Closed,RIPARIAN,,,0.0003217958851012,5.7559348978628105e-09
365,Unknown,ORM06,Closed,RIPARIAN,,,0.0008270954544965,4.01438951046567e-08
366,Unknown,ORM06,Closed,RIPARIAN,,,0.0002405174239192,4.300970096158061e-09
367,Unknown,ORM06,Closed,RIPARIAN,,,0.0018152431975391,1.5542622490043e-07
368,Unknown,ORM06,Closed,RIPARIAN,,,0.0003841156300526,1.02011397985452e-08
369,Unknown,ORM06,Closed,RIPARIAN,,,0.000713576406589,1.96720708921939e-08
370,Unknown,ORM06,Closed,RIPARIAN,,,0.0064656835445015,6.79128814699187e-07
371,Unknown,ORM06,Closed,RIPARIAN,,,0.004419946419028,1.19596574150883e-06
372,Unknown,ORM06,Closed,RIPARIAN,,,0.0014590769043373,1.0087509009509e-07
373,Unknown,ORM06,Closed,RIPARIAN,,,2.2292150952032e-05,1.76417998475314e-11
374,Unknown,ORM06,Closed,RIPARIAN,,,0.0046830497045227,4.38588179708146e-07
375,Unknown,ORM06,Closed,RIPARIAN,,,0.0012664812757715,1.03392755003484e-07
376,Unknown,ORM06,Closed,RIPARIAN,,,0.0004829514040634,3.59920480039149e-09
377,Unknown,ORM06,Closed,RIPARIAN,,,0.000823004745108,2.75277250029451e-08
378,Unknown,ORM06,Closed,RIPARIAN,,,0.0009377172232557,3.09918604933567e-08
379,Unknown,ORM06,Closed,RIPARIAN,,,0.0018532225010226,1.26162259896256e-07
380,Unknown,ORM06,Closed,RIPARIAN,,,0.0049785849149068,1.25386125569402e-06
381,Unknown,ORM06,Closed,RIPARIAN,,,0.0028512777395982,3.61982359593228e-07
382,Unknown,ORM06,Closed,RIPARIAN,,,0.0026242180402656,1.85489799590499e-07
383,Unknown,ORM06,Closed,RIPARIAN,,,0.0016986058072094,1.79519344988255e-07
384,Unknown,ORM06,Closed,RIPARIAN,,,0.0044285152664945,3.87837064877416e-07
385,Unknown,ORM06,Closed,RIPARIAN,,,0.0009743059993611,7.00996399851439e-08
386,Unknown,ORM06,Closed,RIPARIAN,,,0.002081484901043,2.57731685023282e-07
387,Unknown,ORM06,Closed,RIPARIAN,,,0.0038250738902871,1.80333790515839e-07
388,Unknown,ORM06,Closed,RIPARIAN,,,0.0015261653735385,1.24593011716021e-07
389,Unknown,ORM06,Closed,RIPARIAN,,,0.0063271120736276,1.16524216682612e-06
390,Unknown,ORM06,Closed,RIPARIAN,,,0.0020976068896778,3.2645839520393e-07
391,Unknown,ORM06,Closed,RIPARIAN,,,0.0002594209187421,4.20689969896866e-09
392,Unknown,ORM06,Closed,RIPARIAN,,,0.0024946051677557,3.39165146075523e-07
393,Unknown,ORM06,Closed,WSA,,,0.0238549459248939,9.54217177275939e-06
394,Unknown,ORM06,Closed,RIPARIAN,,,0.0009070041320732,5.73968300914516e-08
395,Unknown,ORM06,Closed,RIPARIAN,,,0.0009703971459694,7.09585950927263e-08
396,Unknown,ORM06,Closed,RIPARIAN,,,0.0057790330777194,9.3852294007814e-07
397,Unknown,ORM06,Closed,RIPARIAN,,,0.0008900776090964,4.35219141006387e-08
398,Unknown,ORM06,Closed,RIPARIAN,,,0.0020159686671316,1.66140435791786e-07
399,Unknown,ORM06,Closed,RIPARIAN,,,0.0026119512582338,3.82197129874355e-07
400,Unknown,ORM06,Closed,RIPARIAN,,,0.0009089597919941,4.44498600056875e-08
401,Unknown,ORM06,Closed,RIPARIAN,,,0.0008530334743345,3.71500599950276e-08
402,Unknown,ORM06,Closed,RIPARIAN,,,0.0009795266897539,4.26868558906576e-08
403,Unknown,ORM06,Closed,RIPARIAN,,,0.0008562315215474,5.19109000932086e-08
404,Unknown,ORM06,Closed,RIPARIAN,,,0.0006640658426593,3.24428150080509e-08
405,Unknown,ORM06,Closed,RIPARIAN,,,0.0009757886452471,5.15039952107185e-08
406,Unknown,ORM06,Closed,RIPARIAN,,,0.00298282280229,3.74063239392334e-07
407,Unknown,ORM06,Closed,ACEC,,,0.0797964524588583,0.0001409061995804
408,Unknown,ORM06,Limited to Existing,UNK,,,2.43301027490942,0.0110736162804862
409,Unknown,ORM06,Limited to Existing,UNK,,,0.243648979562595,0.0006758448915144
410,Unknown,ORM06,Limited to Existing,UNK,,,6.48087468281222e-05,2.53392108433051e-10
411,Unknown,ORM06,Limited to Existing,UNK,,,0.0846605541397066,0.0001412654414812
412,Unknown,ORM06,Limited to Existing,UNK,,,0.0829950608239281,0.0001366868590039
413,Unknown,ORM06,Limited to Existing,UNK,,,0.0239663738658209,2.88975127678909e-05
414,Unknown,ORM06,Limited to Existing,UNK,,,0.0005278827462389,2.02502549973687e-08
415,Unknown,ORM06,Limited to Existing,UNK,,,0.0001565702499477,1.7000650013234e-09
416,Unknown,ORM06,Limited to Existing,UNK,,,0.0088476868827596,2.09255013033977e-06
417,Unknown,ORM06,Limited to Existing,UNK,,,0.0002192375276926,1.10526000072746e-09
418,Unknown,ORM06,Limited to Existing,UNK,,,0.0278827413390071,3.68050554344816e-05
419,Unknown,ORM06,Limited to Existing,UNK,,,0.0603817986605872,0.0001042942536979
420,Unknown,ORM06,Limited to Existing,UNK,,,0.0005045737892049,1.68500649999145e-08
421,Unknown,ORM06,Closed,RIPARIAN,,,0.0010053054591261,6.06090451047116e-08
422,Unknown,ORM06,Closed,RIPARIAN,,,0.0017851218757603,1.78337520204904e-07
423,Unknown,ORM06,Closed,RIPARIAN,,,0.0006752350467083,1.83489697092558e-08
424,Unknown,ORM06,Closed,RIPARIAN,,,0.0031849102684194,4.82178354828061e-07
425,Unknown,ORM06,Closed,RIPARIAN,,,0.0011944543064256,1.05809909894977e-07
426,Unknown,ORM06,Limited to Existing,UNK,,,0.0009184145197641,5.06499249915884e-08
427,Unknown,ORM06,Closed,RIPARIAN,,,0.0012875444231377,1.11149704990121e-07
428,Unknown,ORM06,Closed,RIPARIAN,,,0.0011936968380775,9.56116247039533e-08
429,Unknown,ORM06,Closed,RIPARIAN,,,0.0006334480570021,2.39438551958371e-08
430,Unknown,ORM06,Closed,RIPARIAN,,,0.0017370047809642,1.59993179897826e-07
431,Unknown,ORM06,Closed,RIPARIAN,,,0.0005615706761043,2.31038150941464e-08
432,Unknown,ORM06,Closed,RIPARIAN,,,0.0043223832953414,7.05256810295868e-07
433,Unknown,ORM06,Closed,RIPARIAN,,,0.0043242046199038,9.25274410109167e-07
434,Unknown,ORM06,Limited to Existing,UNK,,,0.157964047251353,0.0004790711839662
435,Unknown,ORM06,Limited to Existing,UNK,,,0.084844542035965,0.0003158147463722
436,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0983011919640611,0.0003622961804134
437,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0236426032796287,3.37662396225369e-05
438,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0532908727561682,8.74432679491229e-05
439,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0127167925279611,7.43721143435498e-06
440,Unknown,ORM06,Closed,RIPARIAN,,,0.0017532747207924,1.66040201900013e-07
441,Unknown,ORM06,Closed,RIPARIAN,,,0.0039911995557021,4.99746943649362e-07
442,Unknown,ORM06,Open,BLMOPEN,,,0.0183209454292268,1.99307689235379e-05
443,Unknown,ORM06,Closed,RIPARIAN,,,0.0004219853996513,1.3153080097879e-08
444,Unknown,ORM06,Open,BLMOPEN,,,0.0619720693638859,0.0001633589082144
445,Unknown,ORM06,Open,BLMOPEN,,,0.0170264949281792,1.7738820764353e-05
446,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0175863238052909,1.88073435569339e-05
447,Unknown,ORM06,Open,BLMOPEN,,,0.0172600071271106,1.81860369564126e-05
448,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171680457914617,1.80519923904403e-05
449,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171424238678468,1.79657500225381e-05
450,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171153273364304,1.79093804532305e-05
451,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171857547885379,1.79708905294311e-05
452,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0139900136343753,1.2208571733914e-05
453,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170446369943062,1.77824667202673e-05
454,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0169716030349164,1.76212774972938e-05
455,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0391119058021197,7.19555319826679e-05
456,Southwestern Oregon RMP 2016,ORM07,Closed,ACEC,,,0.0476340562210549,0.0001165531701869
457,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ERMA,,,0.799781701740446,0.0037645691732376
458,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0540500914726123,0.0001435723589337
459,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0927537178237839,0.0002111526619456
460,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ERMA,,,0.375394772570429,0.0015547892133823
461,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.114058675916135,0.0002451611503825
462,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0170747154859708,1.77776145017669e-05
463,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0241262826554518,3.05472816535786e-05
464,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0485407052769295,8.84144514029241e-05
465,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0332624149898724,5.09119903598779e-05
466,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0204457897555997,1.97674848653407e-05
467,Southwestern Oregon RMP 2016,ORM06,Closed,SRMA,,,0.0073117019162804,2.6615973600431e-07
468,Southwestern Oregon RMP 2016,ORM06,Closed,SRMA,,,0.0487849740583915,5.32934465182573e-05
469,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,ERMA,,,0.0228728729009892,1.42413432466596e-05
470,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0366076715567409,5.32122777298722e-05
471,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0708112552238972,0.000142551551222
472,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0170278095832492,1.77376921618883e-05
473,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0490566988936361,0.0001427297609727
474,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,ERMA,,,0.0489093643559481,8.97036009045554e-05
475,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.401610704224211,0.0013833368477605
476,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169761339699251,1.76314126871097e-05
477,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0338399608450736,5.25931854098049e-05
478,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0341227832325331,7.10270015849304e-05
479,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171389175078882,1.79856564489591e-05
480,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171326066483178,1.7871651826792e-05
481,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169771207117585,1.76334461061711e-05
482,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170369525682178,1.77594190786254e-05
483,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171893957888656,1.80589436414471e-05
484,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0703476811470855,0.0001412916033477
485,Andrews Management Unit RMP 2015,ORB06,Limited to Existing,SGHAB,,,0.0509241195161008,0.000158550471555
486,Southwestern Oregon RMP 2016,ORM07,Closed,ERMA,,,0.0267221211272083,3.47586097937344e-05
487,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.023965008217675,3.47631664468312e-05
488,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.246066072801528,0.0008409679317103
489,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0555603483114184,0.0001008182417268
490,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0170116940459058,1.77149793671327e-05
491,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0349065231287899,7.41680991863787e-05
492,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0317003313045455,5.34747254402179e-05
