OBJECTID,SubSurRights,GIS_Acres,GlobalID,SHAPE_Length,SHAPE_Area
6283341,All Minerals,79.21219773,{DF81DD00-C606-40CE-B5B7-8F8241731084},2401.91373129467,320560.39112901
6283342,All Minerals,102.67826715,{8F87CEEC-4BB3-4F46-B1B7-EEEA0C55F5FC},4135.32451529853,415524.204871632
6283343,All Minerals,9.68255303,{F2C2F499-BD56-45EC-AD79-8955823AF31F},791.90455715027,39183.9019192213
6283344,All Minerals,229.3042632,{8520399C-DFE2-4426-8B13-3E9891A53BB4},8245.52002455816,927961.430233893
6283345,All Minerals,84.44212021,{3FBA9070-BE0C-4CBF-B8AA-9507FD7C3282},2498.49363151499,341725.136473401
6283346,All Minerals,10.94572506,{6657D5D1-513F-4883-929B-A072441AB871},950.010398891401,44295.7777496239
6283347,All Minerals,43.06980318,{78E44BC1-6981-4A1D-B17A-919DBF9BB62B},1670.41478627919,174297.309622254
6283348,All Minerals,7.55153632,{973467DA-2C85-488D-BE97-F6EFE8E8EBF4},956.617499205432,30559.9832403873
6283349,All Minerals,931.69956169,{5149A4B8-41BC-4067-B347-D028CE879984},14541.1078304232,3770454.35496771
6283350,All Minerals,79.33633382,{8D79648E-12BC-4494-8DE7-47CFB153E7B3},2399.42096775478,321062.752060943
6283351,All Minerals,511.72197664,{DAAD70C9-241A-4E09-A6A5-28D8020C92AE},8967.38947719367,2070865.36763276
6283352,All Minerals,0.00975229,{E8EE2CBB-4262-42FF-BF94-C173B029A064},54.8227609427101,39.4661274980117
6283353,All Minerals,0.9649176,{F641CF91-8610-4250-AFB8-39133C4B1984},474.715733478139,3904.88299663781
6283354,All Minerals,75.3843807,{C4CAD2E5-4933-4E05-B2E0-DB9D8FCDC37C},2380.8901458471,305069.765187212
6283355,All Minerals,379.97657235,{C11B7118-4F2A-4076-B625-E93FF7DF8CB8},7125.45595849961,1537710.63215956
6283356,All Minerals,0.04653193,{E47A8AD1-0058-4B47-A09D-EBB360287BEF},65.8249557899943,188.308041911086
6283357,All Minerals,237.35901729,{3430860B-3A0D-46AF-9876-60554005693B},4801.71616901906,960557.863545239
6283358,All Minerals,39.09426712,{6606DBFD-02D9-4CAA-8CF6-570C44122FA3},1591.17358121946,158208.885984332
6283359,All Minerals,5.54584596,{AC7C4C50-3876-4D04-95F3-2C8F4A824F0B},855.803350644869,22443.242324513
6283360,All Minerals,3.13677184,{25C7888C-E4DF-4EBB-A6E8-772A2CBE9159},678.46263022983,12694.0652812656
6283361,All Minerals,861.31063985,{99B699DB-57B0-45E4-94C5-65A91E1FBD97},14494.4444400875,3485600.49457517
6283362,All Minerals,403.02928353,{D7F86407-75AF-4F84-ABC6-0A8B68774CA7},6888.33937342912,1631001.64445322
6283363,All Minerals,438.68331528,{CADBB606-0EB8-4D3F-BDA1-2DFB5A5CCF75},5625.53260392958,1775288.39185149
6283364,All Minerals,0.77157326,{8E3A7184-BD2A-429E-973A-E1E47358D210},286.122620621736,3122.44619115507
6283365,All Minerals,1163.21845068,{D8DC0E6E-48BD-4F73-94D4-3440DECA17BA},14506.0410476064,4707378.05779716
6283366,All Minerals,78.17146248,{CE6BD1F2-7E9C-4FAE-88C0-AF40DE37F048},2399.70760878611,316348.6849969
6283367,All Minerals,346.06332675,{549FC6B2-CD5B-4393-BE1F-F222761F420B},4739.9427263729,1400468.59641343
6283368,All Minerals,84.19528698,{F90A808F-2570-450B-B45D-2A568FD35294},2467.87328340628,340726.237848062
6283369,All Minerals,0.00036333,{1CDAD4E6-9238-451D-A071-8EBEDA3BE202},6.37666742305012,1.47033193922587
6283370,All Minerals,148.05492411,{13ABEA50-7FB0-4C8A-9E75-CBC09D8449D4},3098.62842999273,599157.020494989
6283371,All Minerals,560.59025435,{FFCC9D1C-60F5-4933-9F6A-67B380092A1B},7239.89047791454,2268628.27113126
6283372,All Minerals,1.37863378,{9793CD29-C99F-4A1D-B66C-7FE89B265305},634.227177200981,5579.13298125619
6283373,All Minerals,3.85748782,{FBE36425-42C8-4E6F-AB58-B21C72842E26},597.916652466253,15610.6993786058
6283374,All Minerals,5.03039393,{1A75F025-3A3A-4B31-9B8A-C47413B2DE04},591.193531596243,20357.2819934117
6283375,All Minerals,39.52323302,{DD7C578A-BBDF-4D11-90AC-B259F98EFEF7},1599.80195151481,159944.849372697
6283376,All Minerals,39.73015682,{8E33FD1A-4256-49A9-B3DC-6772AB56F618},1603.9655105091,160782.240291121
6283377,All Minerals,35.98893076,{4AB13CEC-CD3E-4B3F-AB51-2B0853BDC6FB},1527.82575839937,145642.035594224
6283378,All Minerals,48.42343066,{7EBE6490-45F4-46BF-A52B-09EBE8E8DDCB},1777.93918138387,195962.671373273
6283379,All Minerals,157.5384052,{86C0692D-CC21-428A-BF6F-C42517968AA5},3976.92099511069,637535.306864093
6283380,All Minerals,0.0509906,{F821C35A-2338-4505-918C-B41B94FC2D21},128.754917107045,206.351653667354
6283381,All Minerals,161.83569605,{3AF15BFD-0E16-4119-92DE-877F3ED280EC},3234.88498109321,654925.825935329
6283382,All Minerals,40.3182826,{2165BB7E-6A3B-4589-A02C-4F94F777C59D},1615.74393041742,163162.300877918
6283383,All Minerals,79.44424598,{9E90ADA7-D20C-4DF5-A15A-E7DCB93DCE10},2405.86338754337,321499.457062031
6283384,All Minerals,119.93303234,{64012B5E-EA9D-47DE-860C-E2AFB2F0C3BD},3221.72276063813,485351.762199242
6283385,All Minerals,65.84678858,{A2D0F381-2A27-4C9C-BD11-F679EBB05052},2131.23181506035,266472.499266245
6283386,All Minerals,50.15222448,{4E41D420-5277-45F4-BFE5-988FEE08FFB7},2234.93670820741,202958.851735094
6283387,All Minerals,120.44212789,{5EE7482F-729A-48D0-B685-4F91BDE7255F},3224.64374772808,487411.99879693
6283388,All Minerals,0.31474598,{52F6E500-CCF7-47A5-AD48-C061AA8DE59F},203.871654505898,1273.73177076001
6283389,All Minerals,12.49149162,{90E07241-0FE3-4668-B2B6-BB8D7085C89D},1464.73919826297,50551.27308136
6283390,All Minerals,40.13299293,{3B5592B6-D18E-45DA-B13A-5C1A90748365},1612.0227790273,162412.460198363
6283391,All Minerals,40.11184763,{EE2814D7-D6B8-43C6-812F-A202ADDE5C56},1612.16891029817,162326.888188001
6283392,All Minerals,6.7440218,{28055328-8106-4C7B-9E38-F56ED239989D},1502.09344581566,27292.0879312167
6283393,All Minerals,147.68810401,{757863E3-0DA7-49E9-A8BD-B785D1C50385},3501.44353046552,597672.552219408
6283394,All Minerals,160.82837415,{F778BFC5-9592-49A3-83E4-C2C496BC08C3},4015.44692709066,650849.338829327
6283395,All Minerals,82.71841368,{E0E637DB-C958-443E-B98E-447CB9CAE367},2456.39907453813,334749.543631888
6283396,All Minerals,0.00042328,{B7F7E33B-18B0-466F-A090-B4B22EFB8A7C},7.91651551192668,1.71295657459535
6283397,All Minerals,38.19678114,{A2074A27-0D85-431D-9367-9957583DD07A},1573.11422239488,154576.889054041
6283398,All Minerals,398.30377736,{1DD82D4C-DE27-46AF-9196-E4AA572384A5},7214.88530118167,1611878.19947334
6283399,All Minerals,80.14678136,{884E8F4D-AF51-40E7-87FF-BB5844AD7FB6},2416.64683620975,324342.516876737
6283400,All Minerals,1.89623013,{AB542F22-5A7C-41B0-9B5E-D7AB02E8C01D},458.487641206028,7673.7710950519
6283401,All Minerals,1.37711129,{254177EC-BCFD-437F-B5E7-D1E14E79DE09},348.17185400688,5572.97165875158
6283402,All Minerals,5.55758572,{5A167CB2-709E-4665-B3AE-09CA756F4C0C},776.839283131153,22490.7514710355
6283403,All Minerals,289.96150596,{E446021E-1B0B-4A1B-8B05-90976F1C6ACA},6511.24710191203,1173432.58264011
6283404,All Minerals,80.11339377,{1F14CA13-B927-4AAF-B7FD-0E488A667DF2},2411.4228732029,324207.402088244
6283405,All Minerals,4.99218643,{59CB983E-2198-4457-8B88-407CEC696508},575.321316591045,20202.6616975342
6283406,All Minerals,160.41591075,{B4AC1256-20BE-4DBA-AC06-59C4A0A05C59},3222.88871530172,649180.158657786
6283407,All Minerals,11.79649633,{0480DB8D-9F04-4F93-9350-73F519434328},1067.79889012876,47738.7269247537
6283408,All Minerals,0.05841181,{A6AF3AC5-3D48-4FA3-8F69-FC32DE16F1FB},95.1187463854129,236.384225086348
6283409,All Minerals,520.37580507,{7DAC886D-C00A-460B-BD44-2046960F06F5},7239.97187104792,2105886.16880664
6283410,All Minerals,174.88106788,{6AC3FCA2-6F7F-4C5A-B6A5-707643756353},3369.74018535602,707718.572712937
6283411,All Minerals,0.00151722,{9E0F57F8-0F1B-4EB3-BC95-9EC1A5AEB154},33.9047288432365,6.13995564785776
6283412,All Minerals,79.86348432,{0EB02689-61AE-4D51-B134-1B4A57EC3ED1},2418.08051448833,323196.054446684
6283413,All Minerals,0.00230047,{A7B280A1-DABC-42F4-B7E6-FDAA53651378},14.1241348699636,9.30966774792985
6283414,All Minerals,2.40089834,{F3B4394B-E1FD-4221-927B-72876DA3F686},453.31092929369,9716.09086756805
6283415,All Minerals,40.25417265,{6BEA4251-8516-461A-B105-EF00A9FFC5D7},1614.48493330873,162902.857121836
6283416,All Minerals,11.783852,{C1812FEA-CA68-411D-BCB5-8BC39923CAD4},996.329566718518,47687.5571638503
6283417,All Minerals,85.97735825,{6888AEB2-5528-4DFE-A960-E1DFBA9B94FB},2534.18984775198,347938.024427763
6283418,All Minerals,159.49089051,{3D915B82-6810-4016-B034-3BF1D15B3024},3214.40124095987,645436.734582845
6283419,All Minerals,39.06570432,{EC0881AE-C879-4C5B-92C2-F71F61C91568},1590.62836902335,158093.296407849
6283420,All Minerals,40.86415569,{E73C8F4C-5E9F-4836-9D57-C00D4F9CA38A},1626.75962600514,165371.370911837
6283421,All Minerals,320.17727624,{D29DCB15-AEEF-467A-80B7-C7FF625F5A89},4827.70607037221,1295711.46667034
6283422,All Minerals,5.94e-06,{20723B15-E8F9-4B0D-8EE9-82FE2B5632FD},13.5772775975446,0.0240411541162914
6283423,All Minerals,232.92386684,{7BEC935F-245E-4FCE-AF9D-8557F8894164},4787.68118584526,942609.446467712
6283424,All Minerals,79.85275314,{E80C479D-F1B2-48A3-9952-43196942CABB},2408.79701912832,323152.626889661
6283425,All Minerals,1.21739917,{3385F196-5CAE-4403-AFA1-CF35DEC194E1},363.216615736934,4926.6396552672
6283426,All Minerals,0.79121953,{2C31BA49-17E7-4454-977B-993FB4A5F170},400.475901980687,3201.9518532813
6283427,All Minerals,124.79849168,{7AB66CC4-152C-4EA8-B4EA-6506BFE7BA8F},3251.9242802097,505041.577575216
6283428,All Minerals,40.54557819,{C4776A41-9188-4A67-B24E-CD76F7398514},1620.29927423909,164082.13349345
6283429,All Minerals,80.19746308,{A2C14472-78BB-48B7-976B-03D7C7114F90},2416.46433998092,324547.618513895
6283430,All Minerals,40.17671011,{45A8BAC5-6AB1-4BEB-8A43-000466922F9F},1612.90357184005,162589.377355711
6283431,All Minerals,10.36859969,{63BB5F87-F858-4051-B5F0-14EAAE3A9BB3},1013.69241297851,41960.2342375106
6283432,All Minerals,159.29709009,{A72CB0F0-68C5-4757-8E04-1711F153890A},3211.75303270265,644652.45211534
6283433,All Minerals,377.11037344,{CFEEF93D-2DA1-4BFB-9A6A-BC411806BF40},6552.51347349138,1526111.53671756
6283434,All Minerals,40.01061029,{3A2A6AF0-7F99-48B1-96E1-6EA243F32A1B},1609.55784094751,161917.195233994
6283435,All Minerals,40.14732019,{DEBF0719-77C4-4F70-B9B0-128E174AFE1B},1612.33086759905,162470.440535796
6283436,All Minerals,40.00342125,{F519891D-BEAD-4FA3-BCDE-D9BE1D78D01C},1609.41345279207,161888.102185765
6283437,All Minerals,79.29535792,{D15A1280-86AB-4865-8A79-18C73565D30B},2401.38003258848,320896.928456998
6283438,All Minerals,0.00133061,{6DA4D722-1649-4144-943B-A9D4EB739DEB},11.8597398359884,5.38477186585396
6283439,All Minerals,1220.85995003,{C2DEE6F6-6971-4963-8506-57C853CA289D},17169.6155912108,4940644.92961788
6283440,All Minerals,80.14333216,{D6051370-F239-42BA-947F-6602436A461C},2416.76394029073,324328.558459486
6283441,All Minerals,2942.91791565,{F762490F-89EE-4614-BCE5-8F95AC35FB82},21643.757332647,11909566.2675528
6283442,All Minerals,80.07820953,{C91AB263-10B8-4D6B-9EE8-D9B884770DDD},2419.11516744306,324065.016516329
6283443,All Minerals,0.00107176,{0497B432-9430-40A6-B7FD-EE2910A2B63A},9.52434937135757,4.3372603010852
6283444,All Minerals,0.05592744,{424E344E-41B4-4275-86A4-F98269EE5009},72.2332148550479,226.330327408397
6283445,All Minerals,80.96243144,{8325405C-BB03-4FA7-8C49-E2ACFD934319},2427.05298836839,327643.33564667
6283446,All Minerals,40.17651066,{C58FA931-8003-4D9C-B7CF-04F3102341F8},1613.03902024723,162588.570195345
6283447,All Minerals,0.00314441,{8A0A746F-9F3F-48E5-A1F1-F812BE302A77},40.5780278582518,12.7249632673638
6283448,All Minerals,39.94205472,{E0185321-69F9-4B6F-B047-0323A6DE60F0},1608.1567417688,161639.760680141
6283449,All Minerals,0.00018124,{9058AF71-05F5-4E36-97E6-AC5065D21E61},9.62472446736793,0.733465941172024
6283450,All Minerals,1.07854421,{0C164859-96EC-459F-8C48-B0CD244AD585},408.0349897736,4364.71354623234
6283451,All Minerals,40.23580803,{B2ABA250-1EB9-49BC-8322-87FE00224B28},1614.09038575769,162828.538131946
6283452,All Minerals,1164.4998123,{146AA1F0-7811-42B4-A407-77FFDF89EB70},12104.4678243539,4712563.54429818
6283453,All Minerals,0.04968162,{C0B81760-F951-465C-B1ED-14B5CD7BBDBE},98.8743327748835,201.054392797296
6283454,All Minerals,793.55900029,{95721557-ABA3-404C-ACCA-B23DC94378E2},9605.87833613862,3211419.33687596
6283455,All Minerals,119.77069424,{7BB94B93-8F80-4758-ABE4-AAA92F3FE206},3209.11872602901,484694.803205172
6283456,All Minerals,0.0036165,{FE657B4F-955D-4F2C-B35E-0AFA80010F5D},24.571667889204,14.6354705880131
6283457,All Minerals,477.39360013,{298699CE-969B-4D26-907D-D49217FC5277},6418.13726139621,1931943.35668788
6283458,All Minerals,1.00523323,{97029D65-B350-45DC-BD9E-D25E96EFFF0E},746.396844364639,4068.03455065107
6283459,All Minerals,7.12293451,{EEFF189C-79E2-4773-A8E6-E8F101754C51},839.529022910693,28825.4932513512
6283460,All Minerals,7710.08066001,{6B27A2DF-C080-47D2-AEFC-7344F0AE5350},45818.2185739671,31201589.4361745
6283461,All Minerals,0.00091568,{53042737-1F00-475A-81E6-240F8E4174E3},9.71322311187408,3.70564470162007
6283462,All Minerals,158.13052963,{9F3E8652-6C82-4CFC-A8C4-341202A5BE1A},3988.57996656397,639931.54940501
6283463,All Minerals,1051.9456221,{3215BB57-1899-4784-A1BF-87257655C58B},11126.9141386834,4257072.8968251
6283464,All Minerals,482.50201851,{5290302A-CC14-4D19-BDE9-892044B4DA39},6457.70472581689,1952616.39241867
6283465,All Minerals,39.77556046,{45498476-9762-4806-94ED-BD75A9FC7A3F},1604.90459482618,160965.98229553
6283466,All Minerals,652.16924959,{E0F003EC-287E-4D84-9CD5-A194F9964603},11834.8141624426,2639235.31620329
6283467,All Minerals,0.30861054,{03718C74-8925-483F-8027-D5AD970C6C30},228.871800140997,1248.90255590824
6283468,All Minerals,139.60933454,{AB628A8C-59BC-4128-B488-F0AEE440184E},4016.66516695894,564978.932123225
6283469,All Minerals,1.14724934,{4DB045FB-B10B-4685-81E3-D3A71854E38A},336.191070171834,4642.75335348274
6283470,All Minerals,17.51520017,{AD08FCE3-5F19-425F-B2F8-6BA6E2100051},1710.55914503423,70881.5003163025
6283471,All Minerals,160.46894892,{19971B8C-0602-4F4F-809E-C4B63FC95B66},4016.10812154868,649394.796520222
6283472,All Minerals,0.0126442,{A5FDD01E-A2C4-4BD4-ABDB-CF8CEDDE3E5C},200.617018664425,51.169273662554
6283473,All Minerals,40.63461698,{2A7B394F-E592-44D2-94CB-DED436DF9C6B},1622.45907451727,164442.460685629
6283474,All Minerals,44.30602837,{CC22D368-48CD-482C-A0C6-CC0420FF3F44},1696.48153376595,179300.135456807
6283475,All Minerals,0.44968825,{71AE5246-3E03-4507-8188-05F763E305D2},232.511460522525,1819.82377138578
6283476,All Minerals,121.11538019,{45E21DAD-09CF-47D3-A77F-19ADC530B4E2},3234.16797767641,490136.554177716
6283477,All Minerals,0.36897785,{EDC85EE0-7997-4FE9-BB23-5CA1AD0A3AF0},635.62909389984,1493.20036691333
6283478,All Minerals,79.14201154,{BFEECD8C-5CFB-4B23-925B-B01C46FA15A3},2404.08248461545,320276.357694722
6283479,All Minerals,15.9637141,{AB37BF47-A811-4379-BA8B-F0B4A8E077D1},1129.50428716867,64602.8589112692
6283480,All Minerals,40.03682995,{EBA62D57-9F80-49A9-AB8E-2B4F71104630},1610.11697024983,162023.302406404
6283481,All Minerals,159.74115725,{6192F3C3-7151-4D7B-8591-B8EEA7566E81},3216.09297696791,646449.528150671
6283482,All Minerals,42.1531775,{6E883B3B-20AB-4CAB-B824-B6BE3915BE8A},1652.73226847035,170587.857093292
6283483,All Minerals,0.351567,{78E39B8A-348F-4FA2-BC6F-E930EC6CC3D7},206.354172711525,1422.74118383417
6283484,All Minerals,0.006011,{4C07CAAB-CE67-40DF-BC5D-55026105A5D9},56.6610701051429,24.3256346397064
6283485,All Minerals,40.28558935,{1FC44809-FF93-474F-8410-BBE2B3AD4463},1615.08872437694,163029.995972152
6283486,All Minerals,0.00099304,{6837C0C5-8204-456E-8296-DE4BB6DA90DA},11.5982448389559,4.01868927015902
6283487,All Minerals,198.45075699,{DBAFFF02-3EA2-4FDF-81C3-3B9824FB7591},4804.62327374896,803101.720451187
6283488,All Minerals,325.15920077,{8DF0EC5A-86DA-4017-AF04-ED4B07A4220C},4877.08342434471,1315872.59992603
6283489,All Minerals,42.92828648,{9B55B837-F095-414D-B10F-2D4AB791D1A9},1667.45136910419,173724.611829111
6283490,All Minerals,4.92156265,{14E5D42C-D777-4C59-8390-85552A3BC03B},717.838717211444,19916.8574144819
6283491,All Minerals,1.30280018,{7FD34F33-21DB-4F4E-A424-7AC4558A86F6},654.638323133014,5272.2452841988
6283492,All Minerals,0.00197242,{B94DCC6C-CC34-40B6-835C-24BDE35A0C0F},13.7001491743176,7.98208277720629
6283493,All Minerals,0.0172108,{EECA1C8E-37B6-4E04-B596-0DE8F0996F4B},39.4333117522492,69.6496232863507
6283494,All Minerals,5.98383962,{0F2FD0A2-03AD-44E7-AAC5-4AFA3BC4BE8A},1386.8428397548,24215.7397991665
6283495,All Minerals,76.4737936,{901531BD-2AF8-4017-9806-323EE8AD7385},2252.32825699213,309478.462782946
6283496,All Minerals,0.00113409,{6C8C8803-D15D-4972-AEAD-D006129B12A9},11.3435314793189,4.58949450040644
6283497,All Minerals,158.22329335,{C1D9181A-1621-45C9-991B-53E7012E162A},3201.05395142109,640306.950884378
6283498,All Minerals,0.19531461,{C78F16A1-E3F0-4C61-9152-DE4D409E44F1},139.178987015825,790.410194141034
6283499,All Minerals,243.61755226,{219752C3-2E1E-404A-9E7E-33965B155C0D},4858.39946218667,985885.255975574
6283500,All Minerals,6.987e-05,{11EAE4A8-D845-473A-969C-A8440E541772},2.51757363978826,0.282745845059938
6283501,All Minerals,76.30111734,{EA2464AF-D71E-48EE-B2BD-DE734D1295E9},2384.78391479229,308779.666753113
6283502,All Minerals,0.00644009,{CFAA4E0E-C0EA-44E4-B3EE-F1B2F0C0FADE},26.1672232263103,26.0621171246222
6283503,All Minerals,83.58868131,{A235B6A8-483E-42DE-9A2C-4CD427E86F5D},2460.66518115849,338271.391811274
6283504,All Minerals,9.136e-05,{7A6DFDE6-0D88-4F77-99C7-CDBD9D57B337},4.43212079259508,0.369702584660086
6283505,All Minerals,34.17763805,{4E4CE42B-BF43-4E21-80E0-B53610D029FA},1490.00543747186,138311.994055551
6283506,All Minerals,199.29340071,{6055DCCE-DBEF-4CD0-91D4-1BF93E56E275},4041.90648977379,806511.778616634
6283507,All Minerals,0.01929248,{7270C7E0-AF29-4076-B72B-7369F649AD4C},38.45174963125,78.0739073099985
6283508,All Minerals,40.16235557,{B0763334-1C47-4DBA-8295-BD58B9E2A610},1612.60867460615,162531.286562121
6283509,All Minerals,554.9332301,{FC593E08-3A3C-4264-9857-06E47697C35C},8862.86330890973,2245735.10623143
6283510,All Minerals,125.04000418,{918EC7D2-49B0-4A55-9544-E6DF99EA195C},3288.54872114673,506018.943975822
6283511,All Minerals,3.609e-05,{20A92001-821A-4709-8DE7-B5DADFA45339},2.41743640754984,0.146045429934688
6283512,All Minerals,2.42e-06,{5252D72F-BAF8-4119-8E78-97E05B97214C},0.468946585654266,0.009789390071577
6283513,All Minerals,118.00182829,{FB56B102-D82B-4A66-894B-B4F531CEB2D0},3191.80233212314,477536.456689166
6283514,All Minerals,121.8989256,{D260FBED-1183-4BE5-846C-762480A90713},3244.33562741316,493307.449946543
6283515,All Minerals,4720.25012225,{57BD57B9-B1B6-468E-A7B0-9FA7401FA014},43186.7369530651,19102174.5225704
6283516,All Minerals,39.96173244,{2082E8F9-8CFF-424C-85F2-2555E6FCD9D7},1608.68864484502,161719.393575563
6283517,All Minerals,1.258662,{47786580-F364-4073-8D76-A145F895487E},367.100748561638,5093.62440006381
6283518,All Minerals,0.28544527,{DA3CE3ED-5980-4E99-BF9F-69F9612E7879},183.038166665503,1155.15602212376
6283519,All Minerals,282.16096844,{E0266B60-C616-46C7-9872-F672C95D3619},5629.65287154968,1141864.92726839
6283520,All Minerals,1276.47506832,{D4100C51-56CD-462A-BF2E-AF35F10A66CD},12858.5053250974,5165711.32827126
6283521,All Minerals,0.00441541,{EA17C7D1-63C8-4F5F-8A06-E5051E82A3CD},21.7885114740627,17.8685464192193
6283522,All Minerals,451.37530497,{7325F9E9-6A85-418F-A2B4-AAD5914F8CE8},6882.71476728111,1826651.05183138
6283523,All Minerals,319.49436895,{48671D6D-FD73-4878-B910-DE9D238CB8EC},4822.54067794789,1292947.83891301
6283524,All Minerals,924.50655008,{0AAA95D8-9778-4240-A3F0-A372773EEF9C},11244.6882184206,3741345.26972503
6283525,All Minerals,80.42196614,{F1809239-C3D5-44C1-88A8-AD6847D58DCB},2417.86445165552,325456.150193655
6283526,All Minerals,0.00882299,{962F6CF5-1667-4BD3-B871-3E98A27328C5},31.9748608200222,35.7053707828955
6283527,All Minerals,0.00302474,{B78341D6-ADFC-4B8F-A0EF-E00BB58B5FFD},19.2412947246932,12.2406731239579
6283528,All Minerals,80.47266724,{73A88E9F-1982-43E5-AC53-E1B33795C12C},2415.68678465714,325661.330234909
6283529,All Minerals,1.67943878,{8A482E42-D564-4A9C-9D97-6138D74779E2},428.751299462062,6796.44763042771
6283530,All Minerals,79.44908989,{8E71F21A-E048-4DC6-BF01-1EB121B79122},2405.45064863507,321519.059679424
6283531,All Minerals,40.0117782,{FBD4F18B-63E8-48BD-8B11-C29F743DF9F2},2031.15212229046,161921.921576091
6283532,All Minerals,0.00097165,{EEDEA860-FC36-43E2-9CCB-2B349E97AF61},9.6754908130155,3.93214181949787
6283533,All Minerals,157.80401384,{0D149C05-DDC0-45AF-A960-35B4E1C3EAFD},3991.81113189813,638610.186903335
6283534,All Minerals,84.546687,{340C0448-5773-4920-ADA0-CB9AE5188723},2500.27840518051,342148.303283703
6283535,All Minerals,69.6922604,{63FC69B5-37BF-48E8-A8E9-2A6DFF11197B},5115.48811929441,282034.571600259
6283536,All Minerals,158.08290198,{6F61E6B9-ADAE-4C65-857F-04F0FE37D3D5},4009.90142898939,639738.807149207
6283537,All Minerals,40.29931349,{FB16CE90-9EAA-4782-88E7-53CE2084EABD},1615.46517972436,163085.535635016
6283538,All Minerals,33.03635109,{2F0C7C2A-0804-42A0-A533-BDBE8ECC8FB0},1986.37953458796,133693.36956272
6283539,All Minerals,41.33310141,{8EDD5B53-07A6-45AD-990F-9F19D82E12B8},1636.13113065661,167269.12691547
6283540,All Minerals,39.11653032,{1CDA2EFC-0EE7-4633-90BC-8AA9C34F6A49},1591.62163104244,158298.981941246
6283541,All Minerals,11.86164928,{4B519A1C-16FE-466D-A74E-85FCA9CAA8AB},1085.19964176461,48002.3915511207
6283542,All Minerals,0.00019431,{A949E839-F159-4C90-9ED8-E16B63BE828D},4.91778131837206,0.786346529888901
6283543,All Minerals,40.53737687,{FCAFA45C-7707-42AD-AAE8-B188CA6B2551},1620.28817165324,164048.943944115
6283544,All Minerals,0.01174828,{3136BE54-539C-464F-BB19-5AAD6391EE99},59.5866596607667,47.5435840336364
6283545,All Minerals,306.24123985,{160DB6C3-D0D8-4C19-A433-3AB999567AE9},4692.51280005782,1239314.32827881
6283546,All Minerals,1.00465287,{4C05FEE2-7FB7-4A8E-B53B-B00647F04A83},286.215948434936,4065.68590075183
6283547,All Minerals,80.02444805,{09B9C121-35AD-492E-9112-BB46E87DD036},2412.35137361401,323847.451549344
6283548,All Minerals,879.16282135,{D03E812D-4FD9-4D04-A6F5-95C5B2F76A2C},12060.1173970493,3557845.7099142
6283549,All Minerals,0.2227443,{309E8534-B45A-4780-8949-E0A422935626},224.600219676394,901.414216745381
6283550,All Minerals,40.00219986,{C14B6165-7079-4B0A-926E-F24F8EAD8931},1609.39874930895,161883.159423193
6283551,All Minerals,0.10977964,{EC0D3AC6-9B3F-4A98-A800-B0967BFB3FC7},129.438849133928,444.262423153322
6283552,All Minerals,75.53282301,{D5933502-60B3-4156-BD2C-6E633902C1BA},2765.19883257208,305670.489896946
6283553,All Minerals,41.33855519,{14377C82-0A34-4951-828F-2C8BCB9F8CFE},1636.32919736256,167291.197545998
6283554,All Minerals,0.69646828,{5DCFA33D-1AD9-49BF-940F-BB63CB1E12C2},300.27844581939,2818.50713534235
6283555,All Minerals,20.55035107,{698398E6-59D2-4889-8BFB-DBA6A96AC787},1796.46990635967,83164.3202257233
6283556,All Minerals,314.45478017,{B61724D1-6136-4C0B-8763-71AEB2AA6666},5578.34728159419,1272553.34667496
6283557,All Minerals,80.46176988,{E41924E3-D670-44BA-B994-F90FDBA9D276},2429.39095484329,325617.230206243
6283558,All Minerals,118.26161367,{910BCD26-B1BB-4004-BA57-CFF25A56AAFC},3203.92254966496,478587.770810436
6283559,All Minerals,0.29280192,{1ECDF257-4AC6-428B-AB0C-9CFDCED58B38},139.531572977185,1184.92732727338
6283560,All Minerals,0.03013161,{00AEC8B8-744B-409D-8CA2-7CF6A7380226},1021.89256578387,121.93831826756
6283561,All Minerals,37.99683541,{092BDC65-32BB-43DB-80EF-5EBFA789C5CC},1569.09088437008,153767.737400531
6283562,All Minerals,40.74874137,{5BA81728-2CCE-4C9B-B76E-2CE88D166690},1624.36268996538,164904.305697703
6283563,All Minerals,0.72608969,{1E433F96-496D-4A4E-BF68-468C5163BAC0},725.195911034589,2938.38070757576
6283564,All Minerals,636.13274234,{51415E96-4DF7-4E42-91F8-CB6AA7E0D05D},6417.67816105888,2574337.8738524
6283565,All Minerals,157.74026221,{285FE319-904C-4DCC-AC3F-945EC4C2D358},3195.92619607416,638352.193211712
6283566,All Minerals,39.92484775,{346D1ACF-5544-48B8-9519-8B8AE4AD1434},1607.90716651485,161570.126541463
6283567,All Minerals,39.90637997,{E9AD4053-DADD-4245-B00B-A9C7F3DB1E6A},1607.53855001576,161495.39006389
6283568,All Minerals,39.96728993,{6A967398-CFD9-4141-BB3D-C1B6823999B1},1608.6864542062,161741.883944292
6283569,All Minerals,0.05679685,{91C31B3B-B2F9-4E2A-A15F-806945BA74EA},86.7963330739044,229.848710644043
6283570,All Minerals,0.04451177,{18F8F755-57FB-46FB-93A9-14B68C1EBC91},996.108678069975,180.132741073337
6283571,All Minerals,0.53016608,{112715FB-6F3A-42D2-ABFE-5967324E6CCD},259.49325640296,2145.50602013133
