OBJECTID,SubSurRights,GIS_Acres,GlobalID,SHAPE_Length,SHAPE_Area
6278772,All Minerals,158.02910446,{8298CC84-A088-4F9F-95D1-E896C69B3BD9},3998.8623116114,639521.096301493
6278773,All Minerals,40.14517348,{D78C0720-F171-42EF-B1E6-5CC78922883D},1612.27006323035,162461.753137636
6278774,All Minerals,39.95890319,{8452A1E5-F0CC-4686-977C-D62507FD31BE},1608.5241784851,161707.944008087
6278775,All Minerals,1600.1191031,{D90A3563-C785-4A57-96C3-3082C62700D8},14513.7946530331,6475452.26896518
6278776,All Minerals,80.45022636,{6498D8CC-5441-4012-B14C-1E454A65D7E9},2413.35995686066,325570.5152292
6278777,All Minerals,480.4197579,{DF038941-770C-4DF6-BF10-C7BF2E6DDC32},9320.43402993886,1944189.78270552
6278778,All Minerals,20.78818121,{22C5D900-B1EB-4773-A9A0-404F066DD471},1197.94729610068,84126.784623333
6278779,All Minerals,476.15091466,{AC070F74-8248-4C84-8201-A14B14D09B77},5612.61791132347,1926914.38703155
6278780,All Minerals,117.6160653,{A39ABBDD-6390-448E-8BFC-10A1EEA1D8E8},3199.81115687381,475975.329230747
6278781,All Minerals,40.06402957,{7AA6D088-DFF2-41AB-B6AA-4724AED32638},1610.76248772503,162133.375392029
6278782,All Minerals,80.66691788,{425CEFAB-B405-4518-947F-A079AFC41348},2430.09790219968,326447.434714385
6278783,All Minerals,640.02107799,{A884CDA2-9B1C-4C35-A68E-AFAE12E5FF75},6437.48295414506,2590073.40991671
6278784,All Minerals,80.86081682,{E311E789-A628-489F-B10A-7EDD54245DB1},2425.31025012056,327232.11586252
6278785,All Minerals,75.61385648,{E3808F93-45E3-4FFD-9CAC-A19E8B62A01E},2354.71073541562,305998.420702298
6278786,All Minerals,21.53522211,{A2427218-F2DB-4883-B962-E822BCA01EA7},1237.9303136149,87149.9518960728
6278787,All Minerals,79.70769145,{9C30B9CD-DA2E-4D5A-9034-B920CE1BBCFE},2406.97323950426,322565.583043995
6278788,All Minerals,158.81390297,{5CEA6927-0ED6-49AF-89A6-C2DDAC3E6713},3205.90664072287,642697.063208585
6278789,All Minerals,80.06075889,{E5DC3258-61B7-4404-A5D1-1C1B3875EB9A},2405.52306655134,323994.396276239
6278790,All Minerals,36.86818223,{72587F58-FB5E-4589-A0CB-3DFCE0347679},1546.05705959669,149200.240022798
6278791,All Minerals,383.43890034,{662D2F17-E63D-4C43-B355-FDC2C933AE81},6488.86222973784,1551722.17643151
6278792,All Minerals,38.07706598,{0411BACB-ACBA-4674-A089-1FBD18B2B176},1570.65188408101,154092.419026237
6278793,All Minerals,39.69945838,{4819EF57-E4D5-45D0-ABB0-C7A157364068},1603.32855578251,160658.008100785
6278794,All Minerals,10.67453696,{58047092-1FF3-449E-B279-3F20420DB44A},1019.41727967091,43198.3184525297
6278795,All Minerals,117.03568858,{C62DF542-1619-4927-A425-9D524321B71B},3218.50398526557,473626.627978394
6278796,All Minerals,40.3156019,{3913C1E0-4D0B-46B4-94A5-FA4CA9DE345D},1615.72514250794,163151.452475272
6278797,All Minerals,116.35049986,{68713D75-3FF5-4E13-A144-E991888F8768},2901.94547720189,470853.767591194
6278798,All Minerals,200.52485,{D92A312E-9923-4E40-9A9F-C616B4D8A43B},4834.28008040346,811495.277092223
6278799,All Minerals,2208.09604488,{D501773E-C6DE-482D-8E3E-925A5C7DF494},21003.7389541961,8935847.66051657
6278800,All Minerals,120.53298811,{72C83E4A-D434-4BBA-ADFF-7A8AFABDCF3C},3225.97294471094,487779.69706254
6278801,All Minerals,40.94113304,{E4BDEA71-8BE5-49A6-BE9E-78A01DDEC73E},1628.23924005728,165682.88719225
6278802,All Minerals,18.49085007,{B2BEF5E1-1A85-4DCA-B618-CA650F1DBB1F},1798.89115130263,74829.8153776015
6278803,All Minerals,246.31810808,{5A63F15B-8343-4CC0-BBF0-1277E22AAFBC},4083.29468149048,996814.017641878
6278804,All Minerals,113.22569373,{CD92A7F0-82C8-40AB-B2F6-9CB31E71EB88},3088.52410859745,458208.125833002
6278805,All Minerals,3034.44953101,{0206B32F-CC26-443F-9096-F01EEBE2E90C},43140.4334344975,12279981.5730179
6278806,All Minerals,81.62556859,{F7CB394D-0882-43DC-B356-0CF32232D314},2430.41682739985,330326.956462783
6278807,All Minerals,263.22315635,{888FE2A3-55FD-4A9F-9572-52379FA4147C},5772.7752740516,1065226.32079148
6278808,All Minerals,40.19279017,{A4B9BB8E-7BB2-4A19-A910-8E119E695261},1613.66779800042,162654.451030932
6278809,All Minerals,161.23972485,{C76C06AB-56F4-4A52-83A0-7F80729DE37E},4039.68328593861,652514.01604081
6278810,All Minerals,39.733597,{B255E7A9-A587-4264-AE94-CB78DAC29860},1604.03931233342,160796.162223598
6278811,All Minerals,3235.82799646,{0987405F-CC92-4868-9564-B0B2FE6ECDAF},32006.3656036339,13094931.3092433
6278812,All Minerals,40.58165074,{A14EE572-83EF-41A4-BDE3-87D41459A25F},1621.05476504231,164228.113914539
6278813,All Minerals,39.80953796,{42AA7296-DC9E-4CD5-998B-59684D1D9264},1605.51833517815,161103.484377371
6278814,All Minerals,79.15036012,{3C24A999-105F-4F37-A2E4-3E9FC613185F},2402.8538597402,320310.143202689
6278815,All Minerals,41.53286353,{1269567D-7F3F-485A-87A4-5BC198C46A7B},1642.99751591458,168077.535528264
6278816,All Minerals,81.42472786,{63F7A1C5-84F7-4BB2-B90C-9F7A0EA22E34},2430.3487414998,329514.182882537
6278817,All Minerals,45.217525,{39A4A863-AECD-4C1A-B044-B4C85D84126F},3219.77495437765,182988.831453656
6278818,All Minerals,0.04443097,{1F9DCE78-1E51-4121-901E-36C4D0221DA1},77.078538650507,179.805763274067
6278819,All Minerals,440.95423351,{3E825DB9-5A0E-4B01-91B7-35C95E175AE5},6433.87229851383,1784478.47188268
6278820,All Minerals,40.19181327,{20A85F97-C87F-487B-87C4-FF02002E9560},1613.20248584226,162650.497662096
6278821,All Minerals,80.00145015,{D16BCA98-D21D-4316-855A-03FA8ABB18AA},2413.53300500464,323754.382345071
6278822,All Minerals,40.23183223,{C57289AD-8818-44D9-A66A-9D0DDED723F4},1614.02225981636,162812.448625429
6278823,All Minerals,4931.80350727,{5E7C9913-8F00-4F0F-8FDC-5C3C16218D58},40307.9515165093,19958300.6973942
6278824,All Minerals,31.50927984,{9488D6E8-F38D-46D5-B783-75E78CB1EA4B},3376.23681184482,127513.53149918
6278825,All Minerals,440.53623002,{3A856297-2A90-47FD-A27A-6170FF7C63C4},9657.13201082209,1782786.87176368
6278826,All Minerals,2203.70437015,{30D22341-2E11-46F4-9B85-5D4B9D430F40},25784.3233084935,8918075.18339789
6278827,All Minerals,156.35012814,{FDEC3843-C90E-4C2C-A31C-1BBCDF7BEAA6},3182.32683999071,632726.520202309
6278828,All Minerals,247.52637893,{B3A7BB86-72FE-41FC-86F1-10E4CA5D7B9A},4084.50556314536,1001703.71627022
6278829,All Minerals,275.08251619,{2E41043A-DE43-4830-9B42-65AF717F81AC},4782.41272356578,1113219.44731737
6278830,All Minerals,79.87025188,{13240C56-F813-4678-8712-D61FC84AAC7E},2411.51459183266,323223.441777092
6278831,All Minerals,188.64682547,{30994EAD-D259-4945-AA88-56A3649CF5C0},4804.0776552142,763426.617214392
6278832,All Minerals,80.45901146,{6F1C62BF-572F-4428-BD89-1C83882D6761},2419.69015878867,325606.067247047
6278833,All Minerals,79.72946128,{87F6507A-9DEA-405D-8080-643C5BBA9918},2408.97971187138,322653.682422038
6278834,All Minerals,247.53096818,{3BDD8C99-1E88-44D9-B643-9E815007FA95},4930.47250209207,1001722.28833436
6278835,All Minerals,40.06676444,{688AE128-3E33-43B2-8BB7-EF309B5DF66D},1610.75508073066,162144.443018036
6278836,All Minerals,319.05397777,{EC68EDDD-066F-424D-AD78-454FE97C61CF},4818.32734253287,1291165.63902704
6278837,All Minerals,457.04787753,{49541303-0B1D-4B6A-B455-9F3FD8307BB5},8940.94642080636,1849607.13853195
6278838,All Minerals,68.79571226,{AADF6559-0548-4B30-8667-C2EFCDD9FD26},2188.25746451046,278406.369988639
6278839,All Minerals,80.31431806,{BAECC87F-AF65-40CE-8299-3BA42F521384},2419.30589259857,325020.513832941
6278840,All Minerals,38.61496862,{A9C9DEB0-7A7C-4ED5-811C-9A3E473B62E0},1581.49057957691,156269.233741365
6278841,All Minerals,842.69916273,{274AE5D8-025E-46E3-984E-3BD8FC1105D2},12087.9674626183,3410282.51885675
6278842,All Minerals,240.01692127,{B1306704-74F9-4C2C-A947-4167456EE14F},4028.74991844999,971314.019319874
6278843,All Minerals,35.48530313,{54B30EF2-9B46-42E3-8963-3DE70F1E5952},1518.47796306905,143603.926891924
6278844,All Minerals,0.02726756,{63C0B3E3-6076-4390-9577-807D0ADF7489},1157.99678503905,110.347895021535
6278845,All Minerals,40.29988438,{4ACCE046-C8CE-49BC-82C1-03163F69650B},1615.438104648,163087.845916707
6278846,All Minerals,26.09383325,{9BB477DC-C11A-4619-A148-A6D33D57EE56},1306.86371496137,105597.996683373
6278847,All Minerals,39.31537805,{6687DBDA-ADA7-48B0-80BC-7D032DB64475},1595.61500081659,159103.690173619
6278848,All Minerals,161.1351992,{5BE9DCE2-B0A4-4379-9C1D-6A7BD665DF9D},4035.94919861324,652091.015742144
6278849,All Minerals,79.27869977,{86DC264E-9927-4C97-9CA6-722025CF8C27},2405.79931546872,320829.515307232
6278850,All Minerals,39.97598467,{8C19D035-E5BF-45C8-B0A8-B8A52FBF2249},1608.87369250667,161777.070284163
6278851,All Minerals,478.06102652,{2DBB0F24-0357-47E1-9314-914A2D57BF9D},8047.82768351009,1934644.33548562
6278852,All Minerals,159.93432023,{7D921EB1-0D66-4043-8784-76CF298CA0A8},3218.06689831575,647231.230997196
6278853,All Minerals,39.34481541,{B814DB7A-0ECF-46DE-A4A5-48C258E00F0A},1597.04244489632,159222.81894546
6278854,All Minerals,40.04402175,{B125EEDC-AE1C-4F5C-B6AE-E9B2358A77B6},1610.2293722374,162052.406597896
6278855,All Minerals,39.52692069,{ABFCCC64-7DD9-40AA-B088-D51EF71EDDDA},1601.37789185385,159959.77287148
6278856,All Minerals,595.93146748,{88B3DA8D-24F9-47B2-9150-80B647A9647C},7876.03464779143,2411649.08648055
6278857,All Minerals,160.52217711,{CE1E46EA-88CD-4B43-848D-0B23434BD490},4028.61224836054,649610.203380129
6278858,All Minerals,919.88962233,{9EBEAD5E-3E86-4F0F-BCA8-AA0055EBEFC4},15360.1251084364,3722661.22603241
6278859,All Minerals,161.62497357,{FEA2EE12-DAC6-49BC-82CD-5FD49A2FBB12},3235.21928939948,654073.062330373
6278860,All Minerals,152.04671951,{62708BEA-6A08-4678-BC1A-07F9492974E2},3979.78000610528,615311.24334307
6278861,All Minerals,39.00334249,{8CB56D5D-1779-401B-8364-8401377273A2},1589.3919279941,157840.927056905
6278862,All Minerals,120.88570517,{20F7CE07-7823-4546-96B9-5E5A2ECFA5BB},3225.47042163021,489207.092357998
6278863,All Minerals,40.12189024,{12755D29-A388-4BBB-AD6D-94A715FA3159},1611.80810647485,162367.529211278
6278864,All Minerals,877.40406801,{9BD5E375-6801-4333-B663-DB75D81AB668},11702.3123733253,3550728.28766974
6278865,All Minerals,433.71480032,{BF53FE42-91B6-491E-85E1-273BC656E4F2},7184.62068316153,1755181.52515865
6278866,All Minerals,80.03860173,{795D58C6-F6BA-41C5-866F-B2D3C328AE03},2416.80608193695,323904.729434041
6278867,All Minerals,12829.65101109,{55032DF5-50CB-4CA8-B73A-2D8CD7099AF7},99260.647336174,51919755.5913764
6278868,All Minerals,280.98101207,{519C3147-C1E0-407C-AD36-549B028176FF},6441.70480960975,1137089.81325069
6278869,All Minerals,15.9561608,{519D6388-4351-485C-8E0C-112D94B096F5},1018.65823969338,64572.2918242095
6278870,All Minerals,124.36285498,{534D64DA-15B2-4944-896A-D9F43173774C},3277.39891875478,503278.618386367
6278871,All Minerals,157.95298769,{25085DE2-9182-4A2B-8780-05FC416826B5},3221.62203796189,639213.062677741
6278872,All Minerals,425.78360715,{073561DA-BE12-4849-9D16-3121C787AF88},6626.70332745227,1723085.12515256
6278873,All Minerals,322.20695128,{F9711C69-E962-45C3-AE58-FB67966FED26},4842.45311925395,1303925.27012233
6278874,All Minerals,74.298855,{DC720654-0536-43F6-B018-2DA0DB3228EC},2492.14742212157,300676.798543332
6278875,All Minerals,202.08560167,{20D0BF7C-96F2-4E19-A8A7-C6986DFAD307},4793.98883802939,817811.414973922
6278876,All Minerals,40.01823347,{8D3C2A10-08E1-46D7-B8D5-367266108394},1609.7110147997,161948.045112309
6278877,All Minerals,2618.41359806,{75F14B81-40BB-4FC8-9337-51F6D493A086},28986.8876399437,10596343.8857985
6278878,All Minerals,39.65626524,{ABABEA78-29A9-4D6A-B367-244917B207B5},1602.51385911145,160483.211684083
6278879,All Minerals,2221.08971326,{C8D76298-68F6-481C-866B-71C370B66E44},17507.1518291129,8988431.17081328
6278880,All Minerals,40.24973805,{7BF9B5C5-CC5F-4C66-B987-FDD5BAF32698},1614.3713430981,162884.910929924
6278881,All Minerals,39.59195871,{6CAD6AB5-0B60-43F7-B797-1E5B8FF1F171},1601.13462105752,160222.972390618
6278882,All Minerals,78.97339722,{81057E56-7DD7-4A36-BD60-55402E1C2FDD},2399.77093819831,319593.99975188
6278883,All Minerals,3.165e-05,{97BE3D75-B175-434A-B110-C861A652D735},31.0361122508955,0.128079357990295
6278884,All Minerals,484.30898722,{1A4CD947-7668-49A7-B919-BCCA1F6F55B6},5653.45659717849,1959928.93535602
6278885,All Minerals,156.98941318,{D8BCBD89-64AB-4865-9B5A-F66D7D27BB81},3193.89491106202,635313.614980636
6278886,All Minerals,120.27358573,{FAACA7FC-D4FE-4FFC-B7BF-97B78B748C4D},3222.29721983884,486729.932867571
6278887,All Minerals,40.05887436,{5313F139-6877-4AF8-80CB-D456953CEADA},1610.53135936848,162112.512987612
6278888,All Minerals,40.21546994,{895D9747-2E93-422E-BEE7-B6867E54C810},1613.67615740892,162746.232811371
6278889,All Minerals,11.95175851,{F3625289-F984-4906-A325-1EF4A19E6B2A},1181.73912381491,48367.0506724316
6278890,All Minerals,40.71577939,{B983B630-7422-45EB-BB3A-8F96474FEE34},1623.98813558058,164770.913309024
6278891,All Minerals,22.76736277,{4DC8F6C2-7B5E-46B8-83B1-C915EABD42D3},1262.84288363303,92136.2482466733
6278892,All Minerals,34495.00446639,{3BB02FCE-536E-4F52-BA29-B397EFFF8DFA},280276.405178792,139596330.365511
6278893,All Minerals,27.42598926,{012F1386-C448-447F-8D37-E4ED74498258},1882.69886334182,110989.040769976
6278894,All Minerals,78.71310253,{1074F894-2FA9-43B4-968F-66B42F71C265},2405.13939950441,318540.624487054
6278895,All Minerals,40.0137428,{CE9B503C-88F7-4759-9A4D-FA5673FD2428},1609.62110602735,161929.872029667
6278896,All Minerals,617.89206078,{EED4815B-AB42-4F01-BA2A-3F22607A3A9A},11162.1864034326,2500520.45451468
6278897,All Minerals,329.23576592,{3AA20747-5A10-400E-8918-E71CE3718D42},5224.49869228395,1332369.87380877
6278898,All Minerals,106.82659093,{2C06C2C9-842C-405D-A8F0-91930B4ADAD0},2676.33895508129,432311.875601008
6278899,All Minerals,7607.73016907,{C11CBB65-1AB2-4605-9749-273F502F8AED},86438.5192265813,30787391.694583
6278900,All Minerals,41.5405408,{B573B224-3B41-44A6-BA31-9AC7D2C2D0E4},1640.17323498534,168108.604322988
6278901,All Minerals,25.85405673,{56ADB0A1-ACB8-46F6-ACCB-1724BF790D0D},1323.27370823512,104627.655526667
6278902,All Minerals,40.16571343,{C16B7986-9AFE-4339-BF24-067F86D4D5CB},1612.68993086398,162544.875342567
6278903,All Minerals,351.60653418,{4C5874FA-FD3D-40EE-9DDD-E37C9BD1857E},6439.05294502874,1422901.1610042
6278904,All Minerals,39.84325986,{87D9B7A1-56C6-4BDC-A1B3-EC3648602F12},1606.23827621919,161239.952073696
6278905,All Minerals,161.87659007,{B2449422-0FC9-4D7A-A913-41C552A9AD20},3237.59282417646,655091.318156366
6278906,All Minerals,79.88665935,{F6BC6BF3-FE11-4663-94CD-D7C93183D2B8},2411.77854601338,323289.840457901
6278907,All Minerals,367.0717401,{BEB0F6D5-0CF1-4210-8C1D-987229AF920A},6511.91603918986,1485486.62890423
6278908,All Minerals,881.73899243,{F10C6954-182A-48A1-93C2-84409A18EAA3},8856.92220228556,3568271.10438823
6278909,All Minerals,320.40673454,{0F882409-9170-41F9-981E-9808D45E6700},4833.17853751281,1296640.05144095
6278910,All Minerals,777.13092842,{0FA40A3F-6DB3-408E-B2BC-62025A76AFFB},7952.68001069127,3144937.28873015
6278911,All Minerals,40.15216774,{71DCEE6D-860A-4CA2-8F75-BB1CC9D7F83B},1612.4425424764,162490.057891569
6278912,All Minerals,82.70043436,{7B933F1F-F2BB-4343-9808-33857FACDFC2},2441.02913330432,334676.783933111
