OBJECTID,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
2062,260992430002,21.0,8.0,,6.0,13.0,,6.0,15.0,,0,0,0,,,,0.0,11093017.1328125,14925.506379714
2063,260992556001,36.0,19.0,7.0,12.0,17.0,7.0,14.0,22.0,,0,0,0,0.368421052631579,0.411764705882353,,0.0,5124508.75927734,9542.37198720344
2064,260992435002,38.0,21.0,8.0,13.0,17.0,,13.0,25.0,,0,0,0,0.380952380952381,,,0.0,31665887.4599609,25702.9789438938
2065,260992440001,23.0,11.0,,7.0,12.0,,8.0,15.0,,0,0,0,,,,0.0,18091310.7231445,21287.7245814067
2066,260992558002,35.0,18.0,7.0,11.0,17.0,8.0,15.0,20.0,,0,0,0,0.388888888888889,0.470588235294118,,0.0,2126549.98583984,6649.29477616018
2067,260992242001,49.0,17.0,6.0,11.0,32.0,14.0,20.0,29.0,,0,0,0,0.352941176470588,0.4375,,0.0,29525922.3730469,21928.5375218908
2068,260992557002,19.0,8.0,,6.0,11.0,,7.0,12.0,,0,0,0,,,,0.0,4573647.81884766,12180.4475013545
2069,260992558001,47.0,28.0,9.0,19.0,19.0,7.0,16.0,31.0,,0,0,0,0.321428571428571,0.368421052631579,,0.0,5554032.21484375,12249.2530913104
2070,260992558003,21.0,8.0,,6.0,13.0,6.0,8.0,13.0,,0,0,0,,0.461538461538462,,0.0,6618056.09179688,10724.2359308642
2071,260992607001,14.0,,,,9.0,,,9.0,,0,0,0,,,,0.0,7769287.6953125,15245.4282950349
2072,260992607002,22.0,10.0,,7.0,12.0,6.0,9.0,13.0,,0,0,0,,0.5,,0.0,4031736.16992188,9448.7474098764
2073,260992607003,46.0,23.0,8.0,15.0,23.0,11.0,19.0,27.0,,0,0,0,0.347826086956522,0.478260869565217,,0.0,7726936.47753906,19449.8565302125
2074,260992608002,29.0,16.0,6.0,10.0,13.0,,11.0,18.0,,0,0,0,0.375,,,0.0,13576830.9643555,20348.6560348917
2075,260992608003,15.0,6.0,,,9.0,,6.0,9.0,,0,0,0,,,,0.0,9546680.11035156,14461.7288023576
2076,260992608001,25.0,13.0,6.0,7.0,12.0,6.0,12.0,13.0,,0,0,0,0.461538461538462,0.5,,0.0,3706359.95117188,10131.5650882378
2077,260992609003,38.0,20.0,6.0,14.0,18.0,7.0,13.0,25.0,6.0,0,0,0,0.3,0.388888888888889,0.157894736842105,0.0,10056515.5039063,13330.9445170193
2078,260992609002,24.0,9.0,,,15.0,6.0,10.0,14.0,,0,0,0,,0.4,,0.0,4002424.15429688,9706.37461404442
2079,260992609004,23.0,11.0,,7.0,12.0,,9.0,14.0,,0,0,0,,,,0.0,5246655.03125,9398.52250035929
2080,260992609005,32.0,15.0,6.0,9.0,17.0,7.0,13.0,19.0,,0,0,0,0.4,0.411764705882353,,0.0,4201072.35449219,8862.11120761536
2081,260992609001,24.0,11.0,,8.0,13.0,6.0,9.0,15.0,,0,0,0,,0.461538461538462,,0.0,3023506.99755859,7157.91565379791
2082,260992610001,56.0,28.0,9.0,19.0,28.0,11.0,20.0,36.0,,0,0,0,0.321428571428571,0.392857142857143,,0.0,24229247.359375,22759.0186859781
2083,260992610002,21.0,12.0,,8.0,9.0,,8.0,13.0,,0,0,0,,,,0.0,2603089.625,7438.17847708816
2084,260239501002,51.0,22.0,10.0,12.0,29.0,11.0,21.0,30.0,,0,0,0,0.454545454545455,0.379310344827586,,0.0,889377771.637451,159908.733607729
2085,260239516003,42.0,20.0,8.0,12.0,22.0,11.0,19.0,23.0,,0,0,0,0.4,0.5,,0.0,6046159.55786133,11604.7757958997
2086,260239515001,48.0,21.0,8.0,13.0,27.0,13.0,21.0,27.0,,0,0,0,0.380952380952381,0.481481481481481,,0.0,5687602.45703125,12464.8890086437
2087,260239515003,22.0,13.0,,8.0,9.0,,9.0,13.0,,0,0,0,,,,0.0,9973890.1463623,16047.7042928294
2088,260239515002,71.0,38.0,15.0,23.0,33.0,16.0,31.0,40.0,,0,0,0,0.394736842105263,0.484848484848485,,0.0,9641098.91259766,14866.5109183101
2089,260239514002,65.0,34.0,12.0,22.0,31.0,14.0,26.0,39.0,,0,0,0,0.352941176470588,0.451612903225806,,0.0,5607639.30480957,12006.4108910082
2090,260239501003,22.0,11.0,,7.0,11.0,,9.0,13.0,,0,0,0,,,,0.0,127048274.406982,48672.9163906752
2091,260239511002,35.0,15.0,6.0,9.0,20.0,9.0,15.0,20.0,,0,0,0,0.4,0.45,,0.0,570425156.812378,138147.935495025
2092,260239501004,32.0,16.0,7.0,9.0,16.0,8.0,15.0,17.0,,0,0,0,0.4375,0.5,,0.0,554695580.43457,120603.855444593
2093,260239510002,,,,,,,,,,0,0,0,,,,,125538879.876099,51093.2079907734
2094,261030003002,36.0,19.0,6.0,13.0,17.0,7.0,13.0,23.0,,0,0,0,0.315789473684211,0.411764705882353,,0.0,36386105.0058594,46201.5876808662
2095,261030007003,13.0,,,,8.0,,,8.0,,0,0,0,,,,0.0,63241502.7890625,49151.0241690932
2096,261030028002,33.0,17.0,6.0,11.0,16.0,7.0,13.0,20.0,,0,0,0,0.352941176470588,0.4375,,0.0,26034274.2460938,28985.4339974023
2097,261030024001,118.0,63.0,23.0,40.0,55.0,24.0,47.0,71.0,,0,0,0,0.365079365079365,0.436363636363636,,0.0,198199843.621094,77233.4364707905
2098,261030017002,46.0,21.0,,16.0,25.0,9.0,14.0,32.0,,0,0,0,,0.36,,0.0,181103022.761719,78456.2656970114
2099,261030024002,60.0,33.0,12.0,21.0,27.0,13.0,25.0,35.0,,0,0,0,0.363636363636364,0.481481481481481,,0.0,16217476.75,17660.3379757088
2100,261030001002,,,,,,,,,,0,0,0,,,,,23232164.7480469,20589.977863864
2101,261030005001,,,,,,,,,,0,0,0,,,,,8161843.89648438,14758.3242449115
2102,261030029003,14.0,8.0,,,6.0,,,9.0,,0,0,0,,,,0.0,9363667011.82031,627886.880590622
2103,261030021002,44.0,21.0,8.0,13.0,23.0,10.0,18.0,26.0,,0,0,0,0.380952380952381,0.434782608695652,,0.0,283918669.34375,99089.5206283071
2104,260270018005,57.0,24.0,9.0,15.0,33.0,14.0,23.0,34.0,7.0,0,0,0,0.375,0.424242424242424,0.12280701754386,0.0,221699546.108643,63286.3087084937
2105,260270022001,124.0,55.0,20.0,35.0,69.0,29.0,49.0,75.0,,0,0,0,0.363636363636364,0.420289855072464,,0.0,18258475.079834,20901.7961811701
2106,260810101021,26.0,9.0,,6.0,17.0,8.0,11.0,15.0,,0,0,0,,0.470588235294118,,0.0,191438822.331055,74835.4376141005
2107,260810143001,138.0,65.0,25.0,40.0,73.0,30.0,55.0,83.0,6.0,0,0,0,0.384615384615385,0.410958904109589,0.0434782608695652,0.0,18423097.6933594,20575.8749094854
2108,260810139004,27.0,16.0,6.0,10.0,11.0,,11.0,16.0,,0,0,0,0.375,,,0.0,6043434.33789063,14208.3933176495
2109,260810101011,96.0,43.0,12.0,31.0,53.0,18.0,30.0,66.0,6.0,0,0,0,0.27906976744186,0.339622641509434,0.0625,0.0,376284369.598145,87908.507365651
2110,260810145012,75.0,31.0,9.0,22.0,44.0,17.0,26.0,49.0,,0,0,0,0.290322580645161,0.386363636363636,,0.0,5353813.32421875,11132.1338690666
2111,260810145013,21.0,11.0,,7.0,10.0,,8.0,13.0,,0,0,0,,,,0.0,8873247.87402344,14767.9757937267
2112,260450203021,11.0,6.0,,,,,,7.0,,0,0,0,,,,0.0,62710849.7670898,38363.7848026604
2113,260270021002,46.0,20.0,7.0,13.0,26.0,10.0,17.0,29.0,,0,0,0,0.35,0.384615384615385,,0.0,786933796.468018,126317.962160782
2114,260270022005,32.0,11.0,,8.0,21.0,9.0,12.0,20.0,,0,0,0,,0.428571428571429,,0.0,320657250.889771,117230.819094416
2115,260270022004,26.0,9.0,,,17.0,,9.0,17.0,,0,0,0,,,,0.0,378738844.861938,139761.264856312
2116,260270022003,23.0,8.0,,6.0,15.0,6.0,8.0,15.0,,0,0,0,,0.4,,0.0,316081082.725708,102191.872081231
2117,260270015003,27.0,12.0,,8.0,15.0,6.0,10.0,17.0,,0,0,0,,0.4,,0.0,160344125.299316,67869.5156743731
2118,260270015001,17.0,,,,13.0,,6.0,11.0,,0,0,0,,,,0.0,21167930.0810547,22070.5232977974
2119,260270015002,34.0,11.0,,8.0,23.0,10.0,13.0,21.0,,0,0,0,,0.434782608695652,,0.0,15000422.8609619,25778.0031273425
2120,261476420005,50.0,23.0,9.0,14.0,27.0,12.0,21.0,29.0,,0,0,0,0.391304347826087,0.444444444444444,,0.0,24579901.7446289,20418.1355674102
2121,261476402002,20.0,,,,16.0,7.0,8.0,12.0,,0,0,0,,0.4375,,0.0,291495242.606445,89207.3236817788
2122,261476551002,23.0,8.0,,,15.0,,6.0,17.0,,0,0,0,,,,0.0,1005246646.70654,126845.784929669
2123,261476551003,78.0,40.0,13.0,27.0,38.0,16.0,29.0,49.0,,0,0,0,0.325,0.421052631578947,,0.0,119751259.49707,53784.5176303901
2124,261476551001,56.0,23.0,7.0,16.0,33.0,13.0,20.0,36.0,,0,0,0,0.304347826086957,0.393939393939394,,0.0,862573812.795898,179673.223902212
2125,261476556001,14.0,8.0,,6.0,6.0,,,11.0,,0,0,0,,,,0.0,438476996.976074,84823.8657184904
2126,260992517001,24.0,13.0,,9.0,11.0,,8.0,16.0,,0,0,0,,,,0.0,16449162.6914063,24469.8163286531
2127,260992420002,63.0,33.0,13.0,20.0,30.0,12.0,25.0,38.0,6.0,0,0,0,0.393939393939394,0.4,0.0952380952380952,0.0,29773257.5991211,21836.04621943
2128,260992420001,18.0,10.0,,6.0,8.0,,7.0,11.0,,0,0,0,,,,0.0,9558707.17041016,14572.4550194095
2129,260992120002,42.0,23.0,7.0,16.0,19.0,7.0,14.0,28.0,,0,0,0,0.304347826086957,0.368421052631579,,0.0,497649137.077148,110210.853867373
2130,260992120001,19.0,6.0,,,13.0,,6.0,13.0,,0,0,0,,,,0.0,514821977.199219,95558.4897198642
2131,260992245002,41.0,14.0,,9.0,27.0,12.0,17.0,24.0,,0,0,0,,0.444444444444444,,0.0,14096964.5043945,17320.027904639
2132,260992120003,11.0,,,,8.0,,,7.0,,0,0,0,,,,0.0,5919299.69384766,18154.7929135753
2133,260992140001,9.0,,,,,,,7.0,,0,0,0,,,,0.0,296321813.982422,79694.2522445127
2134,260992261002,20.0,9.0,,7.0,11.0,,,15.0,,0,0,0,,,,0.0,59842439.3818359,35236.9933374767
2135,260992067002,49.0,26.0,10.0,16.0,23.0,7.0,17.0,32.0,,0,0,0,0.384615384615385,0.304347826086957,,0.0,38630158.0136719,35501.9756058159
2136,260992243001,31.0,11.0,,7.0,20.0,9.0,13.0,18.0,,0,0,0,,0.45,,0.0,14238514.9272461,16014.0958488555
2137,260992243002,35.0,17.0,6.0,11.0,18.0,7.0,13.0,22.0,,0,0,0,0.352941176470588,0.388888888888889,,0.0,10979901.1313477,15431.1424962649
2138,260992559003,29.0,15.0,,10.0,14.0,7.0,12.0,17.0,,0,0,0,,0.5,,0.0,3632564.21435547,11643.6789492289
2139,260992559002,21.0,9.0,,7.0,12.0,6.0,8.0,13.0,,0,0,0,,0.5,,0.0,3050701.64794922,10321.9164600473
2140,260992559001,27.0,14.0,,10.0,13.0,6.0,10.0,17.0,,0,0,0,,0.461538461538462,,0.0,1873398.27539063,5784.61463726917
2141,260992560002,43.0,22.0,8.0,14.0,21.0,8.0,16.0,27.0,,0,0,0,0.363636363636364,0.380952380952381,,0.0,10044492.5615234,15594.3881130097
2142,260992560001,22.0,12.0,,8.0,10.0,,9.0,13.0,,0,0,0,,,,0.0,5108464.10205078,14931.5200674339
2143,260992561001,31.0,17.0,7.0,10.0,14.0,6.0,13.0,18.0,,0,0,0,0.411764705882353,0.428571428571429,,0.0,3646474.39160156,8523.95369610171
2144,260992561004,43.0,21.0,7.0,14.0,22.0,10.0,17.0,26.0,,0,0,0,0.333333333333333,0.454545454545455,,0.0,2565438.62792969,7194.22269016176
2145,260992561003,26.0,12.0,,7.0,14.0,6.0,11.0,15.0,,0,0,0,,0.428571428571429,,0.0,2358636.68261719,9630.13737791144
2146,260992564002,28.0,17.0,6.0,11.0,11.0,,10.0,18.0,,0,0,0,0.352941176470588,,,0.0,4130940.98486328,9259.57042128162
2147,260992565001,32.0,18.0,7.0,11.0,14.0,6.0,13.0,19.0,,0,0,0,0.388888888888889,0.428571428571429,,0.0,3160694.33837891,7408.5847939064
2148,260992565002,25.0,11.0,,7.0,14.0,7.0,11.0,14.0,,0,0,0,,0.5,,0.0,3076376.27783203,7272.55960763541
2149,260992566004,19.0,8.0,,6.0,11.0,,7.0,12.0,,0,0,0,,,,0.0,4420722.75537109,10247.8625995826
2150,260992566003,53.0,24.0,9.0,15.0,29.0,13.0,22.0,31.0,,0,0,0,0.375,0.448275862068966,,0.0,4573678.14453125,9469.64618278852
2151,260992566002,27.0,11.0,,7.0,16.0,7.0,11.0,16.0,,0,0,0,,0.4375,,0.0,2410593.63037109,6253.93103218891
2152,260992566001,15.0,,,,11.0,,6.0,9.0,,0,0,0,,,,0.0,2660348.09228516,7377.00466850112
2153,260992567001,41.0,16.0,,11.0,25.0,11.0,16.0,25.0,,0,0,0,,0.44,,0.0,6315722.47802734,12119.6009732006
2154,260992610003,24.0,10.0,,6.0,14.0,6.0,10.0,14.0,,0,0,0,,0.428571428571429,,0.0,3477942.62939453,8420.26224841501
2155,260992611001,16.0,,,,11.0,,6.0,10.0,,0,0,0,,,,0.0,11042917.4785156,13640.1801676834
2156,260992611002,15.0,6.0,,,9.0,,,10.0,,0,0,0,,,,0.0,4217472.18017578,9418.45752064785
2157,260992611003,56.0,31.0,11.0,20.0,25.0,9.0,20.0,36.0,12.0,0,0,0,0.354838709677419,0.36,0.214285714285714,0.0,15126199.7260742,16316.0765887702
2158,260992612002,41.0,20.0,9.0,11.0,21.0,8.0,17.0,24.0,,0,0,0,0.45,0.380952380952381,,0.0,8040328.02880859,11452.9032608084
2159,260992612001,33.0,16.0,6.0,10.0,17.0,7.0,13.0,20.0,,0,0,0,0.375,0.411764705882353,,0.0,5502300.40771484,9495.39729988092
2160,260992681002,59.0,28.0,8.0,20.0,31.0,14.0,22.0,37.0,,0,0,0,0.285714285714286,0.451612903225806,,0.0,3962260.65966797,8695.36571105395
2161,260992681003,17.0,9.0,,6.0,8.0,,6.0,11.0,,0,0,0,,,,0.0,7050539.35351563,11709.8190600258
2162,260992145001,,,,,,,,,,0,0,0,,,,,213946623.51123,61462.7729903592
2163,260992681001,25.0,11.0,,8.0,14.0,6.0,9.0,16.0,,0,0,0,,0.428571428571429,,0.0,13527501.5541992,15960.6585504902
2164,260992421001,22.0,13.0,,8.0,9.0,,9.0,13.0,,0,0,0,,,,0.0,5097463.76708984,9791.2799676706
2165,260999901000,,,,,,,,,,0,0,0,,,,,1950489693.37402,239856.025898531
2166,260992567002,19.0,7.0,,,12.0,,8.0,11.0,,0,0,0,,,,0.0,2121534.82373047,5934.67646396461
2167,260992568001,26.0,16.0,,11.0,10.0,,10.0,16.0,,0,0,0,,,,0.0,2403485.94580078,7395.07140817416
2168,260992500003,17.0,9.0,,6.0,8.0,,6.0,11.0,,0,0,0,,,,0.0,2908918.18505859,8040.78289754118
2169,260992500002,14.0,7.0,,,7.0,,,9.0,,0,0,0,,,,0.0,3996138.70263672,9696.4691786621
2170,260992501003,15.0,8.0,,,7.0,,,10.0,,0,0,0,,,,0.0,3315752.1171875,7781.94136567372
2171,260992501002,18.0,10.0,,7.0,8.0,,7.0,11.0,,0,0,0,,,,0.0,4277188.4609375,10458.9857454018
2172,260992502003,27.0,15.0,,10.0,12.0,,9.0,18.0,,0,0,0,,,,0.0,4555563.296875,13348.101661497
2173,260992502002,23.0,9.0,,6.0,14.0,6.0,9.0,14.0,,0,0,0,,0.428571428571429,,0.0,4765916.71826172,11201.0192828724
2174,260992503002,14.0,7.0,,,7.0,,,10.0,,0,0,0,,,,0.0,3947594.00537109,12585.0233768955
2175,260992503003,9.0,,,,,,,6.0,,0,0,0,,,,0.0,11497364.1948242,19727.6936295446
2176,260992542004,28.0,13.0,,8.0,15.0,6.0,11.0,17.0,,0,0,0,,0.4,,0.0,4567314.08740234,8950.32351234553
2177,260992542005,17.0,8.0,,6.0,9.0,,6.0,11.0,,0,0,0,,,,0.0,8129861.49755859,11625.4156156913
2178,260992221021,39.0,17.0,,13.0,22.0,7.0,11.0,28.0,,0,0,0,,0.318181818181818,,0.0,41813300.7270508,26939.406638116
2179,260992545004,22.0,13.0,6.0,7.0,9.0,,10.0,12.0,,0,0,0,0.461538461538462,,,0.0,18260314.5600586,19452.8703716077
2180,260992545003,24.0,11.0,,8.0,13.0,,8.0,16.0,,0,0,0,,,,0.0,3508092.13671875,8411.19731586444
2181,260992240002,51.0,20.0,7.0,13.0,31.0,13.0,20.0,31.0,,0,0,0,0.35,0.419354838709677,,0.0,25253176.7871094,20109.5732337881
2182,260992307002,52.0,22.0,7.0,15.0,30.0,14.0,21.0,31.0,,0,0,0,0.318181818181818,0.466666666666667,,0.0,4935083.31591797,10356.8807963446
2183,260992307003,44.0,21.0,7.0,14.0,23.0,11.0,18.0,26.0,,0,0,0,0.333333333333333,0.478260869565217,,0.0,5350977.06396484,9791.11338166035
2184,260992308001,52.0,24.0,7.0,17.0,28.0,12.0,19.0,33.0,,0,0,0,0.291666666666667,0.428571428571429,,0.0,12177835.5639648,27277.6874814613
2185,260992308002,88.0,44.0,16.0,28.0,44.0,19.0,35.0,53.0,6.0,0,0,0,0.363636363636364,0.431818181818182,0.0681818181818182,0.0,3699430.60546875,11337.6464208299
2186,260992309002,75.0,41.0,15.0,26.0,34.0,14.0,29.0,46.0,10.0,0,0,0,0.365853658536585,0.411764705882353,0.133333333333333,0.0,11948755.9306641,18664.0702040225
2187,260992309005,42.0,23.0,8.0,15.0,19.0,7.0,15.0,27.0,,0,0,0,0.347826086956522,0.368421052631579,,0.0,3712887.99755859,10366.1274866698
2188,260992309004,19.0,7.0,,6.0,12.0,6.0,7.0,12.0,,0,0,0,,0.5,,0.0,3471051.59619141,9093.61780570899
2189,260992309003,57.0,25.0,8.0,17.0,32.0,13.0,21.0,36.0,,0,0,0,0.32,0.40625,,0.0,10733244.3540039,18598.7835076022
2190,261590114001,72.0,30.0,11.0,19.0,42.0,18.0,29.0,43.0,,0,0,0,0.366666666666667,0.428571428571429,,0.0,333831125.026367,104524.143455603
2191,261590114003,67.0,36.0,15.0,21.0,31.0,13.0,28.0,39.0,,0,0,0,0.416666666666667,0.419354838709677,,0.0,5869194.61889648,9728.76289658091
2192,260490108123,71.0,37.0,15.0,22.0,34.0,15.0,30.0,41.0,,0,0,0,0.405405405405405,0.441176470588235,,0.0,11237978.996582,19889.7933534667
2193,260490117142,17.0,10.0,,6.0,7.0,,7.0,10.0,,0,0,0,,,,0.0,57127509.8178711,40054.18591384
2194,260490133011,16.0,,,,12.0,,6.0,10.0,,0,0,0,,,,0.0,48760866.027832,29236.2985101479
2195,260490134013,7.0,,,,,,,6.0,,0,0,0,,,,0.0,138655874.694824,48958.3976321228
2196,260490101141,19.0,10.0,,6.0,9.0,,8.0,11.0,,0,0,0,,,,0.0,20933464.8618164,22210.0570628291
2197,260490125041,41.0,21.0,7.0,14.0,20.0,8.0,15.0,26.0,,0,0,0,0.333333333333333,0.4,,0.0,227690424.498535,61271.6953940457
2198,260490112132,26.0,7.0,,,19.0,8.0,10.0,16.0,,0,0,0,,0.421052631578947,,0.0,23011169.8330078,19446.7459530265
2199,260490125031,14.0,7.0,,,7.0,,,9.0,,0,0,0,,,,0.0,115929346.623535,49093.0539131976
2200,260490112133,25.0,15.0,6.0,9.0,10.0,,11.0,14.0,,0,0,0,0.4,,,0.0,36553718.9897461,24200.6380286851
2201,260490112114,27.0,14.0,,10.0,13.0,,9.0,18.0,,0,0,0,,,,0.0,72229413.7011719,41595.0319948542
2202,260490112113,16.0,7.0,,,9.0,,6.0,10.0,,0,0,0,,,,0.0,9226299.30126953,12095.6388151912
2203,260490112111,22.0,11.0,,7.0,11.0,,8.0,14.0,,0,0,0,,,,0.0,20546597.2060547,23859.1755676328
2204,260490117131,33.0,21.0,8.0,13.0,12.0,,13.0,20.0,,0,0,0,0.380952380952381,,,0.0,46325714.7270508,31564.5364546758
2205,260490117132,15.0,9.0,,6.0,6.0,,,10.0,,0,0,0,,,,0.0,17482116.7011719,26784.0024993265
2206,260490117102,37.0,11.0,,7.0,26.0,12.0,16.0,21.0,,0,0,0,,0.461538461538462,,0.0,13234676.3798828,16275.9865111231
2207,260490116011,15.0,7.0,,,8.0,,6.0,9.0,,0,0,0,,,,0.0,96000328.972168,46876.6775004394
2208,260670312004,45.0,24.0,9.0,15.0,21.0,8.0,17.0,28.0,,0,0,0,0.375,0.380952380952381,,0.0,1002873449.29785,126676.77349078
2209,260670316003,55.0,25.0,9.0,16.0,30.0,14.0,23.0,32.0,,0,0,0,0.36,0.466666666666667,,0.0,336562632.871582,82473.084861083
2210,260670319001,48.0,25.0,9.0,16.0,23.0,10.0,19.0,29.0,,0,0,0,0.36,0.434782608695652,,0.0,482254862.955566,106973.308877971
2211,260070001003,31.0,13.0,6.0,7.0,18.0,,11.0,20.0,,0,0,0,0.461538461538462,,,0.0,3068260025.49219,307533.154675569
2212,260070001002,39.0,13.0,,8.0,26.0,11.0,16.0,23.0,,0,0,0,,0.423076923076923,,0.0,1199997767.17871,211688.449951608
2213,260070001005,31.0,13.0,,11.0,18.0,7.0,9.0,22.0,,0,0,0,,0.388888888888889,,0.0,744090639.597656,132230.511052843
2214,260070002004,23.0,11.0,,8.0,12.0,,8.0,15.0,,0,0,0,,,,0.0,889874246.220703,142251.188412693
2215,260070002003,29.0,11.0,,9.0,18.0,6.0,8.0,21.0,,0,0,0,,0.333333333333333,,0.0,1074823118.59375,173957.569272438
2216,260070001001,14.0,13.0,6.0,7.0,,,6.0,8.0,,0,0,0,0.461538461538462,,,0.0,1937012025.63086,218147.826796495
2217,260070002001,20.0,7.0,,6.0,13.0,,6.0,14.0,,0,0,0,,,,0.0,1004374280.87891,216001.887702341
2218,260079900000,,,,,,,,,,0,0,0,,,,,29749071623.0908,925284.283057376
2219,260070004004,45.0,20.0,7.0,13.0,25.0,11.0,18.0,27.0,,0,0,0,0.35,0.44,,0.0,54865063.0517578,38458.8778139929
2220,260070004003,71.0,38.0,12.0,26.0,33.0,15.0,27.0,44.0,,0,0,0,0.315789473684211,0.454545454545455,,0.0,6734400.69433594,15121.6884614283
2221,260070004002,54.0,20.0,7.0,13.0,34.0,13.0,20.0,34.0,,0,0,0,0.35,0.382352941176471,,0.0,18616566.2910156,27332.911760242
2222,260070005002,43.0,20.0,8.0,12.0,23.0,8.0,16.0,27.0,,0,0,0,0.4,0.347826086956522,,0.0,4421021.54589844,9021.06971343802
2223,260070005001,37.0,16.0,6.0,10.0,21.0,8.0,14.0,23.0,,0,0,0,0.375,0.380952380952381,,0.0,18256877.0546875,24797.1687107251
2224,261210040001,59.0,28.0,9.0,19.0,31.0,12.0,21.0,38.0,,0,0,0,0.321428571428571,0.387096774193548,,0.0,1016158790.18604,148876.010250966
2225,261450118002,27.0,14.0,,9.0,13.0,6.0,11.0,16.0,,0,0,0,,0.461538461538462,,0.0,568979004.34375,105945.13471115
2226,261450122001,47.0,14.0,,10.0,33.0,13.0,17.0,30.0,,0,0,0,,0.393939393939394,,0.0,703038440.90625,108859.322044431
2227,261450102001,11.0,9.0,,7.0,,,,8.0,,0,0,0,,,,0.0,349152700.154297,81559.1638367556
2228,261450102002,35.0,13.0,6.0,7.0,22.0,11.0,17.0,18.0,,0,0,0,0.461538461538462,0.5,,0.0,174948345.822266,62012.853801524
2229,261450129004,21.0,7.0,,7.0,14.0,6.0,6.0,15.0,,0,0,0,,0.428571428571429,,0.0,591913802.60498,106628.060017112
2230,261450125001,34.0,13.0,,10.0,21.0,7.0,10.0,24.0,,0,0,0,,0.333333333333333,,0.0,687494831.749023,106991.48629023
2231,261450121001,33.0,12.0,,7.0,21.0,9.0,14.0,19.0,,0,0,0,,0.428571428571429,,0.0,757252525.625977,128950.690731225
2232,261450121003,15.0,6.0,,,9.0,,,11.0,,0,0,0,,,,0.0,193219811.907227,68258.5860241084
2233,261450121002,32.0,14.0,,10.0,18.0,8.0,12.0,20.0,,0,0,0,,0.444444444444444,,0.0,82849149.3535156,36799.3314605224
2234,261251453002,40.0,20.0,7.0,13.0,20.0,8.0,15.0,25.0,,0,0,0,0.35,0.4,,0.0,14102617.4599609,19042.5295033762
2235,261251453003,52.0,25.0,10.0,15.0,27.0,12.0,22.0,30.0,,0,0,0,0.4,0.444444444444444,,0.0,5245774.85302734,10708.3494437224
2236,261251453004,21.0,11.0,,8.0,10.0,,7.0,14.0,,0,0,0,,,,0.0,6268777.96923828,11309.2919037176
2237,261251454004,31.0,10.0,,7.0,21.0,10.0,13.0,18.0,,0,0,0,,0.476190476190476,,0.0,6188062.41943359,12759.2186678926
2238,261251454001,51.0,24.0,9.0,15.0,27.0,13.0,22.0,29.0,,0,0,0,0.375,0.481481481481481,,0.0,4132865.80761719,8815.13888661713
2239,261251561001,30.0,9.0,,7.0,21.0,8.0,10.0,20.0,,0,0,0,,0.380952380952381,,0.0,28520498.4301758,23802.0810993806
2240,261210008003,70.0,36.0,12.0,24.0,34.0,15.0,27.0,43.0,6.0,0,0,0,0.333333333333333,0.441176470588235,0.0857142857142857,0.0,3849227.78857422,9293.684519531
2241,261210008002,72.0,38.0,16.0,22.0,34.0,16.0,32.0,40.0,6.0,0,0,0,0.421052631578947,0.470588235294118,0.0833333333333333,0.0,4424064.0703125,10623.6699973832
2242,261210008004,55.0,29.0,12.0,17.0,26.0,11.0,23.0,32.0,,0,0,0,0.413793103448276,0.423076923076923,,0.0,2859619.00292969,7800.68157138498
2243,261210009002,39.0,25.0,10.0,15.0,14.0,,14.0,25.0,,0,0,0,0.4,,,0.0,6774250.98535156,13342.9862551476
2244,261210009004,31.0,13.0,,8.0,18.0,7.0,12.0,19.0,,0,0,0,,0.388888888888889,,0.0,3666334.16845703,8173.07970799755
2245,261210009003,39.0,16.0,6.0,10.0,23.0,10.0,16.0,23.0,,0,0,0,0.375,0.434782608695652,,0.0,14269101.065918,20298.0768493354
2246,261210010001,11.0,7.0,,,,,,8.0,,0,0,0,,,,0.0,169943299.825684,58251.0969487908
2247,261210012003,94.0,48.0,20.0,28.0,46.0,19.0,39.0,55.0,,0,0,0,0.416666666666667,0.41304347826087,,0.0,9872687.98779297,14242.3693820908
2248,261210021002,56.0,29.0,12.0,17.0,27.0,10.0,22.0,34.0,,0,0,0,0.413793103448276,0.37037037037037,,0.0,14834451.0634766,18960.3390765952
2249,261210021001,79.0,40.0,16.0,24.0,39.0,18.0,34.0,45.0,,0,0,0,0.4,0.461538461538462,,0.0,10285337.1767578,15389.6536408533
2250,261339706001,67.0,38.0,17.0,21.0,29.0,13.0,30.0,37.0,,0,0,0,0.447368421052632,0.448275862068966,,0.0,45556608.6611328,29299.620079845
2251,261339706002,57.0,26.0,10.0,16.0,31.0,14.0,24.0,33.0,,0,0,0,0.384615384615385,0.451612903225806,,0.0,12623722.5244141,14713.7646555271
2252,261339703002,34.0,17.0,6.0,11.0,17.0,7.0,13.0,21.0,,0,0,0,0.352941176470588,0.411764705882353,,0.0,337947108.967773,87952.6757476494
2253,261339703001,27.0,15.0,6.0,9.0,12.0,,11.0,16.0,,0,0,0,0.4,,,0.0,782847068.581055,141219.882215606
