Reference_Id,Account,Agency_Application,Relief_Program,Application_Date,Relief_Amount,Household_Income,Household_Size,Financial_Hardship,Job_Loss,Reduced_Hours,Account_Type,Zip,Country,State,Location,Council_District,ObjectId
KW99-N4ZM-2XQV,2953610000.0,False,MCR,2021/10/01 00:00:00+00,1000.0,0.0,7.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1
3ZMZ-ZVVW-KNM6,6478537819.0,True,MCR,2021/10/04 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,2
LLLW-MM34-4PJY,5797827392.0,False,MCR,2021/10/05 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3
RP9V-L9NN-MZQ2,7670868189.0,False,MCR,2021/10/05 00:00:00+00,1000.0,0.0,7.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,4
PWR4-23Y2-KRNT,4572810000.0,True,MCR,2021/10/05 00:00:00+00,1000.0,0.0,7.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,5
VRYY-YV2Q-NHRN,4089200000.0,True,MCR,2021/10/07 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,6
Z32R-2R3P-LVLZ,5355820000.0,False,MCR,2021/10/08 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,7
2N3K-YLLR-3WQR,5408748349.0,True,MCR,2021/10/14 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,8
PW99-QQWL-C2L9,4744373011.0,False,MCR,2021/10/15 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,9
RQKL-VPKY-WHCZ,2664500000.0,False,MCR,2021/10/18 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,10
QLNV-PK4L-X62X,176200000.0,True,MCR,2021/10/19 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,11
RQQ9-3Z2Q-PPG3,4898969874.0,False,MCR,2021/10/19 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,12
WVKQ-ZV2Y-3YNZ,4520900000.0,False,MCR,2021/10/25 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,13
PW4M-3Z99-9X3R,8918710000.0,True,MCR,2021/10/26 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,14
MQ3V-N4PL-FWVZ,8319447193.0,True,MCR,2021/10/28 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,15
MM4L-PQK4-PJXV,2668993311.0,False,MCR,2021/10/28 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,16
N49N-RQLL-XJJR,5203739283.0,False,MCR,2021/10/31 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,17
ZV2N-K3Z4-JF3V,3957045418.0,False,MCR,2021/11/03 00:00:00+00,1000.0,0.0,8.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,18
YVMM-9MQ4-M6R3,5519710000.0,True,MCR,2021/10/05 00:00:00+00,499.41,0.0,3.0,True,False,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,19
ZQNM-4ZK9-CYKZ,7754038736.0,False,MCR,2021/11/03 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,20
VYM4-RP2L-PKQG,8374509597.0,True,MCR,2021/11/04 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,21
4PM3-4ZW3-FV3N,6003598970.0,True,MCR,2021/11/08 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,22
9MLM-VY9R-932L,2765644542.0,True,MCR,2021/10/05 00:00:00+00,675.41,0.0,2.0,True,False,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,23
NZ49-VY4W-2X3K,2765239034.0,True,MCR,2021/10/08 00:00:00+00,642.29,0.0,3.0,True,False,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,24
YPZP-RQKK-L4HR,9508173998.0,False,MCR,2021/11/09 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,25
MQKR-L99M-LPGF,8912340000.0,True,MCR,2021/11/16 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",13.0,26
92VM-WLZN-XXHN,8162547544.0,True,MCR,2021/10/08 00:00:00+00,96.99,0.0,5.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,27
QLQ4-PKNL-PZYY,6912510000.0,False,MCR,2021/11/19 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,28
Z34K-YPVQ-WJ4L,1453100000.0,True,MCR,2021/11/23 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,29
VYPV-4ZW2-N646,6507296279.0,True,MCR,2021/10/08 00:00:00+00,296.23,0.0,3.0,True,False,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,30
MQMQ-WLZM-QWGC,7332930000.0,True,MCR,2021/12/15 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",11.0,31
4ZZW-YV9Z-J333,4043820000.0,False,MCR,2021/10/11 00:00:00+00,126.58,0.0,4.0,True,False,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,32
YLL2-NW2V-3YGR,5299975784.0,False,MCR,2021/12/22 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,33
3Z9R-32QQ-6J6G,3391810000.0,False,MCR,2021/10/12 00:00:00+00,540.01,0.0,3.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,34
KVRR-KVRP-W92L,1365529203.0,False,MCR,2021/12/28 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,35
RPWK-NWVN-3FRK,5389715630.0,False,MCR,2021/10/13 00:00:00+00,184.35,0.0,2.0,True,False,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,36
VPR4-4PR3-YXRC,8875976450.0,True,MCR,2022/01/10 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,37
4PQP-PKKP-9QHY,2483720000.0,False,MCR,2021/10/15 00:00:00+00,133.61,0.0,4.0,True,False,True,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,38
23WM-YLR9-LQPK,9661420000.0,False,MCR,2022/01/14 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40207.0,USA,Kentucky,"40207, Kentucky, USA",9.0,39
M4RW-4QZ2-NYRT,4125410000.0,True,MCR,2021/10/15 00:00:00+00,187.02,0.0,1.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,40
32W3-RP32-YQGT,7954892675.0,False,MCR,2022/01/27 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,41
RPKQ-RK3N-VCFV,9413350803.0,False,MCR,2021/10/22 00:00:00+00,849.95,0.0,1.0,True,False,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,42
VRPR-NWZQ-6NFC,3255400000.0,True,MCR,2022/01/28 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,43
NW24-M4N3-26X9,5903530000.0,True,MCR,2021/10/27 00:00:00+00,349.05,0.0,2.0,True,False,False,residential,40241.0,USA,Kentucky,"40241, Kentucky, USA",16.0,44
QK49-NWM2-GLFC,3977461379.0,True,MCR,2022/02/14 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,45
KVQ9-RK4R-JJNR,8962282593.0,False,MCR,2021/08/23 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",4.0,46
QLM4-PKPW-ZF4R,879640000.0,True,MCR,2021/08/23 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,47
NWYQ-23N3-HKTP,9022329210.0,False,MCR,2021/08/29 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,,USA,Kentucky,", Kentucky, USA",,48
PWPZ-QLW4-JQ33,4459040000.0,False,MCR,2021/09/02 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,49
YVLY-9ZMN-GGTQ,1207020000.0,True,MCR,2021/09/03 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",1.0,50
RKPV-2NRW-9QRC,7549010000.0,False,MCR,2021/09/09 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,51
RKR3-3QKV-9YPC,1378510000.0,False,MCR,2021/09/11 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,52
WYRL-VPWW-CZ3Z,2170120000.0,True,MCR,2021/09/11 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40204.0,USA,Kentucky,"40204, Kentucky, USA",4.0,53
NW44-92ZV-6F2R,2397470394.0,False,MCR,2021/09/25 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40209.0,USA,Kentucky,"40209, Kentucky, USA",21.0,54
LLL4-WVR2-4HP6,5254688712.0,False,MCR,2021/09/27 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,55
QLVP-QL9K-QTVT,383690115.0,False,MCR,2021/09/29 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,56
9MZZ-QKNQ-P4WX,2488600000.0,True,MCR,2021/10/01 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,57
N4PL-9MMY-6G6Q,2280449393.0,True,MCR,2021/10/04 00:00:00+00,1000.0,0.0,8.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,58
MQ3M-K3MZ-9C3C,5902994067.0,False,MCR,2021/10/12 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,59
ZVMN-NW2Z-P9HV,72800000.0,True,MCR,2021/10/20 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,60
YPPM-4ZNW-JPVL,6372356210.0,True,MCR,2021/11/02 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,61
L92P-VPRZ-WNKG,3404720000.0,False,MCR,2021/08/23 00:00:00+00,1000.0,0.0,2.0,True,True,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",2.0,62
MMY3-3Q9P-GT63,5204200000.0,True,MCR,2021/10/29 00:00:00+00,327.81,0.0,3.0,True,False,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,63
K3LK-4PRW-YMHH,4522523344.0,False,MCR,2021/10/29 00:00:00+00,139.62,0.0,1.0,True,False,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,64
YPR3-ZVML-TLRV,837100000.0,False,MCR,2021/11/14 00:00:00+00,104.49,0.0,4.0,True,False,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,65
MMZZ-4QQQ-GLR9,8913954029.0,False,MCR,2021/11/15 00:00:00+00,387.19,0.0,3.0,True,False,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,66
YVYQ-YP9Q-G2XY,5707269773.0,False,MCR,2021/11/18 00:00:00+00,519.75,0.0,1.0,True,False,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,67
VPPP-RKKP-LCY9,9279554429.0,False,MCR,2021/12/01 00:00:00+00,303.53,0.0,5.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,68
4ZZN-KV2L-CYCR,6101530000.0,False,MCR,2021/12/08 00:00:00+00,361.12,0.0,3.0,True,False,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,69
VPWV-QK29-TQPL,5045810000.0,True,MCR,2021/12/14 00:00:00+00,119.51,0.0,1.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,70
QLK2-92RZ-3FJY,4597283143.0,True,MCR,2021/12/14 00:00:00+00,361.27,0.0,2.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,71
YPQY-3Z3K-V34C,9999530000.0,False,MCR,2021/12/15 00:00:00+00,216.74,0.0,2.0,True,False,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,72
YVPV-4PL3-VJV4,4886020000.0,True,MCR,2021/12/17 00:00:00+00,392.89,0.0,1.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,73
NWQK-RPM2-PVZ2,2812500000.0,True,MCR,2022/01/25 00:00:00+00,134.14,0.0,2.0,True,False,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,74
K3LM-LL2K-MWRC,2476386211.0,True,MCR,2022/02/08 00:00:00+00,271.59,0.0,1.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,75
3QZM-9ZZL-6GGN,6716340000.0,False,MCR,2021/08/25 00:00:00+00,249.23,0.0,4.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,76
K3VW-M4QQ-9QRC,6572966808.0,False,MCR,2021/08/26 00:00:00+00,371.96,0.0,3.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,77
NZLM-ZVQ2-N69N,3059320685.0,False,MCR,2021/08/26 00:00:00+00,139.03,0.0,3.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,78
K32L-N4YQ-6VYP,7913497021.0,True,MCR,2021/08/26 00:00:00+00,170.25,0.0,7.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,79
9M9Z-LLL2-CCV4,2015751414.0,False,MCR,2021/08/26 00:00:00+00,172.05,0.0,2.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,80
RKQP-K3KV-HFPZ,8396478999.0,False,MCR,2021/08/27 00:00:00+00,424.24,0.0,4.0,True,True,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",13.0,81
VY4Y-PWNP-H46Y,8302020000.0,False,MCR,2021/08/27 00:00:00+00,138.03,0.0,8.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,82
K3QR-K3QR-H4HM,9189024661.0,True,MCR,2021/08/27 00:00:00+00,542.14,0.0,3.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,83
KV9Z-3ZQ4-ZGJL,8550887557.0,False,MCR,2021/08/31 00:00:00+00,600.4,0.0,3.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,84
4ZVW-MQZV-9KZL,9591575262.0,False,MCR,2021/08/31 00:00:00+00,207.15,0.0,1.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,85
QKY9-3Z4W-P3M9,5122510000.0,False,MCR,2021/08/31 00:00:00+00,522.2,0.0,2.0,True,True,True,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",1.0,86
N4RQ-L9NM-3ZFH,2293240197.0,False,MCR,2021/09/01 00:00:00+00,214.11,0.0,1.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",26.0,87
ZV44-MQ9R-VKRJ,6086099630.0,True,MCR,2021/09/02 00:00:00+00,737.96,0.0,1.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,88
RKW9-PWVK-6WPY,139384561.0,False,MCR,2021/09/10 00:00:00+00,367.03,0.0,4.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,89
ZVQ2-N4PQ-MK6T,1505610000.0,True,MCR,2021/09/13 00:00:00+00,225.83,0.0,3.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,90
KW3V-N49Q-PNVH,5467900000.0,False,MCR,2021/09/23 00:00:00+00,760.19,0.0,2.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,91
YLVV-VPM4-MGKN,7731710000.0,False,MCR,2021/09/27 00:00:00+00,255.86,0.0,1.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,92
3Z2M-RKWQ-H2VC,4364810000.0,True,MCR,2021/09/27 00:00:00+00,466.49,0.0,1.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,93
Z3YR-WV3N-H3LY,8894820312.0,True,MCR,2021/09/29 00:00:00+00,62.75,0.0,1.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,94
ZV33-ZQQK-PKZ6,7002142160.0,True,MCR,2021/10/02 00:00:00+00,516.78,0.0,2.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,95
QLZ9-MQZZ-YWM3,8536810000.0,False,MCR,2021/10/14 00:00:00+00,837.92,0.0,2.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,96
PW9R-K3M3-JVHY,6123720000.0,False,MCR,2021/10/21 00:00:00+00,758.86,0.0,2.0,True,True,True,residential,40206.0,USA,Kentucky,"40206, Kentucky, USA",4.0,97
QKQR-WLZN-NZVR,1498817545.0,True,MCR,2021/11/02 00:00:00+00,830.02,0.0,2.0,True,True,True,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",4.0,98
NWR9-YVVK-9G2J,6808074876.0,True,MCR,2021/11/10 00:00:00+00,438.23,0.0,3.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,99
YPQL-WVZ2-C36N,9394547140.0,False,MCR,2021/12/03 00:00:00+00,508.0,0.0,1.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,100
YPPM-2RNR-YPPH,5271110000.0,True,MCR,2021/08/23 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,101
PKPK-NZNV-26WF,4343946522.0,False,MCR,2021/08/23 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",23.0,102
NWW4-QKY4-4NX3,9153164994.0,True,MCR,2021/08/24 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",13.0,103
YPYN-LLQP-CK2L,2569661057.0,True,MCR,2021/08/25 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,104
WYMV-RKVZ-NCPJ,8636020000.0,False,MCR,2021/08/25 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,105
LZ3Y-KW9Q-Z33W,4583915962.0,False,MCR,2021/08/25 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,106
RP93-N4VN-TLY3,5777926320.0,False,MCR,2021/08/25 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",5.0,107
RKPN-3ZQQ-PPFM,9252538565.0,True,MCR,2021/08/25 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,108
KV4R-PQKZ-VXFQ,4331300000.0,False,MCR,2021/08/25 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,109
N4MN-VPWZ-TJKH,2935829615.0,False,MCR,2021/08/26 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,110
RKML-VPK3-63ZG,3710820000.0,False,MCR,2021/08/26 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,111
MQY3-WV2P-P6KX,8827390506.0,False,MCR,2021/08/26 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",5.0,112
RP49-VP3P-WYJP,174097044.0,False,MCR,2021/08/26 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,113
YP9Z-WYV4-KVVV,940162334.0,False,MCR,2021/08/26 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,114
23M3-4ZQ9-RLXP,1877820000.0,True,MCR,2021/08/27 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,115
92VK-3QKZ-3FYL,1166030000.0,False,MCR,2021/08/30 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",2.0,116
9MR9-VYQR-2VQM,7118820000.0,False,MCR,2021/08/30 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,117
YPW4-QLYL-P69J,3968120000.0,False,MCR,2021/08/30 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,118
NW9N-QLN2-6643,7482678809.0,True,MCR,2021/08/30 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,119
WYQL-3QZY-RRGC,7507741871.0,False,MCR,2021/08/30 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,120
VPMR-QLRR-GVFL,6067720000.0,False,MCR,2021/08/31 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,121
WY4K-4P43-TQ9G,2885071268.0,False,MCR,2021/09/01 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,122
ZV4W-Z3QV-RTNH,64910000.0,False,MCR,2021/09/01 00:00:00+00,1000.0,0.0,2.0,True,True,False,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",4.0,123
3QN3-MM2N-MHQ3,3514942330.0,True,MCR,2021/09/02 00:00:00+00,1000.0,0.0,6.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,124
PQKY-ZV9Y-HP2Y,2640020000.0,False,MCR,2021/09/02 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40203.0,USA,Kentucky,"40203, Kentucky, USA",4.0,125
4PW3-QLLP-69WY,5071035103.0,True,MCR,2021/09/02 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",12.0,126
2NZ4-MMKR-9FJT,4321612633.0,True,MCR,2021/09/03 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,127
ZVPK-3ZP9-9RJN,4991610000.0,False,MCR,2021/09/03 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,128
LLQP-YPM3-KGZ3,8683410000.0,False,MCR,2021/09/04 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,129
NZNQ-L92Y-RMLZ,2192810000.0,False,MCR,2021/09/07 00:00:00+00,1000.0,0.0,7.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,130
2NZ3-L9KK-F64P,1223746492.0,True,MCR,2021/09/07 00:00:00+00,1000.0,0.0,1.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,131
RQV3-3QP3-N9RC,5650611070.0,False,MCR,2021/09/07 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,132
9Z3W-4PZ3-2ZGG,587775986.0,False,MCR,2021/09/10 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",13.0,133
4Z99-3ZKQ-JYMW,2958120000.0,False,MCR,2021/09/11 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,134
2NLZ-ZVWP-Y4JM,3425616183.0,True,MCR,2021/09/12 00:00:00+00,1000.0,0.0,7.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,135
YVMW-QQKY-J3C3,5114269349.0,True,MCR,2021/09/13 00:00:00+00,1000.0,0.0,4.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,136
VYRQ-PWNZ-6J42,3489642862.0,False,MCR,2021/09/13 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",26.0,137
RQP3-YVPK-TJCJ,2797872250.0,False,MCR,2021/09/14 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,138
MMNW-2NQQ-FFCH,3263810000.0,True,MCR,2021/09/16 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,139
MQ2P-WYYW-KQ3H,5131027430.0,False,MCR,2021/09/16 00:00:00+00,1000.0,0.0,3.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,140
WVWM-KVL2-NZ62,1847210000.0,False,MCR,2021/09/16 00:00:00+00,1000.0,0.0,5.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,141
