Reference_Id,Account,Agency_Application,Relief_Program,Application_Date,Relief_Amount,Household_Income,Household_Size,Financial_Hardship,Job_Loss,Reduced_Hours,Account_Type,Zip,Country,State,Location,Council_District,ObjectId
KVNP-RK9N-KTK6,1415310000.0,True,MCR,2021/10/05 00:00:00+00,536.4,2000.0,3.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,1225
4ZV2-YVKP-TWVP,6848510000.0,False,MCR,2021/08/25 00:00:00+00,615.63,1000.0,1.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,1226
YVMQ-KV44-T4HG,3493410000.0,False,MCR,2021/08/25 00:00:00+00,931.83,1000.0,1.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1227
L9ML-WYY2-23YC,1420120000.0,False,MCR,2021/08/25 00:00:00+00,49.88,1000.0,5.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",2.0,1228
92YW-MQZ2-JJJN,9131222873.0,False,MCR,2021/08/25 00:00:00+00,403.09,1000.0,4.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1229
KVKW-92Q3-FCCT,3879330000.0,True,MCR,2021/08/25 00:00:00+00,637.33,1000.0,1.0,True,True,True,residential,40207.0,USA,Kentucky,"40207, Kentucky, USA",16.0,1230
3ZPW-YLPN-QHMC,8507981128.0,False,MCR,2021/08/25 00:00:00+00,500.62,1000.0,1.0,True,False,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,1231
WVYY-LZZZ-HF6M,9447500000.0,False,MCR,2021/08/25 00:00:00+00,262.62,1000.0,6.0,True,True,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",21.0,1232
4Z99-RK92-NXGY,26000000.0,False,MCR,2021/08/25 00:00:00+00,960.08,1000.0,3.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,1233
RQQW-PWQW-RJPP,269029791.0,False,MCR,2021/08/25 00:00:00+00,280.17,1000.0,2.0,True,False,True,residential,40243.0,USA,Kentucky,"40243, Kentucky, USA",17.0,1234
RPZ4-9ZKQ-FPC6,4184681518.0,False,MCR,2021/08/25 00:00:00+00,921.25,1000.0,4.0,True,False,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,1235
KV3P-2N3K-KXHC,937032519.0,False,MCR,2021/08/25 00:00:00+00,781.53,1000.0,2.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1236
ZVYW-KV3Z-96XF,5647702842.0,False,MCR,2021/08/26 00:00:00+00,1000.0,1000.0,7.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,1237
QL24-9MMR-VGPJ,7751810000.0,True,MCR,2021/08/26 00:00:00+00,608.79,1000.0,3.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,1238
NWWR-PQKR-CRQ6,1556026015.0,False,MCR,2021/08/26 00:00:00+00,967.24,1000.0,5.0,True,False,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",21.0,1239
234Q-MM9Y-RK3C,9000884467.0,False,MCR,2021/08/26 00:00:00+00,328.24,1000.0,1.0,True,False,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,1240
QKL4-MMZ9-KF39,6035210000.0,True,MCR,2021/08/26 00:00:00+00,10.21,1000.0,1.0,True,False,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,1241
233Z-Z3VK-9GXH,3347180989.0,False,MCR,2021/08/26 00:00:00+00,37.64,1000.0,2.0,True,False,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,1242
PK9V-3ZML-LLFR,9159310000.0,True,MCR,2021/08/26 00:00:00+00,59.63,1000.0,3.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,1243
LZZW-32MW-RXC9,6905333021.0,True,MCR,2021/08/26 00:00:00+00,222.71,1000.0,3.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1244
4ZWK-KV34-ZRLR,1208530000.0,True,MCR,2021/08/26 00:00:00+00,39.43,1000.0,2.0,True,False,True,residential,40245.0,USA,Kentucky,"40245, Kentucky, USA",17.0,1245
KV9N-QLKY-3P3C,7160242379.0,True,MCR,2021/08/26 00:00:00+00,437.76,1000.0,3.0,True,False,False,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",8.0,1246
VYPN-L9QZ-CXM2,3980355313.0,True,MCR,2021/08/26 00:00:00+00,514.85,1000.0,3.0,True,False,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,1247
VRPY-MMV9-XXCF,6725810000.0,False,MCR,2021/08/26 00:00:00+00,94.67,1000.0,1.0,True,False,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1248
3QLW-ZVLR-YCJX,1683920000.0,False,MCR,2021/08/26 00:00:00+00,926.92,1000.0,5.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,1249
3QZY-M4N9-VXPW,9126697718.0,False,MCR,2021/08/26 00:00:00+00,395.65,1000.0,3.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,1250
PKY4-4PL9-VFNW,2036430000.0,True,MCR,2021/08/26 00:00:00+00,125.27,1000.0,2.0,True,True,False,residential,40241.0,USA,Kentucky,"40241, Kentucky, USA",16.0,1251
YVK9-VY49-KTMR,7848000000.0,False,MCR,2021/08/26 00:00:00+00,817.76,1000.0,2.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,1252
N42V-9MZL-3KLM,985109282.0,True,MCR,2021/09/02 00:00:00+00,1000.0,2000.0,3.0,True,False,True,residential,40206.0,USA,Kentucky,"40206, Kentucky, USA",4.0,1253
92NW-RPRQ-3H4L,5568628085.0,True,MCR,2021/08/26 00:00:00+00,888.56,1000.0,1.0,True,False,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,1254
QLM2-2NQN-2VHG,351040000.0,False,MCR,2021/08/26 00:00:00+00,530.74,1000.0,7.0,True,False,True,residential,40291.0,USA,Kentucky,"40291, Kentucky, USA",24.0,1255
4QQ4-23VY-N2FZ,3929555533.0,False,MCR,2021/08/26 00:00:00+00,40.39,1000.0,3.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",1.0,1256
LLW3-MMQL-2RKZ,6427667195.0,True,MCR,2021/08/26 00:00:00+00,392.37,1000.0,5.0,True,False,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1257
NWP4-2NQ3-TZYG,5601561006.0,False,MCR,2021/08/27 00:00:00+00,272.04,1000.0,3.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,1258
WV2Q-YVK9-Z6ZF,5492935934.0,False,MCR,2021/08/27 00:00:00+00,1000.0,1000.0,4.0,True,False,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,1259
2NN9-RK93-6MZZ,1084410000.0,False,MCR,2021/08/27 00:00:00+00,300.0,1000.0,1.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1260
WY3M-Z34R-XQCN,9617333552.0,True,MCR,2021/08/27 00:00:00+00,901.76,1000.0,2.0,True,False,False,residential,40291.0,USA,Kentucky,"40291, Kentucky, USA",24.0,1261
4Z9K-PK92-WMM9,3116732445.0,True,MCR,2021/08/27 00:00:00+00,318.01,1000.0,3.0,True,False,True,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,1262
VR23-23P9-V3WN,1617610000.0,False,MCR,2021/08/27 00:00:00+00,506.82,1000.0,1.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1263
322P-2R24-2C6N,8324510000.0,False,MCR,2021/08/27 00:00:00+00,146.07,1000.0,2.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1264
9M92-N4VW-4FCJ,9834020000.0,True,MCR,2021/08/27 00:00:00+00,64.03,1000.0,2.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1265
N4W3-MMZK-ZZ62,2152320000.0,True,MCR,2021/08/27 00:00:00+00,156.52,1000.0,2.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1266
K34Y-WY9Z-WTPQ,5686120000.0,True,MCR,2021/08/27 00:00:00+00,302.09,1000.0,4.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,1267
234P-VYMM-9P99,9620910000.0,False,MCR,2021/08/27 00:00:00+00,243.68,1000.0,2.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,1268
4PVK-9MRP-YNZ4,9867220000.0,True,MCR,2021/08/27 00:00:00+00,285.48,1000.0,1.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1269
4PN3-YVPZ-X3NQ,1010438784.0,False,MCR,2021/08/28 00:00:00+00,159.03,1000.0,3.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1270
K3P2-KW9M-RHWL,3755610000.0,False,MCR,2021/08/28 00:00:00+00,273.55,1000.0,3.0,True,False,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1271
YLRZ-LZLK-JWZ2,6466403363.0,False,MCR,2021/08/29 00:00:00+00,454.51,1000.0,1.0,True,False,True,residential,40245.0,USA,Kentucky,"40245, Kentucky, USA",17.0,1272
Z3ZY-YPYN-XHPH,637400000.0,False,MCR,2021/08/29 00:00:00+00,287.67,1000.0,1.0,True,False,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,1273
YPQW-32YK-XCLM,4749854822.0,False,MCR,2021/08/29 00:00:00+00,553.48,1000.0,3.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1274
M44M-PWRY-NJW4,6673100000.0,False,MCR,2021/10/06 00:00:00+00,344.28,2000.0,2.0,True,True,False,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,1275
4ZMM-MM39-MR2N,8199640000.0,True,MCR,2021/11/30 00:00:00+00,266.36,2000.0,7.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",12.0,1276
23VL-QKMQ-X9YX,2087368254.0,True,MCR,2021/11/01 00:00:00+00,379.53,2000.0,4.0,True,False,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,1277
92ZK-WVQQ-K9RV,667389201.0,False,MCR,2021/09/16 00:00:00+00,93.84,2000.0,5.0,True,True,True,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",23.0,1278
VPQM-WYKN-29RZ,6266340000.0,True,MCR,2021/10/22 00:00:00+00,167.05,2000.0,5.0,True,True,False,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",2.0,1279
N4WM-YVKK-Q9VV,7355755556.0,False,MCR,2021/09/16 00:00:00+00,229.44,2000.0,7.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1280
MMMY-PWV2-PNQF,1170218046.0,False,MCR,2021/12/02 00:00:00+00,647.01,2000.0,2.0,True,True,True,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,1281
NW44-RP9K-TGWZ,9930740000.0,True,MCR,2021/09/05 00:00:00+00,865.92,2000.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1282
9M9P-YPNR-Z3GR,6011330000.0,True,MCR,2021/11/02 00:00:00+00,180.46,2000.0,2.0,True,False,True,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",11.0,1283
WY2Y-Z3YV-F63H,3774742365.0,True,MCR,2021/10/14 00:00:00+00,478.81,2000.0,6.0,True,True,False,residential,40241.0,USA,Kentucky,"40241, Kentucky, USA",17.0,1284
9MNV-KWVN-66X2,7344700000.0,False,MCR,2021/09/16 00:00:00+00,591.87,2000.0,6.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",12.0,1285
YLVK-Z3YY-FYQT,5060857921.0,True,MCR,2021/09/07 00:00:00+00,480.65,2000.0,5.0,True,True,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",2.0,1286
NW3L-YLPN-RQXH,3196314205.0,False,MCR,2021/10/15 00:00:00+00,207.2,2000.0,3.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",1.0,1287
3ZVV-LL9K-C3N9,2231110000.0,True,MCR,2021/09/08 00:00:00+00,1000.0,2000.0,6.0,True,False,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,1288
L92R-9MWR-YQR3,2456838942.0,True,MCR,2021/09/16 00:00:00+00,602.4,2000.0,6.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1289
N43Y-RPWZ-CNYP,9648330000.0,False,MCR,2021/10/25 00:00:00+00,536.24,2000.0,4.0,True,True,False,residential,40242.0,USA,Kentucky,"40242, Kentucky, USA",7.0,1290
Z3RW-YPVN-3H4N,6147743546.0,True,MCR,2021/11/03 00:00:00+00,691.26,2000.0,6.0,True,False,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",2.0,1291
N4KK-RK3Z-LK3Z,5804610000.0,False,MCR,2021/12/02 00:00:00+00,1000.0,2000.0,5.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,1292
QK44-32ZQ-Z6QT,7610126359.0,True,MCR,2021/10/20 00:00:00+00,856.62,2000.0,4.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,1293
PWZY-N4ZY-36GF,4651958871.0,False,MCR,2021/10/27 00:00:00+00,938.37,2000.0,8.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,1294
PKMN-LL4Z-ZRLG,2610960441.0,True,MCR,2021/09/16 00:00:00+00,338.51,2000.0,8.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1295
N4KZ-YLLP-LZWC,1452576114.0,False,MCR,2021/09/08 00:00:00+00,502.1,2000.0,2.0,True,False,True,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,1296
MQMN-VRZZ-92K4,1554945794.0,True,MCR,2021/11/11 00:00:00+00,430.07,2000.0,1.0,True,False,True,residential,40243.0,USA,Kentucky,"40243, Kentucky, USA",19.0,1297
PWVP-YPR3-4NCR,1648320000.0,True,MCR,2021/12/03 00:00:00+00,104.13,2000.0,3.0,True,True,True,residential,40206.0,USA,Kentucky,"40206, Kentucky, USA",9.0,1298
LL2N-RKRM-XW96,2388330000.0,False,MCR,2021/11/03 00:00:00+00,321.43,2000.0,2.0,True,True,False,residential,40222.0,USA,Kentucky,"40222, Kentucky, USA",7.0,1299
Z3YY-K3Z2-MQ9P,4015790627.0,True,MCR,2021/11/04 00:00:00+00,669.35,2000.0,3.0,True,True,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",2.0,1300
VRPP-L943-QQLC,1364920000.0,True,MCR,2021/11/08 00:00:00+00,226.24,2000.0,3.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,1301
VPZZ-WYML-HYLX,2627444237.0,True,MCR,2021/11/16 00:00:00+00,432.76,2000.0,7.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,1302
LLPZ-YVKZ-QRTR,7640000.0,False,MCR,2021/11/22 00:00:00+00,876.94,2000.0,5.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1303
NWP2-PKLV-9RNJ,8960681038.0,False,MCR,2021/11/23 00:00:00+00,30.75,2000.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1304
RPRY-RQLP-M9ZC,8579601331.0,True,MCR,2021/12/28 00:00:00+00,629.8,2000.0,1.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1305
WVVV-YPQQ-RNL9,5894400000.0,True,MCR,2022/02/15 00:00:00+00,1000.0,2000.0,8.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1306
L9V2-4PMW-J6PR,1782378945.0,False,MCR,2021/08/23 00:00:00+00,265.59,2000.0,3.0,True,False,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",24.0,1307
4PVZ-PKYM-44XJ,1489106688.0,False,MCR,2021/08/23 00:00:00+00,1000.0,2000.0,6.0,True,False,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,1308
VYKQ-ZVVY-GFV6,7350730000.0,True,MCR,2021/08/24 00:00:00+00,1000.0,2000.0,5.0,True,False,False,residential,40245.0,USA,Kentucky,"40245, Kentucky, USA",19.0,1309
ZQ99-LL9N-XVGM,3984030000.0,False,MCR,2021/08/25 00:00:00+00,214.46,2000.0,2.0,True,True,False,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",26.0,1310
QK3M-23RP-KJ2F,1915920000.0,False,MCR,2021/08/25 00:00:00+00,446.28,2000.0,3.0,True,False,False,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",26.0,1311
YV9R-3ZWZ-4MLY,4346936894.0,True,MCR,2021/08/25 00:00:00+00,1000.0,2000.0,7.0,True,False,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1312
23KM-9MQL-FFZ4,2270406780.0,False,MCR,2021/08/25 00:00:00+00,1000.0,2000.0,3.0,True,False,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,1313
PKKK-LL2Z-22FN,974165707.0,True,MCR,2021/08/26 00:00:00+00,741.71,2000.0,8.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",23.0,1314
QK2P-3ZK3-HZZ2,8959710000.0,False,MCR,2021/08/26 00:00:00+00,352.0,2000.0,2.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,1315
MQL2-N4KV-XJWJ,7423800000.0,False,MCR,2021/08/27 00:00:00+00,25.72,2000.0,2.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",12.0,1316
LLVN-RKKQ-QLKT,8001598257.0,False,MCR,2021/08/30 00:00:00+00,638.03,2000.0,3.0,True,False,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,1317
Z3Z3-ZVP4-K3H4,1290258228.0,True,MCR,2021/09/01 00:00:00+00,1000.0,2000.0,2.0,True,False,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,1318
LZZY-PQWV-22WT,1054983789.0,False,MCR,2021/09/02 00:00:00+00,62.03,2000.0,1.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,1319
MQ34-L93W-VNN2,389568726.0,True,MCR,2021/09/02 00:00:00+00,248.93,2000.0,3.0,True,True,False,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",26.0,1320
322W-922Q-XZFJ,2397664128.0,False,MCR,2021/09/05 00:00:00+00,78.9,2000.0,1.0,True,False,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",24.0,1321
3Q9P-K3Y2-TWY3,7390100000.0,True,MCR,2021/09/10 00:00:00+00,173.31,2000.0,2.0,True,False,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",21.0,1322
PQL3-K3PL-LV3M,1958416586.0,False,MCR,2021/09/15 00:00:00+00,592.9,2000.0,4.0,True,False,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,1323
K3KP-WYP2-X4KC,4501675300.0,False,MCR,2021/09/16 00:00:00+00,470.89,2000.0,4.0,True,False,False,residential,40245.0,USA,Kentucky,"40245, Kentucky, USA",19.0,1324
VPPQ-N4MN-6FQY,1313464683.0,True,MCR,2021/09/16 00:00:00+00,453.73,2000.0,4.0,True,False,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",13.0,1325
92N3-92P2-4X2M,9299996041.0,False,MCR,2021/09/20 00:00:00+00,74.21,2000.0,5.0,True,False,False,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",24.0,1326
QQQL-322L-CMQW,3156110000.0,False,MCR,2021/09/20 00:00:00+00,227.86,2000.0,4.0,True,True,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",13.0,1327
Z3ZQ-WVLZ-R2RG,367699435.0,True,MCR,2021/09/20 00:00:00+00,1000.0,2000.0,1.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,1328
LZRY-4PZ4-ZC33,9628620000.0,True,MCR,2021/09/20 00:00:00+00,80.14,2000.0,2.0,True,False,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,1329
2NQN-PWN2-KWCL,2274288677.0,False,MCR,2021/09/21 00:00:00+00,190.5,2000.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,1330
2NZM-L93L-3Z6R,9289062053.0,True,MCR,2021/09/23 00:00:00+00,611.84,2000.0,4.0,True,False,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1331
ZVNZ-YV33-9PKP,4270510000.0,False,MCR,2021/09/24 00:00:00+00,53.12,2000.0,2.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1332
32QM-KVYY-RPPX,3342726974.0,False,MCR,2021/09/24 00:00:00+00,107.4,2000.0,1.0,True,False,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,1333
VYQM-ZVYZ-2TJ6,5396200000.0,True,MCR,2021/09/24 00:00:00+00,177.52,2000.0,4.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1334
YLV4-RP4L-X2W4,6261240000.0,False,MCR,2021/09/24 00:00:00+00,861.59,2000.0,5.0,True,False,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",23.0,1335
RKW4-QKZW-JX4M,3425110000.0,False,MCR,2021/09/25 00:00:00+00,47.22,2000.0,1.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,1336
92LK-9M2M-3Q2H,8643610000.0,False,MCR,2021/09/27 00:00:00+00,215.84,2000.0,2.0,True,False,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1337
WVWM-RPZV-4HLH,7916920000.0,True,MCR,2021/09/29 00:00:00+00,183.96,2000.0,3.0,True,False,False,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",1.0,1338
QKNV-23LR-VVCP,4640110000.0,True,MCR,2021/10/04 00:00:00+00,193.38,2000.0,4.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,1339
VPP9-PKNY-VCMF,1126895553.0,False,MCR,2021/10/04 00:00:00+00,320.12,2000.0,2.0,True,False,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,1340
MMY2-4Z9K-M399,1597465551.0,True,MCR,2021/10/07 00:00:00+00,78.89,2000.0,3.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1341
MM9V-VPNQ-JTW4,126973378.0,True,MCR,2021/10/08 00:00:00+00,530.96,2000.0,4.0,True,False,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,1342
NWM4-PQKZ-WVGR,2165259528.0,True,MCR,2021/10/18 00:00:00+00,503.07,2000.0,4.0,True,True,False,residential,40291.0,USA,Kentucky,"40291, Kentucky, USA",22.0,1343
ZVV2-NW4Q-WW4N,9035226798.0,True,MCR,2021/09/16 00:00:00+00,747.32,2000.0,4.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,1344
VPRN-QKL3-PPMR,1680992915.0,False,MCR,2021/10/29 00:00:00+00,260.43,2000.0,2.0,True,False,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",1.0,1345
N49K-LLZ9-6Y9Q,4892400000.0,True,MCR,2021/11/12 00:00:00+00,236.74,2000.0,3.0,True,False,True,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",1.0,1346
Z34Q-MQVQ-NPKK,169417919.0,True,MCR,2021/09/17 00:00:00+00,990.56,2000.0,3.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,1347
Z3LW-QK3N-6MRM,7800376532.0,True,MCR,2021/11/02 00:00:00+00,1000.0,2000.0,3.0,True,False,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1348
QKMP-PK3W-L9QH,7087210000.0,False,MCR,2021/12/03 00:00:00+00,1000.0,2000.0,3.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,1349
MM4Y-4ZWM-GPT9,802230000.0,True,MCR,2021/11/12 00:00:00+00,331.61,2000.0,1.0,True,False,True,residential,40207.0,USA,Kentucky,"40207, Kentucky, USA",9.0,1350
MMWW-ZV3Z-CFWY,6612540751.0,False,MCR,2021/09/17 00:00:00+00,282.43,2000.0,6.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,1351
VRYN-ZVQV-ZMCK,49935073.0,True,MCR,2021/11/15 00:00:00+00,100.0,2000.0,4.0,True,False,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",23.0,1352
LLWN-4ZLK-WYVJ,8778596939.0,False,MCR,2021/09/13 00:00:00+00,187.01,2000.0,4.0,True,False,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,1353
VYLM-N4WQ-HL3H,7125727918.0,False,MCR,2021/09/19 00:00:00+00,114.63,2000.0,5.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,1354
PKP4-QK4K-JXQJ,8507356845.0,False,MCR,2021/11/04 00:00:00+00,301.17,2000.0,3.0,True,False,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,1355
YPM9-4PZL-RCWF,6309820000.0,True,MCR,2021/12/08 00:00:00+00,75.71,2000.0,3.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,1356
VPMY-QQPR-G6YC,3058310000.0,True,MCR,2021/11/17 00:00:00+00,1000.0,2000.0,3.0,True,False,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,1357
LLWW-4ZZM-XGWZ,4985720000.0,True,MCR,2021/09/14 00:00:00+00,573.17,2000.0,8.0,True,False,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",2.0,1358
3QLK-NW3N-R2WN,2461092382.0,True,MCR,2021/11/09 00:00:00+00,231.67,2000.0,2.0,True,True,False,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,1359
NWPR-4PWZ-WMH9,135830442.0,True,MCR,2021/11/21 00:00:00+00,857.97,2000.0,4.0,True,False,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,1360
MQ23-M4NQ-NV9L,4506240000.0,False,MCR,2021/09/21 00:00:00+00,905.06,2000.0,2.0,True,True,True,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",24.0,1361
924K-4ZK3-WFJ2,9879420000.0,False,MCR,2021/12/09 00:00:00+00,352.61,2000.0,2.0,True,True,True,residential,40207.0,USA,Kentucky,"40207, Kentucky, USA",9.0,1362
YPVW-L9V4-6C3M,5025600000.0,False,MCR,2021/11/12 00:00:00+00,721.25,2000.0,2.0,True,True,False,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,1363
