OBJECTID,DFIRM_ID,FLD_AR_ID,FLD_ZONE,FLOODWAY,SFHA_TF,AR_REVERT,SOURCE_CIT,HYDRO_ID,CST_MDL_ID
856,50023C,50023C_2566,AE,FLOODWAY,T,,50023C_FIS1,,
857,50007C,50007C_575,AE,FLOODWAY,T,,50007C_FIRM1,,
858,50007C,50007C_353,AE,FLOODWAY,T,,50007C_FIRM1,,
859,50007C,50007C_543,AE,FLOODWAY,T,,50007C_STUDY1,,
860,50007C,50007C_602,AE,FLOODWAY,T,,50007C_FIRM1,,
861,50007C,50007C_611,AE,FLOODWAY,T,,50007C_FIRM1,,
862,50007C,50007C_680,AE,FLOODWAY,T,,50007C_FIS8,,
863,50007C,50007C_681,AE,FLOODWAY,T,,50007C_FIS8,,
864,50007C,50007C_682,AE,FLOODWAY,T,,50007C_FIS8,,
865,50007C,50007C_1189,AE,FLOODWAY,T,,50007C_FIS8,,
866,50007C,50007C_1190,AE,FLOODWAY,T,,50007C_FIS8,,
867,50007C,50007C_1191,AE,FLOODWAY,T,,50007C_FIS8,,
868,50007C,50007C_1191,AE,FLOODWAY,T,,50007C_FIS8,,
869,50007C,50007C_1178,AE,FLOODWAY,T,,50007C_FIS8,,
870,50007C,50007C_1197,AE,FLOODWAY,T,,50007C_STUDY4,,
871,50007C,50007C_940,AE,FLOODWAY,T,,50007C_FIRM1,,
