OBJECTID,SourceOID,FromPosition,ToPosition,FacilityOID,SourceName,FromCumul_Minutes,ToCumul_Minutes,FromCumul_Miles,ToCumul_Miles,FromCumul_Kilometers,ToCumul_Kilometers
1282,12829050,0.37457529,0.51287431,15,main.Routing_Streets,1.97099256,0.94462538,0.10206716,0.04891469,0.16426149,0.07872072
1283,12829050,0.52557462,0.51287431,15,main.Routing_Streets,1.03886366,0.94462538,0.05379522,0.04891469,0.08657518,0.07872072
1284,12829050,0.63885659,0.52557462,15,main.Routing_Streets,1.87968397,1.03886366,0.09733359,0.05379522,0.15664354,0.08657518
1285,12829072,1.0,0.0,15,main.Routing_Streets,3.88838244,3.24668322,0.20134562,0.16811822,0.32403501,0.27056059
1286,12829078,0.41252755,1.0,15,main.Routing_Streets,4.82800758,2.04072619,0.25,0.10566929,0.4023368,0.17005857
1287,12829080,1.0,0.0,15,main.Routing_Streets,4.29199572,3.65937853,0.22224726,0.18948919,0.35767301,0.3049539
1288,12829087,0.02846568,0.0,15,main.Routing_Streets,4.82779183,4.75111952,0.25,0.24602965,0.4023368,0.39594713
1289,12829090,0.0,1.0,15,main.Routing_Streets,1.55576525,0.61474962,0.08055792,0.03183325,0.12964567,0.05123075
1290,12829091,0.47212812,0.43664786,15,main.Routing_Streets,1.07133436,0.94462538,0.05547579,0.04891469,0.0892798,0.07872072
1291,12829091,1.0,0.47212812,15,main.Routing_Streets,2.95649061,1.07133436,0.1530958,0.05547579,0.2463843,0.0892798
1292,12829091,0.0,0.02089841,15,main.Routing_Streets,0.61474962,0.54014025,0.03183325,0.0279696,0.05123075,0.0450128
1293,12829091,0.02089841,0.17214316,15,main.Routing_Streets,0.54014025,0.0,0.0279696,0.0,0.0450128,0.0
1294,12829091,0.43664786,0.17214316,15,main.Routing_Streets,0.94462538,0.0,0.04891469,0.0,0.07872072,0.0
1295,12829092,0.0,1.0,15,main.Routing_Streets,3.26366834,2.95649061,0.16900314,0.1530958,0.27198473,0.2463843
1296,12829093,0.24400411,1.0,15,main.Routing_Streets,4.82793015,3.26366834,0.25,0.16900314,0.4023368,0.27198473
1297,12829100,0.0,1.0,15,main.Routing_Streets,2.2872035,1.97099256,0.11844145,0.10206716,0.19061342,0.16426149
1298,12829101,0.0,1.0,15,main.Routing_Streets,2.60468397,1.97099256,0.13488212,0.10206716,0.21707216,0.16426149
1299,12829102,0.26527548,0.0,15,main.Routing_Streets,4.3368617,3.94809217,0.22457572,0.20444681,0.36142031,0.3290259
1300,12829102,0.60028082,0.26527548,15,main.Routing_Streets,4.8278207,4.3368617,0.25,0.22457572,0.4023368,0.36142031
1301,12829103,0.0,0.64793062,15,main.Routing_Streets,4.75824842,4.3368617,0.24639705,0.22457572,0.39653841,0.36142031
1302,12829103,1.0,0.64793062,15,main.Routing_Streets,4.56581678,4.3368617,0.23643215,0.22457572,0.38050142,0.36142031
1303,12829105,1.0,0.0,15,main.Routing_Streets,2.84633436,2.60468397,0.14739513,0.13488212,0.23720995,0.21707216
1304,12829124,0.07617668,0.3060163,15,main.Routing_Streets,4.82812139,4.31894884,0.25,0.22363391,0.4023368,0.35990461
1305,12829124,0.3060163,0.70188147,15,main.Routing_Streets,4.31894884,3.44199572,0.22363391,0.17822771,0.35990461,0.28683027
1306,12829124,0.70188147,0.8325122,15,main.Routing_Streets,3.44199572,3.15259142,0.17822771,0.16324243,0.28683027,0.26271376
1307,12829124,0.8325122,1.0,15,main.Routing_Streets,3.15259142,2.7815465,0.16324243,0.14403084,0.26271376,0.23179563
1308,12829146,1.0,0.0,15,main.Routing_Streets,3.91050158,3.15259142,0.20248575,0.16324243,0.32586988,0.26271376
1309,12829147,0.08841087,1.0,15,main.Routing_Streets,4.82825215,3.44199572,0.25,0.17822771,0.4023368,0.28683027
1310,12829148,0.13261506,1.0,15,main.Routing_Streets,4.82811397,4.31894884,0.25,0.22363391,0.4023368,0.35990461
1311,12780457,0.47970018,0.12255667,16,main.Routing_Streets,4.06076421,2.35022822,0.21025524,0.12168947,0.33837369,0.19584062
1312,12780457,0.12255667,0.0,16,main.Routing_Streets,2.35022822,1.7632165,0.12168947,0.091297,0.19584062,0.14692857
1313,12780459,0.07813842,0.33573991,16,main.Routing_Streets,4.82788528,2.96516963,0.25,0.15353734,0.4023368,0.24709489
1314,12780459,0.59335761,0.33573991,16,main.Routing_Streets,4.82809186,2.96516963,0.25,0.15353734,0.4023368,0.24709489
1315,12780460,0.13122199,0.0,16,main.Routing_Streets,4.82799997,4.19427119,0.25,0.21718566,0.4023368,0.34952714
1316,12780534,0.61491447,0.72015613,16,main.Routing_Streets,4.82801201,4.31839228,0.25,0.22360928,0.4023368,0.35986497
1317,12780534,0.72015613,1.0,16,main.Routing_Streets,4.31839228,2.96311885,0.22360928,0.1534283,0.35986497,0.24691941
1318,12780535,0.62495071,0.0,16,main.Routing_Streets,3.55061885,2.96311885,0.18384922,0.1534283,0.29587724,0.24691941
1319,12780535,1.0,0.62495071,16,main.Routing_Streets,3.90315791,3.55061885,0.20210557,0.18384922,0.32525804,0.29587724
1320,12780536,0.04028532,0.0,16,main.Routing_Streets,4.08411494,3.90315791,0.21147552,0.20210557,0.34033754,0.32525804
1321,12780536,0.10667317,0.04028532,16,main.Routing_Streets,4.3823083,4.08411494,0.2269159,0.21147552,0.36518647,0.34033754
1322,12780536,0.12718132,0.13081419,16,main.Routing_Streets,4.47435311,4.45804072,0.23168621,0.23084118,0.37286355,0.37150361
1323,12780536,0.12718132,0.10667317,16,main.Routing_Streets,4.47439435,4.3823083,0.23168621,0.2269159,0.37286355,0.36518647
1324,12780536,0.19317853,0.13081419,16,main.Routing_Streets,4.73816767,4.45804072,0.24534528,0.23084118,0.39484574,0.37150361
1325,12780536,0.21319116,0.19317853,16,main.Routing_Streets,4.82806493,4.73816767,0.25,0.24534528,0.4023368,0.39484574
1326,12780537,0.0,0.07327507,16,main.Routing_Streets,3.10022822,2.94666377,0.16054169,0.1525892,0.25836732,0.24556901
1327,12780537,0.07327507,0.14223984,16,main.Routing_Streets,2.94666377,2.80213252,0.1525892,0.14510368,0.24556901,0.2335222
1328,12780537,0.14223984,1.0,16,main.Routing_Streets,2.80213252,1.00408564,0.14510368,0.05199679,0.2335222,0.08368089
1329,12780538,0.0,0.37404579,16,main.Routing_Streets,1.00408564,0.56140986,0.05199679,0.02907088,0.08368089,0.04678514
1330,12780538,1.0,0.37404579,16,main.Routing_Streets,1.30232783,0.56140986,0.06743243,0.02907088,0.1085222,0.04678514
1331,12780539,0.11382237,0.03347717,16,main.Routing_Streets,1.7632165,1.43787471,0.091297,0.074451,0.14692857,0.11981752
1332,12780539,0.17631309,0.11382237,16,main.Routing_Streets,2.01624385,1.7632165,0.10439786,0.091297,0.1680124,0.14692857
1333,12780539,0.32807624,0.17631309,16,main.Routing_Streets,2.63069697,2.01624385,0.13621728,0.10439786,0.2192209,0.1680124
1334,12780539,0.41068342,0.32807624,16,main.Routing_Streets,2.96516963,2.63069697,0.15353734,0.13621728,0.24709489,0.2192209
1335,12780539,0.71424258,0.41068342,16,main.Routing_Streets,4.19427119,2.96516963,0.21718566,0.15353734,0.34952714,0.24709489
1336,12780539,0.85263282,0.71424258,16,main.Routing_Streets,4.75462275,4.19427119,0.2461986,0.21718566,0.39621904,0.34952714
1337,12780539,0.87076525,0.85263282,16,main.Routing_Streets,4.82803974,4.75462275,0.25,0.2461986,0.4023368,0.39621904
1338,12780539,0.03347717,0.0,16,main.Routing_Streets,1.43787471,1.30232783,0.074451,0.06743243,0.11981752,0.1085222
1339,12780551,1.0,0.0,16,main.Routing_Streets,4.45804072,2.01624385,0.23084118,0.10439786,0.37150361,0.1680124
1340,12780552,1.0,0.0,16,main.Routing_Streets,4.66194697,4.08411494,0.24139867,0.21147552,0.38849427,0.34033754
1341,12780553,0.68786103,0.0,16,main.Routing_Streets,4.82814167,4.3823083,0.25,0.2269159,0.4023368,0.36518647
1342,12780554,0.73219058,0.0,16,main.Routing_Streets,4.82804841,4.66194697,0.25,0.24139867,0.4023368,0.38849427
1343,12780557,1.0,0.0,16,main.Routing_Streets,2.40149775,2.16136103,0.12434899,0.1119142,0.20012071,0.18010881
1344,12780558,0.0,1.0,16,main.Routing_Streets,2.46819697,2.16136103,0.12780258,0.1119142,0.20567872,0.18010881
1345,12780559,1.0,0.0,16,main.Routing_Streets,2.16136103,1.67815791,0.1119142,0.08689291,0.18010881,0.13984086
1346,12780562,0.05187385,0.0,16,main.Routing_Streets,4.82805533,4.73816767,0.25,0.24534528,0.4023368,0.39484574
1347,12781793,0.779914,1.0,16,main.Routing_Streets,1.75835833,1.62682256,0.09104943,0.0842384,0.14653015,0.13556884
1348,12781793,0.779914,0.0,16,main.Routing_Streets,1.75838971,1.29226924,0.09104943,0.06691333,0.14653015,0.10768678
1349,12781794,0.0,1.0,16,main.Routing_Streets,1.29226924,0.72146846,0.06691333,0.03735995,0.10768678,0.06012513
1350,12781795,0.61587523,0.0,16,main.Routing_Streets,4.36712757,1.95174189,0.22614362,0.10106516,0.36394361,0.16264894
1351,12781804,1.0,0.0,16,main.Routing_Streets,1.83507451,1.62682256,0.09502107,0.0842384,0.15292189,0.13556884
1352,12781807,0.65576718,1.0,16,main.Routing_Streets,2.73693761,1.83507451,0.14171942,0.09502107,0.22807575,0.15292189
1353,12781825,0.0,0.25554082,16,main.Routing_Streets,2.96311885,2.34944697,0.1534283,0.12165155,0.24691941,0.19577958
1354,12781825,0.25554082,0.4833194,16,main.Routing_Streets,2.34944697,1.80237666,0.12165155,0.09332601,0.19577958,0.15019395
1355,12781825,0.4833194,0.62772137,16,main.Routing_Streets,1.80237666,1.45555049,0.09332601,0.07536832,0.15019395,0.1212938
1356,12781825,0.62772137,1.0,16,main.Routing_Streets,1.45555049,0.56140986,0.07536832,0.02907088,0.1212938,0.04678514
1357,12781826,0.0,1.0,16,main.Routing_Streets,2.89173213,2.34944697,0.14973058,0.12165155,0.24096849,0.19577958
1358,12781827,1.0,0.0,16,main.Routing_Streets,1.89822627,1.45555049,0.0982895,0.07536832,0.15818193,0.1212938
1359,12781829,0.67474175,0.7355448,16,main.Routing_Streets,4.82794064,4.56106807,0.25,0.23618155,0.4023368,0.38009812
1360,12781829,0.7355448,0.82976305,16,main.Routing_Streets,4.56106807,4.14749385,0.23618155,0.21476792,0.38009812,0.34563615
1361,12781829,0.82976305,0.95744979,16,main.Routing_Streets,4.14749385,3.58704463,0.21476792,0.1857455,0.34563615,0.298929
1362,12781829,0.95744979,1.0,16,main.Routing_Streets,3.58704463,3.40027705,0.1857455,0.17607452,0.298929,0.28336503
1363,12781830,1.0,0.0,16,main.Routing_Streets,3.40027705,2.94666377,0.17607452,0.1525892,0.28336503,0.24556901
1364,12781831,0.16463798,1.0,16,main.Routing_Streets,4.82809293,3.90315791,0.25,0.20210557,0.4023368,0.32525804
1365,12781832,0.76760566,1.0,16,main.Routing_Streets,4.45735713,4.1592126,0.23081985,0.21538183,0.37146928,0.34662416
1366,12781832,0.47889902,0.76760566,16,main.Routing_Streets,4.82778384,4.45735713,0.25,0.23081985,0.4023368,0.37146928
1367,12781833,0.30590697,1.0,16,main.Routing_Streets,4.82778861,4.45735713,0.25,0.23081985,0.4023368,0.37146928
1368,12781837,0.09341048,1.0,16,main.Routing_Streets,1.2250506,0.72146846,0.06343499,0.03735995,0.10208893,0.06012513
1369,12781837,0.09341048,0.0,16,main.Routing_Streets,1.22509588,1.17320928,0.06343499,0.06074835,0.10208893,0.09776519
1370,12781838,0.0,1.0,16,main.Routing_Streets,1.62682256,1.17320928,0.0842384,0.06074835,0.13556884,0.09776519
1371,12781839,0.07058994,1.0,16,main.Routing_Streets,2.02952264,1.00408564,0.10509829,0.05199679,0.16913964,0.08368089
1372,12781839,0.07058994,0.0,16,main.Routing_Streets,2.02962521,1.95174189,0.10509829,0.10106516,0.16913964,0.16264894
1373,12781840,1.0,0.0,16,main.Routing_Streets,1.95174189,0.72146846,0.10106516,0.03735995,0.16264894,0.06012513
1374,12781841,0.0,1.0,16,main.Routing_Streets,4.1592126,3.10022822,0.21538183,0.16054169,0.34662416,0.25836732
1375,12781842,0.98176502,0.0,16,main.Routing_Streets,4.82775239,4.1592126,0.25,0.21538183,0.4023368,0.34662416
1376,12781859,0.74842973,1.0,16,main.Routing_Streets,2.6109867,2.35022822,0.13519224,0.12168947,0.21757126,0.19584062
1377,12781859,0.74842973,0.0,16,main.Routing_Streets,2.61083947,1.83507451,0.13519224,0.09502107,0.21757126,0.15292189
1378,12781860,0.0,1.0,16,main.Routing_Streets,0.72146846,0.50804072,0.03735995,0.02630706,0.06012513,0.0423372
1379,12781861,0.0,1.0,16,main.Routing_Streets,1.17320928,0.7360999,0.06074835,0.03811636,0.09776519,0.06134246
1380,12781862,0.33392952,1.0,16,main.Routing_Streets,0.96544381,0.50804072,0.04998925,0.02630706,0.08045006,0.0423372
1381,12781862,0.33392952,0.0,16,main.Routing_Streets,0.96541557,0.7360999,0.04998925,0.03811636,0.08045006,0.06134246
1382,12781863,0.0,1.0,16,main.Routing_Streets,0.50804072,0.20120478,0.02630706,0.01041869,0.0423372,0.01676728
1383,12781864,1.0,0.0,16,main.Routing_Streets,0.56140986,0.20120478,0.02907088,0.01041869,0.04678514,0.01676728
1384,12781865,0.0,0.78533684,16,main.Routing_Streets,0.7360999,0.0,0.03811636,0.0,0.06134246,0.0
1385,12781865,1.0,0.78533684,16,main.Routing_Streets,0.20120478,0.0,0.01041869,0.0,0.01676728,0.0
1386,12781868,0.57230576,1.0,16,main.Routing_Streets,4.82811694,4.31839228,0.25,0.22360928,0.4023368,0.35986497
1387,12781872,1.0,0.0,16,main.Routing_Streets,4.436654,4.0170251,0.22973186,0.2080006,0.36971833,0.33474519
1388,12781873,1.0,0.0,16,main.Routing_Streets,3.32376338,2.96311885,0.1721042,0.1534283,0.27697541,0.24691941
1389,12781878,0.90695475,0.0,16,main.Routing_Streets,4.82806345,4.72576533,0.25,0.24470292,0.4023368,0.39381196
1390,12781879,1.0,0.0,16,main.Routing_Streets,3.47078486,3.32376338,0.17971773,0.1721042,0.28922822,0.27697541
1391,12781880,1.0,0.0,16,main.Routing_Streets,3.79148799,3.47078486,0.19632431,0.17971773,0.31595399,0.28922822
1392,12781881,0.0,1.0,16,main.Routing_Streets,3.69822627,3.47078486,0.19149357,0.17971773,0.30817964,0.28922822
1393,12781882,0.91625113,0.0,16,main.Routing_Streets,4.82803828,4.72576533,0.25,0.24470292,0.4023368,0.39381196
1394,12781885,1.0,0.0,16,main.Routing_Streets,4.06170283,3.81741572,0.21031642,0.19766593,0.33847215,0.31811311
1395,12781886,1.0,0.0,16,main.Routing_Streets,4.22176142,4.06170283,0.21860549,0.21031642,0.35181214,0.33847215
1396,12781887,1.0,0.0,16,main.Routing_Streets,4.22176142,3.97747432,0.21860549,0.205955,0.35181214,0.33145311
1397,12781888,1.0,0.0,16,main.Routing_Streets,3.97747432,3.81741572,0.205955,0.19766593,0.33145311,0.31811311
1398,12781889,1.0,0.0,16,main.Routing_Streets,1.67815791,1.43787471,0.08689291,0.074451,0.13984086,0.11981752
1399,12781890,1.0,0.0,16,main.Routing_Streets,2.68792353,1.67815791,0.13917309,0.08689291,0.22397782,0.13984086
1400,12781893,1.0,0.0,16,main.Routing_Streets,3.81741572,3.55061885,0.19766593,0.18384922,0.31811311,0.29587724
1401,12781894,1.0,0.0,16,main.Routing_Streets,4.33235713,3.97747432,0.22432986,0.205955,0.36102464,0.33145311
1402,12781895,0.12896744,1.0,16,main.Routing_Streets,4.71930314,4.33235713,0.24436515,0.22432986,0.39326837,0.36102464
1403,12781895,0.12896744,0.0,16,main.Routing_Streets,4.71923924,4.66194697,0.24436515,0.24139867,0.39326837,0.38849427
1404,12781896,1.0,0.0,16,main.Routing_Streets,4.29549189,3.79148799,0.22242174,0.19632431,0.35795381,0.31595399
1405,12781897,1.0,0.0,16,main.Routing_Streets,4.72576533,4.29549189,0.24470292,0.22242174,0.39381196,0.35795381
1406,12781898,1.0,0.0,16,main.Routing_Streets,4.52093135,4.29549189,0.23409565,0.22242174,0.37674119,0.35795381
1407,12781899,0.9307114,1.0,16,main.Routing_Streets,4.82807463,4.79104853,0.25,0.24808302,0.4023368,0.39925172
1408,12781899,0.92783897,0.0,16,main.Routing_Streets,4.82817108,4.33235713,0.25,0.22432986,0.4023368,0.36102464
1409,12781900,0.0,1.0,16,main.Routing_Streets,4.79104853,4.52093135,0.24808302,0.23409565,0.39925172,0.37674119
1410,12781901,0.14595497,0.0,16,main.Routing_Streets,4.82806465,4.79104853,0.25,0.24808302,0.4023368,0.39925172
1411,12781902,0.77479636,0.0,16,main.Routing_Streets,4.82805033,4.52093135,0.25,0.23409565,0.4023368,0.37674119
1412,12781906,0.0,0.28395063,16,main.Routing_Streets,4.76888057,4.56106807,0.24694052,0.23618155,0.39741304,0.38009812
1413,12781906,0.64858892,0.28395063,16,main.Routing_Streets,4.82791979,4.56106807,0.25,0.23618155,0.4023368,0.38009812
1414,12781908,0.0,1.0,16,main.Routing_Streets,4.35701533,4.14749385,0.22561696,0.21476792,0.36309602,0.34563615
1415,12781909,0.9676648,1.0,16,main.Routing_Streets,4.78311563,4.76888057,0.24767769,0.24694052,0.39859941,0.39741304
1416,12781909,0.9676648,0.0,16,main.Routing_Streets,4.78301464,4.35701533,0.24767769,0.22561696,0.39859941,0.36309602
1417,12781910,1.0,0.0,16,main.Routing_Streets,3.90633174,3.40027705,0.20227623,0.17607452,0.3255327,0.28336503
1418,12781911,0.35587123,1.0,16,main.Routing_Streets,4.82790869,4.35701533,0.25,0.22561696,0.4023368,0.36309602
1419,12781911,0.08082257,0.0,16,main.Routing_Streets,4.82796629,4.76888057,0.25,0.24694052,0.4023368,0.39741304
1420,12781912,0.0,1.0,16,main.Routing_Streets,4.66341182,4.11106807,0.24148163,0.21288113,0.38862779,0.34259965
1421,12781913,0.86671112,0.0,16,main.Routing_Streets,4.82796681,4.11106807,0.25,0.21288113,0.4023368,0.34259965
1422,12781914,0.0,1.0,16,main.Routing_Streets,4.11106807,3.58704463,0.21288113,0.1857455,0.34259965,0.298929
1423,12781915,1.0,0.0,16,main.Routing_Streets,4.0170251,3.32376338,0.2080006,0.1721042,0.33474519,0.27697541
1424,12781916,0.09925155,1.0,16,main.Routing_Streets,4.04491145,3.79148799,0.20944651,0.19632431,0.33707215,0.31595399
1425,12781916,0.09925155,0.0,16,main.Routing_Streets,4.04494929,4.0170251,0.20944651,0.2080006,0.33707215,0.33474519
1426,12777231,0.59623611,0.59289765,17,main.Routing_Streets,4.82797452,4.73257335,0.25,0.24506005,0.4023368,0.39438671
1427,12777231,0.40965832,0.41224521,17,main.Routing_Streets,4.82794433,4.7540089,0.25,0.24617174,0.4023368,0.3961758
1428,12777231,0.41224521,0.42392308,17,main.Routing_Streets,4.7540089,4.42026866,0.24617174,0.2288896,0.3961758,0.36836284
1429,12777231,0.42392308,0.42625678,17,main.Routing_Streets,4.42026866,4.35356944,0.2288896,0.22543602,0.36836284,0.36280483
1430,12777231,0.42625678,0.44585988,17,main.Routing_Streets,4.35356944,3.79331554,0.22543602,0.19642782,0.36280483,0.31612056
1431,12777231,0.44585988,0.45332775,17,main.Routing_Streets,3.79331554,3.5798878,0.19642782,0.1853773,0.31612056,0.29833644
1432,12777231,0.45348793,0.45939538,17,main.Routing_Streets,3.584539,3.41572765,0.18561434,0.17687253,0.29871791,0.28464931
1433,12777231,0.45348793,0.45332775,17,main.Routing_Streets,3.58446512,3.5798878,0.18561434,0.1853773,0.29871791,0.29833644
1434,12777231,0.45939538,0.47527143,17,main.Routing_Streets,3.41572765,2.96201671,0.17687253,0.15337774,0.28464931,0.24683803
1435,12777231,0.49347433,0.47527143,17,main.Routing_Streets,3.48223155,2.96201671,0.18031426,0.15337774,0.29018825,0.24683803
1436,12777231,0.50607634,0.49347433,17,main.Routing_Streets,3.8423878,3.48223155,0.19896408,0.18031426,0.32020229,0.29018825
1437,12777231,0.53191531,0.55975157,17,main.Routing_Streets,4.58088894,3.78535655,0.23720356,0.19600827,0.38174289,0.31544536
1438,12777231,0.53191531,0.50607634,17,main.Routing_Streets,4.58083979,3.8423878,0.23720356,0.19896408,0.38174289,0.32020229
1439,12777231,0.56535244,0.55975157,17,main.Routing_Streets,3.94541515,3.78535655,0.20429734,0.19600827,0.32878536,0.31544536
1440,12777231,0.57842118,0.56535244,17,main.Routing_Streets,4.31890148,3.94541515,0.22363693,0.20429734,0.35990947,0.32878536
1441,12777231,0.59289765,0.57842118,17,main.Routing_Streets,4.73257335,4.31890148,0.24506005,0.22363693,0.39438671,0.35990947
1442,12777466,0.57170355,0.60818571,17,main.Routing_Streets,4.1661671,3.75249523,0.21572711,0.194304,0.34717983,0.31270259
1443,12777466,0.60818571,0.6964345,17,main.Routing_Streets,3.75249523,2.75171398,0.194304,0.14247892,0.31270259,0.22929805
1444,12777466,0.6964345,0.71760666,17,main.Routing_Streets,2.75171398,2.51162608,0.14247892,0.1300465,0.22929805,0.20928997
1445,12777466,0.71760666,0.78704423,17,main.Routing_Streets,2.51162608,1.72412608,0.1300465,0.08927668,0.20928997,0.14367717
1446,12777466,0.78744588,0.82587767,17,main.Routing_Streets,1.72875039,1.29287608,0.08951253,0.06694572,0.14405674,0.10773891
1447,12777466,0.78744588,0.78704423,17,main.Routing_Streets,1.72868146,1.72412608,0.08951253,0.08927668,0.14405674,0.14367717
1448,12777466,0.82587767,0.84704983,17,main.Routing_Streets,1.29287608,1.05278819,0.06694572,0.0545133,0.10773891,0.08773082
1449,12777466,0.84704983,0.85645968,17,main.Routing_Streets,1.05278819,0.94609874,0.0545133,0.04898804,0.08773082,0.07883876
1450,12777466,0.95056564,0.85645968,17,main.Routing_Streets,2.01328624,0.94609874,0.10424536,0.04898804,0.16776699,0.07883876
1451,12777466,0.97177041,0.95056564,17,main.Routing_Streets,2.25376476,2.01328624,0.11669675,0.10424536,0.18780559,0.16776699
1452,12777466,1.0,0.97177041,17,main.Routing_Streets,2.57393077,2.25376476,0.1332749,0.11669675,0.21448558,0.18780559
1453,12777466,0.51333894,0.57170355,17,main.Routing_Streets,4.82804423,4.1661671,0.25,0.21572711,0.4023368,0.34717983
1454,12777467,0.18669937,0.0,17,main.Routing_Streets,4.82807666,2.57393077,0.25,0.1332749,0.4023368,0.21448558
1455,12777615,0.00967892,0.14338064,17,main.Routing_Streets,4.82825925,2.56440929,0.25,0.13278187,0.4023368,0.21369213
1456,12777615,0.25360626,0.27968013,17,main.Routing_Streets,4.43074364,3.9892628,0.22942411,0.20656339,0.36922306,0.33243221
1457,12777615,0.25360626,0.14338064,17,main.Routing_Streets,4.43074096,2.56440929,0.22942411,0.13278187,0.36922306,0.21369213
1458,12777615,0.27968013,0.28848809,17,main.Routing_Streets,3.9892628,3.84014171,0.20656339,0.19884082,0.33243221,0.32000393
1459,12777615,0.34683651,0.28848809,17,main.Routing_Streets,4.82799329,3.84014171,0.25,0.19884082,0.4023368,0.32000393
1460,12777724,0.77635042,1.0,17,main.Routing_Streets,4.82803466,3.73901866,0.25,0.19360475,0.4023368,0.31157726
1461,12777725,0.22491132,0.0,17,main.Routing_Streets,4.82824213,3.73901866,0.25,0.19360475,0.4023368,0.31157726
1462,12780420,0.54291628,0.70604175,17,main.Routing_Streets,4.82801504,4.1661671,0.25,0.21572711,0.4023368,0.34717983
1463,12780420,0.86916591,0.70604175,17,main.Routing_Streets,4.82806436,4.1661671,0.25,0.21572711,0.4023368,0.34717983
1464,12780426,0.19624054,0.0,17,main.Routing_Streets,4.82799627,4.35356944,0.25,0.22543602,0.4023368,0.36280483
1465,12780429,0.70827,1.0,17,main.Routing_Streets,4.82814823,3.41572765,0.25,0.17687253,0.4023368,0.28464931
1466,12780430,0.36979091,0.32617778,17,main.Routing_Streets,4.82795158,4.66924327,0.25,0.24178187,0.4023368,0.38911098
1467,12780430,0.16432922,0.0,17,main.Routing_Streets,4.08027843,3.48223155,0.21128036,0.18031426,0.34002346,0.29018825
1468,12780430,0.32617778,0.16432922,17,main.Routing_Streets,4.66924327,4.08027843,0.24178187,0.21128036,0.38911098,0.34002346
1469,12780435,0.96015575,1.0,17,main.Routing_Streets,4.82799378,4.73257335,0.25,0.24506005,0.4023368,0.39438671
1470,12780438,0.3968113,0.42249438,17,main.Routing_Streets,4.8280744,4.58115733,0.25,0.23721423,0.4023368,0.38176006
1471,12780438,0.42249438,0.50526029,17,main.Routing_Streets,4.58115733,3.78535655,0.23721423,0.19600827,0.38176006,0.31544536
1472,12780438,0.50526029,0.56167704,17,main.Routing_Streets,3.78535655,3.24297374,0.19600827,0.16791976,0.31544536,0.2702412
1473,12780438,0.56167704,0.63126403,17,main.Routing_Streets,3.24297374,2.57393077,0.16791976,0.1332749,0.2702412,0.21448558
1474,12780438,0.69238216,0.63126403,17,main.Routing_Streets,3.16152843,2.57393077,0.16370056,0.1332749,0.26345104,0.21448558
1475,12780438,0.71684748,0.69238216,17,main.Routing_Streets,3.39673351,3.16152843,0.17587936,0.16370056,0.28305095,0.26345104
1476,12780438,0.74883503,0.71684748,17,main.Routing_Streets,3.70425304,3.39673351,0.19180329,0.17587936,0.30867809,0.28305095
1477,12780438,0.76297051,0.74883503,17,main.Routing_Streets,3.84014171,3.70425304,0.19884082,0.19180329,0.32000393,0.30867809
1478,12780438,0.83067715,0.76297051,17,main.Routing_Streets,4.49111827,3.84014171,0.23254703,0.19884082,0.37424892,0.32000393
1479,12780438,0.85608208,0.83067715,17,main.Routing_Streets,4.73535655,4.49111827,0.24519516,0.23254703,0.39460415,0.37424892
1480,12780438,0.86573278,0.85608208,17,main.Routing_Streets,4.82813698,4.73535655,0.25,0.24519516,0.4023368,0.39460415
1481,12780450,0.91906932,1.0,17,main.Routing_Streets,4.82794328,4.66924327,0.25,0.24178187,0.4023368,0.38911098
1482,12780493,0.16009097,0.43035963,17,main.Routing_Streets,3.73901866,2.56440929,0.19360475,0.13278187,0.31157726,0.21369213
1483,12780493,0.43035963,0.6694364,17,main.Routing_Streets,2.56440929,1.52534679,0.13278187,0.07898467,0.21369213,0.12711376
1484,12780493,0.71517277,0.6694364,17,main.Routing_Streets,1.72412608,1.52534679,0.08927668,0.07898467,0.14367717,0.12711376
1485,12780493,0.8690275,0.71517277,17,main.Routing_Streets,2.39277843,1.72412608,0.12390258,0.08927668,0.19940227,0.14367717
1486,12780493,0.95010573,0.8690275,17,main.Routing_Streets,2.74517101,2.39277843,0.14214944,0.12390258,0.22876781,0.19940227
1487,12780493,1.0,0.95010573,17,main.Routing_Streets,2.96201671,2.74517101,0.15337774,0.14214944,0.24683803,0.22876781
1488,12780493,0.0,0.16009097,17,main.Routing_Streets,4.43481944,3.73901866,0.22963389,0.19360475,0.36956066,0.31157726
1489,12780494,0.04379039,1.0,17,main.Routing_Streets,4.82797639,4.24033702,0.25,0.21956943,0.4023368,0.35336345
1490,12780495,0.0,1.0,17,main.Routing_Streets,4.24033702,4.08027843,0.21956943,0.21128036,0.35336345,0.34002346
1491,12780496,1.0,0.0,17,main.Routing_Streets,4.31260265,4.24033702,0.2233122,0.21956943,0.35938686,0.35336345
1492,12780497,0.0,1.0,17,main.Routing_Streets,3.22339366,3.00654796,0.16691237,0.15568407,0.26861995,0.25054973
1493,12780498,0.0,1.0,17,main.Routing_Streets,3.00654796,2.39277843,0.15568407,0.12390258,0.25054973,0.19940227
1494,12780499,0.0,0.625,17,main.Routing_Streets,3.0786671,2.74517101,0.15941973,0.14214944,0.2565617,0.22876781
1495,12780499,1.0,0.625,17,main.Routing_Streets,2.94526866,2.74517101,0.15251019,0.14214944,0.24544185,0.22876781
1496,12780510,0.0,1.0,17,main.Routing_Streets,3.5798878,3.48052257,0.1853773,0.1802313,0.29833644,0.29005474
