OBJECTID,LINE86330,FRAME86330,YEAR,MODEL86330,SCALE86330,CAN_NBR86330,FLGTDATE86330,PRINTSAVAIL,SHAPEAREA,SHAPELEN
526,25,6,1986,25006,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2363597.686275,6671.76617899288
527,25,7,1986,25007,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2552013.31957188,6839.84263508069
528,25,8,1986,25008,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2798814.32555625,7051.9494653916
529,25,9,1986,25009,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2729000.57069219,6994.71812368308
530,25,10,1986,25010,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2590874.72849688,6873.84946585744
531,25,11,1986,25011,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2182440.35920469,6502.43687617803
532,25,12,1986,25012,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2664656.31835625,6896.58250172858
533,25,13,1986,25013,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2669146.27657422,6868.35886740231
534,25,14,1986,25014,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2470441.73046953,6658.38977787798
535,26,1,1986,26001,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,8502095.34443203,11551.976685301
536,26,2,1986,26002,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3117751.09974219,8123.46469723682
537,26,3,1986,26003,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3362861.10270625,8287.22085369847
538,26,4,1986,26004,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2008013.94161563,6051.02220270123
539,26,5,1986,26005,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2260186.07857266,6264.5031050046
540,26,6,1986,26006,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2178088.60747891,6189.83477179211
541,26,7,1986,26007,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2195033.04500078,6214.77823588313
542,26,8,1986,26008,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2169144.46782969,6199.20458821297
543,26,9,1986,26009,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2182867.9357375,6224.26504026108
544,26,10,1986,26010,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2103598.69443438,6164.00775690833
545,26,11,1986,26011,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2483751.69752969,6570.04930201889
546,26,12,1986,26012,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2108376.50782656,6278.01552200559
547,26,13,1986,26013,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2697815.64269531,6879.72735897196
548,26,14,1986,26014,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2490644.8800125,6762.89997292161
549,26,15,1986,26015,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2460153.80748672,6798.36434104045
550,26,16,1986,26016,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2648331.62849766,7000.12045281672
551,26,17,1986,26017,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3096715.77234219,9432.54840265099
552,28,1,1986,28001,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,7994197.96271328,11326.3253775315
553,27,1,1986,27001,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,5837716.46730938,9778.24840387476
554,28,2,1986,28002,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2935435.26128125,7769.29602179551
555,27,2,1986,27002,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2015923.47329297,6042.4324158053
556,28,3,1986,28003,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3557437.22904688,8234.99959093298
557,27,3,1986,27003,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2448490.44163672,6454.94125865418
558,28,4,1986,28004,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3292497.83446719,8086.51074922041
559,28,5,1986,28005,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2799142.98974375,7774.15569597459
560,28,6,1986,28006,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3300424.85868438,8137.39964679142
561,28,7,1986,28007,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3132449.90893047,8050.64955279476
562,28,8,1986,28008,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3906713.41840781,8588.54450804446
563,28,9,1986,28009,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3202651.83892656,8127.51218174759
564,28,10,1986,28010,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2937698.69150937,7963.49777364111
565,27,11,1986,27011,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2549547.72374375,8128.61647694636
566,27,10,1986,27010,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,1947355.55424766,5686.01130312856
567,27,9,1986,27009,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2319873.26701953,6151.25087617807
568,27,8,1986,27008,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2105279.05522109,5948.73027212828
569,27,7,1986,27007,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2076494.27063203,5967.84734541291
570,27,4,1986,27004,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2235044.72160859,6224.6452541532
571,27,5,1986,27005,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2052751.71374609,6023.73662649978
572,15,18,1986,15018,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2608222.78311016,6648.73886345543
573,15,19,1986,15019,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2610057.73882969,6671.59504039334
574,15,20,1986,15020,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2145120.47614375,6235.58167512668
575,15,21,1986,15021,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2773098.66691797,6849.44090870477
576,15,22,1986,15022,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2059836.44326328,6180.09902448629
577,15,23,1986,15023,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2539782.37639922,6629.1229652895
578,15,24,1986,15024,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2331990.44875234,6406.87470590732
579,15,25,1986,15025,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2207419.39929219,6261.21446952646
580,15,26,1986,15026,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2352160.47084531,6377.77265020426
581,15,27,1986,15027,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1930448.53544766,5936.7565485946
582,15,28,1986,15028,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1995519.86430313,5971.76535225593
583,15,29,1986,15029,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2093919.86812891,6041.30040840625
584,15,30,1986,15030,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1848888.50100078,5752.48511344994
585,15,31,1986,15031,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,4150234.07330469,8194.76368417779
586,15,32,1986,15032,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2712464.30872969,6893.59236987806
587,15,33,1986,15033,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2704310.37265859,6991.0844720774
588,15,35,1986,15035,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2817596.78110234,6959.85720022657
589,16,20,1986,16020,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2285613.99843594,6197.64670848037
590,16,21,1986,16021,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2353162.20295469,6261.54604796049
591,16,22,1986,16022,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2403780.01484844,6309.06653717643
592,16,23,1986,16023,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2346841.78778516,6224.36395081233
593,16,24,1986,16024,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2242076.36959219,6093.12350396484
594,16,25,1986,16025,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2298986.24939375,6144.35015349498
595,16,26,1986,16026,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2307961.23435625,6141.6170295617
596,16,27,1986,16027,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2035671.21612109,5826.10099190923
597,16,28,1986,16028,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1794991.515175,5579.74762969792
598,16,29,1986,16029,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2300858.09692812,6171.52022173155
599,16,30,1986,16030,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2292062.42070937,6191.82313535773
600,16,31,1986,16031,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2031687.80418516,5943.19480784728
601,16,32,1986,16032,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3948088.38802031,7937.95294163523
602,16,33,1986,16033,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2208753.474475,6097.11300385427
603,16,34,1986,16034,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2394455.19860234,6254.74605749204
604,16,35,1986,16035,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2234949.7693875,6084.34786992887
605,16,36,1986,16036,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2299904.634625,6146.10294992811
606,16,37,1986,16037,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2549898.56256797,6427.81016422519
607,16,39,1986,16039,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2177938.52594219,6070.17603666813
608,17,52,1986,17052,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2347773.02787188,6530.37395755629
609,17,51,1986,17051,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2762656.95432188,6926.48045098542
610,17,50,1986,17050,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2698061.15162969,6888.15188439988
611,17,49,1986,17049,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3178962.13418672,7335.42529408487
612,17,48,1986,17048,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2590669.96447031,6837.43444995093
613,17,47,1986,17047,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2900037.27556797,7103.9301571474
614,17,46,1986,17046,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2973815.45573672,7170.10919929973
615,17,45,1986,17045,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2769285.18181797,7009.72530928254
616,17,44,1986,17044,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2773309.40208281,7024.82803523645
617,17,43,1986,17043,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2621438.21678359,6893.55943692285
618,17,42,1986,17042,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,4108617.30184297,8200.76413351726
619,17,40,1986,17040,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2736466.09420859,7044.0430408166
620,17,39,1986,17039,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2670859.55230781,6993.94218243464
621,17,38,1986,17038,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2659700.01853203,6972.10675864987
622,17,37,1986,17037,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2823888.20470625,7097.95303608872
623,17,36,1986,17036,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2400323.51947422,6726.58742148821
624,17,35,1986,17035,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3053231.37753203,7289.56620465598
625,17,34,1986,17034,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2660855.7726125,6962.63285122754
626,17,33,1986,17033,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2457857.38438438,6793.05129497639
627,17,32,1986,17032,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2788435.94866406,7091.20154907999
628,17,31,1986,17031,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2801856.33129922,7096.5707422984
629,17,30,1986,17030,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2581755.54308359,6901.20215364102
630,18,29,1986,18029,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2011174.16846016,5773.53604246867
631,18,30,1986,18030,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2265560.08102344,6052.11139474485
632,18,31,1986,18031,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2042153.48181953,5759.04368888429
633,18,32,1986,18032,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1991585.88251641,5713.17877717249
634,18,33,1986,18033,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2029464.98854688,5754.68552621606
635,18,34,1986,18034,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2193644.88983984,5981.46396253023
636,18,35,1986,18035,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2104947.60150781,5909.56139372004
637,18,36,1986,18036,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2380857.8846125,6240.95599512619
638,18,37,1986,18037,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2327493.53967188,6185.82507856205
639,18,38,1986,18038,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2061943.92282344,5868.86665517717
640,18,39,1986,18039,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2238031.59016875,6052.58655370428
641,18,40,1986,18040,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1960543.52181875,5744.29044518277
642,18,41,1986,18041,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2029560.16223516,5824.49953187796
643,18,42,1986,18042,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3144980.79748516,7108.49442140098
644,18,43,1986,18043,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2195728.72314297,6112.16304257881
645,18,44,1986,18044,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2375130.39202344,6337.33899377186
646,18,45,1986,18045,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2506752.81949688,6465.83065603859
647,18,46,1986,18046,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2213149.1398375,6162.26012791098
648,18,47,1986,18047,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2186044.50872969,6096.16496532107
649,18,48,1986,18048,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2221639.39294141,6095.46557896757
650,18,49,1986,18049,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2148625.80905859,5969.55743056188
651,18,50,1986,18050,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2306253.00855234,6113.85560764862
652,18,51,1986,18051,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1962878.4401125,5667.57305462187
653,18,52,1986,18052,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2065525.61379141,5783.77630567162
654,18,54,1986,18054,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2133722.85075703,5875.10114355001
655,19,28,1986,19028,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2049386.32364297,6153.399861971
656,19,29,1986,19029,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2835575.78895,6876.88714772596
657,19,30,1986,19030,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2483738.14070547,6497.65179487026
658,19,31,1986,19031,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2332767.27313047,6320.09712104512
659,19,32,1986,19032,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2170646.16519531,6124.12509864937
660,19,33,1986,19033,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2286393.42852188,6204.0692644915
661,19,34,1986,19034,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2237154.72412969,6137.60743525399
662,19,35,1986,19035,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2251114.46507578,6165.15403634517
663,19,36,1986,19036,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2482346.67295,6419.17400782271
664,19,37,1986,19037,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2372134.46108984,6318.89873651617
665,19,38,1986,19038,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2052520.48891016,6000.76375556635
666,19,39,1986,19039,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2744283.21783828,6721.45410088169
667,19,40,1986,19040,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2225020.86394297,6215.77348215323
668,19,41,1986,19041,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2235121.35716875,6252.99868031082
669,19,42,1986,19042,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3935194.76280859,7958.27189664413
670,19,43,1986,19043,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3102796.51613906,7205.05739706577
671,19,44,1986,19044,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2798265.14118125,6957.76351430937
672,19,45,1986,19045,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2572808.01575547,6784.03332953265
673,19,46,1986,19046,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2634779.53798906,6854.08101101064
674,19,47,1986,19047,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2869646.71378047,7062.11520856857
675,19,48,1986,19048,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2616280.63104297,6841.8143692779
676,19,49,1986,19049,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2631066.14273906,6848.55329655562
677,19,50,1986,19050,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2507159.25255703,6721.05747328961
678,19,51,1986,19051,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2362884.10617188,6581.59860551122
679,19,52,1986,19052,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2591764.73769609,6752.72442192292
680,19,53,1986,19053,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2518353.82527344,6637.3821783969
681,19,54,1986,19054,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2392384.79364375,6454.37212251268
682,19,55,1986,19055,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2487626.23364141,6490.19939532712
683,19,56,1986,19056,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2584040.09504141,6538.4735576045
684,19,58,1986,19058,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,1617823.36847031,5373.43980197702
685,20,31,1986,20031,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2162218.13128281,6216.56776217811
686,20,32,1986,20032,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,1995161.11504219,6078.0952572011
687,20,33,1986,20033,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2814753.18297813,6889.18300276104
688,20,34,1986,20034,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2789187.7438625,6891.73686722624
689,20,35,1986,20035,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2582856.05465625,6721.22128845551
690,20,36,1986,20036,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2660428.07160313,6802.12571693572
691,20,37,1986,20037,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2528303.58051016,6683.27330955824
692,20,38,1986,20038,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2199398.03725078,6359.37238610872
693,20,39,1986,20039,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2478707.52516641,6596.83859469938
694,20,40,1986,20040,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2445558.28446484,6547.83196852928
695,20,41,1986,20041,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2047169.47594375,6147.17497824311
696,20,42,1986,20042,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,1978927.62789453,6056.77498678116
697,20,43,1986,20043,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2341707.56134688,6396.50693113672
698,20,44,1986,20044,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2483437.24100312,6512.07887369419
699,20,45,1986,20045,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3464853.13642109,7464.70289109647
700,20,46,1986,20046,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2256989.71114453,6209.5635881063
701,20,47,1986,20047,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2610073.99396875,6552.45519428538
702,20,48,1986,20048,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2210107.67306094,6102.9337871151
703,20,49,1986,20049,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2021208.84140547,5882.53548101954
704,20,50,1986,20050,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,1961676.36143672,5813.18879548075
705,20,51,1986,20051,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2340773.00012031,6234.1926556498
706,20,52,1986,20052,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2033668.79154063,5933.09752410743
707,20,53,1986,20053,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2313981.23303906,6256.11960627568
708,20,54,1986,20054,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2173563.65978125,6144.98434850739
709,20,55,1986,20055,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2226501.56101328,6235.77342404367
710,20,56,1986,20056,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2598330.43300703,6643.90198389324
711,20,57,1986,20057,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2533127.79646328,6624.30015997605
712,21,20,1986,21020,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,8623148.50427813,11813.309256208
713,21,21,1986,21021,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2496680.52849844,7662.19759783299
714,21,22,1986,21022,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3316528.84521406,8221.11576868539
715,21,23,1986,21023,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3394588.54851719,8274.7717639012
716,21,24,1986,21024,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3595356.37037109,8392.49080303748
717,21,25,1986,21025,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3061404.13195156,7794.82403893039
718,21,26,1986,21026,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3101573.81623672,7842.30300624926
719,21,27,1986,21027,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3230448.82298047,7951.79284856521
720,21,28,1986,21028,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3449528.15037578,8073.41738482342
721,21,29,1986,21029,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2083107.89677891,6140.06567767529
722,21,30,1986,21030,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2037395.87383828,6050.42089992912
723,21,31,1986,21031,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2466613.48596094,6507.24687790845
724,21,32,1986,21032,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2752426.27437422,6812.30241348745
725,21,33,1986,21033,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2163659.34861797,6269.66549186367
726,21,34,1986,21034,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2301503.21570625,6423.48049788295
727,21,35,1986,21035,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2864128.7950375,6973.76146081993
728,21,36,1986,21036,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2290189.78033281,6470.13115553595
729,21,37,1986,21037,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2574728.37385547,6757.80036698711
730,21,38,1986,21038,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2587057.09144844,6791.49578045039
731,21,39,1986,21039,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2768137.21272656,6966.29118283117
732,21,40,1986,21040,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,4139362.79530078,8177.25147021922
733,21,41,1986,21041,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2862708.38384844,7047.84003849665
734,21,42,1986,21042,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2646019.17629063,6834.65949350629
735,21,43,1986,21043,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2046290.90430625,6277.5354639279
736,21,44,1986,21044,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2226407.91454219,6422.15283202897
737,21,45,1986,21045,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2360951.12399219,6512.73936763818
738,21,46,1986,21046,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2443028.17424766,6574.16994642196
739,21,47,1986,21047,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2717664.66001328,6821.82882944422
740,21,48,1986,21048,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2275777.62487344,6413.5240607702
741,21,49,1986,21049,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2681038.66907656,6794.06801641396
742,21,50,1986,21050,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2806679.01068125,6915.03851819531
743,21,51,1986,21051,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2047444.01548047,6215.21781263442
744,21,52,1986,21052,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2448443.63427109,6592.35455264282
745,22,19,1986,22019,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,5746071.44278672,9710.82751032941
746,22,20,1986,22020,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2306490.65912109,6358.97507146058
747,22,21,1986,22021,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2172386.97502109,6227.90957980503
748,22,22,1986,22022,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2478412.33397188,6523.62066997095
749,22,23,1986,22023,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2505065.21542422,6538.33984765518
750,22,24,1986,22024,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,1853713.83145781,5896.18362890382
751,22,25,1986,22025,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2476732.28397266,6504.79173408917
752,22,26,1986,22026,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2353355.58421641,6376.57083517223
753,22,27,1986,22027,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2413999.318,6434.07817908121
754,22,28,1986,22028,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,3224934.21481797,7236.91422348604
755,22,29,1986,22029,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2191468.60096797,6216.37417729635
756,22,30,1986,22030,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2520191.50741484,6572.21055782304
757,22,31,1986,22031,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2648796.92090547,6729.13940583382
758,22,32,1986,22032,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2642164.78779688,6738.38851441201
759,22,33,1986,22033,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2357620.954125,6479.51804906779
760,22,34,1986,22034,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,3449500.64200391,7489.93058132943
761,22,35,1986,22035,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2247914.29342578,6348.58867128433
