OBJECTID,LINE86330,FRAME86330,YEAR,MODEL86330,SCALE86330,CAN_NBR86330,FLGTDATE86330,PRINTSAVAIL,SHAPEAREA,SHAPELEN
1,53,26,1986,53026,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,3492747.99229844,8252.96160787943
2,1,1,1986,1001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6343023.08117109,10193.5086346078
3,2,7,1986,2007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2798372.276825,6938.39970603454
4,3,1,1986,3001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6454061.56576562,10255.7853532464
5,4,1,1986,4001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6400813.58713828,10223.976929029
6,5,16,1986,5016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3272287.11611484,8645.57682880522
7,6,1,1986,6001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6836785.16887031,10562.7280050366
8,7,19,1986,7019,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2702750.24502734,6690.8691476511
9,8,1,1986,8001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,9143890.48937031,12104.3674765811
10,9,1,1986,9001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6544817.15464453,11750.8608431048
11,10,18,1986,10018,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2320660.23645156,6351.7478619385
12,11,1,1986,11001,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,6343740.68856406,10221.4575486797
13,12,1,1986,12001,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,5729030.01734609,9803.70249879688
14,13,1,1986,13001,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,6510081.30473516,10278.0821226182
15,14,1,1986,14001,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,6952354.2638586,10601.2314818011
16,15,34,1986,15034,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2998957.052675,7235.41041154276
17,16,38,1986,16038,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2290949.45270938,6161.95231145448
18,17,29,1986,17029,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2687279.58774141,6947.40699227535
19,18,53,1986,18053,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2265236.47689609,6028.98642370517
20,19,57,1986,19057,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2351984.71710625,6243.12815781629
21,28,11,1986,28011,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3341694.38201875,8256.17170507931
22,21,19,1986,21019,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3427221.59878672,8254.97768819884
23,22,17,1986,22017,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2598111.11683359,6610.78488998041
24,23,18,1986,23018,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,3129760.02253594,8585.20992847464
25,24,17,1986,24017,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,1908422.15187266,5707.0967959392
26,25,15,1986,25015,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2702221.89790625,6836.4039377071
27,26,18,1986,26018,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3696054.99131875,8583.03842832671
28,18,55,1986,18055,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,6887832.59612109,10699.5644527469
29,19,76,1986,19076,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3298807.17047187,7375.62865606303
30,20,58,1986,20058,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2813491.3364375,6930.41312192128
31,21,82,1986,21082,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2502758.37585859,6823.33469538521
32,22,56,1986,22056,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2720325.01137188,6634.57901604651
33,23,61,1986,23061,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2535606.52402578,6717.87040959958
34,24,53,1986,24053,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2492617.60113359,6511.60992191303
35,25,54,1986,25054,1 in.=330 ft.,4,1986/03/22 00:00:00+00,NO,2597661.23282109,6707.31378443632
36,26,52,1986,26052,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2981906.02797813,7320.15456821476
37,27,75,1986,27075,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,3991297.32309844,8869.18692309022
38,29,1,1986,29001,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2862593.48462734,8223.44361492906
39,30,24,1986,30024,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,4385402.97966406,8431.3505440367
40,31,1,1986,31001,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,5475257.72271094,9525.43722802181
41,32,32,1986,32032,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2096571.80879844,6117.43671058312
42,33,1,1986,33001,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,6282604.02964297,10138.8368506559
43,34,12,1986,34012,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,9144838.02837578,12103.0096114829
44,34,1,1986,34001,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,7245686.61202813,10772.7488939181
45,35,1,1986,35001,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,6686713.03662031,10454.0000110824
46,36,30,1986,36030,1 in.=330 ft.,7,1986/03/27 00:00:00+00,NO,2854564.13824219,7109.74922125747
47,37,1,1986,37001,1 in.=330 ft.,7,1986/03/28 00:00:00+00,NO,8388763.68995938,11515.9450744441
48,38,35,1986,38035,1 in.=330 ft.,7,1986/03/28 00:00:00+00,NO,2755081.19114766,6848.54248702415
49,34,18,1986,34018,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,5745692.75984297,10695.099806685
50,35,25,1986,35025,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,6684226.03554609,10390.4019057891
51,36,31,1986,36031,1 in.=330 ft.,7,1986/03/27 00:00:00+00,NO,6793010.87926953,11817.1845544638
52,37,28,1986,37028,1 in.=330 ft.,7,1986/03/28 00:00:00+00,NO,5093225.66314297,9445.20027553213
53,38,64,1986,38064,1 in.=330 ft.,7,1986/03/28 00:00:00+00,NO,3421760.73259922,8042.89674790917
54,43,44,1986,43044,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,8981984.7912375,12005.0006171994
55,42,44,1986,42044,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,8858832.0270836,11971.0096286245
56,39,39,1986,39039,1 in.=330 ft.,7,1986/03/28 00:00:00+00,NO,5348470.72841172,9405.25033649624
57,40,1,1986,40001,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,6854037.72965,10536.8799651369
58,41,37,1986,41037,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,5568925.9775625,9542.74326765183
59,42,1,1986,42001,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,4627795.14278516,8927.11258923857
60,43,18,1986,43018,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,2095536.93867344,5957.51754190864
61,44,38,1986,44038,1 in.=330 ft.,8,1986/03/28 00:00:00+00,NO,3334941.35017656,8121.05295238071
62,46,38,1986,46038,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,2266295.45506484,6161.29274648679
63,47,1,1986,47001,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,7305181.28268438,11887.9052463094
64,48,1,1986,48001,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,6666025.61962891,11760.3250891232
65,49,1,1986,49001,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,6786439.89337734,11485.7588030424
66,50,1,1986,50001,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,9055483.06681484,12013.4824449981
67,51,27,1986,51027,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,3737563.991025,8610.56946355671
68,52,1,1986,52001,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,6277623.33245078,10161.0758673994
69,1,5,1986,1005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3030341.41589297,7228.72766458129
70,1,4,1986,1004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2496072.00399609,6738.79076545636
71,1,3,1986,1003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2890008.90693906,7061.83196056178
72,1,2,1986,1002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2584917.10704922,6762.40045585861
73,2,1,1986,2001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,6384292.79406719,10141.5097423895
74,2,2,1986,2002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2642240.57537969,6775.21021363585
75,2,3,1986,2003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2498366.22684453,6617.99442097255
76,2,4,1986,2004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2564447.82944063,6680.13179561389
77,2,5,1986,2005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2636522.20836562,6756.74654165705
78,2,6,1986,2006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2575978.87844375,6714.57488870494
79,27,6,1986,27006,1 in.=330 ft.,1,1986/03/23 00:00:00+00,NO,2172304.54792734,6111.56778060811
80,45,15,1986,45015,1 in.=330 ft.,9,1986/03/28 00:00:00+00,NO,2201727.89406797,6042.38600960358
81,3,10,1986,3010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2721194.44700391,8282.12011262093
82,3,9,1986,3009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2618985.78182969,6736.18667946224
83,3,8,1986,3008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3153482.14918906,7228.0921290362
84,3,7,1986,3007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2962248.81846719,7036.00894826074
85,3,5,1986,3005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2536700.99223047,6628.65267707333
86,3,6,1986,3006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2339094.781325,6420.13711549339
87,3,4,1986,3004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2375172.00416641,6417.36910276562
88,3,3,1986,3003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2456211.11419063,6512.6705004891
89,3,2,1986,3002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2696547.06429297,6786.73697633073
90,4,13,1986,4013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2438159.42716016,6468.53844143024
91,4,12,1986,4012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2509224.32742734,6574.9864779163
92,4,11,1986,4011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2452117.65242422,6557.1961865446
93,4,10,1986,4010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2248983.54051484,6399.58340528533
94,4,9,1986,4009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2601576.84684844,6751.06957180711
95,4,8,1986,4008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2611215.38219922,6783.60159275613
96,4,7,1986,4007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2794107.47941953,6958.8406022128
97,4,6,1986,4006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2513451.48758203,6716.52793629062
98,4,5,1986,4005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2297889.48466172,6518.84002472959
99,4,4,1986,4004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2458993.19656563,6662.61727162486
100,4,3,1986,4003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2910928.36526719,7067.00421364587
101,4,2,1986,4002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2628197.05105156,6802.77792534617
102,5,1,1986,5001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,5988475.85578438,9943.43820091795
103,5,2,1986,5002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2126674.21235781,6183.79076696849
104,5,3,1986,5003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2471522.40312031,6503.33051240856
105,5,4,1986,5004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2329026.02535,6347.3428415523
106,5,5,1986,5005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2323304.13807031,6343.13595502957
107,5,6,1986,5006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2538482.9682625,6566.03460992524
108,5,7,1986,5007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2828397.386775,6860.20215214816
109,5,8,1986,5008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2438585.94425781,6480.83282098971
110,5,9,1986,5009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3020575.48153672,7049.91068317826
111,5,10,1986,5010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2533525.91236875,6573.51139897621
112,5,11,1986,5011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2469013.34151406,6515.96507640284
113,5,12,1986,5012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2552380.43861016,6603.3825608618
114,5,13,1986,5013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2587980.95865156,6644.165587943
115,5,14,1986,5014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2629071.80006875,6695.8210918336
116,5,15,1986,5015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2674708.04228359,6742.28469696625
117,6,19,1986,6019,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2488924.46634219,6523.12685650297
118,6,18,1986,6018,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2839519.81569688,6927.30578281368
119,6,17,1986,6017,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2472899.81768125,6598.31849215298
120,6,16,1986,6016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2712534.97944062,6828.25972987204
121,6,15,1986,6015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2857954.00687266,6970.81288625533
122,6,14,1986,6014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2587650.93777969,6733.49993579132
123,6,13,1986,6013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2894594.46465547,7022.36171692361
124,6,12,1986,6012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2840084.24911484,6977.05395827907
125,6,11,1986,6011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2880138.80858672,7029.0996839685
126,6,10,1986,6010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2456231.81305313,6676.89491823203
127,6,9,1986,6009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2359735.81370781,6639.49876392819
128,6,8,1986,6008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2955696.81795625,7182.02886898246
129,6,7,1986,6007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2679964.83153047,6956.55125573877
130,6,6,1986,6006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2840518.43402969,7091.33799775183
131,6,5,1986,6005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2667549.33036563,6936.42451297452
132,6,4,1986,6004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3047682.75083672,7257.46447756659
133,6,3,1986,6003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2650886.00573594,6906.30615077469
134,6,2,1986,6002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2364276.38304922,6644.44088288157
135,7,1,1986,7001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,5340942.65708516,9423.06578342883
136,7,2,1986,7002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2117558.65747031,5980.0435666649
137,7,3,1986,7003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2289143.25265937,6178.11887638613
138,7,4,1986,7004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2318402.59438203,6224.56143588555
139,7,5,1986,7005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2865651.70992031,6810.63509138931
140,7,6,1986,7006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2250890.94851484,6153.34557294043
141,7,7,1986,7007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2941029.62291719,6894.74437041447
142,7,8,1986,7008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2110171.76299453,6011.98326575066
143,7,9,1986,7009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2385826.94242344,6322.38112863814
144,7,10,1986,7010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2231771.66093047,6213.70159485184
145,7,11,1986,7011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2370615.74413984,6394.96940714396
146,7,12,1986,7012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2265282.93336094,6310.61942124281
147,7,13,1986,7013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2306684.79267188,6348.95587391565
148,7,14,1986,7014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2253275.9751375,6292.14438839885
149,7,15,1986,7015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2516413.02692969,6543.96643460829
150,7,16,1986,7016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2269569.03686484,6296.55911172955
151,7,17,1986,7017,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2764891.15057188,6778.8148522387
152,7,18,1986,7018,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2315194.71913438,6324.07598964135
153,7,20,1986,7020,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2340140.14604453,6277.52514187997
154,8,22,1986,8022,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2771386.65840469,6866.53324066378
155,8,21,1986,8021,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2387148.69685547,6479.54581253997
156,8,20,1986,8020,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2120971.64738984,6191.95187957187
157,8,19,1986,8019,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2190017.27265,6239.91707758379
158,8,18,1986,8018,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2347829.68461484,6385.19604358177
159,8,17,1986,8017,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2406392.43737578,6436.48723282753
160,8,16,1986,8016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2352697.14350547,6389.99813690762
161,8,15,1986,8015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2504184.60485156,6552.01328169113
162,8,14,1986,8014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2653529.22853828,6713.96524861082
163,8,13,1986,8013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2137243.07913203,6216.18023712762
164,8,12,1986,8012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2384271.4053875,6429.30191686413
165,8,11,1986,8011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2069789.53980234,6098.80656650213
166,8,10,1986,8010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2211882.47774844,6244.00231028317
167,8,9,1986,8009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2489143.50382031,6528.50125482123
168,8,8,1986,8008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2390289.65236953,6459.60721026093
169,8,7,1986,8007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2295870.08134453,6369.37852155539
170,8,6,1986,8006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2439935.73430859,6482.91584059033
171,8,5,1986,8005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2259653.69817969,6274.78143606381
172,8,4,1986,8004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2140800.20895234,6119.33214504285
173,8,3,1986,8003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2100168.48710547,6050.43748830477
174,8,2,1986,8002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,3324283.81441641,8587.10713553586
175,9,19,1986,9019,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2404708.36561328,6438.7681900865
176,9,18,1986,9018,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2256451.93194844,6306.60261989224
177,9,17,1986,9017,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2057503.82247891,6120.42685276166
178,9,16,1986,9016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2543583.47160156,6595.79843090728
179,9,15,1986,9015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2276142.94537734,6334.96915339815
180,9,14,1986,9014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2535588.27347656,6587.89499474236
181,9,13,1986,9013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2500273.559175,6559.06421819298
182,9,12,1986,9012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2273906.55161406,6353.32844189441
183,9,11,1986,9011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2661409.01229844,6728.37674110775
184,9,10,1986,9010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2665649.19488984,6722.8447972506
185,9,9,1986,9009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2867617.94989219,6919.81304533643
186,9,8,1986,9008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2632735.97203672,6677.10043592655
187,9,7,1986,9007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2793324.81532422,6830.87243608223
188,9,6,1986,9006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2379064.75091641,6410.26179459577
189,9,5,1986,9005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2473492.33971641,6475.01263600637
190,9,4,1986,9004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2394902.83207188,6381.31786723325
191,9,3,1986,9003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2581886.95879531,6562.03066691882
192,9,2,1986,9002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2174549.24443984,6142.42368447866
193,10,1,1986,10001,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,8674794.0366,12011.5940436875
194,10,2,1986,10002,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2207699.54856406,6288.06530248225
195,10,3,1986,10003,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2618171.14318438,6661.94170508947
196,10,4,1986,10004,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2453775.78121172,6481.36719680595
197,10,5,1986,10005,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2551756.08212031,6559.02855365968
198,10,6,1986,10006,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2618061.77055547,6573.71525444583
199,10,7,1986,10007,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2346434.65819062,6223.14171881103
200,10,8,1986,10008,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,1972647.48005625,5752.86269208153
201,10,9,1986,10009,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,1982812.5515125,5734.17345516005
202,10,10,1986,10010,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,1959484.13745234,5701.90772709751
203,10,11,1986,10011,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,1932212.50481016,5683.86376342188
204,10,12,1986,10012,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,1995746.06249922,5772.04222511725
205,10,13,1986,10013,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2179839.42008125,5994.9652667342
206,10,14,1986,10014,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2121447.76843047,5933.65365404037
207,10,15,1986,10015,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2341357.19361719,6169.87975969528
208,10,16,1986,10016,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2162912.41765703,5952.48073665925
209,10,17,1986,10017,1 in.=330 ft.,1,1986/03/21 00:00:00+00,NO,2090282.03760859,5857.64967616722
210,11,18,1986,11018,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3220835.44212813,7585.10091247619
211,11,17,1986,11017,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3284121.67196406,7582.55080278057
212,11,16,1986,11016,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3362965.18841328,7592.50684617858
213,11,15,1986,11015,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2767433.57467734,7020.35381817644
214,11,14,1986,11014,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2934274.66172188,7115.44759016335
215,11,13,1986,11013,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2162023.99060313,6396.74353161473
216,11,12,1986,11012,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2594550.09418516,6769.24107688189
217,11,11,1986,11011,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2218126.22477344,6408.98478652721
218,11,10,1986,11010,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2431269.36865547,6587.1096066193
219,11,9,1986,11009,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2754984.4042875,6919.08284069992
220,11,8,1986,11008,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2684181.04079141,6919.27584420779
221,11,7,1986,11007,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3284829.80302344,7497.25127353929
222,11,6,1986,11006,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2597054.85441406,6897.24398622336
223,11,5,1986,11005,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2426221.21275859,6665.38605245516
224,11,4,1986,11004,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2407962.83979844,6573.07774814174
225,11,3,1986,11003,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2198115.06031328,6335.13747969492
226,11,2,1986,11002,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2523711.94491406,6637.45685099616
227,12,23,1986,12023,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1244588.13425781,4481.40323520022
228,12,22,1986,12022,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1576325.40564766,5053.54371159654
229,12,21,1986,12021,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1996293.66403438,5663.03344055847
230,12,20,1986,12020,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2054643.69463594,5773.49510928388
231,12,19,1986,12019,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2001582.53506953,5744.61732188039
232,12,18,1986,12018,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2088673.11416875,5865.69583066638
233,12,17,1986,12017,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2239895.47328281,6034.89295608315
234,12,16,1986,12016,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2320221.54523047,6124.82331524261
235,12,15,1986,12015,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,1931421.86483047,5676.08566652784
236,12,14,1986,12014,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2241272.60619922,6053.15005439673
