X,Y,OBJECTID,Id,CaseNo,Address,CaseStatus,CaseStatusDate,CaseOpenDate,Violation,ViolationType,Y_COORD,X_COORD
-111.9171825,33.4026000000001,1112,{BBE2D767-E922-494A-8A7B-99365E740240},CE235563,"2442 S DORSEY LN, TEMPE, AZ, 85282",Under Investigation,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.4026,-111.9171825
-111.9260295,33.3963900000001,1113,{FE5CCB15-15E1-4170-AD24-C8D0C2B6D903},CM232041,"3031 S RURAL RD, TEMPE, AZ, 85282",Under Investigation,2023/10/17 00:00:00+00,2023/10/17 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.39639,-111.9260295
-111.896271,33.42209947,1114,{3D46B28C-86DB-4C09-A435-8BFD176EE16A},CM232055,"2090 E UNIVERSITY DR, TEMPE, AZ, 85281",Under Investigation,2023/10/18 00:00:00+00,2023/10/18 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.42209947,-111.896271
-111.910599,33.3708120000001,1115,{2246995D-77E1-44C3-9879-C7EF10B7F1D2},CM232067,"5801 S MCCLINTOCK DR, TEMPE, AZ, 85283",Under Investigation,2023/10/19 00:00:00+00,2023/10/19 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.370812,-111.910599
-111.927258,33.3846540000001,1116,{55E06D76-B3F9-4F40-A45A-47A4D261CD8A},CM232078,"4400 S RURAL RD, TEMPE, AZ, 85282",Under Investigation,2023/10/20 00:00:00+00,2023/10/20 00:00:00+00,"ZDC 4-102.E.3. - Illegal removal of landscape, lighting, walls, screening devices or other features",Zoning,33.384654,-111.927258
-111.93566508,33.3904779600001,1117,{9D27F335-73F6-4E18-83CB-239F61471032},CE235690,"226 E PEBBLE BEACH DR, TEMPE, AZ, 85282",Under Investigation,2023/10/24 00:00:00+00,2023/10/23 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.39047796,-111.93566508
-111.9472032,33.42713157,1118,{1E92AFA6-F591-4CEB-B3B4-595B7AF8C205},CM232091,"303 S ROOSEVELT ST, TEMPE, AZ, 85281",Under Investigation,2023/10/23 00:00:00+00,2023/10/23 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.42713157,-111.9472032
-111.89927647,33.376743,1119,{306E3E6B-F1DC-440E-A98A-C4A76E95DF0B},CE235740,"5242 S CLARK DR, TEMPE, AZ, 85283",Under Investigation,2023/10/25 00:00:00+00,2023/10/25 00:00:00+00,"ZDC 4-602.B.7 - Recreational vehicles exceeding twenty-one (21) feet in length and all boats, unmounted truck campers, and trailers shall not be parked in the front yard building setback or street side yard setback.",Zoning,33.376743,-111.89927647
-111.898089,33.36438951,1120,{3500819E-ACB8-4009-AECF-9ACD284B88C8},CE235752,"2109 E PEGASUS DR, TEMPE, AZ, 85283",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.36438951,-111.898089
-111.94626024,33.4116979300001,1121,{EF710B8E-E4A5-440D-B40A-19B5DB0A40C2},CE235753,"519 W 16TH ST, TEMPE, AZ, 85281",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.8 - Any landscaping, visible from public property, that is substantially dead, damaged, or characterize by uncontrolled growth, or presents a deteriorated appearance",Nuisance,33.41169793,-111.94626024
-111.93371261,33.3636873400001,1122,{A2D0A34B-2B44-46F3-BEDC-4C90F0262B1E},CE235755,"6401 S COLLEGE AVE, TEMPE, AZ, 85283",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.36368734,-111.93371261
-111.91281745,33.419043,1123,{EA9B390A-694B-4BB0-88D7-7AB28EDB22CF},CE226426,"906 S UNA AVE, TEMPE, AZ, 85281",Under Investigation,2022/10/26 00:00:00+00,2022/10/24 00:00:00+00,"CC 21-4.a.2.c - Deteriorated roof; broken, rotted, split, curled or missing roofing material in such amounts as to present a deteriorated appearance",Nuisance,33.419043,-111.91281745
-111.95647586,33.40743315,1124,{C35CE0E5-A8C6-4D2D-B5EC-3F97126D7E55},CM221987,"1120 W BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/05/09 00:00:00+00,2022/11/18 00:00:00+00,CC 21-3.b.8 - Any palm or similar type tree having dead or dry fronds descending downward from the base of the lowest living frond more than eight (8) feet or dry fronds longer than five (5) feet and closer than eight (8) feet to the ground,Nuisance,33.40743315,-111.95647586
-111.94578861,33.35265087,1125,{61CD89D5-98E3-4FCE-85F6-B644F0B34A37},CM222072,"7305 S KYRENE RD, TEMPE, AZ, 85283",Under Investigation,2022/12/02 00:00:00+00,2022/12/01 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.35265087,-111.94578861
-111.94578861,33.35265087,1126,{6E791FEB-BA5F-40F4-A768-1195173AA381},CM222072,"7305 S KYRENE RD, TEMPE, AZ, 85283",Under Investigation,2022/12/02 00:00:00+00,2022/12/01 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.35265087,-111.94578861
-111.95005187,33.3308797,1127,{AB0F0C9D-5294-4EFB-BA65-E54E561BC957},CM230163,"9100 S MCKEMY ST, TEMPE, AZ, 85284",Under Investigation,2023/06/08 00:00:00+00,2023/01/19 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.3308797,-111.95005187
-111.93959851,33.391602,1128,{B03DA0AC-3055-4EF4-B5B3-B838E47C9FF7},CM230225,"3408 S MILL AVE, TEMPE, AZ, 85282",Under Investigation,2023/01/31 00:00:00+00,2023/01/30 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.391602,-111.93959851
-111.91281745,33.419043,1129,{D091487A-3B92-43C2-A0BF-70095462335C},CE226426,"906 S UNA AVE, TEMPE, AZ, 85281",Under Investigation,2022/10/26 00:00:00+00,2022/10/24 00:00:00+00,CC 21-3.b.3 - An unregistered vehicle outside of or under a roof area not enclosed,Nuisance,33.419043,-111.91281745
-111.95647586,33.40743315,1130,{F7E8E41F-08F4-4639-A181-EAF7476796D6},CM221987,"1120 W BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/05/09 00:00:00+00,2022/11/18 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.40743315,-111.95647586
-111.95005187,33.3308797,1131,{17B1E6AB-EBC5-473A-A9D7-A337FC0B759C},CM230163,"9100 S MCKEMY ST, TEMPE, AZ, 85284",Under Investigation,2023/06/08 00:00:00+00,2023/01/19 00:00:00+00,ZDC 1-201.A. - Site &/or building changes made without City approval,Zoning,33.3308797,-111.95005187
-111.95005187,33.3308797,1132,{77550197-74C5-4A89-916C-DE1F1BB6E043},CM230163,"9100 S MCKEMY ST, TEMPE, AZ, 85284",Under Investigation,2023/06/08 00:00:00+00,2023/01/19 00:00:00+00,ZDC 1-201.A. - Site &/or building changes made without City approval,Zoning,33.3308797,-111.95005187
-111.94738877,33.3792266300001,1133,{6F078B3B-1106-4436-BB8B-7205468E0DDE},CE230991,"5070 S ROOSEVELT ST, TEMPE, AZ, 85282",Under Investigation,2023/02/21 00:00:00+00,2023/02/16 00:00:00+00,ZDC 3-409 - Group Home,Zoning,33.37922663,-111.94738877
-111.9061305,33.4095750000001,1134,{2155A972-A780-4EB6-88D6-C51F44AC75ED},CM230455,"1872 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/02/24 00:00:00+00,2023/02/23 00:00:00+00,ZDC 4-902.I.1 - Signs on a property shall be maintained by the owner or person in possession of the property on which the sign is located. Maintenance shall be such that the signage continues to conform to the conditions imposed by the sign permit.,Sign,33.409575,-111.9061305
-111.928104,33.367104,1135,{F5F4D958-5E59-4775-AB93-9E02770936D4},CM230568,"6101 S RURAL RD, TEMPE, AZ, 85283",Under Investigation,2023/03/07 00:00:00+00,2023/03/07 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.367104,-111.928104
-111.922722,33.3949230000001,1136,{A9702C1D-B7FF-4F5F-927C-4FAD75CA752A},CE235979,"1060 E GENEVA DR, TEMPE, AZ, 85282",Under Investigation,2023/11/06 00:00:00+00,2023/11/03 00:00:00+00,,,33.394923,-111.922722
-111.92310638,33.39654826,1138,{8423E5D8-01D9-466E-9206-BA624794C25D},CE236162,"1039 E LOYOLA DR, TEMPE, AZ, 85282",Under Investigation,2023/11/16 00:00:00+00,2023/11/13 00:00:00+00,,,33.39654826,-111.92310638
-111.90925967,33.3826662000001,1139,{C1A50B0C-86E0-44FF-AD64-4B6EC805510E},CM232138,"4700 S MCCLINTOCK DR, TEMPE, AZ, 85282",Under Investigation,2023/10/31 00:00:00+00,2023/10/30 00:00:00+00,,,33.3826662,-111.90925967
-111.8980415,33.37325521,1140,{1E4D319B-F8AA-4143-BE6C-07C7427541B0},CE236163,"2040 E OXFORD DR, TEMPE, AZ, 85283",Under Investigation,2023/11/14 00:00:00+00,2023/11/13 00:00:00+00,,,33.37325521,-111.8980415
-111.92045149,33.4501020000001,1141,{CEEA3EF6-9211-451F-A146-6EDA69F37B20},CE236058,"1809 N DAFFODIL ST, TEMPE, AZ, 85281",Under Investigation,2023/11/08 00:00:00+00,2023/11/07 00:00:00+00,,,33.450102,-111.92045149
-111.927177,33.414471,1142,{FF3FB244-878E-40FE-B6F4-BB77BD33939A},CM231504,"801 E APACHE BLVD, TEMPE, AZ, 85281",Under Investigation,2023/07/13 00:00:00+00,2023/07/12 00:00:00+00,,,33.414471,-111.927177
-111.9521127,33.4167987000001,1143,{CC10684C-0743-4F64-B382-DD2CE3B10857},CM232175,"1101 S HARDY DR, TEMPE, AZ, 85281",Under Investigation,2023/11/16 00:00:00+00,2023/11/03 00:00:00+00,,,33.4167987,-111.9521127
-111.92358784,33.4084889800001,1144,{C10FB239-AB06-4842-9DA9-5AE2438A13CA},CM232002,"1801 S JENTILLY LN, TEMPE, AZ, 85281",Under Investigation,2023/10/12 00:00:00+00,2023/10/12 00:00:00+00,,,33.40848898,-111.92358784
-111.8963054,33.3739845200001,1145,{5B8C5F09-8288-4F76-99AE-2135A9825CD1},CE235962,"2107 E STANFORD DR, TEMPE, AZ, 85283",Under Investigation,2023/11/06 00:00:00+00,2023/11/02 00:00:00+00,,,33.37398452,-111.8963054
-111.8837925,33.4161360000001,1146,{21707644-CEBC-4EA7-B44D-8C31E9BEA4CB},CM232152,"2539 E MCARTHUR DR, TEMPE, AZ, 85281",Under Investigation,2023/11/02 00:00:00+00,2023/10/31 00:00:00+00,,,33.416136,-111.8837925
-111.919409,33.41156584,1147,{D3449C90-FBD9-4C3D-AE15-F1862BDAFEF9},CE235415,"1432 S STANLEY PL, TEMPE, AZ, 85281",Under Investigation,2023/10/06 00:00:00+00,2023/10/06 00:00:00+00,,,33.41156584,-111.919409
-111.9354075,33.3432270000001,1148,{C3519673-43E4-41C8-B88E-7D95CC22BC97},CE236022,"110 E CITATION LN, TEMPE, AZ, 85284",Under Investigation,2023/11/07 00:00:00+00,2023/11/06 00:00:00+00,,,33.343227,-111.9354075
-111.909303,33.376158,1150,{B4A376B6-8451-49BE-89E3-5E639DFC0327},CM232070,"5301 S MCCLINTOCK DR, TEMPE, AZ, 85283",Under Investigation,2023/10/19 00:00:00+00,2023/10/19 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.376158,-111.909303
-111.95357931,33.3547645200001,1151,{0C178376-8016-42A4-8C02-8279A82FCD13},CM232073,"909 W GROVE PKWY, TEMPE, AZ, 85283",Under Investigation,2023/10/20 00:00:00+00,2023/10/20 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.35476452,-111.95357931
-111.903966,33.4053180000001,1152,{12D671DB-0DE9-4E05-981E-EE9B58E3B9E3},CE235680,"1906 E PALMCROFT DR, TEMPE, AZ, 85282",Under Investigation,2023/10/23 00:00:00+00,2023/10/20 00:00:00+00,"CC 21-3.b.4 - To permit outside of any single-family or multifamily dwelling or accessory building any camper, vehicle or parts thereof in the front or side area of the building visible from the street that is not on an improved area intended for parking",Nuisance,33.405318,-111.903966
-111.96073307,33.4055009300001,1153,{9B6C73B0-AC12-47D2-BF72-207038BC1B4E},CM232080,"2127 S PRIEST DR, TEMPE, AZ, 85282",Under Investigation,2023/11/06 00:00:00+00,2023/10/20 00:00:00+00,ZDC 1-201.A. - Site &/or building changes made without City approval,Zoning,33.40550093,-111.96073307
-111.96128147,33.3345901800001,1154,{A9B59A53-AF9C-4C76-9E22-542691EADBF4},CM232083,"1330 W WARNER RD, TEMPE, AZ, 85284",Under Investigation,2023/10/20 00:00:00+00,2023/10/20 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.33459018,-111.96128147
-111.902553,33.362262,1155,{5A41CB7E-E95D-44A1-95B7-B9FA1F381169},CE235683,"1949 E WOODMAN DR, TEMPE, AZ, 85283",Under Investigation,2023/10/24 00:00:00+00,2023/10/20 00:00:00+00,"Sec.29-2. - Adjacent property owners to maintain sidewalks, gutters, alleys",Zoning,33.362262,-111.902553
-111.90258625,33.3582010800001,1156,{ECDDF794-7129-4B27-90EB-BE7D1A5CE52C},CE235735,"1959 E REDFIELD RD, TEMPE, AZ, 85283",Under Investigation,2023/10/24 00:00:00+00,2023/10/24 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.35820108,-111.90258625
-111.93017668,33.3841121900001,1157,{71A75F60-149C-4535-9B0E-522A799F4582},CE235736,"4423 S MCALLISTER AVE, TEMPE, AZ, 85282",Under Investigation,2023/10/24 00:00:00+00,2023/10/24 00:00:00+00,CC 21-3.b.15 - A wall or fence deteriorated in appearance or which constitutes a hazard,Nuisance,33.38411219,-111.93017668
-111.940866,33.405111,1158,{7D71CC24-4371-42EB-998C-8B8ACDF96A51},CE235739,"2123 S HU ESTA DR, TEMPE, AZ, 85282",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.405111,-111.940866
-111.9086628,33.3806255600001,1159,{1917C6A8-29D2-4564-A91C-23852FAB90A7},CE235762,"1807 E ELLIS DR, TEMPE, AZ, 85282",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,CC 21-3.b.3 - An unregistered vehicle outside of or under a roof area not enclosed,Nuisance,33.38062556,-111.9086628
-111.9499875,33.414021,1160,{61EF95EE-118D-4BE9-8A1A-0076FBE792F9},CM232129,"713 W 13TH ST, TEMPE, AZ, 85281",Under Investigation,2023/10/30 00:00:00+00,2023/10/26 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.414021,-111.9499875
-111.95422725,33.4154441000001,1161,{ACDB6E81-6F61-4D1C-A1B7-03AD0A98AB6A},CE235775,"1054 W 12TH PL, TEMPE, AZ, 85281",Under Investigation,2023/10/27 00:00:00+00,2023/10/26 00:00:00+00,CC 21-3.b.8 - Any palm or similar type tree having dead or dry fronds descending downward from the base of the lowest living frond more than eight (8) feet or dry fronds longer than five (5) feet and closer than eight (8) feet to the ground,Nuisance,33.4154441,-111.95422725
-111.91564776,33.4043474800001,1162,{86C7605E-F9CF-49D3-AF46-497355C0493D},CE235811,"2314 S GARY DR, TEMPE, AZ, 85282",Under Investigation,2023/10/27 00:00:00+00,2023/10/27 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.40434748,-111.91564776
-111.92398376,33.39575151,1163,{08B9FF65-C5B1-450B-9C2E-AD67768A9734},CE235832,"1029 E FAIRMONT DR, TEMPE, AZ, 85282",Under Investigation,2023/10/31 00:00:00+00,2023/10/30 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.39575151,-111.92398376
-111.90976823,33.38185502,1164,{DD43C607-DC8A-4ACF-A147-8087F9A66003},CE235834,"1732 E MINTON DR, TEMPE, AZ, 85282",Under Investigation,2023/10/31 00:00:00+00,2023/10/30 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.38185502,-111.90976823
-111.90466637,33.3716773900001,1165,{AE9D819A-D48B-4004-9ABB-AE805F0303E4},CE235847,"5619 S HAZELTON LN, TEMPE, AZ, 85283",Under Investigation,2023/10/30 00:00:00+00,2023/10/30 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.37167739,-111.90466637
-111.95416077,33.40856217,1166,{A1C65C0F-ED4E-4761-BCFB-36D6DE2408FC},CE235848,"1002 W 19TH ST, TEMPE, AZ, 85281",Under Investigation,2023/10/31 00:00:00+00,2023/10/30 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.40856217,-111.95416077
-111.92780902,33.446178,1167,{26E18916-7961-46D0-ADB4-AB6F4290CCF9},CE235899,"1514 N SUNSET DR, TEMPE, AZ, 85281",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.446178,-111.92780902
-111.89746498,33.38095309,1168,{32022A80-1F91-481B-A594-B2D4A8B9FDC6},CE235910,"2080 E ELLIS DR, TEMPE, AZ, 85282",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.38095309,-111.89746498
-111.941226,33.3644850000001,1169,{3BD8DAD2-A748-4C81-B887-D035B2274E47},CM232161,"135 W ORION ST, TEMPE, AZ, 85283",Under Investigation,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,"ZDC 4-102.E.3. - Illegal removal of landscape, lighting, walls, screening devices or other features",Zoning,33.364485,-111.941226
-111.959892,33.3943200000001,1170,{2433F14D-7A3B-4C79-8413-92992E95256A},CM232163,"1330 W SOUTHERN AVE, TEMPE, AZ, 85282",Under Investigation,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.39432,-111.959892
-111.9520125,33.427944,1171,{E8D0CFD1-25E0-408A-BBB1-B943EC198C76},CM232169,"135 S HARDY DR, TEMPE, AZ, 85281",Under Investigation,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,"CC 21-4.a.2.a - Any wood surfaces unprotected from the elements by paint or other protective treatment, except those naturally resistant to decay",Nuisance,33.427944,-111.9520125
-111.952683,33.429564,1172,{156DD8D1-9A0F-4527-804E-CC969B4D3599},CM232172,"1008 W 1ST ST, TEMPE, AZ, 85281",Under Investigation,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.429564,-111.952683
-111.95557036,33.3588459100001,1173,{9DB74548-3AC5-48BD-83B4-85678181D527},CE235992,"6719 S HARDY DR, TEMPE, AZ, 85283",Under Investigation,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.35884591,-111.95557036
-111.95788408,33.4203677,1174,{82E54058-B720-449A-8A4A-E93DFB0DF505},CE235998,"1232 W LAIRD ST, TEMPE, AZ, 85281",Under Investigation,2023/11/06 00:00:00+00,2023/11/03 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.4203677,-111.95788408
-111.9586545,33.38885752,1175,{008EA1F7-20BD-40E3-BA11-3D703EB7F260},CE236007,"1238 W MANHATTON DR, TEMPE, AZ, 85282",Under Investigation,2023/11/07 00:00:00+00,2023/11/06 00:00:00+00,CC 21-3.b.3 - An unregistered vehicle outside of or under a roof area not enclosed,Nuisance,33.38885752,-111.9586545
-111.9313395,33.3948960000001,1176,{BC348B44-F510-4FC0-8338-D0DF97EE17CD},CE236017,"502 E GENEVA DR, TEMPE, AZ, 85282",Under Investigation,2023/11/07 00:00:00+00,2023/11/06 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.394896,-111.9313395
-111.94573595,33.42362845,1177,{D75D0645-56D0-4BDA-A341-4704080BB6FF},CM220307,"614 S WILSON ST, TEMPE, AZ, 85281",Under Investigation,2023/06/09 00:00:00+00,2022/02/23 00:00:00+00,"ZDC 4-102.E.3. - Illegal removal of landscape, lighting, walls, screening devices or other features",Zoning,33.42362845,-111.94573595
-111.9603915,33.377301,1178,{237B9557-004F-4192-AD7A-EFB5094E8B32},CM231195,"1403 W BASELINE RD, TEMPE, AZ, 85283",Under Investigation,2023/05/16 00:00:00+00,2023/05/16 00:00:00+00,"Sec.22-105. - All sidewalks, walls, buildings, fences, signs, and other structures of surfaces shall be kept free from graffiti when the graffiti is visible from the street or other public or private property",Nuisance,33.377301,-111.9603915
-111.89547816,33.4165591,1179,{8D9DEA06-B568-4CCA-B906-569AA3AA7881},CE233042,"2113 E HOWE AVE, TEMPE, AZ, 85281",Under Investigation,2023/05/22 00:00:00+00,2023/05/19 00:00:00+00,CC 21-3.b.15 - A wall or fence deteriorated in appearance or which constitutes a hazard,Nuisance,33.4165591,-111.89547816
-111.9258855,33.4146715300001,1180,{7E32D0EF-CC9D-4FB6-BDB1-144C16220A8E},CM231320,"909 E APACHE BLVD, TEMPE, AZ, 85281",Under Investigation,2023/06/07 00:00:00+00,2023/06/06 00:00:00+00,"Sec.22-105. - All sidewalks, walls, buildings, fences, signs, and other structures of surfaces shall be kept free from graffiti when the graffiti is visible from the street or other public or private property",Nuisance,33.41467153,-111.9258855
-111.91335666,33.41253563,1181,{66FF84BE-3796-4E19-B6F0-663993D52AD4},CE233463,"1521 E WILLIAMS ST, TEMPE, AZ, 85281",Under Investigation,2023/06/13 00:00:00+00,2023/06/12 00:00:00+00,"Sec.29-2. - Adjacent property owners to maintain sidewalks, gutters, alleys",Zoning,33.41253563,-111.91335666
-111.93754164,33.3864737100001,1182,{6FF4DB19-F655-4E1F-91DB-A433186C759E},CE233687,"116 E RIVIERA DR, TEMPE, AZ, 85282",Under Investigation,2023/06/26 00:00:00+00,2023/06/26 00:00:00+00,"CC 21-4.a.3 - Outside of any building, any required address numbers which are not mounted to the building in a permanent and stationary manner, or are not visible at all times from public access areas to the dwelling",Nuisance,33.38647371,-111.93754164
-111.94272962,33.40430846,1183,{7297F30C-B03B-4368-905F-212BC64ED789},CE233737,"139 W HU ESTA DR, TEMPE, AZ, 85282",Under Investigation,2023/06/28 00:00:00+00,2023/06/27 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.40430846,-111.94272962
-111.92648802,33.450975,1184,{6FF47D7E-00C4-4F0D-9218-3DF4D94AE9C5},CM231654,"1926 N SCOTTSDALE RD, TEMPE, AZ, 85281",Under Investigation,2023/08/09 00:00:00+00,2023/08/09 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.450975,-111.92648802
-111.92097799,33.3848078300001,1185,{35E35681-6115-4ECF-8760-E6A6C78CE241},CE234589,"4403 S TERRACE RD, TEMPE, AZ, 85282",Under Investigation,2023/11/03 00:00:00+00,2023/08/16 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.38480783,-111.92097799
-111.95338069,33.4129863900001,1186,{1A5659EE-7880-4DBE-9AF6-8ACCEA7216FA},CE234596,"925 W PARKWAY BLVD, TEMPE, AZ, 85281",Under Investigation,2023/08/21 00:00:00+00,2023/08/17 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.41298639,-111.95338069
-111.91960666,33.3985126700001,1187,{612EAF83-847B-46CB-9B66-FCBE13D7587C},CE234653,"1203 E CAMPUS DR, TEMPE, AZ, 85282",Under Investigation,2023/09/22 00:00:00+00,2023/08/18 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.39851267,-111.91960666
-111.9200895,33.39696546,1188,{25504D18-309D-428F-9705-6327DA94E375},CE234676,"1138 E DEL RIO DR, TEMPE, AZ, 85282",Under Investigation,2023/09/22 00:00:00+00,2023/08/21 00:00:00+00,"ZDC 4-602.B.7 - Recreational vehicles exceeding twenty-one (21) feet in length and all boats, unmounted truck campers, and trailers shall not be parked in the front yard building setback or street side yard setback.",Zoning,33.39696546,-111.9200895
-111.95326552,33.417765,1189,{B9AA4412-D397-42C8-BF9C-DCD5E1C399F3},CE234690,"1018 S PARKSIDE DR, TEMPE, AZ, 85281",Under Investigation,2023/08/21 00:00:00+00,2023/08/21 00:00:00+00,"CC 21-4.a.3 - Outside of any building, any required address numbers which are not mounted to the building in a permanent and stationary manner, or are not visible at all times from public access areas to the dwelling",Nuisance,33.417765,-111.95326552
-111.945879,33.4224360000001,1190,{17A5357B-71E2-497B-8DE0-0417913BCB36},CM231977,"510 W UNIVERSITY DR, TEMPE, AZ, 85281",Under Investigation,2023/10/06 00:00:00+00,2023/10/06 00:00:00+00,ZDC 1-201.A. - Site &/or building changes made without City approval,Zoning,33.422436,-111.945879
-111.9729645,33.383268,1191,{4036C216-5B9D-447B-BA4E-A19758CA91C3},CM231766,"2311 W VINEYARD RD, TEMPE, AZ, 85282",Under Investigation,2023/10/30 00:00:00+00,2023/08/30 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.383268,-111.9729645
-111.93062382,33.3414381800001,1192,{67B2DF06-59B2-4384-AB55-FCEA9D4C7790},CE234927,"11616 S 71ST ST, TEMPE, AZ, 85284",Under Investigation,2023/11/09 00:00:00+00,2023/09/06 00:00:00+00,CC 21-3.b.16 - Swimming pool area not properly enclosed and secured,Nuisance,33.34143818,-111.93062382
