X,Y,OBJECTID,Id,CaseNo,Address,CaseStatus,CaseStatusDate,CaseOpenDate,Violation,ViolationType,Y_COORD,X_COORD
-111.95377725,33.4190109800001,319,{BA97A824-8AE9-469A-9772-FE2A6D8ECD0D},CE235345,"1036 W 10TH ST, TEMPE, AZ, 85281",Under Investigation,2023/10/03 00:00:00+00,2023/10/03 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.41901098,-111.95377725
-111.92935081,33.37142672,320,{76D95262-4177-4C61-8BA6-CC19475BBFFA},CE235377,"745 E YALE DR, TEMPE, AZ, 85283",Under Investigation,2023/10/05 00:00:00+00,2023/10/04 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.37142672,-111.92935081
-111.910626,33.41286,321,{D42DD9D5-06A3-4D5A-B77E-0B28F25298AB},CM231962,"1707 E APACHE BLVD, TEMPE, AZ, 85281",Under Investigation,2023/10/05 00:00:00+00,2023/10/05 00:00:00+00,"ZDC 4-902.B.6 - Banners, pennants, wind-driven spinners, streamers, balloons, flags, search lights, strobe lights, holographic projections, laser light displays, beacons, and inflatable signs.",Sign,33.41286,-111.910626
-111.9445965,33.331896,322,{2E0C464D-90B6-4A44-A0F0-7AD6F6CF4D5F},CM231968,"9025 S KYRENE RD, TEMPE, AZ, 85284",Under Investigation,2023/10/05 00:00:00+00,2023/10/05 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.331896,-111.9445965
-111.951864,33.414795,323,{3A2831FE-2533-439E-B90C-EF2643593A03},CE235432,"1233 S HARDY DR, TEMPE, AZ, 85281",Under Investigation,2023/10/06 00:00:00+00,2023/10/06 00:00:00+00,ZDC 3-401.D - Non-permitted acessory structure,Zoning,33.414795,-111.951864
-111.91284,33.3680400000001,324,{A676D930-F74F-4C65-925E-EAEDB8D54EF7},CE235515,"1700 E JULIE DR, TEMPE, AZ, 85283",Under Investigation,2023/10/12 00:00:00+00,2023/10/12 00:00:00+00,"CC 21-3.b.8 - Any landscaping, visible from public property, that is substantially dead, damaged, or characterize by uncontrolled growth, or presents a deteriorated appearance",Nuisance,33.36804,-111.91284
-111.94872488,33.3492878500001,325,{4959F490-0084-493C-A482-8936FF93D6EE},CM232013,"752 W ELLIOT RD, TEMPE, AZ, 85284",Under Investigation,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.34928785,-111.94872488
-111.91870523,33.38484377,326,{F854BC9B-8C54-4F8C-B90D-5054E799B894},CE235559,"1212 E GREENWAY DR, TEMPE, AZ, 85282",Under Investigation,2023/10/30 00:00:00+00,2023/10/16 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.38484377,-111.91870523
-111.932658,33.394257,327,{6CEEECC0-C037-47DF-9C56-8CAEC4BFC091},CM232034,"436 E SOUTHERN AVE, TEMPE, AZ, 85282",Under Investigation,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.394257,-111.932658
-111.9171825,33.4026000000001,328,{279F2C35-19BA-4E4C-A72A-09BF982CA01E},CE235563,"2442 S DORSEY LN, TEMPE, AZ, 85282",Under Investigation,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.4026,-111.9171825
-111.9368205,33.373836,329,{163835CD-08D7-490B-A8AD-7F4993CCC3A3},CE235573,"5402 S BRADLEY DR, TEMPE, AZ, 85283",Under Investigation,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.373836,-111.9368205
-111.915108,33.39046854,330,{E57BCA09-8E1D-4113-8DB4-AFC84141667F},CE235621,"1413 E LAGUNA DR, TEMPE, AZ, 85282",Under Investigation,2023/10/17 00:00:00+00,2023/10/17 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.39046854,-111.915108
-111.896271,33.42209947,331,{FF1C852E-72F1-43B7-8E9C-FE29D1A660CA},CM232055,"2090 E UNIVERSITY DR, TEMPE, AZ, 85281",Under Investigation,2023/10/18 00:00:00+00,2023/10/18 00:00:00+00,"ZDC 4-904.A.1 - A sign permit shall be required in order to erect, install, relocate, modify or change any sign within the city. Modifications include any change in or to an existing sign, its face or supporting structures (except for maintenance).",Sign,33.42209947,-111.896271
-111.94301716,33.34905694,332,{2F4A8C5E-2278-4C98-8115-2AC6A31711EA},CM232079,"303 W ELLIOT RD, TEMPE, AZ, 85284",Under Investigation,2023/10/20 00:00:00+00,2023/10/20 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.34905694,-111.94301716
-111.9215295,33.4451465400001,333,{202C83D1-3D2A-4076-82AE-E6AF948A7A19},CE235703,"1115 E MARNY RD, TEMPE, AZ, 85281",Under Investigation,2023/10/23 00:00:00+00,2023/10/23 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.44514654,-111.9215295
-111.90566425,33.4174119300001,334,{8EBB0597-D61B-4947-8142-268006F39907},CE235708,"1103 S BONNIE LN, TEMPE, AZ, 85281",Under Investigation,2023/10/23 00:00:00+00,2023/10/23 00:00:00+00,CC 21-3.b.3 - An inoperable vehicle or parts thereof outside of or under a roof area not enclosed,Nuisance,33.41741193,-111.90566425
-111.89927647,33.376743,335,{802F8849-C51A-4968-88FB-9C5BA9D35609},CE235740,"5242 S CLARK DR, TEMPE, AZ, 85283",Under Investigation,2023/10/25 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.376743,-111.89927647
-111.94626024,33.4116979300001,336,{B3DEF096-2DD1-4E8A-8E52-A685F8C4C2A4},CE235753,"519 W 16TH ST, TEMPE, AZ, 85281",Under Investigation,2023/10/26 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.41169793,-111.94626024
-111.90734966,33.3584384100001,337,{5CC8D881-AA01-42D8-A7C4-6702A032FD1A},CE235761,"6815 S LOS FELIZ DR, TEMPE, AZ, 85283",Under Investigation,2023/10/25 00:00:00+00,2023/10/25 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.35843841,-111.90734966
-111.9424185,33.36370951,338,{4218664F-7571-408B-A5F6-C5213EF24AD8},CM232124,"250 W GUADALUPE RD, TEMPE, AZ, 85283",Under Investigation,2023/10/26 00:00:00+00,2023/10/26 00:00:00+00,"ZDC 4-102.E.3. - Illegal removal of landscape, lighting, walls, screening devices or other features",Zoning,33.36370951,-111.9424185
-111.90985789,33.3346404700001,339,{5D56BA80-9507-4316-AB64-A6A567D87C12},CM232125,"1825 E WARNER RD, TEMPE, AZ, 85284",Under Investigation,2023/10/26 00:00:00+00,2023/10/26 00:00:00+00,"CC 21-3.b.8 - Any landscaping, visible from public property, that is substantially dead, damaged, or characterize by uncontrolled growth, or presents a deteriorated appearance",Nuisance,33.33464047,-111.90985789
-111.882726,33.393474,340,{61C97627-40AB-4AFB-B96D-6F10E084972B},CM232130,"2600 E SOUTHERN AVE, TEMPE, AZ, 85282",Under Investigation,2023/10/26 00:00:00+00,2023/10/26 00:00:00+00,"ZDC 4-902.I.2 - A damaged sign, including signs vandalized or subject to graffiti, shall be repaired within sixty (60) days;",Sign,33.393474,-111.882726
-111.92689174,33.4097696000001,341,{41FA9CA0-CF78-49EE-BE39-B4EA34824CE6},CE235791,"724 E ENCANTO DR, TEMPE, AZ, 85281",Under Investigation,2023/11/01 00:00:00+00,2023/10/26 00:00:00+00,ZDC 3-401.D - Non-permitted acessory structure,Zoning,33.4097696,-111.92689174
-111.8894265,33.389217,342,{EF52E919-9662-49FC-A861-67B58E45F4CD},CE235805,"3705 S COTTONWOOD DR, TEMPE, AZ, 85282",Under Investigation,2023/10/27 00:00:00+00,2023/10/27 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.389217,-111.8894265
-111.9106215,33.3647100000001,343,{05BA7434-BBAD-45CE-847A-BC32294B350D},CM232134,"6301 S MCCLINTOCK DR, TEMPE, AZ, 85283",Under Investigation,2023/10/27 00:00:00+00,2023/10/27 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.36471,-111.9106215
-111.91907415,33.4074195700001,344,{106BBA28-6B57-4FA8-AD41-A99AB7E1B627},CM232144,"1245 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/10/30 00:00:00+00,2023/10/30 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.40741957,-111.91907415
-111.93765665,33.39683711,345,{77897427-F0FC-49D9-B844-B5B52F77B4DA},CE235881,"105 E ERIE DR, TEMPE, AZ, 85282",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.8 - Any landscaping, visible from public property, that is substantially dead, damaged, or characterize by uncontrolled growth, or presents a deteriorated appearance",Nuisance,33.39683711,-111.93765665
-111.88990002,33.3902011500001,346,{5FF72720-CBA8-4D30-B766-732E33E7D58B},CE235889,"3616 S COTTONWOOD DR, TEMPE, AZ, 85282",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,CC 21-3.b.8 - Any palm or similar type tree having dead or dry fronds descending downward from the base of the lowest living frond more than eight (8) feet or dry fronds longer than five (5) feet and closer than eight (8) feet to the ground,Nuisance,33.39020115,-111.88990002
-111.9191355,33.3788940000001,347,{CE86D954-7A5C-4839-9F96-F83558AE3A95},CM232155,"1222 E BASELINE RD, TEMPE, AZ, 85283",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.378894,-111.9191355
-111.95431535,33.3891683300001,348,{C1C33033-3B97-4E5A-A42C-90A7DDE98B47},CE235908,"1044 W MANHATTON DR, TEMPE, AZ, 85282",Under Investigation,2023/11/02 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.38916833,-111.95431535
-111.95431535,33.3891683300001,349,{45280893-488C-4408-86D0-FC41AB447EEB},CE235908,"1044 W MANHATTON DR, TEMPE, AZ, 85282",Under Investigation,2023/11/02 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.38916833,-111.95431535
-111.88870725,33.4202217000001,350,{E06C0491-CF20-44F0-8A64-B78C9A375286},CE235918,"2319 E MARYLAND DR, TEMPE, AZ, 85281",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.4202217,-111.88870725
-111.8956545,33.41583052,351,{9729C58E-1F18-45BA-9986-67969A1804DE},CE235922,"2108 E LEMON ST, TEMPE, AZ, 85281",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.4 - To permit outside of any single-family or multifamily dwelling or accessory building any camper, vehicle or parts thereof in the front or side area of the building visible from the street that is not on an improved area intended for parking",Nuisance,33.41583052,-111.8956545
-111.93563091,33.39648608,352,{44CC1BA3-7E82-4140-853B-E96534F9A17C},CE235927,"227 E ERIE DR, TEMPE, AZ, 85282",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.39648608,-111.93563091
-111.90233059,33.3904938100001,353,{572A5174-C210-460D-803C-90B476B8D8E2},CE235929,"1960 E PEBBLE BEACH DR, TEMPE, AZ, 85282",Under Investigation,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.39049381,-111.90233059
-111.95901268,33.41806569,354,{8EDA5DB3-8FDB-47A1-81DA-047AB8122E88},CE235963,"1310 W 10TH PL, TEMPE, AZ, 85281",Under Investigation,2023/11/03 00:00:00+00,2023/11/02 00:00:00+00,"Sec.29-2. - Adjacent property owners to maintain sidewalks, gutters, alleys",Zoning,33.41806569,-111.95901268
-111.917934,33.3813420000001,355,{0396BE34-5464-4ECB-A3AA-6D65AB3F517C},CM170537,"1220 E BAKER DR, TEMPE, AZ, 85282",Under Investigation,2017/05/03 00:00:00+00,2017/05/02 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.381342,-111.917934
-111.95695003,33.41391886,356,{EE84C598-995F-4AD0-8814-46735135FC31},CE220767,"1323 S SHAFER DR, TEMPE, AZ, 85281",Under Investigation,2023/01/30 00:00:00+00,2022/02/03 00:00:00+00,"CC 21-3.b.4 - To permit outside of any single-family or multifamily dwelling or accessory building any camper, vehicle or parts thereof in the front or side area of the building visible from the street that is not on an improved area intended for parking",Nuisance,33.41391886,-111.95695003
-111.95695003,33.41391886,357,{BABFBCFC-CFA0-450E-83A4-F85193DE0F01},CE220767,"1323 S SHAFER DR, TEMPE, AZ, 85281",Under Investigation,2023/01/30 00:00:00+00,2022/02/03 00:00:00+00,ZDC 3-401.C - Non-permitted accessory building,Zoning,33.41391886,-111.95695003
-111.95647586,33.40743315,358,{1292FAF1-2669-403F-80D8-AC7EDCA25840},CM221987,"1120 W BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/05/09 00:00:00+00,2022/11/18 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.40743315,-111.95647586
-111.94578861,33.35265087,359,{8597CF34-1DA5-4DEF-A7CC-30935B53AF72},CM222072,"7305 S KYRENE RD, TEMPE, AZ, 85283",Under Investigation,2022/12/02 00:00:00+00,2022/12/01 00:00:00+00,ZDC 4-902.I.1 - Signs on a property shall be maintained by the owner or person in possession of the property on which the sign is located. Maintenance shall be such that the signage continues to conform to the conditions imposed by the sign permit.,Sign,33.35265087,-111.94578861
-111.9647385,33.3831420000001,360,{C65E00F3-0FB7-47AE-BE8C-CF6CA9396299},CM221216,"5000 S ARIZONA MILLS CIR, TEMPE, AZ, 85282",Under Investigation,2023/06/14 00:00:00+00,2022/07/13 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.383142,-111.9647385
-111.9647385,33.3831420000001,361,{EFDB5B66-4994-4D59-9D9C-90A0DB0F99FD},CM221216,"5000 S ARIZONA MILLS CIR, TEMPE, AZ, 85282",Under Investigation,2023/06/14 00:00:00+00,2022/07/13 00:00:00+00,ZDC 3-202A. - Permitted land uses in commercial and mixed-use districts,Zoning,33.383142,-111.9647385
-111.929211,33.407199,362,{438373AD-D35B-4250-8C22-3E520A8AC5F0},CM231424,"535 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/11/16 00:00:00+00,2023/06/29 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.407199,-111.929211
-111.9508425,33.42267,363,{6D163C4C-D006-41BD-A11C-40F1F207E00B},CM231464,"820 W UNIVERSITY DR, TEMPE, AZ, 85281",Under Investigation,2023/07/07 00:00:00+00,2023/07/07 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.42267,-111.9508425
-111.97208355,33.42505943,364,{9D8426CE-02CB-4B7F-896D-2A12FA1F130D},CM231499,"2105 W 5TH PL, TEMPE, AZ, 85281",Under Investigation,2023/07/12 00:00:00+00,2023/07/12 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.42505943,-111.97208355
-111.93815177,33.40738815,365,{E6EC251C-393C-433E-AD7A-6D724C817A63},CM231540,"107 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/11/03 00:00:00+00,2023/07/18 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.40738815,-111.93815177
-111.97088215,33.39284443,366,{E30B588E-D453-4857-AB03-B4F17F913EC6},CM230527,"2222 W SOUTHERN AVE, TEMPE, AZ, 85282",Under Investigation,2023/03/07 00:00:00+00,2023/03/03 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.39284443,-111.97088215
-111.925026,33.4500840000001,367,{9C4CAF78-10F0-4FC4-ABF5-AA0DA1122229},CM231652,"1811 N SCOTTSDALE RD, TEMPE, AZ, 85281",Under Investigation,2023/08/09 00:00:00+00,2023/08/09 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.450084,-111.925026
-111.95047674,33.4176037,368,{3454E91F-A156-4A13-9B77-CB12CA380DD9},CE234426,"809 W 11TH ST, TEMPE, AZ, 85281",Under Investigation,2023/08/09 00:00:00+00,2023/08/09 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.4176037,-111.95047674
-111.90281976,33.4146381400001,369,{DA193AD6-3FCF-4366-8809-F5B5E6B24096},CM231666,"1915 E APACHE BLVD, TEMPE, AZ, 85281",Under Investigation,2023/08/11 00:00:00+00,2023/08/10 00:00:00+00,ZDC 3-202A. - Permitted land uses in commercial and mixed-use districts,Zoning,33.41463814,-111.90281976
-111.90281976,33.4146381400001,370,{40FC45DB-E597-4144-BCD4-CBD08080FF52},CM231666,"1915 E APACHE BLVD, TEMPE, AZ, 85281",Under Investigation,2023/08/11 00:00:00+00,2023/08/10 00:00:00+00,ZDC 4-903B.D - Any freestanding sign that does not meet size or location requirements.,Sign,33.41463814,-111.90281976
-111.91692058,33.4076445600001,371,{43512E4F-3E11-418A-AEEB-A53992CB19F4},CM231693,"1320 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/08/16 00:00:00+00,2023/08/16 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.40764456,-111.91692058
-111.93089724,33.3782178800001,372,{AFCB9DBD-ABA4-491F-B916-9AEADB6EBC85},CM231706,"777 E BASELINE RD, TEMPE, AZ, 85283",Under Investigation,2023/08/17 00:00:00+00,2023/08/17 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.37821788,-111.93089724
-111.8970888,33.4294947500001,373,{7B9E6CDF-2693-4B4F-8650-9B412C2CC53B},CM231711,"96 S ROCKFORD DR, TEMPE, AZ, 85281",Under Investigation,2023/08/17 00:00:00+00,2023/08/17 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.42949475,-111.8970888
-111.94593851,33.4087729,374,{2C82D46B-0E62-4908-B030-5F645459F530},CE234659,"526 W 19TH ST, TEMPE, AZ, 85281",Under Investigation,2023/08/22 00:00:00+00,2023/08/21 00:00:00+00,CC 21-3.b.15 - A wall or fence deteriorated in appearance or which constitutes a hazard,Nuisance,33.4087729,-111.94593851
-111.92850649,33.349968,375,{34F8E55B-D77B-4CCF-93F3-17DE1A277B61},CM231719,"7510 S RURAL RD, TEMPE, AZ, 85283",Under Investigation,2023/08/21 00:00:00+00,2023/08/21 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.349968,-111.92850649
-111.9299175,33.350022,376,{3EAD60B1-4EB5-4A27-9B90-F0B579AE7EB9},CM231720,"7520 S RURAL RD, TEMPE, AZ, 85283",Under Investigation,2023/08/21 00:00:00+00,2023/08/21 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.350022,-111.9299175
-111.91661458,33.44671443,377,{0D649B5F-65A4-48CB-8EF2-AAB37CD3EA7F},CM231765,"1526 N OAK ST, TEMPE, AZ, 85281",Under Investigation,2023/08/31 00:00:00+00,2023/08/30 00:00:00+00,ZDC 4-102.E.1. - Site not maintained in accordance with approved plans,Zoning,33.44671443,-111.91661458
-111.90480175,33.428841,378,{CBACDE78-C55C-4940-B733-26DA03F02C39},CM230732,"106 S PERRY LN, TEMPE, AZ, 85281",Under Investigation,2023/03/27 00:00:00+00,2023/03/27 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.428841,-111.90480175
-111.94823376,33.41684709,379,{684C6246-39AF-4FF1-A127-AEFD4F783288},CE234915,"620 W HOWE ST, TEMPE, AZ, 85281",Under Investigation,2023/09/06 00:00:00+00,2023/09/05 00:00:00+00,CC 21-3.b.3 - An unregistered vehicle outside of or under a roof area not enclosed,Nuisance,33.41684709,-111.94823376
-111.90190552,33.3762138700001,380,{95F4E26F-BCFA-4B20-9298-D812D34D4B22},CE234931,"1971 E HARVARD DR, TEMPE, AZ, 85283",Under Investigation,2023/11/08 00:00:00+00,2023/09/06 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.37621387,-111.90190552
-111.94563069,33.4073973600001,381,{FB00944F-AF42-425F-8C0A-DD5B0055E968},CM232111,"444 W BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/10/25 00:00:00+00,2023/10/25 00:00:00+00,"ZDC 4-902.B.6 - Banners, pennants, wind-driven spinners, streamers, balloons, flags, search lights, strobe lights, holographic projections, laser light displays, beacons, and inflatable signs.",Sign,33.40739736,-111.94563069
-111.9424185,33.36370951,382,{B1F77669-308C-44E8-9F7A-12B6CB1045C7},CM232124,"250 W GUADALUPE RD, TEMPE, AZ, 85283",Under Investigation,2023/10/26 00:00:00+00,2023/10/26 00:00:00+00,ZDC 4-102.E.2. - Dead or damaged landscape feature,Zoning,33.36370951,-111.9424185
-111.93345156,33.3703097100001,383,{04FA6DD4-EF00-4D30-AF17-BEE10AB97454},CE235781,"305 E SESAME ST, TEMPE, AZ, 85283",Under Investigation,2023/10/30 00:00:00+00,2023/10/26 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.37030971,-111.93345156
-111.91642384,33.3796083600001,384,{88AF57CD-9801-4768-B348-90C4D0371508},CE235876,"1321 E DUNBAR DR, TEMPE, AZ, 85282",Under Investigation,2023/10/31 00:00:00+00,2023/10/31 00:00:00+00,CC 21-3.b.3 - An inoperable vehicle or parts thereof outside of or under a roof area not enclosed,Nuisance,33.37960836,-111.91642384
-111.9191355,33.3788940000001,385,{816B811B-5E89-4273-A487-31BB557E8967},CM232155,"1222 E BASELINE RD, TEMPE, AZ, 85283",Under Investigation,2023/11/01 00:00:00+00,2023/11/01 00:00:00+00,ZDC 4-102.E.6. - Lack of maintenance,Zoning,33.378894,-111.9191355
-111.97124941,33.3841477500001,386,{B9D89B86-36A0-436B-966F-B844B9B1153F},CE232980,"2205 W DESIREE LN, TEMPE, AZ, 85282",Under Investigation,2023/08/22 00:00:00+00,2023/05/17 00:00:00+00,"CC 21-3.b.8 - Uncultivated weeds in gravel landscape, or a lawn higher than 12 inches",Nuisance,33.38414775,-111.97124941
-111.92198052,33.3980730000001,387,{3F7C8F5A-AF58-4915-9877-22CB5E006F98},CE235931,"2815 S TERRACE RD, TEMPE, AZ, 85282",Under Investigation,2023/11/06 00:00:00+00,2023/11/02 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.398073,-111.92198052
-111.95901268,33.41806569,388,{73F32B8E-AC4E-4395-BD50-4C7B794869D9},CE235963,"1310 W 10TH PL, TEMPE, AZ, 85281",Under Investigation,2023/11/03 00:00:00+00,2023/11/02 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.41806569,-111.95901268
-111.94851882,33.41053901,389,{C62BE146-280F-42A1-BF5B-BF3FA538D910},CE235983,"609 W 17TH PL, TEMPE, AZ, 85281",Under Investigation,2023/11/06 00:00:00+00,2023/11/03 00:00:00+00,"CC 21-3.b.8 - Any landscaping, visible from public property, that is substantially dead, damaged, or characterize by uncontrolled growth, or presents a deteriorated appearance",Nuisance,33.41053901,-111.94851882
-111.936798,33.457068,390,{BBBC1529-D81B-4503-B1AA-8FB62C5C63AF},CE235986,"128 E GARFIELD ST, TEMPE, AZ, 85281",Under Investigation,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.457068,-111.936798
-111.91898106,33.44440825,391,{3EBF474D-020F-47D0-9FF9-46C23316C8C4},CE236000,"1409 N OLEANDER ST, TEMPE, AZ, 85281",Under Investigation,2023/11/07 00:00:00+00,2023/11/06 00:00:00+00,"CC 21-3.b.1 - Filthy, littered, debris or trash-covered exterior areas, including exterior areas under any roof not enclosed by the walls, doors or windows of any building",Nuisance,33.44440825,-111.91898106
-111.93244493,33.3947658500001,392,{BA6A1437-224E-4072-AD07-5D41A827A565},CE236010,"413 E GENEVA DR, TEMPE, AZ, 85282",Under Investigation,2023/11/07 00:00:00+00,2023/11/06 00:00:00+00,"CC 21-3.b.7 - Object, building, tree, bush or vehicle that interferes with or obstructs a sidewalk or street",Nuisance,33.39476585,-111.93244493
-111.91476225,33.3542982700001,393,{8648441F-258A-492D-B756-C79647CA6AB3},CE236034,"1537 E DAVA DR, TEMPE, AZ, 85283",Under Investigation,2023/11/06 00:00:00+00,2023/11/06 00:00:00+00,"CC 21-3.b.8 - Landscaping that is substantially dead, damaged or characterized by uncontrolled growth, or presents a deteriorated appearance; or any dead trees, bushes, shrubs or portions thereof, including stumps",Nuisance,33.35429827,-111.91476225
-111.910563,33.4064970000001,394,{357DB6A7-D850-4EEC-94C0-774AA7811A6D},CM232198,"1753 E BROADWAY RD, TEMPE, AZ, 85282",Under Investigation,2023/11/06 00:00:00+00,2023/11/06 00:00:00+00,ZDC 4-903B.Q - Any portable sign within three (3) feet of a building or outdoor approved patio that does not meet size or location requirements.,Sign,33.406497,-111.910563
