OBJECTID,PL_LNGTH,PL_TOWNSHIP,PL_RANGE,PL_SECTION,PL_QUARTER,PL_SIXTEENTH,PL_GOVTLOT,PL_FEA_SYM,SHAPE_Length
12373,834.00348,0.0,0.0,0.0,0.0,0.0,1.0,GL,834.003484192149
12374,61.22067,0.0,0.0,0.0,0.0,0.0,1.0,GL,61.2206691839045
12376,18.75569,0.0,0.0,0.0,0.0,0.0,1.0,GL,18.7556906403559
12381,1114.84735,0.0,0.0,0.0,1.0,1.0,0.0,QS,1114.84734726067
12382,205.57335,0.0,0.0,0.0,0.0,0.0,1.0,GL,205.573351062483
12383,1525.24717,0.0,0.0,0.0,1.0,1.0,0.0,QS,1525.24716650736
12525,1307.36839,0.0,0.0,0.0,0.0,0.0,1.0,GL,1307.3683916518
12529,924.44374,0.0,1.0,1.0,1.0,1.0,1.0,RA,924.443743851534
12531,1323.63917,0.0,0.0,0.0,0.0,0.0,1.0,GL,1323.63916828737
12535,611.63681,0.0,0.0,0.0,0.0,0.0,1.0,GL,611.636813897804
12542,107.88955,0.0,0.0,0.0,0.0,0.0,1.0,GL,107.889546188397
12551,763.81623,0.0,0.0,0.0,0.0,0.0,1.0,GL,763.81622843171
12564,1318.51743,0.0,0.0,0.0,1.0,1.0,1.0,QS,1318.51743382453
12566,1319.86354,0.0,0.0,0.0,1.0,1.0,0.0,QS,1319.86353731719
12573,1324.5288,0.0,0.0,1.0,1.0,1.0,0.0,SC,1324.52880359271
12575,1324.00592,0.0,0.0,1.0,1.0,1.0,1.0,SC,1324.00592139116
