EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,1152188,Copper Bay,0,14.819311399464496,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,5968994,Air Patrol,0,15.005237805260403,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,6709805,Lord Windsor,0,7.2,1,1.0,1,1001,1,1001,0.0,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,5717154,Spice Princess,0,91.28695601843997,1,1.0,1,1001,1,1001,0.0,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,150660,Copybook,1,3.734727345412248,1,3.7450497096425264,1,1001,1,1001,5417.46,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7280846,Just Timothy,0,64.55212951833384,1,62.16572928383952,1,1001,1,1001,53.34,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7280849,Trip Kings,0,600.6443557848409,1,86.62999273783588,1,1001,1,1001,55.08,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,6408349,Rousseau,0,34.0,1,21.876231527093594,1,1001,1,1001,64.96,0,0
109688315,RSA / Scots (RSA) 5th Jun,R10 1000m Plt,05-06-2013 15:25,6669074,Dela Fontaine,0,114.975059458,1,1.0,1,1001,1,1001,0.0,0,0
109688315,RSA / Scots (RSA) 5th Jun,R10 1000m Plt,05-06-2013 15:25,7322779,Arizona Pie,0,50.6220329294866,1,1.0,1,1001,1,1001,0.0,0,0
109688315,RSA / Scots (RSA) 5th Jun,R10 1000m Plt,05-06-2013 15:25,7272151,Pippi,0,7.969850772479548,1,1.0,1,1001,1,1001,0.0,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,7322778,Mercado,1,9.6,1,5.408376056722116,1,1001,1,1001,1466.8,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,5809984,Enchanting Cathy,0,9.19872749042575,1,1.0,1,1001,1,1001,0.0,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,6552772,Cherry Tripper,0,4.4,1,1.0,1,1001,1,1001,0.0,0,0
109688305,RSA / Scots (RSA) 5th Jun,R5 1600m Plt,05-06-2013 12:50,7148936,Proper Pretty,0,45.931371753399745,1,1.0,1,1001,1,1001,0.0,0,0
109688309,RSA / Scots (RSA) 5th Jun,R7 1500m Hcap,05-06-2013 13:50,5701085,Dynamic Star,0,5.471610683798883,1,1.0,1,1001,1,1001,0.0,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7196970,Cosmic Candy,0,26.3231385454908,1,13.970149253731345,1,1001,1,1001,58.96,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7213737,Sakania,0,10.5,1,7.737941551347414,1,1001,1,1001,439.36,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,2304310,Magic Jet,0,3.217396395546385,1,2.46123603781222,1,1001,1,1001,463.14,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,6964264,Lillys Rush,0,6.6,1,9.169917075341685,1,1001,1,1001,4.0,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7272142,Gogetthesheriff,0,4.262989218363071,1,3.914994582805931,1,1001,1,1001,5704.06,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7322774,Seven Kings,0,41.04240370568615,1,25.409970343171867,1,1001,1,1001,141.62,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,1129953,Grafton,0,6.285436200699186,1,5.746705654370545,1,1001,1,1001,577.96,0,0
109688315,RSA / Scots (RSA) 5th Jun,R10 1000m Plt,05-06-2013 15:25,6982477,Tyshev,0,91.2804320013244,1,1.0,1,1001,1,1001,0.0,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,6091432,Countess Of Rhynie,0,16.03230032049953,1,1.0,1,1001,1,1001,0.0,0,0
109688311,RSA / Scots (RSA) 5th Jun,R8 1200m Hcap,05-06-2013 14:20,6424021,Racketeer Blues,0,18.706995314587832,1,1.0,1,1001,1,1001,0.0,0,0
109688311,RSA / Scots (RSA) 5th Jun,R8 1200m Hcap,05-06-2013 14:20,6525039,Mercurial Brave,0,8.0,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,6775795,Great Rumpus,0,13.0,1,1.0,1,1001,1,1001,0.0,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7322766,Mensoora,1,2.471698237,1,2.6682901168992847,1,1001,1,1001,8980.38,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7322769,Ravishing Jewel,0,13.997175745249262,1,10.069439517559418,1,1001,1,1001,112.76,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,145685,Royal Spin,0,114.17751984915748,1,109.99976917695938,1,1001,1,1001,3.4,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,7230873,Madame Tigre,0,5.137850196672078,1,4.898934523420551,1,1001,1,1001,582.08,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,10575,Terra Nova,0,8.227633032846356,1,7.1389401607621314,1,1001,1,1001,604.62,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7322773,Delamere,0,26.02316846142291,1,12.347872913301025,1,1001,1,1001,111.42,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7322775,The Magic Bowl,0,40.49853574649432,1,12.059386973180075,1,1001,1,1001,31.32,0,0
109688315,RSA / Scots (RSA) 5th Jun,R10 1000m Plt,05-06-2013 15:25,6937369,Miss Approval,0,18.5,1,1.0,1,1001,1,1001,0.0,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,6654286,Forestry Law,0,644.9400356317688,1,105.52622814321398,1,1001,1,1001,24.02,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,4893574,Drumadoon,0,10.132599923,1,1.0,1,1001,1,1001,0.0,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,7020275,Netsuke,0,21.0,1,1.0,1,1001,1,1001,0.0,0,0
109688313,RSA / Scots (RSA) 5th Jun,R9 1000m Hcap,05-06-2013 14:50,5457277,Pink Martini,0,12.004851239332927,1,1.0,1,1001,1,1001,0.0,0,0
109688305,RSA / Scots (RSA) 5th Jun,R5 1600m Plt,05-06-2013 12:50,6263065,At Daybreak,0,13.206100704363198,1,1.0,1,1001,1,1001,0.0,0,0
109688309,RSA / Scots (RSA) 5th Jun,R7 1500m Hcap,05-06-2013 13:50,57466,Friar Tuck,0,22.32637551270825,1,1.0,1,1001,1,1001,0.0,0,0
109688309,RSA / Scots (RSA) 5th Jun,R7 1500m Hcap,05-06-2013 13:50,5447351,Golden Sled,0,21.888,1,1.0,1,1001,1,1001,0.0,0,0
109688311,RSA / Scots (RSA) 5th Jun,R8 1200m Hcap,05-06-2013 14:20,6866400,Regal Eagle,1,4.9774390891465,1,1.0,1,1001,1,1001,0.0,0,0
