OBJECTID,Class,GIS_acres,MODIFY_DAT,COMMENTS,DATASOURCE,ADMU_NAME,PARENT_NAM,GlobalID,SHAPE_Length,SHAPE_Area
1161,R3,662.95584556,, , ,Burley Field Office,Twin Falls District Office,{199155EA-5314-4909-A4D3-95BE34167D4B},10563.9978250981,2682897.85293934
1162,K,276.27619004,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{53EC790B-0F23-49B0-8877-8AAE65F9E87F},5720.6630901352,1118054.54622793
1163,R3,336.43809324,, , ,Burley Field Office,Twin Falls District Office,{50EDA2B7-5E61-4178-8B5A-DD8386CFFC09},5448.07941640294,1361522.10444181
1164,R3,25114.8898831,, , ,Burley Field Office,Twin Falls District Office,{319F4554-988D-47FB-9E16-47E9B24832D3},125456.630110073,101636759.967912
1165,K,19.89418631,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{081C1FC2-E872-4889-B08B-FEA5E10CFE7E},1226.141539107,80509.2376535522
1166,K,259.69431988,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{05658C9A-1AE2-474D-915A-E868334ED791},11233.3503063157,1050949.83007205
1167,K,254.14708667,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{D09C51AB-5515-4106-A0A9-7BA43DC2335F},5592.83187711402,1028500.88393001
1168,R3,1866.45566515,, , ,Burley Field Office,Twin Falls District Office,{FD2B145E-E6A4-4D3D-9623-7D5DC2E18801},23523.4242882253,7553308.30885563
1169,K,3.00331656,2013/01/17 00:00:00+00,Juniper Thininning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{9990C99F-59C2-4158-89E2-5D1679073DF0},642.559478279803,12154.039521774
1170,R3,17.3018113,, , ,Burley Field Office,Twin Falls District Office,{EA33F3CF-7A98-4A82-8BD3-060A9322F262},2648.94548943711,70018.2262387337
1171,K,13.53251032,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{5652A7F4-0928-4352-AB7F-AD10C4730120},1128.14136210353,54764.3453596109
1172,K,2393.38020135,, , ,Burley Field Office,Twin Falls District Office,{02DC732C-8E07-4515-8DC4-E065945B0A54},26149.433678917,9685704.78185615
1173,R3,41.89195227,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{EA4837EF-7800-4170-AFE5-D01E406F8861},3018.72661040624,169531.394232501
1174,R3,6.74573912,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{C129D8CD-B3E1-4D31-BECA-C309BADD0712},1048.6189633955,27299.1468825097
1175,R3,11.98855242,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{1A9D2C4F-3869-497C-AC43-8AF5F98F7F0A},1095.33263712288,48516.1444303783
1176,R3,10.27416595,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{D7D941EC-10AF-47BD-AA7B-102B9A7E2397},982.398854781889,41578.2407806224
1177,K,186.62463649,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{223FFA1E-DC73-4880-857F-BE2ECAEBF799},12225.339962992,755246.129755455
1178,K,228.87973253,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{BFB33ED1-8A87-41D0-BE57-BE11E4BC7256},4742.92874873913,926247.120514668
1179,R3,22.28413397,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{38F0D025-3559-41FB-90A7-0040E4CA17EB},2047.13565022328,90181.0514048956
1180,R3,52.82550714,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{BD317612-1935-4E0B-9FB8-E70D6DD96A5C},2623.55194861188,213778.097948671
1181,R3,72.62568263,2013/01/07 00:00:00+00,Remains R3 - Juniper mapping effort,Juniper Phases,Burley Field Office,Twin Falls District Office,{511972BB-378A-4473-8A5F-920ED3034EC1},2537.66939279787,293906.885811373
1182,R1,1415.15346723,, , ,Burley Field Office,Twin Falls District Office,{A883FCF0-A780-4C8C-80A6-86E81475B372},12858.581899929,5726945.8052907
1183,R3,2.31596552,, , ,Burley Field Office,Twin Falls District Office,{F63A0AA6-5805-4157-B68E-7E183D33C218},451.635885642478,9372.41741527177
1184,R3,13.12697328,, , ,Burley Field Office,Twin Falls District Office,{8B5AA846-20DC-4955-BBD4-5EF932C6CA62},1795.69769954677,53123.1885996412
1185,R3,1.40371891,, , ,Burley Field Office,Twin Falls District Office,{182C8386-FECC-4AD7-B497-402C39B5093F},343.40975364321,5680.67159626554
1186,R3,3.78277764,, , ,Burley Field Office,Twin Falls District Office,{2B0F0296-A2AC-4444-B26B-09C74F739E4A},646.22295788272,15308.4192247913
1187,R3,4.48747664,, , ,Burley Field Office,Twin Falls District Office,{0DAB6003-9AA7-48D0-B7C5-0F63EFD387E6},774.917665938101,18160.2462970094
1188,R3,2.56258118,, , ,Burley Field Office,Twin Falls District Office,{5AEF9741-D2F5-410E-91CA-EC58738A206D},444.159558764359,10370.4395775435
1189,K,6.42817314,, , ,Burley Field Office,Twin Falls District Office,{FC47A6B6-6CD5-4E94-9149-02D5E0D56A43},911.060701854579,26013.9977918524
1190,K,607.69248979,2013/01/17 00:00:00+00,Juniper Thinning,Completed Veg Treatments,Burley Field Office,Twin Falls District Office,{A441EA5A-85E7-41FF-90F3-BB2EFB7AEDF8},26562.8223095771,2459254.09214702
1191,R1,127.4256588,2013/01/24 00:00:00+00,Cold Springs Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{FF4C4009-75A5-4209-AD00-82FED28C9C35},3246.32358377978,515675.408383193
1192,R1,12745.70184467,2013/01/24 00:00:00+00,Ridgetop Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{03C5C1EC-A1E2-40BF-BBC9-1765B311A67C},49058.2476607413,51580231.6888292
1193,R1,53.50315711,2013/01/24 00:00:00+00,North Canyon Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{C89E6944-6E99-485B-8373-AA05EBD92647},2405.15008226146,216520.461044088
1194,R1,447.17114713,2013/01/24 00:00:00+00,Rocky Canyon Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{7895ED97-5465-4EB9-AE50-4EE3B2823C32},5796.50763778142,1809644.66725294
1195,R1,390.65603809,2013/01/24 00:00:00+00,Flint Canyon Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{C88458A3-BB92-4A1D-9956-8130FD6FC9E8},10844.212787875,1580935.22041283
1196,R1,22.61168363,, , ,Pocatello Field Office,Idaho Falls District Office,{2AAF1A30-8272-4E86-9247-4FB9369EDEEB},2446.96727553006,91506.603125841
1197,R1,60.86895599,2013/01/24 00:00:00+00,Black Pine Well Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{6B8BC393-ED68-460D-8D1A-35D14B82C148},2456.62383615837,246328.910789383
1198,R1,6.10496375,2013/01/24 00:00:00+00,Black Pine Well Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{97F12425-87AE-453B-ADE0-298DAE9983C7},811.494702324346,24706.0105655216
1199,R1,13.40153575,2013/01/24 00:00:00+00,Black Pine Well Fire,Wildfire 2012,Pocatello Field Office,Idaho Falls District,{90CBA840-BBAA-44BF-913B-3C28BD21BF7F},2371.29992834798,54234.3079758265
1200,K,31661.29916674,, , ,Burley Field Office,Twin Falls District Office,{0D2723A0-2797-4579-B314-06BF880BA093},185679.095168063,128129244.390907
1201,K,2768.99277493,, , ,Pocatello Field Office,Idaho Falls District Office,{023B1C2C-2E92-43F2-B3F4-94C9B0F5D85D},47243.32928739,11205761.0178219
1202,R1,101.68590705,2013/01/25 00:00:00+00,Cox's Well Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{A4AEFD62-4DC0-4CD5-80A5-71615D7F9D0C},2940.69333954857,411509.912058584
1203,R1,11.09770403,2013/01/25 00:00:00+00,Deadman Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{ABAF2561-1720-4BA3-ABA6-C5281D40A7BA},1285.81536719091,44910.9944858511
1204,R1,1.92665499,2013/01/25 00:00:00+00,Powerline Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{EF09EDFA-AA09-454F-959A-6A63280856AD},473.658065146309,7796.92731361166
1205,R1,383.85236938,2013/01/25 00:00:00+00,A2 Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{69959AC3-1265-4065-AD2E-76ED27C7C695},5986.05565562385,1553401.63986366
1206,R1,1.07842627,2013/01/25 00:00:00+00,Midway Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{B72847CA-66F7-4A2F-9EAF-9B6691669A9D},390.448600670381,4364.25372640587
1207,R1,1.22703722,2013/01/25 00:00:00+00,Midway Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{91E064C2-300B-4554-89AE-8EE8CC5B7606},425.828678774321,4965.66333561184
1208,R1,378.87375816,2013/01/25 00:00:00+00,Midway Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{DD94E59B-C64C-4576-B92A-216260AD0E8C},15233.8479843011,1533253.83449472
1209,R1,4461.30884208,2013/01/25 00:00:00+00,Midway Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{9629C84D-F89A-4D98-B343-FD26F72122DF},36037.0740737438,18054348.5572191
1210,K,15000.66951672,2013/01/25 00:00:00+00, , ,Upper Snake Field Office,Idaho Falls District Office,{B13E693B-CFF0-48F7-8311-A41E3B093D87},84392.938678282,60705798.596986
1211,R1,9.16037909,2013/01/25 00:00:00+00,Cedar Butte WSA Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{92A246EC-0568-48FB-B28B-E4DFD53E8EC1},1195.94479287315,37070.8872201017
1212,R1,184.99905867,2013/01/25 00:00:00+00,Butte City 2 Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{E660B5AA-B346-4B58-BF7B-0DA8E1D112AF},3819.34886952413,748667.623394683
1213,R1,1801.18697578,2013/01/25 00:00:00+00,Radar Hill Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{3DEE9B05-5216-4029-84A1-3AA9267B9F8B},12126.054070228,7289174.23753732
1214,R1,65.05555945,2013/01/25 00:00:00+00,Pickering Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{85009788-C9CE-4DB1-999E-72BB987E28B3},3126.27739784275,263271.561677194
1215,R1,434.13177175,2013/01/25 00:00:00+00,West Menan Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{EC3F61CE-4E14-47F4-BB9E-1B660EC531D8},6425.87306630809,1756875.9761891
1216,R1,10.60420029,2013/01/25 00:00:00+00,Moore Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{15335D14-F8C4-4201-9BC9-B369C94476FE},2081.67311066207,42913.8476927199
1217,R1,40.70401244,2013/01/25 00:00:00+00,Eagle Pass Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{952A1B80-7761-4528-91F0-EC60098EC76B},1851.07407614044,164723.95305322
1218,R1,18.42296075,2013/01/25 00:00:00+00,Howe Fire 2012 Key to R1,Wildfire 2012,Upper Snake Field Office,Idaho Falls District Office,{855D0B95-3446-4BF7-BD5A-2DA1431D5C16},2272.24243159029,74555.3752687605
1219,K,17.25698735,2013/01/25 00:00:00+00, , ,Upper Snake Field Office,Idaho Falls District Office,{331A3886-97B8-4BC5-BB5E-117172DB2738},1383.5177599945,69836.8294238445
1220,K,69010.98758319,2013/01/25 00:00:00+00, , ,Upper Snake Field Office,Idaho Falls District Office,{647939FA-559A-4F68-981B-DD4BF5EF60D5},263457.464956276,279278675.430787
1221,K,17.430321,2013/01/25 00:00:00+00, , ,Upper Snake Field Office,Idaho Falls District Office,{383C958B-458A-49BE-953E-98D3C67BAC78},1756.60218627333,70538.2886269058
1222,K,757.26378306,, , ,Bruneau Field Office,Boise District Office,{87AE1967-0518-45B0-A4FD-040EA8DF1D0E},12928.4118497188,3064550.06209612
1223,K,231.12750231,, , ,Four Rivers Field Office,Boise District Office,{49520B72-8C9C-4579-BC3B-F5DD803F4720},5264.25216698972,935343.558498727
1224,K,2782.86778754,, , ,Four Rivers Field Office,Boise District Office,{2024A4D6-46CA-4FFD-873E-8588D361B34D},13523.2515611481,11261911.426302
1225,K,3125.6104267,, , ,Four Rivers Field Office,Boise District Office,{14D6BC03-62A1-445A-82BE-E23F13C30B27},20122.5798505668,12648947.22496
1226,K,706.53345912,, , ,Four Rivers Field Office,Boise District Office,{86F1DC16-360C-431E-941F-8EDDEEBAEA66},10363.8360101577,2859250.90367976
1227,K,1.1338693,, , ,Four Rivers Field Office,Boise District Office,{867ACD14-99F9-4530-BDA7-8B78F0323BDF},352.773239155847,4588.62461465707
1228,K,10.83473364,, , ,Four Rivers Field Office,Boise District Office,{EA6BD23E-011A-4BD6-B145-2F9B741E38FA},820.157040749721,43846.7868156817
1229,K,22522.83961732,, , ,Four Rivers Field Office,Boise District Office,{29A4636C-EDCA-45CF-AE68-C117DB46599D},90701.6225478017,91147062.7439176
1230,R1,5934.92519288,, , ,Bruneau Field Office,Boise District Office,{ED7572A4-EF79-472F-A26F-228E098467C3},31850.4375057668,24017886.2047324
1231,R1,12918.44569086,, , ,Bruneau Field Office,Boise District Office,{EFD081B7-CDEB-4B09-ADA2-66D5CAFB82EF},42829.0402986834,52279304.0284779
1232,R1,1102.09775896,, , ,Bruneau Field Office,Boise District Office,{D5693904-6D0B-4EF4-991C-0BEFDADFD9B7},15810.0250124912,4460049.23412067
1233,R1,7497.62945095,, , ,Bruneau Field Office,Boise District Office,{AF98EBC4-AC2F-4D88-938B-44A85E9628AB},54438.763246775,30341951.2640501
1234,R1,589.45980655,, , ,Bruneau Field Office,Boise District Office,{3883CC96-7928-4EE7-9430-B5610D8DE4F5},8165.43997345681,2385468.745752
1235,R1,722.31039834,, , ,Bruneau Field Office,Boise District Office,{34296CEB-BB5E-414F-9DFF-4458E32261E9},10602.0214835453,2923098.16686077
1236,R1,9370.53423797,, , ,Bruneau Field Office,Boise District Office,{8FF20CA9-00C1-4479-A11F-0BD1428157CC},30068.589595537,37921358.3475327
1237,R1,435.3607938,, , ,Bruneau Field Office,Boise District Office,{7DD16829-A651-4BE7-A4BD-B3DD8EB09D8B},7164.99484882117,1761849.67185881
1238,R1,75.51693909,, , ,Bruneau Field Office,Boise District Office,{787E0BB6-5B85-47BA-9744-E57AFDE0D160},2771.06963833938,305607.432376394
1239,R1,75.57952177,, , ,Bruneau Field Office,Boise District Office,{9CA4B5F9-8544-4A7F-9979-9958AE419D03},4715.28431590539,305860.696524193
1240,R1,2823.22579798,, , ,Bruneau Field Office,Boise District Office,{BBC915D7-AF56-4172-8F7A-86E68A5918F4},16618.5652045799,11425235.1533488
1241,R1,882.59443925,, , ,Bruneau Field Office,Boise District Office,{8226058D-6989-4975-B858-48C66F769C27},10878.5985709011,3571747.26182489
1242,R1,961.47707613,, , ,Bruneau Field Office,Boise District Office,{8A8522CB-1A4F-46BD-B474-F0A58DB62CF5},8754.71985387303,3890975.24440626
1243,R1,480.31857716,, , ,Four Rivers Field Office,Boise District Office,{25C49ED9-F752-4C54-A948-73E37DF536FB},6123.49397115162,1943788.09393546
1244,R1,1404.81970642,, , ,Four Rivers Field Office,Boise District Office,{FAA7E0D6-5F6A-43AD-9C3C-239E7EC93EBE},16232.4668050892,5685126.39173319
1245,R1,7015.80138974,, , ,Four Rivers Field Office,Boise District Office,{358C996B-C639-4E95-A7CF-6EF7DF4A25F0},32095.555224433,28392054.4804704
1246,R1,2160.04323157,2013/01/25 00:00:00+00,per FRFO data, ,Four Rivers Field Office,Boise District Office,{52D820B4-4068-4728-B660-E45462D92A63},20700.7533759097,8741419.78998529
1247,R1,1602.1084865,, , ,Four Rivers Field Office,Boise District Office,{818A0899-164E-40DA-9B80-6746651FF7E6},10259.8469967363,6483528.95208132
1248,R1,1311.5874752,, , ,Four Rivers Field Office,Boise District Office,{8962FC62-E5B9-46E5-8848-F12F6131E578},9780.34546909095,5307827.42884954
1249,R1,422.5371877,, , ,Four Rivers Field Office,Boise District Office,{33DA30B5-031F-43CE-9A64-FBD5713A27DA},9465.89053950825,1709954.17153953
1250,R1,16.33670738,, , ,Four Rivers Field Office,Boise District Office,{9F32597E-A39A-479C-8FFC-B37D79D1FE42},1052.83337724386,66112.573633158
1251,R1,146.04099206,, , ,Four Rivers Field Office,Boise District Office,{A22D7A0D-CEA5-4657-99D0-E0CC15F5F6D8},5689.91607738341,591009.290693117
1252,R1,769.82201821,, , ,Four Rivers Field Office,Boise District Office,{0C453D7A-9252-47D8-ABCE-47A12DB8FE36},8513.09168161002,3115371.63995534
1253,R1,1319.3084021,, , ,Four Rivers Field Office,Boise District Office,{26C4696C-540B-4E1E-B2C8-0D3DD84DAF70},11006.1761964982,5339073.03644204
1254,R1,464.90906837,, , ,Four Rivers Field Office,Boise District Office,{3D8DB885-C27C-4A74-9178-93CC376D7781},8029.38847363701,1881427.77486609
1255,R1,1.32720338,, , ,Four Rivers Field Office,Boise District Office,{D7C90928-07AB-4736-8264-5606D26D2E57},361.966800795409,5371.02301356076
1256,R1,46.73050259,, , ,Four Rivers Field Office,Boise District Office,{AC5CA6A0-F7A4-4C9C-8CB5-68506F52C653},2963.77009270082,189112.390986123
1257,R1,222.87341672,, , ,Four Rivers Field Office,Boise District Office,{C0AAFC68-080E-4382-83B2-BB0C7E239D40},6415.66824891983,901940.32558762
1258,R1,230.94821567,, , ,Four Rivers Field Office,Boise District Office,{E7F8CF7C-9564-4CEE-A365-428EAAAFE7FF},7450.98513352012,934618.008287703
1259,R1,16.45084769,, , ,Four Rivers Field Office,Boise District Office,{6181D1B6-D4E1-4782-9D60-384B7D3E76AA},1327.10660346763,66574.4849214701
1260,R1,204.60953803,, , ,Four Rivers Field Office,Boise District Office,{EBD6FE6C-47C8-4593-B492-5711EFB8FF6D},4294.28487493043,828028.73516352
1261,R1,21.34929121,, , ,Four Rivers Field Office,Boise District Office,{11CE5909-F426-4F37-9801-6E7345DA769C},1614.32963795897,86397.8618399762
1262,R1,83.63056221,, , ,Four Rivers Field Office,Boise District Office,{699B1B5D-B25F-43A6-9973-7332CC51722D},2522.97590385412,338442.231554332
1263,R1,60.65667054,, , ,Four Rivers Field Office,Boise District Office,{94791CF9-F590-4456-9D4B-8FD6D1D4993E},1902.29358128476,245469.818625707
1264,R1,4.2535914,, , ,Four Rivers Field Office,Boise District Office,{51F58E70-D807-4033-BC72-1041A63BE568},638.219101401468,17213.742528426
1265,R1,23.06816013,, , ,Four Rivers Field Office,Boise District Office,{27B56C4B-5000-4E33-969E-79A076582FDD},1318.75350511212,93353.9053783232
1266,R1,26.36482058,, , ,Four Rivers Field Office,Boise District Office,{17FF871C-4801-4721-9259-9579D98B9148},1510.17696133595,106695.070258576
1267,R1,21.39345986,, , ,Four Rivers Field Office,Boise District Office,{977CF0D7-A1A7-4CA0-80E3-6B6169AD3D08},1347.71229885044,86576.6067392271
1268,R1,981.93331198,, , ,Four Rivers Field Office,Boise District Office,{5B337DBF-70E3-4FE9-8083-4136462B0600},17522.1222172809,3973759.02497405
1269,R1,23.93857282,, , ,Four Rivers Field Office,Boise District Office,{27A71CE0-B58B-467D-8E96-A1F892E3D6D0},1993.31619829793,96876.3546720987
1270,R1,4347.71972087,, , ,Four Rivers Field Office,Boise District Office,{00F20349-457C-4C77-A151-1736BD0D3F14},19064.4574696195,17594667.8538023
1271,R1,381.25558379,, , ,Four Rivers Field Office,Boise District Office,{D223E263-CA9B-453E-9CFE-A431D17E6ED9},8688.85354648964,1542892.77938436
1272,R1,7.1820571,, , ,Four Rivers Field Office,Boise District Office,{9E521700-DF81-44F2-98FD-D56AED126390},796.003333224488,29064.8701739591
1273,R1,277.43857568,, , ,Four Rivers Field Office,Boise District Office,{8B553BB3-B21A-4EC7-BBF1-9C95C3B38A62},5465.81522639052,1122758.57282486
1274,R1,137.99352294,, , ,Four Rivers Field Office,Boise District Office,{4A4C95B1-52FC-40CD-B1C9-4AAAD3DA0E5C},5767.50258749858,558442.208306394
1275,R1,851.95398782,, , ,Four Rivers Field Office,Boise District Office,{F7F5F0DD-5E48-4496-9CEC-2B5F7DFF47EE},10042.1673099778,3447749.25818159
1276,R1,6.75552185,, , ,Four Rivers Field Office,Boise District Office,{EACA4954-5DAA-4708-9A84-BD50AE4DF98A},622.014852862182,27338.7363354789
1277,R1,53.65144896,, , ,Four Rivers Field Office,Boise District Office,{E12ACAFD-CECC-4E84-AD42-985C3FB780A2},2780.93372952441,217120.57928836
1278,R1,5.13302907,, , ,Four Rivers Field Office,Boise District Office,{24A8BC5A-2FD4-4735-AA92-F9C0C8927DBF},703.846309659589,20772.7147491543
1279,R1,15.49654307,, , ,Four Rivers Field Office,Boise District Office,{702828CF-EADE-456A-810E-ACA7F3ACA77C},1683.35501273074,62712.5357103152
1280,R1,253.45342987,, , ,Four Rivers Field Office,Boise District Office,{5FFAC543-3A0A-4592-8DC5-247AADA6B2B4},9415.95308349024,1025693.74322689
1281,R1,1810.37457891,, , ,Four Rivers Field Office,Boise District Office,{42C6E622-C440-4365-AE3E-F55698149A40},22870.5694763993,7326355.29700907
1282,R1,85121.95664515,, , ,Four Rivers Field Office,Boise District Office,{1F23282F-709D-48CF-8083-F3A56A479E14},141558.347524679,344477714.846147
1283,R1,68.76226861,, , ,Four Rivers Field Office,Boise District Office,{CCA560E2-8EA2-40A9-B76F-2303324A90BA},3284.73214593764,278272.141420251
1284,R1,99.83192985,, , ,Four Rivers Field Office,Boise District Office,{D86159EC-2F84-457B-B2E1-226C7B1944B6},3048.71228919679,404007.102509166
1285,R1,71110.34416048,, , ,Four Rivers Field Office,Boise District Office,{F714B687-0529-4A24-9E96-F17E31785D97},130756.75433218,287774504.061777
1286,R1,52271.76233763,, , ,Four Rivers Field Office,Boise District Office,{A78C4110-4C1C-4193-89C7-6333B66F21E0},145306.366763513,211537163.274003
1287,R2,6106.8115055,, , ,Bruneau Field Office,Boise District Office,{46655BCC-F859-436D-9728-09C194F71139},21475.207575485,24713488.2152687
1288,R2,15.21920314,, , ,Four Rivers Field Office,Boise District Office,{4EF3FEFF-1604-493D-BC74-E69D6F4F2F8E},1656.90143773695,61590.1763133221
1289,R2,1106.72250364,, , ,Four Rivers Field Office,Boise District Office,{94EE07F3-9959-48B4-92EF-CC926011BE31},17020.6323899929,4478764.98670916
1290,R2,2046.41334133,, , ,Four Rivers Field Office,Boise District Office,{A0C30846-EA3A-4155-BF86-047B8B99D329},13682.7528445396,8281574.09952974
1291,R2,1560.01473535,, , ,Four Rivers Field Office,Boise District Office,{A54889DF-EBEA-4952-9FEC-13FD4DA293CF},10536.9640491504,6313180.90347353
1292,R2,1275.20759382,, , ,Four Rivers Field Office,Boise District Office,{57809C4E-B5DA-40AA-9B9A-F04857EF7196},16665.8911619746,5160602.68331412
1293,R2,69938.60830473,, , ,Four Rivers Field Office,Boise District Office,{C5A2F1A8-41D5-4364-BB4D-CBF458CA41E0},183113.470769343,283032638.321142
1294,R2,1585.15409152,, , ,Four Rivers Field Office,Boise District Office,{C3E5FFB6-2E16-4D89-97EC-739EB059B2FA},12229.2248590005,6414916.67541209
1295,R2,5.25257928,, , ,Four Rivers Field Office,Boise District Office,{A8192B2F-0B13-49AC-84FA-043E2A174581},860.674592153449,21256.5192067957
1296,R2,30200.83842272,, , ,Four Rivers Field Office,Boise District Office,{DC9AE417-7D17-4FE0-8845-2339458CF497},79226.3994541708,122218945.808148
1297,R3,4763.82711663,, , ,Bruneau Field Office,Boise District Office,{D678D0D1-DB04-4F83-BEFE-FEFE70D52378},20920.6332503756,19278601.4764508
1298,K,43650.57265522,, , ,Owyhee Field Office,Boise District Office,{01766708-4F14-4501-86B4-040F03129D98},79037.469391186,176648306.883727
1299,K,2742.30904626,, , ,Owyhee Field Office,Boise District Office,{3227C353-8EC2-4341-A5E0-DE79D7F8D031},21316.4144902031,11097775.3671041
1300,K,77579.91317369,, , ,Owyhee Field Office,Boise District Office,{727B70CE-C781-4911-B4AD-9DE4C94BF9DF},107397.159878028,313956025.699021
1301,K,336.18921332,, , ,Owyhee Field Office,Boise District Office,{E6506D38-BD91-4B99-95EE-EA12311E206D},8867.06985106822,1360514.91912565
1302,K,201.19087458,, , ,Owyhee Field Office,Boise District Office,{ADBCC1C6-2BA0-44A0-9AC0-678574C00F51},6461.89292549324,814193.839698488
1303,K,187.87990124,, , ,Owyhee Field Office,Boise District Office,{B8866EE6-60B4-47A4-B8B1-91A794F0A026},6055.81073769024,760326.026279254
1304,K,114.37833546,, , ,Owyhee Field Office,Boise District Office,{0A2D574E-1357-40E7-852A-120AAC1E5436},4383.91232040116,462874.55294736
1305,K,2.79713099,, , ,Owyhee Field Office,Boise District Office,{38317D61-3096-4055-92DF-D88C11031E16},461.171779126062,11319.6327734939
1306,K,10.05442196,, , ,Owyhee Field Office,Boise District Office,{72B081D0-BE45-4230-8103-4D82E3B25896},792.153780973334,40688.9648239112
1307,K,86.75664558,, , ,Owyhee Field Office,Boise District Office,{2F3AB2B5-1827-45A2-8725-0D3E0CB9E17F},4419.68639190714,351093.092716727
1308,K,52.00227211,, , ,Owyhee Field Office,Boise District Office,{CFDA4F61-F418-40B6-BD2F-E426228E4F0B},2307.47641876591,210446.570633406
1309,K,73.56804059,, , ,Owyhee Field Office,Boise District Office,{A863B583-4D92-48BC-81EC-8D1182A0D886},3609.93184447283,297720.488436903
1310,K,2.60612853,, , ,Owyhee Field Office,Boise District Office,{8686E078-26C8-4959-9119-5E63DBD0AC51},403.866233516412,10546.6701545839
1311,K,6.56652935,, , ,Owyhee Field Office,Boise District Office,{E9DBCB66-39D8-4D3C-A1F8-B5B495731B0B},753.692271252477,26573.9077497054
1312,K,163.53223347,, , ,Owyhee Field Office,Boise District Office,{6D50348C-3361-4CCA-9DD3-3FC5F86D1B74},5104.40890704778,661794.116477267
1313,K,21.86365414,, , ,Owyhee Field Office,Boise District Office,{01E447E6-29CD-4303-B2DA-F95958E20508},1190.15809098978,88479.4231065506
1314,K,30.44733141,, , ,Owyhee Field Office,Boise District Office,{3DA858AC-05CB-43BE-982A-89EBAFC6FEB8},1747.60470386999,123216.47153902
1315,K,5.56939007,, , ,Owyhee Field Office,Boise District Office,{86235D9A-844A-4C92-B909-F1115DA4B4B1},673.123928456288,22538.6121316164
1316,K,4345.25517997,, , ,Owyhee Field Office,Boise District Office,{F7F8075B-EB23-491D-8BD8-0CA4A05965C5},55376.7355579981,17584694.1707506
1317,K,186.19953093,, , ,Owyhee Field Office,Boise District Office,{D9021580-31D6-4974-938C-D2A3720F560F},4236.17385482664,753525.781689229
1318,K,13166.12230242,2014/01/10 00:00:00+00,Change to Key per BJost,staff knowledge,Owyhee Field Office,Boise District Office,{7C529187-4A30-4DBC-A386-3E69D656F3E2},45495.8271852578,53281619.7239298
