GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
21900249,1610612747,LAL,Los Angeles,2544,LeBron James,F,,9:18,116.5,115.8,105.4,110.0,11.2,5.8,0.778,0.0,58.3,0.0,0.0,0.0,0.0,0.25,0.205,0.238,0.239,102.61,100.65,83.87,19,0.082
21900249,1610612747,LAL,Los Angeles,203076,Anthony Davis,F,,11:13,141.3,139.1,101.0,104.3,40.3,34.8,0.2,0.0,25.0,0.0,0.444,0.222,0.0,0.4,0.51,0.24,0.244,99.34,98.48,82.07,23,0.138
21900249,1610612747,LAL,Los Angeles,201580,JaVale McGee,C,,7:20,146.7,146.7,115.6,118.8,31.1,27.9,0.0,0.0,0.0,0.0,0.167,0.091,0.0,1.0,1.0,0.125,0.125,102.89,101.45,84.55,15,0.078
21900249,1610612747,LAL,Los Angeles,201980,Danny Green,G,,8:12,130.3,129.4,108.9,111.8,21.4,17.6,0.0,0.0,0.0,0.167,0.429,0.308,0.0,0.667,0.667,0.167,0.168,100.45,99.51,82.93,17,0.134
21900249,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,G,,7:20,146.7,146.7,115.6,118.8,31.1,27.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,0.313,0.313,102.89,101.45,84.55,15,0.155
21900249,1610612747,LAL,Los Angeles,1628398,Kyle Kuzma,,,2:22,266.0,250.0,84.0,100.0,181.9,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136,0.25,0.266,86.16,80.9,67.42,4,0.25
21900249,1610612747,LAL,Los Angeles,200765,Rajon Rondo,,,4:20,130.9,125.0,76.1,87.5,54.8,37.5,0.0,0.0,0.0,0.25,0.167,0.2,50.0,1.5,1.5,0.222,0.231,93.12,88.48,73.73,8,0.818
21900249,1610612747,LAL,Los Angeles,203584,Troy Daniels,,,3:28,173.6,142.9,85.4,100.0,88.2,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.125,0.148,96.46,96.74,80.61,7,0.353
21900249,1610612747,LAL,Los Angeles,1627936,Alex Caruso,,,0:28,0.0,0.0,106.4,200.0,-106.4,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.38,51.8,43.17,0,0.0
21900249,1610612747,LAL,Los Angeles,2730,Dwight Howard,,,4:20,130.9,125.0,76.1,87.5,54.8,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.12,88.48,73.73,8,-0.545
21900249,1610612759,SAS,San Antonio,201942,DeMar DeRozan,F,,8:12,108.9,111.8,130.3,129.4,-21.4,-17.6,0.125,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.229,100.45,99.51,82.93,17,-0.082
21900249,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,F,,11:40,101.4,108.3,141.3,139.1,-39.9,-30.8,0.0,0.0,0.0,0.0,0.111,0.048,10.0,0.625,0.717,0.37,0.362,99.26,96.63,80.53,24,0.175
21900249,1610612759,SAS,San Antonio,1627751,Jakob Poeltl,C,,6:19,126.5,121.4,153.8,153.8,-27.4,-32.4,0.143,1.0,33.3,0.0,0.25,0.111,33.3,0.0,0.0,0.143,0.149,100.46,102.59,85.49,14,0.0
21900249,1610612759,SAS,San Antonio,1627854,Bryn Forbes,G,,6:19,126.5,121.4,153.8,153.8,-27.4,-32.4,0.0,0.0,0.0,0.0,0.5,0.222,0.0,1.5,1.5,0.143,0.149,100.46,102.59,85.49,14,0.17
21900249,1610612759,SAS,San Antonio,1628401,Derrick White,G,,6:19,126.5,121.4,153.8,153.8,-27.4,-32.4,0.333,0.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.071,0.074,100.46,102.59,85.49,14,0.085
21900249,1610612759,SAS,San Antonio,200752,Rudy Gay,,,5:21,73.8,81.8,124.5,120.0,-50.7,-38.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.333,0.333,0.286,0.282,97.85,94.09,78.41,11,-0.2
21900249,1610612759,SAS,San Antonio,1627749,Dejounte Murray,,,5:21,73.8,81.8,124.5,120.0,-50.7,-38.2,0.5,1.0,50.0,0.143,0.6,0.333,50.0,0.0,0.0,0.071,0.07,97.85,94.09,78.41,11,0.25
21900249,1610612759,SAS,San Antonio,201988,Patty Mills,,,5:21,73.8,81.8,124.5,120.0,-50.7,-38.2,0.5,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.141,97.85,94.09,78.41,11,0.0
21900249,1610612759,SAS,San Antonio,201960,DeMarre Carroll,,,3:28,85.4,100.0,173.6,142.9,-88.2,-42.9,0.0,0.0,0.0,0.2,0.0,0.125,0.0,0.0,1.136,0.1,0.098,96.46,96.74,80.61,7,0.176
