OBJECTID,TBPOLY_COD,TOWN_POLY,AV_LEGEND,COASTP_COD,COAST_POLY,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
222,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15102699,0.00023597,392.37202127623,-6578.7784490291
223,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.119753,0.00018711,313.942256620259,-5216.44003066218
224,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0194616,3.04e-05,109.410121225735,-847.749608028661
225,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.104372,0.00016308,279.625073910969,-4546.4747403337
226,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.173727,0.00027144,408.318312322543,-7567.59896390787
227,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04774539,7.46e-05,214.793560364361,-2079.78426998608
228,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0245423,3.834e-05,125.323850386784,-1069.03510921594
229,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0410998,6.421e-05,161.158282311985,-1790.32321868295
230,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04455089,6.961e-05,177.969768449874,-1940.60861498428
231,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.99108397,0.00154856,922.106374898719,-43171.5848292885
232,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05939529,9.28e-05,204.928636749641,-2587.28771487453
233,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.04979991,0.00476532,2068.93992644622,-132849.472846323
234,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03232759,5.051e-05,154.041667701225,-1408.20460712267
235,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03388129,5.293e-05,156.486966908157,-1475.86909656874
236,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.6965599,0.00577588,1673.71093221423,-161022.216159392
237,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.63261002,0.00098845,760.197365275831,-27556.4812324437
238,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.07746919,0.00012104,220.604683669642,-3374.53212567988
239,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.179835,0.00028099,402.897808057342,-7833.64547139145
240,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.209213,0.00032689,366.09584901503,-9113.30117512692
241,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0669908,0.00010467,233.576077145947,-2918.14489505676
242,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04962569,7.754e-05,223.908529331411,-2161.73568873095
243,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0443601,6.931e-05,171.378246449715,-1932.35547580458
244,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03546829,5.541e-05,181.959165244356,-1545.01148550201
245,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04429949,6.921e-05,164.964504995742,-1929.6936428291
246,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03335089,5.211e-05,144.659837257827,-1452.76270516034
247,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,40.33750152,0.06302729,8820.71464362686,-1757101.01855871
248,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03193879,4.99e-05,142.603468836512,-1391.24939205899
249,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.28900003,0.00201407,1490.3246288643,-56148.9831855304
250,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0641387,0.00010021,196.863855565405,-2793.88738499646
251,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03432499,5.363e-05,150.929217364159,-1495.18783453772
252,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.104561,0.00016337,302.566408002388,-4554.69502047303
253,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0916457,0.00014319,258.772789422332,-3992.07544426516
254,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.138077,0.00021574,315.043251785046,-6014.61178377078
255,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05982549,9.347e-05,200.316287713118,-2606.00173564076
256,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09721969,0.0001519,258.028006744298,-4234.91105524328
257,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09163349,0.00014317,239.103968928647,-3991.58413523641
258,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.118008,0.00018438,292.634429420253,-5140.4407042726
259,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.42418003,0.00378776,1440.02564599095,-105597.181632056
260,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03220159,5.031e-05,149.542144107668,-1402.7068798372
261,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.18560999,0.00029001,328.416887792534,-8085.1516379248
262,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02134669,3.335e-05,121.008413771629,-929.869373459297
263,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,10.69960021,0.0167181,4342.51920447497,-466073.851598046
264,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0483569,7.555e-05,174.711291926455,-2106.41231129197
265,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.29287898,0.00045762,452.86098573001,-12757.8249266204
266,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03337819,5.215e-05,146.617868179301,-1453.92613248144
267,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02565779,4.009e-05,140.13067317225,-1117.66063788663
268,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03367539,5.261e-05,145.366089055735,-1466.90242788042
269,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04604009,7.193e-05,167.875994698193,-2005.48002830552
270,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,5.07339,0.00792717,2666.47515470712,-220997.064116474
271,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0380344,5.942e-05,154.082896332392,-1656.79354445526
272,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0518408,8.1e-05,176.686689669189,-2258.21927799843
273,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04557109,7.12e-05,179.942047140874,-1985.09840529512
274,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0272205,4.253e-05,142.356407740861,-1185.74175061685
275,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15872399,0.000248,341.575289507639,-6914.04455347274
276,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01968579,3.075e-05,113.200475340341,-857.525195281075
277,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09556149,0.00014931,263.430966805833,-4162.67706186887
278,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0485491,7.585e-05,170.498249270188,-2114.79425964916
279,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0819811,0.00012809,278.731977477429,-3571.10523501338
280,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,8.26451969,0.01291329,3439.92943503473,-360002.663100169
281,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01695,2.648e-05,107.273526508717,-738.356201030405
282,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02365369,3.695e-05,127.815268300023,-1030.36903770743
283,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02215869,3.462e-05,120.743477710496,-965.217734160294
284,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0317456,4.96e-05,149.47556963949,-1382.8526283949
285,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.502855,0.00078571,674.884488937283,-21904.3529237459
286,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.60432898,0.00094426,674.437440454632,-26324.6625603787
287,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.137464,0.00021478,380.302648446576,-5987.96261197972
288,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01469239,2.295e-05,100.649993871415,-639.994486980691
289,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02245469,3.508e-05,127.258436649279,-978.141756613457
290,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.52687001,0.00394822,1825.31853510155,-110070.566615033
291,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.00927321,1.448e-05,79.2826026279531,-403.960357331704
292,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02531269,3.955e-05,125.486753592724,-1102.61572974481
293,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04898859,7.654e-05,188.137170500004,-2133.92645688184
294,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0199397,3.115e-05,162.514323878632,-868.590551996953
295,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.43942999,0.00068661,631.352679368515,-19141.4501349843
296,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.87764,0.0029338,1311.81452179962,-81789.8821898454
297,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.27901801,0.00043596,440.065037272056,-12154.0183296173
298,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04046159,6.322e-05,161.790480988478,-1762.51947848937
299,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0254238,3.972e-05,131.321206502901,-1107.46541219244
300,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0407367,6.365e-05,205.838452258521,-1774.47721552479
301,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.11584399,0.000181,287.121878950943,-5046.19867258662
302,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04508439,7.044e-05,177.900881086992,-1963.87281398169
303,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.90872001,0.00141986,901.714488465683,-39583.8491583063
304,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0974918,0.00015233,269.247245260984,-4246.72520062396
305,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.136443,0.00021319,325.12037610043,-5943.43049442118
306,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,11.12090015,0.01737649,3215.11034534444,-484428.564989794
307,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.10812699,0.00016894,277.838821712237,-4709.98988034447
308,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0286631,4.478e-05,131.800862915494,-1248.56981939586
309,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.94620001,0.00147844,1041.13656353609,-41216.5903209825
310,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.133221,0.00020815,338.327624452679,-5803.10311001401
311,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.29249098,0.00045701,513.203377538927,-12740.9538346511
312,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,5.04314994,0.00787992,2241.61619467984,-219679.890933087
313,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0849922,0.0001328,235.120568774159,-3702.24752477421
314,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05146219,8.04e-05,211.314806156329,-2241.70544700758
315,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.07810769,0.00012204,236.675612025134,-3402.35520796368
316,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0180615,2.822e-05,105.514282422704,-786.771397688838
317,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.37139898,0.00058031,468.00888366717,-16178.0979252239
318,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.07871689,0.00012299,220.205750041116,-3428.90659126719
319,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,6.37042999,0.00995379,2842.26997653659,-277495.757832805
320,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.31840398,0.0004975,509.333349406595,-13869.6403101826
321,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.729833,0.00114036,1149.63970082999,-31791.5437506964
322,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.08175003,0.00169022,896.304757485284,-47120.9232749423
323,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.205537,0.00032115,383.419154597259,-8953.13756387105
324,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0345328,5.395e-05,145.987218623961,-1504.25388692011
325,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0175378,2.74e-05,136.701405316287,-763.94078016696
326,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.01229,0.0015817,1011.86464996089,-44095.273353304
327,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.93827801,0.00146606,812.899668246951,-40871.3399895542
328,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.89759004,0.00296498,1581.21219304661,-82659.1584856272
329,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.18975399,0.00029649,368.412364243595,-8265.61839530668
330,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.205907,0.00032173,415.295529528787,-8969.2929033187
331,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,15.00850009,0.02345079,3163.93417470734,-653770.255377596
332,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,157.94900512,0.24679499,18897.2174433643,-6880262.33741712
333,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.27217099,0.00042526,479.637097421581,-11855.7732531759
334,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04537549,7.089e-05,200.220112639308,-1976.53290928064
335,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.051803,8.094e-05,220.630644023351,-2256.50796245729
336,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02398649,3.747e-05,140.054527473816,-1044.85168941155
337,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,148.69299316,0.232334,16428.8812687072,-6477087.89989899
338,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.34631001,0.0021036,1312.31346218144,-58645.1777324221
339,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0564305,8.817e-05,248.562989445976,-2458.1207656156
340,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.06222059,9.721e-05,249.400645580387,-2710.30238113163
341,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0287983,4.499e-05,149.780235574456,-1254.44956817238
342,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0860377,0.00013443,248.486649811771,-3747.77882357153
343,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.43454399,0.00067897,616.607122305139,-18928.8002960643
344,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,144.49499511,0.225773,22914.3506540953,-6294186.03841891
345,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.15382003,0.00180284,997.954450861579,-50260.404212054
346,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0737553,0.00011524,219.950182971016,-3212.80426798917
347,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.13990999,0.0002186,391.010438189373,-6094.41317363116
348,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.14199995,0.00334687,1873.39591746,-93305.6970821795
349,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.67850995,0.00262268,1331.86014511549,-73115.7809510303
350,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15895299,0.00024836,366.641161757383,-6924.0081163482
351,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.63067299,0.00098542,691.34383840326,-27472.1241739698
352,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.45875,0.0022793,1622.45618027679,-63543.2795421609
353,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.80493998,0.00438272,1801.02916951368,-122183.23712211
354,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.26538991,0.00353967,1852.70971862024,-98680.4596652616
355,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.234593,0.00036655,378.505969876767,-10218.8673633152
356,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,17.70420074,0.0276628,4008.71833382676,-771195.151945526
357,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,6.33450984,0.00989768,2807.87872354957,-275931.410060126
358,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.597189,0.0009331,957.445939265291,-26013.7115453955
359,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.48611399,0.00075955,807.74469866294,-21175.1888021827
360,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.11512099,0.00017987,379.290313862682,-5014.69297674877
361,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.14921699,0.00023315,552.502524283706,-6500.0180352156
362,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.43118798,0.00067373,779.720934041971,-18782.6531666094
363,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.29420301,0.00045969,422.027568315193,-12815.4644350009
364,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.66303002,0.00259848,1144.55815302027,-72441.5257388658
365,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09325619,0.00014571,356.78875742812,-4062.26611301232
366,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.092748,0.00014491,257.368346806794,-4040.09798177509
367,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.17847,0.00027886,371.062740228298,-7774.21841118592
368,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.73755002,0.00271493,1462.46312324144,-75687.8106475078
369,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.7429099,0.0058483,2413.93212440051,-163041.151408669
370,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.30302301,0.00047347,496.576402211069,-13199.7232887258
371,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.10108599,0.00015794,249.671666552686,-4403.32001592806
372,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.89801001,0.00452814,1637.92763614257,-126237.270186226
373,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.165279,0.00025824,395.31443935508,-7199.57075950379
374,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,6.34524011,0.00991444,2937.24197135967,-276398.967206311
375,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02733629,4.271e-05,133.560089714016,-1190.74406849227
376,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01747919,2.731e-05,112.169610332323,-761.397421870398
377,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04797919,7.496e-05,199.894529753193,-2089.94747235635
378,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04523019,7.067e-05,181.162325330488,-1970.22639164087
379,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0736652,0.0001151,236.103156003491,-3208.87446674569
380,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.33152008,0.00520551,1805.10663765894,-145120.950759787
381,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.286545,0.00044772,527.328252495955,-12481.8980145979
382,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02523469,3.942e-05,142.942060971996,-1099.23506356322
383,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.125101,0.00019547,321.308000271206,-5449.38642084804
384,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04008179,6.262e-05,166.891229988482,-1746.00183355772
385,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,23.6418991,0.0369405,9663.68904916632,-1029840.85971853
386,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.81361299,0.00127126,720.624278561814,-35440.9578207218
387,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.16497993,0.00338277,2262.10042261092,-94306.1835568518
388,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.29340994,0.00202094,995.053629760854,-56340.8349668447
389,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.50395989,0.00547493,2125.95335052765,-152632.262546032
390,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.12229699,0.00019108,360.400145865762,-5327.31732539973
391,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.20001399,0.00031252,380.350516800068,-8712.65503273919
392,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,5.81352996,0.00908365,2991.01994233145,-253237.354421762
393,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.28890001,0.0020139,1389.60482334366,-56144.4032421605
394,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15751099,0.0002461,343.988150405966,-6861.13992370889
395,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,16.01549911,0.02502419,3295.4043347998,-697633.530263726
396,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.87331497,0.00136455,857.58081399236,-38041.5894364236
397,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.11178,0.00017465,273.42839619049,-4869.18589934132
398,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05792519,9.05e-05,217.446757116709,-2523.25054972798
399,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01757729,2.746e-05,106.934392878341,-765.678398360494
400,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01902999,2.973e-05,109.759898444512,-828.957268274375
401,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01200569,1.875e-05,91.3378426275231,-522.959322364797
402,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0139535,2.18e-05,100.572930404456,-607.834479932913
403,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,261.23901367,0.408185,29506.5506077141,-11379551.094009
404,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.029557,4.618e-05,162.916174099923,-1287.51442215086
405,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01833239,2.864e-05,110.696457383389,-798.553430875863
406,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01248439,1.95e-05,93.2063444360243,-543.818198892945
407,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01851809,2.893e-05,112.169291180552,-806.639822997341
408,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02239359,3.499e-05,138.976249076572,-975.485148142753
409,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01521589,2.377e-05,101.15761618836,-662.806880526351
410,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0178375,2.787e-05,115.934611418632,-776.992955233709
411,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05121929,8.003e-05,182.462673002625,-2231.11126209054
412,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03339369,5.217e-05,162.363684440232,-1454.61973496801
413,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01910809,2.985e-05,111.738325036198,-832.350755374666
414,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.290257,0.00045352,595.758405798436,-12643.6408364162
415,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.105153,0.0001643,297.205391181946,-4580.50285423022
416,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.139952,0.00021867,367.297476975624,-6096.28292725236
417,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.23278899,0.00036373,460.233333081763,-10140.3118056933
418,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.08357889,0.00013059,260.677212714144,-3640.74338239088
419,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05626729,8.791e-05,193.291469389154,-2451.01482777837
420,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03685329,5.758e-05,158.131440879084,-1605.31187121275
421,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0354879,5.544e-05,153.550926755639,-1545.85928185347
422,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09413109,0.00014708,303.736150856848,-4100.36716892698
423,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09350019,0.00014609,284.94606668231,-4072.83844957174
424,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0622491,9.726e-05,255.142371198264,-2711.53888471832
425,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.00654897,1.023e-05,69.6818441382371,-285.269610332786
426,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.53821003,0.00240345,1277.02522665872,-67004.4667555024
427,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0161965,2.53e-05,104.356452809871,-705.523691369248
428,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02726539,4.26e-05,133.444644485512,-1187.67528029378
429,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0132352,2.067e-05,92.9790240989732,-576.521192653424
430,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01157269,1.808e-05,86.7297395387949,-504.112833278738
431,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.00849532,1.327e-05,81.0208798567892,-370.068970775656
432,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.54048401,0.0008445,736.715275548395,-23543.4513165796
433,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0165854,2.591e-05,107.37724524015,-722.454510355039
434,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0436833,6.825e-05,168.665275533962,-1902.8513175866
435,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01455659,2.274e-05,102.207501335741,-634.09182868584
436,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0207608,3.243e-05,113.861516127677,-904.341654898036
437,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0117317,1.833e-05,89.6509649620485,-511.029205977167
438,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01070449,1.672e-05,84.813477165945,-466.287751118948
439,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0194716,3.042e-05,120.877929847842,-848.197404998046
440,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0164083,2.563e-05,108.223380249382,-714.743634460691
441,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0320528,5.008e-05,156.54612545871,-1396.21299102967
442,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02452279,3.831e-05,129.485986891476,-1068.21207798072
443,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0797362,0.00012458,266.420313407029,-3473.32757514742
444,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.33218899,0.00051904,661.757228946067,-14470.1905593347
445,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.19311,0.00030173,473.52318013246,-8411.82578795208
446,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0160831,2.512e-05,122.449065485448,-700.584672792648
447,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0619983,9.687e-05,229.556223888088,-2700.65697642097
448,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02036719,3.182e-05,113.0812451943,-887.197161421077
449,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0253854,3.966e-05,124.972554072125,-1105.78371666673
450,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0223276,3.488e-05,121.451136942503,-972.573250290428
451,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.34384998,0.00053726,664.024133739723,-14977.9878566615
452,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,23.82600021,0.0372281,9988.3144616617,-1037861.28505835
453,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.152334,0.00023802,319.63311011932,-6635.67319379343
454,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.126319,0.00019737,312.134283028698,-5502.50706677789
455,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.045276,7.074e-05,164.027395503531,-1972.2046377948
456,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.140816,0.00022002,424.955417095937,-6133.94836170096
