OBJECTID,SYMBOL,ZONING_COD,ZONING_NAM,ZONING_TYP,SHAPE_Leng,Shape_Length,Shape_Area
2111,0,R7,RES MULTI-FAMILY,RESIDENTIAL,6578.57930969,6578.57969848864,860317.818620509
2112,0,M2,INDUSTRIAL,INDUSTRIAL,4293.52366472,4293.52359193267,675996.224475623
2113,0,OR1,OFFICE/RES,OFFICE,669.127244523,669.127279299581,23346.8405444925
2114,0,R4,RES SINGLE FAMILY,RESIDENTIAL,27312.1769377,27312.176500778,7545668.95283499
2115,0,M1,INDUSTRIAL,INDUSTRIAL,2730.74721994,2730.74787604548,314051.927669656
2116,0,OR3,OFFICE/RES,OFFICE,458.027154587,458.027259917358,8900.60433046261
2117,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2798.23262503,2798.23297137585,421221.961075954
2118,0,OR2,OFFICE/RES,OFFICE,3924.83493609,3924.83497020203,422856.718045303
2119,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9986.51887599,9986.5192399244,532841.721915947
2120,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1851.11739654,1851.11772933251,135225.318620838
2121,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1151.68275618,1151.68264953919,76847.7131769604
2122,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2553.59982998,2553.59944759816,240380.490411701
2123,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2540.92644819,2540.92639795068,249379.323451805
2124,0,R7,RES MULTI-FAMILY,RESIDENTIAL,14282.377753,14282.3774446711,3009447.49251332
2125,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,755.94278587,755.942650580178,33003.2281881785
2126,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1882.59038867,1882.59045227815,201198.62947329
2127,0,R1,RES SINGLE FAMILY,RESIDENTIAL,2682.01915211,2682.0186007292,358274.333051892
2128,0,OR3,OFFICE/RES,OFFICE,749.799641808,749.799184380376,30742.6240500931
2129,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1724.6912814,1724.69125692258,135963.244335991
2130,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1256.77689978,1256.77711767264,73087.0887452886
2131,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2999.60633465,2999.6064220855,229063.377095755
2132,0,R5,RES SINGLE FAMILY,RESIDENTIAL,17813.0537582,17813.0543757502,8558171.12539086
2133,0,R6,RES MULTI-FAMILY,RESIDENTIAL,5658.38601189,5658.38562411923,1030399.21134058
2134,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1021.2598676,1021.26025263166,54796.6294471977
2135,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2900.67102174,2900.67115632202,276725.838896379
2136,0,OR3,OFFICE/RES,OFFICE,3482.74704016,3482.74762210181,332872.783082394
2137,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1722.18480355,1722.18419766554,124323.064636719
2138,0,OR3,OFFICE/RES,OFFICE,1247.3492062,1247.34922018351,93290.1388658265
2139,0,R4,RES SINGLE FAMILY,RESIDENTIAL,616.068983867,616.068539631959,19031.5482352124
2140,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1203.1085348,1203.10838517135,64146.1052500848
2141,0,M2,INDUSTRIAL,INDUSTRIAL,3680.43708002,3680.43664756541,167727.369792315
2142,0,R4,RES SINGLE FAMILY,RESIDENTIAL,3303.11844609,3303.11854998176,534491.926373452
2143,0,OR2,OFFICE/RES,OFFICE,1091.15963028,1091.15949192153,47950.302095237
2144,0,R7,RES MULTI-FAMILY,RESIDENTIAL,6475.14675195,6475.147305302,891057.698936746
2145,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2738.06970993,2738.06972647258,418907.887553607
2146,0,M1,INDUSTRIAL,INDUSTRIAL,1819.6657124,1819.66657370923,101873.104848945
2147,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2007.73470487,2007.73499578038,168933.030085271
2148,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,1063.06656357,1063.06635745472,58493.8055000804
2149,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3454.82923589,3454.8291610868,535186.543900721
2150,0,R6,RES MULTI-FAMILY,RESIDENTIAL,491.22230124,491.222888566606,12886.6132367862
2151,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4238.85904865,4238.85935800251,643352.481826268
2152,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,523.524991575,523.525198412322,16619.0151558163
2153,0,R7,RES MULTI-FAMILY,RESIDENTIAL,3334.19206551,3334.19191803743,256913.830852939
2154,0,R7,RES MULTI-FAMILY,RESIDENTIAL,3527.52803457,3527.52763282947,512971.862405075
2155,0,R6,RES MULTI-FAMILY,RESIDENTIAL,7762.87893679,7762.87972570516,1114471.90786196
2156,0,R4,RES SINGLE FAMILY,RESIDENTIAL,8350.32356792,8350.32402706713,1261277.34022917
2157,0,R4,RES SINGLE FAMILY,RESIDENTIAL,5051.75822252,5051.7577468524,774813.181654228
2158,0,R7,RES MULTI-FAMILY,RESIDENTIAL,347.687626169,347.687457023203,4269.43574549472
2159,0,R1,RES SINGLE FAMILY,RESIDENTIAL,1258.77399384,1258.77388363245,88800.8961731663
2160,0,M2,INDUSTRIAL,INDUSTRIAL,1028.89976394,1028.90033313168,62257.5228889389
2161,0,R5,RES SINGLE FAMILY,RESIDENTIAL,9588.83698589,9588.83553270534,2791242.6794043
2162,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1765.0397633,1765.03970574759,186486.356256496
2163,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3087.00632171,3087.00587063865,236173.050645726
2164,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2199.06444228,2199.06397814657,193331.023884522
2165,0,R7,RES MULTI-FAMILY,RESIDENTIAL,4384.47030791,4384.47016882154,863412.623028809
2166,0,M3,INDUSTRIAL,INDUSTRIAL,3743.23147407,3743.23176261657,875754.130118187
2167,0,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,27451.3646271,27451.3643451349,18503092.1291496
2168,0,R7,RES MULTI-FAMILY,RESIDENTIAL,8236.00210483,8236.00265313463,1248953.38542616
2169,0,R6,RES MULTI-FAMILY,RESIDENTIAL,723.2714859,723.270974124787,32096.7421782369
2170,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9654.40417633,9654.40405076054,1024258.27056669
2171,0,OR1,OFFICE/RES,OFFICE,630.940890524,630.940801759552,24340.7337643156
2172,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1926.85626544,1926.8564436392,102234.862870201
2173,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9461.89494762,9461.89517815216,1119405.56517889
2174,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1158.91245851,1158.91262609479,72048.2379304122
2175,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,935.449261824,935.44893583171,53452.1546039889
2176,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,901.799281331,901.799235802798,48649.0132217605
2177,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1292.71432859,1292.71435934116,97071.9375591761
2178,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2465.0810881,2465.08088483297,323520.69769995
2179,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,628.904599449,628.904866327504,14946.4808331642
2180,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,497.29487468,497.294930584544,14449.821838764
2181,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3865.82655096,3865.82639121003,705771.940229474
2182,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3335.50994858,3335.50917496056,467661.725184626
2183,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,555.846055688,555.846324261114,19284.4707867559
2184,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1408.25833924,1408.2585584013,109806.491919089
2185,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1750.32472121,1750.32448656088,110108.186502913
2186,0,OR3,OFFICE/RES,OFFICE,1767.20618623,1767.20624313145,170658.038283055
2187,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4854.60520372,4854.6051914178,777558.843295781
2188,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5583.78750475,5583.78767386332,1206694.50336395
2189,0,R5,RES SINGLE FAMILY,RESIDENTIAL,11178.25854,11178.2573027891,4202458.46787539
2190,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4418.22727594,4418.22768430331,1144678.57301374
2191,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2089.81503653,2089.81568666242,141772.113409776
2192,0,R7,RES MULTI-FAMILY,RESIDENTIAL,10629.0995977,10629.0998780238,3063870.97366207
2193,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1703.96635223,1703.96618241528,172818.606545768
2194,0,R4,RES SINGLE FAMILY,RESIDENTIAL,10603.8629648,10603.8618523366,2414546.13836088
2195,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,1452.66309258,1452.66330191085,109082.639724441
2196,0,R6,RES MULTI-FAMILY,RESIDENTIAL,3179.32032037,3179.32048685216,243557.121652038
2197,0,OR1,OFFICE/RES,OFFICE,2369.83290691,2369.83387305743,168417.719687898
2198,0,R6,RES MULTI-FAMILY,RESIDENTIAL,4384.56266376,4384.56237783687,1120148.06645028
2199,0,OR3,OFFICE/RES,OFFICE,1255.36742745,1255.3671087387,86422.5149672961
2200,0,OR1,OFFICE/RES,OFFICE,2236.30358124,2236.30311214889,223722.098888689
2201,0,OR3,OFFICE/RES,OFFICE,1285.14879295,1285.14882273686,59411.433499114
2202,0,OR1,OFFICE/RES,OFFICE,1697.14711885,1697.1473210508,81099.5668858327
2203,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1132.21722245,1132.21724924136,69279.40340246
2204,0,R4,RES SINGLE FAMILY,RESIDENTIAL,3587.26378009,3587.26350119346,397941.06166598
2205,0,R6,RES MULTI-FAMILY,RESIDENTIAL,15353.7070977,15353.7073065842,3990371.79928327
2206,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2711.20912862,2711.20928285575,208256.892245961
2207,0,R6,RES MULTI-FAMILY,RESIDENTIAL,538.454224108,538.454284005227,16628.7558336214
2208,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1187.45049542,1187.45076497653,91256.9585386558
2209,0,R6,RES MULTI-FAMILY,RESIDENTIAL,3385.11662538,3385.1168177061,443129.90217259
2210,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,740.269018052,740.268971425048,33677.7192049602
2211,0,R2,RES SINGLE FAMILY,RESIDENTIAL,1411.44395518,1411.44402428864,122484.613040339
2212,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2327.63616688,2327.63593326684,219466.058362504
2213,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2041.89265594,2041.8921589555,236871.879547578
2214,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5626.00990143,5626.01058536626,968323.183740028
2215,0,(OR1),OFFICE/RES OVERLAY,OFFICE,548.14617671,548.146145103062,16759.3085551747
2216,0,OR3,OFFICE/RES,OFFICE,1411.96153592,1411.96174073123,67628.5848621507
2217,0,OR3,OFFICE/RES,OFFICE,8615.66416711,8615.6637822074,2218724.32825734
2218,0,R7,RES MULTI-FAMILY,RESIDENTIAL,534.283382156,534.28326049513,14373.7986304371
2219,0,R3,RES SINGLE FAMILY,RESIDENTIAL,4744.34465959,4744.34446920024,1342774.64031781
2220,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,1415.53152774,1415.53125918127,102889.18725476
2221,0,R3,RES SINGLE FAMILY,RESIDENTIAL,5972.71468572,5972.71464822672,765167.005850117
2222,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3331.04050806,3331.04018566001,283507.306559731
2223,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1708.17786125,1708.17768060779,169783.819113255
2224,0,R2,RES SINGLE FAMILY,RESIDENTIAL,9115.97226168,9115.97203941745,2590661.27414517
2225,0,R5A,RES MULTI FAMILY,RESIDENTIAL,1225.18854871,1225.18797940847,91197.1473100378
2226,0,R6,RES MULTI-FAMILY,RESIDENTIAL,4582.77859691,4582.77843025038,1249321.52303626
2227,0,R5,RES SINGLE FAMILY,RESIDENTIAL,3325.45864434,3325.45908073522,496287.230596761
2228,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1027.10146163,1027.10181103503,59206.0402189113
2229,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1824.74583297,1824.74599270504,124706.588857364
2230,0,OR2,OFFICE/RES,OFFICE,521.667274295,521.667316616714,16071.2330320177
2231,0,R7,RES MULTI-FAMILY,RESIDENTIAL,567.940995517,567.941072405067,19692.7515202643
2232,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1100.8703409,1100.87027348087,57537.3323584552
2233,0,R5A,RES MULTI FAMILY,RESIDENTIAL,2441.89097084,2441.89153065659,227979.990914474
2234,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2818.99988497,2818.99951711387,369297.715452525
2235,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,977.729711599,977.72973032078,31708.452302111
2236,0,OR3,OFFICE/RES,OFFICE,3351.61917893,3351.61904563239,541222.505566288
2237,0,R7,RES MULTI-FAMILY,RESIDENTIAL,633.289260516,633.289033557863,23218.7510377638
2238,0,OR3,OFFICE/RES,OFFICE,1304.84603644,1304.84586991815,95766.115783382
2239,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3150.38214979,3150.38266561846,358073.699858025
2240,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2232.11473879,2232.11531116688,228314.975345287
2241,0,R5,RES SINGLE FAMILY,RESIDENTIAL,6301.0711566,6301.070514418,1417825.4801517
2242,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1036.86822688,1036.86807721189,51724.1140253436
2243,0,R5,RES SINGLE FAMILY,RESIDENTIAL,2506.36457488,2506.36413723283,265508.07972448
2244,0,R7,RES MULTI-FAMILY,RESIDENTIAL,626.632880943,626.632543105267,21902.3549677115
2245,0,R5,RES SINGLE FAMILY,RESIDENTIAL,4029.51674258,4029.51634901871,611765.056311107
2246,0,R6,RES MULTI-FAMILY,RESIDENTIAL,20965.8220557,20965.8229098052,4500427.97503852
2247,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2748.3782637,2748.37820297371,422934.752700592
2248,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1614.82525785,1614.8251332437,126693.259302834
2249,0,R1,RES SINGLE FAMILY,RESIDENTIAL,18315.0330038,18315.033841642,10290504.1455494
2250,0,R5B,RES TWO-FAMILY,RESIDENTIAL,2097.69149314,2097.69199875135,174151.461862892
2251,0,R6,RES MULTI-FAMILY,RESIDENTIAL,989.221922974,989.222235842251,60149.9201402555
2252,0,M2,INDUSTRIAL,INDUSTRIAL,4430.66980529,4430.66948442705,696538.743078648
2253,0,R6,RES MULTI-FAMILY,RESIDENTIAL,4462.66278883,4462.66300425553,659583.556379169
2254,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1800.06524335,1800.06486644822,151984.95989419
2255,0,R7,RES MULTI-FAMILY,RESIDENTIAL,438.413356909,438.413289216086,6414.90506342983
2256,0,R6,RES MULTI-FAMILY,RESIDENTIAL,666.306591354,666.306201081669,27581.6404989624
2257,0,(OR1),OFFICE/RES OVERLAY,OFFICE,1529.94745204,1529.94737870811,60751.5076507298
2258,0,R7,RES MULTI-FAMILY,RESIDENTIAL,955.489016804,955.489167904103,42333.4393672763
2259,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1852.08198359,1852.0812050851,190933.649349708
2260,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1307.91467572,1307.91514026003,90915.8568622912
2261,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,1269.4114303,1269.41115669643,92255.4369167253
2262,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5384.58167469,5384.58175269725,364246.856481693
2263,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2614.03237951,2614.03289324314,336784.012224009
2264,0,R4,RES SINGLE FAMILY,RESIDENTIAL,13686.3023565,13686.3016645678,8093887.19655058
2265,0,R6,RES MULTI-FAMILY,RESIDENTIAL,535.501865324,535.501702330025,15016.8784924398
2266,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1934.40298484,1934.40251467367,164546.271135506
2267,0,R5B,RES TWO-FAMILY,RESIDENTIAL,1247.90547844,1247.90530805742,87689.7258052207
2268,0,OR2,OFFICE/RES,OFFICE,3347.57551719,3347.57523144108,254450.544660711
2269,0,R6,RES MULTI-FAMILY,RESIDENTIAL,2217.52211013,2217.52204737899,108483.421444647
2270,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2801.05412356,2801.05423420185,228119.729213289
2271,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1164.88963768,1164.88954682073,79741.4918220976
2272,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2442.32865373,2442.32909349941,320532.206981268
2273,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1054.17743537,1054.17771080049,29862.6619520766
2274,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2532.8474218,2532.84815499866,383757.503045256
2275,0,R5,RES SINGLE FAMILY,RESIDENTIAL,7788.57892417,7788.57795408582,1299256.82531309
2276,0,R4,RES SINGLE FAMILY,RESIDENTIAL,3103.32651576,3103.32649088646,400288.306770968
2277,0,R7,RES MULTI-FAMILY,RESIDENTIAL,693.99338374,693.993612050542,26073.9497041308
2278,0,R5,RES SINGLE FAMILY,RESIDENTIAL,11530.7657708,11530.7663983169,3376669.67051336
2279,0,R7,RES MULTI-FAMILY,RESIDENTIAL,5837.25436534,5837.2543333234,1692468.77739565
2280,0,R5A,RES MULTI FAMILY,RESIDENTIAL,2434.1621393,2434.1609495277,251960.318838027
2281,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7050.05558527,7050.0550191051,1584906.04335263
2282,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1906.59035959,1906.59043234555,163878.672723176
2283,0,R5B,RES TWO-FAMILY,RESIDENTIAL,5819.71275214,5819.71377842076,658960.165302489
2284,0,R6,RES MULTI-FAMILY,RESIDENTIAL,2598.11725732,2598.11698564266,255313.503747496
2285,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4038.8416137,4038.84160047681,415368.781068622
2286,0,R7,RES MULTI-FAMILY,RESIDENTIAL,723.312712753,723.312783673169,28805.1171242661
2287,0,OR1,OFFICE/RES,OFFICE,1915.88053341,1915.88076780366,145292.106864733
2288,0,R4,RES SINGLE FAMILY,RESIDENTIAL,866.579390644,866.579513886286,45729.9057889341
2289,0,OR3,OFFICE/RES,OFFICE,1300.05202662,1300.05206576461,104029.724718344
2290,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1461.33153859,1461.33185208246,118517.284036372
2291,0,OR1,OFFICE/RES,OFFICE,385.920039941,385.91996590653,9023.37398434682
2292,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1669.41639114,1669.41598720079,138729.088894927
2293,0,M2,INDUSTRIAL,INDUSTRIAL,3008.83821726,3008.83776035678,457896.734043037
2294,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,596.87836371,596.878359827901,20219.1798141332
2295,0,R1,RES SINGLE FAMILY,RESIDENTIAL,5706.60950991,5706.60987754328,1953107.68432031
2296,0,R5,RES SINGLE FAMILY,RESIDENTIAL,694.532753613,694.532943471178,27053.9670605108
2297,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1260.0214175,1260.02201104895,82310.2674699215
2298,0,R6,RES MULTI-FAMILY,RESIDENTIAL,608.62777509,608.627990105706,13733.9984804196
2299,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1040.94776941,1040.94779044965,40443.4893751943
2300,0,OR3,OFFICE/RES,OFFICE,3834.28798683,3834.28778853117,493758.853897956
2301,0,R7,RES MULTI-FAMILY,RESIDENTIAL,937.1175317,937.117725369486,48299.0904669647
2302,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1147.87701678,1147.87704918274,80608.0770271547
2303,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1581.06120939,1581.06084572518,125408.390656502
2304,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,788.754384152,788.754192929839,38049.4920591657
2305,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,772.297765641,772.297966265076,35953.9226225805
2306,0,R5A,RES MULTI FAMILY,RESIDENTIAL,4410.57080647,4410.57131334031,687923.033525659
2307,0,R5A,RES MULTI FAMILY,RESIDENTIAL,1308.61182768,1308.61203054036,91865.2387916046
2308,0,R5A,RES MULTI FAMILY,RESIDENTIAL,7300.10840711,7300.1075573527,1758644.33999955
2309,0,R6,RES MULTI-FAMILY,RESIDENTIAL,14313.7337154,14313.7337289355,3176651.48665016
2310,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2396.58609327,2396.58643143872,251519.169365807
2311,0,R5B,RES TWO-FAMILY,RESIDENTIAL,3627.23315164,3627.23351137616,291367.384387824
2312,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1515.99709649,1515.99660516505,95159.0474647002
2313,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2379.18022268,2379.18091827502,216751.292211523
2314,0,R4,RES SINGLE FAMILY,RESIDENTIAL,4614.5580319,4614.55818288841,638866.39669072
2315,0,M2,INDUSTRIAL,INDUSTRIAL,824.908729227,824.908750040006,28335.1915052565
2316,0,OR3,OFFICE/RES,OFFICE,1695.36287475,1695.36373556243,81611.2626821641
2317,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,736.335080438,736.335139158891,32734.5215386852
2318,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,608.184447976,608.184578721952,22404.1952607614
2319,0,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,498.117412539,498.117424208937,13919.0221621944
2320,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,891.017458892,891.017497856412,39276.9731006206
2321,0,R5A,RES MULTI FAMILY,RESIDENTIAL,720.833759723,720.833349588924,30940.4502191263
2322,0,R5A,RES MULTI FAMILY,RESIDENTIAL,949.567573603,949.567686738631,56340.8761360668
2323,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,565.139524647,565.138966587339,18235.4325495838
2324,0,R5A,RES MULTI FAMILY,RESIDENTIAL,931.813676315,931.813968165273,50466.1252082735
2325,0,M2,INDUSTRIAL,INDUSTRIAL,7365.7703543,7365.7697871111,2704473.83675339
2326,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,793.665909953,793.665568990051,23305.1158615985
2327,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1164.43478306,1164.43501091483,81502.8143672182
2328,0,M2,INDUSTRIAL,INDUSTRIAL,878.875592825,878.875148328728,42598.236182328
2329,0,M1,INDUSTRIAL,INDUSTRIAL,1024.98177895,1024.98136101954,42030.8222768289
2330,0,R4,RES SINGLE FAMILY,RESIDENTIAL,6289.31922463,6289.31875948501,1985661.0359068
2331,0,R6,RES MULTI-FAMILY,RESIDENTIAL,508.773055026,508.773398438715,7664.63114163926
2332,0,R7,RES MULTI-FAMILY,RESIDENTIAL,3363.52041739,3363.52015844544,308059.080327934
2333,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,3994.64922271,3994.64864144957,474262.755724405
2334,0,R5,RES SINGLE FAMILY,RESIDENTIAL,683.960611098,683.960107993354,29264.7148452785
2335,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,4378.43974301,4378.44015005658,990865.502917924
2336,0,R5,RES SINGLE FAMILY,RESIDENTIAL,9369.64001514,9369.64035775834,2411377.95265927
2337,0,M1,INDUSTRIAL,INDUSTRIAL,3539.46019643,3539.4597535296,591149.860613794
2338,0,R5,RES SINGLE FAMILY,RESIDENTIAL,5282.36369068,5282.36388105479,1592121.58670985
2339,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1253.01479687,1253.01491090754,67261.5917335413
2340,0,OR1,OFFICE/RES,OFFICE,582.929849884,582.929867253731,12050.7862926158
2341,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4984.19578921,4984.19536977695,433074.510774143
2342,0,OR1,OFFICE/RES,OFFICE,1740.0101784,1740.01017574892,97942.654868162
2343,0,M1,INDUSTRIAL,INDUSTRIAL,3066.07938951,3066.07923538534,481644.959017341
2344,0,OR2,OFFICE/RES,OFFICE,710.764869897,710.76493762119,30964.9346400119
2345,0,R5,RES SINGLE FAMILY,RESIDENTIAL,446.995249714,446.995362947339,12321.3655302377
2346,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,508.261388095,508.261605406456,15263.6700370076
2347,0,OR3,OFFICE/RES,OFFICE,607.303984523,607.304313914699,15079.4098475393
2348,0,R5,RES SINGLE FAMILY,RESIDENTIAL,5031.22575831,5031.22559251123,1095151.48828986
2349,0,M1,INDUSTRIAL,INDUSTRIAL,1465.46068323,1465.46097631832,102204.242791168
2350,0,M1,INDUSTRIAL,INDUSTRIAL,952.068254828,952.0680154541,52454.9689916909
2351,0,M1,INDUSTRIAL,INDUSTRIAL,1478.24671431,1478.24692548062,96771.632719952
2352,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,1132.06092215,1132.0609611386,76486.9811265453
2353,0,OR2,OFFICE/RES,OFFICE,2387.44569177,2387.44516764725,289222.285156971
2354,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,634.72525131,634.72468956522,13163.6742246806
2355,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1575.30513156,1575.30489465674,139631.205709171
2356,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,660.565572306,660.56556913347,21926.4670225
2357,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1398.38030076,1398.379937261,111539.283036829
2358,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1831.1212499,1831.12105346262,214457.486105147
2359,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,561.850204187,561.850161481961,18474.2636825902
2360,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,628.87601535,628.876054681971,15462.3261022007
2361,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,864.991565618,864.991729914789,45362.0326796265
2362,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,931.320838139,931.320372675882,53762.4319508909
2363,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1771.46286936,1771.46316676172,130217.070203527
2364,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,658.95545076,658.955373132902,18528.6673282799
2365,0,OR3,OFFICE/RES,OFFICE,8883.79569203,8883.79523437042,1747490.39217857
2366,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,871.207758756,871.207845791238,41699.9544599418
2367,0,R5,RES SINGLE FAMILY,RESIDENTIAL,4020.58333133,4020.58239152245,376463.795498624
2368,0,R7,RES MULTI-FAMILY,RESIDENTIAL,919.560243182,919.559710737983,49988.4222158546
2369,0,M2,INDUSTRIAL,INDUSTRIAL,6474.73399388,6474.73351219572,535723.373682419
2370,0,OR3,OFFICE/RES,OFFICE,2418.47931736,2418.47939547747,150460.678146818
