OBJECTID,SYMBOL,ZONING_COD,ZONING_NAM,ZONING_TYP,SHAPE_Leng,Shape_Length,Shape_Area
748,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,949.248310203,949.248595191255,52412.528305463
749,0,R4,RES SINGLE FAMILY,RESIDENTIAL,668.094196188,668.093971561234,27894.5636057294
750,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2010.8661118,2010.86620468322,176936.217694342
751,0,R4,RES SINGLE FAMILY,RESIDENTIAL,256.851279507,256.851351307647,2454.20034164782
752,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,205.998344472,205.998293072675,2231.95560289765
753,0,R6,RES MULTI-FAMILY,RESIDENTIAL,785.683069207,785.683216402493,34317.723061455
754,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2234.40763529,2234.40772426174,316507.461172368
755,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,643.959567717,643.959523846322,25571.2824853956
756,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,882.334828489,882.335346552037,25374.5701123703
757,0,R6,RES MULTI-FAMILY,RESIDENTIAL,6737.12115253,6737.12084434033,1119033.45391865
758,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2155.66143838,2155.66152959647,267948.827484543
759,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1830.39340995,1830.39292112284,187031.554461617
760,0,R4,RES SINGLE FAMILY,RESIDENTIAL,876.668319225,876.668149717832,23167.3862977775
761,0,R4,RES SINGLE FAMILY,RESIDENTIAL,726.557920869,726.557807182268,28139.7008304683
762,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1181.65257436,1181.65288032169,52405.7881987938
763,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1117.87115997,1117.87079346489,77354.4734336353
764,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1091.05038751,1091.05092409506,68676.2881841736
765,0,OR3,OFFICE/RES,OFFICE,1256.96847288,1256.96816951851,63386.4253716712
766,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,798.904699966,798.904342647034,30963.810325029
767,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,384.445265293,384.445464047085,6472.15108399424
768,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2205.4820684,2205.48193339737,169064.111650022
769,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,666.667123115,666.667011285677,17162.3508663364
770,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,985.819777362,985.819690439394,55532.0662234328
771,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,905.447783377,905.448063302224,49825.1930310999
772,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1267.05577994,1267.05554468741,97565.3666325817
773,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1466.039589,1466.03944695276,118364.64249853
774,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,545.109057411,545.10948288184,14122.3074768637
775,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,773.38672831,773.386915626434,29639.5850794338
776,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8781.88377562,8781.88369861522,2180057.33287979
777,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3056.20853088,3056.20859251016,265047.007665975
778,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,792.976306442,792.976491061148,38316.1555281288
779,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3358.89678791,3358.89696275343,469296.558705367
780,0,R4,RES SINGLE FAMILY,RESIDENTIAL,9343.14631873,9343.14585161697,3397305.37472034
781,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,706.250104295,706.250233267813,30595.4744259963
782,0,OR3,OFFICE/RES,OFFICE,1252.67100988,1252.67097834055,91891.7544577562
783,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1394.76668272,1394.76659414597,121207.933710337
784,0,R1,RES SINGLE FAMILY,RESIDENTIAL,1964.76675776,1964.76684518639,254814.80658903
785,0,R6,RES MULTI-FAMILY,RESIDENTIAL,2601.3067864,2601.30638905278,211313.719465769
786,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,950.818186019,950.818092220841,30823.2275205068
787,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1453.36290967,1453.36298680959,121830.09106436
788,0,R5A,RES MULTI-FAMILY,RESIDENTIAL,2447.35426633,2447.35441120138,245504.624930243
789,0,R5,RES SINGLE FAMILY,RESIDENTIAL,5977.79719312,5977.79710653744,897108.852953638
790,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1071.89850526,1071.89848926501,72405.1797091465
791,0,M2,INDUSTRIAL,INDUSTRIAL,906.615362709,906.615262743024,51060.0171291308
792,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2761.52329071,2761.52304412065,456802.769175708
793,0,M3,INDUSTRIAL,INDUSTRIAL,1794.61949837,1794.61998858953,153570.138987013
794,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,578.639913454,578.640106006197,18888.200894927
795,0,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,532.247512501,532.247573758826,5459.02814632778
796,0,M2,INDUSTRIAL,INDUSTRIAL,718.779403997,718.779389545174,31352.9288022836
797,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1155.90290863,1155.90305799257,80480.5031528198
798,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1917.64588947,1917.6457526906,144900.379511983
799,0,RR,RURAL RESIDENTIAL,RESIDENTIAL,3866.60115579,3866.5797751491,633392.784672198
800,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1985.50620657,1985.50633401624,216079.954213885
801,0,R7,RES MULTI-FAMILY,RESIDENTIAL,651.955864798,651.95592645503,25774.6080142578
802,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,511.820850905,511.820864005934,11456.376646442
803,0,M3,INDUSTRIAL,INDUSTRIAL,894.070843847,894.07116433523,34108.7303811484
804,0,M2,INDUSTRIAL,INDUSTRIAL,526.987562287,526.987758718877,14100.4220033677
805,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,816.218635481,816.218629912832,22646.4438481913
806,0,R7,RES MULTI-FAMILY,RESIDENTIAL,801.025257704,801.025106651561,38461.0064280762
807,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,874.873054651,874.872784769942,37370.7989383179
808,0,R4,RES SINGLE FAMILY,RESIDENTIAL,439.955778644,439.956108103396,8333.83698735454
809,0,RR,RURAL RESIDENTIAL,RESIDENTIAL,20511.8452837,20511.7840794587,3829924.98472851
810,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,463.61455132,463.614328365373,12750.3026057722
811,0,OR1,OFFICE/RES,OFFICE,722.909923401,722.909393426225,32197.7252448134
812,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,813.389584,813.389314550749,19843.7345185589
813,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,546.131115142,546.130926747048,16518.1716727127
814,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1825.85267981,1825.85254020169,191478.734897811
815,0,R1,RES SINGLE FAMILY,RESIDENTIAL,1444.19670316,1444.19677242639,116017.984660466
816,0,OR1,OFFICE/RES,OFFICE,554.321385887,554.321582606832,9359.8004326275
817,0,M2,INDUSTRIAL,INDUSTRIAL,739.532634837,739.532422433661,32895.38594484
818,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,689.958370579,689.958886496927,24988.7339175874
819,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1042.19234758,1042.19246606898,67373.401617242
820,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,618.798540977,618.798153228868,16851.15467168
821,0,R1,RES SINGLE FAMILY,RESIDENTIAL,1916.28932533,1916.28980899719,229506.113189692
822,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.88104934,1541.88138588857,82026.4918596667
823,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1858.71751898,1858.71711290994,144846.421785971
824,0,M2,INDUSTRIAL,INDUSTRIAL,813.060826797,813.061018000215,41260.4414474791
825,0,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,763.034806357,763.034947605899,36341.3697860504
826,0,R5,RES SINGLE FAMILY,RESIDENTIAL,3959.04778465,3959.04837390735,433773.927900522
827,0,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,543.204321494,543.203634092357,13403.9445940401
828,0,OR3,OFFICE/RES,OFFICE,525.262325936,525.262069060049,11559.3575937959
829,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.248193027,508.248075978012,15945.9680374218
830,0,R6,RES MULTI-FAMILY,RESIDENTIAL,2166.54183422,2166.54180693959,213250.064503487
831,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,574.345025108,574.345199689376,16867.004293351
832,0,OR3,OFFICE/RES,OFFICE,2098.23371193,2098.23405945537,168045.504128275
833,0,PD,PLANNED DEVELOPMENT,SPECIAL,5624.25709648,5624.2574820327,1322561.41791088
834,0,R6,RES MULTI-FAMILY,RESIDENTIAL,841.038961822,841.038356302676,44115.3789828771
835,0,R7,RES MULTI-FAMILY,RESIDENTIAL,885.834401339,885.834240925422,48884.190262925
836,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,924.962330943,924.962081770521,48146.5907273952
837,0,R7,RES MULTI-FAMILY,RESIDENTIAL,467.775869511,467.77612146867,6550.77222028219
838,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,432.713403708,432.713908802705,10204.7449531969
839,0,R5,RES SINGLE FAMILY,RESIDENTIAL,765.856911192,765.856973920191,34776.4921654894
840,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,613.707633267,613.707504305193,15526.1895485155
841,0,OR3,OFFICE/RES,OFFICE,1814.03715659,1814.03704839409,131986.592511231
842,0,OR1,OFFICE/RES,OFFICE,339.76695852,339.767186784292,6889.69940084902
843,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,883.407506495,883.407040737321,29423.9304361618
844,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,529.343351868,529.343380890087,12938.4994666686
845,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,943.760491467,943.760487874532,55576.7448025415
846,0,M1,INDUSTRIAL,INDUSTRIAL,913.097032072,913.096761431452,51972.317624942
847,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1581.8077443,1581.80735044779,138219.136591689
848,0,M3,INDUSTRIAL,INDUSTRIAL,562.879179915,562.879230487043,6084.81167136025
849,0,OR3,OFFICE/RES,OFFICE,556.761091259,556.761144398745,18747.879566744
850,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1283.60109293,1283.60151715675,80245.1965778302
851,0,R7,RES MULTI-FAMILY,RESIDENTIAL,658.300256849,658.300705790614,12118.9524751033
852,0,R6,RES MULTI-FAMILY,RESIDENTIAL,573.861449957,573.861491697447,14405.2848283099
853,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,993.780871794,993.781020627642,55340.2112739069
854,0,OR2,OFFICE/RES,OFFICE,574.954505756,574.954850384316,14477.1151355389
855,0,M2,INDUSTRIAL,INDUSTRIAL,1222.45097971,1222.45016694492,48327.5733167963
856,0,OR3,OFFICE/RES,OFFICE,576.983183227,576.983173380121,20035.7027325666
857,0,R6,RES MULTI-FAMILY,RESIDENTIAL,561.850489738,561.850618775522,19264.8626432681
858,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2084.25384452,2084.25406491124,170925.596645122
859,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,765.695168617,765.69527385011,34945.7464298405
860,0,R6,RES MULTI-FAMILY,RESIDENTIAL,562.655579131,562.655319420785,11964.6849677477
861,0,M2,INDUSTRIAL,INDUSTRIAL,1024.06397817,1024.06380008677,64359.436190712
862,0,R7,RES MULTI-FAMILY,RESIDENTIAL,467.023555407,467.023692137349,6417.75718589642
863,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1439.14859896,1439.14800754961,115278.991434052
864,0,OR1,OFFICE/RES,OFFICE,627.149603875,627.149840134655,16746.8997884801
865,0,R7,RES MULTI-FAMILY,RESIDENTIAL,803.823520959,803.823343272341,36895.8802152813
866,0,R7,RES MULTI-FAMILY,RESIDENTIAL,551.802366542,551.802353763509,11090.6649078613
867,0,OR3,OFFICE/RES,OFFICE,798.143741519,798.143435060898,39064.4036749356
868,0,R6,RES MULTI-FAMILY,RESIDENTIAL,791.820314396,791.820310432089,38817.9163008271
869,0,R7,RES MULTI-FAMILY,RESIDENTIAL,676.076497918,676.076146546872,27047.3239393823
870,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1758.41468618,1758.4148920194,139724.685340909
871,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,872.122344029,872.122624921847,47091.9930521542
872,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2344.25720818,2344.25701460535,296070.693554026
873,0,M2,INDUSTRIAL,INDUSTRIAL,1101.5388993,1101.53872775111,49079.4997847689
874,0,OR1,OFFICE/RES,OFFICE,1526.66846944,1526.66895038043,91161.0204794918
875,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1085.23980792,1085.23950975711,70688.9114671986
876,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1178.60450399,1178.60430950631,79803.6749778247
877,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1147.60312374,1147.60268560077,75159.9864653393
878,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,712.126702172,712.126828036749,30461.2604712048
879,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,563.736219863,563.736666154675,16354.2842042131
880,0,M2,INDUSTRIAL,INDUSTRIAL,1047.39628253,1047.39647421587,18838.0384458624
881,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,594.759028112,594.759292405778,16453.1125495996
882,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,438.108622348,438.108599534325,9071.79782773745
883,0,OTF,OFFICE/TOURIST FACILITY,OFFICE,760.423581524,760.423839950441,33492.4472140041
884,0,OR2,OFFICE/RES,OFFICE,443.056916659,443.057347552573,10565.1328721076
885,0,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,867.978921857,867.979103738022,46777.0728211896
886,0,R7,RES MULTI-FAMILY,RESIDENTIAL,644.356665143,644.357045069341,24024.6582395457
887,0,OR2,OFFICE/RES,OFFICE,410.215664798,410.215981265331,7671.56787991253
888,0,R5B,RES TWO-FAMILY,RESIDENTIAL,822.350141889,822.350084482547,24684.6904995309
889,0,OR1,OFFICE/RES,OFFICE,421.343145889,421.343409142888,7905.5008964032
890,0,R5,RES SINGLE FAMILY,RESIDENTIAL,1111.39024523,1111.39042225156,61533.7968102454
891,0,R6,RES MULTI-FAMILY,RESIDENTIAL,461.731115705,461.730765186078,12694.6429617424
892,0,OR2,OFFICE/RES,OFFICE,458.875264613,458.87508347525,11610.0781436356
893,0,OR2,OFFICE/RES,OFFICE,644.221154756,644.221019215018,19723.44233101
894,0,OR3,OFFICE/RES,OFFICE,1023.59743319,1023.5970839324,56690.6468640612
895,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2037.81959561,2037.82019827772,194102.027814571
896,0,OR3,OFFICE/RES,OFFICE,675.935232601,675.934863869288,23658.6537982846
897,0,R5,RES SINGLE FAMILY,RESIDENTIAL,540.414763884,540.414701073507,15595.7740131288
898,0,OR2,OFFICE/RES,OFFICE,517.550150132,517.550040947922,10371.8920460464
899,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,516.478295173,516.478549362152,10196.8087923876
900,0,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,502.366647644,502.366570856118,15273.6241006793
901,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,648.713662837,648.713800770668,25294.0308261369
902,0,OR2,OFFICE/RES,OFFICE,664.640911391,664.640570002479,25662.3445872514
903,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,775.282589128,775.282579244706,37356.390190298
904,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,400.000623103,400.000926724255,8200.01721417414
905,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1167.15665042,1167.15636139176,71899.8847325434
906,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,768.719014541,768.719438871444,36772.0741172901
907,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3092.80510911,3092.80487250936,378885.518071981
908,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2347.50062141,2347.50039645185,258541.788307021
909,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1533.7559946,1533.75557655086,93172.9195391135
910,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2875.99121988,2875.99163782129,383207.326102829
911,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1431.94266614,1431.9428957721,99371.4639341687
912,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,944.582569945,944.582593613363,29645.8202830863
913,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5787.71872732,5787.71870912249,576912.893745368
914,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,417.619377997,417.619141829053,9395.56753147062
915,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,821.470972683,821.471281255373,41871.1690247084
916,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,880.859936384,880.860366925562,45899.1462930412
917,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1053.00963425,1053.00902444457,39215.8206432986
918,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,784.365527133,784.365288969984,16941.0361040032
919,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1794.20324896,1794.20365828152,105793.93375614
920,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1869.42172319,1869.42160114291,161170.603061168
921,0,OR2,OFFICE/RES,OFFICE,518.315323565,518.315720968261,11663.6237268136
922,0,OR1,OFFICE/RES,OFFICE,400.320320306,400.32005448764,9675.47530026311
923,0,R6,RES MULTI-FAMILY,RESIDENTIAL,472.299082448,472.298634196482,12156.7705925388
924,0,OR1,OFFICE/RES,OFFICE,464.380778092,464.380736606825,9701.30422957374
925,0,R8A,RES MULTI-FAMILY,RESIDENTIAL,1726.9443458,1726.94441388254,181004.982628608
926,0,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,2470.99048768,2470.99078752809,272310.36279039
927,0,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,1589.36060768,1589.36034726773,88492.5495874099
928,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,608.604243208,608.604467322986,20650.411030946
929,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,568.435095853,568.435448200367,15828.0553646465
930,0,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,3824.59635608,3824.59646445691,779867.688993757
931,0,M2,INDUSTRIAL,INDUSTRIAL,2236.85172934,2236.85166421651,248620.14552361
932,0,M3,INDUSTRIAL,INDUSTRIAL,42400.6427034,42400.6437089847,38218149.9283583
933,0,M2,INDUSTRIAL,INDUSTRIAL,1125.59567445,1125.59600594756,35058.0118726627
934,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,850.565767614,850.565932621518,37647.4525042358
935,0,R6,RES MULTI-FAMILY,RESIDENTIAL,820.909429199,820.909547912571,42303.6118475059
936,0,R6,RES MULTI-FAMILY,RESIDENTIAL,3494.32060451,3494.32064346858,637020.646800348
937,0,R6,RES MULTI-FAMILY,RESIDENTIAL,6706.62935233,6706.62952479965,2245408.62053308
938,0,M3,INDUSTRIAL,INDUSTRIAL,4452.12920327,4452.12909111925,806024.722157428
939,0,R5,RES SINGLE FAMILY,RESIDENTIAL,964.115513386,964.115891593193,37335.6494265982
940,0,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,8316.85737309,8316.85727690721,2091206.56643174
941,0,R4,RES SINGLE FAMILY,RESIDENTIAL,3745.85347675,3745.85319379128,403725.865539947
942,0,R4,RES SINGLE FAMILY,RESIDENTIAL,8480.50491259,8480.50497956207,4136755.38661765
943,0,R6,RES MULTI-FAMILY,RESIDENTIAL,11068.7838271,11068.7834205346,3437766.34500855
944,0,R4,RES SINGLE FAMILY,RESIDENTIAL,5678.2572153,5678.25742703284,1175699.5095805
945,0,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,24460.0579037,24460.0559874934,23058492.1907537
946,0,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,17787.7845462,17787.7841108291,11941767.5526094
947,0,R4,RES SINGLE FAMILY,RESIDENTIAL,2695.78910899,2695.78908305814,423723.249511053
948,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1018.67000541,1018.67024784821,61737.077160579
949,0,W3,WATERFRONT,SPECIAL,4885.21924865,4885.21952706142,1342256.30575963
950,0,R4,RES SINGLE FAMILY,RESIDENTIAL,1047.87202826,1047.87214125153,37451.3124370905
951,0,M3,INDUSTRIAL,INDUSTRIAL,7796.61263348,7796.61206827106,2758012.81602487
952,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2043.27890655,2043.27892090824,250253.343736405
953,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2567.88014653,2567.88006053085,411124.659790735
954,0,M2,INDUSTRIAL,INDUSTRIAL,1356.67105365,1356.67184939331,37200.3228986133
955,0,M3,INDUSTRIAL,INDUSTRIAL,3160.13570986,3160.1356769699,601926.168361529
956,0,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,635.029599873,635.029058429355,23175.1034950153
957,0,R5,RES SINGLE FAMILY,RESIDENTIAL,5945.26048193,5945.26044276373,2114163.41011822
958,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2831.44604079,2831.44577209262,457221.435786759
959,0,R6,RES MULTI-FAMILY,RESIDENTIAL,1087.29950679,1087.29976802691,35563.1402214531
960,0,R4,RES SINGLE FAMILY,RESIDENTIAL,719.970631071,719.970629894936,32589.0646988695
961,0,R5,RES SINGLE FAMILY,RESIDENTIAL,2618.93164847,2618.93157667001,216062.426415466
962,0,R7,RES MULTI-FAMILY,RESIDENTIAL,1415.69809651,1415.69779407706,89565.5700102322
963,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,11173.1290639,11173.1296548258,3571958.30054089
964,0,OR1,OFFICE/RES,OFFICE,809.309686567,809.30976620143,39604.2326604173
965,0,M2,INDUSTRIAL,INDUSTRIAL,953.118264666,953.118261339077,44147.553528212
966,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,14258.9416824,14258.9416249979,2139152.48841909
967,0,R6,RES MULTI-FAMILY,RESIDENTIAL,10784.6796,10784.6795013588,4510097.03914221
968,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,871.838198027,871.837779293522,40354.337489475
969,0,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1301.36688919,1301.36730376594,76435.941074101
970,0,R5,RES SINGLE FAMILY,RESIDENTIAL,2493.3647222,2493.36429733068,372751.364628825
971,0,R6,RES MULTI-FAMILY,RESIDENTIAL,2686.12196956,2686.12198479513,199528.984061648
972,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2804.11776765,2804.11805359152,224888.764573319
973,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,882.683376491,882.68368405966,36958.3624133098
974,0,R1,RES SINGLE FAMILY,RESIDENTIAL,3247.43357822,3247.43301388674,506500.27937685
975,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1634.90897143,1634.90896670216,142409.274725068
976,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2087.67316894,2087.67338344696,162010.498157752
977,0,R7,RES MULTI-FAMILY,RESIDENTIAL,2262.6619946,2262.66187780318,170229.361962314
978,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7419.04965835,7419.04980942355,936735.732221091
979,0,R5,RES SINGLE FAMILY,RESIDENTIAL,11848.7865119,11848.786451171,5149069.12624299
980,0,R6,RES MULTI-FAMILY,RESIDENTIAL,4535.45348157,4535.45397449184,748235.672982397
981,0,R4,RES SINGLE FAMILY,RESIDENTIAL,5240.1028373,5240.10206610079,852922.72152784
982,0,OR1,OFFICE/RES,OFFICE,893.005752918,893.005327110794,25297.7299644615
983,0,OR1,OFFICE/RES,OFFICE,962.248684467,962.249216824698,56393.7894751752
984,0,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1146.51808838,1146.51827121953,68563.8586654959
985,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7705.50799666,7705.50803188481,1467803.06712134
986,0,M2,INDUSTRIAL,INDUSTRIAL,3637.55644844,3637.55684929154,802736.904324853
987,0,R5A,RES MULTI FAMILY,RESIDENTIAL,2242.67371332,2242.67368663065,272815.449060963
988,0,M2,INDUSTRIAL,INDUSTRIAL,994.021827822,994.021954431275,59668.5034231451
989,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1079.28339865,1079.28335609301,72381.7127347209
990,0,R5A,RES MULTI FAMILY,RESIDENTIAL,3266.05394638,3266.05417289891,340318.652552932
991,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1443.89928581,1443.89958757446,122930.561565308
992,0,R5,RES SINGLE FAMILY,RESIDENTIAL,2967.59631349,2967.5968606574,548102.353637419
993,0,R5A,RES MULTI FAMILY,RESIDENTIAL,3691.2688517,3691.268889518,717922.63608869
994,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1891.87051595,1891.87017998319,136029.986470678
995,0,R5A,RES MULTI FAMILY,RESIDENTIAL,11436.7743611,11436.7746746999,2705211.7740715
996,0,M2,INDUSTRIAL,INDUSTRIAL,6348.48310906,6348.48326022399,1794544.96990973
997,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1445.27962501,1445.27925009039,130303.315060216
998,0,M3,INDUSTRIAL,INDUSTRIAL,28705.5095518,28705.5095627222,18515536.9262272
999,0,R5,RES SINGLE FAMILY,RESIDENTIAL,4194.12907368,4194.12946456133,441128.816725068
1000,0,R5A,RES MULTI FAMILY,RESIDENTIAL,7538.91827922,7538.91789411752,2222065.2377479
1001,0,R4,RES SINGLE FAMILY,RESIDENTIAL,5002.51559255,5002.5155130226,1025018.60614142
1002,0,M2,INDUSTRIAL,INDUSTRIAL,14642.6355779,14642.6355653693,8926364.95730916
1003,0,M3,INDUSTRIAL,INDUSTRIAL,1677.00209624,1677.00242681346,169852.836235282
1004,0,R4,RES SINGLE FAMILY,RESIDENTIAL,22159.7097932,22159.7100336445,12342278.4337061
1005,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1623.68494713,1623.68504860289,145966.276769024
1006,0,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1904.13334927,1904.1333603991,180785.566251974
1007,0,R4,RES SINGLE FAMILY,RESIDENTIAL,5669.76807317,5669.76813648765,1725698.64326583
1008,0,M3,INDUSTRIAL,INDUSTRIAL,6618.30667126,6618.3063407052,2619778.82598847
1009,0,W3,WATERFRONT,SPECIAL,8133.45135133,8133.45118657519,4034768.58462584
