OBJECTID_1,GEOID,NAME,B16003_001E,B16003_002E,B16003_003E,B16003_004E,B16003_005E,B16003_006E,B16003_007E,B16003_008E,B16003_009E,B16003_010E,B16003_011E,B16003_012E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
1309,53033001202,"Census Tract 12.02, King County, Washington",184,0,0,0,0,0,0,184,0,0,64,120,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12.02
1310,53033001300,"Census Tract 13, King County, Washington",380,0,0,0,0,0,0,380,137,0,153,90,5Y21,Seattle,9.2,9.0,Licton Springs,Licton Springs,13.0
1311,53033001400,"Census Tract 14, King County, Washington",70,0,0,0,0,0,0,70,0,0,70,0,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14.0
1312,53033001500,"Census Tract 15, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15.0
1313,53033001600,"Census Tract 16, King County, Washington",25,0,0,0,0,0,0,25,0,25,0,0,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16.0
1314,53033001701,"Census Tract 17.01, King County, Washington",107,0,0,0,0,0,0,107,91,16,0,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
1315,53033001702,"Census Tract 17.02, King County, Washington",130,0,0,0,0,0,0,130,0,0,73,57,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
1316,53033001800,"Census Tract 18, King County, Washington",135,23,0,23,0,0,0,112,20,62,30,0,5Y21,Seattle,9.2,9.0,Licton Springs,Licton Springs,18.0
1317,53033001900,"Census Tract 19, King County, Washington",149,56,33,0,0,0,23,93,0,24,40,29,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19.0
1318,53033002000,"Census Tract 20, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20.0
1319,53033002100,"Census Tract 21, King County, Washington",66,0,0,0,0,0,0,66,0,0,66,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21.0
1320,53033002200,"Census Tract 22, King County, Washington",192,17,0,0,0,17,0,175,0,0,175,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22.0
1321,53033002400,"Census Tract 24, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24.0
1322,53033002500,"Census Tract 25, King County, Washington",82,0,0,0,0,0,0,82,13,20,49,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25.0
1323,53033002600,"Census Tract 26, King County, Washington",172,30,0,0,30,0,0,142,0,30,112,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26.0
1324,53033002700,"Census Tract 27, King County, Washington",139,7,0,0,0,7,0,132,108,0,24,0,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27.0
1325,53033002800,"Census Tract 28, King County, Washington",160,0,0,0,0,0,0,160,114,25,21,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28.0
1326,53033002900,"Census Tract 29, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29.0
1327,53033003000,"Census Tract 30, King County, Washington",268,87,0,71,0,16,0,181,102,0,79,0,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30.0
1328,53033003100,"Census Tract 31, King County, Washington",64,0,0,0,0,0,0,64,0,17,47,0,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31.0
1329,53033003201,"Census Tract 32.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.01
1330,53033003202,"Census Tract 32.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.02
1331,53033003301,"Census Tract 33.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.01
1332,53033003302,"Census Tract 33.02, King County, Washington",17,0,0,0,0,0,0,17,0,0,0,17,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.02
1333,53033003400,"Census Tract 34, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34.0
1334,53033003500,"Census Tract 35, King County, Washington",38,0,0,0,0,0,0,38,0,7,31,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35.0
1335,53033003601,"Census Tract 36.01, King County, Washington",246,0,0,0,0,0,0,246,55,0,191,0,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.01
1336,53033003602,"Census Tract 36.02, King County, Washington",291,17,0,0,0,17,0,274,0,0,274,0,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.02
1337,53033003800,"Census Tract 38, King County, Washington",42,0,0,0,0,0,0,42,0,11,31,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38.0
1338,53033003900,"Census Tract 39, King County, Washington",85,16,0,0,0,16,0,69,0,0,69,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39.0
1339,53033004000,"Census Tract 40, King County, Washington",11,0,0,0,0,0,0,11,0,0,11,0,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40.0
1340,53033004101,"Census Tract 41.01, King County, Washington",98,38,0,0,0,38,0,60,0,0,60,0,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.01
1341,53033004102,"Census Tract 41.02, King County, Washington",120,0,0,0,0,0,0,120,0,0,120,0,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.02
1342,53033004201,"Census Tract 42.01, King County, Washington",67,0,0,0,0,0,0,67,0,0,67,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.01
1343,53033004202,"Census Tract 42.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.02
1344,53033004301,"Census Tract 43.01, King County, Washington",33,0,0,0,0,0,0,33,21,0,12,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01
1345,53033004302,"Census Tract 43.02, King County, Washington",204,11,0,0,0,11,0,193,21,30,142,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02
1346,53033004401,"Census Tract 44.01, King County, Washington",71,0,0,0,0,0,0,71,0,60,11,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.01
1347,53033004402,"Census Tract 44.02, King County, Washington",40,0,0,0,0,0,0,40,0,0,40,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.02
1348,53033004500,"Census Tract 45, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y21,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",45.0
1349,53033004600,"Census Tract 46, King County, Washington",39,0,0,0,0,0,0,39,0,21,18,0,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",46.0
1350,53033004701,"Census Tract 47.01, King County, Washington",156,0,0,0,0,0,0,156,0,0,156,0,5Y21,Seattle,10.4,10.0,Ballard,"Ballard, West Woodland, Adams",47.01
1351,53033004702,"Census Tract 47.02, King County, Washington",229,0,0,0,0,0,0,229,0,45,184,0,5Y21,Seattle,10.4,10.0,Ballard,"Ballard, West Woodland, Adams",47.02
1352,53033004703,"Census Tract 47.03, King County, Washington",141,0,0,0,0,0,0,141,0,75,66,0,5Y21,Seattle,10.4,10.0,Ballard,"Ballard, West Woodland, Adams",47.03
1353,53033004800,"Census Tract 48, King County, Washington",45,22,0,0,22,0,0,23,0,23,0,0,5Y21,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",48.0
1354,53033004901,"Census Tract 49.01, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y21,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",49.01
1355,53033004902,"Census Tract 49.02, King County, Washington",43,0,0,0,0,0,0,43,0,0,0,43,5Y21,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",49.02
1356,53033005000,"Census Tract 50, King County, Washington",7,0,0,0,0,0,0,7,0,7,0,0,5Y21,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",50.0
1357,53033005100,"Census Tract 51, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",51.0
1358,53033005201,"Census Tract 52.01, King County, Washington",159,7,0,0,0,7,0,152,0,56,96,0,5Y21,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",52.01
1359,53033005202,"Census Tract 52.02, King County, Washington",97,0,0,0,0,0,0,97,14,0,83,0,5Y21,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",52.02
1360,53033005303,"Census Tract 53.03, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.03
1361,53033005304,"Census Tract 53.04, King County, Washington",25,0,0,0,0,0,0,25,0,0,25,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.04
1362,53033005305,"Census Tract 53.05, King County, Washington",139,0,0,0,0,0,0,139,0,0,139,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.05
1363,53033005306,"Census Tract 53.06, King County, Washington",461,22,0,0,0,22,0,439,0,0,439,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.06
1364,53033005307,"Census Tract 53.07, King County, Washington",11,0,0,0,0,0,0,11,0,0,11,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.07
1365,53033005401,"Census Tract 54.01, King County, Washington",100,0,0,0,0,0,0,100,0,0,100,0,5Y21,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",54.01
1366,53033005402,"Census Tract 54.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",54.02
1367,53033005600,"Census Tract 56, King County, Washington",39,0,0,0,0,0,0,39,18,0,21,0,5Y21,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",56.0
1368,53033005700,"Census Tract 57, King County, Washington",85,0,0,0,0,0,0,85,0,15,26,44,5Y21,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",57.0
1369,53033005801,"Census Tract 58.01, King County, Washington",62,0,0,0,0,0,0,62,0,0,62,0,5Y21,Seattle,12.2,12.0,Interbay,Interbay,58.01
1370,53033005803,"Census Tract 58.03, King County, Washington",14,0,0,0,0,0,0,14,0,0,14,0,5Y21,Seattle,12.2,12.0,Interbay,Interbay,58.03
1371,53033005804,"Census Tract 58.04, King County, Washington",27,0,0,0,0,0,0,27,0,0,27,0,5Y21,Seattle,12.2,12.0,Interbay,Interbay,58.04
1372,53033005901,"Census Tract 59.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59.01
1373,53033005902,"Census Tract 59.02, King County, Washington",17,0,0,0,0,0,0,17,0,0,17,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59.02
1374,53033006000,"Census Tract 60, King County, Washington",130,64,0,0,0,0,64,66,0,0,32,34,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",60.0
1375,53033006100,"Census Tract 61, King County, Washington",152,0,0,0,0,0,0,152,0,0,152,0,5Y21,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61.0
1376,53033006200,"Census Tract 62, King County, Washington",8,0,0,0,0,0,0,8,8,0,0,0,5Y21,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62.0
1377,53033006300,"Census Tract 63, King County, Washington",15,0,0,0,0,0,0,15,0,15,0,0,5Y21,Seattle,6.5,6.0,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63.0
1378,53033006400,"Census Tract 64, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",64.0
1379,53033006500,"Census Tract 65, King County, Washington",36,0,0,0,0,0,0,36,0,0,36,0,5Y21,Seattle,6.3,6.0,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65.0
1380,53033006600,"Census Tract 66, King County, Washington",51,0,0,0,0,0,0,51,0,0,32,19,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66.0
1381,53033006701,"Census Tract 67.01, King County, Washington",150,0,0,0,0,0,0,150,0,42,108,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.01
1382,53033006702,"Census Tract 67.02, King County, Washington",165,0,0,0,0,0,0,165,0,76,89,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.02
1383,53033006703,"Census Tract 67.03, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.03
1384,53033006800,"Census Tract 68, King County, Washington",17,0,0,0,0,0,0,17,0,17,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68.0
1385,53033006900,"Census Tract 69, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69.0
1386,53033007001,"Census Tract 70.01, King County, Washington",32,0,0,0,0,0,0,32,0,32,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.01
1387,53033007002,"Census Tract 70.02, King County, Washington",19,0,0,0,0,0,0,19,19,0,0,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.02
1388,53033007101,"Census Tract 71.01, King County, Washington",66,0,0,0,0,0,0,66,0,50,16,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71.01
1389,53033007102,"Census Tract 71.02, King County, Washington",16,0,0,0,0,0,0,16,0,0,16,0,5Y21,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71.02
1390,53033007201,"Census Tract 72.01, King County, Washington",443,0,0,0,0,0,0,443,0,137,306,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.01
1391,53033007202,"Census Tract 72.02, King County, Washington",332,0,0,0,0,0,0,332,0,0,332,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.02
1392,53033007203,"Census Tract 72.03, King County, Washington",234,0,0,0,0,0,0,234,0,26,208,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.03
1393,53033007301,"Census Tract 73.01, King County, Washington",139,0,0,0,0,0,0,139,0,58,81,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.01
1394,53033007302,"Census Tract 73.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.02
1395,53033007303,"Census Tract 73.03, King County, Washington",155,0,0,0,0,0,0,155,0,26,129,0,5Y21,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.03
1396,53033007403,"Census Tract 74.03, King County, Washington",88,0,0,0,0,0,0,88,0,0,88,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.03
1397,53033007404,"Census Tract 74.04, King County, Washington",39,0,0,0,0,0,0,39,0,39,0,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.04
1398,53033007405,"Census Tract 74.05, King County, Washington",188,0,0,0,0,0,0,188,0,0,188,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.05
1399,53033007406,"Census Tract 74.06, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.06
1400,53033007501,"Census Tract 75.01, King County, Washington",63,0,0,0,0,0,0,63,40,0,23,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.01
1401,53033007502,"Census Tract 75.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.02
1402,53033007503,"Census Tract 75.03, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.03
1403,53033007600,"Census Tract 76, King County, Washington",259,0,0,0,0,0,0,259,212,47,0,0,5Y21,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76.0
1404,53033007700,"Census Tract 77, King County, Washington",30,0,0,0,0,0,0,30,30,0,0,0,5Y21,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77.0
1405,53033007800,"Census Tract 78, King County, Washington",18,0,0,0,0,0,0,18,18,0,0,0,5Y21,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78.0
1406,53033007901,"Census Tract 79.01, King County, Washington",32,0,0,0,0,0,0,32,32,0,0,0,5Y21,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.01
1407,53033007902,"Census Tract 79.02, King County, Washington",83,50,50,0,0,0,0,33,0,0,0,33,5Y21,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.02
1408,53033008002,"Census Tract 80.02, King County, Washington",140,0,0,0,0,0,0,140,18,17,91,14,5Y21,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.02
1409,53033008003,"Census Tract 80.03, King County, Washington",233,0,0,0,0,0,0,233,31,108,94,0,5Y21,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.03
1410,53033008004,"Census Tract 80.04, King County, Washington",79,0,0,0,0,0,0,79,0,21,58,0,5Y21,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.04
1411,53033008101,"Census Tract 81.01, King County, Washington",185,0,0,0,0,0,0,185,16,25,125,19,5Y21,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.01
1412,53033008102,"Census Tract 81.02, King County, Washington",137,0,0,0,0,0,0,137,0,0,75,62,5Y21,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.02
1413,53033008200,"Census Tract 82, King County, Washington",160,0,0,0,0,0,0,160,24,0,136,0,5Y21,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",82.0
1414,53033008300,"Census Tract 83, King County, Washington",275,0,0,0,0,0,0,275,44,101,130,0,5Y21,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",83.0
1415,53033008401,"Census Tract 84.01, King County, Washington",224,31,31,0,0,0,0,193,17,62,53,61,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.01
1416,53033008402,"Census Tract 84.02, King County, Washington",15,0,0,0,0,0,0,15,0,0,15,0,5Y21,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.02
1417,53033008500,"Census Tract 85, King County, Washington",312,46,0,0,0,46,0,266,28,8,230,0,5Y21,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",85.0
1418,53033008600,"Census Tract 86, King County, Washington",165,0,0,0,0,0,0,165,17,0,14,134,5Y21,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",86.0
1419,53033008700,"Census Tract 87, King County, Washington",83,0,0,0,0,0,0,83,40,0,0,43,5Y21,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87.0
1420,53033008800,"Census Tract 88, King County, Washington",267,93,0,93,0,0,0,174,115,59,0,0,5Y21,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88.0
1421,53033008900,"Census Tract 89, King County, Washington",348,44,44,0,0,0,0,304,174,0,37,93,5Y21,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89.0
1422,53033009000,"Census Tract 90, King County, Washington",462,0,0,0,0,0,0,462,23,0,337,102,5Y21,Seattle,5.2,5.0,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90.0
1423,53033009100,"Census Tract 91, King County, Washington",1011,45,16,0,0,29,0,966,10,11,890,55,5Y21,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91.0
1424,53033009200,"Census Tract 92, King County, Washington",392,0,0,0,0,0,0,392,24,0,359,9,5Y21,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92.0
1425,53033009300,"Census Tract 93, King County, Washington",179,0,0,0,0,0,0,179,55,0,124,0,5Y21,Seattle,3.3,3.0,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93.0
1426,53033009400,"Census Tract 94, King County, Washington",749,109,21,88,0,0,0,640,104,0,536,0,5Y21,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94.0
1427,53033009500,"Census Tract 95, King County, Washington",290,7,0,0,0,7,0,283,0,26,246,11,5Y21,Seattle,4.4,4.0,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95.0
1428,53033009600,"Census Tract 96, King County, Washington",20,0,0,0,0,0,0,20,0,0,20,0,5Y21,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",96.0
1429,53033009701,"Census Tract 97.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",97.01
1430,53033009702,"Census Tract 97.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y21,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
1431,53033009801,"Census Tract 98.01, King County, Washington",23,0,0,0,0,0,0,23,23,0,0,0,5Y21,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.01
1432,53033009802,"Census Tract 98.02, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y21,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.02
1433,53033009900,"Census Tract 99, King County, Washington",205,0,0,0,0,0,0,205,30,23,152,0,5Y21,Seattle,2.1,2.0,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99.0
1434,53033010001,"Census Tract 100.01, King County, Washington",334,9,0,0,0,9,0,325,0,0,164,161,5Y21,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
1435,53033010002,"Census Tract 100.02, King County, Washington",632,80,6,62,0,12,0,552,278,0,274,0,5Y21,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
1436,53033010101,"Census Tract 101.01, King County, Washington",506,31,0,0,0,31,0,475,120,0,209,146,5Y21,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.01
1437,53033010102,"Census Tract 101.02, King County, Washington",27,0,0,0,0,0,0,27,27,0,0,0,5Y21,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.02
