OBJECTID,SegKey,InstallationDate,DataConfidence,DateLastMaintained,DateLastEdit,Ownership,MaintainedBy,MaintenanceResponsibility,ProjectORVPN,Comments,UseDesignation,Type,Material,Area,Blocktype,autocad_entity,autocad_block_number,F_area,SHAPE_Length
13212,,,,,,,,,,,,,,,,autocad_line,652,,37.1489856323292
13213,,,,,,,,,,,,,,,,autocad_line,28956,,25.8558837603544
13214,,,,,,,,,,,,,,,,autocad_line,28379,,7.19473329393122
13215,,,,,,,,,,,,,,,,autocad_line,27921,,37.1023100585435
13216,,,,,,,,,,,,,,,,autocad_line,1046,,25.8907505811417
13217,,,,,,,,,,,,,,,,autocad_line,531,,22.609774519816
13218,,,,,,,,,,,,,,,,autocad_line,32119,,37.0904226988607
13219,,,,,,,,,,,,,,,,autocad_line,18471,,25.8685281026476
13220,,,,,,,,,,,,,,,,autocad_line,17745,,25.8710682319876
13221,,,,,,,,,,,,,,,,autocad_line,18383,,37.1283470953952
13222,,,,,,,,,,,,,,,,autocad_line,7403,,7.37541313636494
13223,,,,,,,,,,,,,,,,autocad_line,31749,,7.37075022462381
13224,,,,,,,,,,,,,,,,autocad_line,31960,,7.3730352255186
13225,,,,,,,,,,,,,,,,autocad_line,13955,,22.6639473647718
13226,,,,,,,,,,,,,,,,autocad_line,29778,,25.8691969214643
13227,,,,,,,,,,,,,,,,autocad_line,30794,,25.8742412455388
13228,,,,,,,,,,,,,,,,autocad_line,31228,,22.5706465697063
13229,,,,,,,,,,,,,,,,autocad_line,20223,,7.38762021349548
13230,,,,,,,,,,,,,,,,autocad_line,5324,,14.5337335253735
13231,,,,,,,,,,,,,,,,autocad_line,18620,,25.888484786127
13232,,,,,,,,,,,,,,,,autocad_line,7563,,7.19601150648108
13233,,,,,,,,,,,,,,,,autocad_line,2369,,22.6057758811144
13234,,,,,,,,,,,,,,,,autocad_line,1669,,9.96513566015491
13235,,,,,,,,,,,,,,,,autocad_line,855,,37.168553902356
13236,,,,,,,,,,,,,,,,,29796,,14.7564817385309
13237,,,,,,,,,,,,,,,,autocad_line,16137,,22.672958723781
13238,,,,,,,,,,,,,,,,autocad_line,30352,,7.37113579739718
13239,,,,,,,,,,,,,,,,autocad_line,3653,,37.1694486474319
13240,,,,,,,,,,,,,,,,autocad_line,30646,,25.8139150915788
13241,,,,,,,,,,,,,,,,autocad_line,24829,,10.2109872679856
13242,,,,,,,,,,,,,,,,autocad_line,4932,,22.596439822064
13243,,,,,,,,,,,,,,,,autocad_line,13380,,22.6686525702393
13244,,,,,,,,,,,,,,,,autocad_line,16288,,37.1868837040177
13245,,,,,,,,,,,,,,,,autocad_line,28240,,22.6111616778386
13246,,,,,,,,,,,,,,,,,9732,,26.882861988567
13247,,,,,,,,,,,,,,,,autocad_line,16830,,25.9480955883999
13248,,,,,,,,,,,,,,,,autocad_line,28037,,7.36880889464283
13249,,,,,,,,,,,,,,,,autocad_line,29273,,37.0831364375475
13250,,,,,,,,,,,,,,,,autocad_line,17665,,22.6697534569566
13251,,,,,,,,,,,,,,,,autocad_line,16215,,25.927662654991
