OBJECTID,WSA_NAME,WSA_NO,WSA_SUIT,BLM_ORG_CD,AUTH_NAME,BOUNDARY_STATUS,GIS_ACRES,SHAPE_Length,SHAPE_Area
644,,roadout,X,ORB00,,Unknown,10.41294328,0.146371908718141,4.65213107492646e-06
645,,roadout,X,ORB00,,Unknown,17.07199235,0.244976321331019,7.60037614674277e-06
646,Table Mountain WSA,2-72I,N,ORB00,,Unknown,14902.4425999,0.455040559395804,0.0066319185678362
647,Deschutes Canyon-Steelhead Falls WSA,5-14,N,ORP06,,Unknown,1137.30049877,0.245637650177231,0.0005204864959092
648,Deschutes Canyon WSA,FS6321,N,ORP06,,Unknown,11.45075294,0.0205817978356743,5.23785713447317e-06
649,Sheep Mountain WSA,6-3,Y,ORV05,,Unknown,7247.16826035,0.412847913219131,0.0033444063531533
650,,out,Y,ORV04,,Unknown,200.73769019,0.0536825571493061,8.88760991921158e-05
651,inholding,inholding,X,ORV04,,Unknown,39.83368977,0.0171703188112948,1.79731778374377e-05
652,inholding,inholding,X,ORV04,,Unknown,40.15238775,0.0171736101103954,1.80160057336161e-05
653,Lower Owyhee Canyon WSA,3-110,Y,ORV04,,Unknown,240.44908059,0.044217285507268,0.0001078076245152
654,Lower Owyhee Canyon WSA,3-110,N,ORV04,,Unknown,0.44280768,0.003566525988532,1.9784090369907e-07
655,Lower Owyhee Canyon WSA,3-110,N,ORV04,,Unknown,38.56179544,0.0252257222055019,1.72195034941621e-05
656,Lower Owyhee Canyon WSA,3-110,N,ORV04,,Unknown,0.7873437,0.003405422698336,3.5148575095177e-07
657,,out,Y,ORV04,,Unknown,483.07498894,0.122213271429214,0.0002143060142108
658,inholding,inholding,X,ORW02,,Unknown,98.3309536,0.0359216395976226,4.88659545474416e-05
659,,out,X,ORL05,,Unknown,317.32314318,0.0724914411797708,0.0001398378987379
660,Diablo Mountain WSA,1-58,N,ORL05,,Unknown,5679.46376831,0.258288297077157,0.0025298134371348
661,Four Craters Lava Bed WSA,1-22,N,ORL05,,Unknown,1989.77817806,0.171958615730915,0.0008933985018939
662,,roadout,X,ORV04,,Unknown,6.75277888,0.0883114163164347,2.97796014708699e-06
663,,out,Y,ORV04,,Unknown,39.86495564,0.0169876646666589,1.76372700233537e-05
664,,roadout,X,ORB06,,Unknown,0.22817503,0.0029184613193207,1.01500282095261e-07
665,High Steens WSA,2-85F,N,ORB06,,Unknown,18.90248202,0.0208821534064446,-8.38815623699469e-06
666,Lower Owyhee Canyon WSA,3-110,N,ORV04,,Unknown,1935.02131431,0.150064036640307,0.000865218739032
667,,roadout,X,ORV04,,Unknown,13.98087764,0.194762234272988,6.30640833320106e-06
668,Lower Stonehouse WSA,2-23M,N,ORB00,,Unknown,7460.42332421,0.384411115137996,0.0033263325250239
669,,out,X,ORB00,,Unknown,79.70721696,0.0268360679527077,3.5442306328268e-05
670,,roadout,X,ORB00,,Unknown,6.02834312,0.0824959211086991,2.65919660291256e-06
671,inholding,inholding,X,ORB00,,Unknown,79.9076506,0.0268404689803773,3.55129546078094e-05
672,East Alvord WSA,2-73A,N,ORB00,,Unknown,22127.89210961,0.555926173984346,0.0098309440604589
673,,out,X,ORB00,,Unknown,202.42937292,0.0538202249935483,9.001946835068e-05
674,,out,X,ORB00,,Unknown,1161.11271824,0.1063514189821,0.0005109975656789
675,inholding,inholding,X,ORB00,,Unknown,40.20145851,0.0170029496830281,1.77032170345398e-05
676,,roadout,X,ORB00,,Unknown,12.65921054,0.16779226578077,5.57446665014926e-06
677,inholding,inholding,X,ORB00,,Unknown,201.55676861,0.0461508515856938,8.88215880342083e-05
678,inholding,inholding,X,ORB00,,Unknown,32.89131786,0.015701242754078,1.45021097069764e-05
679,inholding,inholding,X,ORB00,,Unknown,159.86242842,0.0340353695101592,7.08381797701815e-05
680,inholding,inholding,X,ORB00,,Unknown,39.75069606,0.0169669089758832,1.76264052705509e-05
681,Alvord Desert WSA,2-74,N,ORB00,,Unknown,1430.83562242,0.116413708784608,0.0006347647379
682,,roadout,X,ORB00,,Unknown,2.62122597,0.0372269753331646,1.16352168381854e-06
683,,roadout,Y,ORB00,,Unknown,3.28976443,0.0461888404201288,1.46643105802351e-06
684,Sq_ Ridge Lava Bed WSA,1-3,N,ORL05,,Unknown,1225.47708503,0.239718270490812,0.0005512484178622
685,Sq_ Ridge Lava Bed WSA,1-3,N,ORL05,,Unknown,131.3341394,0.0296513042189616,5.90942755292735e-05
686,Sq_ Ridge Lava Bed WSA,1-3,N,ORL05,,Unknown,23.71188991,0.0154808185846143,1.06710383420824e-05
687,Sq_ Ridge Lava Bed WSA,1-3,N,ORL05,,Unknown,720.58458544,0.0846487626245286,0.0003244047905863
688,Sq_ Ridge Lava Bed WSA,1-3,Y,ORL05,,Unknown,19924.75578251,0.48630609565554,0.008968216944818
689,Sq_ Ridge Lava Bed WSA,1-3,N,ORL05,,Unknown,6646.85624837,0.372217435157331,0.0029940852509082
