OBJECTID,WSA_NAME,WSA_NO,WSA_SUIT,BLM_ORG_CD,AUTH_NAME,BOUNDARY_STATUS,GIS_ACRES,SHAPE_Length,SHAPE_Area
363,,out,Y,ORV04,,Unknown,0.11690453,0.0009623774067033,5.25977664788397e-08
364,Castle Rock WSA,3-18,N,ORV04,,Unknown,6151.16761356,0.377217013690005,0.0027951956685499
365,,roadout,X,ORV04,,Unknown,4.04198849,0.059939520246811,1.83993959504549e-06
366,Slocum Creek WSA,3-75,Y,ORV04,,Unknown,7528.11064514,0.312582750194888,0.0033813375389038
367,,out,N,ORV04,,Unknown,13.63017159,0.0106501449674885,6.15116018109865e-06
368,,roadout,X,ORP04,,Unknown,0.67480845,0.0071282507257501,3.0957951538589e-07
369,,out,X,ORP04,,Unknown,0.10596758,0.0008760226971894,4.86156237087781e-08
370,,roadout,X,ORP04,,Unknown,3.93667364,0.0660430663109553,1.80630020096192e-06
371,,out,X,ORP04,,Unknown,6.00805669,0.0072174265488076,2.75677360136898e-06
372,inholding,inholding,X,ORP04,,Unknown,39.67222992,0.0172915305115408,1.82142309749809e-05
373,,roadout,X,ORP04,,Unknown,1.57384704,0.0258179452114992,7.22863708212398e-07
374,Sutton Mountain WSA,5-84,U,ORP04,,Unknown,28865.8062877,0.883608412496702,0.0132570557527558
375,Little Sink ISA,ISA,X,ORN00,,Unknown,80.40691995,0.0247202728367295,3.70600981723385e-05
376,Western Juniper ISA,ISA,X,ORP00,,Unknown,609.48306397,0.0667098193519106,0.0002764118206582
377,Brewer Spruce ISA,ISA,X,ORM00,,Unknown,208.25273088,0.0680741885819703,9.19398368185106e-05
378,Douglas-Fir ISA,ISA,X,ORC00,,Unknown,579.41095458,0.0725097403069534,0.0002599261044583
379,Owyhee River Canyon WSA,3-195,Y,ORV04,,Unknown,150628.40789452,3.35098773714304,0.0667558215409579
380,,out,Y,ORV04,,Unknown,23.45323895,0.0138725498855658,1.0499965230935e-05
381,,roadout,Y,ORV04,,Unknown,4.76863191,0.068901453185905,2.1347664458717e-06
382,Lower Owyhee Canyon WSA,3-110,Y,ORV04,,Unknown,62664.64346081,2.25931943979608,0.0280641653986529
383,,out,X,ORV04,,Unknown,40.02981596,0.017221391480004,1.80687101981989e-05
384,,out,X,ORV04,,Unknown,39.64411238,0.0175575680408752,1.78957395563056e-05
385,Twelvemile Creek WSA,3-162,Y,ORV04,,Unknown,24879.730505,0.625362074514748,0.0110002202536957
386,Twelvemile Creek WSA,3-162,N,ORV04,,Unknown,725.50419354,0.0882854000129355,0.0003208355326274
387,Cedar Mountain WSA,3-47,N,ORV04,,Unknown,33433.33166452,0.814276262056915,0.0150153024167347
388,,roadout,Y,ORV04,,Unknown,7.09115506,0.102987136575099,3.20828370484988e-06
389,,out,Y,ORV04,,Unknown,2266.80998704,0.196036980692802,0.0010258569771198
390,Gold Creek WSA,3-33,Y,ORV04,,Unknown,13591.24927325,0.517408958701429,0.006148931091205
391,Beaver Dam Creek WSA,3-27,N,ORV04,,Unknown,19079.69358254,0.969566266678652,0.0086841211738047
392,Twelvemile Creek WSA,3-162,N,ORV04,,Unknown,2505.52422542,0.24835244335457,0.001107688168256
393,inholding,inholding,X,ORB00,,Unknown,158.39383796,0.0411937778751463,7.05974354051948e-05
394,,roadout,X,ORB00,,Unknown,7.49235856,0.108916096339776,3.34267704984877e-06
395,inholding,inholding,X,ORB00,,Unknown,160.42703377,0.0388388141740214,7.16580282926238e-05
396,inholding,inholding,X,ORB00,,Unknown,711.60435503,0.0851576680874705,0.0003180308041379
397,,out,X,ORB00,,Unknown,158.86234662,0.0413315471756732,7.10212036672458e-05
398,,roadout,N,ORB00,,Unknown,2.8407138,0.0382560198982105,1.27022090021584e-06
399,inholding,inholding,X,ORB00,,Unknown,39.54946195,0.0170245106461167,1.76933237281744e-05
400,Stonehouse WSA,2-23L,N,ORB00,,Unknown,22763.26701163,1.09685990837718,0.0101694041192341
401,Sperry Creek WSA,3-35,Y,ORV04,,Unknown,5296.44734424,0.282553026265106,0.0023971886077625
402,Cottonwood Creek WSA,3-32,N,ORV04,,Unknown,684.9254428,0.15492622272504,0.0003093225700514
403,Honeycombs WSA,3-77A,N,ORV04,,Unknown,781.89540478,0.116617065037512,0.0003514820663763
404,inholding,inholding,X,ORV05,,Unknown,118.70872795,0.0347670406065399,5.47911911268967e-05
405,inholding,inholding,X,ORV05,,Unknown,77.28905806,0.0242430298619028,3.56818506636263e-05
406,,roadout,Y,ORV04,,Unknown,15.41819636,0.218217960423357,6.9647589927805e-06
407,,roadout,X,ORV04,,Unknown,3.51100572,0.0435024995603625,1.58481118094865e-06
408,Cottonwood Creek WSA,3-32,Y,ORV04,,Unknown,7244.22727365,0.332083832193524,0.0032710665961074
409,,roadout,X,ORV04,,Unknown,2.94185504,0.0469784987504911,1.3280845807699e-06
410,Camp Creek WSA,3-31,Y,ORV04,,Unknown,18332.22131762,0.489160663687956,0.0082823658569992
411,Cottonwood Creek WSA,3-32,N,ORV04,,Unknown,180.46725671,0.0383187590038034,8.14302728446974e-05
412,Blitzen River WSA,2-86E,N,ORB00,,Unknown,27.51301153,0.016927153386568,1.22553116145669e-05
413,Sage Hen Hills WSA,1-146B,N,ORL00,,Unknown,774.04821365,0.106924146534723,0.0003398183509905
414,,roadout,X,ORL00,,Unknown,9.6808287,0.143275673498652,4.25014723110793e-06
415,,roadout,X,ORB00,,Unknown,4.22361218,0.0558655314727957,1.85857806191829e-06
416,,roadout,X,ORL00,,Unknown,10.22981792,0.148177032792669,4.49235057048066e-06
417,Sage Hen Hills WSA,1-146B,N,ORL00,,Unknown,7211.63825396,0.28399050056054,0.0031670180022108
418,,out,X,ORB00,,Unknown,315.700588,0.067345161375196,0.000138950475167
419,Pueblo Mountains WSA,2-81,N,ORB00,,Unknown,1112.09671559,0.159591945261926,0.0004894169575229
420,,roadout,X,ORB00,,Unknown,0.78919821,0.0120539551519174,3.47427767284868e-07
421,,roadout,X,ORB00,,Unknown,6.59475739,0.103154845878365,2.9031557699521e-06
422,High Steens WSA,2-85F,N,ORB06,,Unknown,7.04464146,0.0091066035480708,3.13371057212702e-06
423,High Steens WSA,2-85F,Y,ORB06,,Unknown,74.48772642,0.026175154881789,3.31358384707059e-05
424,High Steens WSA,2-85F,Y,ORB06,,Unknown,23.25389187,0.0179408799411528,1.03463518402708e-05
425,High Steens WSA,2-85F,Y,ORB06,,Unknown,106.62908358,0.0321405072631857,4.74505189732403e-05
426,High Steens WSA,2-85F,N,ORB06,,Unknown,1914.45340164,0.178172213231877,0.0008520273372754
427,,roadout,X,ORB06,,Unknown,0.67115701,0.0088833151356504,2.97830085029632e-07
428,,roadout,X,ORB06,,Unknown,0.41110597,0.0057484681774309,-1.82433626868236e-07
429,,roadout,X,ORB06,,Unknown,1.0499192,0.0153610690235557,4.66099701842966e-07
430,High Steens WSA,2-85F,Y,ORB06,,Unknown,16.89963107,0.0154952788761301,7.50223154556658e-06
431,High Steens WSA,2-85F,N,ORB06,,Unknown,1868.48381531,0.273183165300874,0.0008293984330791
432,High Steens WSA,2-85F,N,ORB06,,Unknown,76.53048796,0.0360232598542386,3.39864393977982e-05
433,,roadout,X,ORB06,,Unknown,4.46868865,0.065482506482736,1.98450899623521e-06
434,High Steens WSA,2-85F,Y,ORB06,,Unknown,122.2427167,0.0521638704954578,5.42944389576105e-05
435,High Steens WSA,2-85F,N,ORB06,,Unknown,552.44463977,0.149051735904027,0.0002454099366664
436,High Steens WSA,2-85F,Y,ORB06,,Unknown,769.82018121,0.131256585233095,0.0003421161323509
437,High Steens WSA,2-85F,N,ORB06,,Unknown,1542.2535432,0.177667846977657,0.0006855611417984
438,,roadout,X,ORB06,,Unknown,2.64939993,0.0414350105112935,1.17800194191768e-06
439,High Steens WSA,2-85F,Y,ORB06,,Unknown,67.07416417,0.0246805768517451,2.98271239298036e-05
440,High Steens WSA,2-85F,N,ORB06,,Unknown,1023.21016216,0.148444171507981,0.0004550338222345
441,High Steens WSA,2-85F,N,ORB00,,Unknown,5485.57390434,0.482023732057606,0.0024414351417403
442,Bridge Creek WSA,2-87,N,ORB06,,Unknown,40.58190603,0.0170334016410038,1.80748473716171e-05
443,,roadout,X,ORB06,,Unknown,6.11834649,0.0958157736884872,2.72628722910327e-06
444,Bridge Creek WSA,2-87,N,ORB06,,Unknown,14280.70805335,0.659729134278291,0.0063637763339687
445,Home Creek WSA,2-85H,N,ORB00,,Unknown,1179.23624827,0.127159506146174,0.0005232028925873
446,,roadout,X,ORB00,,Unknown,7.9637572,0.121993233139211,3.53357046899228e-06
447,inholding,inholding,X,ORB00,,Unknown,39.85482607,0.0170185243497136,1.76939437307678e-05
448,South Fork Donner Und Blitzen WSA,2-85G,N,ORB00,,Unknown,27988.81354569,0.605399035078593,0.0124288308235738
449,,roadout,X,ORB00,,Unknown,92.0627194,0.276035504127025,4.09086849714008e-05
450,,roadout,X,ORB00,,Unknown,1.14707608,0.017037610764532,5.10070579805224e-07
451,Blitzen River WSA,2-86E,Y,ORB00,,Unknown,555.06646895,0.0889230765043653,0.000246902565467
452,Blitzen River WSA,2-86E,N,ORB00,,Unknown,10242.02522249,0.508645227192493,0.004553159501757
453,,roadout,X,ORB00,,Unknown,6.39618219,0.0974306642479208,2.84548732439295e-06
454,inholding,inholding,X,ORB00,,Unknown,40.16229086,0.0171181534242579,1.78691018088059e-05
455,Blitzen River WSA,2-86E,Y,ORB00,,Unknown,365.60983984,0.0853483776117927,0.0001626617973286
456,Blitzen River WSA,2-86E,Y,ORB00,,Unknown,283.99021033,0.0656975484024084,0.0001263871672671
457,,roadout,X,ORB00,,Unknown,8.11766574,0.111887031275217,3.61418819509395e-06
458,Blitzen River WSA,2-86E,N,ORB00,,Unknown,19784.25593592,0.650561313053963,0.0088063522388979
459,,roadout,X,ORB00,,Unknown,0.95354111,0.0122114393974852,4.24743848991456e-07
460,,roadout,X,ORB00,,Unknown,17.88077953,0.234653628308736,7.87670161418269e-06
461,Pueblo Mountains WSA,2-81,N,ORB00,,Unknown,11637.2663672,0.643379486148586,0.0051248266445068
462,inholding,inholding,X,ORB00,,Unknown,121.9066982,0.0342094424006403,5.37532433578455e-05
463,,roadout,X,ORB00,,Unknown,10.74513922,0.139764023870513,4.73676091055455e-06
464,inholding,inholding,X,ORB00,,Unknown,55.21902429,0.0255861946980726,2.44439633679798e-05
465,,roadout,X,ORB00,,Unknown,9.27563827,0.13325575908059,4.09398933527012e-06
466,,out,X,ORB00,,Unknown,2622.14340493,0.165205908261916,0.0011580116392821
467,,roadout,X,ORB00,,Unknown,3.50212567,0.0512770852174063,1.54739920419183e-06
468,,roadout,X,ORB00,,Unknown,18.51060016,0.271700108751619,8.17786182055327e-06
469,,roadout,X,ORB00,,Unknown,2.73306345,0.0382972565627924,1.2081327271329e-06
470,Rincon WSA,2-82,N,ORB00,,Unknown,6483.24108006,0.4132059809641,0.0028653948508915
471,,roadout,X,ORB00,,Unknown,10.83553114,0.140875422768976,4.7887241201884e-06
472,,roadout,X,ORB00,,Unknown,6.35171597,0.101110701271006,2.80813305964384e-06
473,Basque Hills WSA,2-84,N,ORB00,,Unknown,548.90638276,0.109383988791778,0.0002426765511895
474,,roadout,X,ORB00,,Unknown,1.66182305,0.0212018141684682,7.3498943479626e-07
475,Basque Hills WSA,2-84,N,ORB00,,Unknown,50.58551024,0.024481336719317,2.23704502625361e-05
476,Rincon WSA,2-82,Y,ORB00,,Unknown,18937.83555112,0.636646261352107,0.0083654752752786
477,Rincon WSA,2-82,N,ORB00,,Unknown,836.09124289,0.124425473165225,0.0003697398534998
478,,roadout,X,ORB00,,Unknown,19.30998592,0.277934629060437,8.5430921432116e-06
479,inholding,inholding,X,ORB00,,Unknown,20.08279511,0.0134347882311655,8.89109356495902e-06
480,inholding,inholding,X,ORB00,,Unknown,20.08108202,0.0134345067531993,8.89039843706617e-06
481,inholding,inholding,X,ORB00,,Unknown,20.09836371,0.0134364807845992,8.89938028983663e-06
482,Basque Hills WSA,2-84,N,ORB00,,Unknown,136010.26951316,2.00049700920431,0.0600896131797499
483,inholding,inholding,X,ORB00,,Unknown,20.17908904,0.0134600238307211,8.93735828784112e-06
484,Basque Hills WSA,2-84,U,ORB00,,Unknown,3644.57430179,0.33547223092732,0.0016140247889167
485,,roadout,X,ORB00,,Unknown,3.03454169,0.0385556265096953,1.33753284455112e-06
486,,roadout,X,ORB00,,Unknown,2.20786888,0.0329530827102617,9.73722891101515e-07
487,Pueblo Mountains WSA,2-81,N,ORB00,,Unknown,13039.27876085,0.525944197813712,0.0057505484703362
488,inholding,inholding,X,ORB00,,Unknown,81.79971135,0.0244722904884913,3.60208745904191e-05
489,,roadout,X,ORB00,,Unknown,9.20855955,0.139924682198694,4.05515669476136e-06
490,,roadout,X,ORB00,,Unknown,1.78881982,0.0261617928772119,7.88015603227998e-07
491,,roadout,X,ORB00,,Unknown,1.44915704,0.0218475615635566,6.38460363578256e-07
492,Red Mountain WSA,2-78,N,ORB00,,Unknown,15644.25158879,0.684905734076917,0.0068897711408855
493,,roadout,X,ORB00,,Unknown,1.86774857,0.0249194080061142,8.2145032227807e-07
494,,roadout,Y,ORB00,,Unknown,4.49207344,0.0650951286211965,1.97662413709312e-06
495,,roadout,X,ORB00,,Unknown,15.99458132,0.227465080802114,7.05131927848692e-06
496,,roadout,X,ORB00,,Unknown,14.05723072,0.197322126540211,6.1990705581813e-06
497,Pueblo Mountains WSA,2-81,N,ORB00,,Unknown,21488.97484993,1.11622937299488,0.0094639121581351
498,Pueblo Mountains WSA,2-81,Y,ORB00,,Unknown,26712.04503727,1.20146062946677,0.0117684783307312
499,,out,X,ORB00,,Unknown,548.86274819,0.091775143083316,0.0002421793228169
500,Rincon WSA,2-82,N,ORB00,,Unknown,82213.46487351,1.44341977211806,0.0362266426865997
501,,roadout,X,ORB00,,Unknown,6.41440757,0.0884368716791528,2.82461439631916e-06
502,,roadout,X,ORB00,,Unknown,5.2672064,0.0770146694105112,2.31935554192107e-06
503,,roadout,X,ORB00,,Unknown,23.1561391,0.332103686036138,1.01927506443769e-05
504,,roadout,X,ORL00,,Unknown,6.446378,0.0911078518902713,2.83388252152139e-06
505,inholding,inholding,X,ORB00,,Unknown,80.14024943,0.0242449550967162,3.53057324693412e-05
506,inholding,inholding,X,ORB00,,Unknown,39.97397587,0.0169616947904546,1.76119534511887e-05
507,Hawk Mountain WSA,1-146A,Y,ORL00,,Unknown,69865.19398213,1.07241136548395,0.0306880224782575
508,,roadout,X,ORB00,,Unknown,2.60677035,0.0393105040580586,1.14902642141724e-06
509,inholding,inholding,X,ORB00,,Unknown,360.62045425,0.0584646148764302,0.0001602069963059
510,inholding,inholding,X,ORB00,,Unknown,160.12639949,0.0341378155204025,7.11466955344807e-05
511,,roadout,X,ORB00,,Unknown,6.60975856,0.0893011503177382,2.93641778720707e-06
512,inholding,inholding,X,ORB00,,Unknown,639.87824578,0.0682471504141019,0.0002843321772602
513,Alvord Desert WSA,2-74,Y,ORB00,,Unknown,69361.76427499,1.38203481452284,0.0307798474181318
514,inholding,inholding,X,ORB00,,Unknown,82.1741379,0.0271276782483179,3.65312386794635e-05
515,,roadout,X,ORB00,,Unknown,29.31497933,0.405561105142527,1.30173749773286e-05
516,Alvord Desert WSA,2-74,N,ORB00,,Unknown,2272.06961646,0.164733155097309,0.0010097449155034
517,inholding,inholding,X,ORB00,,Unknown,40.51793,0.0171720631376289,1.80188577608496e-05
518,,roadout,X,ORB00,,Unknown,3.50259813,0.0547741037207841,1.55746750472815e-06
519,,roadout,X,ORB00,,Unknown,12.5249185,0.182182822319799,5.56861367212587e-06
520,inholding,inholding,X,ORB00,,Unknown,164.0155413,0.0393928076347429,7.29408508293518e-05
521,inholding,inholding,X,ORB00,,Unknown,40.48558268,0.0171654755619022,1.80065617544576e-05
522,,roadout,X,ORB00,,Unknown,5.23296477,0.0701265411813325,2.32767641112954e-06
523,,roadout,X,ORB00,,Unknown,5.31950864,0.0785193188599558,2.36684437248918e-06
524,,out,X,ORB00,,Unknown,333.63107637,0.0623513738725485,0.0001484427666052
525,Alvord Desert WSA,2-74,N,ORB00,,Unknown,118741.1895739,2.11980922262489,0.0527206332078378
526,,roadout,X,ORB00,,Unknown,11.09060141,0.175602628709582,4.93617901987782e-06
527,,roadout,X,ORB00,,Unknown,10.77521397,0.142257723968606,4.7955738507218e-06
528,Winter Range WSA,2-73H,N,ORB00,,Unknown,15484.70242358,0.465113237391595,0.0068897719709109
529,,out,X,ORB00,,Unknown,61079.60875102,0.900581986733954,0.0271593722853865
530,Table Mountain WSA,2-72I,Y,ORB00,,Unknown,25120.27105676,0.641101091552904,0.0111953717679046
531,Disaster Peak WSA,3-153,Y,ORB00,,Unknown,3161.88295299,0.252408721513171,0.0013913847835869
532,,roadout,X,ORB00,,Unknown,2.94201005,0.0445673002632029,1.29490550464926e-06
533,,out,X,ORB00,,Unknown,252.63236002,0.0768942420395574,0.0001111914354333
534,,roadout,Y,ORV04,,Unknown,2.28730829,0.0349330622069204,1.00686001684273e-06
535,inholding,inholding,X,ORB00,,Unknown,1.62155249,0.0236261798641741,7.13914512802788e-07
536,inholding,inholding,X,ORB00,,Unknown,40.25572232,0.0170125344230808,1.77261499499357e-05
537,inholding,inholding,X,ORB00,,Unknown,40.11475195,0.0169845425156655,1.76638212750671e-05
538,inholding,inholding,X,ORB00,,Unknown,80.3003527,0.0242788590851694,3.53641982394201e-05
539,inholding,inholding,X,ORB00,,Unknown,40.29694348,0.0170294010618503,1.77485302807538e-05
540,inholding,inholding,X,ORB00,,Unknown,40.27094648,0.0170148949488759,1.77369404383394e-05
541,inholding,inholding,X,ORB00,,Unknown,160.42316542,0.0412529306196471,7.06610369308998e-05
542,inholding,inholding,X,ORB00,,Unknown,40.27297976,0.0170177745745042,1.77408247713655e-05
543,inholding,inholding,X,ORB00,,Unknown,80.14633507,0.0242539533076308,3.53061197267255e-05
544,Disaster Peak WSA,3-153,Y,ORV04,,Unknown,13021.97453224,0.559897485700919,0.0057334767115622
545,inholding,inholding,X,ORB00,,Unknown,40.5558768,0.017099362880839,1.78677119498278e-05
546,inholding,inholding,X,ORB00,,Unknown,39.98622423,0.0169632632060889,1.76166587633735e-05
547,inholding,inholding,X,ORB00,,Unknown,40.10406562,0.0169910248383401,1.76681311908722e-05
548,inholding,inholding,X,ORB00,,Unknown,121.29395625,0.0316512573702023,5.34333923840991e-05
549,inholding,inholding,X,ORB00,,Unknown,39.86494755,0.0169429780162889,1.75641021901566e-05
550,inholding,inholding,X,ORB00,,Unknown,40.09728246,0.0169876877702868,1.76661057827237e-05
551,inholding,inholding,X,ORB00,,Unknown,40.13260271,0.0169955079066595,1.76826346144069e-05
552,inholding,inholding,X,ORB00,,Unknown,40.5254296,0.0171024644397757,1.78573800645021e-05
553,inholding,inholding,X,ORV04,,Unknown,39.99795936,0.0169640792558947,1.7624592275295e-05
554,inholding,inholding,X,ORB00,,Unknown,40.12020971,0.016992009928739,1.76781469633099e-05
555,inholding,inholding,X,ORB00,,Unknown,278.91379176,0.0629264801841452,0.0001229030596148
556,inholding,inholding,X,ORB00,,Unknown,40.11115803,0.0169879534999977,1.76773314369034e-05
557,inholding,inholding,X,ORB00,,Unknown,39.91512583,0.016956354261937,1.75922819629857e-05
558,inholding,inholding,X,ORB00,,Unknown,40.02380438,0.016970790470023,1.76397984568105e-05
559,inholding,inholding,X,ORB00,,Unknown,39.92797803,0.0169613798843317,1.75989557512686e-05
560,inholding,inholding,X,ORB00,,Unknown,40.38763366,0.0170565735969451,1.78023325238929e-05
561,inholding,inholding,X,ORB00,,Unknown,120.52702789,0.0315771378122908,5.312552931041e-05
562,inholding,inholding,X,ORB00,,Unknown,39.93616061,0.0169552285061692,1.76051561411296e-05
563,,roadout,X,ORB00,,Unknown,6.86213111,0.0865140306351315,3.02434235893513e-06
564,inholding,inholding,X,ORB00,,Unknown,39.91663929,0.0169710867540941,1.75987676713286e-05
565,inholding,inholding,X,ORB00,,Unknown,39.94398569,0.0169706592309329,1.76107217751588e-05
566,inholding,inholding,X,ORB00,,Unknown,39.88618616,0.0169440441778841,1.7585076707902e-05
567,inholding,inholding,X,ORB00,,Unknown,33.7253528,0.015852708264748,1.48700409376681e-05
568,inholding,inholding,X,ORB00,,Unknown,39.40253101,0.0168352485157,1.73735579320186e-05
569,inholding,inholding,X,ORB00,,Unknown,40.18894229,0.0170152256422745,1.77227610916203e-05
570,,out,X,ORB00,,Unknown,78.45454376,0.0263459691678483,3.4598667373582e-05
571,Mahogany Ridge WSA,2-77,N,ORB00,,Unknown,39.71131048,0.0169073614663753,1.75123419280461e-05
572,Mahogany Ridge WSA,2-77,N,ORB00,,Unknown,238.67960342,0.0580336027644211,0.0001052476812299
573,,roadout,X,ORB00,,Unknown,26.30910569,0.344474592457737,1.15905770186447e-05
574,inholding,inholding,X,ORB00,,Unknown,39.81758896,0.0169350746420815,1.75617711615475e-05
575,,roadout,X,ORB00,,Unknown,7.04482349,0.0932810434494469,3.1070755576431e-06
576,,roadout,X,ORB00,,Unknown,6.04694095,0.0802858596571152,2.66734706000193e-06
577,Willow Creek WSA,3-152,Y,ORV04,,Unknown,25349.38666338,0.844911942463415,0.0111753602560803
578,Mahogany Ridge WSA,2-77,N,ORB00,,Unknown,27079.21775679,1.79190095211755,0.0119353687674934
579,,roadout,Y,ORV04,,Unknown,16.58843328,0.242036895569777,7.30740550722893e-06
580,,roadout,Y,ORV04,,Unknown,6.29366965,0.0892346181644051,2.77118090872262e-06
581,inholding,inholding,X,ORB00,,Unknown,159.44760085,0.0340113127020843,7.06703354602076e-05
582,inholding,inholding,X,ORB00,,Unknown,19.93124627,0.0133828782149981,8.83450022748918e-06
583,inholding,inholding,X,ORB00,,Unknown,157.9217439,0.0338083739984815,6.99934952453545e-05
584,inholding,inholding,X,ORB00,,Unknown,159.78957824,0.0340320179589465,7.08227836361925e-05
585,inholding,inholding,X,ORB00,,Unknown,159.64680531,0.0340348365330873,7.07749848428491e-05
586,,roadout,X,ORB00,,Unknown,10.40458962,0.144170710745722,4.61078394163098e-06
587,inholding,inholding,X,ORB00,,Unknown,159.96163584,0.0340548621893018,7.09078108711121e-05
588,inholding,inholding,X,ORB00,,Unknown,39.76503442,0.0169705101163829,1.76317045766265e-05
589,inholding,inholding,X,ORB00,,Unknown,318.39116652,0.0484740890698918,0.0001411755170586
590,inholding,inholding,X,ORB00,,Unknown,158.98235548,0.0339689398333138,7.05118431041119e-05
591,inholding,inholding,X,ORB00,,Unknown,39.81660034,0.0169938325340397,1.76591052834784e-05
592,inholding,inholding,X,ORB00,,Unknown,39.82634681,0.0169950762410843,1.76643912055749e-05
593,inholding,inholding,X,ORB00,,Unknown,80.11435417,0.0242962249906822,3.55405143438777e-05
594,Alvord Desert WSA,2-74,N,ORB00,,Unknown,806.17771503,0.0828529867348733,0.0003576115334532
595,inholding,inholding,X,ORB00,,Unknown,160.74538369,0.0342042735348137,7.13148666872691e-05
596,inholding,inholding,X,ORB00,,Unknown,157.61038873,0.0338641749037398,6.99322259555409e-05
597,Alvord Desert WSA,2-74,N,ORB00,,Unknown,159.46575793,0.034068254519452,7.07551754694861e-05
598,inholding,inholding,X,ORB00,,Unknown,160.34053993,0.0341394242456683,7.11430078014344e-05
599,Alvord Desert WSA,2-74,N,ORB00,,Unknown,136.14265583,0.0337349595778643,6.04082034763906e-05
600,inholding,inholding,X,ORB00,,Unknown,198.19450041,0.0455879745642182,8.79430426851806e-05
601,inholding,inholding,X,ORB00,,Unknown,235.93907776,0.0409764117483017,0.0001046943642553
602,inholding,inholding,X,ORB00,,Unknown,39.52761247,0.0169319611340365,1.75422513344251e-05
603,,roadout,X,ORB00,,Unknown,3.21806141,0.043362641010784,1.42799158840788e-06
604,inholding,inholding,X,ORB00,,Unknown,236.36509911,0.0454282043405245,0.0001048986282944
605,,roadout,X,ORB00,,Unknown,7.49561117,0.100380815446869,3.32574600691696e-06
606,Alvord Desert WSA,2-74,N,ORB00,,Unknown,160.87926386,0.0342110435607997,7.14074365390856e-05
607,inholding,inholding,X,ORB00,,Unknown,317.65040709,0.053532593649601,0.0001410043442228
608,inholding,inholding,X,ORB00,,Unknown,160.33799289,0.0341456967158324,7.1183891087994e-05
609,inholding,inholding,X,ORB00,,Unknown,79.43242579,0.0267256054946764,3.52700762950484e-05
610,inholding,inholding,X,ORB00,,Unknown,160.42894078,0.0341154800601155,7.12390844107202e-05
611,inholding,inholding,X,ORB00,,Unknown,40.05027306,0.017067588489106,1.77917431060649e-05
612,Alvord Desert WSA,2-74,N,ORB00,,Unknown,43409.91203829,1.22663678881406,0.0192481909859709
613,West Peak WSA,2-72J,N,ORB00,,Unknown,8591.88233528,0.302695747945868,0.0038248732121605
614,,roadout,Y,ORB00,,Unknown,2.63160101,0.0377967013495389,1.17286394697317e-06
615,,roadout,X,ORV04,,Unknown,5.00455266,0.0811403502974635,2.23084249079955e-06
616,,roadout,X,ORB00,,Unknown,14.54343346,0.213591636146747,6.48235978233175e-06
617,,roadout,X,ORB00,,Unknown,82.47857619,1.09902521469446,3.67950677084412e-05
618,Heath Lake WSA,2-72F,N,ORB00,,Unknown,21218.51097581,0.548701301805609,0.0094724746275159
619,Sheepshead Mountains WSA,2-72C,Y,ORB00,,Unknown,43479.82217094,1.18252997564809,0.0194135236501227
620,,roadout,X,ORB00,,Unknown,25.24500305,0.323835727816443,1.12770870372023e-05
621,Sheepshead Mountains WSA,2-72C,N,ORB00,,Unknown,1946.38303639,0.209009577897503,0.000870219848094
622,,out,X,ORB00,,Unknown,750.65589397,0.0922616088410654,0.0003356692674135
623,Sheepshead Mountains WSA,2-72C,N,ORB00,,Unknown,1276.5518968,0.136811108092076,0.0005708383989177
624,,roadout,X,ORB00,,Unknown,2.01267996,0.0260804536626947,9.00229701478881e-07
625,Sheepshead Mountains WSA,2-72C,N,ORB00,,Unknown,6097.3900144,0.376721026442036,0.0027261658238478
626,Wildcat Canyon WSA,2-72D,Y,ORB00,,Unknown,34745.52604641,0.679314017069169,0.0154788387946222
627,,roadout,Y,ORB00,,Unknown,2.60194401,0.0394683587968515,1.15489749887888e-06
628,,roadout,Y,ORB00,,Unknown,6.62328309,0.0845908284137117,2.93883797314017e-06
629,,out,X,ORV04,,Unknown,0.76530241,0.0084764107404411,3.37443584230979e-07
630,,roadout,X,ORB00,,Unknown,11.52731352,0.14443389558061,5.1428970822425e-06
631,Abert Rim WSA,1-101,Y,ORL05,,Unknown,25066.49035114,1.04647586978969,0.0111162088682598
632,Deschutes Canyon-Steelhead Falls WSA,5-14,N,ORP06,,Unknown,175.82547777,0.0558614024229463,8.03985726212294e-05
633,Blitzen River WSA,2-86E,Y,ORB00,,Unknown,713.03962583,0.151121647560968,0.0003174675717034
634,Fish Creek Rim WSA,1-117,N,ORL05,,Unknown,1096.24342846,0.125658656563,0.0004830707616343
635,Fish Creek Rim WSA,1-117,Y,ORL05, ,Unknown,12236.89586679,0.434955770547331,0.0053971783760251
636,North Pole Ridge WSA,5-8,Y,ORP04,,Unknown,6782.58275817,0.544454355706839,0.0031386947057165
637,,out,X,ORB00,,Unknown,78.64486756,0.0241774856921817,3.50584381534898e-05
638,,roadout,Y,ORB00,,Unknown,4.38464325,0.0666139467928271,1.95461598546162e-06
639,,roadout,Y,ORB00,,Unknown,2.14256015,0.0333687355918627,9.56527212000172e-07
640,,roadout,Y,ORB00,,Unknown,9.28631479,0.129823462626991,4.14681419133853e-06
641,,out,X,ORB00,,Unknown,330.37069499,0.0637846894147626,0.0001475544150243
642,inholding,inholding,X,ORB00,,Unknown,39.59442255,0.0170124318525876,1.76874400752173e-05
643,Palomino Hills WSA,3-114,N,ORV04,,Unknown,54255.73111625,0.833065206780788,0.0242043872616565
