OBJECTID,ANRDept,ANRUnit,ANRUnitType,SOVInterest,Audience,NAME,GISACRES,GlobalID,ShapeSTArea,ShapeSTLength
5433,FPR,720.0,SP,Fee,Public,Gifford Woods State Park,115.562,{78717F49-A893-4D6D-984D-CB11F5F6FBC5},467665.500175535,3669.40163359061
5435,FPR,723.0,SP,Fee,Public,Allis State Park,481.483,{78064D04-E2F6-4CFB-9030-AE750E1DE13E},1948495.79108641,12789.2212536773
5436,FPR,724.0,SP,Fee,Public,Wilgus State Park,97.058,{90C59181-BCFB-443D-84ED-E78368BB58CE},392779.45159326,3202.50408362939
5438,FPR,726.0,SP,Fee,Public,Ascutney State Park,3167.041,{721BDF0A-D3D9-4D74-A525-794EE351A8F5},12816581.1734965,31266.0533836121
5439,FPR,727.0,SP,Fee,Public,Darling State Park,1935.512,{91F2D83E-9871-43AC-9042-6E7F0C5786A8},7832750.70960386,24890.7480614389
5440,FPR,727.0,SP,ROW,Public,Darling State Park,3.396,{05BBCF69-B774-45EE-8FFE-985965DDAE9C},13744.66963086,1841.76487301216
5442,FPR,730.0,SP,Fee,Public,Elmore State Park,995.456,{EF81480C-77A0-43C1-A811-457F7EA3BDD1},4028474.18096214,12718.9526836555
5443,FPR,730.0,SP,ROW,Public,Elmore State Park,1.234,{2138AD4B-BF65-4DF9-AFF1-CC897531DF24},4992.914309425,397.428644236065
5444,FPR,731.0,SP,Fee,Public,Sandbar State Park,20.273,{098B1CFF-A335-4688-8AD7-6D4792FF049D},82043.969534305,1731.56765698066
5445,FPR,734.0,SP,Fee,Public,Crystal Lake State Park,13.929,{0FDD8EEC-63B9-42E0-94F4-3A0E915EB98D},56367.545399155,2223.08377468912
5446,FPR,735.0,SP,Fee,Public,Dutton Pines State Park,12.369,{D63027D8-D7FD-445F-AF0E-4664AB82E7CB},50055.43040791,978.104972536768
5447,FPR,737.0,SP,Fee,Public,Molly Stark State Park,174.395,{5D907E33-C6DB-4C72-B483-6EDB63E2C317},705752.63940554,3996.25630724323
5448,FPR,739.0,SP,Fee,Public,Jamaica State Park,1124.308,{64CD786D-7E1D-44CB-9EFC-CD24DB0F2ECA},4549919.11885341,24177.450858635
5449,FPR,741.0,SP,Fee,Public,Rood State Park,16.501,{8B9F1314-ED14-4127-9DEB-C1ECF4FE79B2},66779.078389035,1195.27619310237
5450,FPR,744.0,SP,Fee,Public,Branbury State Park,66.428,{F9572E43-E139-455D-924B-515E188201C0},268825.45957373,2347.00414310709
5452,FPR,745.0,SP,Fee,Public,Camel's Hump State Park,23080.136,{4FC3510A-AB4A-4950-B220-11BF84DFA31B},93402142.1833442,110563.369067081
5453,FPR,745.0,SP,ROW,Public,Camel's Hump State Park,484.106,{3C627CF2-D89C-47F0-B02F-A35DCEF55289},1959110.3049663,7809.33529900853
5455,FPR,746.0,SP,Fee,Public,D.A.R. State Park,91.685,{07D12D1B-88F3-4269-A5E0-6676FD27194D},371036.26610206,3877.3901849176
5456,FPR,748.0,SP,Fee,Public,Lake St. Catherine State Park,128.702,{91589609-E801-4519-84C9-29454E66E6EC},520840.33001877,3333.41170465943
5457,FPR,748.0,SP,ROW,Public,Lake St. Catherine State Park,1.071,{2BC0A881-89A9-4B6F-ADA0-1C2FEF66F73C},4335.49828401,1025.17061899001
5459,FPR,749.0,SP,Fee,Public,Silver Lake State Park,35.672,{57F6EDB5-5050-490B-92F7-8F3EFCF7FC3B},144358.62308083,1662.1449284586
5461,FPR,751.0,SP,Fee,Public,Brighton State Park,467.955,{46FE23E9-3143-4343-9587-E55F6BADE6BE},1893751.43775206,8490.04738264222
5462,FPR,752.0,SP,Fee,Public,Emerald Lake State Park,873.39,{FB7027BD-4383-4FF8-B914-87825A8258F8},3534487.87090375,16481.7299417725
5464,FPR,753.0,SP,Fee,Public,Grand Isle State Park,206.368,{8C56117F-9E61-4A01-8F81-D0FE2053C0D4},835142.249945265,5584.78063726301
5466,FPR,755.0,SP,Fee,Public,Button Bay State Park,234.843,{C14AC984-DDDF-4E39-B5FB-03956DF98679},950376.05838413,7225.65017101812
5467,FPR,756.0,SP,Fee,Public,Bomoseen State Park,3580.731,{994BB45A-57CF-4523-AF3D-88183EE4E183},14490726.7908029,51773.7984928888
5468,FPR,758.0,SP,Fee,Public,Lake Carmi State Park,565.862,{33AF0253-9FE0-4698-81F4-5CACD55FAC87},2289966.91335359,10875.1282581003
5469,FPR,760.0,SP,Fee,Public,Burton Island State Park,253.334,{10E50574-DBF0-441F-AADE-3CB962D2D1AE},1025209.60009057,7239.28049853251
5470,FPR,761.0,SP,Fee,Public,Fort Dummer State Park,267.55,{813223DD-9B9C-4CF1-94E8-A08138934FE9},1082736.86449253,7103.91554449546
5471,FPR,762.0,SP,Fee,Public,Woodford State Park,394.7,{B4502CC7-433F-4700-AFF6-6F7BA77A083F},1597298.13465651,6681.45504301545
5472,FPR,763.0,SP,Fee,Public,North Hero State Park,417.967,{79DD0488-2D81-4854-829B-3513666500F1},1691456.59678805,8628.2555931623
5473,FPR,766.0,SP,Fee,Public,Quechee State Park,75.247,{43854B7A-F62E-4A1F-90EA-3E7DA2301FAF},304512.89890741,3462.35245661177
5474,FPR,766.0,SP,Lease,Public,Quechee State Park,585.754,{6C5DDAD5-DFC1-4E4E-977F-9163167BBB54},2370466.28432034,14235.7906412158
5476,FPR,767.0,SP,Fee,Public,Bow Arrow Point State Park,6.804,{45377E0A-DC31-4209-B2BC-2D1418157803},27536.7224788,2253.58378040674
5477,FPR,768.0,SP,Fee,Public,Camp Plymouth State Park,311.326,{6CF945B6-CFEC-46AF-B485-4AC292C4F521},1259893.30005994,6404.54400859883
5478,FPR,769.0,SP,Fee,Public,Weybridge Cave State Park,121.624,{E129E23C-E970-4652-A901-C95C3164E59C},492196.37733218,3057.61963266036
5479,FPR,770.0,SP,Fee,Public,Shaftsbury State Park,105.198,{C32C16B8-0238-40E1-A1DB-385466C4A43D},425721.437580355,3421.33051239549
5480,FPR,771.0,SP,Fee,Public,Lowell Lake State Park,360.726,{B70DC932-DD04-4D1C-9936-CE9CCC774EC0},1459808.28861974,11534.1198776572
5481,FPR,772.0,SP,Fee,Public,Chimney Point State Park,59.269,{4581DD4C-9F17-4E68-B50B-E4A0D1225EE6},239854.022207705,2591.85520612186
5483,FPR,773.0,SP,Fee,Public,Amity Pond Natural Area State Park,198.936,{6D01145E-7FCA-41F3-AB59-012E95E1A590},805066.365750435,6264.49273578068
5484,FPR,774.0,SP,Fee,Public,Knight Point State Park,55.519,{AFCFF99C-BE49-4745-89AB-0C5DA1540DC0},224676.15968147,2342.47102922505
5485,FPR,775.0,SP,Fee,Public,Highgate State Park,32.166,{05600A7E-F4E6-4999-9731-AB0800C64DFD},130172.111721785,2854.71576887686
5487,FPR,776.0,SP,Fee,Public,Law Island State Park,9.735,{A65A142D-47EC-4B23-A599-D6B7F4E94AC1},39397.847301995,912.355884552358
5488,FPR,777.0,SP,Fee,Public,Fisher-Scott Memorial Pines Natural Area,22.266,{B62D5150-F3FB-4611-857B-D8ED14C7108B},90108.22747259,1595.8019612554
5489,FPR,778.0,SP,Fee,Public,Woods Island State Park,108.717,{281CBF41-0F8A-4CBA-820B-372C01AE7477},439963.013586235,3564.14492658529
5490,FPR,779.0,SP,Fee,Public,Norwich Water Access State Park,4.293,{02AB6797-125B-4604-ACBE-6B504F70CFBC},17374.492622515,942.21771023395
5491,FPR,780.0,SP,Fee,Public,Niquette Bay State Park,613.401,{4BB1BAC8-1C00-4EC0-B0CF-1165B02383AC},2482348.30644043,14577.237093949
5492,FPR,780.0,SP,ROW,Public,Niquette Bay State Park,0.045,{5F15A108-1010-4D77-B433-BC3AF1AA7C96},182.40874466,72.1142045881759
5493,FPR,781.0,SP,Fee,Public,Big Falls State Park,17.273,{D8E6FFD4-7A3E-40C3-AAFC-F53871FAB431},69902.99368821,1545.00796475988
5494,FPR,783.0,SP,Fee,Public,Alburg Dunes State Park,798.782,{FE1E731F-CA77-45C6-B5E8-A9F279240D30},3232559.72144363,15114.133432088
5496,FPR,784.0,SP,Fee,Public,Hazens Notch State Park,421.918,{6211D710-ED48-4786-8CE3-37E33E2B1089},1707444.76869491,6030.226983475
5497,FPR,785.0,SP,Fee,Public,Knight Island State Park,169.969,{238EF60B-E1BA-40DA-B5FF-2E14CD985502},687839.571859465,3790.80184783836
5498,FPR,786.0,SP,Fee,Public,Perry Holbrook Memorial State Park,304.031,{4DB34DF9-3345-4E68-9AE2-163C24279F15},1230372.97248833,5331.23750472506
5499,FPR,786.0,SP,ROW,Public,Perry Holbrook Memorial State Park,1.382,{4CF4F4AB-9511-417C-87A5-A3DC8DA2F7AA},5594.363021185,780.431044230127
5500,FPR,788.0,SP,Fee,Public,Sentinel Rock State Park,332.169,{971E5AF8-1758-42DB-B991-A25FD869C9AC},1344243.61642424,5888.55407061865
5501,FPR,790.0,SP,Fee,Public,Rock Island State Park,0.262,{442132F6-0D6A-4038-B046-1522215EFEB4},1058.42384927,123.261667937238
5502,FPR,791.0,SP,Fee,Public,Sweet Pond State Park,105.872,{7E29F750-92AE-4206-AC45-443B822011A7},428448.20035191,3006.64806924941
5503,FPR,792.0,SP,Fee,Public,Kingsland Bay State Park,291.323,{5F37AF15-222D-4788-AE9E-4DD40B4E58D6},1178945.23577338,8524.83218855542
5505,FPR,793.0,SP,Fee,Public,Green River Reservoir State Park,6152.788,{7FE9750A-FF47-4AB1-934D-110FD961A7C3},24899487.1649978,47524.2642425825
5506,FPR,793.0,SP,ROW,Public,Green River Reservoir State Park,0.109,{42953F6D-9929-4074-96C6-1CD732CAC321},442.06959597,115.020589768942
5507,FPR,794.0,SP,Easement,Public,Lyman Falls State Park,4.467,{6399DCE7-34E4-45ED-BAD4-D375F7BE2F99},18075.897807515,1251.04706950348
5508,FPR,794.0,SP,Fee,Public,Lyman Falls State Park,39.631,{F58AFEC7-19DE-4F3D-82DE-C4BCAB0748EC},160380.758575545,2642.6564353639
5509,FPR,795.0,SF,Fee,Public,Lower Clarendon Gorge State Forest,86.683,{8C284A40-6186-4432-AF45-26429DA1F1DF},350793.42087868,4507.90522963253
5510,FPR,796.0,SP,Fee,Public,Round Pond Natural Area State Park,126.105,{00893967-88D4-45AA-A67D-768FE828E6BE},510327.933052965,3295.19725599129
5511,FPR,800.0,FL,Easement,Public,Cow Mountain Pond,1618.275,{496AA941-A1EF-46A2-967E-132FA1F2677C},6548936.37196068,21025.8068521723
5512,FPR,801.0,FL,Adjacent,Public,Worcester Woods,1974.726,{F217F748-E668-473F-B806-3FABEFD9C982},7991445.04808986,20697.4434603898
5514,FPR,801.0,FL,Easement,Public,Worcester Woods,6670.599,{0ECF4F62-9749-4F3F-B49B-202A7BE79E68},26994999.0658869,70742.9607926583
5515,FPR,802.0,FL,Easement,Public,Hancock,31982.63,{45B4547B-078D-4347-AF7D-3CF42F445207},129429309.618657,181615.673394151
5516,FPR,803.0,FL,Easement,Public,Snow,565.164,{B3EFD1C1-E508-4B05-AB35-E244F57AE55F},2287141.57894341,10732.1849906729
5517,FPR,804.0,FL,Easement,Public,Wilderness Corp,2106.022,{E8E39387-B473-403D-B10F-70C0D47CF4A5},8522780.60244065,38200.9950573412
5518,FPR,806.0,FL,Easement,Public,Mt. Holly Wildlife Corridor,1196.174,{B49B9B3A-0C96-4DE5-A696-A7DF9E9E9A7B},4840750.58454267,24462.9079284747
5519,FPR,807.0,FL,Easement,Public,Meadows End,1805.971,{246ECDD5-6563-4AC5-A71F-CE5CB975F41B},7308517.50444396,20685.5345374503
5520,FPR,808.0,FL,Easement,Public,Monadnock Bull Sable,3933.697,{F26629B6-20F4-4618-A3F2-BCF58596E1AD},15919130.0441171,38989.249983919
5522,FPR,809.0,FL,Easement,Public,Chittenden County Uplands,4756.787,{5DAA355F-430A-4157-83B4-3ECA95BE53B7},19250065.1816936,60361.3737012322
5523,FPR,810.0,FL,Easement,Public,Green Mountain Corridor,511.359,{ED4068D4-8761-4EA3-A5E3-E3F3B072BC13},2069398.54168303,7429.48953831656
5524,FPR,811.0,FL,Easement,Public,Orange County Headwaters,1445.317,{87F60992-288B-4A82-81E5-B7A02009F5A0},5848997.9295014,13870.6726645371
5525,FPR,812.0,FL,Easement,Public,Brushwood,1076.22,{C3F80A2E-609A-427C-AEB1-26F8F422AAC0},4355314.31533024,23098.2358177619
5527,FPR,813.0,FL,Easement,Public,Eden,5769.782,{63A8086B-84F5-46CE-BAC8-15791FCFFE5A},23349513.5239162,38090.2769507334
5529,FPR,814.0,FL,Easement,Public,Northern Greens,4001.691,{ABD76C87-77A4-4219-8C34-AC97EF7685AA},16194295.3069083,54218.5840878285
5532,FPR,815.0,FL,Easement,Public,Hardwood Mountain,2144.414,{9336ACFF-F33D-4C4C-A180-E429E17BB7E7},8678148.62999637,26980.47768774
5533,FPR,815.0,FL,ROW,Public,Hardwood Mountain,3.023,{28C19A00-DCF0-40C5-9621-9D01C833547B},12235.136414875,1239.21143161803
5534,FWD,,LIP,Easement,Public,,203.881,{65C98406-7C63-4A4B-8C2E-033D748A7B30},825076.50834206,7047.36246788709
5536,FWD,,ME,Easement,Public,,1736.979,{EECB3D3C-F5D5-4BE1-8035-8041FE38FCF7},7029313.79779538,56320.044998726
5537,FWD,,MISC,ROW,Public,,0.422,{8AD22B2A-1047-4271-BBA3-189FFFE539AF},1708.53787816,587.649334594756
5538,FWD,,SB,Fee,Public,,1.959,{7F91C768-B498-4CA0-9860-168CB62B9F5D},7929.638970925,686.29861871611
5539,FWD,32.0,AA,Fee,Public,Saint Albans Bay SP,1.603,{8C3B893C-D28A-416C-A280-3AF6A0166E14},6487.4937184,351.167676050015
5540,FWD,101.0,AA,Fee,Public,Amherst Lake Access,0.189,{4D503832-AE8F-472B-814D-C4BAF99DEDF8},765.512471835,142.957683513018
5541,FWD,102.0,AA,Fee,Public,Averill Lake Access,1.125,{2F232099-1379-4274-AD39-F96605A166ED},4554.40082773,300.677525847546
5542,FWD,103.0,AA,Fee,Public,George Davis Access,1.231,{766ABD86-3D5C-4207-AF67-929C6DAE3270},4982.70051145,332.477766287447
5543,FWD,104.0,AA,Fee,Public,Lincoln Bridge Access,4.589,{644D03BE-B59D-46D9-9686-2B5FADBF730D},18569.08373962,1114.86323586031
5544,FWD,105.0,AA,Fee,Public,Baker Pond Access,1.015,{9761F6C2-3B6E-4413-8C5C-1FD59A338EA1},4106.71170734,592.836911804147
5545,FWD,106.0,AA,Fee,Public,Chipman's Point Access,0.149,{709E1127-DDCA-40FD-9BA3-8E781E93C34C},603.60280054,109.727931559984
5546,FWD,107.0,AA,Fee,Public,John Guilmette Access,4.711,{0414BD21-8AF7-4A11-8097-F5CCDF23EB61},19066.207983915,650.537954759103
5547,FWD,109.0,AA,Fee,Public,Wagon Wheel Access,0.046,{9385F47D-4C65-4587-8340-61F15EB24661},187.621393495,74.2600430439628
5548,FWD,109.0,AA,Lease,Public,Wagon Wheel Access,0.576,{FDC0CDDE-6A89-4DF9-A9FE-DFCCA03C94E1},2331.59245482,252.985640829337
5549,FWD,110.0,AA,Lease,Public,Waterworks Bridge Access,0.409,{9ED1FCD0-0A3D-467F-B50F-2ABE58263C4D},1655.23830229,199.354521728317
5550,FWD,111.0,AA,Fee,Public,Great Hosmer Access,0.029,{526690BE-7B22-4338-AD90-9EA5FB2C898E},117.288897405,55.3386019676965
5551,FWD,113.0,AA,Fee,Public,Bean Pond Access,0.337,{3FFF52B6-1F46-4086-9C35-3B6BB8572624},1365.205951395,188.866915922377
5552,FWD,114.0,AA,Fee,Public,Cleon A. Kingsley Access,1.047,{A90351C6-F51D-4758-947F-FFAD7F99DA78},4236.11536709,255.124367675021
5553,FWD,115.0,AA,Fee,Public,Beck Pond Access,1.166,{F999BCF3-7193-4609-A3A3-6A6EF4BF33B3},4719.466005015,275.872782174856
5554,FWD,116.0,AA,Fee,Public,Beebe Pond Access,0.76,{FBF21D26-C085-4990-A2C6-8D9EF5756802},3076.37811439,249.842454509508
5555,FWD,117.0,AA,Fee,Public,Black Pond Access,0.457,{4A8A6D0E-6A0F-4217-AD11-E0FB24CA3952},1851.415291865,240.623312279097
5556,FWD,119.0,AA,Fee,Public,Thomas Evanoika Access,1.058,{4C8311A9-187A-4815-86C8-1F9ABCD0EC33},4283.344714175,279.626028551244
5557,FWD,121.0,AA,Fee,Public,Bresee Pond Access,0.389,{2DDC54A5-6F4E-4BCC-881D-C076D8AA3A53},1572.57638609,170.491292359295
5558,FWD,122.0,AA,Fee,Public,Bristol Pond Access,6.694,{972E0C60-2A25-4D7A-B010-63BBDF0A99ED},27087.829782015,1234.33975080036
5559,FWD,123.0,AA,Fee,Public,Brownington Pond Access,1.374,{D993D6EE-B4C0-4C34-B70D-8B2294EDC0EE},5559.33126567,470.890024456895
5560,FWD,124.0,AA,Fee,Public,Brown Pond Access,0.351,{34E64F1C-0BDE-4326-B239-3E8148AB7AAD},1421.2523339,145.968477509139
5561,FWD,125.0,AA,Fee,Public,Sears Lamoille River Access,2.173,{A89F3740-1533-4B60-8E4A-B1338D5112A5},8795.411840245,736.770133742394
5562,FWD,126.0,AA,Fee,Public,Burr Pond Access,0.801,{57BDCDCE-34BA-4231-9BDF-C8FAB30FFD0A},3242.59783066,248.175706575099
5563,FWD,127.0,AA,ROW,Public,The Gut Access,1.019,{7433E581-EEE5-4943-85EB-5D63A0BA34FA},4122.24889135,541.042597645051
5564,FWD,128.0,AA,Fee,Public,Allen Point Access,13.26,{1A5FC2F0-4FDF-48DD-8600-2F89DED39240},53662.36756987,3446.76009958148
5565,FWD,128.0,AA,ROW,Public,Allen Point Access,2.65,{F3DB6CCB-9259-40B0-AAB1-5FF55B6C2251},10724.975454995,893.597448743602
5566,FWD,129.0,AA,Fee,Public,Benson Landing Access,1.028,{15125A20-521E-4233-BC77-3A0BED47B6F9},4160.18258476,255.841345145976
5567,FWD,130.0,AA,Fee,Public,Colchester Point Access,5.483,{A8E30B8D-DDB5-49D6-A7A6-6CB320EFEF62},22190.824618735,761.652108390832
5568,FWD,131.0,AA,Fee,Public,Converse Bay Access,6.746,{E6039643-0CFE-42A3-A467-4656FD011FF4},27300.29525658,1261.42447081558
5569,FWD,132.0,AA,Fee,Public,Dillenbeck Bay Access,1.072,{FC6C333F-4F04-47E2-A7F1-9F5096AF742C},4337.04735899,285.055688831601
5570,FWD,133.0,AA,Fee,Public,Fort Cassin Access,0.209,{467EBCE3-8873-45D8-B2D9-37D4A081E48C},846.307954895,201.14082504327
5571,FWD,134.0,AA,Fee,Public,Lake Champlain AA (Alburg),2.053,{1F98EE08-C3BD-448F-BB68-72B8FAFD99B6},8307.46987412,381.242361223459
5572,FWD,134.0,AA,ROW,Public,Lake Champlain AA (Alburg),0.153,{506F76B1-C00A-4E80-9E05-15EE95703E06},620.53367236,100.108644873545
5573,FWD,135.0,AA,Fee,Public,Holcomb Bay Access,29.875,{0B517E73-E232-43E5-87A3-47E15AFC2CF4},120900.96132083,1953.74507245828
5574,FWD,136.0,AA,Fee,Public,Keeler Bay Access,1.049,{BFC36A94-AE7C-44C7-8AFF-78B9267221B4},4245.02750643,566.696147073612
5575,FWD,137.0,AA,Fee,Public,Kelly Bay Access,2.056,{A1C002CC-50E0-4FF4-AD68-9BB26D1A605B},8319.44975559,406.692251390362
5576,FWD,138.0,AA,Fee,Public,Kings Bay Access,1.283,{DCF9CC03-345C-44E4-96D0-6361AC4B805B},5190.433260965,351.485604822858
5577,FWD,140.0,AA,Fee,Public,Lapham's Bay Access,3.377,{A7646D53-4F4A-4564-9CA3-A5C3BD896D0A},13666.038679905,592.306341404617
5578,FWD,141.0,AA,Fee,Public,Larrabees Point Access,2.825,{73261C00-582E-41FF-AB22-4E0827CB07F1},11431.324433735,574.053279535329
5579,FWD,142.0,AA,Lease,Public,Lewis Creek Access,0.491,{6E424C90-675F-4F03-9B3D-92CA1F42192F},1986.53462111,183.607062536084
5580,FWD,143.0,AA,Fee,Public,Malletts Bay Access,8.843,{7C680FFA-977D-49CE-9D3F-E252CBD8D527},35784.90216944,760.818125673552
5581,FWD,145.0,AA,Fee,Public,Pelots Point Access,19.56,{BE475010-9B43-45E0-97A1-29A2A0ECECBC},79155.48612768,1982.47984766295
5582,FWD,146.0,AA,Fee,Public,Rock River Access,6.933,{9C7076B6-FD1D-4E26-9183-72E028EE13AE},28058.08616939,790.560330007953
5584,FWD,148.0,AA,Lease,Public,Shelburne Bay Access,2.025,{7318F8B1-0CD4-497B-9150-E97465BA15B7},8195.94583329,562.443798841933
5585,FWD,149.0,AA,Fee,Public,Stephenson Point Access,0.955,{599D4F87-A495-46BB-A882-E6CA110D2D2F},3866.493350895,333.368980026264
5586,FWD,150.0,AA,Fee,Public,Stoney Point Access,0.885,{484E6695-AB4F-4D3E-886B-E91AEAA37225},3583.364229675,257.106198541223
5587,FWD,151.0,AA,Fee,Public,Tabor Point Access,1.246,{948DEE5F-48C8-4F55-8A85-C591DB2EFBE3},5040.916459785,288.464183622052
5588,FWD,152.0,AA,Fee,Public,Larry Greene Access,1.085,{73571E58-0679-4200-845E-4DAF4D5F2E8F},4391.721075335,310.493612049172
5589,FWD,153.0,AA,Fee,Public,Winooski River Access,4.396,{3AE164B2-10A7-4525-9468-46EED6373479},17791.01644193,934.401250517599
5590,FWD,154.0,AA,Fee,Public,Vantines Access,0.67,{45AAD5FD-52A1-4162-8619-C1EEC9736602},2713.156652825,207.418435364864
5591,FWD,155.0,AA,Fee,Public,Van Everest Access,9.718,{8032111A-379C-4AA8-8D22-1629995C6BE1},39328.804226265,921.882822546206
5592,FWD,156.0,AA,Fee,Public,North Hero Access,0.682,{ED851FC1-85E7-4087-B3AE-6DDCEED4CEA0},2761.95261452,363.169858098839
5593,FWD,157.0,AA,Fee,Public,Charcoal Creek Access,0.504,{42E4A5B8-1E20-4A73-9B4E-0EF46790658B},2039.005576815,211.829955938972
5594,FWD,158.0,AA,Fee,Public,Coits Pond Access,27.888,{AA24C935-9D75-4101-8F14-A85EACF367F6},112857.785100805,1884.44481515787
5595,FWD,159.0,AA,Fee,Public,Clyde River Access (Brighton),13.33,{DD51FEEE-22A9-4A8A-9CF4-ED3C4B105227},53945.59648158,1136.45616873896
5596,FWD,160.0,AA,Fee,Public,Clyde River Access,0.204,{EECE19F9-F50D-4D44-A703-FE56B06B47CD},824.063659375,121.920155622486
5597,FWD,162.0,AA,Fee,Public,Center Pond Access,0.579,{31A5E8CD-8ECB-4581-81FD-E0DE31A10752},2344.393030485,243.729515728503
5598,FWD,162.0,AA,ROW,Public,Center Pond Access,0.159,{BF77EFDF-0F24-4151-9247-B41A6A2AF282},645.045354465,163.104671804114
5599,FWD,163.0,AA,Lease,Public,Chittenden Dam Access,2.632,{2A33F25A-7C10-4B23-B864-8C4A32FBD932},10651.64197109,971.216213921812
5600,FWD,165.0,AA,Lease,Public,Colchester Pond Access,0.985,{64B965B8-1274-4657-92BC-8525C3C82483},3984.949614785,474.401430693332
5601,FWD,168.0,AA,Fee,Public,Hoyt Landing Access,58.777,{61B7F0C3-1336-4148-B0FC-C1F4C793DA14},237863.880664405,3529.14047862974
5602,FWD,170.0,AA,Fee,Public,Putney Landing Access,13.269,{0B728D82-EB1C-4815-9904-97C64D53FEEE},53698.17829077,1718.58416261037
5603,FWD,170.0,AA,ROW,Public,Putney Landing Access,1.833,{F5762007-8FAD-4860-8C19-864B97119B8F},7419.802670775,1496.61406816514
5604,FWD,171.0,AA,Fee,Public,Old Ferry Road Access,4.233,{503503BD-442B-437D-9DC0-88526220CAF7},17130.24102874,924.855262387823
5605,FWD,172.0,AA,Fee,Public,Ompompanoosic River Access,1.045,{9D01FF1B-7A66-4B05-B4E0-E161A2C930C1},4227.711138225,358.045296350759
5606,FWD,173.0,AA,Fee,Public,North Thetford Access,0.963,{0CF57DE9-3FE9-4350-A609-6FBEF2A862C0},3895.687663785,307.917595270517
5607,FWD,174.0,AA,Lease,Public,Haverhill Bridge Access,1.528,{88ECD120-9561-4B3A-85AD-697F160FD283},6182.08163997,483.630807053093
5608,FWD,175.0,AA,Fee,Public,Hammond Cove Access,27.149,{B23F5F73-173A-4113-9ED0-6E7841A1317A},109867.594839305,1346.39552027606
5609,FWD,176.0,AA,Fee,Public,Crystal Lake Access,0.788,{B8F0DC11-02E1-4B9C-97E7-BE0834A31F4A},3189.18164517,277.025672950623
5610,FWD,177.0,AA,Fee,Public,Curtis Pond Access,0.971,{8790C0E9-E96C-4C11-B703-0D1C94A2CBCB},3930.79303542,272.96415897687
5611,FWD,180.0,AA,Fee,Public,Daniels Pond Access,0.502,{6DF31502-9E4F-418F-AE23-62AD4E351A97},2031.297993325,272.654852777981
5613,FWD,181.0,AA,Fee,Public,Derby Pond Access,1.002,{9C6B2176-67B8-4C75-A49D-62F75FA88B6C},4055.399886845,253.430517156344
5614,FWD,184.0,AA,Easement,Public,Magoon Access,0.025,{6E869DA7-A8F3-4C5D-A40C-F2A6CA3353B8},99.44789297,43.5276682037336
5615,FWD,184.0,AA,Fee,Public,Magoon Access,0.595,{54EFB1E2-9DCA-4401-AF73-AF40CC0460C2},2405.903233685,224.125909292557
5616,FWD,185.0,AA,Fee,Public,Echo Lake AA (Charleston),0.586,{8447E147-EEA8-4239-9339-D66AE0998EC4},2370.25928275,196.87366799297
5617,FWD,186.0,AA,Fee,Public,Echo Lake AA (Plymouth),0.028,{F153BE38-2BC4-48E6-A875-E5BF1E912C6D},114.79457561,51.7888570529012
5618,FWD,187.0,AA,Fee,Public,Lake Eden Access,0.739,{BCEBC03A-4418-435B-AC65-F3DA954CA638},2990.583269485,249.431838199004
5619,FWD,188.0,AA,Fee,Public,Eligo Lake Access,0.477,{FC7B9E07-EB98-4BD3-850B-8E711A9A22B9},1932.039824445,186.160429502025
5620,FWD,189.0,AA,Fee,Public,Vaughn M. Douglass Access,0.614,{31280C82-BECF-4CF6-A4DF-37A0980EB190},2483.905154715,214.884646805669
5621,FWD,189.0,AA,ROW,Public,Vaughn M. Douglass Access,0.581,{BA81A2D5-9816-44A6-92F2-7470EFFA7948},2353.097257175,413.638111882511
5623,FWD,190.0,AA,Fee,Public,Ewell Pond Access,12.267,{443D26D3-2CBE-400B-95F5-573E4159F9A3},49643.03139121,1199.6600028152
5624,FWD,191.0,AA,Fee,Public,Fairfield Pond Access,0.419,{6946D2CE-67DB-44D1-AB9D-08320CB8A0C2},1695.33942821,174.481923682857
5625,FWD,192.0,AA,Fee,Public,Lake Fairlee Access,0.337,{E08BF963-92CA-4CBE-B591-1E9EF74E8098},1361.799082365,233.823829877514
5626,FWD,193.0,AA,Fee,Public,Flagg Pond Access,20.663,{20BA8F13-4B25-4E81-857E-A96AD75A5A4E},83621.514070365,2051.86672829541
5627,FWD,194.0,AA,Fee,Public,Foster Pond Access,0.663,{3C1FB428-9A43-4204-95AE-30C8F97E1A2C},2681.99686273,305.549176119619
5629,FWD,198.0,AA,Fee,Public,Greenwood Lake Access,1.703,{830990B4-CE17-4636-A00F-55A23E3B7533},6893.619411595,347.311337929878
5630,FWD,200.0,AA,Fee,Public,Harveys Lake Access,0.519,{3C91944E-062F-45EB-BB4F-6F5C18D9100F},2098.789092125,223.060437346963
5631,FWD,201.0,AA,Fee,Public,Holland Pond Access,1.689,{A888D1FA-4F86-4376-BC5B-B48A0300AAB8},6836.785412375,382.425518953963
5632,FWD,202.0,AA,Fee,Public,Horse Pond Access,0.205,{D6D27A86-0E00-4BC7-B7CB-6E856965B1A1},829.78147771,131.645497632047
5633,FWD,203.0,AA,Easement,Public,Lake Hortonia Outlet Access,0.018,{4874B67C-89DB-4D34-9607-74D3CFB31FF1},74.3635653,43.1040932274869
