OBJECTID,AV_LEGEND,IMS_LEGEND,COASTP_COD,COAST_POLY,NAMEDP_COD,NAMED_POLY,SCALELEVEL,STREAM_NO,STREAM,LAKE_NO,LAKE,BAY_NO,BAY,HARBOR_NO,HARBOR,SOUND_NO,SOUND,ACREAGE,Shape__Area,Shape__Length
6935,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,2243,Pine Acres Lake,0, ,0, ,0, ,190.11300659,8281330.73779297,20751.6523851106
6936,Water,Water,1,Inland Polygons,2,Named Waterbody,5,253,Bush Hill Brook,0, ,0, ,0, ,0, ,0.88439601,38524.3264770508,1059.3041423306
6937,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1024,Lydall Brook,1735,Lydall Street Reservoir No 1,0, ,0, ,0, ,2.26556992,98688.1790771484,1424.85551064186
6938,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1024,Lydall Brook,3101,Lydall Brook Dam,0, ,0, ,0, ,0.27658799,12048.1777954102,469.52717698461
6939,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1024,Lydall Brook,945,Foulds Pond,0, ,0, ,0, ,0.471657,20545.4020996094,768.822383878871
6940,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1024,Lydall Brook,1736,Lydall Street Reservoir No 2,0, ,0, ,0, ,3.27069997,142471.809692383,1471.98400228765
6941,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1625,Lily Pond,0, ,0, ,0, ,11.43039989,497910.680480957,2930.61740643958
6942,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1724,Tanner Brook,667,Cunneek Pond,0, ,0, ,0, ,0.138502,6033.12091064453,294.916723491375
6943,Water,Water,1,Inland Polygons,2,Named Waterbody,5,566,Fall Brook,0, ,0, ,0, ,0, ,1.80364,78566.6906738281,1990.72281252301
6944,Water,Water,1,Inland Polygons,2,Named Waterbody,3,997,Little River,0, ,0, ,0, ,0, ,0.96787601,42160.5429077148,1486.15048196517
6945,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2481,Royko Pond,0, ,0, ,0, ,0.226022,9845.5224609375,363.885050953938
6946,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1499,Lake Erie,0, ,0, ,0, ,1.96519005,85603.7440185547,1148.51344234473
6947,Water,Water,1,Inland Polygons,2,Named Waterbody,3,154,Blackwell Brook,0, ,0, ,0, ,0, ,0.88372999,38495.2665405273,845.820749774276
6948,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1724,Tanner Brook,0, ,0, ,0, ,0, ,0.65877902,28696.3806152344,643.820861459921
6949,Water,Water,1,Inland Polygons,2,Named Waterbody,3,796,Hockanum River,0, ,0, ,0, ,0, ,20.28059959,883420.503845215,31218.3537561629
6950,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1591,Skungamaug River,0, ,0, ,0, ,0, ,16.48559951,718115.210388184,29497.0010719467
6951,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2303,Poucell Pond,0, ,0, ,0, ,1.62353003,70720.8665771484,1194.23092925816
6952,Water,Water,1,Inland Polygons,2,Named Waterbody,5,325,Chidsey Brook,0, ,0, ,0, ,0, ,0.0408447,1779.19677734375,175.373807561842
6953,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2057,Nova Pond,0, ,0, ,0, ,3.54456996,154401.141967773,1851.14964540445
6954,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,966,Frost Pond,0, ,0, ,0, ,0.95197701,41468.0924682617,766.813049672849
6955,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1412,Rainville Brook,0, ,0, ,0, ,0, ,0.89534801,39001.3417358398,801.165233806442
6956,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,268,Bolton Notch Pond,0, ,0, ,0, ,21.24760055,925546.703063965,5763.90276291194
6957,Water,Water,1,Inland Polygons,2,Named Waterbody,5,202,Brigham Tavern Brook,1085,Greens S Pond,0, ,0, ,0, ,0.423592,18451.6849975586,523.495301233691
6958,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2237,Pielola Pond,0, ,0, ,0, ,0.421449,18358.3341064453,513.384943315908
6959,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3429,Welles Pond,0, ,0, ,0, ,0.74772602,32570.9440917969,808.502705533644
6960,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1162,Hartford Country Club Pond,0, ,0, ,0, ,2.03718996,88739.9236450195,1875.65377118984
6961,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1460,Kissh Pond,0, ,0, ,0, ,0.59074997,25733.1284790039,652.232084831388
6962,Water,Water,1,Inland Polygons,2,Named Waterbody,5,325,Chidsey Brook,1563,Lamonica Pond,0, ,0, ,0, ,0.35103601,15291.1016845703,623.697601467859
6963,Water,Water,1,Inland Polygons,2,Named Waterbody,5,31,Atwoodville Brook,0, ,0, ,0, ,0, ,1.4009,61023.3970947266,926.345372274163
6964,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1682,Stony Brook,0, ,0, ,0, ,0, ,0.65742999,28637.6566772461,641.330697020504
6965,Water,Water,1,Inland Polygons,2,Named Waterbody,5,764,Hawley Brook,2996,Unionville Reservoir,0, ,0, ,0, ,1.69879996,73999.3787231445,1140.46532268204
6966,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1939,Wilson Brook,0, ,0, ,0, ,0, ,0.91856998,40012.9904174805,835.054907075565
6967,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3076,Spruce Dam,0, ,0, ,0, ,0.329066,14334.1403198242,472.56418086084
6968,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3511,Wilcox Pond,0, ,0, ,0, ,1.10562002,48160.9541625977,1033.69595235476
6969,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,439,Case Pond,0, ,0, ,0, ,1.00951004,43974.3606567383,854.260779691438
6970,Water,Water,1,Inland Polygons,2,Named Waterbody,5,31,Atwoodville Brook,0, ,0, ,0, ,0, ,0.14583499,6352.57220458984,351.053578327315
6971,Water,Water,1,Inland Polygons,2,Named Waterbody,5,401,Creamery Brook,638,Creamery Pond,0, ,0, ,0, ,0.28904101,12590.608215332,471.637186422597
6972,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1876,West Branch Shepaug River,1183,Hawkins Pond,0, ,0, ,0, ,2.4360001,106112.294067383,1576.78704545835
6973,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1506,Lake Harwinton,0, ,0, ,0, ,41.59730148,1811978.86816406,9940.663560305
6974,Water,Water,1,Inland Polygons,2,Named Waterbody,5,764,Hawley Brook,1320,Hutchins Pond,0, ,0, ,0, ,0.92077797,40109.0446166992,967.059806995542
6975,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2743,Steinman Pond,0, ,0, ,0, ,0.19685499,8574.96600341797,416.365155627484
6976,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2769,Stony Batter Pond,0, ,0, ,0, ,7.83300018,341205.70501709,2915.12596827376
6977,Water,Water,1,Inland Polygons,2,Named Waterbody,5,325,Chidsey Brook,0, ,0, ,0, ,0, ,0.04989539,2173.45385742188,212.688448777884
6978,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1102,Millard Brook,0, ,0, ,0, ,0, ,0.229157,9982.1015625,409.546269790707
6979,Water,Water,1,Inland Polygons,2,Named Waterbody,5,325,Chidsey Brook,0, ,0, ,0, ,0, ,0.0266443,1160.62292480469,128.66389149295
6980,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,82,Avon Old Farms Pond,0, ,0, ,0, ,0.31754499,13832.2379150391,464.510223210482
6981,Water,Water,1,Inland Polygons,2,Named Waterbody,3,154,Blackwell Brook,130,Basset Pond,0, ,0, ,0, ,0.307558,13397.2540283203,595.885564211775
6982,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,3387,Wangumbaug Lake,0, ,0, ,0, ,374.44900512,16310992.3834839,28779.9663688487
6983,Water,Water,1,Inland Polygons,2,Named Waterbody,3,961,Leadmine Brook,0, ,0, ,0, ,0, ,3.86704993,168448.988769531,1658.20135848379
6984,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1363,Pond Mountain Brook,0, ,0, ,0, ,0, ,2.27029991,98894.1712036133,1291.64606238216
6985,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,0, ,0, ,0, ,0, ,0.24078199,10488.4553222656,584.063726725552
6986,Water,Water,1,Inland Polygons,2,Named Waterbody,5,713,Gunn Brook,3075,Gunn Dam,0, ,0, ,0, ,0.113268,4934.01171875,320.020778279096
6987,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1309,Hunters Pond,0, ,0, ,0, ,0.61073601,26603.6154785156,763.470808839394
6988,Water,Water,1,Inland Polygons,2,Named Waterbody,3,796,Hockanum River,0, ,0, ,0, ,0, ,120.42700195,5245814.7635498,67230.023171272
6989,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1402,Quinebaug Brook,2343,Quinebaug Pond,0, ,0, ,0, ,71.06159973,3095442.04956055,9989.71658576938
6990,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1465,Rock Brook,0, ,0, ,0, ,0, ,1.82657003,79565.7165527344,4281.63975278781
6991,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3092,McLane Dam,0, ,0, ,0, ,0.55072301,23989.4299926758,824.622867587172
6992,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1176,Murphy Brook,0, ,0, ,0, ,0, ,0.98352897,42842.4747924805,762.617293411808
6993,Water,Water,1,Inland Polygons,2,Named Waterbody,5,130,Bigelow Brook,1243,Hilliards Pond,0, ,0, ,0, ,8.84737014,385391.481872559,4123.10800211148
6994,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2207,Penn Pond,0, ,0, ,0, ,0.364827,15891.8971557617,632.926425809535
6995,Water,Water,1,Inland Polygons,2,Named Waterbody,5,713,Gunn Brook,1632,Lincoln Pond,0, ,0, ,0, ,0.230333,10033.2787475586,570.150836592986
6996,Water,Water,1,Inland Polygons,2,Named Waterbody,4,238,Bunnell Brook,3090,Broho Pool & Bridge Dam,0, ,0, ,0, ,0.0818302,3564.51947021484,223.348674469561
6997,Water,Water,1,Inland Polygons,2,Named Waterbody,4,238,Bunnell Brook,975,Gage Pond,0, ,0, ,0, ,0.0475796,2072.56793212891,172.675512729833
6998,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1342,Pitch Brook,0, ,0, ,0, ,0, ,0.32990199,14370.5213623047,449.56687097629
6999,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1532,Schoolhouse Brook,209,Bicentennial Pond,0, ,0, ,0, ,6.05227994,263637.309692383,2832.91207389097
7000,Water,Water,1,Inland Polygons,2,Named Waterbody,3,814,Hop River,3098,Tri Pipe Dam,0, ,0, ,0, ,0.35644599,15526.8100585938,513.909428565457
7001,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,809,Eaton Pond,0, ,0, ,0, ,0.66279399,28871.3158569336,697.667982414436
7002,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1386,Jordan Pond,0, ,0, ,0, ,8.85883045,385890.581054688,2501.37893939738
7003,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,909,Fish & Game Pond,0, ,0, ,0, ,0.28387698,12365.6650390625,449.956061964939
7004,Water,Water,1,Inland Polygons,2,Named Waterbody,5,401,Creamery Brook,0, ,0, ,0, ,0, ,0.12804199,5577.51110839844,294.172386679171
7005,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,786,Dunning Pond,0, ,0, ,0, ,0.52401101,22825.944519043,578.688673592223
7006,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1181,Natchaug River,1763,Mansfield Hollow Dam,0, ,0, ,0, ,429.49301147,18708722.7073364,57848.0286879682
7007,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1922,Wilcox Brook,864,Eversons Pond,0, ,0, ,0, ,0.247444,10778.6444702148,398.795644683559
7008,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2786,Streton Pond,0, ,0, ,0, ,1.09375,47643.9001464844,891.568527292422
7009,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1213,North Branch Bunnell Brook,0, ,0, ,0, ,0, ,1.45471,63367.3693847656,1194.03302273158
7010,Water,Water,1,Inland Polygons,2,Named Waterbody,4,241,Burlington Brook,0, ,0, ,0, ,0, ,0.0647317,2819.70135498047,246.24626129427
7011,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1077,Merrick Brook,0, ,0, ,0, ,0, ,0.23237299,10122.1873779297,385.4988035242
7012,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,184,Bellosquardo Pond,0, ,0, ,0, ,0.95890802,41770.1502075195,1260.69781583113
7013,Water,Water,1,Inland Polygons,2,Named Waterbody,5,401,Creamery Brook,0, ,0, ,0, ,0, ,2.50125002,108954.338439941,2007.50271746271
7014,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1372,Johnson Pond,0, ,0, ,0, ,1.25652003,54733.9528808594,1025.97187777115
7015,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2117,Orchard Road Pond,0, ,0, ,0, ,0.677257,29501.260559082,721.772763780925
7016,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1077,Merrick Brook,0, ,0, ,0, ,0, ,0.132073,5753.09405517578,327.622809802532
7017,Water,Water,1,Inland Polygons,2,Named Waterbody,3,796,Hockanum River,1586,Laurel Lake,0, ,0, ,0, ,86.94909667,3787500.33721924,18662.1696380756
7018,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2294,Porter Reservoir,0, ,0, ,0, ,6.50833988,283503.426391602,3123.34889371339
7019,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1302,Hubner Pond,0, ,0, ,0, ,3.54408001,154380.264892578,1765.60391092635
7020,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,1212,Henrys Pond No 2,0, ,0, ,0, ,3.95080995,172097.275512695,2158.89034898527
7021,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,37,Andretta Ice Pond,0, ,0, ,0, ,0.24764099,10787.2653198242,392.752725971398
7022,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,833,Elizabeth Park Pond,0, ,0, ,0, ,2.21842002,96634.2895507813,1947.74836753627
7023,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3505,Wickham Reservoir,0, ,0, ,0, ,0.38280999,16675.2442016602,517.553830750719
7024,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1922,Wilcox Brook,0, ,0, ,0, ,0, ,0.11862099,5167.14703369141,287.269383613844
7025,Water,Water,1,Inland Polygons,2,Named Waterbody,5,130,Bigelow Brook,477,Center Spring Park Pond,0, ,0, ,0, ,5.87050008,255718.814941406,2192.60992912446
7026,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3505,Wickham Reservoir,0, ,0, ,0, ,0.22958199,10000.6128540039,406.321480860836
7027,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2713,Spring Road Pond,0, ,0, ,0, ,0.68677502,29915.8839111328,628.103382419306
7028,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1373,Johnson Pond,0, ,0, ,0, ,0.42091399,18335.0332641602,607.244763919886
7029,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1465,Rock Brook,0, ,0, ,0, ,0, ,0.340265,14821.9515991211,626.115408444853
7030,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,288,Bradley Pond,0, ,0, ,0, ,0.71609002,31192.8724365234,773.030087395404
7031,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1389,Joyce Wilson Pond,0, ,0, ,0, ,0.248829,10838.920715332,420.604110109901
7032,Water,Water,1,Inland Polygons,2,Named Waterbody,5,867,Jack Brook,0, ,0, ,0, ,0, ,0.16074599,7002.15191650391,331.466876863029
7033,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,485,Chapin Pond,0, ,0, ,0, ,7.17667007,312615.818481445,3961.58577655492
7034,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2219,Perrys Pond,0, ,0, ,0, ,2.28442001,99509.4296264648,1372.74077453626
7035,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1213,North Branch Bunnell Brook,1249,Hinman Pond,0, ,0, ,0, ,3.45754003,150610.631103516,1615.09840821078
7036,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1118,Mitterholtzer Brook,0, ,0, ,0, ,0, ,0.14806899,6449.86413574219,302.407804382609
7037,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,0, ,0, ,0, ,0, ,0.385113,16775.5858764648,573.174489723787
7038,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,177,Belden Road Pond,0, ,0, ,0, ,0.13141199,5724.27868652344,293.757061750494
7039,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.07895439,3439.26397705078,249.674854226928
7040,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1328,Iffland Pond,0, ,0, ,0, ,2.73868989,119297.32598877,1593.77983478633
7041,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.0667904,2909.38854980469,204.26821601485
7042,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,3091,Paparrazzo Dam,0, ,0, ,0, ,8.04545974,350460.228149414,3644.91471933992
7043,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,3444,West Hartford Reservoir No 2,0, ,0, ,0, ,41.36700057,1801946.96038818,9176.67187871207
7044,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.11244799,4898.27423095703,288.358156141444
7045,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,81,Avon Construction Pond,0, ,0, ,0, ,1.27680003,55617.2744140625,1237.92224564584
7046,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.0813044,3541.60327148438,234.090142080224
7047,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.0745742,3248.47064208984,247.680096931557
7048,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1786,Trout Brook,3095,Scarletts Mill Dam,0, ,0, ,0, ,1.53849995,67017.0787353516,1384.62588378655
7049,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.0703829,3065.86895751953,216.335666677301
7050,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2330,Punch Brook Pond,0, ,0, ,0, ,2.6329801,114692.543273926,1809.56048795261
7051,Water,Water,1,Inland Polygons,2,Named Waterbody,5,281,Catlin Brook,0, ,0, ,0, ,0, ,0.07928059,3453.45129394531,241.19863151505
7052,Water,Water,1,Inland Polygons,2,Named Waterbody,5,184,Bradley Brook,0, ,0, ,0, ,0, ,0.0711195,3097.98236083984,247.168935984436
7053,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1465,Rock Brook,0, ,0, ,0, ,0, ,1.00319004,43698.8936157227,3795.59592627267
7054,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1876,West Branch Shepaug River,404,Cairns Reservoir,0, ,0, ,0, ,334.64099121,14576968.1187744,34716.2591841875
7055,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1374,Porter Brook,1296,Howard Reservoir,0, ,0, ,0, ,18.94720077,825341.514587402,3831.1963001295
7056,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1745,Thompson Brook,163,Beaverdam Pond,0, ,0, ,0, ,2.52293992,109899.190917969,2336.87442517072
7057,Water,Water,1,Inland Polygons,2,Named Waterbody,5,281,Catlin Brook,0, ,0, ,0, ,0, ,0.10155399,4423.69030761719,273.260814677036
7058,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1363,Pond Mountain Brook,248,Blatz Pond,0, ,0, ,0, ,1.57765996,68723.0658569336,1480.69020008224
7059,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1400,Quandock Brook,3552,Wollows Pond,0, ,0, ,0, ,5.85648012,255108.383850098,3274.17091333174
7060,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1745,Thompson Brook,883,Farms Road Pond,0, ,0, ,0, ,0.994385,43315.4614868164,1212.42815545493
7061,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1374,Porter Brook,0, ,0, ,0, ,0, ,0.65545201,28551.4756469727,666.393441147166
7062,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1518,Sawmill Brook,0, ,0, ,0, ,0, ,0.216983,9451.78979492188,369.882532817402
7063,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1745,Thompson Brook,0, ,0, ,0, ,0, ,0.50956499,22196.6303100586,747.773129359221
7064,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,812,Echo Lake,0, ,0, ,0, ,23.06870079,1004871.48095703,8458.06021768465
7065,Water,Water,1,Inland Polygons,2,Named Waterbody,5,260,Buttonball Brook,0, ,0, ,0, ,0, ,1.59025001,69271.2531738281,1017.13926068254
7066,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1604,Snake Meadow Brook,2673,Snake Meadow Pond,0, ,0, ,0, ,12.8057003,557816.272155762,5808.69275073524
7067,Water,Water,1,Inland Polygons,2,Named Waterbody,5,401,Creamery Brook,0, ,0, ,0, ,0, ,0.29013299,12638.1481323242,442.355360620894
7068,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1261,Hogan Brothers Pond,0, ,0, ,0, ,3.09066009,134628.970092773,1804.85552111232
7069,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1591,Skungamaug River,0, ,0, ,0, ,0, ,10.14150047,441764.984741211,20417.7391034503
7070,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1401,Quanduck Brook,0, ,0, ,0, ,0, ,0.33005699,14377.2351074219,625.559456580057
7071,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1401,Quanduck Brook,0, ,0, ,0, ,0, ,0.23965899,10439.5598144531,396.592954116881
7072,Water,Water,1,Inland Polygons,2,Named Waterbody,5,302,Chapin Brook,0, ,0, ,0, ,0, ,0.50160098,21849.7731323242,740.747446673775
7073,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1090,Mill Brook,0, ,0, ,0, ,0, ,0.10577999,4607.78863525391,252.708269322083
7074,Water,Water,1,Inland Polygons,2,Named Waterbody,4,290,Cedar Swamp Brook,3113,Lower Dam,0, ,0, ,0, ,0.40770098,17759.5727539063,644.630655067728
7075,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2522,Sawmill Hill Road Pond No 1,0, ,0, ,0, ,0.27075698,11794.1489257813,407.018744365002
7076,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1737,Tennant Brook,0, ,0, ,0, ,0, ,0.43802699,19080.4281005859,585.54870645583
7077,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1318,Pickett Brook,0, ,0, ,0, ,0, ,0.07385619,3217.13983154297,269.959080380827
7078,Water,Water,1,Inland Polygons,2,Named Waterbody,4,518,East Branch Shepaug River,0, ,0, ,0, ,0, ,0.314451,13697.5188598633,496.796304920243
7079,Water,Water,1,Inland Polygons,2,Named Waterbody,4,518,East Branch Shepaug River,0, ,0, ,0, ,0, ,15.45020008,673010.295349121,34962.1078780833
7080,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1400,Quandock Brook,0, ,0, ,0, ,0, ,0.87554901,38138.9449462891,1045.81784245157
7081,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1609,South Branch Bunnell Brook,0, ,0, ,0, ,0, ,0.177559,7734.42401123047,324.383669246517
7082,Water,Water,1,Inland Polygons,2,Named Waterbody,5,260,Buttonball Brook,452,Cavanaughs Pond,0, ,0, ,0, ,5.56133985,242251.666687012,2393.55495526924
7083,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1101,Gritman Pond,0, ,0, ,0, ,40.03559875,1743949.21026611,9114.91321529684
7084,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2407,Richards Pond,0, ,0, ,0, ,3.51166009,152967.718933105,1804.25120371871
7085,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1400,Quandock Brook,0, ,0, ,0, ,0, ,3.12381005,136072.981994629,2578.76256852929
7086,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1013,Gilmartin Pond,0, ,0, ,0, ,1.80273997,78527.4914550781,1201.51191171759
7087,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1394,Punch Brook,2357,Ratlum Mountain Fish & Game Club Pond,0, ,0, ,0, ,0.874493,38092.852355957,931.597334729723
7088,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1374,Porter Brook,0, ,0, ,0, ,0, ,2.24025988,97585.5549926758,1552.53820893466
7089,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1453,Roaring Brook,2070,O'Larrys Ice Pond No 1,0, ,0, ,0, ,0.82578301,35971.0964355469,912.785924196552
7090,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1417,Kelly Pond,0, ,0, ,0, ,6.35455989,276804.78918457,2871.39968417137
7091,Water,Water,1,Inland Polygons,2,Named Waterbody,4,290,Cedar Swamp Brook,0, ,0, ,0, ,0, ,0.47101199,20517.2897949219,678.673401721683
7092,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,251,Blonde Pond,0, ,0, ,0, ,0.241611,10524.630065918,413.817141223384
7093,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3553,Wolzles Pond,0, ,0, ,0, ,3.42802,149324.689025879,2243.97591709173
7094,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1465,Rock Brook,0, ,0, ,0, ,0, ,11.84109973,515798.314819336,33969.2952103872
7095,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1090,Mill Brook,0, ,0, ,0, ,0, ,0.15851399,6904.88940429688,332.294780550269
7096,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,376,Bull Pond,0, ,0, ,0, ,17.84849929,777482.401062012,8879.54557852744
7097,Water,Water,1,Inland Polygons,2,Named Waterbody,4,137,Birch Mountain Brook,441,Case Pond,0, ,0, ,0, ,6.00571012,261608.537536621,3974.83251625644
7098,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,968,Fuller Pond,0, ,0, ,0, ,38.06660079,1658182.87902832,5627.96630707311
7099,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,74,Atwood Lakes,0, ,0, ,0, ,1.93509995,84293.0963134766,1299.00002761264
7100,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1090,Mill Brook,2458,Roman Pond,0, ,0, ,0, ,2.22732996,97022.4790649414,1457.34816491606
7101,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1077,Merrick Brook,0, ,0, ,0, ,0, ,7.61977005,331917.193359375,2423.08701597715
7102,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,3446,West Hartford Reservoir No 5,0, ,0, ,0, ,22.86809921,996133.95892334,8306.61438152019
7103,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1604,Snake Meadow Brook,45,Aqua Pond,0, ,0, ,0, ,2.96627998,129211.31036377,1928.69531524283
