OBJECTID,AV_LEGEND,IMS_LEGEND,COASTP_COD,COAST_POLY,NAMEDP_COD,NAMED_POLY,SCALELEVEL,STREAM_NO,STREAM,LAKE_NO,LAKE,BAY_NO,BAY,HARBOR_NO,HARBOR,SOUND_NO,SOUND,ACREAGE,Shape__Area,Shape__Length
8276,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,618,Country Club Road Pond,0, ,0, ,0, ,0.06264969,2729.01745605469,213.582170062158
8277,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1970,Yantic River,3590,Yantic Pond,0, ,0, ,0, ,4.27237987,186104.945617676,5626.18917691538
8278,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,908,Fish & Game Lake,0, ,0, ,0, ,0.46518,20263.217590332,547.213006682783
8279,Water,Water,1,Inland Polygons,2,Named Waterbody,3,461,Deep River,0, ,0, ,0, ,0, ,0.132596,5775.91534423828,315.944534283131
8280,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1785,Mathews Pond,0, ,0, ,0, ,0.93516397,40735.6993408203,1064.85650265634
8281,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2174,Parkins Pond Lower,0, ,0, ,0, ,1.29331004,56336.5131835938,899.606570131423
8282,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1970,Yantic River,915,Fitchville Pond,0, ,0, ,0, ,58.53829956,2549929.55981445,13949.1864161748
8283,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,286,Bradley Hubbard Reservoir,0, ,0, ,0, ,35.27500152,1536579.84082031,7334.06300128949
8284,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1483,Roxbury Brook,0, ,0, ,0, ,0, ,0.08472249,3690.57965087891,316.836109259512
8285,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2175,Parkins Pond Upper,0, ,0, ,0, ,0.73496401,32015.0939331055,764.142216582508
8286,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1923,Wilcox Brook,0, ,0, ,0, ,0, ,0.0580476,2528.55914306641,193.674202662698
8287,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1736,Tenmile River,0, ,0, ,0, ,0, ,0.13455,5860.99365234375,314.655269113561
8288,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1130,Hallocks Pond,0, ,0, ,0, ,0.26820099,11682.8693847656,485.38723058826
8289,Water,Water,1,Inland Polygons,2,Named Waterbody,5,250,Burton Brook,0, ,0, ,0, ,0, ,0.08557269,3727.52221679688,234.281018461191
8290,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2665,Smith Pond,0, ,0, ,0, ,0.189426,8251.39422607422,420.985954473425
8291,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2696,Sperry Pond,0, ,0, ,0, ,10.24190044,446136.463806152,4083.63732493493
8292,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1483,Roxbury Brook,0, ,0, ,0, ,0, ,0.150074,6537.20721435547,339.888490647939
8293,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1130,Hallocks Pond,0, ,0, ,0, ,0.34164199,14881.9407958984,544.59097081218
8294,Water,Water,1,Inland Polygons,2,Named Waterbody,4,473,Dickinson Creek,0, ,0, ,0, ,0, ,1.47002005,64034.160949707,1134.91541423881
8295,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1252,Hitchcock Lake,0, ,0, ,0, ,54.41630172,2370372.45880127,7778.30242937719
8296,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1032,Mad River,0, ,0, ,0, ,0, ,0.07047849,3070.0810546875,251.914086469971
8297,Water,Water,1,Inland Polygons,2,Named Waterbody,5,791,Hitchcock Lake Brook,2870,Theriaults Ice Pond,0, ,0, ,0, ,6.66957998,290526.639953613,2653.13367760634
8298,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1004,Getzoff Pond,0, ,0, ,0, ,0.06642509,2893.46478271484,213.574756335774
8299,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1439,Ricker Brook,2410,Ricker Pond,0, ,0, ,0, ,5.14087009,223936.24432373,2730.85931169117
8300,Water,Water,1,Inland Polygons,2,Named Waterbody,3,813,Hop Brook,0, ,0, ,0, ,0, ,0.59579497,25952.7702636719,663.137374268233
8301,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,840,Elmere Reservoir,0, ,0, ,0, ,4.09658002,178447.23046875,1890.39560271099
8302,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1087,Greenwood Pond,0, ,0, ,0, ,1.42902004,62247.8032836914,1151.24949577308
8303,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,75,Atwood Pond,0, ,0, ,0, ,10.14630031,441972.512451172,4532.448454628
8304,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1180,Haviland Millpond,0, ,0, ,0, ,14.38869953,626770.396484375,3620.81082876284
8305,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1289,Pearson Brook,0, ,0, ,0, ,0, ,0.170108,7409.92974853516,347.665186508798
8306,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1346,Plum Brook,0, ,0, ,0, ,0, ,2.1719501,94609.9869384766,1526.80877033429
8307,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,2368,Red Cedar Lake,0, ,0, ,0, ,132.91700744,5789880.05859375,19134.2861357526
8308,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1259,Pachaug River,1019,Glasgo Pond,0, ,0, ,0, ,23.03219985,1003282.89837646,5512.06192681958
8309,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1736,Tenmile River,0, ,0, ,0, ,0, ,0.49410399,21523.1497192383,675.018934830864
8310,Water,Water,1,Inland Polygons,2,Named Waterbody,5,839,Hunter Brook,1310,Hunters Pond,0, ,0, ,0, ,0.623591,27163.5955200195,707.014289354906
8311,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1494,Safstrom Brook,0, ,0, ,0, ,0, ,0.49561798,21589.1346435547,566.064422626975
8312,Water,Water,1,Inland Polygons,2,Named Waterbody,5,280,Cathole Brook,0, ,0, ,0, ,0, ,0.11044599,4811.05255126953,313.921576222383
8313,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1771,Markham Pond,0, ,0, ,0, ,1.07801997,46958.3020019531,859.368385425253
8314,Water,Water,1,Inland Polygons,2,Named Waterbody,5,280,Cathole Brook,0, ,0, ,0, ,0, ,0.257575,11219.9462890625,505.411371698932
8315,Water,Water,1,Inland Polygons,2,Named Waterbody,5,686,Great Hill Pond Brook,0, ,0, ,0, ,0, ,0.0690834,3009.25750732422,247.860956193913
8316,Water,Water,1,Inland Polygons,2,Named Waterbody,5,280,Cathole Brook,0, ,0, ,0, ,0, ,0.304798,13276.8866577148,642.067079648611
8317,Water,Water,1,Inland Polygons,2,Named Waterbody,3,813,Hop Brook,0, ,0, ,0, ,0, ,0.16562099,7214.43786621094,336.955031357853
8318,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1887,Miry Pond No 2,0, ,0, ,0, ,0.885724,38582.0893554688,893.431505989421
8319,Water,Water,1,Inland Polygons,2,Named Waterbody,4,326,Choate Brook,0, ,0, ,0, ,0, ,1.78498005,77753.9663085938,1637.85950708815
8320,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1892,West Swamp Brook,0, ,0, ,0, ,0, ,0.51973301,22639.55078125,629.725693444257
8321,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1886,Miry Dam Pond,0, ,0, ,0, ,12.38329982,539415.018493652,3402.70401500749
8322,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1357,Pomperaug River,0, ,0, ,0, ,0, ,7.01641988,305635.03704834,20389.011944459
8323,Water,Water,1,Inland Polygons,2,Named Waterbody,3,461,Deep River,0, ,0, ,0, ,0, ,0.43658301,19017.5907592773,543.429445538578
8324,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1108,Mine Brook,1410,Keighley Pond,0, ,0, ,0, ,0.14093999,6139.34930419922,290.654860935671
8325,Water,Water,1,Inland Polygons,2,Named Waterbody,3,461,Deep River,704,Deep River Reservoir,0, ,0, ,0, ,232.74299621,10138284.4032593,37015.2745909618
8326,Water,Water,1,Inland Polygons,2,Named Waterbody,5,163,Bobbin Mill Brook,0, ,0, ,0, ,0, ,0.357091,15554.9173583984,517.206802668194
8327,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2929,Tracys Pond,0, ,0, ,0, ,34.21419906,1490369.79852295,6719.42103381635
8328,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1078,Green Pond,0, ,0, ,0, ,33.02420043,1438533.4977417,6004.11869746131
8329,Water,Water,1,Inland Polygons,2,Named Waterbody,5,123,Bentley Brook,0, ,0, ,0, ,0, ,1.08113002,47094.016784668,1321.72003174385
8330,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,449,Cat Swamp Pond,0, ,0, ,0, ,28.57209968,1244600.48370361,5760.63295097402
8331,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,3582,Wrights Pond,0, ,0, ,0, ,10.32670021,449832.695068359,3682.99523688868
8332,Water,Water,1,Inland Polygons,2,Named Waterbody,5,763,Hawkins Brook,0, ,0, ,0, ,0, ,0.61978197,26997.7181396484,672.104592741597
8333,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1980,New Dam Pond,0, ,0, ,0, ,0.380975,16595.3045654297,500.534702327848
8334,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1032,Mad River,469,Cemetery Pond,0, ,0, ,0, ,5.96089982,259657.750915527,4680.1087401066
8335,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1736,Tenmile River,0, ,0, ,0, ,0, ,0.18789899,8184.83563232422,341.749529948196
8336,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1711,Sumner Brook,0, ,0, ,0, ,0, ,0.157376,6855.33197021484,340.542524484896
8337,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1736,Tenmile River,0, ,0, ,0, ,0, ,0.10656499,4641.96655273438,273.307964145581
8338,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1540,Second Hill Brook,2538,Schaufflers Pond,0, ,0, ,0, ,0.52103102,22696.1040039063,592.851489073133
8339,Water,Water,1,Inland Polygons,2,Named Waterbody,3,461,Deep River,0, ,0, ,0, ,0, ,1.05060994,45764.6414794922,891.31233517214
8340,Water,Water,1,Inland Polygons,2,Named Waterbody,2,652,Glen Brook,0, ,0, ,0, ,0, ,0.108785,4738.68591308594,280.160525161841
8341,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1361,Jennings Pond,0, ,0, ,0, ,1.14813005,50012.5535888672,984.252384485758
8342,Water,Water,1,Inland Polygons,2,Named Waterbody,3,348,Coginchaug River,2733,Starr Millpond,0, ,0, ,0, ,9.66576957,421040.743530273,3259.86989754245
8343,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1671,Lodi Pond,0, ,0, ,0, ,1.83633005,79990.356262207,1196.54890629898
8344,Water,Water,1,Inland Polygons,2,Named Waterbody,2,652,Glen Brook,0, ,0, ,0, ,0, ,0.07773309,3386.00134277344,230.94845860719
8345,Water,Water,1,Inland Polygons,2,Named Waterbody,5,33,Austin Brook,0, ,0, ,0, ,0, ,0.106269,4629.06781005859,252.192289834258
8346,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,305,Bretton Road Pond,0, ,0, ,0, ,0.22560299,9827.25866699219,400.23889991558
8347,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1673,Still River,0, ,0, ,0, ,0, ,107.45700073,4680830.75439453,204505.847296938
8348,Water,Water,1,Inland Polygons,2,Named Waterbody,4,742,Harbor Brook,99,Baldwins Pond,0, ,0, ,0, ,5.43712997,236841.227355957,2262.79622230543
8349,Water,Water,1,Inland Polygons,2,Named Waterbody,4,868,Jacks Brook,0, ,0, ,0, ,0, ,1.32061994,57526.3579711914,1639.59719262716
8350,Water,Water,1,Inland Polygons,2,Named Waterbody,5,414,Crow Hollow Brook,1301,Hubgard Park Pond,0, ,0, ,0, ,0.0864612,3766.23895263672,240.494272522512
8351,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,350,Browning Pond,0, ,0, ,0, ,0.57982498,25257.1878662109,812.508646155274
8352,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1533,Lake Quassapaug,118,Tylers Cove,0, ,0, ,44.04750061,1918709.05737305,10019.2137125869
8353,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2203,Peg Mill Pond,0, ,0, ,0, ,3.48591995,151846.385009766,2118.59772267693
8354,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1010,Long Hill Brook,2151,Pameacha Pond,0, ,0, ,0, ,16.67490005,726357.075195313,5369.60805596644
8355,Water,Water,1,Inland Polygons,2,Named Waterbody,5,334,Clapboard Oak Brook,0, ,0, ,0, ,0, ,0.140217,6107.84820556641,319.195537700609
8356,Water,Water,1,Inland Polygons,2,Named Waterbody,5,811,Hop Brook,3593,Young Pond,0, ,0, ,0, ,0.23878699,10401.5980224609,478.411787833692
8357,Water,Water,1,Inland Polygons,2,Named Waterbody,4,742,Harbor Brook,0, ,0, ,0, ,0, ,0.15986,6963.48797607422,353.618774909267
8358,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1494,Safstrom Brook,3378,Wallins Pond,0, ,0, ,0, ,11.61849975,506102.490112305,3701.01953593257
8359,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1070,McMahon Brook,1435,Kenwood Lake,0, ,0, ,0, ,3.01914,131513.870666504,1754.50544012168
8360,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1711,Sumner Brook,2492,Russells Pond,0, ,0, ,0, ,0.72136098,31422.440246582,955.906075798167
8361,Water,Water,1,Inland Polygons,2,Named Waterbody,4,326,Choate Brook,85,Ayer Pond,0, ,0, ,0, ,5.93892002,258699.148498535,2788.83200670215
8362,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2392,Res No 3,0, ,0, ,0, ,5.9224801,257982.977233887,2373.28811131851
8363,Water,Water,1,Inland Polygons,2,Named Waterbody,5,811,Hop Brook,0, ,0, ,0, ,0, ,0.135287,5893.12420654297,294.057926380738
8364,Water,Water,1,Inland Polygons,2,Named Waterbody,5,420,Cuff Brook,1580,Larsens Pond,0, ,0, ,0, ,4.08143997,177787.586547852,1713.70955333642
8365,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1399,Quaker Brook,0, ,0, ,0, ,0, ,1.06208002,46264.0179443359,977.364003798306
8366,Water,Water,1,Inland Polygons,2,Named Waterbody,3,813,Hop Brook,2,Abbotts Pond,0, ,0, ,0, ,1.08138,47104.7637939453,1116.36041381644
8367,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1521,Lake Mauweehoo,0, ,0, ,0, ,28.62319946,1246825.37084961,5187.68063546926
8368,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1670,Lodge Pond,0, ,0, ,0, ,0.45188701,19684.285949707,636.570392177068
8369,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1399,Quaker Brook,484,Chapel Pond,0, ,0, ,0, ,0.48422399,21092.7517700195,599.969907725176
8370,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1654,Standish Brook,2246,Pine Meadow Park Pond,0, ,0, ,0, ,18.57830047,809271.25769043,4663.53280780348
8371,Water,Water,1,Inland Polygons,2,Named Waterbody,1,823,Housatonic River,1514,Lake Lillinonah,0, ,0, ,0, ,1296.47998046,56474858.8862305,138749.466871416
8372,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2396,Res No 4,0, ,0, ,0, ,12.93389987,563401.280395508,3534.38136124322
8373,Water,Water,1,Inland Polygons,2,Named Waterbody,3,636,Gardner Brook,46,Ariewitzs Pond,0, ,0, ,0, ,0.279255,12164.3291015625,430.52536931508
8374,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1711,Sumner Brook,2482,Rubber Mill Pond,0, ,0, ,0, ,5.65997982,246548.804199219,5423.18907217102
8375,Water,Water,1,Inland Polygons,2,Named Waterbody,3,813,Hop Brook,0, ,0, ,0, ,0, ,0.27125599,11815.9437866211,427.683408695315
8376,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1494,Safstrom Brook,0, ,0, ,0, ,0, ,0.744493,32430.0977172852,764.181816671979
8377,Water,Water,1,Inland Polygons,2,Named Waterbody,3,636,Gardner Brook,0, ,0, ,0, ,0, ,0.28611201,12463.079284668,471.054650529195
8378,Water,Water,1,Inland Polygons,2,Named Waterbody,5,414,Crow Hollow Brook,0, ,0, ,0, ,0, ,0.02280049,993.188903808594,126.68074091975
8379,Water,Water,1,Inland Polygons,2,Named Waterbody,2,652,Glen Brook,2719,Squantz Pond,0, ,0, ,0, ,266.80599975,11622071.4532471,28210.3441742733
8380,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1533,Lake Quassapaug,8,Big Cove,0, ,0, ,24.01939964,1046283.0670166,8160.91372165349
8381,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1032,Mad River,0, ,0, ,0, ,0, ,2.37943005,103648.140808105,5170.16244407814
8382,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1656,Stearrie Kinnie Brook,0, ,0, ,0, ,0, ,0.0828585,3609.31097412109,262.718513816041
8383,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3209,Spaulding Pond Site No 2 Dam,0, ,0, ,0, ,1.84109997,80198.3031616211,1255.61542438667
8384,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,524,City Mills Ponds,0, ,0, ,0, ,3.41939997,148949.21081543,1997.88847440173
8385,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1433,Reservoir Brook,2384,Res No 1,0, ,0, ,0, ,0.98718202,43001.7000732422,830.397705129252
8386,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1357,Pomperaug River,0, ,0, ,0, ,0, ,2.20110011,95879.7476196289,5446.578068331
8387,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1032,Mad River,0, ,0, ,0, ,0, ,2.58705997,112692.516235352,1409.48598099135
8388,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1970,Yantic River,2053,Norwich Falls Pond,0, ,0, ,0, ,14.69419956,640077.815917969,8796.26538341846
8389,Water,Water,1,Inland Polygons,2,Named Waterbody,5,420,Cuff Brook,0, ,0, ,0, ,0, ,0.24078099,10488.4553222656,400.374536577494
8390,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,664,Cuff Brook Pond,0, ,0, ,0, ,0.95468002,41585.8155517578,769.863813737862
8391,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1596,Sled Haul Brook,0, ,0, ,0, ,0, ,0.11411099,4970.705078125,308.222204745159
8392,Water,Water,1,Inland Polygons,2,Named Waterbody,3,694,Green Fall River,1075,Green Fall Pond,0, ,0, ,0, ,46.14530181,2010089.98657227,10451.5821058157
8393,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1399,Quaker Brook,2892,Timber Lake,0, ,0, ,0, ,12.68739986,552663.546569824,3159.18805856209
8394,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1032,Mad River,2552,Scovill Pond,0, ,0, ,0, ,7.01466989,305559.463012695,2950.09486333719
8395,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1533,Lake Quassapaug,0, ,0, ,0, ,228.82499694,9967607.54241943,17912.7234144204
8396,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1225,Higby Road Pond,0, ,0, ,0, ,0.61372298,26733.7686157227,748.907779284321
8397,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2266,Platts Pond,0, ,0, ,0, ,8.95452976,390059.774841309,2914.21956856469
8398,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2399,Res No 5,0, ,0, ,0, ,14.03649997,611427.742675781,4788.70972516851
8399,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1931,Mount Higby Reservoir,0, ,0, ,0, ,45.44900131,1979757.02862549,6278.15459181145
8400,Water,Water,1,Inland Polygons,2,Named Waterbody,5,414,Crow Hollow Brook,561,Coes Pond,0, ,0, ,0, ,0.36890199,16069.3428955078,581.29950729078
8401,Water,Water,1,Inland Polygons,2,Named Waterbody,5,654,Goat Brook,0, ,0, ,0, ,0, ,0.15133599,6592.17126464844,334.117800101244
8402,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2388,Res No 2,0, ,0, ,0, ,13.5895996,591962.539672852,4862.47749917549
8403,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2801,Sullivans Pond,0, ,0, ,0, ,0.32896199,14329.6249389648,567.06774518711
8404,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1010,Long Hill Brook,1666,Lock Shop Pond,0, ,0, ,0, ,0.84628397,36864.1348876953,1262.88154034158
8405,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1774,Marsh Pond,0, ,0, ,0, ,0.106902,4656.66094970703,264.288817262166
8406,Water,Water,1,Inland Polygons,2,Named Waterbody,5,991,Little Jacks Brook,0, ,0, ,0, ,0, ,0.64264702,27993.7328491211,730.89198401137
8407,Water,Water,1,Inland Polygons,2,Named Waterbody,5,654,Goat Brook,894,Fenn Pond,0, ,0, ,0, ,1.94542002,84742.6702880859,1487.03016383348
8408,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1221,North Branch Spoon Shop Brook,0, ,0, ,0, ,0, ,0.48802798,21258.4876098633,611.451299170503
8409,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,135,Bates Pond,0, ,0, ,0, ,3.2555201,141810.501098633,1547.99346492934
8410,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1357,Pomperaug River,0, ,0, ,0, ,0, ,6.44470977,280731.66809082,11869.4329023578
8411,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1104,Miller Brook,1608,Lewis Pond,0, ,0, ,0, ,1.37413001,59856.9817504883,987.072586142595
8412,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,770,Dubinski Pond,0, ,0, ,0, ,0.373158,16254.7508544922,483.884921256146
8413,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1104,Miller Brook,0, ,0, ,0, ,0, ,0.12894199,5616.74798583984,341.847194186325
8414,Water,Water,1,Inland Polygons,2,Named Waterbody,4,781,Hesseky Brook,1216,Hesseky Meadow Pond,0, ,0, ,0, ,34.14030075,1487151.8192749,8021.98094767782
8415,Water,Water,1,Inland Polygons,2,Named Waterbody,3,813,Hop Brook,2377,Regan Pond,0, ,0, ,0, ,0.78378498,34141.7332763672,1169.67743205024
8416,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1970,Yantic River,0, ,0, ,0, ,0, ,30.19610023,1315343.81030273,19863.6886479774
8417,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,657,Crystal Lake,0, ,0, ,0, ,0.04594609,2001.39813232422,182.739045613474
8418,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2783,Straw Pond,0, ,0, ,0, ,1.70030999,74065.6094360352,1144.79101253248
8419,Water,Water,1,Inland Polygons,2,Named Waterbody,5,658,Goldmine Brook,0, ,0, ,0, ,0, ,0.234338,10207.7445068359,482.593276771153
8420,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1377,Johnsons Pond,0, ,0, ,0, ,2.92402005,127370.108764648,1562.77994970603
8421,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1736,Tenmile River,1926,Moss Farms Pond,0, ,0, ,0, ,7.02769994,306126.280639648,2878.00740373729
8422,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1494,Safstrom Brook,0, ,0, ,0, ,0, ,0.55740398,24280.4721069336,708.19645634739
8423,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1014,Long Swamp Brook,0, ,0, ,0, ,0, ,0.0548652,2389.93475341797,241.520966991255
8424,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,460,Cedar Street Pond,0, ,0, ,0, ,0.0827865,3606.19110107422,221.973903104152
8425,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1479,Round Hill Brook,3600,Zoar Pond,0, ,0, ,0, ,3.80328011,165670.52923584,2512.50545404068
8426,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1860,Welton Brook,0, ,0, ,0, ,0, ,0.68900197,30012.9749145508,712.325764649104
8427,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1946,Witch Meadow Brook,2794,Stula Pond,0, ,0, ,0, ,0.25597301,11150.1834106445,421.801824257523
8428,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2078,Obscure Pond,0, ,0, ,0, ,0.03496069,1522.89038085938,151.579607037691
8429,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1111,Mineral Spring Brook,0, ,0, ,0, ,0, ,4.48090982,195188.475463867,2416.90913522851
8430,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1111,Mineral Spring Brook,0, ,0, ,0, ,0, ,0.20071999,8743.36505126953,380.144971605844
8431,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2400,Res No 6,0, ,0, ,0, ,17.82530021,776471.480041504,3978.44397531054
8432,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1860,Welton Brook,0, ,0, ,0, ,0, ,0.126157,5495.43133544922,342.846381402673
8433,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1104,Miller Brook,0, ,0, ,0, ,0, ,0.08834979,3848.52166748047,267.668191382597
8434,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1507,Lake Hayward,0, ,0, ,0, ,172.41000366,7510199.39013672,20347.3384232638
8435,Water,Water,1,Inland Polygons,2,Named Waterbody,4,868,Jacks Brook,1057,Grassvale Farm Pond,0, ,0, ,0, ,1.04799997,45650.8584594727,798.977264737246
8436,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1860,Welton Brook,0, ,0, ,0, ,0, ,0.16615499,7237.69268798828,340.261517119216
8437,Water,Water,1,Inland Polygons,2,Named Waterbody,5,415,Crowley Brook,0, ,0, ,0, ,0, ,0.143985,6271.98229980469,299.241325027769
8438,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,695,DeBishop Pond,0, ,0, ,0, ,0.05340069,2326.12396240234,201.346676859781
8439,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,929,Folwix Brook Pond,0, ,0, ,0, ,0.46963798,20457.3884887695,626.167597574435
8440,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,226,Bishop Pond,0, ,0, ,0, ,2.7743299,120850.015136719,1936.01147331644
8441,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2065,Number Two Pond,0, ,0, ,0, ,1.59846997,69629.2326049805,1362.89021236137
8442,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2148,Palmer Pond,0, ,0, ,0, ,4.10262012,178710.352233887,2509.92453341597
8443,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2629,Silverman Pond,0, ,0, ,0, ,2.08012008,90610.0788574219,1456.74775745137
8444,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1167,Harvey Pond,0, ,0, ,0, ,0.37893199,16506.2846679688,600.691949089183
8445,Water,Water,1,Inland Polygons,2,Named Waterbody,2,0, ,1490,Lake Candlewood,99,Shelter Harbor,0, ,0, ,15.76239967,686610.662780762,4954.48058754414
