OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
2595,R5,RES SINGLE FAMILY,RESIDENTIAL,4626.62812219224,910776.701095188
2596,R4,RES SINGLE FAMILY,RESIDENTIAL,1219.90458120348,90669.8101601883
2597,R7,RES MULTI-FAMILY,RESIDENTIAL,488.148436699927,11193.1195562743
2598,R7,RES MULTI-FAMILY,RESIDENTIAL,1720.23341756437,178267.744820699
2599,R6,RES MULTI-FAMILY,RESIDENTIAL,2079.73849805501,145629.819392106
2600,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1698.49852898266,103844.645204862
2601,R1,RES SINGLE FAMILY,RESIDENTIAL,1959.021721659,141220.445353255
2602,R7,RES MULTI-FAMILY,RESIDENTIAL,1686.23058677942,154451.053108342
2603,R6,RES MULTI-FAMILY,RESIDENTIAL,4132.63317233476,874555.973353748
2604,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1315.52241209307,102527.148602746
2605,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,896.0253141176,48709.2458461036
2606,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,609.051437355761,22702.6019596846
2607,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,635.184690330317,25190.683005878
2608,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6294.74544420523,1348081.11467707
2609,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1368.77792639606,114002.545846205
2610,R6,RES MULTI-FAMILY,RESIDENTIAL,4183.46604684167,492710.499005362
2611,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,1472.2295674894,94555.9246214848
2612,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1777.26361024177,168348.45986752
2613,R6,RES MULTI-FAMILY,RESIDENTIAL,4751.97139702236,1352276.13625513
2614,R6,RES MULTI-FAMILY,RESIDENTIAL,758.316946580389,15604.6351594925
2615,R5A,RES MULTI FAMILY,RESIDENTIAL,2767.21726435089,277499.066516862
2616,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1272.59910204206,100800.318238439
2617,R5A,RES MULTI FAMILY,RESIDENTIAL,1666.78127592058,171493.490389529
2618,R5,RES SINGLE FAMILY,RESIDENTIAL,13834.4022711116,5263765.57762951
2619,OR3,OFFICE/RES,OFFICE,7185.19123096886,1376690.88682112
2620,R6,RES MULTI-FAMILY,RESIDENTIAL,1979.41848671838,234709.772443993
2621,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3173.28489184009,609574.335940863
2622,M2,INDUSTRIAL,INDUSTRIAL,1116.40182054585,54609.378752641
2623,R7,RES MULTI-FAMILY,RESIDENTIAL,987.943436488264,57654.4471236217
2624,OR1,OFFICE/RES,OFFICE,690.172947759181,29583.0720583023
2625,R6,RES MULTI-FAMILY,RESIDENTIAL,4070.15937261245,921529.44861741
2626,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1032.76111831998,56100.7664815167
2627,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,744.881451696141,34566.5322203104
2628,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,974.077372907568,59235.9131927548
2629,R4,RES SINGLE FAMILY,RESIDENTIAL,4260.1590014181,407123.142414645
2630,R7,RES MULTI-FAMILY,RESIDENTIAL,1383.67093344546,92181.9969493481
2631,OR2,OFFICE/RES,OFFICE,1889.53555890106,88503.4922178677
2632,R6,RES MULTI-FAMILY,RESIDENTIAL,1740.99365203225,98891.1299864782
2633,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,940.919204179365,53415.6720077028
2634,R5,RES SINGLE FAMILY,RESIDENTIAL,1119.72173617978,61152.9771777501
2635,OR2,OFFICE/RES,OFFICE,2409.3853427078,282240.140692514
2636,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7645.79522574634,1013384.82768512
2637,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,154.303832509497,671.467054119042
2638,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1543.09285157843,144051.22626291
2639,OR3,OFFICE/RES,OFFICE,10415.2022163174,5074165.51855771
2640,OR3,OFFICE/RES,OFFICE,6388.88565948259,724070.520056002
2641,OR1,OFFICE/RES,OFFICE,668.51196378822,26764.3866946294
2642,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,556.177868692565,13015.126444291
2643,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4615.12397187545,790135.238218432
2644,OR1,OFFICE/RES,OFFICE,986.358506135005,57855.119073332
2645,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5033.78534228296,1109373.21866782
2646,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,951.075325837136,20464.4641719669
2647,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7252.64941467655,1512767.24792183
2648,M2,INDUSTRIAL,INDUSTRIAL,682.933229353798,25230.227632987
2649,R7,RES MULTI-FAMILY,RESIDENTIAL,807.555663968344,38955.1392754821
2650,R5B,RES TWO-FAMILY,RESIDENTIAL,933.525750569899,45036.8094553272
2651,R6,RES MULTI-FAMILY,RESIDENTIAL,10689.4446029301,1600012.26029923
2652,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1606.59524880873,111539.782329719
2653,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,3037.09365383962,233849.55822427
2654,OR1,OFFICE/RES,OFFICE,583.751065089922,15611.5942942272
2655,R5,RES SINGLE FAMILY,RESIDENTIAL,2296.48168051207,228605.66715344
2656,OR1,OFFICE/RES,OFFICE,889.976805781217,34568.3292336137
2657,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1825.05916836449,159049.416395062
2658,R5,RES SINGLE FAMILY,RESIDENTIAL,7995.95138158908,2370543.99888528
2659,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,942.999676187209,52900.2360184466
2660,M1,INDUSTRIAL,INDUSTRIAL,759.57258281798,32406.1675476377
2661,M2,INDUSTRIAL,INDUSTRIAL,907.883677211916,47575.7002741724
2662,OR1,OFFICE/RES,OFFICE,582.658566048212,19267.9616323222
2663,OR3,OFFICE/RES,OFFICE,677.224859908975,27832.2566331147
2664,OR2,OFFICE/RES,OFFICE,917.032844556588,39959.8482553008
2665,M2,INDUSTRIAL,INDUSTRIAL,717.33734313578,31878.3826168365
2666,R7,RES MULTI-FAMILY,RESIDENTIAL,1005.55587794077,58003.5839912939
2667,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,611.964353303229,23200.2122849429
2668,OR2,OFFICE/RES,OFFICE,726.552871491686,17249.4442948089
2669,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,939.746401972354,39940.2526500776
2670,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,1637.71164408157,118094.56480271
2671,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1433.33283556476,96019.0985808
2672,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,819.505461534195,42051.8241561374
2673,OR1,OFFICE/RES,OFFICE,642.7807586738,22228.1927605369
2674,OR3,OFFICE/RES,OFFICE,988.821708439557,36226.7147257094
2675,OR1,OFFICE/RES,OFFICE,756.52072063107,35902.411979749
2676,R4,RES SINGLE FAMILY,RESIDENTIAL,3256.41027840813,448941.096428638
2677,R5,RES SINGLE FAMILY,RESIDENTIAL,5053.49411100607,923994.410174632
2678,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,994.383218124772,55504.2162044506
2679,OR1,OFFICE/RES,OFFICE,846.678724508935,31603.8561202471
2680,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,519.486849809547,13496.284780099
2681,M3,INDUSTRIAL,INDUSTRIAL,21853.8952273606,17955514.9315227
2682,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1109.65950543813,54246.62364917
2683,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,244.440304009295,1307.82637376001
2684,R6,RES MULTI-FAMILY,RESIDENTIAL,1973.3072686276,66081.4989499569
2685,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,621.1799292017,23811.7530621221
2686,M2,INDUSTRIAL,INDUSTRIAL,891.912920420691,49050.8295553043
2687,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1800.645509668,177578.797943641
2688,OR2,OFFICE/RES,OFFICE,1145.21787870421,80134.1243924694
2689,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,805.018867649718,39630.4063649471
2690,R5B,RES TWO-FAMILY,RESIDENTIAL,438.665894301034,9211.92387884941
2691,M3,INDUSTRIAL,INDUSTRIAL,8780.16748813957,4196265.584273
2692,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1290.18130068294,58070.1081435866
2693,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,17830.032358385,5264382.87807649
2694,R5B,RES TWO-FAMILY,RESIDENTIAL,715.752801718153,25875.825518263
2695,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1241.753771268,51083.9696055363
2696,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,619.487619492285,20508.0247508944
2697,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,631.520579730971,21269.827521657
2698,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1786.82513290209,196674.081500617
2699,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,446.43303605085,12303.6739276084
2700,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,519.37088865653,16858.6995974126
2701,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,562.341807672962,19533.3982685472
2702,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2269.91863885042,228320.99863775
2703,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,554.257660162721,17081.5055048747
2704,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2719.47335579629,321340.882639071
2705,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,817.855129286254,39231.049540639
2706,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3855.36407166806,527611.599391197
2707,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,926.412195230285,43865.8310866582
2708,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1747.99295884343,115256.133450206
2709,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,180.851693314599,1811.43272267412
2710,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1434.08701215062,112098.068888091
2711,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1127.36444308923,68894.736375361
2712,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1851.09660670685,196635.412461748
2713,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1461.38050601254,119362.598372836
2714,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4656.3926482238,437303.682645712
2715,M2,INDUSTRIAL,INDUSTRIAL,3772.55359821615,833404.222141778
2716,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,773.226673048747,35458.1215885383
2717,R1,RES SINGLE FAMILY,RESIDENTIAL,2131.61288037776,244051.119485131
2718,OR1,OFFICE/RES,OFFICE,2005.59875136838,247033.985664502
2719,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1578.87151794298,112559.610473337
2720,R5A,RES MULTI FAMILY,RESIDENTIAL,3377.16961928228,712418.276922784
2721,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,687.305668716168,26727.1895337551
2722,M1,INDUSTRIAL,INDUSTRIAL,779.055843011164,37248.8311195899
2723,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,675.958189825508,28691.9458560812
2724,R5A,RES MULTI FAMILY,RESIDENTIAL,2592.03301311201,308310.915591217
2725,RR,RURAL RESIDENTIAL,RESIDENTIAL,969.28208396067,41463.9041377254
2726,OR3,OFFICE/RES,OFFICE,1860.41511770727,197233.379291494
2727,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,3095.89862518107,345357.516791003
2728,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,667.526921300251,27820.4969489972
2729,M2,INDUSTRIAL,INDUSTRIAL,1307.63769644178,98252.7921211218
2730,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,362.704195979652,6702.14658206212
2731,M2,INDUSTRIAL,INDUSTRIAL,3964.26367491278,400273.706289684
2732,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,619.874975007046,23533.2697880884
2733,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,513.884814855172,11103.6288191494
2734,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,573.361876558185,18434.6058530179
2735,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,747.617374239,32220.5220785489
2736,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1164.37879944491,74328.4425142402
2737,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,668.411930662103,26815.1002016087
2738,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,640.93165101551,24339.170968701
2739,M2,INDUSTRIAL,INDUSTRIAL,1047.31191120169,68523.7612974328
2740,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,582.01349797418,15634.4807641983
2741,M2,INDUSTRIAL,INDUSTRIAL,480.739048094023,10269.6237172892
2742,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,717.468212728203,32700.9510432354
2743,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,1617.13570675012,140511.40316749
2744,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1618.68247456084,162884.027168146
2745,R7,RES MULTI-FAMILY,RESIDENTIAL,721.574267729409,30329.0034314749
2746,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.845171715435,13958.3782860048
2747,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,813.492727103088,22672.9655274272
2748,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,465.848660925736,11171.1515358914
2749,M3,INDUSTRIAL,INDUSTRIAL,2640.90467287986,328544.563768369
2750,M2,INDUSTRIAL,INDUSTRIAL,1030.63627442146,63971.0665739783
2751,R7,RES MULTI-FAMILY,RESIDENTIAL,4706.78335836592,780361.721308007
2752,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1289.6826289695,98653.2221790723
2753,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1566.02953489134,151419.274062396
2754,R7,RES MULTI-FAMILY,RESIDENTIAL,565.316599173623,17538.7738587631
2755,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,295.222975644014,2660.82461792007
2756,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3262.68475533886,267609.499598628
2757,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1599.94590793852,138357.325061885
2758,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2555.32463144951,336940.286125428
2759,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,855.500534380664,45021.263483326
2760,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,640.773456180043,25035.5570877273
2761,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7054.73525615982,1036254.62432409
2762,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,757.275286965175,27023.034692171
2763,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,801.437052290108,37620.6649550182
2764,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,725.93042235196,25055.5393050218
2765,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,529.366658580468,8440.90378970818
2766,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1056.24383743558,42009.8218040959
2767,R5A,RES MULTI FAMILY,RESIDENTIAL,1101.3488328286,44985.2043510359
2768,OR1,OFFICE/RES,OFFICE,1835.7593280724,132603.986717009
2769,R5A,RES MULTI FAMILY,RESIDENTIAL,1284.83363963473,93645.0313365706
2770,R8A,RES MULTI-FAMILY,RESIDENTIAL,1719.0868056357,148302.095857504
2771,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5591.97324315855,980444.230475352
2772,R6,RES MULTI-FAMILY,RESIDENTIAL,41457.2512524222,13232717.0205358
2773,OR3,OFFICE/RES,OFFICE,1775.81853385524,178750.068637789
2774,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1663.03265384826,134275.153940074
2775,OR3,OFFICE/RES,OFFICE,3088.65223071315,272319.24049686
2776,R4,RES SINGLE FAMILY,RESIDENTIAL,4988.34600914797,900046.067378601
2777,OR1,OFFICE/RES,OFFICE,494.00737728323,12237.7635150931
2778,R7,RES MULTI-FAMILY,RESIDENTIAL,549.162927896116,12998.9841813908
2779,OR3,OFFICE/RES,OFFICE,2382.02500464488,140548.905303166
2780,OR,OFFICE/RES,OFFICE,557.156225895996,17246.5510506832
2781,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6023.16754121477,840569.910892882
2782,R5,RES SINGLE FAMILY,RESIDENTIAL,2100.22881811938,167313.176186255
2783,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4306.21159454566,614788.299014425
2784,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,1583.28826997036,112787.119528307
2785,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,1459.07889958141,118479.145976068
2786,OR3,OFFICE/RES,OFFICE,665.7667794756,25642.346430524
2787,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1295.15666800532,103137.481987439
2788,R6,RES MULTI FAMILY,RESIDENTIAL,3787.183764155,527415.668933125
2789,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,660.257140765475,23514.5091465127
2790,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,885.781223198504,38286.3391459685
2791,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2540.87047324141,277142.339290949
2792,M2,INDUSTRIAL,INDUSTRIAL,3695.26357417576,675874.716568426
2793,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1267.98002756092,73273.5552568672
2794,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,502.016156916089,10417.1924843303
2795,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2618.53616423224,291192.800225442
2796,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,706.692160885856,27962.8926126969
2797,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,860.722089787076,40907.7679973857
2798,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1486.24970573777,88216.4278059037
2799,R6,RES MULTI-FAMILY,RESIDENTIAL,8458.22971067974,861329.082141086
2800,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,933.456709982549,48386.2649156389
2801,R5,RES SINGLE FAMILY,RESIDENTIAL,3292.83004407366,677159.511464628
2802,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,907.874558251124,28308.9726296372
2803,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1290.5221778341,58763.5914931516
2804,M2,INDUSTRIAL,INDUSTRIAL,1821.4115831365,169818.555876535
2805,M2,INDUSTRIAL,INDUSTRIAL,528.830657946841,16835.1821579482
2806,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,425.654755087898,8641.98152222481
2807,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,586.859320038929,20039.6191735502
2808,R5,RES SINGLE FAMILY,RESIDENTIAL,10180.3851868898,2772375.34837365
2809,M1,INDUSTRIAL,INDUSTRIAL,1409.09514418279,80163.2369108518
2810,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,466.781063815842,9538.10861315796
2811,M1,INDUSTRIAL,INDUSTRIAL,1858.04124560592,161047.688883243
2812,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,696.422278959055,28412.8398821483
2813,R5,RES SINGLE FAMILY,RESIDENTIAL,1002.07797879747,43670.5834614124
2814,R5,RES SINGLE FAMILY,RESIDENTIAL,4969.27763804361,1090810.54045966
2815,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1882.53654123376,113147.85698859
2816,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,479.264007265363,12478.2757869012
2817,R5,RES SINGLE FAMILY,RESIDENTIAL,8898.9177223428,3188058.50086208
2818,OR1,OFFICE/RES,OFFICE,418.973988245195,4716.0408187368
2819,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,876.11859012328,28900.2308150717
2820,R7,RES MULTI-FAMILY,RESIDENTIAL,8648.32708719089,1238280.24430668
2821,R7,RES MULTI-FAMILY,RESIDENTIAL,829.784929974767,33435.6832224223
2822,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1282.33317538071,56623.250124639
2823,R7,RES MULTI-FAMILY,RESIDENTIAL,5410.49291691493,1277678.43561736
2824,R7,RES MULTI-FAMILY,RESIDENTIAL,1936.0117436725,175509.708719591
2825,OR2,OFFICE/RES,OFFICE,690.568579422396,27187.3472877691
2826,OR2,OFFICE/RES,OFFICE,674.94442791898,22233.4576738844
2827,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3751.79695697458,426945.111736099
2828,M2,INDUSTRIAL,INDUSTRIAL,656.100417823587,26367.849956609
2829,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,9156.83947631062,934295.406124311
2830,OR1,OFFICE/RES,OFFICE,729.024706527118,22957.8017527086
2831,OR1,OFFICE/RES,OFFICE,868.640618234851,43178.5719308549
2832,R4,RES SINGLE FAMILY,RESIDENTIAL,837.233881665996,43799.0387888919
2833,R7,RES MULTI-FAMILY,RESIDENTIAL,942.969610507033,46569.2370175699
2834,R7,RES MULTI-FAMILY,RESIDENTIAL,1746.35625864463,140079.1182635
2835,R7,RES MULTI-FAMILY,RESIDENTIAL,568.500619562565,20335.2430470663
2836,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1582.50543066531,143023.617702349
2837,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1911.60466424638,204257.57235249
2838,R7,RES MULTI-FAMILY,RESIDENTIAL,1932.47846797738,230780.066743323
2839,M2,INDUSTRIAL,INDUSTRIAL,5790.85632183875,741636.05639383
2840,R7,RES MULTI-FAMILY,RESIDENTIAL,2157.72639088708,127097.493078722
2841,OR1,OFFICE/RES,OFFICE,1640.30584701193,157670.593591997
2842,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2560.49039193774,409146.626773496
2843,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1610.07408210294,124905.89745835
2844,M1,INDUSTRIAL,INDUSTRIAL,2111.05677990547,249920.894039008
2845,OR3,OFFICE/RES,OFFICE,1739.4694042202,130238.891418099
2846,R7,RES MULTI-FAMILY,RESIDENTIAL,1282.16469698823,85601.7055199053
2847,R7,RES MULTI-FAMILY,RESIDENTIAL,4460.0498186726,962174.383693052
2848,OR3,OFFICE/RES,OFFICE,2311.34980433566,247960.210698909
2849,OR1,OFFICE/RES,OFFICE,1063.61567876926,65337.7480167584
2850,OR3,OFFICE/RES,OFFICE,1365.45218632533,104461.123582463
2851,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2396.31593516887,340078.133245136
2852,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2281.86908443877,292328.725000053
2853,R7,RES MULTI-FAMILY,RESIDENTIAL,1986.07507305723,200094.164263542
2854,R7,RES MULTI-FAMILY,RESIDENTIAL,4778.54880413451,1010205.27907862
2855,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2786.00061602921,428191.667254885
2856,R7,RES MULTI-FAMILY,RESIDENTIAL,661.691303524939,25573.1434346925
2857,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1899.0248055604,233943.725624657
2858,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1606.56050221619,145623.374123741
2859,OR3,OFFICE/RES,OFFICE,3161.76855288972,279554.239963888
2860,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1199.25446400485,78080.2398533378
2861,R5,RES SINGLE FAMILY,RESIDENTIAL,749.420367961027,21965.0876563629
2862,R5,RES SINGLE FAMILY,RESIDENTIAL,3855.33026583941,463599.280335994
2863,OR3,OFFICE/RES,OFFICE,5961.96541202868,1000030.57211264
2864,(OR3),OFFICE/RES OVERLAY,OFFICE,667.798553056364,14683.2575301221
2865,R7,RES MULTI-FAMILY,RESIDENTIAL,887.911582979305,49109.421654402
2866,OTF,OFFICE/TOURIST FACILITY,OFFICE,3598.96883571877,678702.954196829
2867,R7,RES MULTI-FAMILY,RESIDENTIAL,980.340379097285,58664.6517418325
2868,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,849.714717078689,42215.854905889
2869,OR2,OFFICE/RES,OFFICE,1608.24569964728,140022.185300674
2870,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,480.91266748013,11705.6955328423
2871,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1159.05738108159,47776.2274584231
2872,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,370.255370695727,8441.81055789968
2873,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1497.65504105599,135404.994001238
2874,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,932.079028219906,45092.6137817207
2875,OR1,OFFICE/RES,OFFICE,525.284160863782,15137.6828794401
2876,R5,RES SINGLE FAMILY,RESIDENTIAL,3165.40873951111,533511.81073702
2877,OR3,OFFICE/RES,OFFICE,3206.01774154051,433089.697572269
2878,R7,RES MULTI-FAMILY,RESIDENTIAL,607.455992296908,19150.0951527686
2879,M3,INDUSTRIAL,INDUSTRIAL,1805.29355479434,162485.895310604
2880,R7,RES MULTI-FAMILY,RESIDENTIAL,570.031598102193,11809.8952880053
2881,M2,INDUSTRIAL,INDUSTRIAL,874.53775078742,46578.6334241012
2882,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,678.264536130713,27693.3847089666
2883,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,817.158441683334,37528.1820369319
2884,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,775.692287984735,32298.2586935578
2885,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1677.09958678226,66870.7951452985
2886,R1,RES SINGLE FAMILY,RESIDENTIAL,5416.20747686561,970803.048152163
2887,M2,INDUSTRIAL,INDUSTRIAL,1463.89515148435,127523.973421765
2888,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1493.39470301229,64960.0453446068
2889,M2,INDUSTRIAL,INDUSTRIAL,1670.66036877064,79759.1304798536
2890,M3,INDUSTRIAL,INDUSTRIAL,2361.89050896477,255375.609845049
2891,M2,INDUSTRIAL,INDUSTRIAL,4736.82341257825,805427.637520841
2892,OR3,OFFICE/RES,OFFICE,4387.56272162232,829670.470297211
2893,R6,RES MULTI-FAMILY,RESIDENTIAL,9006.32063673762,2283767.06492086
2894,R7,RES MULTI-FAMILY,RESIDENTIAL,1479.03725999904,94741.14832541
2895,R5B,RES TWO-FAMILY,RESIDENTIAL,1110.48931988857,51979.351951543
2896,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,6888.57500343536,1808029.88676622
2897,R7,RES MULTI-FAMILY,RESIDENTIAL,448.101842331939,9965.84025533168
2898,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1733.59804069428,191119.341980997
2899,R7,RES MULTI-FAMILY,RESIDENTIAL,858.161300940762,43939.4501201835
2900,M2,INDUSTRIAL,INDUSTRIAL,1247.9685175915,78568.9135522836
