OBJECTID,ESMTROW_NM,ESMTROW_TP,ESMTROW_FTR,AUTH_USE,RGT_HOLDER,GRANTOR,ACCESS_ESMTROW,CASEFILE,BLM_ORG_CD,CASETP,LOCAL_ID,COORD_SRC,ACCURACY_FT,EXCL_TP,GIS_ACRES,GLOBALID,CASE_NR,SHAPE_Length,SHAPE_Area
1,Taber Cabin Water Gap,ROW,WATER_GAP,Water Transportation,PV,BL,PUBLIC,OROR   057480,ORB06,287011,,UNK,40.0,,30.15192147,{B670B5AD-37E9-4191-8943-B1F8485695ED},,0.0170418849370037,1.33895250664332e-05
2,Bakke Trespass Road,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   065479,ORB06,281009,,UNK,40.0,,2.11165123,{A91F0C84-7442-49AF-8815-D093965CB070},,0.0176851938456232,9.39965189478497e-07
3,Bakke Trespass Road,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   065479,ORB06,281009,,UNK,40.0,,0.13562323,{F01FFD41-EAE4-41BE-8C1E-88DDC23E2DF8},,0.0012667667814216,6.03670116073041e-08
4,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,8.28072517,{4E3FA751-E8F7-43A9-8240-3C7E2D248C68},,0.135858118043184,3.73127035585375e-06
5,Trespass Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   065454,ORB05,285003,,UNK,40.0,,3.36717144,{9E6B1BA8-C14A-4FDB-99B7-7F88504864F9},,0.0410145629017078,1.5174885105605e-06
6,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.09881877,{D1964DEA-A7BE-4CF8-95A2-1DD2B12A9214},,0.001472300970305,4.40529390402566e-08
7,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.18176881,{17A9020E-32BA-4156-94B9-40912E04BE7B},,0.0026201966107167,8.10310557513263e-08
8,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.96127392,{92220D75-9B16-4C62-869B-78064D241148},,0.0119913532527763,4.28552621035833e-07
9,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.49410955,{4DF4672B-0C6D-43E0-9A6F-88E911D299DA},,0.0066800129926289,2.20243101912907e-07
10,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.33604591,{380FFAC7-C7A9-4DD3-8E35-6C126A4D3BBC},,0.0041327983846916,1.49793197013891e-07
11,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.10955973,{1717BF92-7EC6-4E43-9B47-AB82C799D6FE},,0.0014537929389962,4.92226202306696e-08
12,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.43895769,{EE26EB74-7FBD-43B8-B07E-AE25E1F60A98},,0.0053635078708176,1.97217581710832e-07
13,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.07435591,{72F30098-224C-4BE9-ACAB-EE6C14015D38},,0.0010077055056221,3.34070128738188e-08
14,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.89560339,{5C81DA56-FAC7-4B5C-99AF-91AF242AF23A},,0.0142271469451095,4.01846702372913e-07
15,Weed Lake Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   019400,ORB05,285003,,UNK,40.0,,0.5257733,{C9B39486-96DD-4941-ADA1-4C7E4E92CB0D},,0.0049441530541905,2.3563051677685e-07
16,Prinecton-Anderson Valley,ROW,TELE_BURIED,Power Transportation,PVI,BL,PUBLIC,OROR   019256,ORB05,286203,,UNK,40.0,,0.04882742,{59FCFBB6-278B-49C7-923A-7F532703D50D},,0.0016361726164078,2.18974229938799e-08
17,Summit Creek Pipline,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,OROR   066015,ORB06,210013,,UNK,40.0,,0.27033548,{00A4ED5B-CFA8-4AD9-85AB-58227A81351B},,0.0084184139576457,1.20489745493901e-07
18,Squaw Creek Ditch/Canal,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   041638,ORB06,287400,,UNK,40.0,,1.46178874,{1F52B9A9-2869-48CB-8A68-88EB2443B41B},,0.0390984649365413,6.53046225967974e-07
19,Squaw Creek Ditch/Canal,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   041638,ORB06,287400,,UNK,40.0,,0.39375616,{CCE223E8-777A-4C5E-8408-20D29D5FE9B8},,0.0108386725960353,1.75864437196997e-07
20,Squaw Creek Ditch/Canal,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   041638,ORB06,287400,,UNK,40.0,,0.27608045,{B29A905C-3C94-4B8B-B8E4-21DA2F2CBDF3},,0.0076638473630697,1.23305035530597e-07
21,Fields Section,ROW,TELE_BURIED,Power Transportation,PVI,BL,PUBLIC,OROR   045329,ORB06,286203,,UNK,40.0,,7.46006593,{AA9A0735-3811-4521-8DFC-3342B2F71BDA},,0.121877175425795,3.29682659850508e-06
22,Fields Section,ROW,TELE_BURIED,Power Transportation,PVI,BL,PUBLIC,OROR   045329,ORB06,286203,,UNK,40.0,,4.99649643,{08C4D0A5-BC11-44A1-9FCC-82040714B665},,0.0805925285171269,2.21016438806235e-06
23,Fields Section,ROW,TELE_BURIED,Power Transportation,PVI,BL,PUBLIC,OROR   045329,ORB06,286203,,UNK,40.0,,3.92269204,{E7E0B394-A605-4A7E-B92C-313FF18A5A25},,0.0657157384411578,1.73622119588863e-06
24,Frenchglen Section,ROW,TELE_BURIED,Power Transportation,PVI,BL,PUBLIC,OROR   045329,ORB05,286203,,UNK,40.0,,0.03971054,{2745CBA3-FE7E-4AF3-86A7-0A5AAB909574},,0.0007873416764599,1.77303861511206e-08
25,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.48557638,{6B2F0821-FFCD-4331-B536-028AAA10C64B},,0.006036288581657,2.16846618620459e-07
26,ORE-5183 TO OR-64509,ROW,POWERLINE,Power Transportation,PV,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,-1.0,,4.22864421,{7AB05EAD-73F0-4D09-B082-2A4617CAC8FD},,0.0694768677393771,1.90547048887012e-06
27,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,8.74238159,{35BE205A-9FC2-476C-AD18-A22157BA2BE6},,0.143092291003178,3.93924457194345e-06
28,CROWLEY OREGON PROJECT,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORV00,286203,,UNK,-1.0,,0.52590306,{54875C8E-78D8-4AE6-9037-3D740F9589A8},,0.009116892648067,2.36240619107333e-07
29,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORB06,286203,,UNK,40.0,,0.13498624,{C3611863-EB47-44C5-8B77-2A5E461A7EFF},,0.002769479998187,6.03736368741523e-08
30,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORB06,286203,,UNK,40.0,,0.40033405,{17A28B91-D87F-46D6-8D93-E58D663C192A},,0.0073427158108418,1.78752092272097e-07
31,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORB06,286203,,UNK,40.0,,0.76932743,{BBCB4F55-16EB-4C69-9D85-E5745C337FC9},,0.0140253634227705,3.43465621885926e-07
32,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORB06,286203,,UNK,40.0,,2.62197693,{B0C79AB4-FF04-4CEB-A020-98845C992122},,0.0498476618087229,1.17033744969917e-06
33,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,53.1245354,{46CCBD12-BB10-48A7-B9AE-84A219C0E2B6},,0.0519098353575933,2.40066299615742e-05
34,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,76.12969397,{68C5B650-8304-4341-BF5B-3CC3F4C65D64},,0.0489673187181649,3.43977299429842e-05
35,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,18.1579933,{38387271-22D2-4088-910F-2010F9EE7843},,0.01528107091662,8.20231881380238e-06
36,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,52.24071272,{3609592C-5A8B-4E25-8A5C-9C76DC6FACC6},,0.0303730494111435,2.35953408005616e-05
37,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,0.11915553,{684746B3-F474-493A-ADB0-518F6C4254D8},,0.0011330162705564,5.38176331616197e-08
38,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,8.21989112,{94470967-E1F1-41FE-B679-39AAD722676C},,0.0080789547011568,3.7123976797939e-06
39,WARM SPRINGS RESERVOIR SITE,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,TD-025873,ORV00,,,,40.0,,41.7367364,{8471BAD8-D4D5-47D4-8B71-EAEEC1F275DA},,0.0221122085297175,1.88449062566497e-05
40,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,1.67060941,{277F6242-5696-43B7-8566-C7F9F274C3BA},,0.0035509673328223,7.54088051719581e-07
41,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,0.56743987,{0B81D94A-BCDF-405B-9B90-1A0654E22A8D},,0.0018821829020404,2.56232415308713e-07
42,Warm Springs Reservoir Site,ROW,PARCEL,Water Transportation,PV,BL,PUBLIC,ORTD   025873,ORB05,287100,,UNK,40.0,,0.61801631,{ADBC1E8D-8C13-4382-AA92-6C8D99988AB6},,0.0035493783754519,2.79326592825587e-07
43,Gary Miller Stockwell,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064372,ORB06,285002,,UNK,40.0,,1.94171737,{1A10893A-6E0F-4558-B103-31B6D70E178A},,0.0105170947969518,8.65077918274579e-07
44,Kiger Fence Project,ESMT,STAGING,Crossing Access,BL,PV,ADMIN,OROR   061083FD,ORB05,281001,,UNK,40.0,,3.97756626,{0E4DA56D-95ED-469F-8E44-B22842A1CF90},,0.0053261923683551,1.77095596101466e-06
45,Fish Lake Rec Site,ESMT,PARCEL,Crossing Access,BL,ST,PUBLIC,OROR   001363,ORB06,210001,,UNK,40.0,,389.1513146,{D68EFCE3-F628-45FA-AD7E-8BAD60E4BDD2},,0.0587468597855916,0.0001731858844919
46,Stroemple,ESMT,PARCEL,Crossing Access,BL,PV,PUBLIC,OROR   047648,ORB06,210013,,UNK,40.0,,174.20707909,{02419748-5ECC-4A66-9443-251C45B44756},,0.0537898818791698,7.72519132524212e-05
47,Fields Administration Site,ROW,ADMIN_SITE,Crossing Access,BL,BL,PUBLIC,OROR   059132,ORB06,289007,,UNK,40.0,,12.22544933,{0AD5B30C-75FF-4AFC-9649-F00C7A2B5AD3},,0.0096738572833284,5.4000917822814e-06
48,Barclay Road ROW Renewal,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   017896,ORB06,281001,,SOURCEL,40.0,,0.52279207,{ABB8C871-4495-45D3-A10D-64B35EDF1CBA},,0.0046696002253692,2.3005662552535e-07
49,Hodges ROW,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   064808,ORB06,281001,,UNK,40.0,,0.03152979,{CC4DD6CB-8F97-46C1-92E9-01DEEB6821C7},,0.0004720724467901,1.39276219419141e-08
50,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.74233191,{DE1926DD-807D-4AB5-AEE7-FB4E69B2E679},,0.0117524759181349,3.31923281693343e-07
51,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.51084477,{2135A87C-E560-4CC0-BB56-B496C508B863},,0.0081636942152504,2.2841448575046e-07
52,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,1.79536301,{6E294C2D-9ECF-4367-BAE9-13FD7AD153E0},,0.0275797077088462,8.03454850238835e-07
53,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.93982215,{3F7C64F9-3537-42DE-A107-3B9CACFDBB47},,0.0151626515823426,4.20562555458757e-07
54,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.37252932,{18B7CED5-5298-4077-8FCB-D31896DF5411},,0.0060639161536988,1.66698765082362e-07
55,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.85812462,{B4CB48F6-5A5E-4E30-B2FD-558BAE0B09F6},,0.0125675719426537,3.83977640924025e-07
56,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.28721331,{9A2CA44A-E3D4-4B9A-9978-325FF1ABD448},,0.0039665046008805,1.28515197255074e-07
57,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.44889993,{7F4F41C8-B681-4FC3-9F87-7981F2BB06A5},,0.0063122532645341,2.00890364924397e-07
58,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.72790999,{E200C432-50FD-4AA9-921D-98BD49147D2F},,0.0088384559388912,3.25677896170692e-07
59,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.50920464,{6FBB35EB-1EBF-44B0-A758-4BA235163C1F},,0.0062636068422495,2.27807304014055e-07
60,WassomEasement/Reciprocal ROW,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   063685FD,ORB06,281001,,UNK,40.0,,2.35091999,{00CAEDF2-FFDF-4D97-B5E8-8B9CD324F08B},,0.0194859068455117,1.05090017764246e-06
61,WassomEasement/Reciprocal ROW,ROW,ROAD,Crossing Access,PV,BL,PUBLIC,OROR   063685FD,ORB06,281001,,UNK,40.0,,3.14371388,{E00D27D4-664C-4A63-B991-99506C02AAA2},,0.0406198180505564,1.40513984936075e-06
62,WassomEasement/Reciprocal ROW,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   063685PT,ORB06,210013,,UNK,40.0,,3.63297473,{287E04E4-A641-4886-9679-ACECF9091F91},,0.0356378808840871,1.62374030694362e-06
63,Kiger Fence Project,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   061083FD,ORB05,281001,,UNK,40.0,,30.98854782,{EDAB2E93-86E0-44B3-8953-57340EEFD537},,0.0271705230770739,1.38355763346688e-05
64,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,7.60106567,{976FC10C-0117-4A4C-9F2B-1197BFF5238A},,0.0258382999629898,3.37852087189387e-06
65,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,10.7294688,{444221E8-2541-4341-8135-A87B9A6AEC2A},,0.0327924544228395,4.76973321272828e-06
66,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,15.93506862,{E88A237D-0610-4323-B16F-07F284B578D2},,0.0479165019447559,7.08514258854219e-06
67,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,0.68061941,{C97A8E3B-723C-4B52-B387-FA977236D579},,0.0027618888993787,3.02960660854557e-07
68,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,0.34024783,{19106960-CABB-449E-B902-9EC8AA0C76FF},,0.002432619548614,1.51448557365747e-07
69,Harney County Road ROW,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   059183,ORB06,281001,,SOURCEL,40.0,,32.19954305,{77FEA981-8CD0-4685-8A5B-7C8E8EC9C72B},,0.101158894495151,1.43303657275108e-05
70,Otley Well Powerline ROW,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   063722,ORB05,285003,,UNK,40.0,,0.70870545,{E4F43DD2-4266-4994-841D-578820A78198},,0.0108960514891329,3.1705924281302e-07
71,Earthscope ROW,ROW,GEOSURVEY,Communication Facility,PVI,BL,PUBLIC,OROR   063611,ORB05,286001,,UNK,40.0,,0.0574665,{412B415F-9ECB-4392-9786-4C3AEF7389DF},,0.0006487549538335,2.56917289764162e-08
72,Earthscope ROW,ROW,GEOSURVEY,Crossing Access,PVI,BL,PUBLIC,OROR   063611,ORB05,286001,,UNK,40.0,,0.05746689,{D84FEC3D-7734-47AB-9BD9-C0890937A296},,0.0006512504492467,2.58630169497127e-08
73,Earthscope ROW,ROW,GEOSURVEY,Crossing Access,PVI,BL,PUBLIC,OROR   063611,ORB06,286001,,UNK,40.0,,0.05746652,{33AE703D-FC77-46DF-B442-ABCD41C852F4},,0.0006442727308401,2.53835281253578e-08
74,Willow Flat Powerline ROW,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064376,ORB05,285003,,UNK,40.0,,14.76471739,{86BC1E3F-BC66-4152-8823-3C5915E0A29B},,0.204963340261791,6.65751216578497e-06
75,ORORE 5183 to OROR 64509,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   064509,ORB00,285003,,UNK,40.0,,0.04414555,{F93AFF75-B0F1-476C-A7E1-F0BE64EF090B},,0.0007843126620943,1.9736450299736e-08
76,Rcc Verizon Comm Site Buckskin,ROW,ROAD,Crossing Access,PVI,BL,PUBLIC,OROR   066060,ORV04,286001,,UNK,40.0,,3.13496149,{EC01F476-5E25-46E8-B74C-90B5C9C0D62C},,0.0465730673854197,1.38486620547773e-06
77,RCC Verizon Comm Site,ROW,COMM_SITE,Communication Facility,PVI,BL,PUBLIC,OROR   061492,ORB05,286001,,UNK,40.0,,0.03850569,{A24FC153-F84A-4FCB-B117-E30BEAFF5EBF},,0.0005306023391699,1.71842296970734e-08
78,Harney EMS,ROW,COMM_SITE,Communication Facility,PVI,BL,PUBLIC,OROR   064389,ORB05,286001,,UNK,40.0,,0.00921852,{6B28EA0D-10D8-4A74-B1A7-06CBF16006CE},,0.0002594987598122,4.11401681930071e-09
79,US Cellular,ROW,COMM_SITE,Communication Facility,PVI,BL,PUBLIC,OROR   065254,ORB05,286001,,UNK,40.0,,0.03664787,{365970BB-FB84-4861-AFC2-A7B3BB464216},,0.0005175485065856,1.63553353562023e-08
80,Buckskin Mtn Comm Site,ROW,COMM_SITE,Communication Facility,PVI,BL,PUBLIC,OROR   047804,ORB06,286001,,UNK,40.0,,0.22894724,{99FB6655-01B8-4000-8700-44A296182B8B},,0.0012863485999083,1.0112850099299e-07
81,BLM Repeater Site,ROW,COMM_SITE,Communication Facility,BL,BL,PUBLIC,OROR   063897,ORB05,286007,,UNK,40.0,,0.23529806,{635CA115-D677-4401-9829-3C98C6D39655},,0.001321223572342,1.05896287152279e-07
82,Buckskin Mtn Comm Site,ROW,ROAD,Crossing Access,PVI,BL,PUBLIC,OROR   04780402,ORV04,281001,,UNK,40.0,,6.27799746,{24DE9258-A805-4038-A671-A765BEA4E66A},,0.0467500008435949,2.77329946745559e-06
83,Tom Davis Ditch/Canal,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   066358,ORB06,287011,,UNK,40.0,,4.60113344,{56F9626E-9AC4-4A17-B2F6-B25770704FDB},,0.0137846393330695,2.03992185001867e-06
84,Borax Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   066325,ORB06,285003,,UNK,40.0,,2.62582176,{1B67A6F7-81A2-4AEF-8A47-AE1D7E40ECFF},,0.0282676370727531,1.16135043269035e-06
85,Burns Izee Road,ROW,ROAD,Crossing Access,LG,BL,PUBLIC,OROR   020556,ORB05,281001,,UNK,40.0,,13.62701685,{936E8864-C394-48A3-A2DD-38B14C48A4C4},,0.0536378598657093,6.15541706578487e-06
86,Wagontire Wind Testing,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066227,ORB05,283002,,CADNSDI,40.0,,1016.523908,{4E306ACC-2B70-48D7-AFBE-335EB03D1DFB},,0.120847641997868,0.0004560018823976
87,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.08118608,{E9BDA650-A0D2-43A5-BE42-EBF5913EB3A5},,0.002251234429399,3.61196782770113e-08
88,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,1.08178478,{D08F25E4-322A-4773-80B4-570EE44BA7B7},,0.017385300987455,4.81179821861127e-07
89,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,1.10902687,{D4A789CE-EDAB-465D-A0F9-6719A3BDCAFE},,0.0156869103601793,4.93366736385428e-07
90,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.66499581,{535401A4-39B7-4A4C-9CCF-2AF5C1DB1BDA},,0.010442574810152,2.95808996877933e-07
91,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.38520142,{59A356EB-AC48-4B95-B4C0-31773EF7D02F},,0.0062543014770785,1.71372763787293e-07
92,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.26128232,{AF699E3E-C780-467A-BAF8-90FCB7AEE745},,0.0043770532862281,1.16241835326668e-07
93,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.47125261,{A28BD9BC-1E86-4B6E-841C-7CFA231502E7},,0.0066462921173245,2.09666260926825e-07
94,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,3.97577503,{6F20BDF4-8A2A-4520-9892-E16453EBACED},,0.0585978390372713,1.76885212338541e-06
95,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.56256125,{26588A18-C67D-4B93-BE43-B24C8CBB554A},,0.0092634206572458,2.50323551460651e-07
96,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.37374668,{CD22794C-C6A8-4BD8-9512-CF819023C127},,0.0056037652099125,1.66302233717963e-07
97,Renie CMA,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066384,ORB06,210013,,UNK,40.0,,0.43045219,{B23F6212-3736-4919-B3CA-FDCD002488AF},,0.0057745570221928,1.91468879574239e-07
98,Oregon Water Resources,ROW,WATER_GAUGE,Water Testing,PVI,BL,PUBLIC,OROR   066320,ORB05,289001,,UNK,40.0,,0.21625155,{6A4599BE-4CA1-4A69-8FFE-47F3254CD4D6},,0.0012609022169687,9.76363589092812e-08
99,OWYHEE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,ADMIN,OROR   065932,ORV00,283002,,CADNSDI,0.0,,636.33142068,{A09E32B8-91D1-45B0-B526-8F063DFCC5A5},,0.0681521822432614,0.0002874155543347
100,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012141,ORB05,210006,,UNK,40.0,,2.83491851,{14116135-308F-4A72-A9CC-65BD44EAE04B},,0.0159289686081524,1.28341512239471e-06
101,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,1730.04743742,{BDB8AE4A-1CF2-43D5-8CA6-6C3B58DA4BE1},,0.150297844891421,0.0007923409784526
102,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012144,ORB05,210006,,UNK,40.0,,5.01467147,{D7DD2353-8D64-4AF2-857F-0AD958028398},,0.0276811080331243,2.2693720678021e-06
103,Cingular Wireless Comm Site,ROW,COMM_SITE,Communication Facility,PVI,BL,PUBLIC,OROR   066481,ORB05,286001,,UNK,40.0,,0.05748491,{95BA68F9-DB55-4E76-B25D-9003470F5C43},,0.0006460646580542,2.56544553178427e-08
104,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,121.04973918,{19C79B79-7AA9-4909-B979-6B630C4AC260},,0.0385101263554021,5.54815104924689e-05
105,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012141,ORB05,210006,,UNK,40.0,,14.40430293,{33A638E6-8A86-4A36-9D93-F177063CF9B1},,0.0819081143249382,6.52134037846953e-06
106,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012141,ORB05,210006,,UNK,40.0,,3.85737509,{D877760A-6728-4585-A411-9BA95FCC0235},,0.0213743583756209,1.74706048302865e-06
107,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,267.53811006,{CFE9E673-2080-4654-B223-7D316651672B},,0.0511150989207192,0.0001226960502514
108,Dip Spring Pipeline,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,ORORE 0014635,ORB06,210001,,UNK,40.0,,3.45467209,{CE8D78F8-6417-45E0-ACA3-5798B77C1F21},,0.0214132751667862,1.52330702932439e-06
109,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,81.05742541,{8A3506A1-18FC-4224-97F7-0F7378E10724},,0.0278437343448012,3.71645466454002e-05
