OBJECTID,ESMTROW_NM,ESMTROW_TP,ESMTROW_FTR,AUTH_USE,RGT_HOLDER,GRANTOR,ACCESS_ESMTROW,CASEFILE,BLM_ORG_CD,CASETP,LOCAL_ID,COORD_SRC,ACCURACY_FT,EXCL_TP,GIS_ACRES,GLOBALID,CASE_NR,SHAPE_Length,SHAPE_Area
9826,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,41.16682509,{BC8A60B8-8874-4ADD-919D-F0F3381308AA},,0.017325793561865,1.83273689520426e-05
9827,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061096FD,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,40.18504928,{1645421E-3C20-4398-A5CB-D817C34FCC24},,0.0170901195721811,1.78467381858221e-05
9828,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056841PT,ORM00,210003,RWA-M-2000C,CADNSDI,0.0,,121.41281384,{13CFAF56-312B-4E24-9F30-E415ED5692F6},,0.0368984617144609,5.39897325028107e-05
9829,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056842FD,ORM00,281230,RWA-M-2000D,CADNSDI,0.0,,39.88868703,{B3237E03-A6C8-4108-8246-8EDBEE94DA1D},,0.0170802399515087,1.77553905948853e-05
9830,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,667.08908452,{FFF86299-AC85-499E-8647-87645EEA698F},,0.0694907651070893,0.0002964879066121
9831,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,81.68941145,{B38EF32F-251B-444E-AAC4-A97D681402A0},,0.0270812809981123,3.6085634070854e-05
9832,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056842PT,ORM00,210003,RWA-M-2000D,SOURCEL,-1.0,,128.40830662,{09AD7D03-A626-4B67-879E-DC16C3AC1D76},,0.0329764777906969,5.70144942095859e-05
9833,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   061096PT,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,324.57147488,{364253AF-30E3-42E7-B7D0-10FBAF103E9D},,0.0614717972715052,0.0001442887755278
9834,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,648.0132054,{FE02620C-9824-4F38-A720-4A4FFBE2DFE7},,0.068721515384676,0.0002878080408087
9835,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,40.13747712,{5372B77C-696F-43BE-BAE1-4216E05AF50D},,0.0170846584400303,1.78327179245704e-05
9836,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056842FD,ORM00,281230,RWA-M-2000D,CADNSDI,0.0,,78.8294841,{7F7FE5F6-C808-4DAA-BDEE-2147B401A2AE},,0.0265370703827489,3.49771935253111e-05
9837,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,617.23530741,{C5C66B53-4C35-4A82-A1D1-EE504C79010C},,0.0692377440076449,0.0002742743544886
9838,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,372.97522573,{AB8FBFB7-BD1B-4D53-8D29-DA72927CDFBB},,0.06928749403208,0.000165812950495
9839,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,40.69848537,{305250FD-03B3-421F-84EB-04A1F231410A},,0.017133245853495,1.79596125837439e-05
9840,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,302.97713033,{33575AE2-B138-4F26-8DEB-C621775573B6},,0.0497361258716181,0.00013503085504
9841,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,81.39310698,{4E554754-AD8C-43F0-A0CB-27746386C650},,0.0245258690685096,3.61914277392046e-05
9842,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056844PT,ORM00,210003,RWA-M-2000F,CADNSDI,0.0,,281.68382126,{46008218-4540-4F0B-A4B6-EF711BED6379},,0.0684277892460606,0.0001249971572351
9843,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,442.35004415,{A818746B-DADE-4966-9285-DFEEDF96CB44},,0.0826451463375299,0.0001962516450419
9844,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,39.76582767,{50AF07B5-B826-458E-B4A3-835FE26D7621},,0.0169532657255898,1.75787853172432e-05
9845,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   067796FD,ORM00,281230,RWA-M-887,CADNSDI,0.0,,4058.52863484,{AAE1CFB9-7D2E-46EA-8375-FF6B64437067},,0.474611825613311,0.0018075592679397
9846,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,160.83317087,{3E3975AD-B18B-4895-8460-AA947804423B},,0.0341841467581366,7.13695428209638e-05
9847,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,283.73303136,{D33D09C5-157C-4206-989C-FB381149605F},,0.0489115577307363,0.0001263761991382
9848,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   067796FD,ORM00,281230,RWA-M-887,CADNSDI,0.0,,143.20058228,{C76CD31E-94FD-45BA-9F4D-FC81EC8E2415},,0.0322085956962266,6.37471999954941e-05
9849,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056842FD,ORM00,281230,RWA-M-2000D,CADNSDI,0.0,,245.26621597,{16B207A7-9871-42C4-99BA-F87E1B7E48CB},,0.0417929462517568,0.000109009117592
9850,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061095FD,ORM00,281230,RWA-M-1166A,CADNSDI,0.0,,556.16503124,{ED992FE4-FA80-4E25-8722-C8A07CB1AE98},,0.107244129671222,0.0002466133397779
9851,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,1430.7474636,{A94F727E-3EF1-45B4-9194-B766F1532B39},,0.135648274422788,0.0006315682874837
9852,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,80.38375268,{DA92FFAC-D274-463A-B90E-0F138122CF87},,0.0269443444222454,3.56665691537797e-05
9853,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   067796FD,ORM00,281230,RWA-M-887,CADNSDI,0.0,,160.83884993,{2B48F2E4-2EAF-4223-A794-5B7CAB0650AB},,0.0389858049103281,7.14540271161931e-05
9854,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,240.93632647,{0B60B72F-2373-45BA-95D3-8ABD6C91108F},,0.0487538991543921,0.0001071822262713
9855,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,80.0482995,{69693682-E498-4AFE-8098-A2C763870BDF},,0.0267038262865917,3.55103483746e-05
9856,MULTNOMAH PLYWOOD RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   067669PT,ORM00,210003,RWA-M-48,CADNSDI,0.0,,149.18966044,{DF3619DC-7F0E-4F78-B118-EC09A2B415A1},,0.0376909336584688,6.65645743472659e-05
9857,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,1422.56590858,{FD5CD2E5-96F9-4482-98D9-B06D8141C662},,0.143103374793721,0.0006333807960641
9858,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,124.4066639,{6656FAF2-DACC-4756-9FB7-0551BD4FB49D},,0.0347109059945866,5.53774859811967e-05
9859,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,601.38323105,{EBF7AD98-A7E8-483F-9142-E7D1223CB8CB},,0.092461047634049,0.0002667062410746
9860,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,82.5818257,{D2D90AF4-3997-41A6-B201-585504F5D4AD},,0.02697013990804,3.64643557958148e-05
9861,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,172.48683185,{2BFA4FC3-7C93-4C79-8C86-6AB5458CFCB7},,0.0397795261456464,7.67692938157647e-05
9862,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,322.44363548,{2BF4EAC5-F350-4EC0-BDBB-69094F8B224A},,0.0486274757794789,0.0001425274794336
9863,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,40.32234441,{C0C129AA-0BAA-44FB-B7B9-B3E937B2EF0B},,0.0171426225420485,1.78984674008499e-05
9864,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   061096PT,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,80.83388632,{BF14F113-90E0-4881-B6FA-3AB76AB720C0},,0.0244032664396251,3.59121057427352e-05
9865,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,SOURCEL,-1.0,,20.00291398,{282466CF-FC62-41E5-951B-39A430C1A906},,0.0121062406844987,8.82155536865662e-06
9866,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056843PT,ORM00,210003,RWA-M-2000E,CADNSDI,0.0,,40.25749151,{5D4FA201-8577-45A4-B245-6D32A9454715},,0.0171067744972288,1.78829201198202e-05
9867,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,120.66039225,{FDAEB52B-1FAD-4768-9770-2A701BBFEEC3},,0.0316489190276312,5.359362336561e-05
9868,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,245.16968276,{EBC5F7B9-9827-46AC-9E1D-8A7A67441CF4},,0.0593898542501372,0.0001089070871857
9869,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,84.31394875,{E131E410-4275-4875-86D0-3DF1A8624688},,0.024946288488418,3.72290753384732e-05
9870,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056842PT,ORM00,210003,RWA-M-2000D,CADNSDI,0.0,,39.04968096,{AF11C47A-4C59-4C86-B7DF-F2CE8E504959},,0.0168193993237058,1.733058875314e-05
9871,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,38.74650794,{695210BC-3A51-459B-9BA9-672FF579404F},,0.0168035284279483,1.72054546765703e-05
9872,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056844PT,ORM00,210003,RWA-M-2000F,CADNSDI,0.0,,162.67302844,{CB2BC09D-96EB-49D2-B9C7-2385A7AEAAED},,0.034490741908328,7.24467954873752e-05
9873,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,485.26988264,{2158BB5B-F63E-41C8-A1FD-93103E89682F},,0.0682984065341494,0.0002138277503079
9874,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,39.50626735,{EAF221B5-0DAB-4EA1-AFEA-29FCF3FF28F0},,0.0169084903032957,1.74620642915066e-05
9875,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061096FD,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,601.69260397,{F2959B60-1D42-4B54-B461-FF23641FC636},,0.0662174128291365,0.0002675580072415
9876,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,39.76582767,{029CF409-2C63-46F8-BF9A-4F27AFEC3BE0},,0.0169532657255898,1.75787853172432e-05
9877,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,524.07963314,{E192BCE4-F92A-4237-B6D8-FFCA19CA4954},,0.0697432559019846,0.0002331981315184
9878,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,667.16609668,{DF2BD3C3-66E6-4D4E-BBFE-9BB7B2FAA492},,0.0694062767127629,0.0002966035308035
9879,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,SOURCEL,-1.0,,2174.48438602,{C22D1988-43BB-49DA-8212-A2EEF152AE88},,0.195823268502644,0.0009607053021316
9880,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056844FD,ORM00,281230,RWA-M-2000F,CADNSDI,0.0,,357.38547302,{B3FB97F0-C3D8-4371-BAF3-0C7AA77975DB},,0.0612726616406779,0.000158979035669
9881,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,279.73358411,{A80EA411-9A44-41E1-9F67-667B5B4882DA},,0.0536358127310106,0.0001242822037452
9882,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056843PT,ORM00,210003,RWA-M-2000E,CADNSDI,0.0,,160.12054418,{38B89446-CC82-4DEB-A961-9A6965B04816},,0.0413501789113847,7.09014910697642e-05
9883,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,239.60184431,{EFA2EBA7-F41E-4214-8239-1E2E74B3342F},,0.053540496732249,0.0001063517592616
9884,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,3981.32159333,{740E6D65-25B7-4AD2-8227-B219B3AE2110},,0.476375605026922,0.0017731844395093
9885,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,772.62865968,{961166B1-8A6B-40AA-8452-33F00760B21E},,0.13747002286013,0.0003403877186667
9886,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,40.18141963,{0F182C07-E9B3-4FB6-8EC4-3354B28FC232},,0.0251417811720282,1.7729957937434e-05
9887,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,121.22160482,{156227D4-1E57-4F4C-A669-6FD64AA34495},,0.0341589925980338,5.35164777878639e-05
9888,SUPERIOR LUMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056844PT,ORM00,210003,RWA-M-2000F,CADNSDI,0.0,,632.51411201,{244A6FB2-045C-41D7-A5AE-77F114328538},,0.0678596040404527,0.0002812407658049
9889,KEISER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVN,ADMIN,OROR   058507PT,ORM00,281001,RWA-M-1310A,CADNSDI,0.0,,161.37325668,{6229D601-1B32-4FC4-A91E-F43CD88ADAE8},,0.0440568642331449,7.13702415939527e-05
9890,KEISER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVN,ADMIN,OROR   058507PT,ORM00,281001,RWA-M-1310A,CADNSDI,0.0,,224.82891388,{CB7CC24B-80B2-402F-B482-987181D8ECFC},,0.0595094444525969,9.9464019246035e-05
9891,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061096FD,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,648.2528918,{5AB646FA-2098-4EE8-86A8-8E1F137A3DBB},,0.0682936026801045,0.0002882628359436
9892,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   067796PT,ORM00,210003,RWA-M-887,CADNSDI,0.0,,317.72446011,{2E5C3ADB-1BA6-445B-97D8-529E73C2C844},,0.0485647606632545,0.0001415176478669
9893,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,350.76352182,{0729533D-2B35-4931-BA28-785D55422219},,0.0905577931944753,0.0001558240681364
9894,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056843PT,ORM00,210003,RWA-M-2000E,CADNSDI,0.0,,157.45488642,{36A0433C-8C79-4DCE-ADE1-15090EBFF1B3},,0.0438418707368951,7.00036218647583e-05
9895,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056843PT,ORM00,210003,RWA-M-2000E,CADNSDI,0.0,,321.39285271,{1A1AFF07-78A4-4681-B709-1935DA6E7267},,0.0486222126854917,0.0001422871183697
9896,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,626.82547388,{100C33BD-F5E0-4296-A0E7-6C109F2F4BA5},,0.067552848792474,0.000278988262732
9897,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,39.7413757,{95ACB0D6-7643-43F6-8CAC-33FA1D50FFFF},,0.0171568745524911,1.76375071640366e-05
9898,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,641.72267324,{FF53114D-9447-4FEC-BAC6-99DC348DE300},,0.109098116999633,0.0002831155430625
9899,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,1758.62960736,{1F1A4DB6-FE41-4D12-BB19-67E0241A1F5A},,0.187037718655487,0.0007798744606015
9900,B BAR K CASCADE RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   064026FD,ORM00,281230,RWA-M-1310,CADNSDI,0.0,,765.63148402,{64BC3C93-B144-42F1-A5A1-36855C24156E},,0.112376654864281,0.0003390418017065
9901,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056841PT,ORM00,210003,RWA-M-2000C,CADNSDI,0.0,,139.94841595,{EBBBFCC5-B70A-47C8-BD64-E1E5E1863C5B},,0.031765543568324,6.22779242298847e-05
9902,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   067796FD,ORM00,281230,RWA-M-887,CADNSDI,0.0,,155.11539826,{19100945-EF6E-4C1D-AEF9-BA32986B747A},,0.0459112278148093,6.90326949516486e-05
9903,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,640.94115617,{34E11F8A-EB79-4B4D-95AA-968B797F6F4F},,0.0683811170442338,0.0002850109692348
9904,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056841PT,ORM00,210003,RWA-M-2000C,CADNSDI,0.0,,166.37964625,{D11533E9-398B-44D2-ADB9-E0DA24C09881},,0.0348960237655081,7.3920557804389e-05
9905,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,2037.10537544,{35F104B0-A9B0-4830-957B-B1A4145D6471},,0.243647704890498,0.0009034070860255
9906,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,119.61678771,{9B2BF4D6-FD51-48F3-929C-4202841DCC2C},,0.0340281605853093,5.31006513041167e-05
9907,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   048747FD,ORM00,281230,RWA-M-660,CADNSDI,0.0,,79.30618715,{992D9B49-A912-40FE-B0EE-FAFEF618454B},,0.0241634037283442,3.51741380887838e-05
9908,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,622.28139441,{9CFA1F38-CC3A-47E2-AD94-085709D0357F},,0.0674309526655078,0.0002761991757927
9909,PERPETUA FOREST RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061096FD,ORM00,281230,RWA-M-2000EA,CADNSDI,0.0,,20.01527711,{AE488925-56C0-4ED1-96D3-1BE4789F279F},,0.0121461830955378,8.89337672456085e-06
9910,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,497.35928575,{02E53973-3D87-4859-B4E0-8CCF0C68D6E5},,0.0723966176097767,0.000219183015109
9911,SILVER BUTTE TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056841FD,ORM00,281210,RWA-M-2000C,CADNSDI,0.0,,640.93014021,{58C39BF2-98F5-4C9D-8F9E-3C8781F2D77F},,0.0683645909336992,0.0002848724450331
9912,COAST RANGE RESOURCES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056842PT,ORM00,210003,RWA-M-2000D,CADNSDI,0.0,,235.77897927,{32816409-DB98-431A-B5DF-A2E08449D773},,0.0411274616507997,0.0001051069786527
9913,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,80.05954665,{4801EDF2-B3CA-42EB-8393-6AA490B9FA93},,0.024308285154692,3.53171156170292e-05
9914,BROWN RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVN,ADMIN,OROR   056809PT,ORM00,210003,RWA-M-1006G,CADNSDI,0.0,,157.50372475,{F5042B52-DD85-49F0-B2B7-7844E4E1DE0F},,0.0383422109629215,6.94793467002659e-05
9915,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,4593.05708261,{7B4C9E51-997D-4784-BDA0-017330F01B78},,0.248869825059861,0.0020440710812134
9916,MEDFORD CORPORATION RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   067796PT,ORM00,210003,RWA-M-887,CADNSDI,0.0,,239.98750479,{23642176-BCCB-43B6-BD4E-024224549475},,0.0512350009635546,0.0001069105491432
9917,TRISTAR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   048747PT,ORM00,210003,RWA-M-660,CADNSDI,0.0,,323.89711807,{AE310326-29F7-49D4-BF46-C03E15C7CE42},,0.054598001445463,0.0001427673236888
9918,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   056843PT,ORM00,210003,RWA-M-2000E,SOURCEL,-1.0,,533.85832487,{D2342973-0F19-4597-A1EB-C777BA7F1D3D},,0.0914665788970399,0.0002360947097109
9919,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,CADNSDI,0.0,,40.09878603,{8AFC2AD9-D2CD-4FF8-8CE6-B75293EB06B0},,0.017076650692209,1.78154954071582e-05
9920,INDIAN HILL RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   056843FD,ORM00,281230,RWA-M-2000E,SOURCEL,-1.0,,1668.23397253,{E2F18CBA-6BD9-4BA4-AF3C-A0507F338BF4},,0.16529380697204,0.0007422103441232
