OBJECTID,YEAR,LINE861330,FRAME861330,MODEL861330,CAN_NBR861330,FLGTDATE861330,SCALE861330,PRINTSAVAIL,SHAPEAREA,SHAPELEN
221,1986,95,17,95017,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38864514.8838586,25585.0982911503
222,1986,95,18,95018,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37855321.4660969,25391.7762205449
223,1986,95,19,95019,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38494010.6837945,25612.7764102892
224,1986,95,20,95020,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44215020.4003539,27058.8200267744
225,1986,95,21,95021,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38019331.1914875,25536.5825360732
226,1986,95,22,95022,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42238519.2634016,26608.410053043
227,1986,95,23,95023,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40423746.6649688,26176.0582874586
228,1986,95,24,95024,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40956904.0289422,26326.6488151658
229,1986,95,25,95025,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41921819.5781219,26587.9295337174
230,1986,95,26,95026,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46004762.0357172,27610.6411885865
231,1986,95,27,95027,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44510025.8292102,27248.5964221068
232,1986,95,28,95028,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40970057.8939961,26350.7229273444
233,1986,95,30,95030,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38716377.5150117,25594.1902901644
234,1986,94,28,94028,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42064537.0743399,26501.1356859576
235,1986,94,27,94027,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,45747420.3789024,27380.1771766739
236,1986,94,26,94026,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40429534.9051953,26052.1694145311
237,1986,94,25,94025,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38520118.5610773,25638.6590384186
238,1986,94,24,94024,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41612133.439268,26515.6626423403
239,1986,94,23,94023,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41612290.0269508,26643.4977302538
240,1986,94,22,94022,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42437163.1978352,26973.2242332152
241,1986,94,21,94021,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39239136.939607,26344.4562956754
242,1986,94,20,94020,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43977705.2778227,27543.5266362911
243,1986,94,19,94019,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40894772.5095031,26937.7456818529
244,1986,94,18,94018,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43056645.3915039,27505.3489654189
245,1986,94,17,94017,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43856513.9779969,27677.8208685746
246,1986,94,16,94016,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41189322.1579438,27012.0473067776
247,1986,94,15,94015,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43584091.6488258,27479.1007242089
248,1986,94,14,94014,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43340264.1007133,27336.035860097
249,1986,94,13,94013,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41719116.5204133,26874.067583641
250,1986,94,12,94012,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43006699.1894711,27099.0596610407
251,1986,94,11,94011,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43298332.7311484,27111.1877697227
252,1986,94,10,94010,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43122959.3808125,27108.6212701401
253,1986,94,9,94009,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43512741.8421633,27352.5747692969
254,1986,94,8,94008,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41640037.9643188,27097.7474638629
255,1986,94,7,94007,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44698088.0657,27953.376320951
256,1986,94,6,94006,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,45556485.0712,28296.714991217
257,1986,94,5,94005,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43428545.9910414,27983.526134228
258,1986,94,4,94004,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46666059.9709563,28793.776836461
259,1986,94,3,94003,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,49894785.3170828,29548.6736915496
260,1986,94,2,94002,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,45658787.0765812,28703.2811104181
261,1986,93,1,93001,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,79944461.5163867,36613.1875323449
262,1986,93,2,93002,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,35332578.6083172,24195.6595629877
263,1986,93,3,93003,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38517137.9085117,25112.773756583
264,1986,93,4,93004,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,32266226.585875,23409.0705797904
265,1986,93,5,93005,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,35643567.5914969,24467.1537609794
266,1986,93,6,93006,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,36304485.4730969,24816.6141859029
267,1986,93,7,93007,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37703432.8019219,25363.7567658879
268,1986,93,8,93008,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41042149.7157336,26367.5579672281
269,1986,93,9,93009,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42139212.6494125,26804.0975981642
270,1986,93,10,93010,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40310478.0228641,26538.6505349856
271,1986,93,11,93011,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44792656.6026742,27620.1783274691
272,1986,93,12,93012,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41345342.3715305,26778.0890355395
273,1986,93,13,93013,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42122971.2160578,26892.9554448424
274,1986,93,14,93014,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41174429.1620156,26592.5092992755
275,1986,93,15,93015,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40626610.6992898,26396.3177402906
276,1986,93,16,93016,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39700082.0957703,26101.8024621023
277,1986,93,17,93017,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37374682.731218,25468.4453258701
278,1986,93,18,93018,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40271070.8509828,26126.4593614665
279,1986,93,19,93019,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39068503.768768,25799.7393424931
280,1986,93,20,93020,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41683614.5229078,26386.0657990895
281,1986,93,21,93021,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37637489.5835141,25301.8252178403
282,1986,93,22,93022,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38673800.5960289,25519.2917109392
283,1986,93,23,93023,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41185194.9724086,26183.8443661313
284,1986,93,24,93024,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37947351.0868633,25379.3041540298
285,1986,93,25,93025,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40001076.1412461,25991.5098102147
286,1986,93,26,93026,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41035350.753343,26290.1444290193
287,1986,93,28,93028,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38678942.2352109,25612.353777674
288,1986,92,1,92001,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,103259435.848611,40870.5183276498
289,1986,92,2,92002,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42058361.2937438,27525.626881423
290,1986,92,3,92003,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46331059.6376578,28447.3285602693
291,1986,92,4,92004,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42446929.7593828,27414.2395616315
292,1986,92,5,92005,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44367623.4034719,27705.9437069884
293,1986,92,6,92006,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43087475.5569336,27245.6352113286
294,1986,92,7,92007,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41166654.5868547,26752.6370530794
295,1986,92,8,92008,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44504216.9135117,27515.1108124904
296,1986,92,9,92009,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43297454.9460531,27219.684545962
297,1986,92,10,92010,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42407546.9165625,27013.876036482
298,1986,92,11,92011,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43338069.5386133,27251.049720083
299,1986,92,12,92012,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43677236.3554867,27365.1397807633
300,1986,92,13,92013,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44063907.6117828,27520.1667650035
301,1986,92,14,92014,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42177247.106593,27163.3417093476
302,1986,92,15,92015,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42433699.1266211,27295.0149296205
303,1986,92,16,92016,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43090778.7791008,27500.6416197007
304,1986,92,17,92017,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,43129527.0770719,27529.4174098689
305,1986,92,18,92018,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40940795.8654195,27123.7804363079
306,1986,92,19,92019,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,48895493.1003125,28949.836112914
307,1986,92,20,92020,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46392125.7369047,28500.3102278933
308,1986,92,21,92021,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44383284.9970766,28109.5656949719
309,1986,92,22,92022,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,50443429.6567672,29459.6026633031
310,1986,92,23,92023,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,48648585.512132,29045.2044008252
311,1986,92,24,92024,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46371932.4818484,28493.1526273237
312,1986,92,25,92025,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,48209695.4305789,28781.6787412597
313,1986,92,27,92027,17,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44121504.9145437,27642.9537707319
314,1986,91,1,91001,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,107466354.74447,41571.4884164844
315,1986,91,2,91002,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41779758.7359273,27159.2236914013
316,1986,91,3,91003,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40491516.4846477,26626.6742737969
317,1986,91,4,91004,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41418399.6902328,26616.5898639381
318,1986,91,5,91005,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38437013.8911094,25681.6049501521
319,1986,91,6,91006,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,34647885.518182,24604.0695702771
320,1986,91,7,91007,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40993070.5731258,26143.4745016707
321,1986,91,8,91008,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39895952.2237555,25805.1684590319
322,1986,91,9,91009,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,34037114.1299977,24208.7287132131
323,1986,91,10,91010,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,37394776.7563523,25026.5064236357
324,1986,91,11,91011,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,36135991.7701023,24686.0920867897
325,1986,91,12,91012,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,36443276.0304727,24762.4440096594
326,1986,91,14,91014,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,36515044.3532789,24791.1045776165
327,1986,90,1,90001,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,99987986.1901328,40554.7224330358
328,1986,90,2,90002,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39391324.7630211,26426.9330354352
329,1986,90,3,90003,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,46189455.1298414,28071.5925370379
330,1986,90,4,90004,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41357784.3286844,27025.7250623588
331,1986,90,5,90005,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41444686.9524727,27003.3825552753
332,1986,90,6,90006,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,44040448.6919516,27559.8881171731
333,1986,90,7,90007,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40773759.9985125,26797.0458018587
334,1986,90,8,90008,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,45505862.214457,27856.2985504166
335,1986,90,9,90009,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41569928.5648172,26883.8638781995
336,1986,90,10,90010,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39007449.1733578,26238.3534019656
337,1986,89,1,89001,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,101452644.539245,40807.2055883166
338,1986,89,2,89002,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40306995.5410609,26319.0645763052
339,1986,89,3,89003,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,40742653.9427539,26256.290802876
340,1986,89,4,89004,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,38449813.04845,25606.2653595075
341,1986,89,5,89005,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39019054.2999891,25678.80598122
342,1986,89,6,89006,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,35893044.1776422,24842.2864455568
343,1986,88,1,88001,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,102798383.762304,40895.3129627806
344,1986,88,2,88002,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,41935889.5129391,27238.2930473432
345,1986,88,3,88003,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,42607441.9022805,27438.9478468125
346,1986,88,5,88005,16,1986/03/22 00:00:00+00,1 in.=1330 ft.,NO,39888150.6346242,26864.4261125166
