OBJECTID,DONUT,WETLANDS,ATTRIBUTE,DECODE,HGM_CODE,NAME,WETLAND_NAME,WETLAND_REPORT,CATEGORY,SOURCE,P_AREA,SHAPE_Length,SHAPE_Area
1,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,633.51548486,222.336672238547,633.514290133029
2,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1784.34850137,206.303241720524,1784.35187114937
3,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,17733.4124075,615.134289950641,17733.4182496536
4,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1034.03925432,226.940729724886,1034.03440813513
5,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,3058.11304261,244.452634286181,3058.11510986068
6,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,888.89083278,188.665211412124,888.897055346092
7,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,2568.88576423,536.888234842325,2568.90057243763
8,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,788.14630088,175.83108105353,788.136735187031
9,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,6256.29581991,441.811171516895,6256.29620449936
10,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,193840.9812298,4546.94889577819,193840.935558138
11,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1820.79836227,272.064827804465,1820.79040922874
12,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,16051.0416162,669.640613063554,16051.0420605665
13,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,1439.70241762,161.36320382817,1439.69247359053
14,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,1181.31412986,148.607380579022,1181.31710646965
15,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,693.15849636,242.562767806675,693.157832371436
16,,,PFO/SSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2279.53745863,573.866022328702,2279.54660394313
17,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2678.13389667,272.037539006429,2678.14652174938
18,,,PEM/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,12185.06299277,711.708590309438,12185.0468768693
19,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,8589.93583193,415.887591382974,8589.94838501357
20,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,920.22624295,204.163277361902,920.230924048378
21,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2654.30613929,232.713580935771,2654.29820664711
22,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,1388.03024467,183.312955036934,1388.03551450977
23,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1813.61484296,308.640097058109,1813.618340849
24,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2581.01799904,246.43386070655,2581.02287724724
25,,,PEMCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,7526.44230636,462.784755951038,7526.44361392807
26,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,604.98223803,89.6215860566891,604.983745138213
27,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2847.05978948,307.40612153041,2847.06173811483
28,,,PSSAh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,851.19347531,119.598059393787,851.190580507297
29,,,L2UBHh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,819.94274129,178.784736273957,819.939957623315
30,,,PFOAh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,1671.10503149,203.660006474944,1671.10532106433
31,,,PEMCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,3594.58048743,235.088861930927,3594.58206193849
32,,,PFOCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,395942.44925829,5267.0253006912,395942.435278169
33,,,PSSFh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,12253.05005495,432.174076638744,12253.0734014273
34,,,PSSFh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,3972.08031284,280.600390987805,3972.08516505385
35,,,PSSAh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,13286.92848742,484.249582777815,13286.9250818396
36,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1890.47101215,187.631648655849,1890.4715014819
37,,,PEM/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,651.95888158,140.970240836896,651.960634415997
38,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,4103.48795412,347.866773566269,4103.4931486546
39,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,4444.89622815,682.548764857158,4444.88910644356
40,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,16066.09461311,697.825942458746,16066.0954647119
41,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,670.33801955,101.254593822786,670.338672578188
42,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,651.03600588,97.9573935021924,651.036832930034
43,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,42721.78906967,2440.16330210881,42721.8054406757
44,,,PEM/SSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,6132.49969519,339.753227548908,6132.50757198684
45,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,7544.00207531,557.255155695471,7543.99637254557
46,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1746.75304979,384.588780975885,1746.75297671581
47,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,870.97161032,155.479878550884,870.97043470227
48,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,10902.38687867,527.863349829844,10902.400322727
49,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6179.02207736,457.249285055518,6179.02566459326
50,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1313.8989151,170.276171510489,1313.90178767597
51,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2024.22098734,246.703939831589,2024.23511439781
52,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,705.21380781,109.011805334055,705.21169303254
53,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5550.1039444,401.452693527307,5550.11159915303
54,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1924.62348133,280.959751610172,1924.62095508045
55,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,4442.50061003,620.926004778191,4442.50557241884
56,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,7867.22899669,363.445948569667,7867.23995936814
57,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,19037.99059694,876.400728108468,19037.9905810613
58,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,50974.85223324,1422.55321031267,50974.8236554656
59,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,10550.075512,389.757881905219,10550.0817808861
60,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1359.56704247,178.625951147499,1359.56811590987
61,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,12343.36330121,414.085630515124,12343.3735294112
62,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,16966.41546491,695.425549708927,16966.4275407449
63,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,47180.69964985,1519.72738703326,47180.7213013456
64,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,2886.69859843,337.578520804735,2886.70325772377
65,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,6520.67821805,501.545875106008,6520.66119640341
66,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,5696.70601949,581.616829344887,5696.73625809108
67,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2534.07941576,307.008212615859,2534.09077452946
68,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,32682.45035387,2001.52211315531,32682.4524069615
69,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,180584.24337436,3368.87234186169,180584.259601968
70,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1574.36648075,196.614170939198,1574.36560067075
71,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,14643.59896183,2117.95146925719,14643.6412558959
72,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,17736.96968095,2408.76089937163,17736.9452255525
73,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,8162.75087671,665.326703694895,8162.7490562741
74,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,886.46904106,236.510522731949,886.463230847519
75,,,PFO/EMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2243.79179924,231.467518458321,2243.79503919248
76,,,PFO/EMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2831.89261639,288.261059988234,2831.89681774331
77,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,120558.53691494,3043.25230279601,120558.544447872
78,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,12927.98293729,1756.58350990465,12927.9690812446
79,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6648.48890335,366.666565062525,6648.47818984094
80,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,954.5945329,114.839159905541,954.595805836287
81,,,PEM/FOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F3A,,,,,,5756.55093733,334.012267833062,5756.54705403252
82,,,PEM/FOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F3A,,,,,,2798.90806402,352.218901338185,2798.91873248894
83,,,PFOCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,8179.3274144,412.476378233371,8179.32905574763
84,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F3A,,,,,,687.49669165,109.920702288463,687.50242236252
85,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5371.95735317,578.372482405319,5371.94348865232
86,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2274.36631278,511.957126964985,2274.36281484999
87,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4135.78795127,609.24696353866,4135.81653407451
88,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2273.39188138,510.523159839286,2273.37985119362
89,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,4056.59973033,1037.54716983211,4056.60528180644
90,,,PEM/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1354.80729961,277.586386679034,1354.8039647074
91,,,PEM/FOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F3A,,,,,,13479.71300007,657.40025016666,13479.7107514543
92,,,L2USCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,5949.09566291,457.337521038374,5949.08970293304
93,,,PSSCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,9261.05642899,561.492663568529,9261.05592636276
94,,,PFOCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,27237.41631832,901.598849063797,27237.4182269208
95,,,PSSCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,11796.74444357,1008.44627259774,11796.7378859917
96,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2091.77560831,260.537329605302,2091.76741197661
97,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,8594.0057637,468.405480362412,8594.00045459867
98,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,610.93220101,114.818943558252,610.930468289706
99,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,946.96559716,136.321387361381,946.965414950375
100,,,PSS/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,29007.93151871,1147.3227753698,29007.9388331753
101,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,7604.32543108,368.178183102888,7604.32938410043
102,,,PEMFx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,19202.19695557,648.380210489303,19202.2034924763
103,,,PSS/FOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,30766.68968705,1458.50408385223,30766.6886849361
104,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2429.07207543,216.143804707165,2429.07428504711
105,,,PEM/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,630.40948722,113.463963111167,630.412145849981
106,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,724.8982755,100.258927872516,724.90013242733
107,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,12681.74686454,920.855645239127,12681.7539604756
108,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5648.73365302,471.934701910452,5648.74459279975
109,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2756.57081132,193.046858746319,2756.57184016937
110,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,651.50004371,114.417106174937,651.501876464803
111,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,606.76181447,113.829752373587,606.763412142544
112,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,728.6545182,102.637196745321,728.654662415398
113,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,781.38337502,104.347311797484,781.38867353495
114,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3561.55908699,294.887621993965,3561.56295242971
115,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4688.00899951,379.016877240673,4687.99989162929
116,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,853.93659538,351.810443772643,853.951761372572
117,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1757.01206522,712.128051749291,1757.00486906472
118,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,974.16263958,403.712552089082,974.152139993508
119,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3436.03927545,316.662614546009,3436.04499618983
120,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,2807.09126003,323.597301218573,2807.08789546642
121,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,26127.06073136,849.107963650182,26127.0567146872
122,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,9050.05840357,424.796774284461,9050.06413828469
123,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2B,,,,,,41037.67726795,1006.02505026789,41037.6742849901
124,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,12573.31401588,1822.62869457651,12573.3423646307
125,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2B,,,,,,18391.16357654,1543.96623660615,18391.1549536627
126,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,49429.46761416,1569.62723832608,49429.4499278383
127,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,2128.67084026,481.906240102239,2128.66131589498
128,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,1062.30156291,205.76598531554,1062.30766043195
129,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,5421.64283641,800.763295843406,5421.64372448085
130,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2284.61791439,313.287086063987,2284.61809338245
131,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1151.20481612,165.565302860109,1151.19923456638
132,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,12736.16056484,985.136247465234,12736.1716495047
133,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,2787.95781593,243.86085186214,2787.95570467276
134,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,2774.84540065,268.544859181557,2774.84629585852
135,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,2705.39175846,348.976194570858,2705.39262994729
136,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,4026.91354093,299.619385299739,4026.91918579692
137,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,5218.96497005,381.978701224036,5218.96638671146
138,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,10902.56779954,929.999393345743,10902.5669353964
139,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,7468.10140417,724.420279450292,7468.10755039725
140,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,651.07763982,95.4280772440427,651.077021723208
141,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,9432.77204503,451.984200600068,9432.77384018923
142,,,L2UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,4161.17130832,363.823142693832,4161.18230243001
143,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,4606.32875538,374.674066858998,4606.32988937104
144,,,L2UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,4136.11914643,358.047782343433,4136.12567249009
145,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,8542.15891985,511.79749359196,8542.17123292623
146,,,L2ABH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,1476.19496451,146.696654082867,1476.19151056797
147,,,L2UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,1235.61637433,157.259021812167,1235.61414509115
148,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,2371.69730903,727.983119486245,2371.70883843767
149,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,32361.16129895,4396.45156157816,32361.173906348
150,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,5278.18862629,973.736746134333,5278.19208339569
151,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,8450.73436718,586.63846644227,8450.73150932469
152,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,1522.49778346,403.604214268514,1522.50754614562
153,,,PUSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,1608.11668315,179.969422439548,1608.11853039096
154,,,PUBFx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,14846.42767728,738.343729883124,14846.4194923785
155,,,PEM/SSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,24668.20372778,1576.28801610549,24668.2176032446
156,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,11340.57926099,922.776675010383,11340.5368093464
157,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,22712.74738381,1055.92386320602,22712.7726042429
158,,,PFO/EMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,10830.28810835,896.81190054219,10830.282654113
159,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4671.41609018,1181.7174766041,4671.41828166718
160,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,27003.52468055,1438.95870857235,27003.5071138688
161,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,51730.35495443,1465.34273387307,51730.362268376
162,,,PUBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2B,,,,,,2403.23447239,288.916358834421,2403.23992698218
163,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,14185.55849964,861.412484666584,14185.5605742156
164,,,PEMF,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2B,,,,,,692.67545126,151.238925117731,692.666876017383
165,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,17375.00842216,901.403949877584,17374.9943928634
166,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1085.23124201,124.878424303698,1085.23352251704
167,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,13660.5524153,899.00931841274,13660.5568306392
168,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,18051.78437501,575.734653083006,18051.7820819763
169,,,PUBKrx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,4073.05945842,266.248738421962,4073.05347242767
170,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1262.20188838,138.054086047419,1262.20231776266
171,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,83104.67197591,2514.17455944274,83104.6745199429
172,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5915.83475823,1107.20655108332,5915.83862789982
173,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,16190.23580494,1145.65270799878,16190.2313437797
174,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,22802.49465383,1065.76993630451,22802.4895222207
175,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,10394.90959966,1834.77671536192,10394.8972100454
176,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,21396.16486412,2435.7217384576,21396.1694947668
177,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,2002.93431216,176.93419690036,2002.92704102653
178,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,18652.79840235,2527.90734487901,18652.7728170425
179,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,112225.30234898,3592.90269388708,112225.319344424
180,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,1412.91182833,390.17001275126,1412.90898748211
181,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,2475.57723357,194.438384791641,2475.57988001779
182,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,2175.42572446,195.19302391007,2175.42972197328
183,,,PSS/EMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,1328.76578679,446.274425517171,1328.76896130102
184,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,1644.97569169,158.05742356404,1644.97087130854
185,,,PEM/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,992.93226117,398.386809414421,992.914495355231
186,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1208.09185301,192.074036069177,1208.09699860284
187,,,PEM/SSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,29406.26190456,3093.39648314373,29406.271780376
188,,,PUBFx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,5069.34352081,358.262583701288,5069.33838448602
189,,,PSS/FOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2622.08100123,270.651055770582,2622.08736884669
190,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,12604.08369476,1717.15157264281,12604.080117297
191,,,PUSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,3753.00211114,314.895177706873,3753.00399774584
