OBJECTID,DONUT,WETLANDS,ATTRIBUTE,DECODE,HGM_CODE,NAME,WETLAND_NAME,WETLAND_REPORT,CATEGORY,SOURCE,P_AREA,SHAPE_Length,SHAPE_Area
843,,,PEMFx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,608.92883608,103.972282842127,608.93154515132
844,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,631.27199377,96.3488094316873,631.27008534469
845,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,3757.05168166,478.184434565045,3757.03320719995
846,,,PSS/EMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,4583.28441141,493.990757873785,4583.28673115933
847,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1337.12572737,456.342263998701,1337.13285292847
848,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,619.85898788,115.729062432189,619.854748207899
849,,,PSSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,15229.73295246,1330.45632020979,15229.7258756626
850,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,11958.78924226,1620.96539128284,11958.8085921945
851,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2843.65376825,407.101681703256,2843.64778689844
852,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1336.92714402,422.577255751055,1336.93599187423
853,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,25638.91413771,1176.12648305911,25638.9342442353
854,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3430.28856941,1062.37193668148,3430.28913672635
855,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,747.34323916,138.582295855014,747.33699309592
856,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,27792.96817051,3187.0144638011,27792.9702681176
857,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2619.24437894,330.844128834079,2619.23486313737
858,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3141.85124718,478.898908297971,3141.86402899241
859,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,621.92625453,176.285367864905,621.927888612491
860,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,15149.98765311,968.192089843278,15149.9877840077
861,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,22212.85086769,1571.35446168984,22212.8282486144
862,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,30207.46542788,4611.71688749251,30207.4536920933
863,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,45140.33129785,9180.64198432239,45140.381322642
864,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,639.17553715,177.894766028142,639.191953298257
865,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,696.21858618,158.590574517577,696.222057009121
866,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,709.46285049,162.023694271665,709.451914539297
867,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1168.65542387,368.188841357586,1168.68169494788
868,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2334.57169704,336.096654917326,2334.56658708923
869,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,712.34899093,188.184183090997,712.34956675516
870,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,25059.42955576,3364.84134762353,25059.4247537188
871,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,974.6272295,154.177506301048,974.626926496371
872,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,31418.87229765,3845.67814630283,31418.9377771164
873,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,25435.00007096,7731.75686127266,25434.9177205623
874,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,7126.8335764,1105.30456778113,7126.84178950188
875,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1706.54069447,587.37126521438,1706.53207237814
876,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2461.46565393,352.153633640842,2461.46409742413
877,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5345.41861314,737.322215917212,5345.41698021283
878,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,7949.45247092,1087.04290962,7949.45569494646
879,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,24383.21301687,3742.2244490041,24383.1938761318
880,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,24421.46197453,3749.07517498842,24421.4765779913
881,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,18030.50587211,1067.839876363,18030.5019776215
882,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,6098.13083396,837.280485328122,6098.13077009548
883,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4051.76382101,522.578752126254,4051.77615197826
884,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,11728.25046721,605.251014412162,11728.2417433176
885,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,10665.87084455,1029.04291117196,10665.8540515107
886,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,14590.96014251,1967.98898289914,14590.9702512718
887,,,PEMAh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,8697.86733738,892.765351133663,8697.84536706394
888,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,7212.2738104,635.134607597459,7212.26467240005
889,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,7499.22474909,1024.44922273484,7499.21304319839
890,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,10057.19665854,960.093800485685,10057.1938248865
891,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,18741.6608346,2526.75989100339,18741.6619625791
892,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,24636.66976281,1134.37616992553,24636.6669581926
893,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2941.72288663,416.743140856353,2941.72201634683
894,,,L2USCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,14480.73955039,951.263994268931,14480.7469848209
895,,,L2USAh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,829.52096279,129.178178002138,829.52112858806
896,,,PEMCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,1815.8105056,244.084105748477,1815.8038725487
897,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1451.33022615,242.559121507837,1451.3355406149
898,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,16390.82787935,583.191229540697,16390.8203692575
899,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,29901.14772788,725.255276983576,29901.1282003591
900,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,635.89972618,101.127013100384,635.900621951734
901,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,14276.51748279,1926.42963690112,14276.5378787921
902,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,847.48633552,135.844478755381,847.487465409934
903,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,123903.46772061,2795.35210935145,123903.416992718
904,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,54246.16621508,7298.32053960403,54246.1429031629
905,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,19719.45055666,6009.08271459572,19719.4458448102
906,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,20021.65393161,6119.54857651616,20021.6647048617
907,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,624.50734795,96.6898643058799,624.500762926038
908,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3398.84229737,405.718017336342,3398.85238378616
909,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2335.17284608,336.515634672582,2335.15725656724
910,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5305.44710249,739.794623774139,5305.44158651138
911,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,7870.37353297,665.009032582313,7870.37028789177
912,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1279.14538813,334.711654672122,1279.14506873224
913,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,221933.69913637,9468.23386170838,221933.54511144
914,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,22665.72701963,1052.27498714145,22665.7211565877
915,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,80647.92572984,10791.6810240652,80647.8393519776
916,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,982.62585861,263.383424961514,982.613822427115
917,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1820.30772778,256.808758790225,1820.31345359534
918,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,952.61592474,331.634858188907,952.604383683388
919,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,291.91359544,100.687195687553,291.917712348526
920,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,637.47539391,175.34215495667,637.473608346378
921,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,686.05353645,135.63694965134,686.053776862994
922,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,625.16885578,204.790494199336,625.152511817259
923,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,935.94121516,299.045077301086,935.947487365265
924,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,637.59778271,165.364018715115,637.59749028677
925,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,260.18603644,90.4757336725868,260.18347877338
926,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,616.43097068,198.638952387572,616.432412366028
927,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,635.64110998,190.085528151274,635.646857686112
928,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3861.89855879,793.184312371072,3861.89743701516
929,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1512.49739371,218.744789582626,1512.50564564553
930,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6209.94606023,606.535399093686,6209.97070308733
931,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,5123.52279284,801.279239359338,5123.53239206561
932,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,7759.52681439,1586.60369718712,7759.51040126127
933,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,10355.5285457,1319.4453233223,10355.5669611087
934,,,PFOCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,14714.7826935,790.19528848114,14714.7749876573
935,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1291.18131076,219.452873164969,1291.18923852721
936,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2501.16032745,353.533692867215,2501.16791135464
937,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1516.29538281,250.948527578495,1516.29798256847
938,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,602.08704916,112.063650348095,602.087141270777
939,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1092.72230038,187.193501821346,1092.72745778922
940,,,L2UBHh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,14118.3344538,1459.93692871974,14118.3333142554
941,,,PSSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,8659.94576291,1205.35336560231,8659.93454960758
942,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5026.15663274,692.109627540524,5026.16326262404
943,,, , , ,,,,,,14187.71593805,692.516891964987,14187.7241027136
944,,,PUBKrx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,3685.02348322,215.199794001541,3685.02310034025
945,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1751.49625771,292.231422625457,1751.5043261567
946,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,13928.30946422,1887.37124099551,13928.3258120132
947,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,6045.07934295,1855.50443458177,6045.05971960294
948,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5945.54092479,1813.85786578823,5945.54950932384
949,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,17287.64846673,2331.36621082419,17287.6980008788
950,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,21004.62243162,2826.39775491262,21004.6285606031
951,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,3581.39444083,547.193730500915,3581.41130944912
952,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,51299.51455555,1177.38563510799,51299.4977024836
953,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,848.54850178,190.441991523905,848.52556627799
954,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,905.69480717,200.90511142824,905.68826038139
955,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,20859.22860639,3127.72848648453,20859.2523799366
956,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,11706.1389579,1588.49751278778,11706.1513673098
957,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5383.69572876,742.884930176865,5383.69545339359
958,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,22336.23862865,3006.52192825871,22336.192037888
959,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3855.97130034,539.10408553572,3855.95256197518
960,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,4910.54277088,975.716954154021,4910.56680279677
961,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,13942.49460534,846.45895128885,13942.5042414867
962,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,660.55393873,339.321312750401,660.565023789271
963,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3834.96312482,540.817461917957,3834.96386735827
964,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2542.74130072,365.810255397635,2542.74920049329
965,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,3326.06369925,253.595865947023,3326.05591149673
966,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,748.0026963,124.100993685691,748.005533614301
967,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,631.43896077,314.659809533191,631.430773244251
968,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2751.70298102,222.942268667927,2751.70593944616
969,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,801.71035037,204.351355349859,801.707985776145
970,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,722.41788249,190.438898939033,722.417969345587
971,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1403.74849382,211.236001131147,1403.75010146956
972,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1099.51767753,170.801914787625,1099.51508000581
973,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2255.89356165,324.84366326244,2255.90181074991
974,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3368.45317425,473.978575394039,3368.44714048971
975,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1866.37238314,760.217703650729,1866.35694366612
976,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2612.16416802,1059.86360933365,2612.16095271401
977,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5251.28373121,724.710488645947,5251.30017247632
978,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,3471.77278042,280.399936932257,3471.76318079005
979,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,15157.35488354,2331.28984120487,15157.3188585989
980,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,15181.48847691,2333.91441819552,15181.4870123842
981,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,616.0318351,102.879823780911,616.029233189682
982,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,36139.07981934,4846.02750437449,36139.0679366456
983,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,7862.89757977,3170.1892626725,7862.94186721768
984,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2B,,,,,,2857.4187983,315.750702944056,2857.42516300862
985,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2B,,,,,,58084.8145868,3547.95225781757,58084.7616203951
986,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2B,,,,,,44465.82489936,2070.83314439517,44465.8852495394
987,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,5875.4789222,764.95614774756,5875.44475908181
988,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,12087.49627963,836.00081761063,12087.4933870335
989,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3533.52276673,476.578898274928,3533.50228076595
990,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,16740.38736542,2023.59487696571,16740.3654719916
991,,,L2USC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,653.92339908,120.518845131977,653.924413082682
992,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,599.25602581,103.265165052012,599.260116920481
993,,,L2UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,2687.61174449,446.162969296328,2687.60954085861
994,,,PSSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,841.79541666,140.767513399319,841.800723841148
995,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,999.13943953,183.211022262361,999.141872834192
996,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,1153.76703415,472.720329584331,1153.7641363697
997,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,45378.24975338,1621.95728341019,45378.2337779968
998,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,76944.25671909,1976.40272554063,76944.2366720039
999,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,49590.88598355,1632.51657515866,49590.8895613744
1000,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,48478.15335673,1663.63156067618,48478.1458806188
1001,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,55989.36489395,2368.77668328091,55989.3345470444
1002,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,21236.61423903,1189.18275669323,21236.6180339437
1003,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,84776.01268272,2274.59090540035,84776.0226204156
1004,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1375.50133458,206.813090424896,1375.50197297641
1005,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2967.42462856,420.557329315401,2967.42874509033
1006,,,PEMA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1430.53772373,245.234949502721,1430.53290406454
1007,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4164.91422746,727.267852221997,4164.91583403727
1008,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,44025.3250645,29361.6938170838,44025.1641101726
1009,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,4366.47855934,538.103240596433,4366.48222855083
1010,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,11462.08951709,1415.45301886526,11462.0763112383
1011,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,861.18247214,237.971853388633,861.183877277918
1012,,,PFO/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,4246.48980054,309.858701334761,4246.48497190461
1013,,,PFO/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,1898.09274018,221.06553681755,1898.08994300862
1014,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,9130.28469315,2790.19939051309,9130.2566366741
1015,,,PEM/FOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,624.67898064,104.761650256669,624.681594541952
1016,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,57740.10452321,7040.32635916914,57740.1601438491
1017,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,36488.7056131,11184.4780435982,36488.6987398465
1018,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,10615.96025153,1441.66829701429,10615.9819370897
1019,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5703.31891198,611.876519929082,5703.32690160678
1020,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,624.11415097,207.717355895486,624.116545129335
1021,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,949.90601811,385.040104482343,949.903225687961
1022,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,13311.42265293,759.750068141237,13311.4358939126
1023,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1676.15584825,198.741278884626,1676.16151548344
1024,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,72370.8448899,2216.85991803481,72370.8493990413
1025,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,7448.05210487,722.940826541577,7448.07666534018
1026,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,11969.82567808,930.107828242764,11969.8163902211
1027,,,PFO/SSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R2A,,,,,,2178.21478689,396.970155762074,2178.21567535908
1028,,,PSS/FOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,8888.34000783,1645.14618921998,8888.3488776879
1029,,,PUBHh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1B,,,,,,1873.21278693,244.317410558521,1873.21665286605
1030,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,998.71977059,185.856727087609,998.725249632696
1031,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,13412.08218133,2695.34841450286,13412.0936475066
1032,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,669.0383527,191.631346006491,669.041030743924
1033,,,PFO/SSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,10051.30089621,2542.93954235839,10051.3105665887
