ObjectId,ID,CASENUMBER,CASETYPEID,CASETYPE,STREETADDRESS,ZIP,CITY,STATE,STATUS,DATEOPENED
1379,96046,19ABC1077,1000,ABC Case,6707 SHAREITH DR,40228-0000,LOUISVILLE,KY,Closed,2019/03/14 16:20:04+00
1380,96116,17ABC1236,1000,ABC Case,131 BRECKENRIDGE LN,40207-0000,LOUISVILLE,KY,Closed,2017/11/07 22:02:23+00
1381,96117,18ABC1122,1000,ABC Case,3817 E INDIAN TRL,40213-0000,LOUISVILLE,KY,Closed,2018/06/18 17:29:29+00
1382,96118,17ABC1226,1000,ABC Case,8809 3RD STREET RD,40272-0000,LOUISVILLE,KY,Closed,2017/10/31 16:49:58+00
1383,96119,18ABC1037,1000,ABC Case,3265 ROBIN RD,40213-0000,LOUISVILLE,KY,Closed,2018/02/13 14:37:12+00
1384,96120,17ABC1230,1000,ABC Case,2928 W KENTUCKY ST,40211-0000,LOUISVILLE,KY,Closed,2017/11/06 16:38:05+00
1385,96121,17ABC1276,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2017/12/27 20:12:30+00
1386,96122,17ABC1225,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2017/10/30 16:36:22+00
1387,96123,17ABC1263,1000,ABC Case,10805 BLUE LICK RD,40229-0000,LOUISVILLE,KY,Closed,2017/12/07 20:40:15+00
1388,96124,17ABC1256,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2017/11/28 19:30:53+00
1389,96125,17ABC1233,1000,ABC Case,1307 CLARA AVE,40215-0000,LOUISVILLE,KY,Closed,2017/11/07 20:46:34+00
1390,96126,18ABC1051,1000,ABC Case, N 9TH ST,40202-0000,LOUISVILLE,KY,Closed,2018/03/08 17:52:52+00
1391,96127,18ABC1046,1000,ABC Case,280 W JEFFERSON ST,40202-0000,LOUISVILLE,KY,Closed,2018/02/26 17:18:43+00
1392,96128,17ABC1250,1000,ABC Case,1951 BONNYCASTLE AVE,40205-0000,LOUISVILLE,KY,Closed,2017/11/17 18:24:16+00
1393,96050,19ABC1065,1000,ABC Case, CENTRAL STATION BLVD,40208-0000,LOUISVILLE,KY,Closed,2019/03/06 18:59:28+00
1394,96129,18ABC1158,1000,ABC Case,12415 TAYLORSVILLE RD,40299-0000,LOUISVILLE,KY,Closed,2018/07/23 14:27:12+00
1395,96051,19ABC1067,1000,ABC Case,3449 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2019/03/07 17:51:06+00
1396,96130,17ABC1218,1000,ABC Case,7803 3RD STREET RD,40214-0000,LOUISVILLE,KY,Closed,2017/10/20 19:15:11+00
1397,96053,19ABC1078,1000,ABC Case,3033 RADIANCE RD,40220-0000,LOUISVILLE,KY,Closed,2019/03/18 16:38:00+00
1398,96131,18ABC1058,1000,ABC Case,3401 KERRY DR,40218-0000,LOUISVILLE,KY,Closed,2018/03/15 19:20:47+00
1399,96055,19ABC1085,1000,ABC Case,6714 SHEPHERDSVILLE RD,40228-0000,LOUISVILLE,KY,Closed,2019/03/21 21:31:31+00
1400,96132,18ABC1064,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2018/03/26 19:29:58+00
1401,96059,19ABC1079,1000,ABC Case,9603 WHIPPS MILL RD,40242-0000,LYNDON,KY,Closed,2019/03/18 16:41:48+00
1402,96133,17ABC1272,1000,ABC Case,1904 FRANKFORT AVE,40206-0000,LOUISVILLE,KY,Closed,2017/12/21 20:13:08+00
1403,96060,19ABC1084,1000,ABC Case,6714 SHEPHERDSVILLE RD,40228-0000,LOUISVILLE,KY,Closed,2019/03/21 15:55:10+00
1404,96134,17ABC1277,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2017/12/27 21:24:29+00
1405,96062,19ABC1086,1000,ABC Case,2801 W BROADWAY ,40211-0000,LOUISVILLE,KY,Closed,2019/03/22 17:20:45+00
1406,96135,17ABC1253,1000,ABC Case,2927 7TH STREET RD,40216-0000,LOUISVILLE,KY,Closed,2017/11/27 14:27:36+00
1407,96063,19ABC1092,1000,ABC Case, BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2019/03/27 14:51:27+00
1408,96136,18ABC1062,1000,ABC Case,5207 MOUNT WASHINGTON RD,40229-0000,LOUISVILLE,KY,Closed,2018/03/20 20:56:19+00
1409,96065,19ABC1095,1000,ABC Case,4740 CHAMBERLAIN LN,40241-0000,LOUISVILLE,KY,Closed,2019/04/02 17:14:45+00
1410,96137,18ABC1069,1000,ABC Case,3816 BISHOP LN,40218-0000,LOUISVILLE,KY,Closed,2018/03/28 20:43:31+00
1411,96066,19ABC1096,1000,ABC Case,6409 GREENWOOD RD,40258-0000,LOUISVILLE,KY,Closed,2019/04/02 17:17:40+00
1412,96138,18ABC1070,1000,ABC Case,8506 SHEPHERDSVILLE RD,40219-0000,LOUISVILLE,KY,Closed,2018/04/02 18:55:27+00
1413,96067,19ABC1101,1000,ABC Case,3030 S 3RD ST,40208-0000,LOUISVILLE,KY,Closed,2019/04/11 18:02:50+00
1414,96139,17ABC1273,1000,ABC Case, POPLAR LEVEL RD,40213-0000,LOUISVILLE,KY,Closed,2017/12/22 16:58:57+00
1415,96068,19ABC1099,1000,ABC Case,7416 PRESTON HWY,40219-0000,LOUISVILLE,KY,Closed,2019/04/08 16:21:21+00
1416,96140,17ABC1261,1000,ABC Case,7800 3RD STREET RD,40214-0000,LOUISVILLE,KY,Closed,2017/12/04 20:41:19+00
1417,96069,19ABC1100,1000,ABC Case,7746 ST ANDREWS CHURCH RD,40214-0000,LOUISVILLE,KY,Closed,2019/04/10 14:43:45+00
1418,96141,18ABC1101,1000,ABC Case,11521 TAZWELL DR,40241-0000,LOUISVILLE,KY,Closed,2018/05/17 21:56:00+00
1419,96070,19ABC1098,1000,ABC Case, BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2019/04/08 15:29:32+00
1420,96071,19ABC1090,1000,ABC Case,4055 SUMMIT PLAZA DR,40241-0000,LOUISVILLE,KY,Closed,2019/03/26 17:47:44+00
1421,96075,19ABC1104,1000,ABC Case,2613 W BROADWAY ,40211-0000,LOUISVILLE,KY,Closed,2019/04/16 14:53:07+00
1422,96076,19ABC1107,1000,ABC Case,2613 W BROADWAY ,40211-0000,LOUISVILLE,KY,Closed,2019/04/18 16:43:49+00
1423,96077,19ABC1105,1000,ABC Case,2200 W MARKET ST,40212-0000,LOUISVILLE,KY,Closed,2019/04/16 20:23:56+00
1424,96078,19ABC1106,1000,ABC Case, S 28TH ST,40211-0000,LOUISVILLE,KY,Closed,2019/04/18 16:41:40+00
1425,96079,18ABC1057,1000,ABC Case,1401 LEXINGTON RD,40206-0000,LOUISVILLE,KY,Closed,2018/03/15 02:36:53+00
1426,96080,17ABC1216,1000,ABC Case,1111 CANOPY CT,40211-0000,LOUISVILLE,KY,Closed,2017/10/06 20:47:57+00
1427,96081,17ABC1209,1000,ABC Case,4116 GREENWOOD AVE,40211-0000,LOUISVILLE,KY,Closed,2017/09/29 19:12:48+00
1428,96082,18ABC1169,1000,ABC Case,1601 S 3RD ST,40208-0000,LOUISVILLE,KY,Closed,2018/08/06 17:00:59+00
1429,96083,17ABC1260,1000,ABC Case,5503 LAZY ACRES CT,40258-0000,LOUISVILLE,KY,Closed,2017/12/04 17:46:50+00
1430,96084,18ABC1003,1000,ABC Case,4000 TOWER RD,40219-0000,LOUISVILLE,KY,Closed,2018/01/03 22:24:14+00
1431,96085,17ABC1246,1000,ABC Case,3705 FALCON CREST DR,40219-0000,LOUISVILLE,KY,Closed,2017/11/13 20:32:27+00
1432,96086,17ABC1245,1000,ABC Case,934 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2017/11/13 20:19:41+00
1433,96087,17ABC1238,1000,ABC Case,3119 DIXIE HWY,40216-0000,SHIVELY,KY,Closed,2017/11/08 19:29:53+00
1434,96088,18ABC1019,1000,ABC Case,1203 S PRESTON ST,40203-0000,LOUISVILLE,KY,Closed,2018/01/12 18:24:32+00
1435,96089,18ABC1031,1000,ABC Case,1307 CLARA AVE,40215-0000,LOUISVILLE,KY,Closed,2018/01/31 15:10:32+00
1436,96090,18ABC1050,1000,ABC Case,8509 TERRY RD,40258-0000,LOUISVILLE,KY,Closed,2018/03/06 21:20:53+00
1437,96091,18ABC1061,1000,ABC Case,2817 DEL RIO PL,40220-0000,LOUISVILLE,KY,Closed,2018/03/20 20:48:00+00
1438,96092,18ABC1175,1000,ABC Case,514 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2018/08/16 13:11:46+00
1439,96093,18ABC1176,1000,ABC Case,514 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2018/08/16 13:12:13+00
1440,96094,18ABC1045,1000,ABC Case,2622 S 4TH ST,40208-0000,LOUISVILLE,KY,Closed,2018/02/23 22:21:21+00
1441,96095,18ABC1048,1000,ABC Case,1134 E BRECKINRIDGE ST,40204-0000,LOUISVILLE,KY,Closed,2018/02/28 19:39:26+00
1442,96096,18ABC1034,1000,ABC Case,1506 S SHELBY ST,40217-0000,LOUISVILLE,KY,Closed,2018/02/06 14:43:53+00
1443,96097,18ABC1260,1000,ABC Case,1058 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2018/11/16 22:05:19+00
1444,96098,17ABC1228,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2017/11/03 20:08:28+00
1445,96099,18ABC1054,1000,ABC Case,1318 DIXIE HWY,40210-0000,LOUISVILLE,KY,Closed,2018/03/09 18:46:13+00
1446,96100,18ABC1068,1000,ABC Case,942 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2018/03/28 19:28:02+00
1447,96101,18ABC1056,1000,ABC Case, S SHELBY ST,40202-0000,LOUISVILLE,KY,Closed,2018/03/12 17:44:49+00
1448,96102,17ABC1275,1000,ABC Case,331 E MARKET ST,40202-0000,LOUISVILLE,KY,Closed,2017/12/27 15:02:25+00
1449,96103,18ABC1002,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2018/01/03 17:16:45+00
1450,96104,18ABC1011,1000,ABC Case,118 S 26TH ST,40212-0000,LOUISVILLE,KY,Closed,2018/01/04 22:40:06+00
1451,96105,18ABC1012,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2018/01/06 06:17:11+00
1452,96106,18ABC1040,1000,ABC Case,8730 WESTPORT RD,40242-0000,BRIARWOOD,KY,Closed,2018/02/15 21:01:48+00
1453,96107,18ABC1044,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2018/02/21 15:28:44+00
1454,96108,18ABC1060,1000,ABC Case,907 ULRICH AVE,40219-0000,LOUISVILLE,KY,Closed,2018/03/20 20:40:44+00
1455,96109,18ABC1047,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2018/02/26 22:17:11+00
1456,96110,17ABC1215,1000,ABC Case,4105 W MARKET ST,40212-0000,LOUISVILLE,KY,Closed,2017/10/06 18:45:27+00
1457,96111,17ABC1224,1000,ABC Case,118 S 26TH ST,40212-0000,LOUISVILLE,KY,Closed,2017/10/28 01:57:59+00
1458,96112,18ABC1029,1000,ABC Case,3800 FALCON CREST DR,40219-0000,LOUISVILLE,KY,Closed,2018/01/29 18:27:04+00
1459,96113,17ABC1222,1000,ABC Case,1398 S 2ND ST,40208-0000,LOUISVILLE,KY,Closed,2017/10/26 20:54:10+00
1460,96114,17ABC1198,1000,ABC Case,7509 FEGENBUSH LN,40228-0000,LOUISVILLE,KY,Closed,2017/09/22 19:14:24+00
1461,96115,17ABC1255,1000,ABC Case,418 S 18TH ST,40203-0000,LOUISVILLE,KY,Closed,2017/11/28 18:43:08+00
1462,96142,18ABC1155,1000,ABC Case,3706 DIANN MARIE RD,40241-0000,LOUISVILLE,KY,Closed,2018/07/20 20:16:00+00
1463,96143,18ABC1090,1000,ABC Case,4200 OUTER LOOP,40219-0000,LOUISVILLE,KY,Closed,2018/05/01 21:31:42+00
1464,96144,18ABC1129,1000,ABC Case,3102 DIXIE HWY,40216-0000,SHIVELY,KY,Closed,2018/06/26 16:02:38+00
1465,96145,18ABC1208,1000,ABC Case, TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2018/10/03 17:12:46+00
1466,96146,18ABC1134,1000,ABC Case,521 N 22ND ST,40203-0000,LOUISVILLE,KY,Closed,2018/06/29 16:26:53+00
1467,96147,18ABC1108,1000,ABC Case,2440 BARDSTOWN RD,40205-0000,LOUISVILLE,KY,Closed,2018/05/24 16:43:08+00
1468,96148,18ABC1073,1000,ABC Case,1320 DIXIE HWY,40210-0000,LOUISVILLE,KY,Closed,2018/04/09 19:55:31+00
1469,96149,18ABC1138,1000,ABC Case, I 264 RAMP ,40216-0000, ,KY,Closed,2018/07/02 20:46:26+00
1470,96150,18ABC1082,1000,ABC Case,1843 DEER PARK AVE,40205-0000,LOUISVILLE,KY,Closed,2018/04/18 14:54:46+00
1471,96151,18ABC1121,1000,ABC Case,11521 TAZWELL DR,40241-0000,LOUISVILLE,KY,Closed,2018/06/13 18:15:45+00
1472,96152,18ABC1076,1000,ABC Case, TAYLORSVILLE RD,40220-0000,JEFFERSONTOWN,KY,Closed,2018/04/11 17:55:53+00
1473,96153,18ABC1153,1000,ABC Case,7137 SOUTHSIDE DR,40214-0000,LOUISVILLE,KY,Closed,2018/07/19 15:55:03+00
1474,96154,18ABC1143,1000,ABC Case,1636 W OAK ST,40210-0000,LOUISVILLE,KY,Closed,2018/07/11 20:48:10+00
1475,96155,18ABC1157,1000,ABC Case,11521 TAZWELL DR,40241-0000,LOUISVILLE,KY,Closed,2018/07/23 12:57:01+00
1476,96156,18ABC1116,1000,ABC Case,1532 S 4TH ST,40208-0000,LOUISVILLE,KY,Closed,2018/06/08 13:26:23+00
1477,96157,18ABC1173,1000,ABC Case,956 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2018/08/14 15:25:01+00
1478,96158,18ABC1078,1000,ABC Case,3952 BARDSTOWN RD,40218-0000,LOUISVILLE,KY,Closed,2018/04/16 18:50:02+00
1479,96159,18ABC1106,1000,ABC Case,7212 PRESTON HWY,40219-0000,LOUISVILLE,KY,Closed,2018/05/23 17:31:51+00
1480,96160,18ABC1166,1000,ABC Case,501 N 33RD ST,40212-0000,LOUISVILLE,KY,Closed,2018/08/04 00:45:59+00
1481,96161,18ABC1079,1000,ABC Case,1320 DIXIE HWY,40210-0000,LOUISVILLE,KY,Closed,2018/04/16 19:34:38+00
1482,96162,18ABC1092,1000,ABC Case,8209 PRESTON HWY,40219-0000,LOUISVILLE,KY,Closed,2018/05/02 18:32:59+00
1483,96163,18ABC1080,1000,ABC Case,14700 LANDMARK DR,40245-0000,LOUISVILLE,KY,Closed,2018/04/17 13:22:09+00
1484,96165,18ABC1086,1000,ABC Case,7803 3RD STREET RD,40214-0000,LOUISVILLE,KY,Closed,2018/04/23 19:31:07+00
1485,96166,18ABC1096,1000,ABC Case,942 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2018/05/08 18:29:11+00
1486,96167,18ABC1135,1000,ABC Case,8802 BEULAH CHURCH RD,40291-0000,LOUISVILLE,KY,Closed,2018/06/29 18:20:30+00
1487,96168,18ABC1131,1000,ABC Case,601 E BROADWAY ,40202-0000,LOUISVILLE,KY,Closed,2018/06/28 13:56:33+00
1488,96169,18ABC1160,1000,ABC Case,4149 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2018/07/24 13:06:28+00
1489,96170,18ABC1141,1000,ABC Case,413 E MUHAMMAD ALI BLVD,40202-0000,LOUISVILLE,KY,Closed,2018/07/10 18:12:28+00
1490,96171,18ABC1120,1000,ABC Case, SOUTHSIDE DR,40214-0000,LOUISVILLE,KY,Closed,2018/06/12 19:31:59+00
1491,96173,18ABC1133,1000,ABC Case,1239 GILMORE LN,40213-0000,LYNNVIEW,KY,Closed,2018/06/29 16:11:16+00
1492,96174,18ABC1152,1000,ABC Case,209 S PRESTON ST,40202-0000,LOUISVILLE,KY,Closed,2018/07/16 18:30:16+00
1493,96175,18ABC1140,1000,ABC Case,2119 UPPER HUNTERS TRCE,40216-0000,LOUISVILLE,KY,Closed,2018/07/06 22:23:11+00
1494,96176,18ABC1142,1000,ABC Case,1600 ARCADE AVE,40215-0000,LOUISVILLE,KY,Closed,2018/07/11 19:03:02+00
