X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
1186959.82592306,852843.628608972,220,80,Outlet Direction,Yes,3805-03,3805,Little River,38,Shetucket,3,Thames
1188501.49245913,842260.295116886,221,195,Outlet Direction,Yes,3805-07,3805,Little River,38,Shetucket,3,Thames
1191147.32607822,839551.961950898,222,150,Outlet Direction,Yes,3805-06,3805,Little River,38,Shetucket,3,Thames
1192605.65911956,837364.462060809,223,250,Outlet Direction,Yes,3805-08,3805,Little River,38,Shetucket,3,Thames
1192355.65929148,834031.128504395,224,270,Outlet Direction,Yes,3805-09,3805,Little River,38,Shetucket,3,Thames
1259197.99443856,869340.610378727,225,330,Outlet Direction,Yes,3404-02,3404,Whetstone Brook,34,Fivemile,3,Thames
1248135.49425389,868653.110441387,226,200,Outlet Direction,Yes,3404-03,3404,Whetstone Brook,34,Fivemile,3,Thames
1252864.66097663,865257.277009979,227,240,Outlet Direction,Yes,3404-07,3404,Whetstone Brook,34,Fivemile,3,Thames
1248656.3275298,865444.776963055,228,235,Outlet Direction,Yes,3404-08,3404,Whetstone Brook,34,Fivemile,3,Thames
1244072.99417681,868007.27708739,229,210,Outlet Direction,Yes,3404-09,3404,Whetstone Brook,34,Fivemile,3,Thames
1249677.16111806,862673.943593979,230,295,Outlet Direction,Yes,3404-05,3404,Whetstone Brook,34,Fivemile,3,Thames
1249072.99434739,864840.610520482,231,295,Outlet Direction,Yes,3404-06,3404,Whetstone Brook,34,Fivemile,3,Thames
1245760.49441072,866590.610301316,232,280,Outlet Direction,Yes,3404-04,3404,Whetstone Brook,34,Fivemile,3,Thames
1018197.28943305,871607.568115145,233,200,Outlet Direction,Yes,4321-01,4321,Mill Brook,43,Farmington,4,Connecticut
1020197.28937006,874461.734978974,234,115,Outlet Direction,Yes,4321-03,4321,Mill Brook,43,Farmington,4,Connecticut
1017176.45617288,870086.734870732,235,75,Outlet Direction,Yes,4321-02,4321,Mill Brook,43,Farmington,4,Connecticut
805430.176910385,875081.896468312,236,240,Outlet Direction,Yes,6302-01,6302,Mill Brook,63,Tenmile,6,Housatonic
800846.843557388,868540.229761645,237,305,Outlet Direction,Yes,6302-03,6302,Mill Brook,63,Tenmile,6,Housatonic
794951.010204718,860936.063211471,238,320,Outlet Direction,Yes,6302-05,6302,Mill Brook,63,Tenmile,6,Housatonic
803326.01018697,865456.896689475,239,225,Outlet Direction,Yes,6302-02,6302,Mill Brook,63,Tenmile,6,Housatonic
985274.05442664,877434.557117313,240,95,Outlet Direction,Yes,4318-00,4318,Hop Brook,43,Farmington,4,Connecticut
1062612.85578547,882862.716864645,241,225,Outlet Direction,Yes,4207-01,4207,Ketch Brook,42,Scantic,4,Connecticut
1165931.81318913,802056.865025222,242,285,Outlet Direction,Yes,3800-07,3800,Shetucket River,38,Shetucket,3,Thames
1174783.98642963,800594.112701386,243,60,Outlet Direction,Yes,3800-09,3800,Shetucket River,38,Shetucket,3,Thames
1181164.61277597,804099.674259812,244,310,Outlet Direction,Yes,3800-11,3800,Shetucket River,38,Shetucket,3,Thames
1178113.00897105,800543.672841638,245,215,Outlet Direction,Yes,3800-10,3800,Shetucket River,38,Shetucket,3,Thames
1181427.78318138,789115.78592056,246,240,Outlet Direction,Yes,3800-12,3800,Shetucket River,38,Shetucket,3,Thames
1186839.08272623,782007.070807308,247,10,Outlet Direction,Yes,3800-13,3800,Shetucket River,38,Shetucket,3,Thames
1188683.42024489,781594.779637143,248,350,Outlet Direction,Yes,3800-14,3800,Shetucket River,38,Shetucket,3,Thames
1190676.91068047,774849.01491347,249,90,Outlet Direction,Yes,3800-15,3800,Shetucket River,38,Shetucket,3,Thames
1198599.22521639,780094.725550637,250,250,Outlet Direction,Yes,3800-17,3800,Shetucket River,38,Shetucket,3,Thames
1190823.82180397,763193.050036475,251,105,Outlet Direction,Yes,3800-18,3800,Shetucket River,38,Shetucket,3,Thames
1190062.84990072,759751.077261642,252,120,Outlet Direction,Yes,3800-19,3800,Shetucket River,38,Shetucket,3,Thames
1192490.52057031,757359.586965889,253,295,Outlet Direction,Yes,3800-20,3800,Shetucket River,38,Shetucket,3,Thames
1194465.39785413,765321.288234055,254,260,Outlet Direction,Yes,3800-16,3800,Shetucket River,38,Shetucket,3,Thames
1165838.8908028,821366.565907061,255,180,Outlet Direction,Yes,3801-01,3801,Indian Hollow Brook,38,Shetucket,3,Thames
1165359.72411022,820033.232615724,256,90,Outlet Direction,Yes,3801-02,3801,Indian Hollow Brook,38,Shetucket,3,Thames
1165547.22406331,813908.232726648,257,115,Outlet Direction,Yes,3801-03,3801,Indian Hollow Brook,38,Shetucket,3,Thames
924771.324382469,813370.26529865,258,135,Outlet Direction,Yes,4315-01,4315,Pequabuck River,43,Farmington,4,Connecticut
934000.490963474,806266.098404646,259,240,Outlet Direction,Yes,4315-02,4315,Pequabuck River,43,Farmington,4,Connecticut
941646.324425057,810036.931742221,260,90,Outlet Direction,Yes,4315-07,4315,Pequabuck River,43,Farmington,4,Connecticut
944896.324158639,809745.265002728,261,100,Outlet Direction,Yes,4315-06,4315,Pequabuck River,43,Farmington,4,Connecticut
940417.157592058,806224.431821316,262,150,Outlet Direction,Yes,4315-03,4315,Pequabuck River,43,Farmington,4,Connecticut
1078987.85551572,882466.88333872,263,315,Outlet Direction,Yes,4502-03,4502,Marsh Brook,45,Hockanum,4,Connecticut
1078967.02222405,883050.216817722,264,260,Outlet Direction,Yes,4502-04,4502,Marsh Brook,45,Hockanum,4,Connecticut
1076258.68905805,884300.216614306,265,260,Outlet Direction,Yes,4502-02,4502,Marsh Brook,45,Hockanum,4,Connecticut
1075800.35565713,883591.883385316,266,285,Outlet Direction,Yes,4502-05,4502,Marsh Brook,45,Hockanum,4,Connecticut
1076175.3555633,888758.550217316,267,195,Outlet Direction,Yes,4502-01,4502,Marsh Brook,45,Hockanum,4,Connecticut
1073967.02238156,882008.549937814,268,225,Outlet Direction,Yes,4502-00,4502,Marsh Brook,45,Hockanum,4,Connecticut
1091483.49981572,885645.475078642,269,340,Outlet Direction,Yes,4500-01,4500,Hockanum River,45,Hockanum,4,Connecticut
1090108.49961297,882020.475110814,270,290,Outlet Direction,Yes,4500-02,4500,Hockanum River,45,Hockanum,4,Connecticut
1074650.16635647,867812.1416509,271,260,Outlet Direction,Yes,4500-05,4500,Hockanum River,45,Hockanum,4,Connecticut
1074025.16629414,869332.974895313,272,250,Outlet Direction,Yes,4500-06,4500,Hockanum River,45,Hockanum,4,Connecticut
1071941.83319047,870270.474988803,273,255,Outlet Direction,Yes,4500-04,4500,Hockanum River,45,Hockanum,4,Connecticut
1069629.3332223,870562.141728312,274,115,Outlet Direction,Yes,4500-03,4500,Hockanum River,45,Hockanum,4,Connecticut
1067816.83323839,864895.474912062,275,165,Outlet Direction,Yes,4500-07,4500,Hockanum River,45,Hockanum,4,Connecticut
1064191.83294247,863895.474943563,276,205,Outlet Direction,Yes,4500-10,4500,Hockanum River,45,Hockanum,4,Connecticut
1064816.8330048,858457.974991813,277,180,Outlet Direction,Yes,4500-09,4500,Hockanum River,45,Hockanum,4,Connecticut
1065941.83305138,856520.47492981,278,330,Outlet Direction,Yes,4500-08,4500,Hockanum River,45,Hockanum,4,Connecticut
1074170.99966389,849895.475056469,279,330,Outlet Direction,Yes,4500-11,4500,Hockanum River,45,Hockanum,4,Connecticut
1061795.99980764,850812.141530231,280,340,Outlet Direction,Yes,4500-12,4500,Hockanum River,45,Hockanum,4,Connecticut
1054045.99988772,846291.308380306,281,320,Outlet Direction,Yes,4500-14,4500,Hockanum River,45,Hockanum,4,Connecticut
1058254.33300647,851207.975056142,282,170,Outlet Direction,Yes,4500-13,4500,Hockanum River,45,Hockanum,4,Connecticut
1027004.33317064,837895.475106388,283,150,Outlet Direction,Yes,4500-15,4500,Hockanum River,45,Hockanum,4,Connecticut
844183.750977889,884503.463255063,284,170,Outlet Direction,Yes,6008-01,6008,Mill Brook,60,Housatonic Main Stem,6,Housatonic
844496.250680968,882461.796406642,285,330,Outlet Direction,Yes,6008-02,6008,Mill Brook,60,Housatonic Main Stem,6,Housatonic
841121.250869304,881732.629885972,286,160,Outlet Direction,Yes,6008-03,6008,Mill Brook,60,Housatonic Main Stem,6,Housatonic
840162.917484134,879045.129683554,287,340,Outlet Direction,Yes,6008-04,6008,Mill Brook,60,Housatonic Main Stem,6,Housatonic
821662.574563637,881314.320027053,288,35,Outlet Direction,Yes,6009-01,6009,Carse Brook,60,Housatonic Main Stem,6,Housatonic
823120.907933056,880001.820027396,289,45,Outlet Direction,Yes,6009-02,6009,Carse Brook,60,Housatonic Main Stem,6,Housatonic
926406.430364221,869983.407649562,290,135,Outlet Direction,Yes,4310-04,4310,Nepaug River,43,Farmington,4,Connecticut
928385.597009555,868816.741019636,291,195,Outlet Direction,Yes,4310-05,4310,Nepaug River,43,Farmington,4,Connecticut
928760.596915722,866795.907790974,292,195,Outlet Direction,Yes,4310-03,4310,Nepaug River,43,Farmington,4,Connecticut
921948.097089306,863900.074343815,293,180,Outlet Direction,Yes,4310-02,4310,Nepaug River,43,Farmington,4,Connecticut
923802.263656557,866191.741020307,294,60,Outlet Direction,Yes,4310-01,4310,Nepaug River,43,Farmington,4,Connecticut
927698.097072214,855170.90774706,295,50,Outlet Direction,Yes,4310-07,4310,Nepaug River,43,Farmington,4,Connecticut
931177.26367031,862462.574266061,296,0,Outlet Direction,Yes,4310-06,4310,Nepaug River,43,Farmington,4,Connecticut
935323.096914053,864983.407807067,297,185,Outlet Direction,Yes,4310-08,4310,Nepaug River,43,Farmington,4,Connecticut
937927.263621718,864358.407744721,298,170,Outlet Direction,Yes,4310-09,4310,Nepaug River,43,Farmington,4,Connecticut
943843.930266052,862004.24119322,299,150,Outlet Direction,Yes,4310-13,4310,Nepaug River,43,Farmington,4,Connecticut
938323.09681955,859941.741053149,300,55,Outlet Direction,Yes,4310-10,4310,Nepaug River,43,Farmington,4,Connecticut
943843.930266052,853545.90771623,301,95,Outlet Direction,Yes,4310-12,4310,Nepaug River,43,Farmington,4,Connecticut
944656.430281475,850795.907638803,302,95,Outlet Direction,Yes,4310-11,4310,Nepaug River,43,Farmington,4,Connecticut
1079624.88081647,926147.289087981,303,250,Outlet Direction,Yes,4202-00,4202,Gillettes Brook,42,Scantic,4,Connecticut
1075328.00588006,919919.858301386,304,260,Outlet Direction,Yes,4203-00,4203,Gulf Stream,42,Scantic,4,Connecticut
1075104.04733847,918432.01121147,305,240,Outlet Direction,Yes,4204-00,4204,Abbey Brook,42,Scantic,4,Connecticut
1055124.88060397,906001.455692053,306,235,Outlet Direction,Yes,4205-00,4205,Buckhorn Brook,42,Scantic,4,Connecticut
1053367.93628322,893938.955210805,307,250,Outlet Direction,Yes,4206-00,4206,Broad Brook,42,Scantic,4,Connecticut
1046638.76962347,881369.51118964,308,315,Outlet Direction,Yes,4207-00,4207,Ketch Brook,42,Scantic,4,Connecticut
1037367.93613106,876973.677461639,309,270,Outlet Direction,Yes,4200-00,4200,Scantic River,42,Scantic,4,Connecticut
1091488.44140689,887527.374858141,310,190,Outlet Direction,Yes,4501-00,4501,Charters Brook,45,Hockanum,4,Connecticut
1073710.6636423,882874.597090229,311,185,Outlet Direction,Yes,4502-06,4502,Marsh Brook,45,Hockanum,4,Connecticut
1068481.49660721,859360.708094478,312,270,Outlet Direction,Yes,4503-00,4503,Tankerhoosen River,45,Hockanum,4,Connecticut
1051016.2188738,843680.152841479,313,315,Outlet Direction,Yes,4504-00,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1027095.90483789,836880.092950806,314,210,Outlet Direction,Yes,4500-00,4500,Hockanum River,45,Hockanum,4,Connecticut
1090991.52540597,781879.968371227,315,195,Outlet Direction,Yes,4706-00,4706,Fawn Brook,47,Salmon,4,Connecticut
1104975.67132214,784347.227872387,316,270,Outlet Direction,Yes,4701-00,4701,Raymond Brook,47,Salmon,4,Connecticut
1104045.11544047,779138.894457057,317,305,Outlet Direction,Yes,4702-00,4702,Judd Brook,47,Salmon,4,Connecticut
1099697.89349189,774395.838982567,318,330,Outlet Direction,Yes,4703-00,4703,Meadow Brook,47,Salmon,4,Connecticut
1096628.44917147,771993.060979724,319,295,Outlet Direction,Yes,4704-00,4704,Pine Brook,47,Salmon,4,Connecticut
1090281.22662972,771895.839061305,320,280,Outlet Direction,Yes,4705-00,4705,Jeremy River,47,Salmon,4,Connecticut
1089329.83811255,772631.950121894,321,160,Outlet Direction,Yes,4707-00,4707,Blackledge River,47,Salmon,4,Connecticut
1083934.00441605,764486.116676062,322,140,Outlet Direction,Yes,4708-00,4708,Dickinson Creek,47,Salmon,4,Connecticut
1069975.6711123,743930.561002478,323,140,Outlet Direction,Yes,4709-00,4709,Pine Brook,47,Salmon,4,Connecticut
1075739.55984697,740805.561018899,324,200,Outlet Direction,Yes,4710-00,4710,Moodus River,47,Salmon,4,Connecticut
1076147.54623573,735085.075084567,325,170,Outlet Direction,Yes,4700-00,4700,Salmon River,47,Salmon,4,Connecticut
1129379.19338113,734200.467601806,326,250,Outlet Direction,Yes,4801-00,4801,Harris Brook,48,Eightmile,4,Connecticut
1114434.74886064,717457.41217722,327,300,Outlet Direction,Yes,4802-00,4802,East Branch Eightmile River,48,Eightmile,4,Connecticut
1113085.79027247,709729.981437892,328,250,Outlet Direction,Yes,4803-00,4803,Beaver Brook,48,Eightmile,4,Connecticut
1105587.52672572,698096.300965145,329,225,Outlet Direction,Yes,4800-00,4800,Eightmile River,48,Eightmile,4,Connecticut
1036952.23879972,939539.716699392,330,90,Outlet Direction,No,4002-00,4002,Threemile Brook,40,Connecticut Main Stem,4,Connecticut
1220207.07963839,887884.621190891,331,210,Outlet Direction,Yes,3700-20,3700,Quinebaug River,37,Quinebaug,3,Thames
1218061.24633163,888947.121034399,332,75,Outlet Direction,Yes,3700-19,3700,Quinebaug River,37,Quinebaug,3,Thames
1230707.07963572,884051.287650228,333,115,Outlet Direction,Yes,3700-16,3700,Quinebaug River,37,Quinebaug,3,Thames
1224936.24636114,877301.287698805,334,135,Outlet Direction,Yes,3700-17,3700,Quinebaug River,37,Quinebaug,3,Thames
1223582.07977813,873967.954470471,335,110,Outlet Direction,Yes,3700-22,3700,Quinebaug River,37,Quinebaug,3,Thames
1230707.07963572,865988.787686065,336,185,Outlet Direction,Yes,3700-23,3700,Quinebaug River,37,Quinebaug,3,Thames
908884.322035804,901860.44396098,337,105,Outlet Direction,Yes,4302-10,4302,Mad River,43,Farmington,4,Connecticut
910613.488853052,900297.943805143,338,190,Outlet Direction,Yes,4302-09,4302,Mad River,43,Farmington,4,Connecticut
904613.488713965,884506.277225807,339,35,Outlet Direction,Yes,4302-13,4302,Mad River,43,Farmington,4,Connecticut
912486.964764893,899292.048835307,340,225,Outlet Direction,Yes,4302-12,4302,Mad River,43,Farmington,4,Connecticut
1036079.79959972,887850.814499974,341,270,Outlet Direction,Yes,4000-14,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1033475.63289206,891413.314592808,342,195,Outlet Direction,Yes,4000-13,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1033704.79942848,890684.148072138,343,120,Outlet Direction,Yes,4000-11,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1032563.65899423,890422.48356922,344,30,Outlet Direction,Yes,4000-12,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1033271.9925513,886630.81693998,345,130,Outlet Direction,Yes,4000-16,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1036834.49264413,879318.31680122,346,210,Outlet Direction,Yes,4000-17,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1038021.99256572,867005.816819981,347,250,Outlet Direction,Yes,4000-19,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1034667.82571764,867797.483543724,348,270,Outlet Direction,Yes,4000-18,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1030751.15901031,860776.650144473,349,270,Outlet Direction,Yes,4000-21,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1024980.32573572,863651.650299981,350,210,Outlet Direction,Yes,4000-23,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1029334.49255231,863547.483513564,351,125,Outlet Direction,Yes,4000-20,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1027438.65907364,855255.81669797,352,125,Outlet Direction,Yes,4000-22,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1023063.65929347,854068.316776395,353,55,Outlet Direction,Yes,4000-25,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1027084.49245913,852984.983641222,354,140,Outlet Direction,Yes,4000-24,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1024834.49236597,844714.150445387,355,150,Outlet Direction,Yes,4000-26,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1185806.97914739,911801.797109723,356,170,Outlet Direction,Yes,3201-01,3201,Bungee Brook,32,Natchaug,3,Thames
1182786.14562213,905801.797298729,357,110,Outlet Direction,Yes,3201-02,3201,Bungee Brook,32,Natchaug,3,Thames
1188390.31256339,900051.797315806,358,195,Outlet Direction,Yes,3201-05,3201,Bungee Brook,32,Natchaug,3,Thames
1191265.3123908,901572.630560219,359,255,Outlet Direction,Yes,3201-04,3201,Bungee Brook,32,Natchaug,3,Thames
1187806.97908439,897968.463884056,360,210,Outlet Direction,Yes,3201-03,3201,Bungee Brook,32,Natchaug,3,Thames
1188306.97906864,894176.797254816,361,230,Outlet Direction,Yes,3201-06,3201,Bungee Brook,32,Natchaug,3,Thames
1186786.14582422,890155.963761061,362,330,Outlet Direction,Yes,3201-07,3201,Bungee Brook,32,Natchaug,3,Thames
1091017.62738788,917736.982417807,363,260,Outlet Direction,Yes,4203-01,4203,Gulf Stream,42,Scantic,4,Connecticut
1084330.12731147,918445.315646812,364,315,Outlet Direction,Yes,4203-02,4203,Gulf Stream,42,Scantic,4,Connecticut
858313.094766393,915889.331585556,365,135,Outlet Direction,Yes,6202-01,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic
859563.094891056,912118.498247981,366,290,Outlet Direction,Yes,6202-02,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic
857125.594844803,911451.831602305,367,165,Outlet Direction,Yes,6202-03,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic
848417.261539727,911076.831368059,368,250,Outlet Direction,Yes,6202-04,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic
847333.928076476,912139.331539646,369,230,Outlet Direction,Yes,6202-05,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic
824276.943678722,902709.118772805,370,70,Outlet Direction,Yes,6007-01,6007,Salmon Creek,60,Housatonic Main Stem,6,Housatonic
829193.610354558,898563.285529062,371,45,Outlet Direction,Yes,6007-02,6007,Salmon Creek,60,Housatonic Main Stem,6,Housatonic
1039827.23862714,924914.716749981,372,240,Outlet Direction,Yes,4003-00,4003,Freshwater Brook,40,Connecticut Main Stem,4,Connecticut
1029931.40540047,849102.216472387,373,245,Outlet Direction,Yes,4004-00,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut
1022621.80158138,827940.73484531,374,145,Outlet Direction,Yes,4005-00,4005,Folly Brook,40,Connecticut Main Stem,4,Connecticut
1035146.68302764,821088.327290311,375,205,Outlet Direction,Yes,4006-00,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
