343, 2014-288T12:59:09.809, 2014-288T14:31:58.568,-1.659, BAD / Poor attitude estimation / High SNR
344, 2014-288T14:31:58.568, 2014-288T16:04:47.292,-25.245, BAD / Poor attitude estimation / High SNR
345, 2014-288T16:04:47.292, 2014-288T17:37:36.017,-48.831, BAD / Poor attitude estimation / High SNR
346, 2014-288T17:37:36.017, 2014-288T19:10:24.797,-72.418, BAD / Poor attitude estimation / High SNR
347, 2014-288T19:10:24.797, 2014-288T20:43:13.611,-96.007, BAD / Poor attitude estimation / High SNR
348, 2014-288T20:43:13.611, 2014-288T22:16:02.378,-119.595, BAD / Poor attitude estimation / High SNR
349, 2014-288T22:16:02.378, 2014-288T23:48:51.175,-143.182, MARGINAL / Poor echo centering / High SNR
350, 2014-288T23:48:51.175, 2014-289T01:21:39.940,-166.767, GOOD / High SNR
351, 2014-289T01:21:39.940, 2014-289T02:54:28.737,169.648, GOOD / High SNR
352, 2014-289T02:54:28.737, 2014-289T04:27:17.557,146.063, GOOD / High SNR
353, 2014-289T04:27:17.557, 2014-289T06:00:06.298,122.476, GOOD / High SNR
354, 2014-289T06:00:06.298, 2014-289T07:32:55.064,98.891, GOOD / High SNR
355, 2014-289T07:32:55.064, 2014-289T09:05:43.901,75.305, GOOD / High SNR
356, 2014-289T09:05:43.901, 2014-289T10:38:32.711,51.718, GOOD / High SNR
357, 2014-289T10:38:32.711, 2014-289T12:11:21.497,28.132, GOOD / High SNR
358, 2014-289T12:11:21.497, 2014-289T13:44:10.231,4.546, GOOD / High SNR
359, 2014-289T13:44:10.231, 2014-289T15:16:58.919,-19.04, GOOD / High SNR
360, 2014-289T15:16:58.919, 2014-289T16:49:47.592,-42.625, GOOD / High SNR
361, 2014-289T16:49:47.592, 2014-289T18:22:36.304,-66.212, BAD / No data or processor fail
362, 2014-289T18:22:36.304, 2014-289T19:55:25.067,-89.801, BAD / No data or processor fail
363, 2014-289T19:55:25.067, 2014-289T21:28:13.794,-113.389, BAD / No data or processor fail
364, 2014-289T21:28:13.794, 2014-289T23:01:02.477,-136.975, BAD / No data or processor fail
365, 2014-289T23:01:02.477, 2014-290T00:33:51.120,-160.56, GOOD / High SNR
366, 2014-290T00:33:51.120, 2014-290T02:06:39.785,175.855, GOOD / High SNR
367, 2014-290T02:06:39.785, 2014-290T03:39:28.484,152.271, GOOD / High SNR
368, 2014-290T03:39:28.484, 2014-290T05:12:17.131,128.685, GOOD / High SNR
369, 2014-290T05:12:17.131, 2014-290T06:45:05.748,105.1, GOOD / High SNR
370, 2014-290T06:45:05.748, 2014-290T08:17:54.462,81.515, GOOD / High SNR
371, 2014-290T08:17:54.462, 2014-290T09:50:43.164,57.928, GOOD / High SNR
372, 2014-290T09:50:43.164, 2014-290T11:23:31.829,34.342, GOOD / High SNR
373, 2014-290T11:23:31.829, 2014-290T12:56:20.467,10.757, GOOD / High SNR
374, 2014-290T12:56:20.467, 2014-290T14:29:09.042,-12.828, GOOD / High SNR
375, 2014-290T14:29:09.042, 2014-290T16:01:57.592,-36.413, GOOD / High SNR
376, 2014-290T16:01:57.592, 2014-290T17:34:46.166,-59.999, GOOD / High SNR
377, 2014-290T17:34:46.166, 2014-290T19:07:34.810,-83.587, GOOD / High SNR
378, 2014-290T19:07:34.810, 2014-290T20:40:23.427,-107.175, GOOD / High SNR
379, 2014-290T20:40:23.427, 2014-290T22:13:12.009,-130.761, GOOD / High SNR
380, 2014-290T22:13:12.009, 2014-290T23:46:00.541,-154.346, GOOD / High SNR
381, 2014-290T23:46:00.541, 2014-291T01:18:49.077,-177.93, GOOD / High SNR
382, 2014-291T01:18:49.077, 2014-291T02:51:37.649,158.486, GOOD / High SNR
383, 2014-291T02:51:37.649, 2014-291T04:24:26.197,134.901, GOOD / High SNR
384, 2014-291T04:24:26.197, 2014-291T05:57:14.670,111.316, GOOD / High SNR
385, 2014-291T05:57:14.670, 2014-291T07:30:03.237,87.732, GOOD / High SNR
386, 2014-291T07:30:03.237, 2014-291T09:02:51.814,64.146, GOOD / High SNR
387, 2014-291T09:02:51.814, 2014-291T10:35:40.348,40.56, GOOD / High SNR
388, 2014-291T10:35:40.348, 2014-291T12:08:28.870,16.975, GOOD / High SNR
389, 2014-291T12:08:28.870, 2014-291T13:41:17.314,-6.609, GOOD / High SNR
390, 2014-291T13:41:17.314, 2014-291T15:14:05.723,-30.193, GOOD / High SNR
391, 2014-291T15:14:05.723, 2014-291T16:46:54.145,-53.778, GOOD / High SNR
392, 2014-291T16:46:54.145, 2014-291T18:19:42.627,-77.365, GOOD / High SNR
393, 2014-291T18:19:42.627, 2014-291T19:52:31.107,-100.953, GOOD / High SNR
394, 2014-291T19:52:31.107, 2014-291T21:25:19.545,-124.539, GOOD / High SNR
395, 2014-291T21:25:19.545, 2014-291T22:58:07.939,-148.124, GOOD / High SNR
396, 2014-291T22:58:07.939, 2014-292T00:30:56.314,-171.707, GOOD / High SNR
397, 2014-292T00:30:56.314, 2014-292T02:03:44.719,164.71, GOOD / High SNR
398, 2014-292T02:03:44.719, 2014-292T03:36:33.128,141.126, GOOD / High SNR
399, 2014-292T03:36:33.128, 2014-292T05:09:21.448,117.541, GOOD / High SNR
400, 2014-292T05:09:21.448, 2014-292T06:42:09.831,93.958, GOOD / High SNR
401, 2014-292T06:42:09.831, 2014-292T08:14:58.255,70.373, GOOD / High SNR
402, 2014-292T08:14:58.255, 2014-292T09:47:46.646,46.788, GOOD / High SNR
403, 2014-292T09:47:46.646, 2014-292T11:20:35.013,23.203, GOOD / High SNR
404, 2014-292T11:20:35.013, 2014-292T12:53:23.312,-0.381, GOOD / High SNR
405, 2014-292T12:53:23.312, 2014-292T14:26:11.570,-23.965, GOOD / High SNR
406, 2014-292T14:26:11.570, 2014-292T15:58:59.817,-47.548, GOOD / High SNR
407, 2014-292T15:58:59.817, 2014-292T17:31:48.117,-71.134, GOOD / High SNR
408, 2014-292T17:31:48.117, 2014-292T19:04:36.447,-94.721, GOOD / High SNR
409, 2014-292T19:04:36.447, 2014-292T20:37:24.731,-118.307, GOOD / High SNR
410, 2014-292T20:37:24.731, 2014-292T22:10:12.971,-141.891, GOOD / High SNR
411, 2014-292T22:10:12.971, 2014-292T23:43:01.182,-165.475, GOOD / High SNR
412, 2014-292T23:43:01.182, 2014-293T01:15:49.418,170.943, GOOD / High SNR
413, 2014-293T01:15:49.418, 2014-293T02:48:37.682,147.36, GOOD / High SNR
414, 2014-293T02:48:37.682, 2014-293T04:21:25.870,123.776, GOOD / High SNR
415, 2014-293T04:21:25.870, 2014-293T05:54:14.070,100.193, GOOD / High SNR
416, 2014-293T05:54:14.070, 2014-293T07:27:02.345,76.609, BAD / Mixed SNR state
417, 2014-293T07:27:02.345, 2014-293T08:59:50.596,53.025, BAD / No data or processor fail
418, 2014-293T08:59:50.596, 2014-293T10:32:38.817,29.441, BAD / No data or processor fail
419, 2014-293T10:32:38.817, 2014-293T12:05:26.992,5.857, BAD / No data or processor fail
420, 2014-293T12:05:26.992, 2014-293T13:38:15.116,-17.726, BAD / No data or processor fail
421, 2014-293T13:38:15.116, 2014-293T15:11:03.223,-41.309, BAD / No data or processor fail
422, 2014-293T15:11:03.223, 2014-293T16:43:51.361,-64.894, BAD / No data or processor fail
423, 2014-293T16:43:51.361, 2014-293T18:16:39.557,-88.48, BAD / No data or processor fail
424, 2014-293T18:16:39.557, 2014-293T19:49:27.714,-112.066, BAD / No data or processor fail
425, 2014-293T19:49:27.714, 2014-293T21:22:15.831,-135.65, BAD / No data or processor fail
426, 2014-293T21:22:15.831, 2014-293T22:55:03.898,-159.233, BAD / No data or processor fail
427, 2014-293T22:55:03.898, 2014-294T00:27:51.984,177.186, BAD / Mixed SNR state
428, 2014-294T00:27:51.984, 2014-294T02:00:40.101,153.603, GOOD / High SNR
429, 2014-294T02:00:40.101, 2014-294T03:33:28.171,130.02, GOOD / High SNR
430, 2014-294T03:33:28.171, 2014-294T05:06:16.197,106.437, GOOD / High SNR
431, 2014-294T05:06:16.197, 2014-294T06:39:04.324,82.855, GOOD / High SNR
432, 2014-294T06:39:04.324, 2014-294T08:11:52.443,59.271, GOOD / High SNR
433, 2014-294T08:11:52.443, 2014-294T09:44:40.522,35.687, GOOD / High SNR
434, 2014-294T09:44:40.522, 2014-294T11:17:28.578,12.104, GOOD / High SNR
435, 2014-294T11:17:28.578, 2014-294T12:50:16.565,-11.479, GOOD / High SNR
436, 2014-294T12:50:16.565, 2014-294T14:23:04.527,-35.061, GOOD / High SNR
437, 2014-294T14:23:04.527, 2014-294T15:55:52.508,-58.645, GOOD / High SNR
438, 2014-294T15:55:52.508, 2014-294T17:28:40.559,-82.23, GOOD / High SNR
439, 2014-294T17:28:40.559, 2014-294T19:01:28.586,-105.815, GOOD / High SNR
440, 2014-294T19:01:28.586, 2014-294T20:34:16.577,-129.399, GOOD / High SNR
441, 2014-294T20:34:16.577, 2014-294T22:07:04.519,-152.982, GOOD / High SNR
442, 2014-294T22:07:04.519, 2014-294T23:39:52.462,-176.563, GOOD / High SNR
443, 2014-294T23:39:52.462, 2014-295T01:12:40.438,159.855, GOOD / High SNR
444, 2014-295T01:12:40.438, 2014-295T02:45:28.400,136.273, GOOD / High SNR
445, 2014-295T02:45:28.400, 2014-295T04:18:16.282,112.69, GOOD / High SNR
446, 2014-295T04:18:16.282, 2014-295T05:51:04.254,89.108, GOOD / High SNR
447, 2014-295T05:51:04.254, 2014-295T07:23:52.243,65.525, GOOD / High SNR
448, 2014-295T07:23:52.243, 2014-295T08:56:40.193,41.942, GOOD / High SNR
449, 2014-295T08:56:40.193, 2014-295T10:29:28.127,18.359, MARGINAL / Poor echo centering / High SNR
450, 2014-295T10:29:28.127, 2014-295T12:02:15.980,-5.223, GOOD / High SNR
451, 2014-295T12:02:15.980, 2014-295T13:35:03.777,-28.805, GOOD / High SNR
452, 2014-295T13:35:03.777, 2014-295T15:07:51.568,-52.387, MARGINAL / Poor echo centering / High SNR
453, 2014-295T15:07:51.568, 2014-295T16:40:39.412,-75.971, GOOD / High SNR
454, 2014-295T16:40:39.412, 2014-295T18:13:27.258,-99.556, BAD / No data or processor fail
455, 2014-295T18:13:27.258, 2014-295T19:46:15.060,-123.14, BAD / No data or processor fail
456, 2014-295T19:46:15.060, 2014-295T21:19:02.819,-146.722, BAD / No data or processor fail
457, 2014-295T21:19:02.819, 2014-295T22:51:50.558,-170.303, BAD / No data or processor fail
458, 2014-295T22:51:50.558, 2014-296T00:24:38.328,166.117, MARGINAL / Poor echo centering / High SNR
459, 2014-296T00:24:38.328, 2014-296T01:57:26.110,142.535, MARGINAL / Poor echo centering / High SNR
460, 2014-296T01:57:26.110, 2014-296T03:30:13.804,118.953, MARGINAL / Poor echo centering / High SNR
461, 2014-296T03:30:13.804, 2014-296T05:03:01.552,95.372, MARGINAL / Poor echo centering / High SNR
462, 2014-296T05:03:01.552, 2014-296T06:35:49.352,71.79, MARGINAL / Poor echo centering / High SNR
463, 2014-296T06:35:49.352, 2014-296T08:08:37.124,48.207, MARGINAL / Poor echo centering / High SNR
