Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote For,Ref
0,1,REP,,,County Committeeman MCCANDLESS WARD 5 DIST 1  (Prec-0326,2,WRITE-IN,1,
121,1,REP,,,County Committeeman MCCANDLESS WARD 5 DIST 2  (Prec-0327,1,Philip E. McLaughlin,1,
0,1,REP,,,County Committeeman MCCANDLESS WARD 5 DIST 2  (Prec-0327,2,WRITE-IN,1,
61,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 1  (Prec-0329,1,"Ralph J. LeDonne, Jr.",1,
1,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 1  (Prec-0329,2,WRITE-IN,1,
109,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 2  (Prec-0330,1,Merrill E. Kline,1,
5,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 2  (Prec-0330,2,WRITE-IN,1,
171,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 3  (Prec-0331,1,Robert F. Craig,1,
2,1,REP,,,County Committeeman MCCANDLESS WARD 6 DIST 3  (Prec-0331,2,WRITE-IN,1,
148,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 1  (Prec-0332,1,William J. McKim,1,
0,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 1  (Prec-0332,2,WRITE-IN,1,
88,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 2  (Prec-0333,1,Patrick M. Semon,1,
60,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 2  (Prec-0333,2,Tom Shaheen,1,
1,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 2  (Prec-0333,3,WRITE-IN,1,
66,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 3  (Prec-0334,1,Christopher M. Jacobs,1,
0,1,REP,,,County Committeeman MCCANDLESS WARD 7 DIST 3  (Prec-0334,2,WRITE-IN,1,
4,1,REP,,,County Committeeman MCKEESPORT WARD 7 DIST 4  (Prec-0347,1,William S. Depner,1,
0,1,REP,,,County Committeeman MCKEESPORT WARD 7 DIST 4  (Prec-0347,2,WRITE-IN,1,
43,1,REP,,,County Committeeman MONROEVILLE WARD 3 DIST 1  (Prec-038,1,Len Young,1,
83,1,REP,,,County Committeeman MONROEVILLE WARD 3 DIST 1  (Prec-038,2,John D. Ritter,1,
0,1,REP,,,County Committeeman MONROEVILLE WARD 3 DIST 1  (Prec-038,3,WRITE-IN,1,
89,1,REP,,,County Committeeman MONROEVILLE WARD 3 DIST 3  (Prec-038,1,Les Neilly,1,
0,1,REP,,,County Committeeman MONROEVILLE WARD 3 DIST 3  (Prec-038,2,WRITE-IN,1,
82,1,REP,,,County Committeeman MONROEVILLE WARD 7 DIST 1  (Prec-040,1,"J. John Vossen, III",1,
1,1,REP,,,County Committeeman MONROEVILLE WARD 7 DIST 1  (Prec-040,2,WRITE-IN,1,
42,1,REP,,,County Committeeman MONROEVILLE WARD 7 DIST 2  (Prec-040,1,Jim Kelly,1,
0,1,REP,,,County Committeeman MONROEVILLE WARD 7 DIST 2  (Prec-040,2,WRITE-IN,1,
61,1,REP,,,County Committeeman MOON DIST 1  (Prec-0405),1,"Frank Michael Rozinsky, Jr.",1,
0,1,REP,,,County Committeeman MOON DIST 1  (Prec-0405),2,WRITE-IN,1,
174,1,REP,,,County Committeeman MOON DIST 2  (Prec-0406),1,Jeffrey C. Bussard,1,
3,1,REP,,,County Committeeman MOON DIST 2  (Prec-0406),2,WRITE-IN,1,
74,1,REP,,,County Committeeman MOON DIST 3  (Prec-0407),1,John J. Wrynn,1,
1,1,REP,,,County Committeeman MOON DIST 3  (Prec-0407),2,WRITE-IN,1,
172,1,REP,,,County Committeeman MOON DIST 5  (Prec-0409),1,"Dennis D. Harbaugh, Jr.",1,
1,1,REP,,,County Committeeman MOON DIST 5  (Prec-0409),2,WRITE-IN,1,
144,1,REP,,,County Committeeman MOON DIST 6  (Prec-0410),1,Paul John Jakubec,1,
0,1,REP,,,County Committeeman MOON DIST 6  (Prec-0410),2,WRITE-IN,1,
81,1,REP,,,County Committeeman MOON DIST 7  (Prec-0411),1,"Dennis J. McMahon, Jr.",1,
0,1,REP,,,County Committeeman MOON DIST 7  (Prec-0411),2,WRITE-IN,1,
99,1,REP,,,County Committeeman MT LEBANON WARD 1 DIST 1  (Prec-0418,1,Ernest L. Fullerton,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 1 DIST 1  (Prec-0418,2,WRITE-IN,1,
54,1,REP,,,County Committeeman MT LEBANON WARD 1 DIST 7  (Prec-0424,1,"John C. Ferguson, Jr.",1,
0,1,REP,,,County Committeeman MT LEBANON WARD 1 DIST 7  (Prec-0424,2,WRITE-IN,1,
112,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 1  (Prec-0425,1,Rob Keenan,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 1  (Prec-0425,2,WRITE-IN,1,
19,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 2  (Prec-0426,1,Richard Turney,1,
38,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 2  (Prec-0426,2,Bruce Fisher,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 2  (Prec-0426,3,WRITE-IN,1,
91,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 8  (Prec-0432,1,Frank B. Dreifuss,1,
4,1,REP,,,County Committeeman MT LEBANON WARD 2 DIST 8  (Prec-0432,2,WRITE-IN,1,
50,1,REP,,,County Committeeman MT LEBANON WARD 3 DIST 1  (Prec-0433,1,"Alfonso Frioni, Jr.",1,
0,1,REP,,,County Committeeman MT LEBANON WARD 3 DIST 1  (Prec-0433,2,WRITE-IN,1,
80,1,REP,,,County Committeeman MT LEBANON WARD 3 DIST 3  (Prec-0435,1,"Templeton Smith, Jr.",1,
1,1,REP,,,County Committeeman MT LEBANON WARD 3 DIST 3  (Prec-0435,2,WRITE-IN,1,
48,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 3  (Prec-0443,1,Dale Cowher,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 3  (Prec-0443,2,WRITE-IN,1,
74,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 5  (Prec-0445,1,Douglas D. Mitchell,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 5  (Prec-0445,2,WRITE-IN,1,
68,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 6  (Prec-0446,1,John L. Erskine,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 4 DIST 6  (Prec-0446,2,WRITE-IN,1,
48,1,REP,,,County Committeeman MT LEBANON WARD 5 DIST 3  (Prec-0450,1,Richard C. Colver,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 5 DIST 3  (Prec-0450,2,WRITE-IN,1,
62,1,REP,,,County Committeeman MT LEBANON WARD 5 DIST 7  (Prec-0454,1,John S. Zacharias,1,
0,1,REP,,,County Committeeman MT LEBANON WARD 5 DIST 7  (Prec-0454,2,WRITE-IN,1,
107,1,REP,,,County Committeeman N FAYETTE DIST 1  (Prec-0482),1,Sam DeMarco,1,
1,1,REP,,,County Committeeman N FAYETTE DIST 1  (Prec-0482),2,WRITE-IN,1,
132,1,REP,,,County Committeeman N FAYETTE DIST 3  (Prec-0484),1,Bob Doddato,1,
1,1,REP,,,County Committeeman N FAYETTE DIST 3  (Prec-0484),2,WRITE-IN,1,
68,1,REP,,,County Committeeman OAKMONT DIST 1  (Prec-0502),1,Aaron Johnston,1,
0,1,REP,,,County Committeeman OAKMONT DIST 1  (Prec-0502),2,WRITE-IN,1,
132,1,REP,,,County Committeeman OAKMONT DIST 2  (Prec-0503),1,Edward G. Saxon,1,
0,1,REP,,,County Committeeman OAKMONT DIST 2  (Prec-0503),2,WRITE-IN,1,
76,1,REP,,,County Committeeman OHARA WARD 1 DIST 1  (Prec-0508),1,Thomas A. Portante,1,
0,1,REP,,,County Committeeman OHARA WARD 1 DIST 1  (Prec-0508),2,WRITE-IN,1,
41,1,REP,,,County Committeeman OHARA WARD 2 DIST 1  (Prec-0510),1,James Zaenger,1,
0,1,REP,,,County Committeeman OHARA WARD 2 DIST 1  (Prec-0510),2,WRITE-IN,1,
64,1,REP,,,County Committeeman OHARA WARD 4 DIST 1  (Prec-0514),1,John Cullen,1,
0,1,REP,,,County Committeeman OHARA WARD 4 DIST 1  (Prec-0514),2,WRITE-IN,1,
46,1,REP,,,County Committeeman OHARA WARD 4 DIST 2  (Prec-0515),1,Tom Bills,1,
0,1,REP,,,County Committeeman OHARA WARD 4 DIST 2  (Prec-0515),2,WRITE-IN,1,
68,1,REP,,,County Committeeman OHARA WARD 5 DIST 1  (Prec-0516),1,James A. Loeffler,1,
0,1,REP,,,County Committeeman OHARA WARD 5 DIST 1  (Prec-0516),2,WRITE-IN,1,
74,1,REP,,,County Committeeman OHARA WARD 5 DIST 2  (Prec-0517),1,Ben Kotys,1,
1,1,REP,,,County Committeeman OHARA WARD 5 DIST 2  (Prec-0517),2,WRITE-IN,1,
31,1,REP,,,County Committeeman PENN HILLS WARD 3 DIST 4  (Prec-0534,1,"Lawrence G. Paladin, Jr.",1,
0,1,REP,,,County Committeeman PENN HILLS WARD 3 DIST 4  (Prec-0534,2,WRITE-IN,1,
31,1,REP,,,County Committeeman PENN HILLS WARD 4 DIST 1  (Prec-0537,1,R. Buck Gray,1,
0,1,REP,,,County Committeeman PENN HILLS WARD 4 DIST 1  (Prec-0537,2,WRITE-IN,1,
13,1,REP,,,County Committeeman PENN HILLS WARD 5 DIST 3  (Prec-0544,1,Edward W. Armstrong,1,
59,1,REP,,,County Committeeman PENN HILLS WARD 5 DIST 3  (Prec-0544,2,Brian Renter,1,
0,1,REP,,,County Committeeman PENN HILLS WARD 5 DIST 3  (Prec-0544,3,WRITE-IN,1,
9,1,REP,,,County Committeeman PENN HILLS WARD 6 DIST 4  (Prec-0551,1,Ray Carter,1,
1,1,REP,,,County Committeeman PENN HILLS WARD 6 DIST 4  (Prec-0551,2,WRITE-IN,1,
11,1,REP,,,County Committeeman PENN HILLS WARD 7 DIST 2  (Prec-0555,1,Richard J. Zilka,1,
18,1,REP,,,County Committeeman PENN HILLS WARD 7 DIST 2  (Prec-0555,2,James S. Dougherty,1,
0,1,REP,,,County Committeeman PENN HILLS WARD 7 DIST 2  (Prec-0555,3,WRITE-IN,1,
41,1,REP,,,County Committeeman PENN HILLS WARD 9 DIST 1  (Prec-0567,1,David J. Mueller,1,
0,1,REP,,,County Committeeman PENN HILLS WARD 9 DIST 1  (Prec-0567,2,WRITE-IN,1,
10,1,REP,,,County Committeeman PITTSBURGH WARD 8 DIST 3  (Prec-0650,1,"David F. Onufer, Jr.",1,
3,1,REP,,,County Committeeman PITTSBURGH WARD 8 DIST 3  (Prec-0650,2,WRITE-IN,1,
13,1,REP,,,County Committeeman PITTSBURGH WARD 11 DIST 8  (Prec-069,1,John S. Agatston,1,
1,1,REP,,,County Committeeman PITTSBURGH WARD 11 DIST 8  (Prec-069,2,WRITE-IN,1,
5,1,REP,,,County Committeeman PITTSBURGH WARD 11 DIST 12  (Prec-07,1,John Robert Clark,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 11 DIST 12  (Prec-07,2,WRITE-IN,1,
17,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 2  (Prec-074,1,C. Edward Pfeifer,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 2  (Prec-074,2,WRITE-IN,1,
14,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 4  (Prec-074,1,Joe Weinroth,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 4  (Prec-074,2,WRITE-IN,1,
12,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 7  (Prec-074,1,James B. Burnham,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 7  (Prec-074,2,WRITE-IN,1,
12,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 9  (Prec-075,1,Lawrence N. Paper,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 9  (Prec-075,2,WRITE-IN,1,
26,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 26  (Prec-07,1,Andy Dlinn,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 26  (Prec-07,2,WRITE-IN,1,
9,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 35  (Prec-07,1,Steven Thomas Auerbach,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 35  (Prec-07,2,WRITE-IN,1,
17,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 36  (Prec-07,1,Joshua Wander,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 36  (Prec-07,2,WRITE-IN,1,
21,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 37  (Prec-07,1,Daniel A. Cohen,1,
1,1,REP,,,County Committeeman PITTSBURGH WARD 14 DIST 37  (Prec-07,2,WRITE-IN,1,
10,1,REP,,,County Committeeman PITTSBURGH WARD 17 DIST 4  (Prec-081,1,"Ronald L. Hicks, Jr.",1,
1,1,REP,,,County Committeeman PITTSBURGH WARD 17 DIST 4  (Prec-081,2,WRITE-IN,1,
6,1,REP,,,County Committeeman PITTSBURGH WARD 17 DIST 5  (Prec-081,1,Rennick Alan Remley,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 17 DIST 5  (Prec-081,2,WRITE-IN,1,
3,1,REP,,,County Committeeman PITTSBURGH WARD 18 DIST 11  (Prec-08,1,Andy Maul,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 18 DIST 11  (Prec-08,2,WRITE-IN,1,
13,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 5  (Prec-083,1,Hilary Holste,1,
1,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 5  (Prec-083,2,WRITE-IN,1,
22,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 15  (Prec-08,1,Bob Hillen,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 15  (Prec-08,2,WRITE-IN,1,
17,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 31  (Prec-08,1,Paul L. Behers,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 19 DIST 31  (Prec-08,2,WRITE-IN,1,
24,1,REP,,,County Committeeman PITTSBURGH WARD 20 DIST 16  (Prec-08,1,David R. Hiles,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 20 DIST 16  (Prec-08,2,WRITE-IN,1,
23,1,REP,,,County Committeeman PITTSBURGH WARD 28 DIST 6  (Prec-094,1,Michael R. Marks,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 28 DIST 6  (Prec-094,2,WRITE-IN,1,
18,1,REP,,,County Committeeman PITTSBURGH WARD 32 DIST 1  (Prec-097,1,Chris Cratsley,1,
0,1,REP,,,County Committeeman PITTSBURGH WARD 32 DIST 1  (Prec-097,2,WRITE-IN,1,
50,1,REP,,,County Committeeman PLEASANT HL DIST 1  (Prec-0985),1,Daniel Soltesz,1,
0,1,REP,,,County Committeeman PLEASANT HL DIST 1  (Prec-0985),2,WRITE-IN,1,
54,1,REP,,,County Committeeman PLEASANT HL DIST 10  (Prec-0994),1,Fred Mullner,1,
1,1,REP,,,County Committeeman PLEASANT HL DIST 10  (Prec-0994),2,WRITE-IN,1,
125,1,REP,,,County Committeeman PLUM DIST 1  (Prec-0995),1,Jim Rogers,1,
0,1,REP,,,County Committeeman PLUM DIST 1  (Prec-0995),2,WRITE-IN,1,
41,1,REP,,,County Committeeman PLUM DIST 2  (Prec-0996),1,Robert Porco,1,
0,1,REP,,,County Committeeman PLUM DIST 2  (Prec-0996),2,WRITE-IN,1,
147,1,REP,,,County Committeeman PLUM DIST 3  (Prec-0997),1,Bill Ferguson,1,
1,1,REP,,,County Committeeman PLUM DIST 3  (Prec-0997),2,WRITE-IN,1,
74,1,REP,,,County Committeeman PLUM DIST 6  (Prec-1000),1,Dave Majernik,1,
2,1,REP,,,County Committeeman PLUM DIST 6  (Prec-1000),2,WRITE-IN,1,
89,1,REP,,,County Committeeman PLUM DIST 7  (Prec-1001),1,Kevin Dowdell,1,
0,1,REP,,,County Committeeman PLUM DIST 7  (Prec-1001),2,WRITE-IN,1,
58,1,REP,,,County Committeeman PLUM DIST 12  (Prec-1006),1,Andrew Drake,1,
0,1,REP,,,County Committeeman PLUM DIST 12  (Prec-1006),2,WRITE-IN,1,
119,1,REP,,,County Committeeman ROBINSON DIST 1  (Prec-1035),1,Stephen Taylor,1,
0,1,REP,,,County Committeeman ROBINSON DIST 1  (Prec-1035),2,WRITE-IN,1,
31,1,REP,,,County Committeeman ROBINSON DIST 3  (Prec-1037),1,Jack Cairns,1,
0,1,REP,,,County Committeeman ROBINSON DIST 3  (Prec-1037),2,WRITE-IN,1,
35,1,REP,,,County Committeeman ROBINSON DIST 5  (Prec-1039),1,Jerome Brouker,1,
0,1,REP,,,County Committeeman ROBINSON DIST 5  (Prec-1039),2,WRITE-IN,1,
46,1,REP,,,County Committeeman ROBINSON DIST 6  (Prec-1040),1,Michael Malinsky,1,
2,1,REP,,,County Committeeman ROBINSON DIST 6  (Prec-1040),2,WRITE-IN,1,
102,1,REP,,,County Committeeman ROBINSON DIST 7  (Prec-1041),1,Duane Faith,1,
2,1,REP,,,County Committeeman ROBINSON DIST 7  (Prec-1041),2,WRITE-IN,1,
94,1,REP,,,County Committeeman ROBINSON DIST 9  (Prec-1043),1,Bob Sughrue,1,
0,1,REP,,,County Committeeman ROBINSON DIST 9  (Prec-1043),2,WRITE-IN,1,
77,1,REP,,,County Committeeman ROSS WARD 2 DIST 2  (Prec-1049),1,Christopher H. Fromme,1,
1,1,REP,,,County Committeeman ROSS WARD 2 DIST 2  (Prec-1049),2,WRITE-IN,1,
55,1,REP,,,County Committeeman ROSS WARD 2 DIST 3  (Prec-1050),1,Jeffrey A. Meyer,1,
0,1,REP,,,County Committeeman ROSS WARD 2 DIST 3  (Prec-1050),2,WRITE-IN,1,
39,1,REP,,,County Committeeman ROSS WARD 3 DIST 3  (Prec-1053),1,Lou Nudi,1,
0,1,REP,,,County Committeeman ROSS WARD 3 DIST 3  (Prec-1053),2,WRITE-IN,1,
40,1,REP,,,County Committeeman ROSS WARD 8 DIST 3  (Prec-1073),1,Matt Drozd,1,
1,1,REP,,,County Committeeman ROSS WARD 8 DIST 3  (Prec-1073),2,WRITE-IN,1,
43,1,REP,,,County Committeeman ROSSLYN FARM  (Prec-1077),1,Benjamin Gross,1,
0,1,REP,,,County Committeeman ROSSLYN FARM  (Prec-1077),2,WRITE-IN,1,
36,1,REP,,,County Committeeman SCOTT WARD 2 DIST 2  (Prec-1081),1,Herb Ohliger,1,
3,1,REP,,,County Committeeman SCOTT WARD 2 DIST 2  (Prec-1081),2,WRITE-IN,1,
21,1,REP,,,County Committeeman SCOTT WARD 4 DIST 2  (Prec-1085),1,George Brenton Mock,1,
0,1,REP,,,County Committeeman SCOTT WARD 4 DIST 2  (Prec-1085),2,WRITE-IN,1,
30,1,REP,,,County Committeeman SCOTT WARD 6 DIST 1  (Prec-1088),1,Stephen J. Jason,1,
2,1,REP,,,County Committeeman SCOTT WARD 6 DIST 1  (Prec-1088),2,WRITE-IN,1,
59,1,REP,,,County Committeeman SHALER WARD 3 DIST 1  (Prec-1112),1,David W. Shutter,1,
0,1,REP,,,County Committeeman SHALER WARD 3 DIST 1  (Prec-1112),2,WRITE-IN,1,
68,1,REP,,,County Committeeman SHALER WARD 4 DIST 1  (Prec-1117),1,Aaron Henry,1,
1,1,REP,,,County Committeeman SHALER WARD 4 DIST 1  (Prec-1117),2,WRITE-IN,1,
66,1,REP,,,County Committeeman SHALER WARD 5 DIST 5  (Prec-1126),1,James L. Fisher,1,
0,1,REP,,,County Committeeman SHALER WARD 5 DIST 5  (Prec-1126),2,WRITE-IN,1,
49,1,REP,,,County Committeeman SHALER WARD 6 DIST 3  (Prec-1129),1,James Ludwig,1,
0,1,REP,,,County Committeeman SHALER WARD 6 DIST 3  (Prec-1129),2,WRITE-IN,1,
36,1,REP,,,County Committeeman SHALER WARD 6 DIST 4  (Prec-1130),1,Kenneth Klinvex,1,
0,1,REP,,,County Committeeman SHALER WARD 6 DIST 4  (Prec-1130),2,WRITE-IN,1,
63,1,REP,,,County Committeeman SHALER WARD 6 DIST 5  (Prec-1131),1,James J. Pschirer,1,
0,1,REP,,,County Committeeman SHALER WARD 6 DIST 5  (Prec-1131),2,WRITE-IN,1,
69,1,REP,,,County Committeeman SHALER WARD 7 DIST 2  (Prec-1133),1,Bill Cross,1,
1,1,REP,,,County Committeeman SHALER WARD 7 DIST 2  (Prec-1133),2,WRITE-IN,1,
44,1,REP,,,County Committeeman SOUTH PARK DIST 8  (Prec-1158),1,Jerry Lee Karashin,1,
0,1,REP,,,County Committeeman SOUTH PARK DIST 8  (Prec-1158),2,WRITE-IN,1,
40,1,REP,,,County Committeeman SOUTH PARK DIST 11  (Prec-1161),1,Mark Anania,1,
1,1,REP,,,County Committeeman SOUTH PARK DIST 11  (Prec-1161),2,WRITE-IN,1,
46,1,REP,,,County Committeeman THORNBURG  (Prec-1196),1,"Frank J. Losos, III",1,
0,1,REP,,,County Committeeman THORNBURG  (Prec-1196),2,WRITE-IN,1,
78,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 1  (Prec-120,1,Alan A. Axelson,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 1  (Prec-120,2,WRITE-IN,1,
130,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 2  (Prec-120,1,George S. Morris,1,
2,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 2  (Prec-120,2,WRITE-IN,1,
101,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 3  (Prec-120,1,Gordon John Lloyd,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 3  (Prec-120,2,WRITE-IN,1,
80,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 4  (Prec-120,1,Reed D. Kneale,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 1 DIST 4  (Prec-120,2,WRITE-IN,1,
56,1,REP,,,County Committeeman UP ST CLAIR WARD 2 DIST 4  (Prec-121,1,Jeffrey A. Krantz,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 2 DIST 4  (Prec-121,2,WRITE-IN,1,
117,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 1  (Prec-121,1,James E. Bolas,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 1  (Prec-121,2,WRITE-IN,1,
83,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 2  (Prec-121,1,"Milton E. Hamel, Jr.",1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 2  (Prec-121,2,WRITE-IN,1,
150,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 3  (Prec-121,1,L. Theodore Neighbors,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 3 DIST 3  (Prec-121,2,WRITE-IN,1,
74,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 1  (Prec-121,1,Donald Lund,1,
51,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 1  (Prec-121,2,John W. Keane,1,
1,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 1  (Prec-121,3,WRITE-IN,1,
72,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 3  (Prec-121,1,Jerry B. Fulmer,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 3  (Prec-121,2,WRITE-IN,1,
149,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 4  (Prec-121,1,Gary J. DeCock,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 4 DIST 4  (Prec-121,2,WRITE-IN,1,
149,1,REP,,,County Committeeman UP ST CLAIR WARD 5 DIST 1  (Prec-122,1,Kevin P. Allen,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 5 DIST 1  (Prec-122,2,WRITE-IN,1,
88,1,REP,,,County Committeeman UP ST CLAIR WARD 5 DIST 3  (Prec-122,1,Steven Stockton,1,
0,1,REP,,,County Committeeman UP ST CLAIR WARD 5 DIST 3  (Prec-122,2,WRITE-IN,1,
55,1,REP,,,County Committeeman WEST DEER DIST 2  (Prec-1230),1,Gerry Vaerewyck,1,
0,1,REP,,,County Committeeman WEST DEER DIST 2  (Prec-1230),2,WRITE-IN,1,
51,1,REP,,,County Committeeman WEST DEER DIST 6  (Prec-1234),1,Bronco Brnardic,1,
3,1,REP,,,County Committeeman WEST DEER DIST 6  (Prec-1234),2,WRITE-IN,1,
24,1,REP,,,County Committeeman WHITEHALL DIST 3  (Prec-1273),1,Thomas Barchfeld,1,
24,1,REP,,,County Committeeman WHITEHALL DIST 3  (Prec-1273),2,Ryan O'Barto,1,
2,1,REP,,,County Committeeman WHITEHALL DIST 3  (Prec-1273),3,WRITE-IN,1,
74,1,REP,,,County Committeeman WHITEHALL DIST 8  (Prec-1278),1,Robert Damien Schorr,1,
0,1,REP,,,County Committeeman WHITEHALL DIST 8  (Prec-1278),2,WRITE-IN,1,
104,1,REP,,,County Committeeman WHITEHALL DIST 15  (Prec-1285),1,Andrew Sakmar,1,
1,1,REP,,,County Committeeman WHITEHALL DIST 15  (Prec-1285),2,WRITE-IN,1,
17,1,REP,,,County Committeeman WILKINSBURG WARD 3 DIST 2  (Prec-131,1,John G. Wilkins,1,
0,1,REP,,,County Committeeman WILKINSBURG WARD 3 DIST 2  (Prec-131,2,WRITE-IN,1,
109,1,REP,,,County Committeeman ELIZABETH TP WARD 2,1,William V. Angeloff,1,
3,1,REP,,,County Committeeman ELIZABETH TP WARD 2,2,WRITE-IN,1,
41,1,REP,,,County Committeeman WHITEHALL DIST 1,1,Chris A. Mooney,1,
1,1,REP,,,County Committeeman WHITEHALL DIST 1,2,WRITE-IN,1,
1984,1127,REP,,,County Committeeman,1,WRITE-IN,1,
125,1,REP,,,County Committeewoman BETHEL PARK WARD 2 DIST 1  (Prec-0,1,Patricia Marie Campbell,1,
1,1,REP,,,County Committeewoman BETHEL PARK WARD 2 DIST 1  (Prec-0,2,WRITE-IN,1,
89,1,REP,,,County Committeewoman BETHEL PARK WARD 3 DIST 1  (Prec-0,1,Betsy A. Sharp,1,
1,1,REP,,,County Committeewoman BETHEL PARK WARD 3 DIST 1  (Prec-0,2,WRITE-IN,1,
112,1,REP,,,County Committeewoman BETHEL PARK WARD 3 DIST 2  (Prec-0,1,Sue Means,1,
0,1,REP,,,County Committeewoman BETHEL PARK WARD 3 DIST 2  (Prec-0,2,WRITE-IN,1,
62,1,REP,,,County Committeewoman BETHEL PARK WARD 5 DIST 1  (Prec-0,1,Jeannette T. Werkmeister,1,
0,1,REP,,,County Committeewoman BETHEL PARK WARD 5 DIST 1  (Prec-0,2,WRITE-IN,1,
112,1,REP,,,County Committeewoman BETHEL PARK WARD 5 DIST 3  (Prec-0,1,Betty M. McKee,1,
2,1,REP,,,County Committeewoman BETHEL PARK WARD 5 DIST 3  (Prec-0,2,WRITE-IN,1,
90,1,REP,,,County Committeewoman BETHEL PARK WARD 6 DIST 3  (Prec-0,1,Cynthia L. Schnatterly,1,
0,1,REP,,,County Committeewoman BETHEL PARK WARD 6 DIST 3  (Prec-0,2,WRITE-IN,1,
37,1,REP,,,County Committeewoman BETHEL PARK WARD 8 DIST 4  (Prec-0,1,Joyce A. Malsch,1,
