X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-132.79879643,54.700949529,36354,6473,C1902,T10,E00001960,2006P,1960,1948.0,1972,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.781012567,54.697033914,36355,6474,C1903,T10,E00001960,2006P,1960,1948.0,1972,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.790313147,54.702761653,36356,6475,C1904,T10,E00001978,2006P,1978,1972.0,1985,N,N,N,BATR,PISI,90,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.775160922,54.696256798,36357,6476,C1905,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.703215873,54.68435355,36358,6477,C1906,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.705731664,54.684397175,36359,6478,C1907,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.71104589,54.68665682,36360,6479,C1908,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.72669101,54.685632808,36361,6482,C1911,T10,E00002001,2006P,2001,1997.0,2005,N,N,N,BATR,ALRU2,30,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-132.744492335,54.69431938,36362,6484,C1913,T10,E00001978,2006P,1978,1972.0,1985,N,N,N,BATR,PISI,100,SOAR-DEFL-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.69774915,54.682166864,36363,6485,C1914,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.694816134,54.681646292,36364,6486,C1915,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.687499603,54.680761288,36365,6487,C1916,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.736932952,54.673816697,36366,6488,C1917,T10,E00001960,2006P,1960,1948.0,1972,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.705611711,54.677033509,36367,6489,C1918,T10,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.991852901,54.789435871,36368,6490,C1919,T10,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.000239736,54.921122103,36369,6491,C1920,T10,E00001960,2007P,1960,1948.0,1972,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.086182508,55.128825523,36370,6493,C1922,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.093416075,54.881458958,36371,6494,C1923,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BARE,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.090948769,54.883979128,36372,6495,C1924,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.086196157,54.784467451,36373,6498,C1927,T10,E000-1948,2005P,-1948,,1948,,N,Y,BASH,ALSI3,100,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.094122686,54.786235445,36374,6499,C1928,T10,E000-1948,2005P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-132.111960867,54.733479776,36375,6500,C1929,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.132966084,54.90599385,36376,6501,C1930,T10,E000-1948,2005P,-1948,,1948,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.191029513,54.723058125,36377,6517,C1947,T10,E000-1948,2006P,-1948,,1948,,N,N,BATR,ALRU2,85,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.191409811,54.726465869,36378,6518,C1948,T10,E00001978,2006P,1978,1971.0,1985,,N,Y,BARE,CON1,25,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.196738251,54.72718201,36379,6519,C1949,T10,E00002001,2006P,2001,1997.0,2006,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.197906763,54.728214957,36380,6520,C1950,T10,E00001977,2006P,1977,1975.0,1979,,N,Y,BARE,ALRU2,45,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,Yes,
-132.318231425,54.958370459,36381,6577,C2006,T10,E000-1948,2006P,-1948,,1948,,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.324619835,54.943864251,36382,6578,C2007,T10,E00001960,2006P,1960,1948.0,1971,,N,Y,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.340846317,54.927000206,36383,6579,C2008,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.348908523,54.940095433,36384,6580,C2009,T10,E00001960,2006P,1960,1948.0,1971,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.345066872,54.938782331,36385,6581,C2010,T10,E00001960,2006P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.345423601,54.940302368,36386,6582,C2011,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,60,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.350443282,54.957973805,36387,6583,C2012,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.343610223,54.959047478,36388,6584,C2013,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-132.614378993,55.229972789,36389,6688,C2120,T10,E000-1948,2006P,-1948,,1948,,N,Y,BEDR,ALSI3,20,TRZO-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,Yes,
-132.696667371,54.80783461,36390,6700,C2124,T10,E00002001,2006P,2001,1997.0,2006,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.696555523,54.808523447,36391,6701,C2125,T10,E00002001,2006P,2001,1997.0,2006,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.129700518,54.95087333,36392,6749,C1931,T10,E00001978,2005P,1978,1971.0,1985,,N,N,BATR,CON1,80,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.383267154,54.943594478,36393,6754,C2026,T10,E00001960,2005P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-131.375974741,54.87849235,36394,7383,K0449,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.351910482,54.880649365,36395,7390,K0456,T11,E000-1929,2005P,-1929,,1929,N,N,N,BATR,PISI,90,TRZO-DEFL-FLOW,CO,Darin Silkworth,,,,,,,,,
-131.373505737,54.882514775,36396,7396,K0462,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.357646267,54.884362762,36397,7401,K0466,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,98,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.356906537,54.880923217,36398,7403,K0468,T11,E00002001,2008P,2001,1997.0,2005,N,N,N,BARE,ALRU2,20,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.371908416,54.888863213,36399,7413,K0478,T11,E00002001,2008P,2001,1997.0,2005,N,N,N,BATR,ALRU2,50,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.370736349,54.885828311,36400,7414,K0479,T11,E00002002,2008P,2002,1997.0,2008,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.36494437,54.881397938,36401,7416,K0481,T11,E00002006,2008P,2006,2005.0,2008,N,N,N,BARE,ALRU2,30,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.364233155,54.886194944,36402,7420,K0485,T11,E00002001,2008P,2001,1997.0,2005,N,N,Y,BARE,ALRU2,10,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.37168843,54.884935421,36403,7687,K0738,T11,E00001985,2008P,1985,1973.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.355572985,54.876140788,36404,7726,K0777,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.35581524,54.876898306,36405,7727,K0778,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.354235319,54.878187918,36406,7728,K0779,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.355581837,54.878647103,36407,7729,K0780,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.36188551,54.88161977,36408,7730,K0781,T11,E00001991,2008P,1991,1948.0,1997,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.69092834,55.600923507,36409,14283,M2290,T17,E000-1948,1998P,-1948,,1948,N,N,N,BEDR,CON1,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.689574371,55.599911474,36410,14284,M2291,T17,E000-1948,1998P,-1948,,1948,N,N,N,BEDR,CON1,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.674767749,55.5773047,36411,14286,M2293,T17,E00001973,1998P,1973,1948.0,1998,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.664027939,55.554988227,36412,14287,M2294,T17,E00001973,1998P,1973,1948.0,1998,N,N,Y,BARE,ALRU2,40,TRZO-DEFL-FLOW,UN,Dennis Landwehr,,,,,,,,,
-131.374441161,54.881811778,36413,8252,K0918,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.767861416,55.27657671,36414,14296,M1398,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.968980514,56.061252048,36415,14361,M1597,T17,E00002003,2007P,2003,1998.0,2007,N,N,Y,BAGR,PHAR3,90,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,,,,
-131.372048919,54.879930782,36416,9458,K0927,T11,E00001938,2008P,1938,1929.0,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.763795068,55.277452755,36417,14297,M1397,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.779427032,55.276732793,36418,14298,M2937,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,ALRU2,75,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.778059472,55.276497027,36419,14299,M2938,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BEDR,CON1,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.779296089,55.273979865,36420,14300,M4218,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BEDR,CON1,15,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.779752231,55.275379966,36421,14301,M1403,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BEDR,CON1,20,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.779847422,55.275145907,36422,14302,M1402,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BEDR,CON1,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.781940153,55.286128101,36423,14303,M1401,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.777157648,55.285263308,36424,14304,M1400,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,CON1,10,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.808859764,55.265499009,36425,14305,M1399,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BATR,ALRU2,75,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.809424747,55.266500378,36426,14306,M2935,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BEDR,CON1,20,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.741427045,55.244616302,36427,14309,M1395,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.741452526,55.243803852,36428,14310,M2939,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.741830235,55.243283915,36429,14311,M2940,T17,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALRU2,65,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.742487216,55.242023204,36430,14312,M2941,T17,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALRU2,85,TRZO-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.742617648,55.241212913,36431,14313,M2942,T17,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.746604304,55.265997952,36432,14317,M2946,T17,E00001973,2008P,1973,1948.0,1998,N,N,N,BASH,CON1,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-132.712541387,54.688031957,36433,10207,C2230,SS,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.714846287,54.689236344,36434,10208,C2229,SS,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.795797125,54.696258701,36435,10209,C2228,SS,E00001960,2006P,1960,1948.0,1972,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.039395954,54.725359148,36436,10322,C2317,SS,E00001960,2006P,1960,1948.0,1971,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.822878506,54.734562989,36437,10210,C2227,SS,E000-1929,2006P,-1929,,1929,N,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.834323638,54.753508098,36438,10211,C2226,SS,E00001960,2008P,1960,1948.0,1972,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.076073687,54.924765258,36439,10215,C2222,SS,E000-1929,2008P,-1929,,1929,N,N,N,BEDR,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.021780242,56.207522567,36440,15233,M1437,T17,E00001965,2010P,1965,1948.0,1985,N,N,Y,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.77880067,55.446921918,36441,15234,M2366,T17,E000-1948,1998P,-1948,,1948,N,N,Y,BARE,CON1,15,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.814912452,55.161865212,36442,14326,M2955,T17,E00001966,2008P,1966,1948.0,1985,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.792774276,55.210126298,36443,14327,M2956,T17,E000-1948,2008P,-1948,,1948,N,N,N,BEDR,CON1,15,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.794991828,55.212449933,36444,14328,M2957,T17,E000-1948,2008P,-1948,,1948,N,N,N,BEDR,CON1,15,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.692196132,55.199838199,36445,14329,M2958,T17,E00001991,2008P,1991,1985.0,1998,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.674584255,55.205640618,36446,14330,M2959,T17,E00001966,2008P,1966,1948.0,1985,N,N,Y,BASH,ALSI3,55,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.676300821,55.206990602,36447,14331,M2960,T17,E00001966,2008P,1966,1948.0,1985,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.684791364,55.213589684,36448,14332,M2961,T17,E00001991,2008P,1991,1985.0,1998,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.708627538,55.174338943,36449,14333,M2962,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BEDR,CON1,70,SOAR-DEFL-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.623375185,55.220445407,36450,14336,M2965,T17,E00001973,2008P,1973,1948.0,1998,N,N,Y,BATR,CON1,70,SOAR-DEFL-FLOW,CO,Dennis Landwehr,,,,,,,,,
-130.618960755,55.224508957,36451,14337,M2966,T17,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALSI3,95,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.618191816,55.229925476,36452,14338,M2967,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BATR,ALSI3,100,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.579450401,55.248295603,36453,14339,M2968,T17,E00002003,2008P,2003,1998.0,2008,N,N,N,BARE,CON1,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-130.579790754,55.260903173,36454,14341,M2970,T17,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-130.61423842,55.257946942,36455,14342,M2971,T17,E00001973,1998P,1973,1948.0,1998,N,N,Y,BEDR,ALSI3,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.844213626,54.755940336,36456,10198,C2191,T12,E00002002,2008P,2002,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.005179594,54.876286903,36457,10199,C2192,T12,E00001978,2008P,1978,1972.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.931011419,54.939907521,36458,10200,C2193,T12,E00002007,2008P,2007,2005.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.678741573,55.309167675,36459,10249,C2281,T12,E00002002,2008P,2002,1997.0,2006,N,N,N,BEDR,CON1,5,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.598131284,55.306282076,36460,10261,C2269,T12,E00001991,2005P,1991,1985.0,1997,N,N,N,BATR,ALRU2,30,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.59465878,55.305780291,36461,10262,C2268,T12,E00001991,2005P,1991,1985.0,1997,N,N,N,BATR,ALRU2,30,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.591841557,55.306908998,36462,10263,C2267,T12,E00001991,2005P,1991,1985.0,1997,N,N,N,BATR,ALRU2,30,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-130.791739154,54.852432885,36463,10682,K1568,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BASH,ALRU2,70,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.789952751,54.854259309,36464,10683,K1569,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.816301083,54.86819741,36465,10684,K1570,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.815105174,54.904782048,36466,10685,K1571,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.853435924,54.91929725,36467,10686,K1572,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.874906337,54.93159094,36468,10687,K1573,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.852309846,54.938920999,36469,10688,K1574,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.846876443,54.935092995,36470,10689,K1575,T12,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.846959585,54.934559483,36471,10690,K1576,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.59732422,54.88895342,36472,10700,K1586,T12,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-130.595947843,54.890201646,36473,10701,K1587,T12,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-130.650178917,54.855953882,36474,10703,K1589,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.631749354,54.840522132,36475,10705,K1591,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.686225197,54.816218974,36476,10706,K1592,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.688743886,54.851783586,36477,10707,K1593,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.715328932,54.874101976,36478,10708,K1594,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.713125664,54.879467838,36479,10709,K1595,T12,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.704516133,54.883482834,36480,10710,K1596,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.699085115,54.885203269,36481,10711,K1597,T12,E00002003,2008P,2003,1997.0,2008,N,N,N,BASH,ALRU2,60,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.70152792,54.892904374,36482,10712,K1598,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-130.728571862,54.924598973,36483,10717,K1603,T12,E00001972,2008P,1972,1948.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.337117398,54.954785342,36484,11971,C2392,T12,E00002002,2006P,2002,1997.0,2005,,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.356662129,54.957637253,36485,11972,C2393,T12,E00001960,2008P,1960,1948.0,1971,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.357663998,54.958261126,36486,11973,C2394,T12,E00001960,2008P,1960,1948.0,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.140280544,54.694714459,36487,11974,C2395,T12,E00002002,2008P,2002,1997.0,2008,,N,N,BARE,,0,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.135367751,54.696435058,36488,11975,C2396,T12,E00002002,2008P,2002,1997.0,2008,,N,N,BARE,,0,TRZO-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.924964413,54.921653092,36489,11979,C2400,T12,E00002002,2006P,2002,1997.0,2006,,N,Y,BARE,ALRU2,20,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.048707172,54.96633788,36490,11981,C2402,T12,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.060448806,54.964635053,36491,10234,C2204,T12,E000-1929,2008P,-1929,,1929,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
