OBJECTID,cons_pct,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,ThreatF5,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,ACRES,Shapearea,Shapelen
2186,0.0,52.01459884,10.03439998,5.43238019,1,2,7,1,3.2,5,3,134.82000732,4,0.47058098,4,5,0,0.0,3,284.47106949,5,0.31902013,0,0.0,2,0.11721402,0,0.0,2,0.11721402,0,0,2.4,3,3,284.47107194,1151218.18937788,7490.80545165759
2187,0.0,43.84619903,10.03439998,5.43238019,1,2,7,1,4.2,10,4,89.37550354,4,0.31576654,0,0,0,0.0,1,53.01500779,10,0.0,5,0.21824008,2,0.40196164,0,0.0,8,10.00893939,0,0,2.9,3,4,53.01501177,214544.99906475,2651.85763854366
2188,0.0,11.33329963,14.48680019,9.87254047,5,3,5,1,4.0,6,6,41.20000076,4,0.46357671,0,0,0,0.0,2,221.35714456,6,0.2243614,0,0.0,3,1.04026459,0,0.0,2,0.07054662,10,99,2.95,3,4,221.35714277,895804.15810594,6920.48477529475
2189,3.3147723,6.0,44.74259948,4.41938018,8,10,8,3,7.8,10,1,462.21301269,5,0.75392538,0,0,0,0.0,2,126.57882994,10,0.0,4,0.09353854,8,9.47469652,0,0.0,8,9.47469652,0,0,2.95,3,8,126.57883069,512248.402931535,6859.53311552882
2190,0.0,27.47730064,10.03439998,5.43238019,2,2,7,1,4.4,10,5,68.30210113,6,1.53803283,0,0,0,0.0,3,258.22501802,10,0.0,0,0.0,3,0.45351918,0,0.0,9,17.73981481,0,0,3.4,4,4,258.22501797,1045003.7524434,9703.81519349019
2191,0.28774344,4.0,44.74259948,4.41938018,10,10,8,2,8.0,10,1,626.37799072,3,0.19229923,0,0,0,0.0,1,32.28570465,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,10,99,2.55,3,8,32.28570634,130656.14068276,2278.87746738818
2192,0.0,4.20968008,44.74259948,4.41938018,10,10,8,1,7.8,10,1,392.51501464,3,0.20930997,1,1,0,0.0,2,126.53004171,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.85,2,8,126.5300488,512050.98884544,4743.97937223346
2193,18.63982022,59.38460159,14.16870021,6.25176,1,3,6,6,5.2,10,2,197.09300231,3,0.17133428,0,0,0,0.0,1,28.76583537,10,0.0,0,0.0,9,24.10428868,0,0.0,10,66.81481609,0,0,2.7,3,5,28.76584012,116411.690503,1892.79331598462
2194,20.57336929,5.78177022,24.75410079,11.40950012,9,6,4,7,5.6,2,5,69.06659698,6,2.38548187,2,2,6,44.59706887,6,4130.47414671,2,0.79605001,7,0.45696448,5,1.97784315,0,0.0,4,2.15597911,0,0,4.35,5,6,4130.47409767,16715502.4916519,64882.8198534901
2195,41.84034698,7.14063978,14.48680019,9.87254047,7,3,5,8,6.4,9,9,19.91469955,5,0.97180432,0,0,8,63.45349959,5,1682.68418092,9,0.00323292,3,0.04198054,2,0.06091457,0,0.0,4,2.34547162,10,100,5.65,7,6,1682.68419153,6809608.56580741,16816.8255547029
2196,0.0,3.71875,32.08369827,3.62504005,10,8,8,1,5.8,2,5,71.51560211,3,0.25990227,0,0,0,0.0,3,450.02213231,2,1.17626214,0,0.0,3,1.0257051,0,0.0,6,3.90508793,0,0,2.15,2,6,450.02212473,1821182.21041075,12292.060687267
2197,0.0,14.04209995,27.92510032,8.87856006,4,7,5,1,5.4,10,1,283.42800903,5,1.119679,1,1,0,0.0,2,187.98631782,10,0.0,0,0.0,7,5.9037488,0,0.0,7,5.9037488,0,0,2.75,3,5,187.98631228,760756.65820232,7360.07353520616
2198,0.0,7.75093984,24.39559936,8.63809013,7,6,5,1,5.4,8,5,59.64450073,5,0.61240767,0,0,6,48.87939787,5,1060.38703937,8,0.09246435,3,0.03937241,2,0.04227701,0,0.0,7,5.40041304,0,0,4.3,5,5,1060.38702077,4291251.19025403,20963.2671404836
2199,0.0,7.78332996,30.69569969,7.85321998,7,8,6,1,6.4,10,8,21.41069984,1,0.06452018,0,0,0,0.0,2,111.71704013,10,0.0,0,0.0,2,0.2227055,0,0.0,10,28.04342109,0,0,3.2,4,6,111.71704685,452104.65696955,4678.22294515977
2200,0.0,45.55559921,10.03439998,5.43238019,1,2,7,1,4.2,10,4,94.42859649,4,0.34252205,0,0,0,0.0,1,57.50707083,10,0.0,10,6.72925945,8,9.83635563,0,0.0,7,6.17106722,0,0,3.4,4,4,57.50706912,232723.78290011,2947.35681212763
2201,0.0,55.28850173,10.03439998,5.43238019,1,2,7,1,2.4,1,3,110.29000091,5,0.65526723,0,0,0,0.0,2,110.01481208,1,3.0163211,3,0.05272017,2,0.20842647,0,0.0,0,0.0,0,0,1.6,2,2,110.01481087,445215.92479181,4285.71753764023
2202,0.0,10.84619998,27.72929954,8.04771041,5,7,6,1,5.8,10,1,299.85699462,3,0.16667095,0,0,0,0.0,1,27.98289375,10,0.0,0,0.0,3,0.436338,0,0.0,0,0.0,0,0,1.75,2,6,27.98289711,113243.21989167,2579.9926506346
2203,6.127513,5.27300977,30.38509941,6.67691993,9,8,6,4,6.8,7,8,28.24979972,5,0.75298259,2,2,0,0.0,5,1303.79323408,7,0.13611974,9,2.89049666,6,3.11840857,3,0.91013002,5,2.93995082,0,0,4.5,5,7,1303.79321176,5276285.03764678,29535.5219459223
2204,12.37038069,7.0,44.74259948,4.41938018,8,10,8,5,8.2,10,1,482.39801025,2,0.13794591,0,0,0,0.0,1,23.16016031,10,0.0,5,0.23100012,0,0.0,0,0.0,0,0.0,0,0,1.75,2,8,23.16016222,93726.2261396,1503.87696246275
2205,0.0,26.0,10.03439998,5.43238019,2,2,7,1,4.4,10,5,58.16460037,4,0.41611637,0,0,0,0.0,1,69.8630454,10,0.0,3,0.05868624,2,0.29071163,0,0.0,5,3.11466525,0,0,2.8,3,4,69.86304277,282726.83425732,4353.46740018357
2206,0.0,6.0,44.74259948,4.41938018,8,10,8,1,7.4,10,1,435.57598877,3,0.22747095,0,0,0,0.0,1,38.19079215,10,0.0,9,1.87767773,2,0.13720584,0,0.0,2,0.2429905,0,0,2.25,2,8,38.19079204,154553.27027751,2135.10593057621
2207,0.0,4.26963996,30.99230003,5.28722,10,8,7,1,6.8,8,4,78.86370086,5,1.08522982,0,0,7,52.0590056,5,1879.08103257,8,0.05555055,5,0.20306734,6,3.96767349,0,0.0,4,2.18632827,0,0,4.45,5,7,1879.08101268,7604401.48196866,32200.4431910316
2208,0.0,6.0,44.74259948,4.41938018,8,10,8,1,7.4,10,1,523.09698486,3,0.1897151,0,0,0,0.0,1,31.85184615,10,0.0,0,0.0,9,29.02839589,0,0.0,10,29.02839589,10,99,3.05,3,8,31.85184921,128900.37616136,2360.33533376061
2209,68.7016303,15.30770015,27.17830085,5.70938014,4,7,7,10,7.6,10,1,306.40200805,3,0.17077338,1,1,0,0.0,1,28.67166312,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.7,2,8,28.67166371,116030.57055608,1933.76611611574
2210,0.0,34.0,27.17830085,5.70938014,2,7,7,1,5.4,10,1,272.9710083,2,0.13520561,0,0,0,0.0,1,22.70008269,10,0.0,0,0.0,8,9.06428415,0,0.0,8,9.06428415,0,0,2.3,2,5,22.70008141,91864.33770134,1711.18015630383
2211,2.35276418,4.0,44.74259948,4.41938018,10,10,8,3,8.2,10,1,625.60302734,4,0.41261959,2,2,0,0.0,1,69.27596103,10,0.0,0,0.0,0,0.0,9,2.99047994,2,0.80558969,10,100,2.95,3,8,69.27596324,280350.99817758,5134.16976581467
2212,55.04570845,10.2031002,18.21439933,7.34334993,6,4,6,9,5.8,4,4,88.0895996,6,1.77775443,3,4,6,47.7056731,5,1278.34125449,4,0.4751157,9,1.55700208,6,3.20164117,0,0.0,4,2.53468468,0,0,4.5,5,6,1278.34125134,5173284.19613304,19253.6959326462
2213,0.00014651,4.0,44.74259948,4.41938018,10,10,8,2,8.0,10,1,672.3449707,4,0.40653228,2,2,0,0.0,1,68.25394433,10,0.0,0,0.0,9,21.91844024,9,3.0,0,0.0,10,99,3.3,4,8,68.25394924,276215.03769644,2102.39369287476
2214,0.0,18.96549987,10.03439998,5.43238019,3,2,7,1,4.2,8,6,41.76150131,4,0.34351241,0,0,0,0.0,1,57.67334524,8,0.02885214,2,0.00485492,9,23.39035466,0,0.0,8,9.5500616,0,0,3.2,4,4,57.67334153,233396.66616968,2868.65980988805
2215,6.87206049,3.53336,37.1352005,5.73789978,10,9,7,4,6.4,2,10,2.70559,7,2.91469336,3,4,6,47.59081551,7,5046.80656118,2,1.23874611,4,0.14309444,4,1.22337956,0,0.0,6,3.83828303,0,0,5.35,7,6,5046.80654002,20423783.1541556,66052.2294876908
2216,18.44280347,3.41182994,35.40140151,6.23695993,10,9,6,6,6.6,2,9,19.58839988,6,2.0845465,0,0,6,40.4517895,6,3609.40299036,2,1.3436017,5,0.20630835,3,0.88721597,0,0.0,6,3.89485796,0,0,4.65,6,7,3609.40300271,14606794.1496776,51585.6933906959
2217,0.0,33.82350158,10.03439998,5.43238019,2,2,7,1,4.4,10,4,74.28769683,3,0.19770501,0,0,0,0.0,1,33.19329673,10,0.0,0,0.0,8,8.74333159,0,0.0,0,0.0,0,0,2.45,3,4,33.19329713,134329.04500688,2143.1336365643
2218,18.84326607,8.10702037,30.69569969,7.85321998,7,8,6,6,5.8,2,8,26.93770027,5,0.65993761,0,0,4,25.50250528,5,1142.68538246,2,0.78943864,2,0.03112842,2,0.06316699,0,0.0,2,0.89114993,0,0,3.55,4,6,1142.68537844,4624302.15972324,25665.5394493493
2219,0.0,43.80490112,10.03439998,5.43238019,1,2,7,1,4.2,10,4,88.74739837,4,0.50694677,0,0,0,0.0,1,85.11283807,10,0.0,0,0.0,7,6.95829223,0,0.0,7,5.61701396,0,0,2.85,3,4,85.11283744,344440.81058694,3908.67131880198
2220,41.84513207,5.15999984,44.74259948,4.41938018,9,10,8,9,7.4,1,1,563.10797119,5,0.61289671,4,5,0,0.0,2,102.90109711,1,1.71100216,0,0.0,0,0.0,0,0.0,0,0.0,10,100,1.95,2,8,102.90109921,416427.63993584,4372.02534792814
2221,0.0,7.71642017,30.69569969,7.85321998,7,8,6,1,6.4,10,9,19.34320068,4,0.29754241,0,0,0,0.0,2,142.07603001,10,0.0,2,0.00168923,4,1.12397566,0,0.0,0,0.0,0,0,3.35,4,6,142.07603018,574963.595079,6462.91989974164
2222,7.52770429,5.83870983,27.17830085,5.70938014,9,7,7,4,7.4,10,1,336.43399047,4,0.36009674,1,1,0,0.0,1,60.45773954,10,0.0,0,0.0,10,75.15282632,0,0.0,10,49.4531225,0,0,2.8,3,8,60.45773965,244664.77067836,3586.73329606661
2223,0.0,57.58000183,10.03439998,5.43238019,1,2,7,1,4.2,10,3,118.2990036,5,0.57740316,0,0,0,0.0,1,96.94197582,10,0.0,0,0.0,5,2.81683963,0,0.0,0,0.0,0,0,2.35,3,4,96.94198179,392311.85088464,3222.2726261749
2224,0.0,31.36000061,27.17830085,5.70938014,2,7,7,1,5.4,10,1,275.11499023,4,0.2869718,0,0,0,0.0,1,48.18057126,10,0.0,10,30.33691717,8,10.57999078,0,0.0,9,16.70781352,0,0,3.05,3,5,48.18057301,194980.6412495,2270.9846876077
2225,0.0,7.09828996,16.14220047,9.66631031,7,4,5,1,5.4,10,6,55.18019866,3,0.26924631,0,0,0,0.0,3,466.20138516,10,0.0,4,0.11964786,0,0.0,0,0.0,8,8.90011941,0,0,3.25,4,5,466.20136827,1886657.54796108,12268.1280389442
2226,35.57295968,4.12727022,32.08369827,3.62504005,10,8,8,8,8.8,10,4,85.52570343,3,0.19171629,0,0,0,0.0,3,331.95775963,10,0.0,4,0.11393015,2,0.37140267,0,0.0,7,6.53654248,0,0,3.0,3,9,331.95776582,1343390.79016523,7939.5994827643
2227,40.12130647,50.08330154,10.03439998,5.43238019,1,2,7,8,3.8,1,2,229.31100463,2,0.16208219,0,0,0,0.0,1,27.21247376,1,3.84294352,0,0.0,7,7.96693464,0,0.0,0,0.0,0,0,1.1,1,4,27.21247725,110125.42884884,1991.24355025394
2228,0.0,4.59252977,32.08369827,3.62504005,9,8,8,1,5.8,3,6,50.54600143,5,0.65382627,0,0,0,0.0,5,1132.10356709,3,0.64384215,2,0.01263135,3,0.42883002,0,0.0,5,2.7773572,0,0,2.95,3,6,1132.10355523,4581478.86922507,32741.5996018406
2229,0.0,4.43281984,36.43579864,5.44534015,10,9,7,1,5.8,2,9,19.25670051,7,2.6664594,1,1,5,35.24052769,6,4616.98818498,2,0.95247547,5,0.15069997,4,1.30948569,0,0.0,5,3.03598091,0,0,4.7,6,6,4616.98814587,18684362.8676285,85078.1975836677
2230,0.70998221,10.80280017,27.17830085,5.70938014,5,7,7,2,6.2,10,1,321.48800659,5,0.79847918,0,0,0,0.0,2,134.05910324,10,0.0,3,0.05281252,2,0.33761228,0,0.0,0,0.0,0,0,2.2,2,6,134.05909659,542520.0860976,4856.06678976722
2231,0.0,7.21347999,30.69569969,7.85321998,7,8,6,1,6.4,10,9,14.45730018,1,0.10454254,0,0,0,0.0,2,181.01595616,10,0.0,6,0.37532602,9,16.54201134,0,0.0,9,16.54201134,0,0,3.95,5,6,181.0159499,732548.48961483,4924.90929007068
2232,0.0,45.36840057,10.03439998,5.43238019,1,2,7,1,3.6,7,3,113.12599945,3,0.22054509,0,0,0,0.0,1,37.02798726,7,0.19012645,0,0.0,4,1.42767684,0,0.0,3,1.42767684,0,0,1.95,2,3,37.02798684,149847.54577108,2518.8117023289
2233,19.2376645,4.71582984,30.69569969,7.85321998,9,8,6,7,6.6,3,10,1.32235002,7,2.57822345,0,0,6,49.53646439,6,4464.20717929,3,0.76016543,3,0.07569093,5,2.40776459,0,0.0,5,3.64724291,0,0,4.95,6,7,4464.20715112,18066077.6446861,60961.5880396789
2234,0.0,7.0,29.94400024,6.88374996,8,7,6,1,4.6,1,4,96.54630279,4,0.39925877,0,0,0,0.0,2,190.64543012,1,2.63324434,5,0.22848698,6,3.11001422,0,0.0,8,8.0914187,0,0,2.35,3,4,190.64543094,771517.77270612,6729.97427134089
2235,0.0,7.0,29.94400024,6.88374996,8,7,6,1,6.0,8,2,143.72000122,5,0.56527984,0,0,0,0.0,3,269.92022999,8,0.04173084,9,2.36643989,7,7.12125208,0,0.0,6,4.16312626,0,0,3.15,4,6,269.92024582,1092332.84967658,8806.95951554465
2236,0.0,4.0,44.74259948,4.41938018,10,10,8,1,7.8,10,1,673.44299316,4,0.30164999,0,0,0,0.0,1,50.64493696,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0,2.15,2,8,50.64494055,204953.62275982,1907.42564601819
2237,0.0,4.0,31.1270008,5.08205986,10,8,7,1,6.4,6,3,113.90499877,3,0.24268603,0,0,0,0.0,3,420.21211479,6,0.29166222,6,0.2623199,3,0.52092738,0,0.0,7,5.48827584,0,0,2.6,3,6,420.21211282,1700544.88971464,9490.86871137898
2238,0.0,25.07500076,10.03439998,5.43238019,2,2,7,1,4.4,10,5,68.98020172,4,0.46242031,0,0,0,0.0,1,77.63715531,10,0.0,0,0.0,9,16.28563018,0,0.0,0,0.0,0,0,2.75,3,4,77.63716096,314187.70021992,3929.16241960785
2239,16.38668484,5.15757989,43.47029876,4.51281976,9,10,8,6,8.4,9,1,407.42999267,6,1.62268213,6,19,6,42.58768714,4,980.92812278,9,0.00097866,3,0.06465305,4,1.81369048,0,0.0,6,4.34899143,0,0,4.4,5,9,980.92812111,3969691.1455963,20240.7310407369
2240,0.0,7.03157997,30.12800025,6.78574991,8,7,6,1,6.4,10,5,66.6705017,5,0.55137245,0,0,4,29.69700822,4,954.70425117,10,0.0,9,2.07757533,5,2.62263417,0,0.0,6,3.90098608,0,0,4.45,5,6,954.70426506,3863566.54083938,20723.1008929173
2241,0.0,26.33329963,14.48680019,9.87254047,2,3,5,1,4.2,10,4,95.75810241,3,0.17110784,0,0,0,0.0,1,28.24757725,10,0.0,0,0.0,7,7.03040824,0,0.0,7,7.03040824,0,0,2.75,3,4,28.24757273,114314.32840576,2500.79361550181
2242,49.3194207,4.54545021,44.74259948,4.41938018,9,10,8,9,9.2,10,1,596.43200683,2,0.12357875,0,0,0,0.0,1,20.74801336,10,0.0,10,7.54144491,7,7.68121733,0,0.0,10,54.00883353,0,0,2.85,3,10,20.74801887,83964.58931215,1229.53582972072
2243,0.0,7.07692003,29.94400024,6.88374996,7,7,6,1,5.0,4,3,123.35700225,5,0.61489718,3,3,0,0.0,3,293.61242911,4,0.56891324,7,0.52800898,6,3.31198513,0,0.0,4,2.41581053,0,0,2.95,3,5,293.61241233,1188212.02939192,11001.6958612273
2244,0.0,6.03101015,33.6697998,4.89898014,8,8,7,1,5.2,2,8,26.9810009,2,0.15605129,0,0,0,0.0,3,270.20362583,2,0.90006194,9,1.44309684,6,4.07644418,0,0.0,7,5.85585036,0,0,3.15,4,5,270.20363111,1093479.67383007,12086.7494843404
2245,8.76522578,18.43709945,14.48680019,9.87254047,3,3,5,5,3.8,3,5,71.64969635,6,1.22829658,0,0,4,29.76768178,4,883.23908426,3,0.67011527,4,0.09508184,2,0.24192769,0,0.0,4,2.20939498,0,0,3.35,4,4,883.23906274,3574355.9709964,17630.3414795579
2246,0.0,48.0,10.03439998,5.43238019,1,2,7,1,4.2,10,2,159.31100463,3,0.17910448,0,0,0,0.0,1,30.07039787,10,0.0,0,0.0,9,24.29924615,0,0.0,10,24.29924615,0,0,2.7,3,4,30.07040049,121691.08011823,2100.59284093275
2247,38.58388457,5.0,44.74259948,4.41938018,9,10,8,8,9.0,10,1,584.44702148,4,0.30954315,0,0,0,0.0,1,51.97014303,10,0.0,0,0.0,6,4.04174373,0,0.0,9,16.84659592,10,99,2.95,3,9,51.97014491,210316.55600216,3350.96758957923
2248,0.0,45.66669845,10.03439998,5.43238019,1,2,7,1,4.2,10,2,198.52099609,2,0.15422197,1,1,0,0.0,1,25.8927977,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.75,2,4,25.89279641,104784.84860048,1574.09586384917
2249,0.0,53.9667015,10.03439998,5.43238019,1,2,7,1,4.2,10,2,170.0980072,4,0.36979015,4,6,0,0.0,1,62.08519604,10,0.0,0,0.0,10,66.16375982,0,0.0,10,54.55110422,0,0,3.25,4,4,62.08519678,251250.8823383,3947.2758544095
2250,0.0,5.08333015,44.74259948,4.41938018,9,10,8,1,7.6,10,1,420.42199707,4,0.28802439,0,0,0,0.0,1,48.35729334,10,0.0,0,0.0,5,2.71541252,0,0.0,8,9.89302682,0,0,2.35,3,8,48.35729563,195695.81520218,1951.61723720089
2251,25.84315077,6.34823989,30.57110023,6.54968023,8,8,6,7,6.4,3,6,48.53400039,5,0.97912827,0,0,5,38.55466822,5,1695.36564593,3,0.71547515,5,0.15674494,5,2.24345704,1,0.402204,5,3.53996556,0,0,4.0,5,6,1695.36563175,6860928.73882754,27148.4446523137
2252,51.60139191,4.0,44.74259948,4.41938018,10,10,8,9,9.4,10,1,666.34802246,3,0.21749255,0,0,0,0.0,1,36.51548785,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0,2.05,2,10,36.51548933,147773.5336164,2189.29511505353
2253,0.0,38.6875,10.03439998,5.43238019,1,2,7,1,2.4,1,2,225.0,3,0.20636299,1,1,0,0.0,1,34.64691247,1,4.82120882,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.95,1,2,34.64691309,140211.64361645,2204.52370696655
2254,59.19662467,27.0,14.48680019,9.87254047,2,3,5,9,5.8,10,4,90.26529693,2,0.12951389,1,1,0,0.0,1,21.74448301,10,0.0,9,1.59350764,9,22.04237275,0,0.0,10,50.90688976,0,0,3.45,4,6,21.74448456,87997.158988,1979.85377122781
2255,0.0,7.0,44.74259948,4.41938018,8,10,8,1,7.4,10,1,517.48400878,3,0.16531939,0,0,0,0.0,1,27.75597713,10,0.0,6,0.30119638,10,40.88200514,0,0.0,0,0.0,0,0,2.4,3,8,27.75597918,112324.91191472,1371.43390976267
2256,0.0,37.38460159,10.03439998,5.43238019,2,2,7,1,2.6,1,2,208.13400268,2,0.1496899,1,1,0,0.0,1,25.13189371,1,2.06017105,0,0.0,9,17.58084787,0,0.0,0,0.0,0,0,1.3,1,2,25.13189272,101705.56832016,2230.04158970406
2257,25.14107138,4.0,44.74259948,4.41938018,10,10,8,7,9.0,10,1,660.35699462,4,0.34835729,0,0,0,0.0,1,58.48676762,10,0.0,0,0.0,0,0.0,7,2.22432994,0,0.0,0,0,2.05,2,9,58.48677292,236688.5193832,2599.27716650959
2258,0.30433405,19.45829963,10.03439998,5.43238019,3,2,7,2,4.8,10,7,33.23659896,4,0.30273696,0,0,0,0.0,1,49.97775459,10,0.0,0,0.0,10,47.94913295,0,0.0,0,0.0,0,0,3.1,4,5,49.97775794,202253.61971799,2529.59976870565
2259,0.0,6.93423986,35.05229949,4.20276021,8,9,8,1,6.4,6,7,35.69129943,6,1.79099259,0,0,4,26.47887478,6,3101.11289377,6,0.27148963,5,0.19087018,4,1.54032444,0,0.0,5,3.20657013,0,0,4.45,5,6,3101.11285936,12549808.6906837,62356.1652736993
2260,0.0,5.32000017,44.74259948,4.41938018,9,10,8,1,7.6,10,1,415.1040039,1,0.08427926,0,0,0,0.0,1,50.94768655,10,0.0,0,0.0,6,3.11711896,0,0.0,5,2.84401529,0,0,1.95,2,8,50.94768365,206178.78551409,2434.78374775185
2261,0.0,21.87689971,27.17830085,5.70938014,3,7,7,1,5.6,10,1,269.26400756,5,0.75094976,0,0,0,0.0,2,126.07924343,10,0.0,9,2.35463024,4,1.62040946,0,0.0,8,8.57213265,0,0,3.0,3,6,126.079257,510226.69185888,5668.19338638435
2262,99.99997944,7.0,44.74259948,4.41938018,8,10,8,10,9.2,10,1,468.21099853,3,0.17284281,0,0,0,0.0,1,29.01910596,10,0.0,0,0.0,2,0.05031168,0,0.0,0,0.0,0,0,1.7,2,10,29.0191047,117436.61999572,1859.45272048002
2263,11.68310036,38.02130126,10.03439998,5.43238019,1,2,7,5,3.2,1,2,153.30400085,5,0.59245643,2,2,0,0.0,1,99.46931579,1,2.82458965,0,0.0,3,0.51764707,0,0.0,2,0.19173752,0,0,1.5,1,3,99.46931408,402539.64267644,5197.58605763818
2264,3.31996109,16.9041996,14.48680019,9.87254047,3,3,5,3,4.2,7,6,44.0481987,5,1.03655896,1,1,5,38.68633965,5,1794.80717527,7,0.15757458,4,0.09681819,4,1.10592381,0,0.0,7,6.29649366,10,99,4.95,6,4,1794.80717367,7263355.9911348,30611.6216970097
2265,47.73792956,25.38890075,14.48680019,9.87254047,2,3,5,9,5.8,10,4,97.10559844,3,0.1937487,1,1,0,0.0,1,32.52906052,10,0.0,0,0.0,4,1.7820988,0,0.0,9,13.23714835,0,0,2.8,3,6,32.52906243,131640.97177628,3917.85933868589
2266,11.7037792,5.14243984,67.18830108,4.17727994,9,10,8,5,6.8,2,9,16.75889968,6,1.39704782,0,0,0,0.0,4,676.90357624,2,1.06858351,2,0.01307424,2,0.12762526,0,0.0,8,7.90734779,0,0,3.35,4,7,676.90356537,2739342.49823283,17693.5319719608
2267,0.0,4.0,32.08369827,3.62504005,10,8,8,1,7.4,10,3,129.34899902,1,0.09848322,0,0,0,0.0,1,47.0255844,10,0.0,10,8.26422478,8,12.01643758,0,0.0,3,1.84682447,0,0,2.75,3,8,47.0255923,190306.58144592,2720.52967969811
2268,0.0,5.18181991,38.68270111,2.22856998,9,9,9,1,7.6,10,9,14.10739994,1,0.05564112,0,0,0,0.0,1,26.95947571,10,0.0,0,0.0,9,19.04606771,0,0.0,9,19.04606771,0,0,3.5,4,8,26.95947634,109101.566393,1892.24553999391
2269,17.754845,2.96965003,55.7248001,-0.33715799,10,10,10,6,8.8,8,9,14.31149959,1,0.0686113,0,0,7,58.23377175,5,1308.96158192,8,0.0303141,7,0.38629857,5,2.52445147,9,3.0,5,3.65089401,0,0,5.35,7,9,1308.96158308,5297200.77795445,15029.3508335336
2270,0.0,10.05710029,14.48680019,9.87254047,6,3,5,1,4.6,8,6,43.59049987,6,1.26643514,0,0,5,39.56221656,5,2192.83896413,8,0.09123515,4,0.08703329,2,0.22013472,0,0.0,6,4.04341593,0,0,4.4,5,4,2192.83895919,8874139.92180724,37363.1558340086
2271,0.0,13.45829963,27.17830085,5.70938014,4,7,7,1,5.4,8,1,283.8580017,4,0.29586622,0,0,0,0.0,1,49.67388171,8,0.06055496,10,3.772405,8,9.82689459,0,0.0,2,0.78463769,0,0,2.5,3,5,49.67388609,201023.88905724,4675.97797475484
2272,0.0,7.10714006,15.32079982,8.6698904,7,3,5,1,4.8,8,2,164.81399536,2,0.11748265,0,0,0,0.0,1,56.09778216,8,0.08214228,0,0.0,9,14.82999804,0,0.0,6,4.751703,0,0,2.2,2,5,56.09778767,227020.60040484,2713.32875849962
2273,2.07484922,9.36818981,32.08369827,3.62504005,6,8,8,3,5.6,3,4,75.13680267,4,0.5263858,0,0,0,0.0,4,911.43972311,3,0.73813767,3,0.0633174,2,0.23675729,0,0.0,3,1.70589009,0,0,2.3,2,6,911.43969932,3688480.35474776,25414.8914974396
2274,2.13493891,4.73077011,44.74259948,4.41938018,9,10,8,3,8.0,10,1,645.24298095,4,0.32167043,0,0,0,0.0,1,54.00622897,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.7,2,8,54.00622751,218556.32289008,3140.92725611799
2275,0.4236371,21.13330078,10.03439998,5.43238019,3,2,7,2,4.8,10,3,119.47100067,3,0.18136897,1,1,0,0.0,1,30.45059035,10,0.0,0,0.0,4,1.53218704,0,0.0,3,1.53218704,0,0,2.35,3,5,30.45059278,123229.66988856,1841.13020567855
2276,0.0,7.46703004,15.16839981,9.78841018,7,3,5,1,5.0,9,9,17.38850021,3,0.21217813,0,0,0,0.0,3,367.38753497,9,0.0001742,4,0.11271476,2,0.00664148,0,0.0,3,1.9942756,0,0,3.45,4,5,367.38753545,1486770.55443872,8651.33300278897
2277,0.0,7.09897994,18.89179992,7.75451993,7,5,6,1,5.6,9,4,77.17960357,4,0.33686928,0,0,0,0.0,4,583.29090685,9,0.0029625,3,0.07629126,3,0.94794894,0,0.0,4,2.61051215,0,0,3.0,3,6,583.29090672,2360503.99402374,14588.498332616
2278,0.0,7.625,15.32079982,8.6698904,7,3,5,1,5.2,10,3,115.82700347,3,0.21301503,0,0,0,0.0,2,101.71434312,10,0.0,7,0.50867948,6,3.10005442,0,0.0,2,0.96143765,0,0,2.8,3,5,101.71434062,411624.97908432,5106.13275950428
2279,0.0,12.96879959,14.48680019,9.87254047,5,3,5,1,3.8,5,9,15.01150035,2,0.12301969,0,0,0,0.0,1,58.74171138,5,0.31269092,6,0.30046792,3,0.78880915,0,0.0,2,0.78880915,0,0,2.75,3,4,58.74171925,237720.25472524,2805.40133857748
2280,0.0,18.44230079,14.48680019,9.87254047,3,3,5,1,3.0,3,10,10.93739986,3,0.17147343,0,0,0,0.0,2,103.65746144,3,0.67483805,0,0.0,6,3.19266934,0,0.0,5,3.19266934,0,0,2.95,3,3,103.65746222,419488.54470516,5706.59341784421
2281,0.0,21.66670036,10.03439998,5.43238019,3,2,7,1,4.6,10,5,57.00960159,2,0.13999306,0,0,0,0.0,1,23.50386186,10,0.0,0,0.0,9,23.91011329,0,0.0,9,12.25875141,0,0,3.0,3,4,23.50386342,95117.14113122,2055.35620407952
