OBJECTID,cons_pct,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,ThreatF5,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,ACRES,Shapearea,Shapelen
1,0.0,4.23810005,35.60260009,10.61240005,10,9,4,1,6.8,10,3,122.09200286,4,0.31345946,0,0,0,0.0,1,51.74789414,10,0.0,10,4.17775454,10,36.01962999,0,0.0,9,15.58695311,0,0,3.45,4,7,51.7478946,209417.13729132,3935.14427992063
2,0.0,6.0714302,31.94109916,0.14168499,8,8,10,1,6.0,3,4,81.27079772,3,0.18919473,0,0,0,0.0,1,31.23347785,3,0.70488467,0,0.0,8,11.96152415,0,0.0,7,6.2456061,0,0,2.1,2,6,31.2334754,126397.89613772,1695.13166882483
3,43.78882937,3.0,31.94109916,0.14168499,10,8,10,9,9.4,10,10,12.0927,1,0.00234817,0,0,0,0.0,1,44.79841156,10,0.0,2,0.0352691,8,10.56608891,0,0.0,8,10.56608891,0,0,3.65,4,10,44.79841494,181293.4783922,1999.07104307942
4,0.0,2.0,35.60260009,10.61240005,10,9,4,1,6.8,10,3,116.11399841,3,0.26848006,0,0,0,0.0,1,45.0759359,10,0.0,0,0.0,10,47.35276055,9,3.0,0,0.0,0,0,2.85,3,7,45.07593152,182416.55263983,2161.32038298119
5,0.0,3.5,38.64619827,12.14579963,10,9,4,1,6.8,10,2,190.14700317,4,0.49613229,0,0,0,0.0,1,81.90469433,10,0.0,9,1.98584466,8,10.60549712,0,0.0,6,3.98824515,0,0,3.0,3,7,81.90468699,331457.83442118,3738.85705799471
6,0.0,2.52856993,38.64619827,12.14579963,10,9,4,1,5.2,2,2,213.74299621,5,0.92750172,0,0,0,0.0,2,153.11791952,2,0.9082673,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.3,1,5,153.11790312,619648.64823204,6576.76404842035
7,0.0,2.0,81.79329681,2.13630008,10,10,9,1,8.0,10,9,14.55809974,1,0.00382425,0,0,0,0.0,1,72.95889121,10,0.0,0,0.0,2,0.06929929,0,0.0,2,0.06929929,0,0,2.8,3,8,72.95889071,295255.3364734,3461.30431246808
8,4.11339114,3.6333301,31.94109916,0.14168499,10,8,10,3,7.2,5,10,13.45750045,1,0.01805836,0,0,0,0.0,3,344.51622731,5,0.3655909,0,0.0,7,5.44726155,0,0.0,8,8.52673914,2,2,3.4,4,7,344.51623553,1394213.3172623,10156.9644884175
9,39.42655689,3.72958993,31.94109916,0.14168499,10,8,10,8,9.2,10,3,109.38300323,3,0.22205775,0,0,0,0.0,3,384.49413776,10,0.0,3,0.05542347,6,3.9763415,0,0.0,0,0.0,0,0,2.65,3,10,384.49410809,1555998.67470904,7736.20904700172
10,8.42723298,21.39999961,24.50589942,5.81794977,3,6,7,4,6.0,10,3,115.59999847,2,0.12791246,0,0,0,0.0,1,21.47561367,10,0.0,0,0.0,0,0.0,0,0.0,10,29.35422519,0,0,2.3,2,6,21.47561141,86909.06361112,1689.1817793305
11,0.0,1.13793003,38.64619827,12.14579963,10,9,4,1,6.8,10,2,219.50300598,5,1.02183418,0,0,0,0.0,2,168.69092518,10,0.0,6,0.3113979,8,13.74827956,0,0.0,8,10.51788647,0,0,3.2,4,7,168.69091771,682670.6544325,6508.54138160949
12,0.0,1.90625,38.64619827,12.14579963,10,9,4,1,6.6,9,2,199.01400756,4,0.46116615,0,0,0,0.0,3,331.61369798,9,0.00019299,0,0.0,2,0.01273771,0,0.0,2,0.01273771,0,0,2.25,2,7,331.61368447,1341998.3367483,8117.9693163014
13,0.0,1.73836994,18.43779945,15.88129997,10,5,3,1,5.0,6,2,184.26600647,6,2.12951752,0,0,0,0.0,3,357.53118411,6,0.30251906,3,0.03924133,5,1.99319676,9,3.0,4,2.77243508,0,0,3.0,3,5,357.53117213,1446883.10767452,12954.1733632759
14,0.0,14.16219997,24.50589942,5.81794977,4,6,7,1,5.6,10,4,80.08750152,5,0.61242168,0,0,5,37.01363556,3,440.37797827,10,0.0,4,0.14319517,2,0.09137604,0,0.0,2,0.27670775,0,0,3.7,4,6,440.37796072,1782153.50723291,12416.5962751854
15,0.0,3.31461,35.60260009,10.61240005,10,9,4,1,6.8,10,4,93.49880218,3,0.25236334,0,0,0,0.0,2,181.4685245,10,0.0,0,0.0,5,2.86396774,0,0.0,0,0.0,0,0,2.45,3,7,181.46849972,734379.901084035,9443.60306523363
16,0.0,11.24530029,36.37839889,11.13090038,5,9,4,1,5.8,10,2,171.01899719,6,1.32958639,0,0,0,0.0,2,219.49663013,10,0.0,0,0.0,3,0.56283324,0,0.0,7,5.50729183,0,0,2.7,3,6,219.49661678,888274.8464325,9479.87383805349
17,62.40071204,4.0,31.94109916,0.14168499,10,8,10,9,8.4,5,3,119.56300354,2,0.12189864,0,0,0,0.0,1,20.12380883,5,0.32439187,0,0.0,3,0.50586845,0,0.0,0,0.0,0,0,1.45,1,9,20.12381006,81438.4957412,1614.54275359139
18,0.4542827,8.96107006,31.94109916,0.14168499,6,8,10,2,5.8,3,6,45.35660171,1,0.04328369,0,0,7,50.91858407,4,825.76333893,3,0.58608559,2,0.02422001,5,2.18845995,0,0.0,6,3.95394642,0,0,3.6,4,6,825.76331996,3341758.96180055,14523.6882364238
19,51.90725574,5.63829994,12.54950046,23.61030006,9,3,2,9,6.6,10,1,248.31100463,5,0.54378682,0,0,0,0.0,1,91.29802629,10,0.0,3,0.07776728,10,31.43934339,9,3.0,2,0.13108717,0,0,3.0,3,7,91.29802516,369471.47736871,3487.39566156199
20,0.0,4.1875,38.64619827,12.14579963,10,9,4,1,6.8,10,2,177.59700012,3,0.19007409,2,2,0,0.0,1,31.378648,10,0.0,6,0.29510513,10,71.84216475,0,0.0,6,4.70128604,0,0,3.05,3,7,31.37864647,126985.38496687,1832.99946832607
21,0.0,2.22034001,47.97880172,7.14589977,10,10,6,1,7.4,10,6,48.23080062,5,0.72360721,0,0,0,0.0,2,121.48861863,10,0.0,0,0.0,10,34.30963366,0,0.0,0,0.0,0,0,3.2,4,8,121.48861378,491648.94352772,4081.07104989967
22,0.0,5.44443988,12.54950046,23.61030006,9,3,2,1,3.2,1,1,278.41500854,5,0.55278809,1,1,0,0.0,1,92.80927756,1,2.78523879,4,0.09858928,10,83.267322,9,3.0,3,1.2267739,0,0,2.3,2,3,92.80927654,375587.319208655,3573.48132156574
23,62.54443166,4.09881019,12.54950046,23.61030006,10,3,2,9,6.8,10,2,212.52699279,7,2.96063286,4,6,7,56.34650773,3,497.06966989,10,0.0,0,0.0,10,93.06339292,9,3.0,3,1.95732722,0,0,5.0,6,7,497.06966062,2011577.59479984,6549.84107733555
24,7.10013189,4.0,24.50589942,5.81794977,10,6,7,4,5.6,1,8,23.79800033,2,0.13265475,0,0,0,0.0,1,21.89949625,1,3.10071059,0,0.0,9,21.19455144,0,0.0,10,78.37111775,0,0,2.6,3,6,21.89948854,88624.44037467,1861.70675429074
25,0.0,25.36840057,24.50589942,5.81794977,2,6,7,1,5.2,10,3,107.27799987,3,0.20434935,0,0,0,0.0,1,34.30883577,10,0.0,0,0.0,10,71.28542676,0,0.0,7,7.04005235,0,0,2.75,3,5,34.30882893,138843.46007692,2622.67750410085
26,4.71816325,2.69426989,35.60260009,10.61240005,10,9,4,4,7.4,10,4,87.7303009,7,3.62571684,3,4,5,37.30662415,4,608.73264503,10,0.0,2,0.00678458,10,59.31735433,8,2.65342998,3,1.50986481,0,0,5.1,6,8,608.73264892,2463463.48365834,13832.9271782259
27,0.17392202,6.39215993,24.50589942,5.81794977,8,6,7,2,6.0,7,6,43.0149002,5,1.1373397,0,0,6,44.02984456,4,817.83413849,7,0.14672901,2,0.00715303,4,1.104735,0,0.0,4,2.24867111,0,0,4.1,5,6,817.83412389,3309670.51540838,16877.4404266285
28,0.0,6.80769014,18.61249923,9.22387981,8,5,5,1,4.0,1,3,131.11199951,1,0.10185289,0,0,0,0.0,1,48.63459463,1,1.56596349,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.8,1,4,48.63459638,196818.01601668,2091.80871777929
29,0.0,12.15380001,22.77070045,2.87052011,5,6,9,1,6.2,10,6,50.74620056,1,0.05875088,0,0,0,0.0,1,28.46623002,10,0.0,0,0.0,4,1.85482938,0,0.0,3,1.85482938,0,0,2.5,3,6,28.46622654,115199.19251955,1901.17849325018
30,1.67991282,12.52499961,22.77070045,2.87052011,5,6,9,3,6.6,10,5,63.82720184,3,0.17486148,0,0,0,0.0,1,84.72463444,10,0.0,0,0.0,10,36.40405202,0,0.0,10,35.2985412,0,0,3.2,4,7,84.72462675,342869.7714158,6248.69876312807
31,0.0,2.08397006,47.97880172,7.14589977,10,10,6,1,5.8,2,8,20.3402996,6,1.52245102,0,0,0,0.0,3,255.60893963,2,1.00503527,0,0.0,8,9.31469769,0,0.0,9,12.99910717,0,0,3.3,4,6,255.60893229,1034416.78693392,8562.1300929264
32,98.18212353,11.72729969,22.77070045,2.87052011,5,6,9,10,6.2,1,3,100.21299743,4,0.50928297,0,0,0,0.0,1,84.07569222,1,3.19483542,9,1.86772176,10,31.67253137,0,0.0,2,0.51153905,0,0,2.15,2,6,84.07568611,340243.59131435,3693.59725228418
33,0.0,6.52173995,35.60260009,10.61240005,8,9,4,1,5.2,4,2,138.52999877,7,5.51682639,0,0,7,55.01970335,4,910.75300195,4,0.54123126,2,0.01263789,6,3.42893187,0,0.0,3,1.50451329,0,0,3.6,4,5,910.75299356,3685701.34399686,14571.1620805311
34,77.38263183,2.0,18.43779945,15.88129997,10,5,3,10,7.0,7,2,174.65499877,3,0.22984826,0,0,0,0.0,1,38.58992553,7,0.18243103,0,0.0,10,81.54667199,9,3.0,0,0.0,0,0,2.4,3,7,38.58992582,156168.51385567,2013.53544852231
35,14.2841871,7.02564001,36.3050003,10.96619987,8,9,4,6,7.4,10,2,168.90800476,4,0.45085396,0,0,0,0.0,1,74.42985673,10,0.0,8,1.18326171,10,34.34777536,0,0.0,10,36.49718162,0,0,3.25,4,8,74.4298522,301208.1302257,4522.44557271781
36,0.0,15.43239974,13.27320003,9.60169029,4,3,5,1,4.6,10,3,100.88300323,4,0.3255483,0,0,0,0.0,2,155.44880008,10,0.0,3,0.08369315,5,2.53861078,0,0.0,4,2.53861078,0,0,2.75,3,4,155.44880745,629081.52110844,4136.15841777773
37,0.0,4.0,24.50589942,5.81794977,10,6,7,1,6.8,10,10,10.47329998,3,0.20008758,0,0,0,0.0,1,33.03173874,10,0.0,3,0.07962039,2,0.00817395,0,0.0,0,0.0,0,0,3.2,4,7,33.03173821,133675.23665648,2725.95184404565
38,11.51235938,7.30488014,22.77070045,2.87052011,7,6,9,5,6.2,4,3,127.1080017,4,0.46696857,1,1,0,0.0,3,335.78607753,4,0.55368585,2,0.01116782,6,4.98561468,0,0.0,7,6.68978302,0,0,2.55,3,6,335.78607327,1358883.46270368,9889.35862370084
39,8.08382277,5.7800002,12.54950046,23.61030006,9,3,2,4,5.6,10,2,175.48699951,6,1.81942818,1,1,0,0.0,3,305.4693392,10,0.0,3,0.046093,10,90.36723643,9,2.98035001,2,0.72973608,0,0,3.65,4,6,305.46936102,1236195.59030531,6566.08020691841
40,22.22424918,2.6552,66.20480346,1.45244002,10,10,9,7,8.4,6,10,0.76194298,2,0.13111108,1,1,8,68.59097248,6,2501.32814555,6,0.29350167,10,3.76932551,5,2.98811254,6,1.80554997,6,4.12959491,0,0,5.85,7,9,2501.32821262,10122556.6319688,34654.8536643993
41,0.0,5.54794979,35.60260009,10.61240005,9,9,4,1,5.6,5,5,71.03720092,3,0.21408834,0,0,0,0.0,2,153.94587759,5,0.34048329,3,0.04871842,8,12.01428728,0,0.0,4,2.14018072,0,0,2.6,3,6,153.94588097,622999.3691367,6677.06932945173
42,0.0,2.07801008,38.64619827,12.14579963,10,9,4,1,6.8,10,1,247.45100402,6,1.69493112,0,0,0,0.0,3,279.81007484,10,0.0,9,1.68246264,9,22.67044888,0,0.0,3,1.73397616,0,0,3.25,4,7,279.810063,1132355.67994455,12219.0289953932
43,0.0,12.4666996,22.77070045,2.87052011,5,6,9,1,6.2,10,6,44.11930084,2,0.13091511,0,0,0,0.0,1,63.43154882,10,0.0,0,0.0,5,2.08451476,0,0.0,4,2.08451476,0,0,2.7,3,6,63.43154017,256699.36253488,3133.90335505934
44,0.0,7.38094997,18.43779945,15.88129997,7,5,3,1,4.2,5,2,137.57899475,4,0.47897362,0,0,0,0.0,1,80.41634052,5,0.33187284,0,0.0,10,39.47792176,9,3.0,0,0.0,0,0,2.3,2,4,80.41633376,325434.65851152,4120.60842703995
45,19.64158416,4.58423995,18.43779945,15.88129997,9,5,3,7,6.4,8,2,141.40199279,7,4.32551875,4,7,0,0.0,4,726.22451842,8,0.07772802,9,1.96509476,10,49.37490967,9,3.0,9,13.6181797,0,0,4.65,6,6,726.22446544,2938937.89784198,25373.092267235
46,4.52017842,14.0,22.77070045,2.87052011,4,6,9,3,6.4,10,4,81.53639984,2,0.14460883,0,0,0,0.0,1,23.87295145,10,0.0,0,0.0,3,0.43061286,0,0.0,10,41.18602603,0,0,2.6,3,6,23.87295447,96610.80557756,2696.59235123732
47,0.0,7.00568008,12.54950046,23.61030006,8,3,2,1,3.0,1,1,294.18399047,6,2.06655933,1,1,0,0.0,3,346.96094175,1,1.67396363,9,1.639637,10,37.43003444,9,3.0,3,1.85713122,0,0,2.95,3,3,346.96093291,1404106.69613136,10871.7668012418
48,0.0,7.0,13.27320003,9.60169029,8,3,5,1,4.2,4,7,32.18209838,5,1.10128973,5,10,0,0.0,2,184.89888811,4,0.45620609,0,0.0,10,53.48615181,0,0.0,2,0.5794302,0,0,3.35,4,4,184.89888758,748262.24375952,6251.01600242395
49,0.0,3.0,47.97880172,7.14589977,10,10,6,1,7.4,10,10,13.19050025,1,0.09778638,0,0,0,0.0,1,46.69284569,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.75,3,8,46.69284947,188960.01361028,2514.13739782877
50,0.0,7.22727012,12.54950046,23.61030006,7,3,2,1,4.6,10,2,163.74200439,5,1.00019993,1,1,0,0.0,2,167.92661369,10,0.0,3,0.04537696,10,78.23167341,9,3.0,2,0.92040205,0,0,3.4,4,4,167.92660955,679577.59666616,5773.79106723436
51,0.0,8.17212963,24.50589942,5.81794977,7,6,7,1,5.8,8,7,32.95449829,6,1.51144494,0,0,0,0.0,2,249.51900333,8,0.02128895,0,0.0,9,15.8232437,0,0.0,9,23.13109591,0,0,3.65,4,6,249.5190012,1009771.61160232,11428.3054709705
52,64.84165329,2.54286003,18.43779945,15.88129997,10,5,3,10,6.0,2,2,160.22399902,4,0.43842248,0,0,0,0.0,1,73.60808611,2,0.96337241,0,0.0,9,17.40365858,9,3.0,0,0.0,0,0,1.95,2,6,73.60808482,297882.5423246,3422.67938863379
53,7.54077727,7.53085994,12.54950046,23.61030006,7,3,2,4,5.2,10,2,168.08000183,6,1.92994008,0,0,0,0.0,3,324.02351869,10,0.0,5,0.22992158,10,60.57887427,9,3.0,0,0.0,0,0,3.55,4,5,324.02351964,1311281.90658978,6797.23069957396
54,0.0,3.66667008,38.64619827,12.14579963,10,9,4,1,6.8,10,2,221.28300476,3,0.16440261,0,0,0,0.0,1,27.14063561,10,0.0,0,0.0,6,4.91734983,0,0.0,8,7.88544538,0,0,2.45,3,7,27.14063547,109834.69430508,1508.81495386301
55,0.0,5.52631998,18.43779945,15.88129997,9,5,3,1,5.6,10,3,131.65699768,3,0.2258546,0,0,0,0.0,1,37.91941819,10,0.0,0,0.0,4,1.20861559,9,3.0,7,5.52075981,0,0,2.9,3,6,37.91942048,153455.06412352,2099.59046429892
56,0.0,3.0,38.64619827,12.14579963,10,9,4,1,6.8,10,2,205.97999572,3,0.20395203,0,0,0,0.0,1,33.66970731,10,0.0,0,0.0,3,0.88578138,0,0.0,2,0.88578138,0,0,2.0,2,7,33.66971231,136257.03654376,2995.15059904409
57,36.171658,12.51159954,22.77070045,2.87052011,5,6,9,8,6.0,2,3,111.51899719,4,0.51824609,0,0,0,0.0,1,85.55538149,2,1.09290611,0,0.0,6,3.09647383,0,0.0,5,3.72904654,0,0,1.75,2,6,85.55537012,346231.68398639,4404.4513992308
58,0.0,8.17500019,13.27320003,9.60169029,7,3,5,1,5.2,10,3,133.1040039,3,0.16908587,0,0,0,0.0,1,80.73823538,10,0.0,5,0.23049797,4,1.4514065,0,0.0,3,1.4514065,0,0,2.5,3,5,80.73823099,326737.3355638,3718.22365360268
59,0.0,3.27778005,35.60260009,10.61240005,10,9,4,1,6.8,10,4,84.2668991,6,1.23209597,0,0,0,0.0,2,206.86034603,10,0.0,3,0.03896348,8,14.4648796,9,3.0,0,0.0,0,0,3.5,4,7,206.86034437,837137.4617253,8062.45485191033
60,17.44495276,5.19616985,38.64619827,12.14579963,9,9,4,6,7.6,10,2,197.30499267,5,0.57426692,0,0,0,0.0,3,412.94178888,10,0.0,2,0.02646862,2,0.03533185,0,0.0,2,1.01717,0,0,2.55,3,8,412.94177908,1671122.77524852,12285.2089794934
61,57.27523112,19.26619911,34.3736,10.23379993,3,8,4,9,6.8,10,2,139.2230072,6,1.71603378,0,0,0,0.0,3,283.29383718,10,0.0,3,0.05577248,4,1.28115741,0,0.0,3,1.28115741,0,0,2.85,3,7,283.29383387,1146454.05683694,7163.09308593842
62,0.0,19.08819961,24.50589942,5.81794977,3,6,7,1,5.4,10,6,44.47809982,4,0.40316049,0,0,0,0.0,1,66.55631474,10,0.0,6,0.2375432,10,56.21915837,0,0.0,10,39.41852865,0,0,3.75,4,5,66.5563156,269344.93063224,4782.41685315599
63,0.0,3.84186005,47.97880172,7.14589977,10,10,6,1,7.4,10,4,73.26899719,7,2.62948749,0,0,0,0.0,3,441.47266473,10,0.0,2,0.02903917,2,0.04679791,0,0.0,4,2.22237995,0,0,3.15,4,8,441.47265501,1786583.59560624,8449.59948156286
64,0.0,6.1935501,47.97880172,7.14589977,8,10,6,1,5.6,3,3,115.70300293,3,0.25266105,0,0,0,0.0,2,120.64525241,3,0.69811284,7,0.53205574,4,1.22965468,0,0.0,3,1.22965468,0,0,2.05,2,6,120.64525044,488235.95953128,7490.77819319307
65,0.0,15.1559,13.27320003,9.60169029,4,3,5,1,3.2,3,2,179.82099914,5,0.80461953,0,0,0,0.0,3,384.20455217,3,0.61433941,4,0.10533451,2,0.30793492,0,0.0,4,2.55813731,0,0,2.05,2,3,384.20453803,1554826.82154694,11379.3449409924
66,0.0,4.2335,47.97880172,7.14589977,10,10,6,1,6.2,4,4,96.80030059,5,0.84339246,0,0,0,0.0,3,402.71856788,4,0.49773716,0,0.0,4,1.62450915,0,0.0,9,12.12098072,0,0,2.6,3,6,402.71855796,1629750.70171033,12664.7203101088
67,0.0,3.35135006,47.97880172,7.14589977,10,10,6,1,7.0,8,7,30.36540031,7,3.07032027,0,0,0,0.0,4,515.48542303,8,0.09100548,3,0.07639401,7,5.66941346,0,0.0,3,1.4000939,0,0,3.8,4,7,515.48543494,2086103.88746798,14845.6432874931
68,0.0,12.36299991,35.60260009,10.61240005,5,9,4,1,5.8,10,3,122.74199676,6,1.66346246,1,1,0,0.0,3,274.61502752,10,0.0,2,0.00131092,10,33.97476126,0,0.0,6,4.85520407,0,0,3.5,4,6,274.61501981,1111332.00195372,9182.26440982973
69,0.0,7.42028999,35.60260009,10.61240005,7,9,4,1,6.0,9,4,94.69999694,6,1.71821893,0,0,5,35.2771086,5,1235.53068039,9,0.00569795,4,0.13854775,6,4.18666252,0,0.0,2,0.74860787,0,0,4.2,5,6,1235.53070068,5000035.3512421,22466.5381810432
70,22.96633979,12.23200035,35.60260009,10.61240005,5,9,4,7,7.0,10,4,79.88069915,7,4.47512377,5,9,5,39.56339937,4,738.78206774,10,0.0,7,0.41682116,10,44.26957749,0,0.0,6,4.43272264,0,0,5.3,6,7,738.78206358,2989756.89779444,13355.3755790185
71,21.26491874,27.16670036,24.50589942,5.81794977,2,6,7,7,4.8,2,3,101.26899719,4,0.2793796,0,0,0,0.0,1,46.90589283,2,1.20752418,10,3.37612164,9,25.59912896,0,0.0,10,43.47905725,0,0,2.65,3,5,46.90589358,189822.17598301,4815.52965754872
72,0.0,8.0,11.35589981,19.93510055,7,2,2,1,4.4,10,9,19.83869934,2,0.11967272,0,0,0,0.0,1,20.09221833,10,0.0,0,0.0,9,23.61561038,9,3.0,0,0.0,0,0,3.6,4,4,20.09222214,81310.66348743,1342.05963298392
73,75.29639934,11.78569984,12.54950046,23.61030006,5,3,2,10,6.0,10,3,122.67199707,2,0.15671258,0,0,0,0.0,1,26.31095267,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0,2.25,2,6,26.31095335,106477.07646768,1760.33340297566
74,0.0,4.0,35.60260009,10.61240005,10,9,4,1,5.2,2,4,73.59850311,3,0.17770528,0,0,0,0.0,1,29.83548219,2,1.13261115,0,0.0,7,7.73307427,9,3.0,0,0.0,0,0,2.05,2,5,29.83548086,120740.39031384,2037.51115256212
75,0.0,25.29059982,24.50589942,5.81794977,2,6,7,1,5.2,10,6,45.90060043,4,0.32115141,0,0,0,0.0,2,230.93240084,10,0.0,2,0.01381356,5,2.61682638,0,0.0,8,9.65047776,0,0,3.35,4,5,230.93240132,934554.00964518,7714.40128989873
76,0.0,9.6875,13.27320003,9.60169029,6,3,5,1,5.0,10,2,150.64100647,1,0.05945172,0,0,0,0.0,1,28.38810418,10,0.0,0,0.0,7,6.81750351,0,0.0,7,6.81750351,0,0,2.25,2,5,28.38810532,114883.04587904,2055.05082262311
77,0.0,4.0,47.97880172,7.14589977,10,10,6,1,7.4,10,8,21.9822998,1,0.05433253,0,0,0,0.0,1,25.94369938,10,0.0,6,0.25169887,3,0.4852816,0,0.0,0,0.0,0,0,2.9,3,8,25.94370347,104990.863,1755.38534171092
78,91.65580542,10.60000038,12.54950046,23.61030006,6,3,2,10,6.2,10,2,154.58700561,4,0.48166562,0,0,0,0.0,1,80.86830905,10,0.0,2,0.02436059,10,46.57980417,9,3.0,0,0.0,0,0,2.9,3,6,80.86831342,327263.76259558,2947.90210200336
79,13.9370343,2.98473,28.3206005,12.84770011,10,7,4,6,5.6,1,3,120.52700042,6,1.52335252,0,0,0,0.0,3,255.76029466,1,1.63453049,0,0.0,9,27.71919702,9,3.0,2,0.78723712,0,0,2.6,3,6,255.7602963,1035029.33779918,9633.39739872578
80,1.85082733,2.43018007,24.76129913,5.70514011,10,6,7,3,7.2,10,9,16.86590003,7,5.35444011,0,0,5,38.55643841,4,883.94523471,10,0.0,0,0.0,2,0.23266147,0,0.0,8,11.67616227,0,0,4.9,6,7,883.9452273,3577213.72900186,16978.9810441466
81,0.0,3.80155992,18.43779945,15.88129997,10,5,3,1,4.8,5,2,157.76899719,8,6.08056648,3,4,0,0.0,5,1020.88482722,5,0.30693374,9,2.40090746,8,10.2679947,9,3.0,3,1.64193252,0,0,4.1,5,5,1020.88483398,4131390.87249046,20087.7680486717
82,14.72617066,24.6875,24.50589942,5.81794977,2,6,7,6,6.2,10,4,91.25949859,3,0.17029457,0,0,0,0.0,1,28.59127532,10,0.0,0,0.0,9,29.40687291,0,0.0,10,70.76620321,0,0,3.0,3,6,28.59127281,115705.23881844,3625.01896872647
83,0.00517113,13.14290046,12.54950046,23.61030006,4,3,2,2,4.2,10,3,112.37400054,3,0.17277176,0,0,0,0.0,1,29.0071787,10,0.0,5,0.22890885,10,32.98149088,9,3.0,0,0.0,0,0,3.1,4,4,29.00718038,117388.36380768,1538.60724578907
84,100.0,3.29999995,35.60260009,10.61240005,10,9,4,10,8.6,10,4,92.69470214,2,0.12239742,0,0,0,0.0,1,20.54967705,10,0.0,0,0.0,10,47.85330675,9,3.0,2,0.08720331,0,0,3.0,3,9,20.54967835,83161.93047467,1288.51553689936
85,0.0,12.53750038,35.60260009,10.61240005,5,9,4,1,4.6,4,2,143.30499267,5,1.0103766,0,0,0,0.0,2,166.79943452,4,0.48307118,10,4.06086508,9,27.3457162,0,0.0,5,2.84777943,0,0,2.7,3,4,166.79943498,675016.06480253,4600.20609490975
86,0.0,3.0,18.43779945,15.88129997,10,5,3,1,4.4,3,2,151.79299926,5,0.62261975,0,0,0,0.0,2,104.53352761,3,0.58591727,4,0.14043341,10,34.64974427,9,3.0,0,0.0,0,0,2.55,3,4,104.53353242,423033.88917135,5242.49489888298
87,0.0,15.0,35.60260009,10.61240005,4,9,4,1,3.8,1,4,77.36609649,3,0.24505799,0,0,0,0.0,1,40.45574141,1,2.67195696,3,0.05932408,3,0.73611306,0,0.0,0,0.0,0,0,1.45,1,4,40.45574283,163719.23760019,2037.08567069893
88,0.0,6.0,47.97880172,7.14589977,8,10,6,1,6.6,8,4,97.17030334,1,0.08472468,0,0,0,0.0,1,40.45590341,8,0.03796726,0,0.0,3,0.52679579,0,0.0,2,0.52679579,0,0,1.9,2,7,40.45590301,163719.88583015,2417.58710136417
89,0.0,16.88240051,13.27320003,9.60169029,3,3,5,1,2.6,1,9,17.23780059,3,0.1897329,1,1,0,0.0,1,31.32232168,1,2.06983379,4,0.09545907,10,72.53964195,0,0.0,7,6.11959745,0,0,3.05,3,2,31.32232948,126757.47726899,2393.24049635518
90,56.41269515,3.83784008,23.51040077,3.99135994,10,6,8,9,8.6,10,3,122.13999939,5,0.63098672,1,1,0,0.0,3,453.72765705,10,0.0,5,0.20864939,6,4.87572217,0,0.0,9,15.50787546,0,0,3.5,4,9,453.72765778,1836178.03062836,11627.8239479402
91,0.0,19.70999908,13.27320003,9.60169029,3,3,5,1,3.0,3,3,116.97599792,5,0.76400914,0,0,0,0.0,3,461.8514234,3,0.64713452,3,0.07532725,8,13.88156379,0,0.0,8,7.83351488,0,0,2.65,3,3,461.85141955,1869053.85962304,12669.7794016301
92,15.09924827,8.67831993,37.83739852,11.73830032,7,9,4,6,7.2,10,2,171.22399902,4,0.39004051,0,0,0,0.0,3,280.46892953,10,0.0,4,0.14076425,4,1.78319217,0,0.0,8,7.92455693,0,0,2.95,3,7,280.46892501,1135022.01057943,8886.49167085699
93,0.0,6.0,47.97880172,7.14589977,8,10,6,1,7.0,10,4,90.15910339,1,0.08207397,0,0,0,0.0,1,39.19019362,10,0.0,0,0.0,8,8.66084008,0,0.0,10,25.92158665,0,0,2.75,3,7,39.19019784,158597.73822452,2521.71725610575
94,2.70519339,4.6535201,38.64619827,12.14579963,9,9,4,3,5.8,4,2,213.94999694,7,4.26540867,0,0,0,0.0,4,704.16095778,4,0.46280327,6,0.28229341,4,1.80900401,0,0.0,7,5.56200106,0,0,2.85,3,6,704.16095659,2849649.68817918,25833.4142624409
95,0.0,6.95165014,38.64619827,12.14579963,8,9,4,1,6.2,9,2,160.04299926,7,5.51310653,1,1,0,0.0,4,910.13890394,9,0.00189861,6,0.31269952,8,13.37788105,0,0.0,4,2.71613925,0,0,3.5,4,6,910.13890059,3683216.18801054,21915.9055541466
96,0.06884779,10.51739978,13.27320003,9.60169029,6,3,5,2,4.2,5,6,45.88460159,6,1.70678297,2,2,5,34.85650584,4,814.98616426,5,0.35314464,5,0.18184357,8,8.34692697,0,0.0,6,5.07454013,0,0,4.5,5,4,814.98616656,3298145.19489342,17060.8011421733
97,0.0,16.94120025,12.54950046,23.61030006,3,3,2,1,3.8,10,1,261.94500732,3,0.19422522,0,0,0,0.0,1,32.6090638,10,0.0,0,0.0,9,30.52096208,9,3.0,0,0.0,0,0,2.5,3,4,32.60906154,131964.71799094,1708.27690289565
