OBJECTID,MODEL91,LINE91,FRAME91,YEAR,CAN_NBR91,FLGTDATE91,SCALE91,PRINTSAVAIL,SHAPEAREA,SHAPELEN
280,11029,11,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9796894.09367578,12899.1732430147
281,11028,11,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8434171.32732813,12196.7424473504
282,11027,11,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8134321.5890625,12009.031711643
283,11026,11,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9484601.41493672,12655.5597000115
284,11025,11,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8515055.42889297,12114.105756685
285,11024,11,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8446452.3619125,12035.162282248
286,11023,11,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9670602.51509219,12702.1657042163
287,11022,11,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9698977.62862188,12725.7378185294
288,11021,11,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10251321.0234555,13066.5598478934
289,11020,11,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10918244.8708461,13438.4453593281
290,11019,11,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10807505.5465141,13414.6697364739
291,11018,11,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9367811.11501563,12739.2149998927
292,11017,11,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10991850.5999977,13571.4366537548
293,11016,11,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10613719.1475609,13412.4175929496
294,11015,11,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9543854.58908594,12926.5630112172
295,11014,11,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11428397.4826523,13835.6882087757
296,11013,11,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10425439.9910109,13360.1995789654
297,11012,11,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9612093.17541485,12984.1511214026
298,11011,11,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12418710.5999828,14352.658923008
299,11010,11,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8917216.33646094,12754.3909013931
300,11009,11,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11672741.9899516,14093.9639455087
301,11008,11,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11210165.0763695,13916.7297361478
302,11007,11,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10495443.2425063,13577.835860649
303,11006,11,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10397693.2224492,13514.4536435772
304,11005,11,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10433304.2536383,13518.4235636324
305,11004,11,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11056634.6186367,13787.057980027
306,11003,11,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10597783.3571406,13543.7286309115
307,11002,11,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9476192.30554297,12943.438060966
308,10013,10,13,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10057376.7247969,12949.189327356
309,10012,10,12,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10628989.5119641,13226.8238129863
310,10011,10,11,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10877000.1089031,13359.3762715935
311,10010,10,10,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10742460.1122305,13282.8542505359
312,10009,10,9,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10436569.7998,13075.060510359
313,10008,10,8,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9211716.38831094,12398.6452922816
314,10007,10,7,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9816447.49777969,12680.1984001215
315,10006,10,6,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9718365.86755781,12584.8400596885
316,10005,10,5,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9008370.16489062,12142.4829713659
317,10004,10,4,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12594168.1092469,15840.45379947
318,10003,10,3,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,15141534.0627008,16542.7121018106
319,10002,10,2,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,15208815.5702586,16558.9996349543
320,12058,12,58,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14232582.6727859,15569.4023271479
321,12057,12,57,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13151195.0554188,15298.9040976349
322,12056,12,56,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13503857.8576242,15440.7706917757
323,12055,12,55,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13084207.8202789,15254.4867823571
324,12054,12,54,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12777356.4360266,15116.0153579646
325,12053,12,53,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12576708.5443156,15041.7355439275
326,12052,12,52,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13463103.6514406,15428.9359051955
327,12051,12,51,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12680351.6959648,15154.9195419147
328,12050,12,50,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14576651.5111219,15933.5625330173
329,12049,12,49,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13767606.0384031,15647.7700633464
330,12048,12,48,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13814324.3310953,15692.3159639505
331,12047,12,47,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13272040.3454977,15502.0428399202
332,12046,12,46,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14072182.906575,15839.4717028125
333,12045,12,45,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13483958.6976375,15622.2538518285
334,12044,12,44,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12464631.2928063,15254.0765026873
335,12043,12,43,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14485494.8769227,15984.9357133314
336,12042,12,42,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13177382.6444828,15415.3238231118
337,13060,13,60,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,17901069.9003867,18469.3894528306
338,13059,13,59,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13638843.3952453,17156.7159681207
339,13058,13,58,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12793093.331543,16636.1380968583
340,13057,13,57,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7024611.53641875,10675.0131137897
341,13056,13,56,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6870560.82775938,10633.3978927796
342,13055,13,55,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7445569.40329688,11048.6448001916
343,13054,13,54,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7452017.88606641,11126.21838592
344,13053,13,53,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8880309.34321875,12057.3222950074
345,13052,13,52,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8703680.75145469,12051.186193153
346,13051,13,51,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9788490.683325,12747.480716505
347,13048,13,48,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10070409.4478422,13043.5078370524
348,13047,13,47,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7802844.42673906,11962.2877990911
349,13046,13,46,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10954621.4021633,13554.7038309301
350,13045,13,45,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10603703.3710141,13439.3695352399
351,13044,13,44,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9433277.17115859,12947.0977912757
352,13043,13,43,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11087837.002857,13827.5477543625
353,13042,13,42,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10246794.8465094,13519.3397913236
354,13041,13,41,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11162309.5605781,14028.7375406324
355,13040,13,40,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11433853.4132297,14204.1144556025
356,13039,13,39,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11649801.3960797,14425.2042433192
357,13049,13,49,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10442352.0138352,13190.1397411428
358,13050,13,50,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9033709.08110313,12431.5278904025
359,13038,13,38,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12097820.308143,14592.6693027216
360,13037,13,37,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12517823.2487305,14934.5443887114
361,13036,13,36,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11596338.4055672,14560.1054741584
362,14064,14,64,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,18801070.7549461,18603.2775008901
363,14040,14,40,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9018103.38012578,12221.2271668479
364,14041,14,41,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8234164.49674063,11811.5808481935
365,14042,14,42,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8807275.06286641,12147.1483849744
366,14043,14,43,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8974034.39898437,12256.2236045442
367,14044,14,44,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9472555.43099375,12541.7788665452
368,14045,14,45,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9571930.94426875,12614.6345014669
369,14046,14,46,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8991501.15460391,12325.9146426287
370,14047,14,47,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8076785.47174219,11857.6338432603
371,14048,14,48,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9838115.38516797,12786.431213212
372,14049,14,49,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10447510.4175797,13121.0614147678
373,14050,14,50,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8149538.46317344,11921.1946983181
374,14051,14,51,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9704827.97979219,12721.4691843636
375,14052,14,52,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8748393.00953672,12219.7509595185
376,14053,14,53,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9727672.50724531,12726.2244461977
377,14054,14,54,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9092153.37835859,12429.8948040301
378,14055,14,55,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10078670.8387617,13021.7808909435
379,14056,14,56,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10118415.4152344,13119.168912792
380,14057,14,57,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8601245.74510391,12455.1918294256
381,14058,14,58,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10271549.9265047,13339.2130123969
382,14059,14,59,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10038618.9654492,13322.9580996162
383,14060,14,60,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10361345.7125953,13576.2416011757
384,14061,14,61,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11085859.8173125,13922.4329288656
385,14062,14,62,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9891566.21528985,13385.0002132156
386,14063,14,63,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11812562.0275797,14151.5710692498
387,12041,12,41,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13229303.3290883,15332.0705862084
388,12039,12,39,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12872646.5174195,14989.5127454127
389,12037,12,37,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11353878.7297227,14287.5857337017
390,12036,12,36,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12282520.8853992,14630.6363314346
391,12040,12,40,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12617460.2180953,14972.2474748926
392,12035,12,35,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10572105.1700859,13859.7421930354
393,12034,12,34,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10907649.8802703,13955.2305954819
394,12033,12,33,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10945046.5354109,13913.6768194327
395,12032,12,32,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10893483.3664969,13833.8731554153
396,12031,12,31,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11029187.9890883,13843.015802557
397,12030,12,30,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11176843.9229672,13928.088691493
398,12029,12,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8961777.04414297,12993.3494283093
399,12028,12,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11321672.3416477,14144.4449383139
400,12027,12,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11687134.4458875,14411.6678069804
401,12026,12,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12455886.0127367,14853.7395060866
402,12025,12,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10876594.7378805,14267.8209324042
403,12024,12,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11451101.0914695,14502.2176193848
404,12023,12,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11817068.0108,14572.4938265259
405,12022,12,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11321610.5657078,14258.1995720989
406,12021,12,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11762766.2215602,14340.7445415372
407,12020,12,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10415753.553425,13658.1014789035
408,12019,12,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10578288.4127727,13634.1218044636
409,13035,13,35,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12944424.4736445,15152.9439138979
410,13034,13,34,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12638948.6608461,15030.8113154538
411,13033,13,33,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12077396.9150281,14823.287472211
412,13032,13,32,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12242581.8405461,14921.9905444029
413,13031,13,31,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12426028.6570172,15038.1830906322
414,13030,13,30,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12118568.5277594,14962.810932664
415,13029,13,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13941949.6468875,15704.6462756583
416,13028,13,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12255597.866932,14940.5733656029
417,13027,13,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10993826.707982,14169.4083981826
418,13026,13,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11270157.7833711,14094.8308698681
419,13025,13,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10455151.2421641,13576.6620646982
420,13024,13,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10449798.1186148,13482.0483517803
421,13023,13,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11078191.6129219,13682.0150512834
422,13022,13,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10242551.3919477,13218.9303934736
423,13021,13,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10088277.8963289,13092.6020294867
424,13020,13,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9725001.204625,12871.162661877
425,13019,13,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10427042.3887789,13260.5479948409
426,13018,13,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9963735.75264687,13083.5342566848
427,14039,14,39,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8537995.99419063,11930.4714882576
428,14038,14,38,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8386864.26541016,11820.5248865388
429,14037,14,37,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9075311.84065156,12188.1302693512
430,14036,14,36,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7960925.94678985,11546.7074006092
431,14035,14,35,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8279741.33806172,11728.6916253874
432,14034,14,34,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8223265.82560781,11722.6731112628
433,14033,14,33,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8634362.19750547,11981.2983387251
434,14032,14,32,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8965467.55659766,12192.7316169619
435,14031,14,31,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8752076.07923281,12114.6197307411
436,14030,14,30,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7633632.05687266,11415.0238088892
437,14029,14,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8301262.71081016,11713.388299011
438,14028,14,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8803390.79343125,12023.9783454623
439,14027,14,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8415406.47766172,11833.5940078386
440,14026,14,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9098481.15070781,12277.9197542217
441,14025,14,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9615968.67873672,12622.3098560972
442,14024,14,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9458742.70738203,12606.6788373322
443,14023,14,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9881386.69842266,12897.8022089866
444,14022,14,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10131286.6216641,13051.1604784987
445,14021,14,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9877919.21332266,12932.7200745018
446,14020,14,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9805240.26772891,12828.2619649335
447,14019,14,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8816811.87584609,12249.3728884441
448,14018,14,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9040332.09246641,12306.4466213989
449,14017,14,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9780365.01380625,12643.8997238128
450,14016,14,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8188455.53786641,11659.9300952211
451,14015,14,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7871212.93977734,11391.8273735013
452,14014,14,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7093503.94317656,10822.4366140718
453,14013,14,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7427203.42251719,11039.7679723911
454,14012,14,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6380555.09129766,10327.4093440515
455,14011,14,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8196629.75943359,11544.5273897685
456,14010,14,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7801842.52407891,11354.17176236
457,14009,14,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7675772.46829063,11360.8906017159
458,14008,14,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8342249.85738125,11826.2826376884
459,14007,14,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8997459.61604844,12279.0440225705
460,14006,14,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9129071.56110391,12438.2174240297
461,14005,14,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10293872.1838953,13085.9908037538
462,14004,14,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9725870.60541094,12839.8392784176
463,14003,14,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9725000.29070078,12820.7037390148
464,14002,14,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10153204.2528813,13029.1063577214
465,13017,13,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11132712.2987078,13753.8163854965
466,13016,13,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11662395.9996992,14112.0223394301
467,13015,13,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12616834.4565063,14678.1821767727
468,13014,13,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11819413.1699133,14491.9285894071
469,13013,13,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11465267.3470531,14532.9692237282
470,13012,13,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13855551.5839766,15678.6844637421
471,13011,13,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12920200.0442891,15491.279506028
472,13010,13,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11661274.301818,15062.5601944353
473,13009,13,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13314669.1096633,15556.952491582
474,13008,13,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13316206.9494875,15446.2027660358
475,13007,13,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11021944.7775469,14436.8269982611
476,13006,13,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12248379.8464969,14823.3994529401
477,13005,13,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11991185.6370602,14616.429531798
478,13004,13,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11387010.1058375,14273.1116118787
479,13003,13,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12160028.8778078,14560.7883769195
480,13002,13,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11832409.5584008,14397.6036541272
481,12018,12,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10668798.449007,13575.258753276
482,12017,12,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10806266.9826945,13564.0133499122
483,12016,12,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9725494.50502969,12986.8542907573
484,12015,12,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9964755.00520938,13034.297422879
485,12014,12,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8450624.36088906,12211.542810076
486,12013,12,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10144881.3072352,13006.7551819773
487,12012,12,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8525933.42102734,12100.6082776922
488,12011,12,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9626718.8660125,12620.1427655861
489,12010,12,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9113268.82881406,12311.6238928828
490,12009,12,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9157096.65256484,12303.370184495
491,12008,12,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8914581.46364531,12164.5287274464
492,12007,12,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9074852.10407578,12235.8202071732
493,12006,12,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9048930.44516875,12207.7534248201
494,12005,12,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8092335.97559375,11657.2398813789
495,12004,12,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8380546.22447656,11807.3790937785
496,12003,12,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8569287.27216328,11898.9681824762
497,12002,12,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8896769.94651875,12066.883055042
498,15063,15,63,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,18160332.9483938,17196.3917028402
499,15058,15,58,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13794985.6188234,15806.4540241913
500,15057,15,57,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12966472.3114625,15315.8843812431
501,15056,15,56,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14221399.7062172,15680.0567816057
502,15055,15,55,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13251073.8904328,15211.2702184139
503,15054,15,54,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13475806.307875,15224.6260847327
504,15053,15,53,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11274992.4661555,14220.1026020531
505,15052,15,52,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10892816.165775,13990.4254679814
506,15051,15,51,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11841802.5787469,14342.4609655248
507,15050,15,50,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12037011.3738508,14378.5010803749
508,15049,15,49,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10929353.177707,13839.8790925023
509,15048,15,48,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11305818.2572195,13970.3916888837
510,15047,15,47,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10068791.5481891,13369.6574141681
511,15046,15,46,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10113970.0202258,13354.2928371666
