OBJECTID,MODEL91,LINE91,FRAME91,YEAR,CAN_NBR91,FLGTDATE91,SCALE91,PRINTSAVAIL,SHAPEAREA,SHAPELEN
744,18024,18,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9042979.95375391,12556.8433653205
745,18023,18,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9261555.46534922,12670.0358567518
746,18022,18,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9041911.43099375,12568.2588600105
747,18021,18,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9073089.41460078,12591.6758596849
748,18020,18,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9213997.40676328,12669.7034383391
749,18019,18,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9436558.42118985,12787.7453805899
750,18018,18,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9345750.47816875,12750.5113734684
751,18017,18,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8537854.22904219,12361.6100410453
752,18016,18,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9528348.83510703,12843.3078528863
753,18015,18,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9167054.05448594,12658.8582479525
754,18014,18,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10024585.9757703,13070.8567542747
755,18013,18,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10071202.7646984,13088.7044519643
756,18012,18,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9797719.95828828,12945.0208384806
757,18011,18,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9514489.96841484,12791.9627120477
758,18010,18,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9625421.68833438,12837.442925259
759,18009,18,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9037841.17865469,12540.4358177587
760,18008,18,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9791939.05780313,12928.969968071
761,18007,18,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9516314.22809219,12804.7999374553
762,18006,18,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9582148.87696094,12864.6227851702
763,18005,18,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9805207.36768828,12996.1922706807
764,18004,18,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9490416.93644062,12863.7261631724
765,18003,18,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11036494.690393,13635.5068461009
766,17035,17,35,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,12371640.0532914,14667.7911550605
767,17034,17,34,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6197446.80308984,10063.8017274048
768,17033,17,33,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6212589.88939141,10105.6047671176
769,17032,17,32,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6137156.06511641,10049.0414652442
770,17031,17,31,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6077716.17566172,9992.58173120193
771,17030,17,30,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6036826.89476016,9954.8494373496
772,17029,17,29,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5624202.52068281,9658.51806118092
773,17028,17,28,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5941660.85183594,9871.70149642792
774,17027,17,27,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5329335.51928906,9432.68794484292
775,17026,17,26,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5515648.93021328,9555.36633790772
776,17025,17,25,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5779759.7234625,9740.01434242997
777,17024,17,24,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5449506.993175,9494.39611373097
778,17023,17,23,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5800010.72789063,9731.70545630895
779,17022,17,22,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5884174.2657875,9806.61160425174
780,17021,17,21,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5607204.70176562,9598.06146199247
781,17020,17,20,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5557076.27999141,9532.48451007101
782,17019,17,19,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5213209.17224688,9310.0319120844
783,17018,17,18,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5122775.17857266,9275.3523099708
784,17017,17,17,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,5976840.53184531,9925.73220638267
785,17016,17,16,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6510431.21721562,10339.3809502006
786,17015,17,15,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6276255.50842812,10241.9607829571
787,17014,17,14,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6198563.27759531,10257.1193028693
788,17013,17,13,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6242051.40332969,10352.6302553858
789,17012,17,12,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6692285.56824688,10703.4356842975
790,17011,17,11,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6642135.19786563,10749.5477947802
791,17010,17,10,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7075170.20617422,11046.6784556461
792,17009,17,9,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7432665.11533125,11312.0088949892
793,17008,17,8,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7091088.30801484,11158.7852060859
794,17007,17,7,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,6806533.35774844,11024.36967264
795,17006,17,6,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7661522.75497891,11528.8007455487
796,17005,17,5,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7516977.29762109,11491.5921733057
797,17004,17,4,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7801212.24769375,11683.3274295268
798,17003,17,3,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,7455001.3738875,11537.5976486437
799,17002,17,2,1991,2037,1991/11/07 00:00:00+00,1 in.=660 ft.,YES,8728324.53223125,12241.6574510057
800,18002,18,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11513014.0378664,13886.3700509148
801,16002,16,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11892032.6293219,13991.9945090645
802,20060,20,60,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,16521118.6072172,25103.3034650058
803,20059,20,59,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10829928.1116148,13584.7588230246
804,20058,20,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9522594.52954062,12974.5049559037
805,20057,20,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11354195.3444375,13821.5450110621
806,20056,20,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8863609.19760937,12603.1386646297
807,20055,20,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10007666.5108383,13113.140753059
808,20054,20,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10068736.7569852,13103.7102873686
809,20053,20,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9922087.11789531,12996.5719018316
810,20052,20,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9559813.83942578,12801.9515393928
811,20051,20,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10287509.2055484,13148.1184650162
812,20050,20,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9577915.09861485,12795.0708739877
813,20049,20,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9613352.71865391,12827.8124858996
814,20048,20,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9384185.02617266,12714.473962138
815,20047,20,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9335683.05145469,12681.3595001682
816,20046,20,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10840697.9699664,13429.6988029845
817,20045,20,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10099515.2488266,13039.2157278703
818,20044,20,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10189400.1754883,13063.6972665115
819,20043,20,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9472664.65697266,12657.063085159
820,20042,20,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8756268.35418359,12243.7225230507
821,20041,20,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9477836.82072735,12577.5100699584
822,20040,20,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9580920.81972734,12594.2566303643
823,20039,20,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9744825.87435469,12697.2935633927
824,20038,20,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10099198.2066,12891.878987348
825,20037,20,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10338487.0258805,13040.8158279352
826,20036,20,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9882650.76947734,12817.6546957511
827,20035,20,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8717018.73416172,12181.9705213836
828,20034,20,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9163060.82059297,12381.2279271365
829,20033,20,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8344004.02669141,11932.6620741382
830,21055,21,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14695827.8706258,17110.459857824
831,21054,21,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12484626.0603266,14480.5323130326
832,21053,21,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10442017.6477352,13550.9237705591
833,21052,21,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11729087.9634664,14134.6749006269
834,21051,21,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11302679.3501266,13939.3041431784
835,21050,21,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10741397.3008953,13672.1053460364
836,21049,21,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10569467.5400313,13582.0742961803
837,21048,21,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12570170.4182992,14482.0313705178
838,21047,21,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11471414.2095312,13958.5774188533
839,21046,21,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11248728.4182445,13843.2031802315
840,21045,21,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9309744.44765313,12928.8650476304
841,21044,21,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11494472.6661516,13935.4029875348
842,21043,21,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11317931.0124195,13850.2709619382
843,21042,21,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10644718.5140078,13524.1625954369
844,21041,21,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11396082.846782,13854.7452609174
845,21040,21,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11498862.5085102,13876.9644777828
846,21039,21,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9902793.84155156,13085.9886643553
847,21038,21,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10454148.2406836,13323.1108615587
848,21037,21,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10469990.7115945,13310.6306397026
849,21036,21,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11957450.4973414,14076.6186111646
850,21035,21,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11262973.1735789,13755.1158585702
851,21034,21,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11339535.5857219,13844.233887706
852,21033,21,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11899808.5177539,14171.7126757148
853,21032,21,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11731007.693682,14165.2993075093
854,21031,21,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11781427.713282,14198.0516616324
855,22058,22,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7615839.00354375,10908.7206191047
856,22057,22,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6976611.41329531,10595.6029591547
857,22056,22,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7551705.10566719,11037.4049917803
858,22055,22,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6947587.94198672,10737.1140751834
859,22054,22,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8162660.47075781,11584.133526598
860,22053,22,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8221505.90479141,11721.4082254919
861,22052,22,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8877550.33123906,12210.2282039452
862,22051,22,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10374763.989925,13086.5854149692
863,22050,22,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9706778.15598125,12780.8659466069
864,22049,22,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10082893.4182539,13019.6200706781
865,22048,22,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9051338.91134297,12554.7468777471
866,22047,22,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10732143.4326789,13429.05167437
867,22046,22,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10847457.9193336,13525.7555769901
868,22045,22,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9972709.16168359,13177.5672039981
869,22044,22,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10323200.1974977,13438.8044652031
870,22043,22,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11347917.8405875,14043.8712148778
871,22042,22,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10795844.0056781,13944.3926698028
872,22041,22,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11894548.2619062,14565.213348784
873,22040,22,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12069348.9227555,14794.1234831607
874,22039,22,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13154061.8297609,15332.4295652141
875,22038,22,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13009736.6976703,15353.3631053079
876,22037,22,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12226751.8457375,15112.5703635883
877,22036,22,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13083433.3986672,15502.3250671351
878,22035,22,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14374826.4321961,16052.3853528458
879,22034,22,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13295175.0166281,15653.1889924342
880,22033,22,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12899287.6531805,15467.7363228055
881,23057,23,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,17247806.2838797,18093.12338016
882,23056,23,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,16211380.7010055,16937.8665874788
883,23055,23,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12203078.383632,14450.6769833463
884,23054,23,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11291914.4835578,14042.9299370323
885,23053,23,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10922717.0538813,13839.6609843778
886,23052,23,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10203013.7794703,13411.4963264993
887,23051,23,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11009261.3171117,13687.1911011651
888,23050,23,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10294351.3571523,13287.7711178673
889,23049,23,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10675022.0628688,13431.1965049528
890,23048,23,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9870455.446,13052.0278484539
891,23047,23,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11140161.1297367,13675.423811292
892,23046,23,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8564771.92215391,12449.4875006178
893,23045,23,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10384106.0771281,13318.6741739566
894,23044,23,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9892497.35309063,13080.9449636021
895,23043,23,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10708800.8444133,13427.7747790758
896,23042,23,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10706243.8338688,13362.0630982037
897,23041,23,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9876985.83476719,12833.1814026551
898,23040,23,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9178773.43538359,12369.5833986064
899,23039,23,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9588475.60962344,12507.1690700229
900,23038,23,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8844631.69010078,12029.2699473874
901,23037,23,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7891182.76789453,11387.6310632856
902,23036,23,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9109736.77198203,12111.3704381072
903,23035,23,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8203002.86203047,11522.2087337399
904,23034,23,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7895522.48206016,11293.5532023392
905,23033,23,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8010155.16856953,11355.5015829248
906,23032,23,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8360394.88016953,11584.5519330662
907,24060,24,60,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11407913.8385,14287.1668963646
908,24059,24,59,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13211204.0895336,15223.8697154638
909,24058,24,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12929123.6317781,15095.194305213
910,24057,24,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12421236.2895789,14950.1804743116
911,24056,24,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13156199.7120883,15259.3139571063
912,24055,24,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12398785.1679234,14970.2320115409
913,24054,24,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13301720.3634609,15300.9075150289
914,24053,24,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12752551.0243148,15039.3254634038
915,24052,24,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12128625.8005602,14750.3836878913
916,24051,24,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11058637.5647828,14272.3986223005
917,24050,24,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11915515.7534672,14599.1381906313
918,24049,24,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13620360.5352719,15292.0840691995
919,24048,24,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12355866.3078227,14777.1670237628
920,24047,24,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12918457.5078656,15037.756075887
921,24046,24,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12495123.1343773,14931.8155912405
922,24045,24,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11826874.7791281,14740.3347381873
923,24044,24,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10302795.8816664,14220.6810820515
924,24043,24,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12629374.2622742,15214.2315805848
925,24042,24,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13541257.6133508,15652.8339253911
926,24041,24,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,15404769.4852398,16442.6249745779
927,24040,24,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13506086.0809875,15788.8439617737
928,24039,24,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14429286.024425,16133.6929304299
929,24038,24,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9782747.46242578,14407.7305259548
930,24037,24,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13369200.0437406,15734.9234623993
931,24036,24,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13769262.7084766,15886.8805055604
932,25057,25,57,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,17511299.6883008,18776.1979297594
933,25056,25,56,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11976476.3532633,14149.4881872507
934,25055,25,55,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11413104.7614352,13862.6966872364
935,25054,25,54,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11587340.4391711,13916.2257651361
936,25053,25,53,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9680774.92507656,12892.700966648
937,25052,25,52,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9799379.01754297,12899.7739924169
938,25051,25,51,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9919026.60283125,12914.4619316205
939,25050,25,50,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9667954.11993438,12738.7877941804
940,25049,25,49,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7348302.05879375,11495.4435621724
941,25048,25,48,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9180989.15340078,12435.0229720002
942,25047,25,47,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9814764.33032891,12748.4968645128
943,25046,25,46,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9744741.43234844,12698.8840365657
944,25045,25,45,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9447189.19999062,12502.3364704455
945,25043,25,43,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10156724.8974977,12855.2853490115
946,25042,25,42,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6218065.52042813,10586.6716546423
947,25041,25,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8324290.60760625,11730.7962909836
948,25040,25,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7258220.54219453,11053.7879547585
949,25039,25,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8894614.18032656,11978.8202785885
950,25038,25,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8937178.26142969,11977.8394739053
951,25037,25,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7272156.72871875,10868.5826742103
952,25036,25,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7753056.73057188,11155.156035534
953,25035,25,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7211146.38836563,10768.1070557501
954,25034,25,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6464568.51342812,10225.5595860647
955,25033,25,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6962154.96838125,10583.5894720796
956,20032,20,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13479482.7185086,14692.8709623188
957,20031,20,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10477462.0912,13179.341750669
958,20030,20,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8779289.16908984,12379.9267703759
959,20029,20,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8776917.30993359,12390.5919436228
960,20028,20,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8501488.85614063,12251.4965591964
961,20027,20,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9794069.22206797,12908.331528442
962,20026,20,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8601462.85355078,12326.7970984275
963,20025,20,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7250073.85597266,11674.4483265909
964,20024,20,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9705540.35008594,12906.8300442448
965,20023,20,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9614080.72723594,12869.322673683
966,20022,20,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9616410.82485,12879.9037350572
967,20021,20,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9618224.9662836,12906.6772050042
968,20020,20,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9378369.73725625,12826.1675824542
969,20019,20,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9531679.34760547,12936.9089933737
970,20018,20,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10135825.1955531,13237.1850220228
971,20017,20,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9601062.62432578,12995.8259017994
972,20016,20,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10070591.0664469,13228.6792091329
973,20015,20,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9994782.06606406,13206.8101754798
974,20014,20,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10307086.0986438,13365.6732696069
975,20013,20,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10559454.0989961,13559.3025783275
