OBJECTID,X,Y,CELL_A,KEYID,HEAT_DEATH,WS_B_APAVG,WS_B_APMIN,WS_B_APMAX,BASE_UHI,CC_FST_DEC,CC_FST_CON,CC_FST_MIX,CC_GRASS,CC_SHRUB,CC_PASTURE,CC_CROP,CC_BARREN,CC_IPV_RS,CC_IPV_NRS,CC_IPV_ST,CC_IPV_OTH,CC_IPV_AP,CC_IPV_WLW,CC_IPV_WL,CC_IPV_WTR,CM_FST_DEC,CM_FST_CON,CM_FST_MIX,CM_GRASS,CM_SHRUB,CM_PASTURE,CM_CROP,CM_BARREN,CM_IPV_RS,CM_IPV_NRS,CM_IPV_ST,CM_IPV_OTH,CM_IPV_AP,CM_IPV_WLW,CM_IPV_WL,CM_IPV_WTR,CS_FST_DEC,CS_FST_CON,CS_FST_MIX,CS_GRASS,CS_SHRUB,CS_PASTURE,CS_CROP,CS_BARREN,CS_IPV_RS,CS_IPV_NRS,CS_IPV_ST,CS_IPV_OTH,CS_IPV_AP,CS_IPV_WLW,CS_IPV_WL,CS_IPV_WTR,EE_FST_DEC,EE_FST_CON,EE_FST_MIX,EE_GRASS,EE_SHRUB,EE_PASTURE,EE_CROP,EE_BARREN,EE_IPV_RS,EE_IPV_NRS,EE_IPV_ST,EE_IPV_OTH,EE_IPV_AP,EE_IPV_WLW,EE_IPV_WL,EE_IPV_WTR,GN_FST_DEC,GN_FST_CON,GN_FST_MIX,GN_GRASS,GN_SHRUB,GN_PASTURE,GN_CROP,GN_BARREN,GN_IPV_RS,GN_IPV_NRS,GN_IPV_ST,GN_IPV_OTH,GN_IPV_AP,GN_IPV_WLW,GN_IPV_WL,GN_IPV_WTR,AV_COOL,AV_GREEN,AV_WASTE,AV_ALL,SHAPEAREA,SHAPELEN
1774,978000,-132720,230400,12843,0.073998,77.276,66.535,87.779,0.04919307,0.1032,0.0,0.0,0.2507,0.0,0.0,0.0,0.0447,0.1351,0.0685,0.1616,0.2361,0.0,0.0,0.0,0.0,0.1032,0.0,0.0,0.2507,0.0,0.0,0.0,0.0447,0.1351,0.0685,0.1616,0.2361,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.2865,0.0,0.0,0.0,0.0089,0.1351,0.0685,0.1179,0.1181,0.0,0.0,0.0,0.0,0.1032,0.0,0.0,0.2507,0.0,0.0,0.0,0.0447,0.1351,0.0685,0.1616,0.2361,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.2865,0.0,0.0,0.0,0.0089,0.1351,0.0685,0.1179,0.1181,0.0,0.0,0.0,0.0,0.008941,0.0006,0.00134,0.01091,2506615.46896719,6332.91777172911
1775,978480,-132720,230400,12844,0.013562,77.196,66.487,87.753,0.00896321,0.1089,0.0,0.0,0.2291,0.0,0.0,0.0,0.0414,0.0593,0.1783,0.138,0.245,0.0,0.0,0.0,0.0,0.1089,0.0,0.0,0.2291,0.0,0.0,0.0,0.0414,0.0593,0.1783,0.138,0.245,0.0,0.0,0.0,0.0,0.268,0.0,0.0,0.3068,0.0,0.0,0.0,0.0083,0.0593,0.1337,0.1014,0.1225,0.0,0.0,0.0,0.0,0.1089,0.0,0.0,0.2291,0.0,0.0,0.0,0.0414,0.0593,0.1783,0.138,0.245,0.0,0.0,0.0,0.0,0.268,0.0,0.0,0.3068,0.0,0.0,0.0,0.0083,0.0593,0.1337,0.1014,0.1225,0.0,0.0,0.0,0.0,0.001395,-1e-05,0.00028,0.00179,2506616.02162422,6332.91846986797
1776,978960,-132720,230400,12845,0.046188,77.295,66.298,88.095,0.03082684,0.1481,0.0,0.0,0.3412,0.0,0.0,0.0,0.0608,0.158,0.0502,0.1292,0.1126,0.0,0.0,0.0,0.0,0.1481,0.0,0.0,0.3412,0.0,0.0,0.0,0.0608,0.158,0.0502,0.1292,0.1126,0.0,0.0,0.0,0.0,0.2438,0.0,0.0,0.3898,0.0,0.0,0.0,0.0122,0.158,0.0502,0.0898,0.0563,0.0,0.0,0.0,0.0,0.1481,0.0,0.0,0.3412,0.0,0.0,0.0,0.0608,0.158,0.0502,0.1292,0.1126,0.0,0.0,0.0,0.0,0.2438,0.0,0.0,0.3898,0.0,0.0,0.0,0.0122,0.158,0.0502,0.0898,0.0563,0.0,0.0,0.0,0.0,0.006105,0.00153,0.00096,0.00799,2506613.49664453,6332.91528021011
1777,979920,-132720,230400,12847,0.078757,77.033,65.767,87.727,0.05099774,0.6401,0.125,0.0,0.0405,0.0,0.0,0.0,0.0071,0.0,0.0026,0.1101,0.0117,0.0,0.0,0.0464,0.0164,0.6401,0.125,0.0,0.0405,0.0,0.0,0.0,0.0071,0.0,0.0026,0.1101,0.0117,0.0,0.0,0.0464,0.0164,0.646,0.125,0.0,0.0468,0.0,0.0,0.0,0.0014,0.0,0.002,0.1101,0.0059,0.0,0.0,0.0464,0.0164,0.6401,0.125,0.0,0.0405,0.0,0.0,0.0,0.0071,0.0,0.0026,0.1101,0.0117,0.0,0.0,0.0464,0.0164,0.646,0.125,0.0,0.0468,0.0,0.0,0.0,0.0014,0.0,0.002,0.1101,0.0059,0.0,0.0,0.0464,0.0164,0.008754,0.0021,0.00143,0.01113,2506614.60197266,6332.91667650608
1778,980880,-132720,230400,12849,9.6e-05,76.761,65.244,87.583,6.05e-05,0.4947,0.0077,0.0,0.2212,0.0,0.0,0.0,0.0398,0.0,0.0296,0.0836,0.1133,0.0,0.0,0.0,0.0101,0.4947,0.0077,0.0,0.2212,0.0,0.0,0.0,0.0398,0.0,0.0296,0.0836,0.1133,0.0,0.0,0.0,0.0101,0.5078,0.0077,0.0,0.253,0.0,0.0,0.0,0.008,0.0,0.0296,0.0705,0.1133,0.0,0.0,0.0,0.0101,0.4947,0.0077,0.0,0.2212,0.0,0.0,0.0,0.0398,0.0,0.0296,0.0836,0.1133,0.0,0.0,0.0,0.0101,0.5078,0.0077,0.0,0.253,0.0,0.0,0.0,0.008,0.0,0.0296,0.0705,0.1133,0.0,0.0,0.0,0.0101,1.1e-05,0.0,0.0,1e-05,2506613.74766406,6332.91559730884
1779,981840,-132720,230400,12851,0.007349,76.659,64.991,87.531,0.00454503,0.625,0.0392,0.0,0.1283,0.0,0.0,0.0,0.0228,0.0356,0.0033,0.1073,0.0385,0.0,0.0,0.0,0.0,0.625,0.0392,0.0,0.1283,0.0,0.0,0.0,0.0228,0.0356,0.0033,0.1073,0.0385,0.0,0.0,0.0,0.0,0.6484,0.0392,0.0,0.1465,0.0,0.0,0.0,0.0046,0.0356,0.0033,0.0839,0.0385,0.0,0.0,0.0,0.0,0.625,0.0392,0.0,0.1283,0.0,0.0,0.0,0.0228,0.0356,0.0033,0.1073,0.0385,0.0,0.0,0.0,0.0,0.6484,0.0392,0.0,0.1465,0.0,0.0,0.0,0.0046,0.0356,0.0033,0.0839,0.0385,0.0,0.0,0.0,0.0,0.000846,0.00023,0.00013,0.0011,2506610.93372188,6332.91204262008
1780,982320,-132720,230400,12852,0.008933,76.647,65.037,87.519,0.00551759,0.3994,0.0244,0.0,0.2879,0.0,0.0,0.0,0.0512,0.0557,0.0037,0.1176,0.06,0.0,0.0,0.0,0.0,0.3994,0.0244,0.0,0.2879,0.0,0.0,0.0,0.0512,0.0557,0.0037,0.1176,0.06,0.0,0.0,0.0,0.0,0.429,0.0244,0.0,0.3289,0.0,0.0,0.0,0.0102,0.0557,0.0037,0.088,0.06,0.0,0.0,0.0,0.0,0.3994,0.0244,0.0,0.2879,0.0,0.0,0.0,0.0512,0.0557,0.0037,0.1176,0.06,0.0,0.0,0.0,0.0,0.429,0.0244,0.0,0.3289,0.0,0.0,0.0,0.0102,0.0557,0.0037,0.088,0.06,0.0,0.0,0.0,0.0,0.001037,0.00034,0.00018,0.00141,2506612.60439766,6332.91415308702
1781,982800,-132720,230400,12853,0.052496,76.594,64.877,87.503,0.03214034,0.5221,0.0498,0.0,0.1845,0.0,0.0,0.0,0.0327,0.0669,0.0,0.0786,0.0655,0.0,0.0,0.0,0.0,0.5221,0.0498,0.0,0.1845,0.0,0.0,0.0,0.0327,0.0669,0.0,0.0786,0.0655,0.0,0.0,0.0,0.0,0.5365,0.0498,0.0,0.2107,0.0,0.0,0.0,0.0065,0.0669,0.0,0.0642,0.0655,0.0,0.0,0.0,0.0,0.5221,0.0498,0.0,0.1845,0.0,0.0,0.0,0.0327,0.0669,0.0,0.0786,0.0655,0.0,0.0,0.0,0.0,0.5365,0.0498,0.0,0.2107,0.0,0.0,0.0,0.0065,0.0669,0.0,0.0642,0.0655,0.0,0.0,0.0,0.0,0.005785,0.00149,0.00102,0.00768,2506610.07944141,6332.9109634566
1782,983280,-132720,230400,12854,0.00891,76.574,64.827,87.59,0.00544087,0.3412,0.0685,0.0,0.2772,0.0,0.0,0.0,0.0493,0.0981,0.0,0.0868,0.0788,0.0,0.0,0.0,0.0,0.3412,0.0685,0.0,0.2772,0.0,0.0,0.0,0.0493,0.0981,0.0,0.0868,0.0788,0.0,0.0,0.0,0.0,0.3646,0.0685,0.0,0.3166,0.0,0.0,0.0,0.0099,0.0981,0.0,0.0634,0.0788,0.0,0.0,0.0,0.0,0.3412,0.0685,0.0,0.2772,0.0,0.0,0.0,0.0493,0.0981,0.0,0.0868,0.0788,0.0,0.0,0.0,0.0,0.3646,0.0685,0.0,0.3166,0.0,0.0,0.0,0.0099,0.0981,0.0,0.0634,0.0788,0.0,0.0,0.0,0.0,0.00094,0.00028,0.00017,0.0013,2506610.63212891,6332.9116616347
1783,983760,-132720,230400,12855,0.012769,76.616,64.809,87.494,0.00781214,0.4025,0.0583,0.0,0.2949,0.0,0.0,0.0,0.0526,0.0512,0.0003,0.0774,0.0627,0.0,0.0,0.0,0.0,0.4025,0.0583,0.0,0.2949,0.0,0.0,0.0,0.0526,0.0512,0.0003,0.0774,0.0627,0.0,0.0,0.0,0.0,0.4585,0.0583,0.0,0.337,0.0,0.0,0.0,0.0105,0.0512,0.0003,0.0527,0.0314,0.0,0.0,0.0,0.0,0.4025,0.0583,0.0,0.2949,0.0,0.0,0.0,0.0526,0.0512,0.0003,0.0774,0.0627,0.0,0.0,0.0,0.0,0.4585,0.0583,0.0,0.337,0.0,0.0,0.0,0.0105,0.0512,0.0003,0.0527,0.0314,0.0,0.0,0.0,0.0,0.001294,0.00033,0.00021,0.00183,2506609.22517344,6332.90988430971
1784,984240,-132720,230400,12856,0.04624,76.631,65.06,87.561,0.02848039,0.1834,0.0074,0.0,0.3948,0.0,0.0,0.0,0.0698,0.1149,0.0402,0.0679,0.1215,0.0,0.0,0.0,0.0,0.1834,0.0074,0.0,0.3948,0.0,0.0,0.0,0.0698,0.1149,0.0402,0.0679,0.1215,0.0,0.0,0.0,0.0,0.2108,0.0074,0.0,0.4506,0.0,0.0,0.0,0.014,0.1149,0.0402,0.0405,0.1215,0.0,0.0,0.0,0.0,0.1834,0.0074,0.0,0.3948,0.0,0.0,0.0,0.0698,0.1149,0.0402,0.0679,0.1215,0.0,0.0,0.0,0.0,0.2108,0.0074,0.0,0.4506,0.0,0.0,0.0,0.014,0.1149,0.0402,0.0405,0.1215,0.0,0.0,0.0,0.0,0.00517,0.00181,0.0009,0.0067,2506610.05421563,6332.91093159082
1785,984720,-132720,230400,12857,0.041067,76.695,65.177,87.58,0.02544302,0.2303,0.0621,0.0,0.3532,0.0,0.0,0.0,0.0627,0.1255,0.0,0.0813,0.0848,0.0,0.0,0.0,0.0,0.2303,0.0621,0.0,0.3532,0.0,0.0,0.0,0.0627,0.1255,0.0,0.0813,0.0848,0.0,0.0,0.0,0.0,0.259,0.0621,0.0,0.4034,0.0,0.0,0.0,0.0125,0.1255,0.0,0.0526,0.0848,0.0,0.0,0.0,0.0,0.2303,0.0621,0.0,0.3532,0.0,0.0,0.0,0.0627,0.1255,0.0,0.0813,0.0848,0.0,0.0,0.0,0.0,0.259,0.0621,0.0,0.4034,0.0,0.0,0.0,0.0125,0.1255,0.0,0.0526,0.0848,0.0,0.0,0.0,0.0,0.004524,0.0019,0.00068,0.00664,2506609.48891641,6332.91021748065
1786,985200,-132720,230400,12858,0.089683,76.712,65.251,87.634,0.05564439,0.1915,0.0018,0.0,0.3996,0.0,0.0,0.0,0.0702,0.1647,0.0,0.0913,0.0808,0.0,0.0,0.0,0.0,0.1915,0.0018,0.0,0.3996,0.0,0.0,0.0,0.0702,0.1647,0.0,0.0913,0.0808,0.0,0.0,0.0,0.0,0.2273,0.0018,0.0,0.4558,0.0,0.0,0.0,0.014,0.1647,0.0,0.0555,0.0808,0.0,0.0,0.0,0.0,0.1915,0.0018,0.0,0.3996,0.0,0.0,0.0,0.0702,0.1647,0.0,0.0913,0.0808,0.0,0.0,0.0,0.0,0.2273,0.0018,0.0,0.4558,0.0,0.0,0.0,0.014,0.1647,0.0,0.0555,0.0808,0.0,0.0,0.0,0.0,0.009922,0.00368,0.0013,0.01452,2506605.84597813,6332.90561556521
1787,985680,-132720,230400,12859,0.094068,76.713,65.303,87.603,0.05851275,0.1677,0.0429,0.0,0.3779,0.0,0.0,0.0,0.0664,0.1633,0.0,0.093,0.0888,0.0,0.0,0.0,0.0,0.1677,0.0429,0.0,0.3779,0.0,0.0,0.0,0.0664,0.1633,0.0,0.093,0.0888,0.0,0.0,0.0,0.0,0.2077,0.0429,0.0,0.431,0.0,0.0,0.0,0.0133,0.1633,0.0,0.053,0.0888,0.0,0.0,0.0,0.0,0.1677,0.0429,0.0,0.3779,0.0,0.0,0.0,0.0664,0.1633,0.0,0.093,0.0888,0.0,0.0,0.0,0.0,0.2077,0.0429,0.0,0.431,0.0,0.0,0.0,0.0133,0.1633,0.0,0.053,0.0888,0.0,0.0,0.0,0.0,0.010904,0.00405,0.00202,0.01551,2506608.63467656,6332.90913836859
1788,986160,-132720,230400,12860,0.039337,76.738,65.376,87.605,0.02457617,0.1995,0.0448,0.0,0.3108,0.0,0.0,0.0,0.0544,0.1517,0.0035,0.0723,0.163,0.0,0.0,0.0,0.0,0.1995,0.0448,0.0,0.3108,0.0,0.0,0.0,0.0544,0.1517,0.0035,0.0723,0.163,0.0,0.0,0.0,0.0,0.2234,0.0448,0.0,0.3543,0.0,0.0,0.0,0.0109,0.1517,0.0035,0.0484,0.163,0.0,0.0,0.0,0.0,0.1995,0.0448,0.0,0.3108,0.0,0.0,0.0,0.0544,0.1517,0.0035,0.0723,0.163,0.0,0.0,0.0,0.0,0.2234,0.0448,0.0,0.3543,0.0,0.0,0.0,0.0109,0.1517,0.0035,0.0484,0.163,0.0,0.0,0.0,0.0,0.004874,0.0017,0.00103,0.00667,2506606.10974141,6332.90594876229
1789,986640,-132720,230400,12861,0.014014,76.569,65.487,87.428,0.00860241,0.1071,0.016,0.0,0.2126,0.0,0.0,0.0,0.0378,0.027,0.1615,0.067,0.371,0.0,0.0,0.0,0.0,0.1071,0.016,0.0,0.2126,0.0,0.0,0.0,0.0378,0.027,0.1615,0.067,0.371,0.0,0.0,0.0,0.0,0.305,0.016,0.0,0.2832,0.0,0.0,0.0,0.0076,0.027,0.1211,0.0546,0.1855,0.0,0.0,0.0,0.0,0.1071,0.016,0.0,0.2126,0.0,0.0,0.0,0.0378,0.027,0.1615,0.067,0.371,0.0,0.0,0.0,0.0,0.305,0.016,0.0,0.2832,0.0,0.0,0.0,0.0076,0.027,0.1211,0.0546,0.1855,0.0,0.0,0.0,0.0,0.001276,7e-05,0.0004,0.00181,2506606.66245078,6332.90664696857
1790,987120,-132720,230400,12862,0.033761,76.801,65.53,87.505,0.02129749,0.4251,0.0066,0.0,0.2484,0.0,0.0,0.0,0.0438,0.0388,0.0526,0.0816,0.1031,0.0,0.0,0.0,0.0,0.4251,0.0066,0.0,0.2484,0.0,0.0,0.0,0.0438,0.0388,0.0526,0.0816,0.1031,0.0,0.0,0.0,0.0,0.4347,0.0066,0.0,0.2834,0.0,0.0,0.0,0.0088,0.0388,0.0526,0.072,0.1031,0.0,0.0,0.0,0.0,0.4251,0.0066,0.0,0.2484,0.0,0.0,0.0,0.0438,0.0388,0.0526,0.0816,0.1031,0.0,0.0,0.0,0.0,0.4347,0.0066,0.0,0.2834,0.0,0.0,0.0,0.0088,0.0388,0.0526,0.072,0.1031,0.0,0.0,0.0,0.0,0.004232,0.00119,0.00096,0.00551,2506607.21516328,6332.90734517873
1791,987600,-132720,230400,12863,0.000877,76.644,65.743,87.457,0.00054386,0.1722,0.0,0.0,0.3375,0.0,0.0,0.0,0.06,0.0627,0.0733,0.151,0.1432,0.0,0.0,0.0,0.0,0.1722,0.0,0.0,0.3375,0.0,0.0,0.0,0.06,0.0627,0.0733,0.151,0.1432,0.0,0.0,0.0,0.0,0.1868,0.0,0.0,0.3855,0.0,0.0,0.0,0.012,0.0627,0.0733,0.1364,0.1432,0.0,0.0,0.0,0.0,0.1722,0.0,0.0,0.3375,0.0,0.0,0.0,0.06,0.0627,0.0733,0.151,0.1432,0.0,0.0,0.0,0.0,0.1868,0.0,0.0,0.3855,0.0,0.0,0.0,0.012,0.0627,0.0733,0.1364,0.1432,0.0,0.0,0.0,0.0,9.9e-05,2e-05,2e-05,0.00013,2506604.69023594,6332.90415558157
1792,988080,-132720,230400,12864,0.004742,76.658,65.695,87.423,0.00294287,0.1827,0.0,0.0,0.4418,0.0,0.0,0.0,0.0783,0.0079,0.0016,0.2738,0.0139,0.0,0.0,0.0,0.0,0.1827,0.0,0.0,0.4418,0.0,0.0,0.0,0.0783,0.0079,0.0016,0.2738,0.0139,0.0,0.0,0.0,0.0,0.1869,0.0,0.0,0.5044,0.0,0.0,0.0,0.0157,0.0079,0.0016,0.2696,0.0139,0.0,0.0,0.0,0.0,0.1827,0.0,0.0,0.4418,0.0,0.0,0.0,0.0783,0.0079,0.0016,0.2738,0.0139,0.0,0.0,0.0,0.0,0.1869,0.0,0.0,0.5044,0.0,0.0,0.0,0.0157,0.0079,0.0016,0.2696,0.0139,0.0,0.0,0.0,0.0,0.000627,0.00014,0.0001,0.0008,2506605.51931406,6332.90520290911
1793,988560,-132720,230400,12865,0.01627,76.593,65.624,87.481,0.00998959,0.1245,0.0,0.0,0.2957,0.0,0.0,0.2967,0.0519,0.0493,0.0018,0.1428,0.0371,0.0,0.0,0.0,0.0,0.1245,0.0,0.0,0.2957,0.0,0.0,0.2967,0.0519,0.0493,0.0018,0.1428,0.0371,0.0,0.0,0.0,0.0,0.1368,0.0,0.0,0.3372,0.0,0.0,0.2967,0.0104,0.0493,0.0018,0.1305,0.0371,0.0,0.0,0.0,0.0,0.1245,0.0,0.0,0.2957,0.0,0.0,0.2967,0.0519,0.0493,0.0018,0.1428,0.0371,0.0,0.0,0.0,0.0,0.1368,0.0,0.0,0.3372,0.0,0.0,0.2967,0.0104,0.0493,0.0018,0.1305,0.0371,0.0,0.0,0.0,0.0,0.002085,0.00048,0.00027,0.00273,2506604.95403516,6332.90448882412
1794,989040,-132720,230400,12866,0.006534,76.517,65.358,87.41,0.00394514,0.0775,0.0,0.0,0.1765,0.0,0.2986,0.3178,0.0315,0.0082,0.0008,0.0819,0.007,0.0,0.0,0.0,0.0,0.0775,0.0,0.0,0.1765,0.0,0.2986,0.3178,0.0315,0.0082,0.0008,0.0819,0.007,0.0,0.0,0.0,0.0,0.0788,0.0,0.0,0.2017,0.0,0.2986,0.3178,0.0063,0.0082,0.0008,0.0806,0.007,0.0,0.0,0.0,0.0,0.0775,0.0,0.0,0.1765,0.0,0.2986,0.3178,0.0315,0.0082,0.0008,0.0819,0.007,0.0,0.0,0.0,0.0,0.0788,0.0,0.0,0.2017,0.0,0.2986,0.3178,0.0063,0.0082,0.0008,0.0806,0.007,0.0,0.0,0.0,0.0,0.000726,0.00016,0.00013,0.00105,2506604.38875781,6332.90377474135
1795,990000,-132720,230400,12868,0.004473,76.433,65.478,87.284,0.00266467,0.0614,0.0,0.0,0.133,0.0,0.0346,0.7276,0.0239,0.0049,0.0,0.0097,0.0049,0.0,0.0,0.0,0.0,0.0614,0.0,0.0,0.133,0.0,0.0346,0.7276,0.0239,0.0049,0.0,0.0097,0.0049,0.0,0.0,0.0,0.0,0.0665,0.0,0.0,0.1521,0.0,0.0346,0.7276,0.0048,0.0049,0.0,0.007,0.0025,0.0,0.0,0.0,0.0,0.0614,0.0,0.0,0.133,0.0,0.0346,0.7276,0.0239,0.0049,0.0,0.0097,0.0049,0.0,0.0,0.0,0.0,0.0665,0.0,0.0,0.1521,0.0,0.0346,0.7276,0.0048,0.0049,0.0,0.007,0.0025,0.0,0.0,0.0,0.0,0.000515,0.00015,9e-05,0.00072,2506602.69293828,6332.9016325077
1796,990480,-132720,230400,12869,0.033979,76.408,65.618,87.35,0.02021984,0.2242,0.0,0.0,0.3104,0.0,0.0,0.1053,0.0541,0.1058,0.0,0.0999,0.1003,0.0,0.0,0.0,0.0,0.2242,0.0,0.0,0.3104,0.0,0.0,0.1053,0.0541,0.1058,0.0,0.0999,0.1003,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3537,0.0,0.0,0.1053,0.0108,0.1058,0.0,0.0742,0.0502,0.0,0.0,0.0,0.0,0.2242,0.0,0.0,0.3104,0.0,0.0,0.1053,0.0541,0.1058,0.0,0.0999,0.1003,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3537,0.0,0.0,0.1053,0.0108,0.1058,0.0,0.0742,0.0502,0.0,0.0,0.0,0.0,0.004175,0.00089,0.0005,0.0048,2506602.12766875,6332.90091843448
1797,991440,-132720,230400,12871,0.119545,76.455,65.636,87.167,0.07148685,0.407,0.0385,0.0,0.3243,0.0,0.0,0.0,0.0581,0.0564,0.0,0.0423,0.0582,0.0,0.0,0.0,0.0152,0.407,0.0385,0.0,0.3243,0.0,0.0,0.0,0.0581,0.0564,0.0,0.0423,0.0582,0.0,0.0,0.0,0.0152,0.4253,0.0385,0.0,0.3708,0.0,0.0,0.0,0.0116,0.0564,0.0,0.024,0.0582,0.0,0.0,0.0,0.0152,0.407,0.0385,0.0,0.3243,0.0,0.0,0.0,0.0581,0.0564,0.0,0.0423,0.0582,0.0,0.0,0.0,0.0152,0.4253,0.0385,0.0,0.3708,0.0,0.0,0.0,0.0116,0.0564,0.0,0.024,0.0582,0.0,0.0,0.0,0.0152,0.015724,0.00598,0.00261,0.01945,2506601.27350625,6332.89983941854
1798,991920,-132720,230400,12872,0.01834,76.398,65.673,87.108,0.01090509,0.3147,0.0,0.0,0.339,0.0,0.0,0.0,0.0597,0.0831,0.0,0.1111,0.0923,0.0,0.0,0.0,0.0,0.3147,0.0,0.0,0.339,0.0,0.0,0.0,0.0597,0.0831,0.0,0.1111,0.0923,0.0,0.0,0.0,0.0,0.3392,0.0,0.0,0.3868,0.0,0.0,0.0,0.0119,0.0831,0.0,0.0866,0.0923,0.0,0.0,0.0,0.0,0.3147,0.0,0.0,0.339,0.0,0.0,0.0,0.0597,0.0831,0.0,0.1111,0.0923,0.0,0.0,0.0,0.0,0.3392,0.0,0.0,0.3868,0.0,0.0,0.0,0.0119,0.0831,0.0,0.0866,0.0923,0.0,0.0,0.0,0.0,0.002384,0.00085,0.00057,0.00299,2506600.98461641,6332.89947447998
1799,992400,-132720,230400,12873,0.051246,76.241,65.684,86.934,0.02989287,0.1395,0.0,0.0,0.3162,0.0,0.0,0.0,0.0558,0.1571,0.013,0.1129,0.2054,0.0,0.0,0.0,0.0,0.1395,0.0,0.0,0.3162,0.0,0.0,0.0,0.0558,0.1571,0.013,0.1129,0.2054,0.0,0.0,0.0,0.0,0.2618,0.0,0.0,0.3608,0.0,0.0,0.0,0.0112,0.1571,0.013,0.0933,0.1027,0.0,0.0,0.0,0.0,0.1395,0.0,0.0,0.3162,0.0,0.0,0.0,0.0558,0.1571,0.013,0.1129,0.2054,0.0,0.0,0.0,0.0,0.2618,0.0,0.0,0.3608,0.0,0.0,0.0,0.0112,0.1571,0.013,0.0933,0.1027,0.0,0.0,0.0,0.0,0.006157,0.00167,0.00152,0.00768,2506600.41935703,6332.89876041934
1800,992880,-132720,230400,12874,0.083776,76.137,65.562,86.749,0.04772295,0.1594,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.1249,0.0206,0.0558,0.1752,0.0,0.0,0.0,0.0,0.1594,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.1249,0.0206,0.0558,0.1752,0.0,0.0,0.0,0.0,0.2631,0.0,0.0,0.4502,0.0,0.0,0.0,0.0138,0.1249,0.0206,0.0397,0.0876,0.0,0.0,0.0,0.0,0.1594,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.1249,0.0206,0.0558,0.1752,0.0,0.0,0.0,0.0,0.2631,0.0,0.0,0.4502,0.0,0.0,0.0,0.0138,0.1249,0.0206,0.0397,0.0876,0.0,0.0,0.0,0.0,0.009704,0.00167,0.00106,0.01184,2506599.28884453,6332.89733230539
1801,993360,-132720,230400,12875,0.030405,76.071,65.417,86.643,0.01704671,0.3073,0.005,0.0,0.3222,0.0,0.0,0.0,0.0569,0.1091,0.0015,0.089,0.109,0.0,0.0,0.0,0.0,0.3073,0.005,0.0,0.3222,0.0,0.0,0.0,0.0569,0.1091,0.0015,0.089,0.109,0.0,0.0,0.0,0.0,0.3331,0.005,0.0,0.3677,0.0,0.0,0.0,0.0114,0.1091,0.0015,0.0632,0.109,0.0,0.0,0.0,0.0,0.3073,0.005,0.0,0.3222,0.0,0.0,0.0,0.0569,0.1091,0.0015,0.089,0.109,0.0,0.0,0.0,0.0,0.3331,0.005,0.0,0.3677,0.0,0.0,0.0,0.0114,0.1091,0.0015,0.0632,0.109,0.0,0.0,0.0,0.0,0.003162,0.00043,5e-05,0.00434,2506600.40685156,6332.89874462122
1802,993840,-132720,230400,12876,0.023328,76.007,65.208,86.576,0.0129218,0.2336,0.0,0.0,0.3968,0.0,0.0563,0.0,0.07,0.099,0.0,0.0548,0.0894,0.0,0.0,0.0,0.0,0.2336,0.0,0.0,0.3968,0.0,0.0563,0.0,0.07,0.099,0.0,0.0548,0.0894,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.4528,0.0,0.0563,0.0,0.014,0.099,0.0,0.0349,0.0894,0.0,0.0,0.0,0.0,0.2336,0.0,0.0,0.3968,0.0,0.0563,0.0,0.07,0.099,0.0,0.0548,0.0894,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.4528,0.0,0.0563,0.0,0.014,0.099,0.0,0.0349,0.0894,0.0,0.0,0.0,0.0,0.002256,0.00058,0.00016,0.00348,2506598.99996875,6332.89696738536
1803,994320,-132720,230400,12877,0.064782,75.893,65.162,86.454,0.03487841,0.4623,0.0,0.0,0.1739,0.0,0.2271,0.0,0.0277,0.0615,0.0043,0.0273,0.0158,0.0,0.0,0.0,0.0,0.4623,0.0,0.0,0.1739,0.0,0.2271,0.0,0.0277,0.0615,0.0043,0.0273,0.0158,0.0,0.0,0.0,0.0,0.4782,0.0,0.0,0.1971,0.0,0.2271,0.0,0.0055,0.0615,0.0032,0.0193,0.0079,0.0,0.0,0.0,0.0,0.4623,0.0,0.0,0.1739,0.0,0.2271,0.0,0.0277,0.0615,0.0043,0.0273,0.0158,0.0,0.0,0.0,0.0,0.4782,0.0,0.0,0.1971,0.0,0.2271,0.0,0.0055,0.0615,0.0032,0.0193,0.0079,0.0,0.0,0.0,0.0,0.00567,0.0002,0.00015,0.0077,2506597.59309063,6332.89519015296
