OBJECTID,X,Y,CELL_A,KEYID,HEAT_DEATH,WS_B_APAVG,WS_B_APMIN,WS_B_APMAX,BASE_UHI,CC_FST_DEC,CC_FST_CON,CC_FST_MIX,CC_GRASS,CC_SHRUB,CC_PASTURE,CC_CROP,CC_BARREN,CC_IPV_RS,CC_IPV_NRS,CC_IPV_ST,CC_IPV_OTH,CC_IPV_AP,CC_IPV_WLW,CC_IPV_WL,CC_IPV_WTR,CM_FST_DEC,CM_FST_CON,CM_FST_MIX,CM_GRASS,CM_SHRUB,CM_PASTURE,CM_CROP,CM_BARREN,CM_IPV_RS,CM_IPV_NRS,CM_IPV_ST,CM_IPV_OTH,CM_IPV_AP,CM_IPV_WLW,CM_IPV_WL,CM_IPV_WTR,CS_FST_DEC,CS_FST_CON,CS_FST_MIX,CS_GRASS,CS_SHRUB,CS_PASTURE,CS_CROP,CS_BARREN,CS_IPV_RS,CS_IPV_NRS,CS_IPV_ST,CS_IPV_OTH,CS_IPV_AP,CS_IPV_WLW,CS_IPV_WL,CS_IPV_WTR,EE_FST_DEC,EE_FST_CON,EE_FST_MIX,EE_GRASS,EE_SHRUB,EE_PASTURE,EE_CROP,EE_BARREN,EE_IPV_RS,EE_IPV_NRS,EE_IPV_ST,EE_IPV_OTH,EE_IPV_AP,EE_IPV_WLW,EE_IPV_WL,EE_IPV_WTR,GN_FST_DEC,GN_FST_CON,GN_FST_MIX,GN_GRASS,GN_SHRUB,GN_PASTURE,GN_CROP,GN_BARREN,GN_IPV_RS,GN_IPV_NRS,GN_IPV_ST,GN_IPV_OTH,GN_IPV_AP,GN_IPV_WLW,GN_IPV_WL,GN_IPV_WTR,AV_COOL,AV_GREEN,AV_WASTE,AV_ALL,SHAPEAREA,SHAPELEN
1,963120,-162480,230400,412,0.012036,75.995,63.444,88.042,0.0059532,0.4041,0.0,0.0,0.3551,0.0,0.1206,0.0,0.0627,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.4041,0.0,0.0,0.3551,0.0,0.1206,0.0,0.0627,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.4041,0.0,0.0,0.4053,0.0,0.1206,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.4041,0.0,0.0,0.3551,0.0,0.1206,0.0,0.0627,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.4041,0.0,0.0,0.4053,0.0,0.1206,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,-0.000104,9e-05,-5e-05,0.00012,2506381.77905938,6332.62255822636
2,963600,-162480,230400,413,0.000112,75.991,63.368,88.15,5.68e-05,0.4411,0.0,0.0,0.218,0.0,0.0535,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.4411,0.0,0.0,0.218,0.0,0.0535,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.4411,0.0,0.0,0.2492,0.0,0.0535,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.4411,0.0,0.0,0.218,0.0,0.0535,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.4411,0.0,0.0,0.2492,0.0,0.0535,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.0,0.0,0.0,0.0,2506380.09574687,6332.62043169787
3,964080,-162480,230400,414,8.1e-05,76.041,63.602,88.104,4.15e-05,0.6555,0.0,0.0,0.0416,0.0,0.1333,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0993,0.6555,0.0,0.0,0.0416,0.0,0.1333,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0993,0.6555,0.0,0.0,0.0448,0.0,0.1333,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0993,0.6555,0.0,0.0,0.0416,0.0,0.1333,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0993,0.6555,0.0,0.0,0.0448,0.0,0.1333,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0993,0.0,0.0,0.0,0.0,2506379.80660391,6332.62006642343
4,963120,-162000,230400,612,0.004389,78.06,69.247,86.403,0.0019807,0.2005,0.0,0.0,0.0919,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.6153,0.2005,0.0,0.0,0.0919,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.6153,0.2005,0.0,0.0,0.105,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.6153,0.2005,0.0,0.0,0.0919,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.6153,0.2005,0.0,0.0,0.105,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.6153,-5.6e-05,-2e-05,-1e-05,-5e-05,2506385.69819609,6332.62750926856
5,963600,-162000,230400,613,0.002889,77.806,68.652,86.353,0.00124202,0.2823,0.0,0.0,0.15,0.0,0.0096,0.0,0.0266,0.0,0.0,0.0189,0.0,0.0,0.1769,0.0,0.3357,0.2823,0.0,0.0,0.15,0.0,0.0096,0.0,0.0266,0.0,0.0,0.0189,0.0,0.0,0.1769,0.0,0.3357,0.2844,0.0,0.0,0.1713,0.0,0.0096,0.0,0.0053,0.0,0.0,0.0168,0.0,0.0,0.1769,0.0,0.3357,0.2823,0.0,0.0,0.15,0.0,0.0096,0.0,0.0266,0.0,0.0,0.0189,0.0,0.0,0.1769,0.0,0.3357,0.2844,0.0,0.0,0.1713,0.0,0.0096,0.0,0.0053,0.0,0.0,0.0168,0.0,0.0,0.1769,0.0,0.3357,-4e-05,0.0,0.0,-3e-05,2506384.01488203,6332.62538273976
6,965520,-161520,230400,817,0.001285,76.52,65.477,87.188,0.00071852,0.9451,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.9451,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.9451,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.9451,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.9451,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,-1e-06,0.0,1e-05,0.0,2506387.619125,6332.62993597546
7,965520,-161040,230400,1017,0.000288,76.57,65.44,87.585,0.00016378,0.3792,0.0,0.0,0.0,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0168,0.0,0.3792,0.0,0.0,0.0,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0168,0.0,0.3792,0.0,0.0,0.0,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0168,0.0,0.3792,0.0,0.0,0.0,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0168,0.0,0.3792,0.0,0.0,0.0,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0168,0.0,-3e-06,0.0,0.0,0.0,2506391.53826406,6332.63488701386
8,964560,-159120,230400,1815,0.001056,76.499,65.597,87.817,0.00055793,0.0562,0.0,0.0,0.0,0.0,0.0,0.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0308,0.0657,0.0562,0.0,0.0,0.0,0.0,0.0,0.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0308,0.0657,0.0562,0.0,0.0,0.0,0.0,0.0,0.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0308,0.0657,0.0562,0.0,0.0,0.0,0.0,0.0,0.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0308,0.0657,0.0562,0.0,0.0,0.0,0.0,0.0,0.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0308,0.0657,-7e-06,-1e-05,0.0,0.0,2506408.89816641,6332.65681769261
9,966960,-159120,230400,1820,0.006109,76.183,63.996,88.005,0.00332554,0.4229,0.0,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.4229,0.0,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.4229,0.0,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.4229,0.0,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.4229,0.0,0.0,0.0,0.0,0.2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,-9.4e-05,-0.00013,-3e-05,-7e-05,2506405.78209375,6332.65288117963
10,968400,-158160,230400,2223,0.003465,76.225,64.737,87.504,0.0018674,0.6089,0.0,0.0,0.0603,0.0,0.32,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,0.0,0.0,0.0603,0.0,0.32,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,0.0,0.0,0.069,0.0,0.32,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,0.0,0.0,0.0603,0.0,0.32,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,0.0,0.0,0.069,0.0,0.32,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4e-05,-1e-05,2e-05,-0.0001,2506412.47680234,6332.66133855624
11,966960,-157680,230400,2420,0.00367,76.159,63.927,88.15,0.00196414,0.2359,0.0,0.0,0.1402,0.0,0.1387,0.1529,0.0253,0.0,0.0018,0.0394,0.0001,0.0,0.2658,0.0,0.0,0.2359,0.0,0.0,0.1402,0.0,0.1387,0.1529,0.0253,0.0,0.0018,0.0394,0.0001,0.0,0.2658,0.0,0.0,0.2359,0.0,0.0,0.1604,0.0,0.1387,0.1529,0.0051,0.0,0.0018,0.0394,0.0001,0.0,0.2658,0.0,0.0,0.2359,0.0,0.0,0.1402,0.0,0.1387,0.1529,0.0253,0.0,0.0018,0.0394,0.0001,0.0,0.2658,0.0,0.0,0.2359,0.0,0.0,0.1604,0.0,0.1387,0.1529,0.0051,0.0,0.0018,0.0394,0.0001,0.0,0.2658,0.0,0.0,0.000103,2e-05,3e-05,0.00015,2506417.81582813,6332.66808330126
12,966000,-157200,230400,2618,0.017998,76.522,64.683,87.951,0.01015031,0.0283,0.0,0.0,0.0001,0.0,0.0,0.6746,0.178,0.0,0.0,0.0135,0.0,0.0,0.0604,0.0,0.0451,0.0283,0.0,0.0,0.0001,0.0,0.0,0.6746,0.178,0.0,0.0,0.0135,0.0,0.0,0.0604,0.0,0.0451,0.0283,0.0,0.0,0.1425,0.0,0.0,0.6746,0.0356,0.0,0.0,0.0135,0.0,0.0,0.0604,0.0,0.0451,0.0283,0.0,0.0,0.0001,0.0,0.0,0.6746,0.178,0.0,0.0,0.0135,0.0,0.0,0.0604,0.0,0.0451,0.0283,0.0,0.0,0.1425,0.0,0.0,0.6746,0.0356,0.0,0.0,0.0135,0.0,0.0,0.0604,0.0,0.0451,0.000545,0.00081,0.00021,0.00121,2506422.58949531,6332.67411382771
13,967920,-156720,230400,2822,0.019699,76.412,64.55,88.042,0.01114734,0.1666,0.0,0.0,0.1329,0.0,0.1609,0.3333,0.0237,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.1552,0.1666,0.0,0.0,0.1329,0.0,0.1609,0.3333,0.0237,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.1552,0.1666,0.0,0.0,0.1519,0.0,0.1609,0.3333,0.0047,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.1552,0.1666,0.0,0.0,0.1329,0.0,0.1609,0.3333,0.0237,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.1552,0.1666,0.0,0.0,0.1519,0.0,0.1609,0.3333,0.0047,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.1552,0.000434,0.00024,0.00018,0.00062,2506425.07593203,6332.67725491508
14,969840,-156720,230400,2826,0.00307,76.487,65.834,86.923,0.00176182,0.9883,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05,3e-05,2e-05,-1e-05,2506422.52533828,6332.67403277793
15,966960,-156240,230400,3020,0.005425,76.404,64.315,88.088,0.00300458,0.4011,0.0,0.0,0.2598,0.0,0.0724,0.089,0.0464,0.0212,0.01,0.0659,0.0342,0.0,0.0,0.0,0.0,0.4011,0.0,0.0,0.2598,0.0,0.0724,0.089,0.0464,0.0212,0.01,0.0659,0.0342,0.0,0.0,0.0,0.0,0.4132,0.0,0.0,0.2969,0.0,0.0724,0.089,0.0093,0.0212,0.01,0.0538,0.0342,0.0,0.0,0.0,0.0,0.4011,0.0,0.0,0.2598,0.0,0.0724,0.089,0.0464,0.0212,0.01,0.0659,0.0342,0.0,0.0,0.0,0.0,0.4132,0.0,0.0,0.2969,0.0,0.0724,0.089,0.0093,0.0212,0.01,0.0538,0.0342,0.0,0.0,0.0,0.0,0.000143,0.00016,0.00011,0.00035,2506430.1258625,6332.68363443177
16,968880,-156240,230400,3024,0.000122,76.418,62.403,89.299,7.22e-05,0.1096,0.0,0.0,0.0166,0.0,0.6978,0.0488,0.003,0.0,0.0005,0.0,0.0,0.0,0.1236,0.0,0.0,0.1096,0.0,0.0,0.0166,0.0,0.6978,0.0488,0.003,0.0,0.0005,0.0,0.0,0.0,0.1236,0.0,0.0,0.1096,0.0,0.0,0.0191,0.0,0.6978,0.0488,0.0006,0.0,0.0004,0.0,0.0,0.0,0.1236,0.0,0.0,0.1096,0.0,0.0,0.0166,0.0,0.6978,0.0488,0.003,0.0,0.0005,0.0,0.0,0.0,0.1236,0.0,0.0,0.1096,0.0,0.0,0.0191,0.0,0.6978,0.0488,0.0006,0.0,0.0004,0.0,0.0,0.0,0.1236,0.0,0.0,0.0,0.0,0.0,0.0,2506427.29896484,6332.68006324698
17,969360,-156240,230400,3025,0.005561,76.469,65.543,87.342,0.00323275,0.1567,0.0009,0.0,0.0719,0.0,0.6982,0.0,0.013,0.0135,0.0096,0.0111,0.0251,0.0,0.0,0.0,0.0,0.1567,0.0009,0.0,0.0719,0.0,0.6982,0.0,0.013,0.0135,0.0096,0.0111,0.0251,0.0,0.0,0.0,0.0,0.1595,0.0009,0.0,0.0823,0.0,0.6982,0.0,0.0026,0.0135,0.0096,0.0083,0.0251,0.0,0.0,0.0,0.0,0.1567,0.0009,0.0,0.0719,0.0,0.6982,0.0,0.013,0.0135,0.0096,0.0111,0.0251,0.0,0.0,0.0,0.0,0.1595,0.0009,0.0,0.0823,0.0,0.6982,0.0,0.0026,0.0135,0.0096,0.0083,0.0251,0.0,0.0,0.0,0.0,0.000281,8e-05,8e-05,0.00029,2506425.89193984,6332.67828576858
18,969840,-156240,230400,3026,0.008198,76.117,62.415,88.699,0.00450226,0.6415,0.0062,0.0,0.0341,0.0,0.2788,0.0,0.0062,0.0036,0.0,0.0004,0.0059,0.0,0.0232,0.0,0.0,0.6415,0.0062,0.0,0.0341,0.0,0.2788,0.0,0.0062,0.0036,0.0,0.0004,0.0059,0.0,0.0232,0.0,0.0,0.6415,0.0062,0.0,0.0391,0.0,0.2788,0.0,0.0012,0.0036,0.0,0.0004,0.0059,0.0,0.0232,0.0,0.0,0.6415,0.0062,0.0,0.0341,0.0,0.2788,0.0,0.0062,0.0036,0.0,0.0004,0.0059,0.0,0.0232,0.0,0.0,0.6415,0.0062,0.0,0.0391,0.0,0.2788,0.0,0.0012,0.0036,0.0,0.0004,0.0059,0.0,0.0232,0.0,0.0,2e-06,-0.00063,6e-05,-0.00039,2506427.28615078,6332.68004705897
19,965040,-155760,230400,3216,0.00266,78.658,70.795,86.273,0.00147511,0.2549,0.0,0.0,0.1188,0.0,0.0105,0.0773,0.0207,0.0,0.0,0.0,0.0,0.0,0.0537,0.0208,0.4433,0.2549,0.0,0.0,0.1188,0.0,0.0105,0.0773,0.0207,0.0,0.0,0.0,0.0,0.0,0.0537,0.0208,0.4433,0.2549,0.0,0.0,0.1354,0.0,0.0105,0.0773,0.0041,0.0,0.0,0.0,0.0,0.0,0.0537,0.0208,0.4433,0.2549,0.0,0.0,0.1188,0.0,0.0105,0.0773,0.0207,0.0,0.0,0.0,0.0,0.0,0.0537,0.0208,0.4433,0.2549,0.0,0.0,0.1354,0.0,0.0105,0.0773,0.0041,0.0,0.0,0.0,0.0,0.0,0.0537,0.0208,0.4433,-2e-06,1e-05,1e-05,0.0,2506435.75405625,6332.69074445452
20,966960,-155760,230400,3220,0.027193,76.373,64.467,88.02,0.01501141,0.3214,0.0,0.0,0.3467,0.0,0.0171,0.0,0.0604,0.0897,0.003,0.0734,0.0882,0.0,0.0,0.0,0.0,0.3214,0.0,0.0,0.3467,0.0,0.0171,0.0,0.0604,0.0897,0.003,0.0734,0.0882,0.0,0.0,0.0,0.0,0.3498,0.0,0.0,0.395,0.0,0.0171,0.0,0.0121,0.0897,0.003,0.045,0.0882,0.0,0.0,0.0,0.0,0.3214,0.0,0.0,0.3467,0.0,0.0171,0.0,0.0604,0.0897,0.003,0.0734,0.0882,0.0,0.0,0.0,0.0,0.3498,0.0,0.0,0.395,0.0,0.0171,0.0,0.0121,0.0897,0.003,0.045,0.0882,0.0,0.0,0.0,0.0,0.001088,0.00051,0.00029,0.00206,2506434.04503281,6332.68858546964
21,967440,-155760,230400,3221,0.01135,76.149,64.234,87.903,0.00605915,0.138,0.0,0.0,0.2577,0.0,0.092,0.2594,0.0457,0.0143,0.0137,0.0506,0.0584,0.0,0.0013,0.0,0.0691,0.138,0.0,0.0,0.2577,0.0,0.092,0.2594,0.0457,0.0143,0.0137,0.0506,0.0584,0.0,0.0013,0.0,0.0691,0.1461,0.0,0.0,0.2943,0.0,0.092,0.2594,0.0091,0.0143,0.0137,0.0425,0.0584,0.0,0.0013,0.0,0.0691,0.138,0.0,0.0,0.2577,0.0,0.092,0.2594,0.0457,0.0143,0.0137,0.0506,0.0584,0.0,0.0013,0.0,0.0691,0.1461,0.0,0.0,0.2943,0.0,0.092,0.2594,0.0091,0.0143,0.0137,0.0425,0.0584,0.0,0.0013,0.0,0.0691,0.000134,4e-05,0.00013,0.0003,2506433.75592188,6332.68822023928
22,971280,-155760,230400,3229,0.002465,76.129,64.181,87.814,0.00136593,0.5999,0.0,0.0,0.0,0.0,0.3965,0.0,0.0,0.0,0.002,0.0004,0.0012,0.0,0.0,0.0,0.0,0.5999,0.0,0.0,0.0,0.0,0.3965,0.0,0.0,0.0,0.002,0.0004,0.0012,0.0,0.0,0.0,0.0,0.5999,0.0,0.0,0.0,0.0,0.3965,0.0,0.0,0.0,0.002,0.0004,0.0012,0.0,0.0,0.0,0.0,0.5999,0.0,0.0,0.0,0.0,0.3965,0.0,0.0,0.0,0.002,0.0004,0.0012,0.0,0.0,0.0,0.0,0.5999,0.0,0.0,0.0,0.0,0.3965,0.0,0.0,0.0,0.002,0.0004,0.0012,0.0,0.0,0.0,0.0,0.000202,-4e-05,0.0,0.0002,2506428.10219922,6332.68107796334
23,971760,-155760,230400,3230,0.002341,76.152,64.344,87.463,0.00128333,0.7971,0.0,0.0,0.0136,0.0,0.1869,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971,0.0,0.0,0.0136,0.0,0.1869,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971,0.0,0.0,0.0155,0.0,0.1869,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971,0.0,0.0,0.0136,0.0,0.1869,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971,0.0,0.0,0.0155,0.0,0.1869,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1e-05,-3e-05,0.0,-4e-05,2506427.813125,6332.68071277974
24,966480,-155280,230400,3419,0.040784,76.792,65.137,87.989,0.02422187,0.1885,0.0,0.0,0.3922,0.0,0.0665,0.0,0.0681,0.1095,0.0028,0.0746,0.0977,0.0,0.0,0.0,0.0,0.1885,0.0,0.0,0.3922,0.0,0.0665,0.0,0.0681,0.1095,0.0028,0.0746,0.0977,0.0,0.0,0.0,0.0,0.2202,0.0,0.0,0.4467,0.0,0.0665,0.0,0.0136,0.1095,0.0028,0.0429,0.0977,0.0,0.0,0.0,0.0,0.1885,0.0,0.0,0.3922,0.0,0.0665,0.0,0.0681,0.1095,0.0028,0.0746,0.0977,0.0,0.0,0.0,0.0,0.2202,0.0,0.0,0.4467,0.0,0.0665,0.0,0.0136,0.1095,0.0028,0.0429,0.0977,0.0,0.0,0.0,0.0,0.001948,0.00085,0.00057,0.00315,2506439.64752266,6332.69566301498
25,966960,-155280,230400,3420,0.035652,76.345,64.642,88.015,0.01968732,0.1659,0.0,0.0,0.4451,0.0,0.0,0.0,0.0771,0.1248,0.0,0.0723,0.1149,0.0,0.0,0.0,0.0,0.1659,0.0,0.0,0.4451,0.0,0.0,0.0,0.0771,0.1248,0.0,0.0723,0.1149,0.0,0.0,0.0,0.0,0.1954,0.0,0.0,0.5068,0.0,0.0,0.0,0.0154,0.1248,0.0,0.0428,0.1149,0.0,0.0,0.0,0.0,0.1659,0.0,0.0,0.4451,0.0,0.0,0.0,0.0771,0.1248,0.0,0.0723,0.1149,0.0,0.0,0.0,0.0,0.1954,0.0,0.0,0.5068,0.0,0.0,0.0,0.0154,0.1248,0.0,0.0428,0.1149,0.0,0.0,0.0,0.0,0.001558,0.00036,0.00036,0.00226,2506437.96420625,6332.69353650562
26,967440,-155280,230400,3421,0.01121,76.292,64.34,87.905,0.00620439,0.3304,0.0,0.0,0.4215,0.0,0.0006,0.0075,0.0749,0.008,0.0169,0.0597,0.0805,0.0,0.0,0.0,0.0,0.3304,0.0,0.0,0.4215,0.0,0.0006,0.0075,0.0749,0.008,0.0169,0.0597,0.0805,0.0,0.0,0.0,0.0,0.3392,0.0,0.0,0.4814,0.0,0.0006,0.0075,0.015,0.008,0.0169,0.0509,0.0805,0.0,0.0,0.0,0.0,0.3304,0.0,0.0,0.4215,0.0,0.0006,0.0075,0.0749,0.008,0.0169,0.0597,0.0805,0.0,0.0,0.0,0.0,0.3392,0.0,0.0,0.4814,0.0,0.0006,0.0075,0.015,0.008,0.0169,0.0509,0.0805,0.0,0.0,0.0,0.0,0.000491,0.00013,0.00014,0.00071,2506436.55716406,6332.69175901083
27,967920,-155280,230400,3422,0.01001,76.212,64.368,87.86,0.00546883,0.1745,0.0,0.0,0.1376,0.0,0.5048,0.1278,0.0243,0.0131,0.0017,0.0085,0.0076,0.0,0.0,0.0,0.0,0.1745,0.0,0.0,0.1376,0.0,0.5048,0.1278,0.0243,0.0131,0.0017,0.0085,0.0076,0.0,0.0,0.0,0.0,0.1783,0.0,0.0,0.157,0.0,0.5048,0.1278,0.0049,0.0131,0.0017,0.0047,0.0076,0.0,0.0,0.0,0.0,0.1745,0.0,0.0,0.1376,0.0,0.5048,0.1278,0.0243,0.0131,0.0017,0.0085,0.0076,0.0,0.0,0.0,0.0,0.1783,0.0,0.0,0.157,0.0,0.5048,0.1278,0.0049,0.0131,0.0017,0.0047,0.0076,0.0,0.0,0.0,0.0,0.000428,9e-05,0.00012,0.00062,2506437.1097125,6332.69245703742
28,973200,-155280,230400,3433,0.003339,76.307,65.776,86.833,0.00186297,0.7939,0.0,0.0,0.0003,0.0,0.2057,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939,0.0,0.0,0.0003,0.0,0.2057,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939,0.0,0.0,0.0004,0.0,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939,0.0,0.0,0.0003,0.0,0.2057,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939,0.0,0.0,0.0004,0.0,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6e-05,-0.00011,-6e-05,-5e-05,2506431.43044531,6332.68528249617
29,966480,-154800,230400,3619,0.023181,76.643,65.091,87.964,0.01356617,0.1983,0.0,0.0,0.4368,0.0,0.0002,0.0,0.0761,0.1164,0.0,0.0748,0.092,0.0,0.0054,0.0,0.0,0.1983,0.0,0.0,0.4368,0.0,0.0002,0.0,0.0761,0.1164,0.0,0.0748,0.092,0.0,0.0054,0.0,0.0,0.2294,0.0,0.0,0.4977,0.0,0.0002,0.0,0.0152,0.1164,0.0,0.0437,0.092,0.0,0.0054,0.0,0.0,0.1983,0.0,0.0,0.4368,0.0,0.0002,0.0,0.0761,0.1164,0.0,0.0748,0.092,0.0,0.0054,0.0,0.0,0.2294,0.0,0.0,0.4977,0.0,0.0002,0.0,0.0152,0.1164,0.0,0.0437,0.092,0.0,0.0054,0.0,0.0,0.001178,0.00029,0.00027,0.00166,2506442.72504141,6332.69955079742
30,966960,-154800,230400,3620,0.060785,76.47,64.703,88.047,0.03455468,0.1892,0.0,0.0,0.426,0.0,0.0055,0.0,0.0749,0.1035,0.0264,0.0631,0.1114,0.0,0.0,0.0,0.0,0.1892,0.0,0.0,0.426,0.0,0.0055,0.0,0.0749,0.1035,0.0264,0.0631,0.1114,0.0,0.0,0.0,0.0,0.2173,0.0,0.0,0.4859,0.0,0.0055,0.0,0.015,0.1035,0.0264,0.035,0.1114,0.0,0.0,0.0,0.0,0.1892,0.0,0.0,0.426,0.0,0.0055,0.0,0.0749,0.1035,0.0264,0.0631,0.1114,0.0,0.0,0.0,0.0,0.2173,0.0,0.0,0.4859,0.0,0.0055,0.0,0.015,0.1035,0.0264,0.035,0.1114,0.0,0.0,0.0,0.0,0.003292,0.00134,0.00064,0.00463,2506440.20006641,6332.69636103522
