ObjectId,Street_,Dir,Post_Dir,Street,Type_,Loc,Zip,Council,Neighborhood,Referred,Down___Clear
362,538,N,,17th ,St,Entire,,,,,2008/06/23 03:59:59+00
363,3318,,,Kramers,Ln,Entire,,,,,2008/06/23 03:59:59+00
364,4615,,,Lake Dreamland,Rd,Entire,,,,,2008/06/27 03:59:59+00
365,927,,,Schiller,Ct,Entire,,,,,2008/06/27 03:59:59+00
366,2430,,,Elliott,Ave,Entire,,,,,2008/07/11 03:59:59+00
367,4117,,,Lake Dreamland ,Rd,Entire,,,,,2008/07/11 03:59:59+00
368,536,,,Lampton,St,Entire,,,,,2008/07/14 03:59:59+00
369,1605,S,,Shelby,St,Entire,,,,,2008/07/14 03:59:59+00
370,927,,,Shelby,Pkwy,Entire,,,,,2008/07/21 03:59:59+00
371,410,N,,44th,St,Entire,,,,,2008/07/25 03:59:59+00
372,3433,,,Larkwood,Ave,Entire,,,,,2008/07/25 03:59:59+00
373,7514,,,Cedar Creek,Rd,Entire,,,,,2008/07/30 03:59:59+00
374,4016,,,Larkwood,Ave,Entire,,,,,2008/07/31 03:59:59+00
375,2008,,,St Louis,Ave,Entire,,,,,2008/07/31 03:59:59+00
376,6607,,,Daytona,Ave,Entire,,,,,2008/08/13 03:59:59+00
377,2137,W,,Lee,St,Entire,,,,,2008/08/13 03:59:59+00
378,2320,W,,Lee,St,Entire,,,,,2008/08/18 03:59:59+00
379,11813,,,Leemont,Dr,Entire,,,,,2008/08/18 03:59:59+00
380,1929,,,Olive,St,Entire,,,,,2008/08/18 03:59:59+00
381,410,N,,20th,St,Garage,,,,,2008/08/22 03:59:59+00
382,3110,,,Lenover,Dr,Entire,,,,,2008/08/22 03:59:59+00
383,6506,,,Lewis,Ln,Entire,,,,,2008/08/22 03:59:59+00
384,1508,,,Lexington,Rd,Entire,,,,,2008/08/25 03:59:59+00
385,4312,,,Wilshire,St,Entire,,,,,2008/08/25 03:59:59+00
386,2921,,,Griffiths,Ave,Entire,,,,,2008/08/27 03:59:59+00
387,4242,,,Louisville,Ave,Entire,,,,,2008/08/27 03:59:59+00
388,335,N,,23rd,St,Rear,,,,,2008/08/28 03:59:59+00
389,6708,,,Lower Hunters,Trace,Entire,,,,,2008/08/28 03:59:59+00
390,2206,,,Peaslee,Rd,Garage,,,,,2008/08/28 03:59:59+00
391,2908,,,Garfield,Ave,Entire,,,,,2008/09/04 03:59:59+00
392,1800,,,Lytle,St,Entire,,,,,2008/09/04 03:59:59+00
393,1804,,,Lytle,St,Entire,,,,,2008/09/08 03:59:59+00
394,1723,W,,Market,St,Entire,,,,,2008/09/08 03:59:59+00
395,3230,,,Larkwood,Ave,Entire,,,,,2008/09/16 03:59:59+00
396,1817,,,Lytle,St,Entire,,,,,2008/09/16 03:59:59+00
397,4623,,,Lake Dreamland,Rd,Entire,,,,,2008/09/18 03:59:59+00
398,1823,,,Lytle,St,Entire,,,,,2008/09/18 03:59:59+00
399,5,,,Grand Avenue,Ct,Entire,,,,,2008/09/22 03:59:59+00
400,918,S,,Hancock,St,Entire,,,,,2008/09/22 03:59:59+00
401,3327,W,,Kentucky,St,Garage,,,,,2009/08/27 03:59:59+00
402,2647,,,Algonquin,Pkwy,Garage,,,,,2009/08/31 03:59:59+00
403,3526,,,Herman,St,Entire,,,,,2009/09/04 03:59:59+00
404,3620,,,Herman,St,Entire,,,,,2009/09/04 03:59:59+00
405,1826,,,Lytle,St,Entire,,,,,2008/09/22 03:59:59+00
406,1838,,,Lytle ,St,Entire,,,,,2009/09/11 03:59:59+00
407,2026,,,Rowan,St,Entire,,,,,2009/09/14 03:59:59+00
408,6,,,Grand Avenue,Ct,Entire,,,,,2009/09/16 03:59:59+00
409,1830,,,Lytle,St,Entire,,,,,2008/09/22 03:59:59+00
410,1343,S,,26th,St,Entire,,,,,2009/09/18 03:59:59+00
411,2700,,,Greenwood,Ave,Garage,,,,,2010/10/18 03:59:59+00
412,1405,,,Hemlock,St,Entire,,,,,2008/09/30 03:59:59+00
413,426,S,,24th,St,Entire,,,,,2009/01/22 05:00:00+00
414,402,S,,20th,St,Entire,,,,,2009/10/01 03:59:59+00
415,2919,,,Virginia,Ave,Entire,,,,,2010/10/18 03:59:59+00
416,1834,,,Lytle,St,Entire,,,,,2008/09/30 03:59:59+00
417,3604,,,Larkwood,Ave,Entire,,,,,2009/02/02 05:00:00+00
418,246,S,,41st,St,Garage,,,,,2009/10/01 03:59:59+00
419,4509,,,Cod ,Dr,Entire,,,,,2010/10/19 03:59:59+00
420,110,S,,34th,St,Entire,,,,,2008/10/08 03:59:59+00
421,1414,S,,9th ,St,Entire,,,,,2009/02/03 05:00:00+00
422,719,,,Oldham,St,Entire,,,,,2009/10/06 03:59:59+00
423,1731,W,,Hill,St,Garage,,,,,2010/10/25 03:59:59+00
424,1845,,,Lytle,St,Entire,,,,,2008/10/08 03:59:59+00
425,225,S,,26th,St,Entire,,,,,2009/02/05 05:00:00+00
426,1511,,,Maple,St,Entire,,,,,2009/10/09 03:59:59+00
427,9911,,,Lochwick,Way,Entire,,,,,2010/11/08 05:00:00+00
428,2025,,,Lytle,St,Entire,,,,,2008/10/09 03:59:59+00
429,2918,,,Alford,Ave,Entire,,,,,2009/02/10 05:00:00+00
430,1378,,,Dixie,Hwy,Entire,,,,,2009/10/12 03:59:59+00
431,3709,,,Marvin,Ave,Entire,,,,,2010/11/08 05:00:00+00
432,6804,,,Shepherdsville,Rd,Entire,,,,,2008/10/09 03:59:59+00
433,2310,,,Dulworth,Dr,Entire,,,,,2009/02/10 05:00:00+00
434,1723,W,,Gaulbert,Ave,Entire,,,,,2009/10/19 03:59:59+00
435,7630,,,St Andrews Church,Rd,Entire,,,,,2010/11/09 05:00:00+00
436,2516,W,,Jefferson,St,Entire,,,,,2008/10/10 03:59:59+00
437,2121,,,Duncan,St,Garage,,,,,2009/02/11 05:00:00+00
438,328,N,,21st,St,Entire,,,,,2009/10/21 03:59:59+00
439,9,,,Grand Avenue,Ct,Entire,,,,,2010/11/10 05:00:00+00
440,2306,,,Lytle,St,Entire,,,,,2008/10/10 03:59:59+00
441,4216,E,,Indian,Trl,Entire,,,,,2009/02/12 05:00:00+00
442,680,S,,38th,St,Garage,40211.0,5.0,Shawnee,,2009/10/22 03:59:59+00
443,530,,,Lampton,St,Entire,,,,,2010/11/10 05:00:00+00
444,2812,,,Lytle,St,Entire,,,,,2008/10/10 03:59:59+00
445,3009,,,Greenwood,Ave,Entire,,,,,2009/02/19 05:00:00+00
446,2525,,,Slevin,St,Entire,,,,,2009/10/28 03:59:59+00
447,2818,,,Lytle,St,Entire,,,,,2008/10/14 03:59:59+00
448,1630,,,Wilson,Ave,Entire,,,,,2009/02/24 05:00:00+00
449,2721,,,Bank,St,Entire,,,,,2010/11/11 05:00:00+00
450,725,S,,24TH,St,Entire,,,,,2009/10/29 03:59:59+00
451,1316,,,Olive,St,Entire,,,,,2008/10/15 03:59:59+00
452,2729,,,Algonquin,Pkwy,Entire,,,,,2009/03/03 05:00:00+00
453,2805,,,New High ,St,Entire,,,,,2010/11/11 05:00:00+00
454,4943,,,Graston,Ave,Entire,,,,,2009/11/13 05:00:00+00
455,928,S,,Shelby,St,Entire,,,,,2008/10/15 03:59:59+00
456,1747,W,,Oak,St,Entire,,,,,2009/03/04 05:00:00+00
457,1724,,,Gallagher,St,Entire,,,,,2010/11/12 05:00:00+00
458,3215,,,Verna,Rd,Garage,,,,,2009/11/13 05:00:00+00
459,1352,S,,1st,St,Entire,,,,,2008/10/20 03:59:59+00
460,2023,,,Woodland,Ave,Entire,,,,,2009/03/05 05:00:00+00
461,108,N,,17th ,St,Entire,,,,,2010/11/15 05:00:00+00
462,1607,W,,Kentucky,St,Entire,,,,,2009/11/17 05:00:00+00
463,117,S,,20th,St,Entire,,,,,2008/10/28 03:59:59+00
464,322,N,,21st,St,Entire,,,,,2008/10/28 03:59:59+00
465,851,S,,23rd,St,Entire,,,,,2008/10/28 03:59:59+00
466,2120,W,,Madison,St,Entire,,,,,2008/10/28 03:59:59+00
467,2203,W,,Madison,St,Entire,,,,,2008/10/28 03:59:59+00
468,2224,W,,Madison,St,Entire,,,,,2008/10/28 03:59:59+00
469,2303,,,Madison,St,Entire,,,,,2008/10/28 03:59:59+00
470,2215,,,Dumesnil,St,Entire,,,,,2008/10/29 03:59:59+00
471,2607,W,,Madison,St,Entire,,,,,2008/10/29 03:59:59+00
472,5305,,,Layne,Rd,Entire,,,,,2008/11/03 05:00:00+00
473,2815,W,,Madison,St,Entire,,,,,2008/11/03 05:00:00+00
474,2131,W,,Madison,St,Entire,,,,,2008/11/11 05:00:00+00
475,6515,,,Shirley,Ave,Entire,,,,,2008/11/11 05:00:00+00
476,1911,,,Bank,St,Entire,,,,,2008/11/19 05:00:00+00
477,3,,,Grand Avenue,Ct,Entire,,,,,2008/11/19 05:00:00+00
478,2333,,,Magazine,St,Entire,,,,,2008/11/19 05:00:00+00
479,2507,,,Magazine,St,Entire,,,,,2008/11/19 05:00:00+00
480,2713,,,Magazine,St,Rear,,,,,2008/11/19 05:00:00+00
481,2721,,,Magazine,St,Entire,,,,,2008/11/19 05:00:00+00
482,1342,,,Sale,Ave,Entire,,,,,2008/11/19 05:00:00+00
483,1314,,,Hemlock,St,Entire,,,,,2008/11/26 05:00:00+00
484,2725,,,Magazine,St,Entire,,,,,2008/11/26 05:00:00+00
485,1825,W,,Main,St,Entire,,,,,2008/12/10 05:00:00+00
486,3004,,,River Park,Dr,Entire,,,,,2008/12/10 05:00:00+00
487,3700,,,Wheeler,Ave,Entire,,,,,2008/12/12 05:00:00+00
488,2606,,,Woodland,Ave,Entire,,,,,2008/12/12 05:00:00+00
489,2706,W,,Main,St,Entire,,,,,2008/12/16 05:00:00+00
490,311,S,,20th ,St,Entire,,,,,2008/12/23 05:00:00+00
491,2820,W,,Main,St,Rear,,,,,2008/12/23 05:00:00+00
492,4114,,,Wheeler,Ave,Entire,,,,,2008/12/30 05:00:00+00
493,1704,,,Bicknell,Ave,Entire,,,,,2009/01/09 05:00:00+00
494,201,N,,36th,St,Rear,,,,,2009/01/12 05:00:00+00
495,2409,W,,Main ,S,Rear,,,,,2009/01/16 05:00:00+00
496,1628,,,Wilson,Ave,Entire,,,,,2009/01/16 05:00:00+00
497,1384,,,Dixie,Hwy,Entire,,,,,2009/01/20 05:00:00+00
498,716,S,,45th,St,Garage,,,,,2010/03/23 03:59:59+00
499,2903,,,Bank,St,Entire,,,,,2010/04/02 03:59:59+00
500,1707,W,,Market ,St,Entire,,,,,2010/11/15 05:00:00+00
501,3800,,,Cane Run,Rd,Entire,,,,,2010/04/13 03:59:59+00
502,1725,W,,Kentucky,St,Entire,,,,,2009/12/01 05:00:00+00
503,933,E,,Muhammad Ali,Blvd,Entire,,,,,2010/04/13 03:59:59+00
504,540,,,Lampton,St,Entire,,,,,2010/11/22 05:00:00+00
505,2816,S,,6th,St,Entire,,,,,2009/12/04 05:00:00+00
506,424,S,,24th,St,Entire,,,,,2010/04/20 03:59:59+00
507,2216,,,Garfield,Ave,Entire,,,,,2010/12/06 05:00:00+00
508,1755,,,Dumesnil,St,Entire,,,,,2009/12/12 05:00:00+00
509,1818,,,Crop,St,Entire,,,,,2010/04/27 03:59:59+00
510,419,,,South Park,Rd,Garage,,,,,2009/03/10 03:59:59+00
511,1801,,,Beech,St,Entire,,,,,2010/12/09 05:00:00+00
512,325,S,,Jane,St,Entire,,,,,2009/12/14 05:00:00+00
513,713,E,,Ormsby,Ave,Entire,,,,,2010/05/01 03:59:59+00
514,241,S,,39th,St,Entire,,,,,2009/03/17 03:59:59+00
515,2121,,,Bank,St,Entire,,,,,2010/12/15 05:00:00+00
516,2530,,,Duncan,St,Entire,,,,,2009/12/15 05:00:00+00
517,546,,,Rawlings,St,Entire,,,,,2010/05/07 03:59:59+00
518,2728,W,,Chestnut,St,Entire,,,,,2009/03/30 03:59:59+00
519,3526,,,Powell,Ave,Entire,,,,,2010/12/21 05:00:00+00
520,2607,W,,Muhammad Ali,Blvd,Entire,,,,,2009/12/21 05:00:00+00
521,607,S,,Campbell,St,Entire,,,,,2010/05/10 03:59:59+00
522,4314,,,Shepherdsville,Rd,Entire,,,,,2009/04/06 03:59:59+00
523,2347,W,,Madison,St,Entire,,,,,2010/12/28 05:00:00+00
524,1455,,,Dixie,Hwy,Entire,,,,,2010/01/08 05:00:00+00
525,13300,,,Horncastle,Way,Entire,,,,,2010/05/12 03:59:59+00
526,2627,,,St Xavier,St,Entire,,,,,2009/04/07 03:59:59+00
527,1812,,,Columbia,St,Entire,,,,,2010/12/30 05:00:00+00
528,1721,W,,Market,St,Entire,,,,,2010/01/19 05:00:00+00
529,3405,,,Greenwood,Ave,Entire,,,,,2010/05/13 03:59:59+00
530,208,N,,22nd,St,Entire,,,,,2009/04/15 03:59:59+00
531,6,,,Creekside ,Ct,Entire,,,,,2011/01/13 05:00:00+00
532,1509,,,Anderson,St,Entire,,,,,2010/01/29 05:00:00+00
533,616,,,Jordan,Ave,Entire,,,,,2010/05/13 03:59:59+00
534,1406,,,Paul,Ave,Garage,,,,,2009/04/15 03:59:59+00
535,1521,,,Hale,Ave,Entire,,,,,2011/01/18 05:00:00+00
536,2516,,,Wilson,Ave,Entire,,,,,2010/01/29 05:00:00+00
537,547,,,Rawlings,St,Entire,,,,,2010/05/17 03:59:59+00
538,4104,,,Blevins Gap,Rd,Entire,,,,,2009/04/20 03:59:59+00
539,3809,,,Parthenia ,Ave,Entire,,,,,2011/01/31 05:00:00+00
540,446,N,,24th,St,Entire,,,,,2010/02/01 05:00:00+00
541,1714,,,Columbia,St,Entire,,,,,2010/05/18 03:59:59+00
542,1334,S,,20th,St,Entire,,,,,2009/04/23 03:59:59+00
543,2009,,,Main ,St,Entire,,,,,2011/02/01 05:00:00+00
544,2731,W,,Madison,St,Entire,,,,,2010/02/04 05:00:00+00
545,672,S,,26th,St,Garage,,,,,2010/05/19 03:59:59+00
546,1779,W,,Ormsby,Ave,Entire,,,,,2009/04/24 03:59:59+00
547,1818,W,,Market,St,Entire,,,,,2011/02/14 05:00:00+00
548,8602,,,Canopus,Pl,Entire,,,,,2010/02/08 05:00:00+00
549,1454,S,,8th,St,Entire,,,,,2010/05/20 03:59:59+00
550,10004,,,Brownsboro,Road,Entire,,,,,2009/05/06 03:59:59+00
551,2719,,,Bank,St,Entire,,,,,2011/02/16 05:00:00+00
552,2720,W,,Madison,St,Entire,,,,,2010/02/11 05:00:00+00
553,1730,S,,23rd,St,Entire,,,,,2010/05/24 03:59:59+00
554,10006,,,Brownsboro,Road,Entire,,,,,2009/05/06 03:59:59+00
555,526,,,Zane,St,Entire,,6.0,,,2012/12/05 05:00:00+00
556,3805,,,Dixie,Hwy,Entire,,,,,2011/02/28 05:00:00+00
557,612,N,,17th ,St,Entire,,,,,2011/03/02 05:00:00+00
558,2804,,,Cleveland,Ave,Entire,,,,,2011/03/04 05:00:00+00
559,3802,,,Miami,Ave,Entire,,,,,2011/03/04 05:00:00+00
560,203,E,,Adair,St,Entire,,,,,2011/03/07 05:00:00+00
561,1778,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,,2011/03/25 03:59:59+00
562,606,,,Camp,St,Entire,,,,,2011/03/31 03:59:59+00
563,526,,,Eastern ,Pkwy,Entire,,,,,2011/03/31 03:59:59+00
564,3413,,,Bells,Lane,Entire,,,,,2011/04/11 03:59:59+00
565,2727,,,Magazine,St,Entire,,,,,2011/04/11 03:59:59+00
566,3619,,,Penway,Ave,Entire,,,,,2011/04/12 03:59:59+00
567,4105,,,Wilshire ,Ave,Entire,,,,,2011/04/13 03:59:59+00
568,410,,,Evergreen,Rd,Entire,,,,,2011/04/19 03:59:59+00
569,636,S,,18th,St,Entire,,,,,2011/04/29 03:59:59+00
570,1141,S,,8th,St,Entire,,,,,2011/04/29 03:59:59+00
571,3019,,,Greenwood,Ave,Entire,,,,,2011/05/03 03:59:59+00
572,727,W,,Whitney ,Ave,Entire,,,,,2011/05/09 03:59:59+00
573,317,S,,18th,St,Entire,40203.0,4.0,Russell,,2011/05/11 03:59:59+00
574,957,,,Waterbury,St,Entire,,,,,2011/05/16 03:59:59+00
575,3314,W,,Kentucky,St,Entire,,,,,2011/05/18 03:59:59+00
576,2230,,,Hale,Ave,Entire,,,,,2011/05/31 03:59:59+00
577,915,S,,Hancock,St,Entire,,,,,2011/05/31 03:59:59+00
578,2141,,,Belquin,Rd,Entire,,,,,2011/06/13 03:59:59+00
579,2737,,,Algonquin,Pkwy,Entire,,,,,2009/05/13 03:59:59+00
580,650,S,,27th,St,Rear Addition,,,,,2009/05/19 03:59:59+00
581,2412,,,Cornwall ,St,Entire,,,,,2009/05/19 03:59:59+00
582,2002,W ,,Jefferson,St,Rear Addition,,,,,2009/05/20 03:59:59+00
583,845,S,,23rd,St,Entire,,,,,2009/05/29 03:59:59+00
584,3804,,,Miami,Ave,Entire,,,,,2009/05/30 03:59:59+00
585,2121,W,,Chestnut,St,Entire,,,,,2009/06/05 03:59:59+00
586,2020,W,,Market,St,Entire,,,,,2009/06/09 03:59:59+00
587,830,,,Dresden,Ave,Entire,,,,,2009/06/17 03:59:59+00
588,2327,,,Montgomery,St,Entire,,,,,2009/06/17 03:59:59+00
589,1104,S,,17th,St,Entire,,,,,2009/06/22 03:59:59+00
590,8307,,,Olive Hill,Ct,Entire,,,,,2009/06/22 03:59:59+00
591,2234,W ,,Muhammad Ali,Blvd,Entire,,,,,2009/06/25 03:59:59+00
592,4110,,,Camp Ground ,Road,Entire,,,,,2009/06/30 03:59:59+00
593,2427,W,,Chestnut,St,Entire,,,,,2009/07/16 03:59:59+00
594,610,,,Camp,St,Entire,,,,,2009/07/21 03:59:59+00
595,6702,,,Putman,St,Entire,,,,,2009/07/23 03:59:59+00
596,714,E,,Oak,St,Entire,,,,,2009/07/30 03:59:59+00
597,6901,,,Sylvania No 4,Rd,Entire,,,,,2009/08/06 03:59:59+00
598,223,N,,21st,St,Entire,,,,,2009/08/10 03:59:59+00
599,5313,,,Alba,Way,Entire,,,,,2009/08/13 03:59:59+00
600,2101,,,Grand,Ave,Entire,,,,,2009/08/19 03:59:59+00
601,1504,,,Catalpa,St,Entire,,,,,2009/08/25 03:59:59+00
602,2201,,,Duncan,St,Entire,,,,,2009/08/25 03:59:59+00
603,849,S,,23rd,St,Entire,,,,,2009/08/26 03:59:59+00
604,828,S,,41st,St,Entire,,5.0,,,2012/12/12 05:00:00+00
605,1635,,,Dixdale,Ave,Garage,,3.0,,,2012/12/19 05:00:00+00
606,2000,,,Portland,Ave,Entire,,5.0,,,2012/12/20 05:00:00+00
607,930,S,,Shelby,St,Entire,,4.0,,,2012/12/21 05:00:00+00
608,3809,,,Dixie,Hwy,Entire,,3.0,,,2012/12/26 05:00:00+00
609,2819,,,Virginia,Ave,Entire,,1.0,,,2013/01/07 05:00:00+00
610,3225,,,Virginia,Ave,Entire,,1.0,,,2013/01/07 05:00:00+00
611,4138,,,Broadway,,Entire,,1.0,,,2013/01/18 05:00:00+00
612,1638,,,Gallagher,St,Entire,,6.0,,,2013/01/22 05:00:00+00
613,3313,,,Hale,Ave,Entire,,1.0,,,2013/01/22 05:00:00+00
614,3806,,,Broadway,,Garage,,5.0,,,2013/01/23 05:00:00+00
615,4336,S,,3rd,St,Entire,,15.0,,,2013/01/25 05:00:00+00
616,1953,S,,16th,St,Entire,,6.0,,,2013/01/28 05:00:00+00
617,1232,,,Algonquin ,Pky,Entire,,3.0,,,2013/01/30 05:00:00+00
618,1840,W,,Kentucky,St,Porch Roof,,6.0,,,2013/01/30 05:00:00+00
619,2020,,,Wilson,Ave,Entire,,6.0,,,2013/01/30 05:00:00+00
620,6212,,,Mockingbird,Lane,Entire,,14.0,,,2013/02/05 05:00:00+00
621,1955,S,,16th,St,Entire,,6.0,,,2013/02/06 05:00:00+00
622,125,,,Boston,Ct,Entire,,5.0,,,2013/02/06 05:00:00+00
623,714,,,Oakland,Ave,Entire,,6.0,,,2013/02/06 05:00:00+00
624,3032,,,Penway,Ave,Entire,,3.0,,,2013/02/07 05:00:00+00
625,208,S,,28th,St,Entire,,5.0,,,2013/02/11 05:00:00+00
626,641,,,Mix,Ave,Entire,,6.0,,,2013/02/11 05:00:00+00
627,6658,,,Sylvania,Rd,Entire,,12.0,,,2013/02/11 05:00:00+00
628,329,N,,43rd,St,Entire,,5.0,,,2013/02/14 05:00:00+00
629,4405,,,Sunset,Ave,Entire,,5.0,,,2013/02/14 05:00:00+00
630,400,,,Mount Holly,Rd,Entire,,13.0,,,2013/02/22 05:00:00+00
631,1517,,,Gallagher,St,Entire,,6.0,,,2013/02/28 05:00:00+00
632,2124,W,,Madison,St,Entire,,4.0,,,2013/02/28 05:00:00+00
633,2707,W,,Kentucky,St,Garage,,6.0,,,2013/03/08 05:00:00+00
634,13305,,,Forge,Cir,Entire,,14.0,,,2013/03/11 03:59:59+00
635,3030,,,Millers,Lane,Garage,,3.0,,,2013/03/14 03:59:59+00
636,317,N,,20th,St,Entire,,5.0,,,2013/03/18 03:59:59+00
637,410,S,,26th,St,Entire,,5.0,,,2013/03/27 03:59:59+00
638,1221,,,Cypress,St,Entire,,1.0,,,2013/04/12 03:59:59+00
639,1768,,,Dumesnil,St,Entire,,6.0,,,2013/04/12 03:59:59+00
640,1706,,,St Louis,Ave,Entire,40210.0,6.0,Park Hill,,2013/04/12 03:59:59+00
641,315,,,Fairmont ,Ave,Entire,,,,,2011/06/14 03:59:59+00
642,625,,,Mix,Ave,Entire,,6.0,,,2013/04/16 03:59:59+00
643,1721,,,Lytle ,St,Entire,,5.0,,,2013/04/18 03:59:59+00
644,406,N,,20th,St,Entire,,5.0,,,2013/04/22 03:59:59+00
645,3808,,,Pflanz,Ave,Entire,,5.0,,,2013/04/22 03:59:59+00
646,2723,,,Magazine,St,Entire,,5.0,,,2013/04/25 03:59:59+00
647,700,W,,Whitney,Ave,Entire,,15.0,,,2013/04/26 03:59:59+00
648,1152,,,Ellerholt,Ct,Entire,40211.0,1.0,Chickasaw,,2013/05/03 03:59:59+00
649,634,S,,18th,St,Entire,40203.0,4.0,Russell,,2013/05/09 03:59:59+00
650,2413,W,,Main,St,Entire,40212.0,5.0,Portland,,2013/05/09 03:59:59+00
651,2824,,,Slevin,St,Entire,40212.0,5.0,Portland,,2013/05/15 03:59:59+00
652,3426,,,Hale,Ave,Entire,40211.0,1.0,Chickasaw,,2013/05/16 03:59:59+00
653,609,S,,39th,St,Entire,40211.0,5.0,Shawnee,,2013/05/22 03:59:59+00
654,213,N,,17th,St,Entire,,,,,2010/05/26 03:59:59+00
655,223,S,,26th,St,Entire,,,,,2010/02/23 05:00:00+00
656,7014,,,Daisy,Ave,Entire,,,,,2011/06/23 03:59:59+00
657,2621,S,,5th ,St,Entire,,,,,2011/06/28 03:59:59+00
658,7017,,,Kentucky,Ave,Entire,,,,,2011/06/29 03:59:59+00
659,2233,W,,Chestnut,St,Entire,,,,,2011/06/30 03:59:59+00
660,2235,W,,Chestnut,St,Entire,,,,,2011/06/30 03:59:59+00
661,2233-2235,W,,Chestnut,St,Entire,40211.0,4.0,Russell,,2011/06/30 03:59:59+00
662,3911,,,Schmitt,Rd,Entire,,,,,2011/06/30 03:59:59+00
663,2314,,,Wilson,Ave,Entire,,,,,2011/07/15 03:59:59+00
664,3143,,,Vermont,Ave,Entire,,,,,2011/07/25 03:59:59+00
665,2623,,,St Xavier,St,Entire,,,,,2011/08/04 03:59:59+00
666,732,S,,35th,St,Entire,,,,,2011/08/15 03:59:59+00
667,1927,,,Frankfort,Ave,Entire,,,,,2011/08/15 03:59:59+00
668,1260,S,,Shelby,St,Entire,,,,,2011/08/19 03:59:59+00
669,1758,,,Algonquin ,Pky,Garage,,,,,2011/08/26 03:59:59+00
670,1533,S,,31st,St,Entire,40211.0,3.0,Park Duvalle,,2011/09/08 03:59:59+00
671,2313,S,,37th,St,Entire,,,,,2011/09/08 03:59:59+00
672,514,,,Wenzel,St,Entire,,,,,2011/09/08 03:59:59+00
673,2209,W,,Kentucky,St,Entire,,,,,2011/10/03 03:59:59+00
674,520,E,,Breckinridge,St,Entire,,,,,2011/10/07 03:59:59+00
675,744,,,Brent,St,Entire,,,,,2011/10/13 03:59:59+00
676,2522,W,,Muhammad Ali,Blvd,Entire,,,,,2011/10/19 03:59:59+00
677,8920,,,Beulah Church,Rd,Entire,,,,,2011/10/31 03:59:59+00
678,819,E ,,Burnett,Ave,Entire,,10.0,,,2011/11/04 03:59:59+00
679,2128,,,Date,St,Entire,,,,,2011/11/10 05:00:00+00
680,650,S,,27th ,St,Entire,,5.0,,,2011/11/23 05:00:00+00
681,1519,,,Hale,Ave,Entire,,,,,2011/11/23 05:00:00+00
682,829,S,,Louis Coleman Jr ,Dr,Entire,,1.0,,,2011/11/23 05:00:00+00
683,1017-1019,S,,Louis Coleman Jr ,Dr,Entire,,1.0,,,2011/11/23 05:00:00+00
684,1225,,,Cypress,St,Entire,,,,,2011/12/14 05:00:00+00
685,2209,W,,Burnett,Ave,Entire,,,,,2012/01/03 05:00:00+00
686,1743,,,St Louis,Ave,Entire,,6.0,,,2012/01/03 05:00:00+00
687,1218,,,Central ,Ave,Garage,,,,,2012/01/06 05:00:00+00
688,3048,W,,Muhammad Ali,Blvd,Entire,,,,,2012/01/10 05:00:00+00
689,2709,W,,Chestnut,St,Entire,,5.0,,,2012/01/17 05:00:00+00
690,1727,,,Hale,Ave,Garage,,,,,2012/01/23 05:00:00+00
691,1430,,,Hemlock,St,Entire,,,,,2012/01/25 05:00:00+00
692,531,S,,18th,St,Entire,40204.0,4.0,Russell,,2012/02/06 05:00:00+00
693,643,S,,23rd,St,Entire,40211.0,6.0,Russell,,2012/02/06 05:00:00+00
694,1927,W,,Chestnut,St,Entire,,,,,2012/02/06 05:00:00+00
695,436,,,Dr WJ Hodge,St,Entire,,,,,2012/02/06 05:00:00+00
696,436,,,Dr WJ Hodge,St,Entire,40203.0,4.0,Russell,,2012/02/06 05:00:00+00
697,2230,,,St. Xavier,St,Entire,,5.0,,,2012/02/06 05:00:00+00
698,311,N,,40th,St,Entire,40212.0,5.0,Shawnee,,2012/02/08 05:00:00+00
699,4524,,,Lake Dreamland,Rd,Entire,,1.0,,,2012/02/10 05:00:00+00
700,2331,W,,Chestnut,St,Garage,,4.0,,,2012/02/13 05:00:00+00
701,2232,,,Kaelin,Ave,Garage,,8.0,,,2012/02/23 05:00:00+00
702,2100,,,Bolling,Ave,Entire,,3.0,,,2012/02/27 05:00:00+00
703,1132,,,Samuel,St,Entire,,1.0,,,2012/02/28 05:00:00+00
704,1419,S,,28th,St,Entire,,1.0,,,2012/02/29 05:00:00+00
705,1610,,,Dumesnil,St,Entire,,,,,2010/02/25 05:00:00+00
706,4121,W,,Broadway,,Garage,,,,,2010/03/01 05:00:00+00
707,1814,,,Crop,St,Entire,,,,,2010/03/01 05:00:00+00
708,2528,,,Gilligan,St,Entire,,,,,2010/03/01 05:00:00+00
709,3413,,,Grand,Ave,Entire,,,,,2010/03/01 05:00:00+00
710,2237,W,,Muhammad Ali,Blvd,Entire,,,,,2010/03/03 05:00:00+00
711,10200,,,Ballardsville,Rd,Entire,,,,,2010/03/08 05:00:00+00
712,2527,,,Duncan,St ,Entire,,,,,2010/03/08 05:00:00+00
713,1525,,,Rowan,St,Entire,,,,,2010/03/08 05:00:00+00
714,2611,W,,Muhammad Ali,Blvd,Garage,,,,,2010/03/16 03:59:59+00
715,419,,,27th,St,Entire,,,,,2010/03/17 03:59:59+00
716,2539,,,Rowan,St,Entire,,,,,2010/03/17 03:59:59+00
717,3026,,,Wyandotte,Ave,Entire,,,,,2010/03/17 03:59:59+00
